Material_Main,Turning times,Period (d),V2_Ventilation Interval (min),M1_is Enclosed, Composting Method,Additive_3,Additive_2,Additive_1,Material_2,Additive_4,Material_3,Compost volume (m3),V1_Ventilation Type,V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Initial GI (%),Initial pH,Initial C/N (%),Initial Moisture Content (%)
0.043544038037482066,-3.6626624618174835,2.6832261897860765,0.8849985934059652,0.46284049837225905,0.1854645156251868,0.012882643952614497,-0.6051767036262797,-0.19382533523122608,0.10724279979114293,0.0,0.0016727030370827676,-0.11224916232254711,0.7175484633394121,1.0896595753984328,0.13617369835218812,-1.5598058906617636,0.32923277740641843,-2.0833789653390538,-0.0598297352135291,-5.581578399497402,0.3130426231549717
0.06019150354119049,-2.890114611836973,2.882234257757542,1.035518385712116,0.39377366321747176,0.12641366534174006,0.07221441531850258,2.975495014011102,-0.09251205891329985,0.09703361354061679,0.0,0.010023981171323314,0.0021624591441149294,1.124897304204632,0.86436459471633,0.1497050891019637,-0.5088945690333208,0.6138124932097444,-1.618355161938179,0.22099353357613316,-4.311170880249006,0.1831057743561954
-0.005701553450940996,-3.455273825372173,2.4258612486746176,1.0704197004573368,0.4005762079961102,0.12457730352687207,0.06146829497160403,2.6675244588379825,-0.05532667628166036,0.129326073163943,0.0,0.009172603382041119,0.05300095684299063,1.0844043771816565,0.8922083423809402,0.15648329683645754,1.0135327378366799,0.5272720282094854,-1.3911332192483556,-0.0751146282047779,-3.712294389448075,0.21842712765707153
0.07498702026059385,-4.6252178072959484,1.829756266297336,0.9187950228987571,0.31686548829790506,0.08526537924295853,0.05087191539279166,1.997502246681439,-0.15933074789343,0.13439655491120703,0.0,0.00799794319412071,-0.2115958569453028,0.8920586764815176,0.6672843280469154,0.12712940250068647,0.22150452398651796,0.1989351171323417,-3.1823807218540954,-1.3718079919521637,-4.419638105214433,0.06491681178012575
-0.35381729841110326,1.3756693178240318,0.22890599182149782,-5.5067184719127455,0.3479033673137082,0.13789436136494437,0.0015152784830311727,-0.3004138196055926,0.12669084052024157,1.1237455140587465,0.0,-0.0011545392749000988,-0.49130559071426305,-1.2804773914209366,-0.5274481394575626,0.2462571194989575,-0.8952861882863153,-0.82855125410658,1.3279157587613954,0.7488307188573042,-4.911619669202077,0.23388055983805128
-0.2911881499998207,2.2533414284280022,0.13776257646645,-9.332354128813888,0.29553938156695503,0.08411158720043005,-0.008248754551264732,-0.36667403571856055,0.7491093657855039,1.127965409329403,0.0,-0.008565639231135442,-0.4459094107556418,-1.5836646916362271,-0.6279962359343061,0.12090971832566025,2.2350012300126956,-2.6598476802720072,-1.9205635788621709,0.505725239356162,-3.9407401836876392,0.1497570189411873
-0.33977868434673186,1.6794305275267232,0.31269570106948913,-7.370197585639367,0.35500183455967615,0.11244192419413329,-0.0056351466751201,-0.43838663587272814,-0.6730202594733963,1.0512998587816649,0.0,-0.0002284342632452238,-0.4845988916784898,-1.5573229281304923,-0.5408413854996765,0.23059188621189322,1.4391068114380317,-1.5708035449452145,1.0606492422787686,-0.32227915106209654,-2.916787208297768,0.1395485357738356
-0.2837395621767587,1.6935097751240256,0.28058063023137464,-7.308256049489671,0.3419054291564929,0.10993303456332523,-0.0030337967814532763,-0.38601310302460073,-0.6988507914811397,1.0945593958228648,0.0,-0.0035000814947189285,-0.4063273875995416,-1.393188984077191,-0.5730845669299344,0.2755614865959732,1.8244201744610962,-1.7520595468803415,1.3075397124075352,0.5633201997841688,-2.8570466528637772,0.13519615060211854
-0.15438951069892817,-0.1405463646504035,0.22356412188008473,-6.46326989335038,0.37007728478020463,0.16689018611257525,0.00025925235988313064,-0.34160651285802784,-0.01202356462295145,1.0496201490665793,0.0,0.006121488277480191,-0.41551222017419903,-1.3054095642193213,-0.14733085410228797,-0.14530153411583158,-0.8564999182615302,1.4862978324669045,1.6882355927503063,0.39611275864584555,-6.143218069468316,0.24525780613220752
-0.17964783802899048,-0.0968787137660033,0.2919658214806167,-6.832635789495698,0.34956393948918696,0.17269212064380965,0.0026305740210398392,-0.35213618269754093,-0.25390086324885514,1.0412497571415087,0.0,0.007509543902960946,-0.38756762009167234,-1.2807531929889195,0.07294143063811162,-0.09742181642446622,-0.604550257083153,1.5739869414216894,1.3113836038848388,-0.33332378292779075,-6.305348762392499,0.26835055247174644
