Turning times,Initial C/N (%),V2_Ventilation Interval (min),Additive_3,V4_Ventilation Day,V1_Ventilation Type,Application Rate (%DW),Additive_2,Material_3,V5_Ventilation rate (L/min/kg iniDW),Additive_4,Compost volume (m3),Material_Main,Initial Moisture Content (%),Material_2, Composting Method,Initial GI (%),V3_Ventilation Duration (min),Period (d),Initial pH,Additive_1,M1_is Enclosed,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
24.0,11.0,0.0,4.0,61.0,0.0,7.349608073099171,3.0,2.0,0.18884433947571133,1.0,0.08,4,78.43140951442035,8.0,2.0,27.32884658064516,0.0,114.0,8.0,19.0,1.0,0.875,10.998793073823562,106.46318899999999,6.131668856215877,0.6104692816734314,0.17691783169366046,1000000.0
5.0,30.0,0.0,4.0,12.0,0.0,5.72453115104054,11.0,5.0,1.9025574396958773,1.0,0.08,4,63.0,14.0,1.0,27.32884658064516,0.0,20.0,5.0,37.0,0.0,0.875,26.685422313871115,107.96926000000006,6.754026693698772,0.5605821013450623,0.20691090839403029,1000000.0
24.0,33.89195839932864,0.0,4.0,2.0,0.0,3.840864319307107,0.0,4.0,0.16408725192059692,1.0,0.08,4,52.99117736098777,4.0,1.0,27.32884658064516,0.37985281616118205,22.0,8.0,34.0,0.0,0.875,21.683412449921676,109.70266600000001,-0.8654994769649343,0.7238808870315552,0.19213966365697854,1000000.0
7.0,37.0,415.0,4.0,36.0,1.0,3.4075498488971068,7.0,3.0,0.7161125060587954,1.0,0.08,4,51.0,12.0,0.0,27.32884658064516,0.7086714049112031,73.0,7.0,31.0,1.0,0.875,11.3617687857752,109.31911300000002,5.772453950911294,0.7601466178894043,0.16394462823818687,1000000.0
0.0,16.0,0.0,4.0,67.0,0.0,2.440918979920572,1.0,3.0,0.2048084611317116,1.0,0.08,4,71.7016763515957,2.0,1.0,27.328846580645166,0.2979147908726698,87.0,7.000000000000002,38.0,0.0,0.875,23.315674259958037,113.70966100000001,1.6765024950879746,0.6681881546974182,0.12396444230781674,1000000.0
8.0,35.0,0.0,4.0,4.0,0.0,8.13807363140899,2.0,0.0,0.05396560422157437,1.0,0.08,4,70.0,4.0,0.0,27.32884658064516,0.0,94.0,11.833470645804773,34.0,1.0,0.875,6.176881520505607,107.84035100000001,6.981919471753437,0.6796979308128357,0.1848733259443159,1000000.0
23.0,40.17145758234309,308.0,4.0,48.0,1.0,6.169403811609885,0.0,2.0,1.2925850002014272,1.0,0.08,4,83.94510133842122,0.0,0.0,27.32884658064516,1.1963971218493197,123.0,6.0,30.0,1.0,0.875,35.150025384550204,110.83831800000002,8.053622201829283,0.6465256810188293,0.1697368599752046,21.926166190107352
0.0,44.76646120455868,0.0,4.0,0.0,2.0,3.626231329835802,3.0,3.0,0.0,1.0,0.08,4,60.0,12.0,2.0,27.32884658064516,0.0,15.0,5.0,31.0,1.0,0.875,39.17065355398884,108.58485200000008,6.571616271258808,0.13248643279075623,0.17733252992091827,26.798256848166837
30.0,25.0,0.0,4.0,37.0,0.0,6.681001647986358,1.0,2.0,0.042532619797805093,1.0,0.08,4,50.0,12.0,1.0,27.32884658064516,0.0,71.0,9.36771186280744,35.0,0.0,0.875,9.98981491647348,106.945233,4.056511487753556,0.6123406887054443,0.13675068719893918,1000000.0
23.0,42.75733263791918,0.0,4.0,36.0,0.0,3.7836229408723216,3.0,3.0,1.0326980470475948,1.0,0.08,4,83.77980086286559,0.0,0.0,27.32884658064516,0.0,99.0,7.0,18.0,1.0,0.875,37.41266605817928,105.408231,6.981919471753437,0.4831394553184509,0.21008471742623638,22.057109578634225
2.0,29.0,0.0,4.0,21.0,0.0,9.517362749562306,1.0,2.0,0.13621543188519847,1.0,0.08,4,73.90047207120182,3.0,0.0,27.32884658064516,0.0,64.0,10.08106495116157,36.0,1.0,0.875,5.003619101595293,108.345911,7.218852227139496,0.7092655897140503,0.16924756035778427,1000000.0
29.0,22.0,907.0,4.0,82.0,1.0,5.0864724481577195,1.0,4.0,0.813025486394268,1.0,0.08,4,68.0,8.0,2.0,27.328846580645163,4.131724685769312,129.0,5.0,37.0,0.0,0.875,15.447202449566268,109.377381,7.1801727266312465,1.0348937511444092,0.15976704610292106,1000000.0
9.0,27.0,0.0,4.0,68.0,0.0,9.484740106096098,1.0,9.0,1.185482156849871,1.0,0.08,4,71.83144208704353,4.0,1.0,27.328846580645163,0.0,121.0,7.0,36.0,1.0,0.875,20.895749113827925,108.16640400000004,6.274505751801249,0.5872179269790649,0.19594889480776634,1000000.0
7.0,32.0,0.0,4.0,0.0,2.0,4.931038874146243,3.0,3.0,0.0,1.0,0.08,4,75.59473957677656,4.0,1.0,27.32884658064516,0.0,122.0,6.0,37.0,1.0,0.875,13.254748591319284,106.85346300000006,6.041507978197361,0.6408568024635315,0.1759395953210876,1000000.0
0.0,34.0,1217.0,4.0,58.0,1.0,5.140563400364775,2.0,4.0,1.6524885645146181,1.0,0.08,4,69.0,4.0,2.0,27.32884658064516,22.142148731413425,91.0,7.0,36.0,0.0,0.875,30.24847003417859,105.56611200000002,7.2985673846985915,0.35410213470458984,0.1502736729800686,1000000.0
0.0,33.18299855271913,0.0,4.0,34.0,0.0,7.583322883848635,6.0,5.0,0.5106234887292722,1.0,0.08,4,73.57551785844255,2.0,1.0,27.32884658064516,0.0,60.0,6.0,36.0,1.0,0.875,30.221599716332257,108.715902,5.756039485913244,0.16491417586803436,0.16520576523842118,1000000.0
7.0,12.0,0.0,4.0,48.0,0.0,4.2596117407415965,1.0,3.0,1.263379807156392,1.0,0.08,4,62.0,2.0,0.0,27.32884658064516,0.0,67.0,6.0,33.0,1.0,0.875,8.695186074757341,111.43035300000005,6.971439691510258,0.6746342778205872,0.1831861752711087,1000000.0
13.0,12.0,0.0,4.0,9.0,0.0,6.3064647868891885,1.0,3.0,1.3821772555873693,1.0,0.08,4,57.0,8.0,1.0,27.32884658064516,0.0,108.0,8.098657238168233,38.0,0.0,0.875,6.2958326237608375,108.891022,6.027093216172013,0.5823831558227539,0.16744697993626237,1000000.0
30.0,20.0,0.0,4.0,81.0,0.0,7.998678403030613,0.0,9.0,1.0248414586414623,1.0,0.08,4,70.16311782783208,13.0,0.0,27.32884658064516,0.0,118.0,7.146860723837129,37.0,1.0,0.875,34.92487152757991,108.44638600000003,7.6936794021549835,0.5872179269790649,0.2232102148810005,1000000.0
14.0,12.0,0.0,4.0,34.0,0.0,9.130109771954608,3.0,4.0,1.0386323604501682,1.0,0.08,4,62.0,6.0,2.0,27.32884658064516,0.0,72.0,5.0,36.0,0.0,0.875,13.56729988506604,108.361401,6.366254728160922,0.641227126121521,0.15284325365724807,1000000.0
6.0,22.0,0.0,4.0,17.0,0.0,5.440551147634851,1.0,0.0,1.2902811499802338,1.0,0.08,4,75.77429499040025,14.0,2.0,27.32884658064516,0.0,103.0,9.921771325011083,28.0,1.0,0.875,5.546958431213619,107.65986600000001,6.858602333742637,0.6419693231582642,0.21628991914687296,1000000.0
1.0,29.0,0.0,4.0,32.0,0.0,8.717146902432948,3.0,9.0,1.430088742213611,1.0,0.08,4,77.12007848298664,13.0,2.0,27.32884658064516,0.0,58.0,8.0,37.0,1.0,0.875,9.713597591488309,108.10976499999998,6.806960928303709,0.05683533847332001,0.20296454164310457,1000000.0
24.0,12.601995160162218,0.0,4.0,15.0,0.0,6.150520857150539,3.0,3.0,1.663791005251422,1.0,0.08,4,83.65402608086112,4.0,0.0,27.32884658064516,0.0,114.0,6.0,35.0,1.0,0.875,22.22508159757458,110.11009100000001,6.969092808069246,0.5497182011604309,0.19273104222524007,1000000.0
24.0,30.0,0.0,4.0,6.0,0.0,7.606547188378891,8.0,0.0,0.3575455857175487,1.0,0.08,4,63.0,4.0,1.0,27.32884658064516,0.0,17.0,7.0,31.0,0.0,0.875,29.48836863776603,108.25884000000002,6.039919879856204,0.5719393491744995,0.19265696189711087,1000000.0
28.0,43.654136122298475,0.0,4.0,7.0,0.0,3.69294287865445,2.0,4.0,1.406940617556762,1.0,0.08,4,81.66251569358893,5.0,1.0,27.32884658064516,0.0,79.0,5.0,34.0,0.0,0.875,38.19736910701116,108.34678900000003,6.039919879856204,0.5497182011604309,0.18184408699670335,21.380669900496656
2.0,19.0,0.0,4.0,0.0,2.0,4.355337201129467,0.0,0.0,0.0,1.0,0.08,4,62.0,5.0,0.0,27.32884658064516,0.0,17.0,7.521205625123836,38.0,1.0,0.875,28.77015010068895,107.94811700000005,6.983507570094593,0.6814594268798828,0.16163626667972825,1000000.0
15.0,21.887495773341485,0.0,4.0,84.0,0.0,8.322046632936036,0.0,5.0,1.3059363665442814,1.0,0.08,4,75.44775561066965,0.0,1.0,27.328846580645163,0.0,93.0,5.0,31.0,1.0,0.875,26.157550527709716,106.93603600000004,6.039919879856204,0.5256856083869934,0.1902020059901073,1000000.0
7.0,31.61166729477427,0.0,4.0,49.0,0.0,4.823489479181124,1.0,2.0,1.282402275948542,1.0,0.08,4,51.0,2.0,0.0,27.9349852320046,0.0,93.0,8.69646292133608,35.0,1.0,0.875,12.741435856863012,107.833296,4.004038254434751,0.6746342778205872,0.20080835787334927,1000000.0
8.0,36.0,1082.0,4.0,37.0,1.0,4.452044117562179,8.0,3.0,2.9025847760740193,1.0,0.08,4,52.0,3.0,1.0,27.32884658064516,2.174863246729193,59.0,9.905945095740208,38.0,1.0,0.875,15.749834458558379,106.95607,4.405123933556145,1.117102861404419,0.14376939945400466,1000000.0
29.0,40.65420797208814,0.0,4.0,1.0,0.0,6.03683794885249,5.0,3.0,1.2137220272272433,1.0,0.08,4,57.0,2.0,2.0,27.32884658064516,0.3895172939376362,72.0,10.042785557019918,34.0,0.0,0.875,35.57243197557712,109.81020099999999,1.6026601473233517,0.7221096754074097,0.1774646933283526,21.875633830092465
23.0,14.0,0.0,4.0,1.0,0.0,8.78549994234314,2.0,3.0,0.20961408057118658,1.0,0.08,4,57.0,12.0,1.0,27.32884658064516,0.0,51.0,7.0,35.0,0.0,0.875,32.45904988484946,110.09318400000001,7.183335007208176,0.6394559144973755,0.10783424394720781,1000000.0
9.0,30.0,0.0,4.0,31.0,0.0,5.423000069355906,3.0,0.0,1.2518903010304936,1.0,0.08,4,76.26534256669049,3.0,2.0,27.32884658064516,0.0,60.0,5.0,37.0,1.0,0.875,28.989144347012534,110.07770400000001,6.14449551990007,0.5497182011604309,0.19097592528784268,1000000.0
5.0,35.0,0.0,4.0,30.0,0.0,8.739420547060943,7.0,5.0,0.583601973561898,1.0,0.08,4,59.0,14.0,0.0,27.32884658064516,0.0,91.0,7.0,31.0,1.0,0.875,25.874500398109504,107.242653,7.930612157541045,0.7229651808738708,0.22537610304351768,1000000.0
1.0,23.0,0.0,4.0,0.0,2.0,6.600029627543765,5.0,5.0,0.0,1.0,0.08,4,52.02340281545954,0.0,1.0,27.32884658064516,0.0,84.0,7.0,34.0,1.0,0.875,32.46839862819148,106.59772600000005,2.7327966682936413,0.07507044076919556,0.2003533222706582,1000000.0
30.0,42.92841611698525,0.0,4.0,42.0,0.0,7.86256280845949,7.0,2.0,1.8983429624915427,1.0,0.08,4,49.99999999999999,14.0,1.0,27.328846580645163,0.0,87.0,7.187050059782113,36.0,1.0,0.875,37.59723619751522,109.31550700000001,4.056511487753556,0.6543300151824951,0.19068077217972612,1000000.0
0.0,20.0,0.0,4.0,80.0,0.0,3.0655002184694506,0.0,3.0,0.607129832781649,1.0,0.08,4,63.0,5.0,2.0,27.32884658064516,0.0,131.0,9.591928584379446,30.0,1.0,0.875,30.09466775441257,108.93239549999998,5.86061512595711,0.5055645704269409,0.14587104164761244,1000000.0
0.0,34.0,0.0,4.0,0.0,2.0,6.02247361739066,2.0,0.0,0.0,1.0,0.08,4,76.50219174646762,0.0,2.0,27.32884658064516,0.0,84.0,6.0,34.0,0.0,0.875,10.363434676846136,107.75231700000006,5.859856340857254,0.16105365753173828,0.10348474948741684,1000000.0
0.0,36.0,0.0,4.0,44.0,0.0,5.625497398712579,6.0,0.0,0.28448106894043756,1.0,0.08,4,81.02447535272368,12.0,2.0,27.328846580645163,0.0,81.0,5.0,34.0,0.0,0.875,26.48796571155199,110.14270200000001,6.513110511717374,0.12236820161342621,0.1373888169767673,1000000.0
11.0,40.471226946346626,0.0,4.0,8.0,0.0,8.23159772720367,2.0,2.0,1.5728290113612033,1.0,0.08,4,53.0,13.0,2.0,27.32884658064516,0.0,117.0,7.0,33.0,0.0,0.875,35.4123235780533,110.82373100000002,4.16108712779742,0.641227126121521,0.16259389216432205,22.30636574482492
7.0,37.0,0.0,4.0,5.0,0.0,9.219476031600454,2.0,4.0,1.1680033363141906,1.0,0.08,4,77.46500248576737,6.0,2.0,27.32884658064516,0.0,26.0,11.295360147527504,33.0,0.0,0.875,6.338156236899903,107.027976,6.381428275286127,0.6845153570175171,0.17895119830306927,1000000.0
1.0,45.20765667644843,1042.0,4.0,32.0,1.0,6.397200758450314,5.0,5.0,1.8052968064005448,1.0,0.08,4,52.0,4.0,0.0,27.32884658064516,0.588408338902926,117.0,9.979991586554949,36.0,1.0,0.875,39.556699591892375,108.99038,-0.761754467543485,0.11847280710935593,0.15481352194634498,20.216690866325017
11.0,22.0,0.0,4.0,29.0,0.0,8.247620856617377,3.0,9.0,1.369665372517341,1.0,0.08,4,73.08524016453705,4.0,0.0,27.32884658064516,0.0,129.0,8.030469936612437,33.0,1.0,0.875,19.373811355656038,106.82583100000002,6.981919471753437,0.5918170809745789,0.21363414476101494,1000000.0
13.0,35.0,91.0,4.0,49.0,1.0,4.875706960337273,3.0,2.0,1.374333166023459,1.0,0.08,4,62.0,13.0,0.0,27.32884658064516,4.369382596362643,53.0,7.0,33.0,1.0,0.875,27.704830152130516,110.232652,8.229692537357474,1.0310860872268677,0.19131863524565623,1000000.0
8.0,41.68631887204647,0.0,4.0,0.0,2.0,7.999096694420927,2.0,3.0,0.0,1.0,0.08,4,78.2224535099354,14.0,2.0,27.32884658064516,0.0,21.0,5.0,31.0,1.0,0.875,36.47552901304066,107.19740000000007,6.85549666520177,0.6937041282653809,0.1724257891336368,27.59681100157433
15.0,40.0,0.0,4.0,9.0,0.0,5.350795953914558,13.0,9.0,0.6911644694126962,1.0,0.08,4,63.0,5.0,2.0,27.32884658064516,0.0,14.0,8.386229037605743,30.0,0.0,1.2943765127986695,11.877765685891339,104.26572700000003,1000000.0,1000000.0,1000000.0,1000000.0
11.0,41.46054687747259,0.0,4.0,32.0,0.0,2.2173439251256117,2.0,3.0,1.996023942478388,1.0,0.08,4,50.0,14.0,1.0,27.32884658064516,0.0,121.0,10.710466685304793,34.0,1.0,0.875,36.27797851778851,106.266372,4.056511487753556,0.6051058769226074,0.20954667910312993,25.61835923256331
4.0,30.0,0.0,4.0,5.0,0.0,8.389126002610055,1.0,5.0,0.32217747079906256,1.0,0.08,4,53.999999999999986,8.0,2.0,27.328846580645163,0.0,83.0,7.1535690432565495,38.0,0.0,0.875,12.115225195277954,111.15722900000003,6.146842403341082,0.7328010201454163,0.17524655840245387,1000000.0
4.0,16.0,0.0,4.0,0.0,2.0,4.874529506640482,5.0,0.0,0.0,1.0,0.08,4,61.0,5.0,0.0,27.32884658064516,0.0,60.0,9.095642459633272,30.0,1.0,0.875,24.337718435043836,105.24065249999998,6.983507570094593,0.6785809993743896,0.15457819218949434,1000000.0
6.0,30.0,0.0,4.0,15.0,0.0,2.9611661404603637,5.0,2.0,1.7745890828333342,1.0,0.08,4,58.3536485194545,2.0,2.0,27.32884658064516,1.5887988972861904,80.0,6.0,37.0,0.0,0.875,31.73809387929733,112.98907700000004,7.333374395399731,0.7791847586631775,0.18956747083448025,1000000.0
3.0,13.0,0.0,4.0,71.0,0.0,8.485223101945143,3.0,2.0,1.9883269820032659,1.0,0.08,4,70.0,13.0,0.0,27.32884658064516,0.0,80.0,10.674340441267747,38.0,1.0,0.875,20.30221080893991,108.06827099999998,7.683199621911805,0.7032893896102905,0.16497377203691863,1000000.0
0.0,41.61432982525435,0.0,4.0,28.0,0.0,6.640130340430135,1.0,9.0,1.078009246198536,1.0,0.08,4,75.30395818240376,4.0,1.0,27.328846580645163,0.38703640813875023,34.0,7.26068415406762,34.0,0.0,0.875,36.41253859709755,110.90904600000003,1.6765024950879746,0.30754777789115906,0.16498707486180164,1000000.0
22.0,16.0,0.0,4.0,54.0,0.0,6.3838287417014214,2.0,3.0,1.5689390684550453,1.0,0.08,4,82.48914698214847,3.0,1.0,27.32884658064516,0.0,107.0,7.0,22.0,0.0,0.875,20.638789557544033,106.07660900000005,6.039919879856204,0.5497182011604309,0.1765753330487505,1000000.0
19.0,31.0,0.0,4.0,20.0,0.0,9.51446910145619,9.0,3.0,0.45099927712979415,1.0,0.08,4,63.0,2.0,2.0,27.32884658064516,0.0,132.0,6.000000000000001,36.0,0.0,0.875,28.361624072806745,106.46633500000003,6.319816847203826,0.5634625554084778,0.18074550679937976,1000000.0
0.0,40.15144423361374,1233.0,4.0,51.0,1.0,7.348557362574723,1.0,3.0,0.4548453007655273,1.0,0.08,4,74.44387662732794,3.0,1.0,27.32884658064516,57.44737558659546,126.0,7.0,38.0,0.0,0.875,35.13251370441202,106.75208200000003,7.193991744654727,0.40502724051475525,0.12154714149082424,18.983126104949815
17.0,15.0,0.0,4.0,49.0,0.0,5.660087307771011,5.0,2.0,0.17030475960721447,1.0,0.08,4,66.0,5.0,2.0,27.32884658064516,0.0,85.0,10.711172656069568,35.0,0.0,0.875,25.06291984082723,106.72808299999998,6.0852309752587805,0.5618592500686646,0.12694106265222657,1000000.0
8.0,40.0,0.0,4.0,33.0,0.0,5.954919329169939,1.0,2.0,1.2972241681876429,1.0,0.08,4,71.63363869487601,2.0,1.0,27.32884658064516,0.0,58.0,5.0,30.0,0.0,0.875,7.229689400910519,109.63862200000003,6.039919879856204,0.6371518969535828,0.17976090303319048,1000000.0
13.0,37.0,439.0,4.0,41.0,1.0,7.332296967662467,6.0,5.0,0.4293026196477723,1.0,0.08,4,76.75150196581154,4.0,0.0,27.328846580645163,1.200598739768659,115.0,5.0,31.0,1.0,0.875,13.49691451738869,107.54793799999997,8.053622201829283,0.7587405443191528,0.1780662601227078,1000000.0
1.0,18.0,0.0,4.0,0.0,0.0,7.449631125364734,3.0,0.0,1.567514120443999,1.0,0.08,4,72.69802547939736,14.0,0.0,27.32884658064516,0.0,63.0,7.0,33.0,1.0,0.875,21.55870621915688,108.82058000000005,6.909376151583489,0.4462033212184906,0.2080175784401197,1000000.0
29.0,21.0,174.0,4.0,30.0,1.0,2.962904730432392,6.0,2.0,1.357031232380759,1.0,0.08,4,75.56196685436697,2.0,0.0,27.32884658064516,0.4769237608973098,101.0,6.0,34.0,1.0,0.875,18.332494146079014,108.218939,1.7903240274204084,0.6998283863067627,0.20434309380691565,1000000.0
21.0,23.0,0.0,4.0,45.0,0.0,9.405558494375683,13.0,3.0,1.8213218121043446,1.0,0.08,4,50.0,13.0,0.0,27.32884658064516,0.0,85.0,6.0,37.0,1.0,0.875,24.463612800885347,106.85902900000002,5.433128234223001,0.643724262714386,0.18873634251002572,1000000.0
7.0,18.0,0.0,4.0,46.0,0.0,9.366981463157165,6.0,2.0,0.019999829686383253,1.0,0.08,4,79.10891009691437,14.0,2.0,27.32884658064516,0.0,81.0,8.0,28.0,1.0,0.875,21.219749545356425,105.17326700000001,7.033923661046395,0.6845153570175171,0.1902190047643598,1000000.0
25.0,12.0,0.0,4.0,76.0,0.0,2.7929159640504375,5.0,2.0,1.712687825357383,1.0,0.08,4,64.0,13.0,2.0,27.32884658064516,0.0,104.0,8.0,30.0,0.0,0.875,30.231280831761143,107.71632000000001,6.784164241976144,0.5823831558227539,0.16005211757779503,1000000.0
7.0,11.0,0.0,4.0,51.0,0.0,9.38867494938559,0.0,3.0,1.7502721857478005,1.0,0.08,4,79.810228743701,3.0,0.0,27.32884658064516,0.0,117.0,8.319799395463475,34.0,1.0,0.875,16.394037423680757,108.80642800000001,7.206025563455303,0.6845153570175171,0.19519949401107298,1000000.0
3.0,22.09698963578247,0.0,4.0,34.0,0.0,4.675988356096428,3.0,9.0,0.13651295110906103,1.0,0.08,4,56.0,2.0,2.0,27.328846580645163,0.0,60.0,5.0,35.0,0.0,0.875,4.4165135917350185,109.63479500000001,6.146842403341082,0.6774006485939026,0.17282219144436664,1000000.0
30.0,30.0,0.0,4.0,32.0,0.0,7.172401607573161,0.0,2.0,0.43375656751322916,1.0,0.08,4,70.0,13.0,1.0,27.32884658064516,0.0,103.0,8.0,37.0,1.0,0.875,32.71590738916665,108.69525,6.75167981025776,0.6058701276779175,0.21175361277581556,1000000.0
0.0,28.0,0.0,4.0,33.0,0.0,7.821809461331662,1.0,5.0,0.8588038632814741,1.0,0.08,4,52.0,13.0,1.0,27.32884658064516,0.0,100.0,9.559438846263099,17.0,0.0,0.875,21.495953590009776,103.97629799999999,3.4875713155550994,0.19371725618839264,0.1733645183320737,1000000.0
15.0,21.0,0.0,4.0,9.0,0.0,2.878389758956012,7.0,2.0,1.271984477194869,1.0,0.08,4,70.0,12.0,2.0,27.32884658064516,0.3265532313023059,101.0,6.0,38.0,1.0,0.875,12.2429832469754,108.479988,2.3151788628247583,0.7217022776603699,0.22685997132248953,1000000.0
