V3_Ventilation Duration (min),Additive_2,Turning times,Material_2,M1_is Enclosed,Additive_4,Initial GI (%),Material_3,V2_Ventilation Interval (min), Composting Method,Application Rate (%DW),Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Period (d),Initial pH,Initial Moisture Content (%),Additive_1,Material_Main,Initial C/N (%),V1_Ventilation Type,V4_Ventilation Day,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,1.0,30.0,5.0,1.0,1.0,27.32884658064516,2.0,0.0,0.0,8.254848800847704,0.0551315789473684,0.8892733696849653,73.0,9.18876343182852,69.48169276093645,20.0,3,18.0,0.0,56.0,4.0,1.938857678018576,49.76514951140871,115.61373400000004,7.946461570923636,0.4377051889896393,0.2013240388934336,1000000.0
0.0,7.0,28.0,5.0,1.0,1.0,27.32884658064516,2.0,0.0,1.0,8.842305606676806,0.0551315789473684,0.030403475224740184,72.0,11.86533098924581,80.90799721220209,13.0,3,15.0,0.0,57.0,4.0,1.938857678018576,49.23633583026857,115.73772200000005,7.920241061556584,0.40760061144828796,0.15604113062131345,1000000.0
0.0,6.0,0.0,3.0,1.0,1.0,27.32884658064516,5.0,0.0,0.0,8.975718588488194,0.0551315789473684,1.6442942531416767,122.0,11.831373946637546,50.0,36.0,3,21.0,0.0,51.0,4.0,1.938857678018576,36.48882477997568,115.56537400000006,7.617099793887037,0.6726604104042053,0.16623304006860837,1000000.0
0.0,2.0,4.0,4.0,1.0,1.0,27.32884658064516,3.0,0.0,0.0,8.727539205193873,0.0551315789473684,0.724620634171075,122.0,8.36234227501556,68.0,37.0,3,14.0,0.0,54.0,4.0,1.938857678018576,9.92000229077022,116.95140800000007,8.119073595405007,0.6332763433456421,0.16401305567901686,1000000.0
0.0,1.0,19.0,3.0,1.0,1.0,27.32884658064516,0.0,0.0,2.0,5.9930104460355915,0.0551315789473684,1.193992480246075,117.0,9.105466271658127,51.0,10.0,3,10.0,0.0,36.0,4.0,1.938857678018576,35.08633254686074,116.49899900000005,7.464963115868532,0.3988631069660187,0.16291070335095742,1000000.0
0.0,9.0,14.0,5.0,1.0,1.0,27.32884658064516,4.0,0.0,0.0,7.537257303353779,0.0551315789473684,0.08924683926751342,103.0,11.246778074286205,70.41437831844055,20.0,3,17.0,0.0,83.0,4.0,1.938857678018576,33.45100814643924,112.62172400000004,7.6382369200713764,0.4195276200771332,0.15558561611699767,1000000.0
0.0,1.0,31.0,0.0,1.0,1.0,27.32884658064516,0.0,0.0,0.0,3.2054496642307115,0.0551315789473684,0.35862277763060657,64.0,5.0,63.78422376774305,35.0,3,21.0,0.0,40.0,4.0,1.938857678018576,57.42897824165172,116.23796400000003,7.719332233823026,0.5668833255767822,0.1826247656157537,1000000.0
0.0,3.0,14.0,14.0,1.0,1.0,27.32884658064516,4.0,0.0,1.0,2.437229904461261,0.0551315789473684,0.8443380693004918,110.0,5.0,63.0,37.0,3,34.0,0.0,46.0,4.0,1.938857678018576,32.8124446057903,114.48205000000003,7.681533065019401,0.7403083443641663,0.20975803206078203,1000000.0
0.0,7.0,18.0,13.0,1.0,1.0,27.32884658064516,9.0,0.0,0.0,8.673691130063474,0.0551315789473684,1.557535672730223,65.0,8.0,72.42396044188631,17.0,3,33.0,0.0,65.0,4.0,1.938857678018576,50.259081944875895,112.766443,7.535603163220649,0.43418678641319275,0.22350827559698,1000000.0
0.0,7.0,25.0,14.0,1.0,1.0,27.32884658064516,5.0,0.0,1.0,4.053503579070296,0.0551315789473684,0.984173516169971,114.0,8.458693218842834,58.0,11.0,3,40.519422393205645,0.0,54.0,4.0,1.938857678018576,78.56139321594459,113.62747000000002,7.560126723444259,0.5988999009132385,0.19938642683046717,27.434099696870305
