M1_is Enclosed,Initial Moisture Content (%),Material_2,V4_Ventilation Day,V2_Ventilation Interval (min),V1_Ventilation Type, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),Compost volume (m3),Additive_4,Additive_2,Period (d),Initial pH,Material_Main,Additive_3,Additive_1,Turning times,Material_3,V3_Ventilation Duration (min),Application Rate (%DW),Initial GI (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
1.0,68.0,12.0,36.0,0.0,0.0,1.0,0.6874459919364055,14.0,0.15181,1.0,12.0,60.0,8.70060090517674,6,4.0,15.0,3.0,2.0,0.0,3.820640188169207,27.32884658064516,1.411,21.72430952692979,94.26025300000003,6.856559550517936,0.45010656118392944,0.17918587263475222,1000000.0
0.0,51.0,5.0,12.0,620.0,1.0,1.0,1.9471633754387656,24.0,0.15181,1.0,1.0,70.0,8.256752002894435,6,4.0,24.0,3.0,4.0,37.57934494810715,6.110948186177039,27.32884658064516,1.411,20.000278860861076,94.45121799999998,5.936805542232583,0.3680247664451599,0.15693211053729378,1000000.0
1.0,65.0,5.0,24.0,0.0,0.0,1.0,0.7647890832856274,10.0,0.15181,1.0,1.0,30.0,8.0,6,4.0,30.0,4.0,4.0,0.0,6.777012326276839,27.32884658064516,1.411,39.00789015574667,94.95972600000003,6.856559550517936,0.27202486991882324,0.17975496381467546,1000000.0
0.0,73.17368771006534,12.0,0.0,0.0,2.0,2.0,0.0,44.970451929247645,0.15181,1.0,13.0,19.0,7.000000000000001,6,4.0,12.0,4.0,2.0,0.0,3.1451080729222727,27.328846580645163,1.411,63.45330767216843,94.11168500000004,6.412717690442143,0.4256861209869385,0.16342825880869513,26.245120517170538
1.0,60.0,8.0,10.0,0.0,0.0,2.0,1.076824836420638,29.999999999999996,0.15181,1.0,9.0,53.0,5.0,6,4.0,35.0,0.0,2.0,0.0,6.4181945218745335,27.32884658064516,1.411,20.76432113836691,94.90863500000003,2.9016010248056756,0.4856013357639313,0.19011575007217363,1000000.0
1.0,61.0,3.0,0.0,0.0,2.0,0.0,0.0,13.0,0.15181,1.0,2.0,113.0,5.0,6,4.0,17.0,3.0,4.0,0.0,9.241848950932955,27.328846580645163,1.411,49.682476455055564,93.69211400000003,6.412717690442143,0.41362205147743225,0.1504948672013242,1000000.0
1.0,71.71496708998232,14.0,0.0,0.0,2.0,1.0,0.0,27.0,0.15181,1.0,10.0,20.0,8.490871893980671,6,4.0,38.0,4.0,2.0,0.0,9.460740899816132,27.32884658064516,1.411,8.02022754158159,94.95551900000004,6.412717690442143,0.453763872385025,0.1894668460382004,1000000.0
0.0,73.28466999187646,5.0,4.0,664.0,1.0,1.0,3.1485120191726566,10.0,0.15181,1.0,1.0,117.0,11.831078360811379,6,4.0,17.0,0.0,2.0,14.682278121582307,5.890844969278682,27.32884658064516,1.411,8.434179655960847,94.32729899999998,2.3152173232698883,0.4967699348926544,0.14386289564901467,1000000.0
1.0,70.0,0.0,31.0,0.0,0.0,2.0,1.0796523393771984,19.0,0.15181,1.0,1.0,122.0,8.337789970967044,6,4.0,33.0,0.0,2.0,0.0,9.63830980168359,27.32884658064516,1.411,40.31515987168701,95.62955900000001,2.9016010248056756,0.4856013357639313,0.1657805198378131,1000000.0
1.0,80.18537068923628,5.0,6.0,0.0,0.0,2.0,1.474551208238053,25.0,0.15181,1.0,13.0,53.0,5.0,6,4.0,25.0,2.0,3.0,0.0,7.06825079846795,27.32884658064516,1.411,8.709304927806908,94.47065600000002,6.856559550517936,0.3328191339969635,0.21603353166113753,1000000.0
