Material_2,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),V2_Ventilation Interval (min),Additive_3,Period (d),V1_Ventilation Type,Material_3,Application Rate (%DW),Additive_1,Initial GI (%),M1_is Enclosed,Material_Main,Compost volume (m3), Composting Method,V4_Ventilation Day,Additive_4,Turning times,V3_Ventilation Duration (min),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
13.0,0.19901962420299002,12.0,23.0,1045.0,4.0,27.0,1.0,5.0,3.720608804287411,6.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,18.0,1.0,3.0,2.3483019734312083,51.0,9.990668968903421,2.4967368849582217,92.42700652521765,113.18180300000006,8.426997006559706,0.5882875323295593,0.15604826384611376,1000000.0
0.0,2.14239843282764,6.0,44.983722134599546,1099.0,4.0,125.0,1.0,3.0,9.161793595319226,4.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,63.0,1.0,29.0,6.060633153361645,80.83115683623706,6.0,2.4967368849582217,112.31251827616627,112.92491300000003,8.620949242783029,0.604864776134491,0.17093454708537736,21.84854002180213
8.0,1.493716205844394,15.0,37.0,667.0,4.0,73.0,1.0,0.0,6.069169971830457,21.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,17.0,1.0,25.0,3.235497836045651,53.0,9.74167069628419,2.4967368849582217,91.42691138309765,113.80230400000003,8.783803447532907,0.5000624656677246,0.1477214074169034,1000000.0
6.0,0.1453781760430668,10.0,43.84273956203074,617.0,4.0,128.0,1.0,5.0,5.349231055636273,22.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,20.0,1.0,10.0,35.05676914410127,78.12462003159669,5.0,2.4967368849582217,109.4637850021392,110.22765199999998,9.905720568687636,0.6353549361228943,0.17423625557266662,20.148953186741956
5.0,0.7029464918858013,3.0,17.0,1122.0,4.0,78.0,1.0,9.0,9.822770363631435,36.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,23.0,1.0,24.0,0.9270657210742073,51.0,11.585722076283604,2.4967368849582217,30.504813722687278,111.56161800000005,9.198701783255542,1.0381953716278076,0.14091026305099702,1000000.0
5.0,0.3164927076331825,13.0,20.0,753.0,4.0,71.0,1.0,2.0,6.247851547606051,20.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,52.0,1.0,18.0,13.861037350956034,59.0,8.231977960740366,2.4967368849582217,27.272313093041397,110.86630199999998,8.954324830266781,0.7081625461578369,0.16283754545025816,1000000.0
5.0,0.07593648635749761,15.0,30.620313420765537,412.0,4.0,85.0,1.0,5.0,3.2374993381034822,16.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,78.0,1.0,12.0,3.5639365558232816,81.03217536242045,9.248764846711477,2.4967368849582217,38.50946754637748,113.20780400000005,8.76230742108279,0.4421534836292267,0.16530145560376847,1000000.0
0.0,0.22034730129835045,10.0,40.61741801954939,938.0,4.0,129.0,1.0,0.0,2.273342983064045,18.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,10.0,1.0,20.0,5.044838972351102,51.0,8.3997136284697,2.4967368849582217,102.44166543599079,113.80851200000002,7.745262699323485,0.5258219838142395,0.1298148229961909,1000000.0
5.0,0.3880099360303526,3.0,31.0,517.0,4.0,98.0,1.0,9.0,4.622956938134032,6.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,16.0,1.0,3.0,3.4329371350675686,70.10011819812992,9.85411218559781,2.4967368849582217,94.97039541253116,113.99686400000007,10.432101663161609,0.78261399269104,0.16754005655873103,1000000.0
4.0,0.7073291327881993,1.0,20.0,1033.0,4.0,85.0,1.0,4.0,2.9216827920525885,31.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,38.0,1.0,30.0,2.269993386147877,53.0,11.844601006230345,2.4967368849582217,87.38171237044764,112.20033100000002,8.355090332741018,0.8551087975502014,0.16001199013849407,1000000.0
12.0,0.5477237889834168,12.0,26.0,827.0,4.0,30.0,1.0,4.0,5.60033619522169,30.0,27.485306341834338,1.0,7,0.6292491869918699,2.0,12.0,1.0,14.0,4.4604108479915014,82.27571765115886,8.572995278310632,2.4967368849582217,65.08821180574394,112.77760600000003,9.06580758901812,0.6295671463012695,0.1586115067762107,1000000.0
6.0,1.0730314974605892,15.0,44.715930270038506,767.0,4.0,78.0,1.0,9.0,3.517499689110024,7.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,53.0,1.0,2.0,7.099750900410515,58.0,8.896048218516984,2.4967368849582217,111.64391245042499,112.97170600000007,8.76230742108279,0.691501259803772,0.15474370465039258,20.655908842216046
14.0,0.4357871443942525,12.0,33.0,464.0,4.0,101.0,1.0,0.0,9.84025195436418,10.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,43.0,1.0,24.0,0.5712284867755035,80.1301567691782,6.0,2.4967368849582217,80.39933234700042,112.53028200000004,8.783803447532907,0.9412840604782104,0.15397981300197253,1000000.0
6.0,0.18759036184938582,6.0,22.0,1283.0,4.0,45.0,1.0,4.0,2.6595992859011632,37.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,11.0,1.0,3.0,6.254912137503572,55.0,8.675400913014691,2.4967368849582217,56.14428373065353,114.50174000000004,7.873591877685912,0.5748870372772217,0.12205524444064522,1000000.0
12.0,0.8695484814446899,15.0,11.715985204006277,96.0,4.0,57.0,1.0,4.0,3.1730291900419436,20.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,52.0,1.0,7.0,55.780720239980134,76.76735832658484,12.018608347433712,2.4967368849582217,54.20452969639767,110.52449900000002,10.106178513015868,0.6648619174957275,0.17907162327147794,1000000.0
13.0,0.4484858915278227,9.0,21.0,701.0,4.0,75.0,1.0,2.0,5.903284780269662,2.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,72.0,1.0,9.0,4.451294045389966,70.0,12.05615120864711,2.4967368849582217,55.727474907121724,113.67335200000005,8.783803447532907,0.7454663515090942,0.14226311672806063,1000000.0
2.0,0.8291739721817017,1.0,27.0,339.0,4.0,85.0,1.0,2.0,7.236781852513665,23.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,60.0,1.0,9.0,0.6112511394870324,56.0,11.73115230384309,2.4967368849582217,58.99781206716165,114.43553500000003,8.802989582512176,1.024958610534668,0.17146256652875352,1000000.0
12.0,1.2498840636017163,3.0,20.0,214.0,4.0,102.0,1.0,0.0,7.113403079678539,16.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,64.0,1.0,29.0,0.9664945431560334,72.2457094102375,11.611776677190978,2.4967368849582217,30.09388119793179,112.21866200000004,9.028180400521668,0.9755075573921204,0.14663986376535557,1000000.0
6.0,0.09057958429624091,7.0,36.0,1290.0,4.0,80.0,1.0,5.0,6.800302699757929,35.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,46.0,1.0,9.0,3.7883572003553834,68.0,8.720696369382626,2.4967368849582217,77.43130141377276,113.76879400000003,9.198701783255542,0.4159907102584839,0.13647404454008763,1000000.0
12.0,0.27612457948648017,8.0,11.0,431.0,4.0,65.0,1.0,4.0,7.471426842439178,16.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,41.0,1.0,20.0,5.678258332800199,80.71495786976894,5.0,2.4967368849582217,16.920739021696505,112.07543500000006,8.783803447532907,0.627526581287384,0.1501318221371092,1000000.0
2.0,0.5791928443592791,2.0,11.0,885.0,4.0,119.0,1.0,3.0,4.254908631430934,22.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,76.0,1.0,11.0,1.1515160422991055,70.0,9.721043417823104,2.4967368849582217,99.08874985897513,114.47221400000004,9.00668437407155,0.9770275950431824,0.1647381791315662,1000000.0
3.0,0.6160418699823011,8.0,39.0,660.0,4.0,92.0,1.0,2.0,9.110691540831262,7.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,67.0,1.0,3.0,6.397502334803082,55.0,6.829851740110307,2.4967368849582217,49.24820691048202,114.86273900000003,8.954324830266781,0.7843002080917358,0.12841346354342978,1000000.0
8.0,0.6062117596070293,8.0,13.0,105.0,4.0,90.0,1.0,3.0,4.289818635175446,13.0,27.328846580645163,0.0,7,0.6292491869918699,2.0,62.0,1.0,14.0,27.616933204651197,78.77169650466172,6.0,2.4967368849582217,23.576219281297263,110.733508,8.426997006559706,0.7588555812835693,0.17459859469431532,1000000.0
5.0,0.7177448803650361,10.0,29.0,80.0,4.0,86.0,1.0,3.0,3.228158556299356,25.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,51.0,1.0,13.0,1.5249373507908979,62.0,10.064140257314666,2.4967368849582217,69.9775484879908,114.15875400000004,8.76230742108279,1.0136905908584595,0.19050261070941502,1000000.0
4.0,0.6595056968724478,0.0,16.0,658.0,4.0,110.0,1.0,2.0,6.6534577921157405,19.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,54.0,1.0,3.0,19.754822709303586,51.0,8.0,2.4967368849582217,50.801726644644404,110.774145,9.338482345492752,0.6237831115722656,0.14815191315408838,1000000.0
14.0,0.1546613496396152,11.0,38.0,638.0,4.0,121.0,1.0,2.0,8.974912264779608,33.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,60.0,1.0,1.0,4.077420042155802,77.78321253945056,9.464431457864308,2.4967368849582217,45.564802231896465,114.04340100000003,8.224540607243965,0.5400842428207397,0.12996898541736535,1000000.0
6.0,1.1943788254442265,7.0,14.999999999999998,947.0,4.0,97.0,1.0,2.0,6.221661311988385,17.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,28.0,1.0,2.0,23.135715689688496,59.0,8.41820918373909,2.4967368849582217,95.17800082118922,111.70639800000001,9.198701783255542,0.8219119310379028,0.13113454663911714,1000000.0
5.0,1.652479873965478,8.0,32.0,770.0,4.0,61.0,1.0,0.0,5.336267382398857,24.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,23.0,1.0,11.0,2.5626672007182925,65.0,9.593380753661993,2.4967368849582217,77.74778884707543,114.09513100000005,9.905720568687636,0.8527374267578125,0.16342567526906954,1000000.0
4.0,0.6877726959509478,15.0,13.0,1374.0,4.0,83.0,1.0,5.0,5.556020889108803,36.0,27.328846580645163,0.0,7,0.6292491869918699,2.0,49.0,1.0,5.0,53.96104770253346,51.0,8.22685474087072,2.4967368849582217,75.9668703632066,111.82213300000001,8.954324830266781,0.7944103479385376,0.14985008056276064,1000000.0
3.0,0.9017915663925289,11.0,41.08507564307507,1189.0,4.0,127.0,1.0,4.0,6.610855551539129,27.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,24.0,1.0,0.0,20.106664078329544,77.57853004629138,11.59859872786224,2.4967368849582217,102.57862377936416,111.040892,6.53272286825003,0.6074401140213013,0.1574740343193617,17.289333009156497
13.0,0.19007939666398466,0.0,40.136243782674505,1367.0,4.0,128.0,1.0,2.0,7.739503005186129,11.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,77.0,1.0,21.0,6.4009706596250915,78.85901606326857,7.0,2.4967368849582217,100.20964027587854,112.72207200000004,9.270834378106352,0.6256590485572815,0.13699248824489146,23.44952942762187
5.0,1.7289682245815006,13.0,26.0,1397.0,4.0,123.0,1.0,4.0,7.357029905651977,20.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,61.0,1.0,15.0,2.5624369814535335,70.0,8.0,2.4967368849582217,56.916218689389936,113.04192900000007,8.954324830266781,0.6293530464172363,0.17243861995994542,1000000.0
8.0,1.1416297388685415,15.0,35.0,699.0,4.0,83.0,1.0,4.0,5.07137836318247,7.0,27.328846580645163,0.0,7,0.6292491869918699,1.0,36.0,1.0,5.0,36.49823791942724,66.0,10.752922871433277,2.4967368849582217,20.866819508645467,111.52814100000003,9.570410154164552,0.7779118418693542,0.16707386117325793,1000000.0
0.0,1.493170128867013,10.0,40.99543536737235,938.0,4.0,133.0,1.0,5.0,2.5829031180262985,24.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,28.0,1.0,3.0,57.306085348091024,53.0,8.0,2.4967368849582217,102.35481559663936,111.44681200000002,9.950533064385821,0.6396182179450989,0.15731681254566876,17.608582994860928
2.0,1.3970737581026438,8.0,24.0,115.0,4.0,77.0,1.0,0.0,5.953728860796558,17.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,17.0,1.0,19.0,5.29867994037909,51.0,5.0,2.4967368849582217,26.022831201128565,113.30783700000003,8.558612629523415,0.7038102149963379,0.184512237190027,1000000.0
0.0,0.8799370789656311,15.0,18.0,1263.0,4.0,117.0,1.0,0.0,3.156856811512551,15.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,77.0,1.0,19.0,2.130336389579457,66.0,11.832217123853482,2.4967368849582217,66.93467137577804,113.28922700000003,8.823312990203428,0.5804201364517212,0.1528512266521912,1000000.0
0.0,1.128216477188491,6.0,44.331713182427166,736.0,4.0,113.0,1.0,2.0,6.644611743494034,18.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,29.0,1.0,0.0,3.955251380661511,59.0,7.0,2.4967368849582217,110.68462347595454,114.64606100000005,5.777083259317998,0.49039512872695923,0.1519382099766859,17.988668409564095
8.0,0.5702276777685223,11.0,17.0,1322.0,4.0,129.0,1.0,3.0,9.554677511074278,27.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,39.0,1.0,0.0,25.705123896483208,61.20896134399541,10.028318757165492,2.4967368849582217,84.03537477501617,111.987208,6.768881956562693,0.6926539540290833,0.13892550635369702,1000000.0
5.0,0.4992168152905776,13.0,35.0,243.0,4.0,65.0,1.0,2.0,9.262819383294643,36.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,46.0,1.0,13.0,4.106240804235426,69.0,7.0,2.4967368849582217,87.03111284232013,114.32697000000006,8.954324830266781,0.6685553789138794,0.14896879953711178,1000000.0
4.0,0.9765326095395588,11.0,28.0,959.0,4.0,122.0,1.0,4.0,4.432801396855421,27.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,42.0,1.0,1.0,18.748946821711613,52.0,7.0,2.4967368849582217,26.963685921687265,112.05848200000003,8.203044580793845,1.0393019914627075,0.1314642815083841,1000000.0
8.0,0.17114285116386974,12.0,35.0,70.0,4.0,36.0,1.0,5.0,8.994880740335544,17.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,27.0,1.0,15.0,3.1852356997703435,53.0,5.0,2.4967368849582217,42.8216237476122,113.70859700000004,8.783803447532907,0.4891067147254944,0.18513245872070586,1000000.0
3.0,1.9827932447719103,15.0,32.0,1323.0,4.0,86.0,1.0,4.0,8.33782512408996,21.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,69.0,1.0,29.0,4.253237296175261,81.61241744860956,10.614303059899948,2.4967368849582217,19.65883759897804,112.06522800000005,8.882559901759391,0.6992438435554504,0.16292237997749642,1000000.0
4.0,1.065372136844946,13.0,23.0,34.0,4.0,52.0,1.0,0.0,2.258013575316853,34.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,34.0,1.0,0.0,59.18425692928493,74.60985736684565,5.0,2.4967368849582217,69.1283151111651,110.78659899999998,6.916442930832643,0.9725846648216248,0.12526042312922883,1000000.0
6.0,3.808086665020743,2.0,12.0,1105.0,4.0,114.0,1.0,2.0,7.120563615231455,16.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,37.0,1.0,2.0,41.34036486578723,54.99999999999999,7.524585976962971,2.4967368849582217,37.83784031818482,111.13293000000003,7.699487490834493,0.7291753888130188,0.14053428801199322,1000000.0
2.0,0.2549310307957495,3.0,12.0,964.0,4.0,82.0,1.0,2.0,6.057020930669681,21.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,78.0,1.0,16.0,0.741073070432583,68.0,7.0,2.4967368849582217,69.10442366826926,113.53274400000004,8.802989582512176,1.0148565769195557,0.15057795980228014,1000000.0
5.0,0.8489179600710715,12.0,14.999999999999998,1390.0,4.0,55.0,1.0,0.0,1.628831612632994,25.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,49.0,1.0,24.0,6.71801861567177,56.0,6.0,2.4967368849582217,24.188649688165412,113.22133500000004,8.110713379752257,0.24977724254131317,0.13750192794741287,1000000.0
4.0,1.8058010017747856,0.0,19.0,181.0,4.0,86.0,1.0,4.0,5.431572903664585,38.0,27.328846580645163,0.0,7,0.6292491869918699,2.0,36.0,1.0,10.0,31.885796170750133,54.0,8.946094398220088,2.4967368849582217,18.57295711375946,110.76141200000002,10.289878083913607,0.840848982334137,0.16312199045723708,1000000.0
3.0,0.9488668916781156,1.0,28.0,362.0,4.0,130.0,1.0,0.0,2.697251024609556,10.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,32.0,1.0,23.0,3.920105745010376,75.60253001611493,9.980221659284759,2.4967368849582217,77.35929891183666,113.31049700000005,8.355090332741018,0.9007482528686523,0.1597129474221498,1000000.0
8.0,0.08009818794445067,0.0,23.0,677.0,4.0,71.0,1.0,2.0,2.91039592325121,18.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,29.0,1.0,2.0,3.2673023258879974,66.0,5.0,2.4967368849582217,20.28042957686192,114.12809700000005,8.262433895802618,0.9090054035186768,0.12178808281833911,1000000.0
5.0,1.2678994023536503,0.0,26.0,997.0,4.0,97.0,1.0,2.0,9.10886595523704,31.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,55.0,1.0,9.0,1.40179684214081,76.50495394547477,7.0,2.4967368849582217,62.43934693761909,114.20297400000005,9.338482345492752,0.9875302910804749,0.16430725312001618,1000000.0
5.0,0.12979438055608306,5.0,45.26223860516132,1326.0,4.0,61.0,1.0,0.0,4.247130340301462,30.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,37.0,1.0,2.0,13.028758000007885,57.0,10.92453339549295,2.4967368849582217,113.00790062128624,109.732894,9.00668437407155,1.0281658172607422,0.12737988427916086,17.266144890889706
2.0,1.148625189229231,0.0,19.0,193.0,4.0,98.0,1.0,9.0,7.925649698406799,8.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,43.0,1.0,2.0,6.893184205652898,57.99999999999999,8.0,2.4967368849582217,77.58148922203489,112.78724700000006,8.942770144749385,0.6793385744094849,0.19601778542946768,1000000.0
0.0,1.319113048176425,1.0,22.0,630.0,4.0,91.0,1.0,0.0,5.102257164720405,2.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,30.0,1.0,3.0,36.895434060883986,50.0,8.428428651451679,2.4967368849582217,40.9809949039911,111.02716900000001,10.211103090797035,0.572046160697937,0.1721383924939435,1000000.0
3.0,0.7547578770683516,12.0,22.0,976.0,4.0,90.0,1.0,3.0,3.9034458206558336,22.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,71.0,1.0,18.0,6.032455599652606,70.08599145030304,10.506569177347997,2.4967368849582217,25.41860196889804,113.32833700000005,8.76230742108279,0.9152916073799133,0.15875194650121627,1000000.0
8.0,1.6525003602791484,12.0,37.0,833.0,4.0,110.0,1.0,4.0,7.995332438020466,6.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,24.0,1.0,22.0,49.53213344574215,68.0,5.0,2.4967368849582217,73.90647929496726,110.299538,8.783803447532907,0.7573469281196594,0.17507327184272184,1000000.0
2.0,0.007873862123137787,2.0,10.0,887.0,4.0,63.0,1.0,4.0,6.716612549334885,18.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,37.0,1.0,7.0,48.92167413126959,60.0,6.0,2.4967368849582217,33.46268027933204,111.421552,8.802989582512176,0.6265838146209717,0.10756879435009307,1000000.0
5.0,0.058697367590820226,7.0,18.0,1377.0,4.0,113.0,1.0,3.0,1.8858195111038734,33.0,27.882697108729936,1.0,7,0.6292491869918699,0.0,60.0,1.0,31.0,4.008618994084614,79.58279573453697,11.99072874451241,2.4967368849582217,86.17682206628017,112.35195100000003,8.355090332741018,0.2492968589067459,0.1479498791661562,1000000.0
3.0,0.42829361613149963,1.0,35.0,429.0,4.0,108.0,1.0,0.0,9.45057309420297,10.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,50.0,1.0,5.0,5.673499642244333,60.0,8.269756498537246,2.4967368849582217,42.49819891807142,114.64684100000005,9.198701783255542,0.5768462419509888,0.14606363702743444,1000000.0
5.0,0.272696423766263,15.0,13.0,512.0,4.0,108.0,1.0,5.0,3.2349853225779324,33.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,50.0,1.0,8.0,4.002604725140948,83.55801015225119,10.531758593712368,2.4967368849582217,75.93012355102505,114.16498700000007,8.76230742108279,0.841946542263031,0.14825812239074815,1000000.0
12.0,1.4830357880889922,5.0,38.0,1304.0,4.0,63.0,1.0,9.0,6.362004252530661,22.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,33.0,1.0,22.0,6.358361760074072,82.29676136886997,10.573279708831738,2.4967368849582217,17.736555276636807,110.98009500000006,9.028180400521668,0.35060936212539673,0.15424413083144448,1000000.0
6.0,0.22396018240166038,15.0,12.0,834.0,4.0,72.0,1.0,2.0,3.706180299705616,22.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,57.0,1.0,9.0,8.337603571112567,55.0,9.247676112583108,2.4967368849582217,22.90863577258665,111.15830199999996,8.76230742108279,0.841946542263031,0.13412998791388375,1000000.0
12.0,1.4223259195456905,8.0,30.0,1227.0,4.0,48.0,1.0,0.0,9.791770051470488,2.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,45.0,1.0,14.0,5.348663616541169,72.92124057757083,8.0,2.4967368849582217,33.675183329949434,113.28166200000005,8.783803447532907,0.5701026320457458,0.17731434448132397,1000000.0
2.0,1.6801156199344454,2.0,15.0,343.0,4.0,98.0,1.0,3.0,5.014855544606206,38.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,16.0,1.0,31.0,4.543855443898597,53.0,8.0,2.4967368849582217,23.74134746087335,112.76458700000003,10.432101663161609,0.22698858380317688,0.16354877896306386,1000000.0
2.0,0.7434027772849363,5.0,32.0,849.0,4.0,47.0,1.0,4.0,5.347381967353262,20.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,15.0,1.0,7.0,17.565597605582397,65.0,9.81093517977201,2.4967368849582217,40.84990108675944,111.33843300000001,10.432101663161609,0.6490864157676697,0.14911780912405492,1000000.0
0.0,1.903483002730372,0.0,14.094623811582911,953.0,4.0,122.0,1.0,0.0,8.358757355739645,4.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,43.0,1.0,10.0,7.233886898866051,76.25853296805155,5.0,2.4967368849582217,62.44131874785752,114.01578400000004,8.832494733527628,0.5476956367492676,0.16773241090798474,1000000.0
8.0,1.215706648849062,13.0,41.18912974716693,45.0,4.0,52.0,1.0,0.0,7.96230523178605,18.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,25.0,1.0,2.0,1.5075743956663712,72.60386315427687,8.0,2.4967368849582217,102.83841949908158,114.27098400000006,8.783803447532907,1.185747504234314,0.1683594609926719,20.093807432500622
0.0,0.6451850802164034,3.0,18.0,985.0,4.0,32.0,1.0,9.0,9.397584620527727,10.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,32.0,1.0,8.0,1.6317526890455647,79.23607208673997,7.0,2.4967368849582217,99.36250695616788,112.72924500000006,8.692714171290419,0.5431690216064453,0.1830970488840083,1000000.0
14.0,0.15706464298074851,1.0,15.0,35.0,4.0,24.0,1.0,4.0,5.4114970777481615,38.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,15.0,1.0,14.0,2.3489257017773335,75.70061163117835,10.69743585382387,2.4967368849582217,90.43847531855492,112.82384500000006,10.096791248638525,0.5663118362426758,0.10874805102044788,1000000.0
4.0,0.22644841889759681,5.0,30.0,94.0,4.0,101.0,1.0,3.0,2.8050985148769536,31.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,79.0,1.0,30.0,0.424848586060973,70.57280629620097,11.20474991760322,2.4967368849582217,22.12510496292747,113.50975400000003,8.355090332741018,1.043771743774414,0.15747531622039668,1000000.0
0.0,1.6053491121013852,6.0,44.60846388724566,345.0,4.0,71.0,1.0,9.0,6.6253376990707125,28.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,21.0,1.0,13.0,5.424482470368572,77.78070221007589,10.053334210560319,2.4967368849582217,111.37559716861306,112.37518400000008,8.692714171290419,0.3841385245323181,0.16274333978147906,21.701813422373178
6.0,1.5272545177182857,5.0,29.0,873.0,4.0,84.0,1.0,3.0,2.7840532476147875,14.0,27.328846580645163,1.0,7,0.6292491869918699,1.0,27.0,1.0,20.0,1.6390780799218676,69.0,10.082659198787413,2.4967368849582217,86.84839067501724,113.71015500000004,8.355090332741018,1.0648417472839355,0.1677891261936476,1000000.0
3.0,0.1331604423359256,12.0,36.0,1182.0,4.0,64.0,1.0,0.0,3.2930478412097055,16.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,32.0,1.0,22.0,18.152077909562973,83.51561311368211,9.174062414638724,2.4967368849582217,49.41320196549381,111.231051,8.76230742108279,0.9088327288627625,0.14120424033265538,1000000.0
8.0,0.19612317832270687,1.0,39.0,0.0,4.0,71.0,0.0,2.0,3.735714579056757,31.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,15.0,1.0,4.0,0.0,75.35213261881138,11.71635901684079,2.4967368849582217,78.71614751801434,110.33000000000006,9.125801469698837,0.6168132424354553,0.21047558862677304,1000000.0
8.0,1.9798750688717095,8.0,13.0,551.0,4.0,88.0,1.0,0.0,3.8179253954535364,37.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,37.0,1.0,19.0,5.327564443205455,63.0,10.350503959808021,2.4967368849582217,47.871294707407934,113.86044400000004,8.541907813505125,0.7960387468338013,0.14816877606801593,1000000.0
14.0,0.6544505567529058,9.0,11.485538062039387,117.0,4.0,80.0,1.0,0.0,4.209481077847472,12.0,27.328846580645163,1.0,7,0.6292491869918699,2.0,19.0,1.0,26.0,6.79883662025272,82.22823969350284,8.0,2.4967368849582217,50.98800148908612,112.48291900000004,8.426997006559706,0.6198412775993347,0.16843726452163288,1000000.0
4.0,0.26153584724671064,9.0,40.35088524988687,933.0,4.0,79.0,1.0,4.0,9.042513750679753,20.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,25.0,1.0,16.0,6.1676004448422415,76.66779059925,10.230800127821574,2.4967368849582217,100.7455435441092,113.39868400000006,8.954324830266781,0.49129003286361694,0.15660503846407706,19.97987213276108
6.0,0.3533964889275174,9.0,16.0,584.0,4.0,52.0,1.0,5.0,4.610825053216292,10.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,50.0,1.0,21.0,22.563127321157477,66.0,7.0,2.4967368849582217,31.399828195238026,110.86592899999998,9.905720568687636,0.9199672341346741,0.16763060343861533,1000000.0
4.0,0.29049053643216105,3.0,39.0,1051.0,4.0,67.0,1.0,0.0,8.214768365822462,38.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,55.0,1.0,31.0,5.597020284802873,78.6430546933988,5.0,2.4967368849582217,78.37704383954309,113.68869000000002,9.198701783255542,0.6707615256309509,0.14951821436350543,1000000.0
14.0,0.551018855314745,5.0,44.904345073277256,375.0,4.0,77.0,1.0,5.0,4.370932380279311,25.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,22.0,1.0,30.0,4.471928113484987,55.99999999999999,7.0,2.4967368849582217,112.11433463934333,110.93631700000002,8.671373959548466,0.6179737448692322,0.15996357269279882,22.056954242795456
12.0,0.7121319503682986,11.0,18.0,829.0,4.0,75.0,1.0,9.0,6.103271776976798,6.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,43.0,1.0,9.0,5.088086797552105,67.0,10.052620972200039,2.4967368849582217,29.481616293435934,112.55801400000006,8.783803447532907,0.36327865719795227,0.163330349942595,1000000.0
