M1_is Enclosed,Additive_4,Compost volume (m3),V1_Ventilation Type,V2_Ventilation Interval (min),Initial Moisture Content (%),Application Rate (%DW),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Material_Main,Material_3,Additive_3,Initial pH, Composting Method,Additive_2,Initial C/N (%),Material_2,Additive_1,Initial GI (%),Period (d),Turning times,V3_Ventilation Duration (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
1.0,1.0,2.147162565177521,0.0,0.0,65.0,2.8417622640692386,2.0,1.0619291552713361,0,0.0,4.0,12.057614383262187,0.0,13.0,21.0,12.0,35.0,27.32884658064516,78.0,27.0,0.0,1.596639959668374,21.451730476383716,104.39191600000002,10.335547278540199,0.258730947971344,0.2321206318477988,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,80.10216361889515,3.011214576672686,0.0,0.0,0,2.0,4.0,7.0,0.0,8.0,23.0,12.0,30.0,27.32884658064516,59.0,30.0,0.0,1.596639959668374,55.81187977469992,106.31836200000002,9.660782104488002,0.44449421763420105,0.27464351551016897,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,62.0,5.303043052358046,0.0,0.0,0,0.0,4.0,6.0,0.0,15.0,29.89430547710564,13.0,21.0,27.32884658064516,62.0,31.0,0.0,1.596639959668374,36.142028866159166,106.35168600000002,10.143480431083155,0.37408044934272766,0.24679532929439008,1000000.0
0.0,1.0,2.147162565177521,1.0,407.0,63.0,8.988402799238735,2.0,0.5775937234532784,0,5.0,4.0,11.601427872542452,1.0,15.0,32.0,6.0,23.0,27.32884658064516,39.0,31.0,31.674432548666093,1.596639959668374,56.62190545969212,107.28309500000002,7.493724277942237,0.5138890743255615,0.17005649877281317,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,68.0,3.359268844762447,0.0,0.0,0,2.0,4.0,7.0,0.0,5.0,40.0,13.0,2.0,27.32884658064516,108.0,26.0,0.0,1.596639959668374,25.45849111068667,105.58072500000002,10.35733894120812,0.41275927424430847,0.15158917444646558,1000000.0
1.0,1.0,2.147162565177521,1.0,23.0,54.0,3.2423259597584413,68.0,1.984163570105792,0,5.0,4.0,5.0,2.0,7.0,14.0,13.0,30.0,27.32884658064516,102.0,30.0,51.49897183215584,1.596639959668374,22.27614391699044,105.24561200000002,10.131296827549921,0.1657189130783081,0.184524047234215,1000000.0
1.0,1.0,2.147162565177521,1.0,148.0,66.0,3.859100344454143,10.0,0.8987328406542097,0,3.0,4.0,10.110535410077901,0.0,9.0,21.0,6.0,11.0,27.32884658064516,102.0,31.0,39.51019557867626,1.596639959668374,31.708255864416557,106.214997,7.866375963755047,0.19156767427921295,0.23144607645559237,1000000.0
1.0,1.0,2.147162565177521,1.0,1353.0,53.0,6.802402572947385,74.0,0.8447173181801564,0,4.0,4.0,8.992452171481911,0.0,6.0,35.0,13.0,21.0,27.32884658064516,98.0,26.0,43.06006397769341,1.596639959668374,52.54349914555769,103.95765400000002,9.84929268606471,0.2588421106338501,0.14911204614723655,1000000.0
0.0,1.0,2.147162565177521,1.0,138.0,81.8430814604096,4.545514906184545,35.0,1.225011754753117,0,2.0,4.0,7.000000000000002,1.0,10.0,23.498006432720654,2.0,17.0,27.328846580645163,55.0,31.0,37.31273738733052,1.596639959668374,34.8175462977946,105.63982299999999,7.477127470919319,0.39118748903274536,0.2067078537789874,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,64.0,9.644684177580707,0.0,0.0,0,3.0,4.0,5.0,0.0,11.0,32.0,14.0,8.0,27.32884658064516,95.0,30.0,0.0,1.596639959668374,44.02398785043464,106.74941000000003,10.896269422971002,0.38547074794769287,0.21399205262990909,1000000.0
1.0,1.0,2.147162565177521,1.0,555.0,81.38001480271186,9.647364694661565,26.0,0.8745357692862425,0,3.0,4.0,6.0,0.0,1.0,33.0,13.0,12.0,27.32884658064516,29.0,27.0,41.3662489474714,1.596639959668374,21.388552379253273,105.67421100000001,7.8976333921376565,0.4586775004863739,0.18314065393363294,1000000.0
1.0,1.0,2.147162565177521,1.0,749.0,76.7296553544794,7.747149883286378,36.0,0.4852192256489174,0,5.0,4.0,10.018676424640656,0.0,12.0,45.09550522729801,3.0,28.0,27.32884658064516,36.0,29.0,22.98066581490431,1.596639959668374,72.00128564733805,103.67588800000004,8.200254407486828,0.27563443779945374,0.16049720810277696,23.897919256029432
0.0,1.0,2.147162565177521,2.0,0.0,60.0,3.1712998904357335,0.0,0.0,0,3.0,4.0,9.530464175470883,1.0,3.0,24.13237655451898,14.0,31.0,27.32884658064516,70.0,30.0,0.09649221717548126,1.596639959668374,42.51491077617965,104.62377500000002,9.594489240698033,0.6284687519073486,0.17914995405938336,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,81.78773583797535,7.033243650026039,0.0,0.0,0,9.0,4.0,8.0,0.0,11.0,39.0,8.0,17.0,27.32884658064516,27.0,31.0,0.0,1.596639959668374,30.926854210508395,104.41156200000005,7.792050638939739,0.4252126216888428,0.23609942884737872,1000000.0
1.0,1.0,2.147162565177521,1.0,1293.0,53.0,6.322038366441864,0.0,0.5179320973966175,0,3.0,4.0,10.139207109394956,1.0,5.0,27.0,3.0,34.0,27.32884658064516,84.0,30.0,28.742542752838652,1.596639959668374,30.942958012355756,104.97289400000004,9.18170882568463,0.39518773555755615,0.15402177509477713,1000000.0
1.0,1.0,2.147162565177521,1.0,648.0,66.0,8.658278595594084,34.0,1.1953418027942788,0,9.0,4.0,8.023745932883438,0.0,15.0,20.0,4.0,13.0,27.32884658064516,114.0,30.0,5.416689221324615,1.596639959668374,45.9040114409455,104.90707500000003,11.322270754065233,0.1419333815574646,0.1928385662440903,1000000.0
1.0,1.0,2.147162565177521,1.0,393.0,82.27094508995826,8.947920769567872,2.0,0.23650019546567602,0,4.0,4.0,8.133858462382314,0.0,13.0,24.0,3.0,31.0,27.32884658064516,17.0,27.0,47.552165598005274,1.596639959668374,55.40641285133011,102.62380300000004,7.493724277942237,0.41553255915641785,0.18695761431951877,1000000.0
0.0,1.0,2.147162565177521,0.0,0.0,63.0,6.205684088694637,4.0,0.07996094465350634,0,4.0,4.0,5.0,1.0,3.0,18.0,14.0,11.0,27.32884658064516,122.0,31.0,0.0,1.596639959668374,24.47965019828504,105.26882800000001,9.913497081132327,0.4103277027606964,0.18159791593187496,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,56.0,3.9574137628743635,0.0,0.0,0,2.0,4.0,8.910948662376708,0.0,0.0,38.0,12.0,31.0,27.32884658064516,31.0,26.0,0.0,1.596639959668374,30.427280709795095,103.59542200000001,7.792050638939739,0.37406811118125916,0.2061178132062094,1000000.0
1.0,1.0,2.147162565177521,1.0,464.0,77.70943014843638,6.109355310530766,50.0,0.9550002119145906,0,3.0,4.0,11.788513127708512,0.0,11.0,24.0,8.0,20.0,27.32884658064516,96.0,30.0,46.360757687706396,1.596639959668374,43.13173855570519,105.21264600000002,9.84929268606471,0.32903262972831726,0.2029291286837263,1000000.0
1.0,1.0,2.147162565177521,1.0,1396.0,50.0,9.589683210496693,69.0,0.5362999712638379,0,0.0,4.0,8.7432338060637,0.0,8.0,42.21207464028395,14.0,13.0,27.32884658064516,110.0,29.0,50.15137410371185,1.596639959668374,67.39748515118136,108.13359800000006,10.388223167827592,0.22782258689403534,0.13508870460804592,26.092096525679185
1.0,1.0,2.147162565177521,2.0,0.0,58.0,3.024351253565156,0.0,0.0,0,5.0,4.0,8.0,0.0,5.0,25.0,13.0,10.0,27.32884658064516,98.0,28.0,0.0,1.596639959668374,40.10544427816921,106.29778700000001,10.35733894120812,0.43351173400878906,0.21400332377172018,1000000.0
1.0,1.0,2.147162565177521,0.0,0.0,75.70968676792779,2.7410646421237583,41.0,0.5468330681217293,0,4.0,4.0,8.0,0.0,11.0,42.0676930794907,12.0,21.0,27.32884658064516,133.0,30.0,0.0,1.596639959668374,67.16695978177957,103.83649800000003,11.211954772696194,0.4045352041721344,0.2918368658602507,24.560097276317325
0.0,1.0,2.147162565177521,2.0,0.0,54.0,4.616920749587584,0.0,0.0,0,2.0,4.0,10.79979677915901,1.0,1.0,21.0,12.0,28.0,27.32884658064516,92.0,31.0,0.0,1.596639959668374,41.415426023143645,104.88186900000001,10.35733894120812,0.4406990110874176,0.1660402951880079,1000000.0
0.0,1.0,2.147162565177521,1.0,612.0,60.0,2.349547917272891,0.0,0.24215806952181285,0,0.0,4.0,8.0,1.0,10.0,22.0,12.0,14.0,27.32884658064516,94.0,31.0,14.621100471113817,1.596639959668374,59.90095717802288,108.618275,8.82397901785263,0.33600255846977234,0.17144508785984452,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,53.0,2.8735564623353476,0.0,0.0,0,2.0,4.0,6.0,0.0,11.0,16.0,12.0,8.0,27.32884658064516,108.0,31.0,0.0,1.596639959668374,16.285240464839315,106.445969,10.639343082693332,0.24400001764297485,0.1877314760805874,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,72.00081635255302,4.899224916051707,0.0,0.0,0,9.0,4.0,11.186758955119524,0.0,3.0,18.0,4.0,11.0,27.32884658064516,124.0,30.0,0.0,1.596639959668374,56.6259291332491,102.76900900000005,10.35733894120812,0.26559221744537354,0.20222884279521275,1000000.0
1.0,1.0,2.147162565177521,1.0,941.0,72.02108893838914,7.388460852565727,5.0,0.11810408511358217,0,9.0,4.0,10.361982707318749,0.0,12.0,37.0,8.0,8.0,27.32884658064516,104.0,31.0,46.44111494812951,1.596639959668374,10.607936222328117,108.30526800000005,8.569783566623844,0.3161252439022064,0.16594813635753874,1000000.0
0.0,1.0,2.147162565177521,1.0,929.0,60.0,9.182371911190286,1.0,0.9113961812031486,0,2.0,4.0,7.0,1.0,3.0,28.0,12.0,19.0,27.32884658064516,103.0,31.0,46.36563026994494,1.596639959668374,36.51551362675564,109.10336099999999,9.089765476263725,0.4893927574157715,0.15882996862333987,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,60.0,7.646398604360882,0.0,0.0,0,2.0,4.0,10.041922211793153,0.0,8.0,32.0,14.0,35.0,27.32884658064516,126.0,31.0,0.0,1.596639959668374,36.37832226884979,106.68946800000002,10.35733894120812,0.3958438038825989,0.1947935716173711,1000000.0
1.0,1.0,2.147162565177521,1.0,387.0,69.0,8.15281326968065,7.0,0.7277210097726772,0,5.0,4.0,9.266598077908004,2.0,12.0,16.380818779471653,14.0,12.0,27.32884658064516,109.0,29.0,13.403363261171208,1.596639959668374,33.785714216947696,105.72248500000002,8.810101712345615,0.21420276165008545,0.16211575793280275,1000000.0
1.0,1.0,2.147162565177521,1.0,1259.0,52.0,9.84655728514738,2.0,1.5043964058064667,0,9.0,4.0,8.662624558854034,1.0,7.0,16.0,3.0,16.0,27.32884658064516,16.0,31.0,39.0486089522089,1.596639959668374,36.64950387865259,106.20752500000002,7.756779847304446,0.22112637758255005,0.16679142230672309,1000000.0
1.0,1.0,2.147162565177521,1.0,672.0,50.0,3.3930102092690753,55.0,1.5299333500122225,0,2.0,4.0,9.517907592026226,0.0,10.0,30.0,14.0,25.0,27.32884658064516,105.0,29.0,8.960683351304901,1.596639959668374,43.065008164571545,108.07787800000006,10.764391700179349,0.24432779848575592,0.1587452382664581,1000000.0
0.0,1.0,2.147162565177521,2.0,0.0,76.70990367952761,4.1549551041735375,0.0,0.0,0,9.0,4.0,9.140312975035242,1.0,11.0,14.0,12.0,20.0,27.32884658064516,93.0,29.0,0.0,1.596639959668374,60.605520498816645,104.29603500000002,10.639343082693332,0.4702354967594147,0.15716866011932035,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,79.34571198133838,8.499185218699868,0.0,0.0,0,3.0,4.0,11.752384282814203,0.0,0.0,35.0,14.0,4.0,27.32884658064516,69.0,25.0,0.0,1.596639959668374,15.905601823413607,105.71801100000005,9.445440630265244,0.3751074969768524,0.23583626431843835,1000000.0
1.0,1.0,2.147162565177521,1.0,373.0,64.0,8.379937460139228,14.0,0.6901785046510311,0,9.0,4.0,6.0,1.0,12.0,41.62648679992406,13.0,11.0,27.32884658064516,27.0,31.0,21.37782159149213,1.596639959668374,66.46251220536685,107.86968999999999,7.689391250916974,0.32054412364959717,0.18766442832279792,26.116768494009158
1.0,1.0,2.147162565177521,1.0,1060.0,56.0,8.897950135916467,41.0,0.1060817423227598,0,5.0,4.0,8.597702715183612,0.0,8.0,29.0,6.0,2.0,27.32884658064516,96.0,31.0,25.618120170471418,1.596639959668374,28.689579617707764,108.31633900000004,10.92848606064439,0.3369610905647278,0.14358421669096508,1000000.0
1.0,1.0,2.147162565177521,0.0,0.0,62.0,7.780279794207,35.0,0.6064379648376308,0,4.0,4.0,8.0,0.0,10.0,39.0,13.0,24.0,27.32884658064516,102.0,30.0,0.0,1.596639959668374,42.873148369285225,104.22517700000004,11.211954772696194,0.41765469312667847,0.2548612440056157,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,77.85235718294538,2.757186018485282,0.0,0.0,0,0.0,4.0,8.517558383783786,0.0,13.0,38.0,8.0,24.0,27.32884658064516,92.0,31.0,0.0,1.596639959668374,44.18524200446488,104.41156200000005,10.779389138615992,0.3754989802837372,0.24748570540807324,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,64.0,8.404983610300539,0.0,0.0,0,3.0,4.0,10.809014310795499,1.0,3.0,21.0,6.0,4.0,27.32884658064516,23.0,31.0,0.0,1.596639959668374,32.621312358067456,103.80482500000004,7.792050638939739,0.25059953331947327,0.21894383159688985,1000000.0
1.0,1.0,2.147162565177521,1.0,27.0,53.0,2.0984764647326966,41.0,0.8435913694348063,0,5.0,4.0,7.0,0.0,3.0,39.0,8.0,34.0,27.32884658064516,53.0,31.0,44.59003854829769,1.596639959668374,26.896950407999213,106.160816,7.477127470919319,0.26464319229125977,0.21801164298256057,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,67.0,2.5409047512890215,0.0,0.0,0,5.0,4.0,8.88658033793652,0.0,12.0,37.0,14.0,7.0,27.32884658064516,84.0,31.0,0.0,1.596639959668374,18.117549467684647,107.03441000000001,10.779389138615992,0.36350518465042114,0.21083780544499345,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,67.0,9.967855591958159,0.0,0.0,0,0.0,4.0,7.0,0.0,2.0,14.0,14.0,10.0,27.32884658064516,47.0,30.0,0.0,1.596639959668374,47.0405314832082,106.70532100000003,8.38987602264436,0.2684173882007599,0.18745423414428145,1000000.0
1.0,1.0,2.147162565177521,1.0,894.0,76.04883834645295,3.0345393298553676,60.0,1.398412795269067,0,3.0,4.0,9.332548136688514,0.0,5.0,29.0,14.0,24.0,27.32884658064516,88.0,26.0,40.58467633327198,1.596639959668374,9.088316966913732,104.01207900000003,9.84929268606471,0.26216548681259155,0.17549329584243112,1000000.0
1.0,1.0,2.147162565177521,0.0,0.0,60.0,6.955611430389451,51.0,0.46614618801645746,0,0.0,4.0,7.0,0.0,5.0,41.82374590690426,12.0,16.0,27.32884658064516,122.0,31.0,0.0,1.596639959668374,66.77746397797993,104.51713000000004,11.211954772696194,0.3531990051269531,0.24599788163868136,25.641281216485257
1.0,1.0,2.147162565177521,1.0,379.0,63.00000000000001,2.7567495701332536,44.0,0.9216619877216599,0,3.0,4.0,9.52189376444909,0.0,9.0,33.0,14.0,25.0,27.32884658064516,122.0,31.0,41.34863131879577,1.596639959668374,43.15134759629985,109.12731600000005,9.84929268606471,0.26216548681259155,0.18596263246969277,1000000.0
1.0,1.0,2.147162565177521,1.0,390.0,54.0,5.825454806332529,9.0,0.11152676575480136,0,5.0,4.0,6.0,0.0,12.0,44.27307806781944,8.0,28.0,27.32884658064516,120.0,30.0,0.8934634987047119,1.596639959668374,70.68816558059801,105.13568200000002,9.452056703108468,0.3252428472042084,0.16845563750595738,21.95450198080875
1.0,1.0,2.147162565177521,2.0,0.0,63.0,7.988999321754425,0.0,0.0,0,2.0,4.0,5.0,2.0,1.0,25.0,13.0,2.0,27.328846580645163,81.0,31.0,0.0,1.596639959668374,56.283957861616976,104.67835400000004,10.35733894120812,0.5007597804069519,0.1444910198757254,1000000.0
1.0,1.0,2.147162565177521,1.0,637.0,56.0,9.217218923601576,57.0,1.978896552894583,0,4.0,4.0,7.0,0.0,1.0,16.0,8.0,17.0,27.32884658064516,67.0,30.0,35.48560818233572,1.596639959668374,22.07128363424776,105.16855700000002,10.550763767439209,0.17626050114631653,0.16850964789963935,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,75.7281756565765,7.551300879932613,0.0,0.0,0,4.0,4.0,5.0,0.0,2.0,32.0,14.0,36.0,27.32884658064516,123.0,29.0,0.0,1.596639959668374,13.473973702723217,107.20256500000004,10.35733894120812,0.4156939387321472,0.24380709703455958,1000000.0
1.0,1.0,2.147162565177521,1.0,48.0,78.73950553765029,5.808554605754372,34.0,1.5712840517382436,0,9.0,4.0,9.729363923312466,1.0,11.0,28.0,8.0,27.0,27.32884658064516,105.0,31.0,0.5619471586465519,1.596639959668374,24.62485286777128,105.51839399999999,10.764391700179349,0.260486900806427,0.21042347434088518,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,62.77509331683566,7.116059986672246,0.0,0.0,0,9.0,4.0,8.98649138943977,0.0,1.0,41.840878425094324,2.0,23.0,27.32884658064516,58.0,30.0,0.0,1.596639959668374,67.00781000064616,103.07261200000006,9.787416933064021,0.3366732597351074,0.20429090551864096,1000000.0
1.0,1.0,2.147162565177521,1.0,452.0,52.0,7.897734253774519,12.0,0.19159703215461077,0,2.0,4.0,6.0,0.0,7.0,18.0,13.0,19.0,27.32884658064516,115.0,26.0,38.653383287319535,1.596639959668374,60.84556252069053,104.10111400000004,7.866375963755047,0.22047501802444458,0.1471015163797729,1000000.0
1.0,1.0,2.147162565177521,1.0,380.0,63.0,5.67859705829376,43.0,1.864834940453094,0,5.0,4.0,8.686420367446908,0.0,0.0,10.69369943171409,3.0,4.0,27.32884658064516,103.0,31.0,6.77844002406643,1.596639959668374,32.721116408398544,106.98326700000005,9.977545420609154,0.12840500473976135,0.18103523329495205,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,74.54157580194229,9.080772259882586,0.0,0.0,0,4.0,4.0,7.0,2.0,12.0,40.80057185783734,13.0,11.0,27.32884658064516,13.0,30.0,0.0,1.596639959668374,65.14382340554401,103.06747300000002,8.12682045328215,0.38427048921585083,0.2192062471168094,29.7251789366788
1.0,1.0,2.147162565177521,1.0,246.0,59.0,2.932508954175259,13.0,1.3665550479313737,0,5.0,4.0,11.325029655986198,0.0,8.0,33.0,14.0,14.0,27.32884658064516,43.0,27.0,32.08826337150518,1.596639959668374,23.062472413612785,105.52494300000002,7.285932655859654,0.2951924204826355,0.18679493641213282,1000000.0
0.0,1.0,2.147162565177521,0.0,0.0,75.03539953839051,8.720964252073518,79.0,1.605066137103103,0,0.0,4.0,8.79228024839429,1.0,2.0,30.0,14.0,33.0,27.32884658064516,80.0,30.0,0.0,1.596639959668374,26.422630158017693,102.33998900000005,11.750885254459076,0.5694931149482727,0.1957839020277392,1000000.0
1.0,1.0,2.147162565177521,1.0,766.0,81.77953692930788,9.936360599386035,42.0,0.6026626040822674,0,3.0,4.0,9.914591653731392,0.0,15.0,14.0,3.0,31.0,27.328846580645163,127.0,29.0,52.99838804673212,1.596639959668374,15.103585498829048,103.77525900000005,10.689175881435805,0.19472014904022217,0.16420497401700074,1000000.0
1.0,1.0,2.147162565177521,1.0,603.0,55.74317116402342,5.447615099766554,63.0,1.9790239044418099,0,0.0,4.0,9.479325975477582,2.0,2.0,18.0,6.0,30.0,27.32884658064516,81.0,31.0,50.826553652618,1.596639959668374,59.40435106730451,104.61515099999998,9.84929268606471,0.14540351927280426,0.1640611962949577,1000000.0
1.0,1.0,2.147162565177521,1.0,1222.0,66.0,7.691398050964851,0.0,1.1682984932479703,0,2.0,4.0,9.919700820784364,1.0,5.0,15.0,13.0,23.0,27.32884658064516,65.0,30.0,42.17474253862359,1.596639959668374,13.820292903422791,108.999398,8.810837826677187,0.227762833237648,0.1370507082473946,1000000.0
1.0,1.0,2.147162565177521,1.0,208.0,53.0,2.29818905188679,2.0,0.26439824809527224,0,5.0,4.0,9.780762722689028,0.0,2.0,32.0,8.0,36.0,27.32884658064516,25.0,30.0,14.272729100725414,1.596639959668374,55.716662948301575,107.26825600000004,6.970449833077529,0.3286701440811157,0.17914615044183488,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,52.0,4.1849417302551855,0.0,0.0,0,9.0,4.0,6.0,0.0,15.0,35.0,13.0,7.0,27.32884658064516,35.0,30.0,0.0,1.596639959668374,61.75116735650398,106.82126000000002,7.81099921106274,0.36350518465042114,0.21343016477565094,1000000.0
1.0,1.0,2.147162565177521,2.0,0.0,81.62686235032385,2.692962941769526,0.0,0.0,0,4.0,4.0,8.150233495945859,0.0,11.0,15.0,6.0,35.0,27.32884658064516,129.0,30.0,0.0,1.596639959668374,61.916857954709535,103.20367900000005,10.639343082693332,0.29642483592033386,0.18835695704734348,1000000.0
