Additive_3,V4_Ventilation Day,V2_Ventilation Interval (min),Additive_1,V5_Ventilation rate (L/min/kg iniDW),Turning times,Additive_2,M1_is Enclosed,Material_Main,Material_2,Initial C/N (%),Additive_4,Application Rate (%DW),V1_Ventilation Type,Initial pH,Compost volume (m3),Material_3,Period (d),Initial Moisture Content (%),V3_Ventilation Duration (min),Initial GI (%), Composting Method,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,46.0,0.0,25.0,1.7096585093221501,8.0,8.0,1.0,9,5.0,26.0,1.0,5.279897589045531,0.0,10.275791860030271,0.045,9.0,86.0,82.36582292308651,0.0,27.32884658064516,0.0,1.97,40.849836052852865,101.13265400000002,18.202765331667727,0.8329887986183167,0.22935674580461954,1000000.0
4.0,1.0,0.0,30.0,0.8381731319001577,29.0,2.0,1.0,9,12.0,14.0,1.0,8.542509965774418,0.0,11.089608906277197,0.045,9.0,67.0,63.0,0.0,27.32884658064516,2.0,1.97,23.402934769716175,108.010094,16.816633207596002,0.757132887840271,0.1987426639803529,1000000.0
4.0,5.0,0.0,8.0,1.3565600231488406,26.0,5.0,1.0,9,0.0,24.0,1.0,6.361278815057219,0.0,6.0,0.045,2.0,117.0,83.43530434134922,0.0,27.32884658064516,0.0,1.97,37.81447005044087,104.37356800000003,11.168861093682098,0.576256275177002,0.2252779852227113,1000000.0
4.0,1.0,0.0,30.0,1.7124507998275906,28.0,3.0,1.0,9,8.0,34.0,1.0,7.4806004825984145,0.0,10.114818055077002,0.045,9.0,30.0,64.0,0.0,28.371853721229115,1.0,1.97,78.49869824189506,108.31389800000001,16.358433375771053,0.7227305173873901,0.21659905145354605,1000000.0
4.0,3.0,0.0,20.0,0.6904681458193449,16.0,12.0,1.0,9,13.0,20.0,1.0,3.4806948909241147,0.0,5.0,0.045,5.0,86.0,83.10153092949609,0.0,27.32884658064516,0.0,1.97,47.192257157078515,103.416433,19.791292959308276,0.7830173969268799,0.2576682843010661,1000000.0
4.0,6.0,0.0,24.0,1.780053148086914,16.0,7.0,0.0,9,2.0,45.19193803455299,1.0,6.333918734014807,0.0,10.497183036718976,0.045,3.0,31.0,80.3097785607253,0.0,27.32884658064516,2.0,1.97,89.02811792806939,104.03582400000003,12.954789275114466,1.0447219610214233,0.20913673467036115,26.354246746840847
4.0,9.0,0.0,34.0,1.235600567358663,5.0,1.0,1.0,9,4.0,23.000000000000004,1.0,9.37879140522584,0.0,8.0,0.045,9.0,126.0,58.0,0.0,27.32884658064516,0.0,1.97,28.17660538231066,104.36433400000004,13.178737992118075,0.9741913080215454,0.23253361483895713,1000000.0
4.0,0.0,0.0,2.0,0.7902799404424302,20.0,3.0,1.0,9,6.0,43.46227192702413,1.0,9.156211865787864,2.0,8.0,0.045,9.0,67.0,62.0,0.0,27.32884658064516,0.0,1.97,85.62067569623754,103.96009400000001,12.640648797809932,0.737421452999115,0.2559709338561596,23.002159594452678
4.0,3.0,0.0,34.0,0.5170786880165419,15.0,15.0,1.0,9,13.0,35.0,1.0,5.318053060010904,0.0,8.473496954754161,0.045,2.0,48.0,78.21920015355313,0.0,27.32884658064516,0.0,1.97,75.03590221579057,103.65051800000003,19.791292959308276,0.8097299933433533,0.23404629195419016,1000000.0
4.0,21.0,0.0,37.0,0.5264439870182458,10.0,11.0,1.0,9,8.0,16.0,1.0,2.2253914795190006,0.0,8.0,0.045,9.0,54.0,72.21778195474978,0.0,27.328846580645163,0.0,1.97,26.07250044742386,100.87902500000001,20.691222215473996,0.8374228477478027,0.25371194212470316,1000000.0
4.0,6.0,0.0,37.0,1.2133237408894015,2.0,2.0,0.0,9,2.0,28.0,1.0,4.273914954125302,0.0,11.560574920891444,0.045,4.0,115.0,54.0,0.0,27.32884658064516,2.0,1.97,38.46901806819023,103.02227100000002,8.419564352108416,1.016882300376892,0.18521557847441922,1000000.0
4.0,5.0,0.0,35.0,0.7458043681347033,11.0,9.0,1.0,9,6.0,17.0,1.0,8.136919284234285,0.0,11.613541586136026,0.045,9.0,118.0,60.0,0.0,27.32884658064516,2.0,1.97,59.71336879924344,108.16908400000003,18.026484120170227,0.8040863275527954,0.19004686978766686,1000000.0
4.0,5.0,0.0,6.0,1.912552166710988,8.0,6.0,1.0,9,5.0,12.0,1.0,6.349301673176402,0.0,6.0,0.045,9.0,123.0,76.5146484195939,0.0,27.32884658064516,1.0,1.97,19.252363932599682,107.99965400000002,16.51329174491995,0.9644626379013062,0.23891340580314613,1000000.0
4.0,0.0,0.0,16.0,1.8152008541140676,13.0,13.0,0.0,9,6.0,32.0,1.0,9.123177117068646,0.0,11.053037993179068,0.045,5.0,94.0,53.0,0.0,27.32884658064516,1.0,1.97,28.50144482759041,101.975152,9.372155922556711,0.752956211566925,0.1933337219784244,1000000.0
4.0,4.0,0.0,20.0,0.6718897170755009,17.0,8.0,1.0,9,13.0,34.0,1.0,9.309325202279762,0.0,8.054302828217567,0.045,9.0,82.0,67.0,0.0,27.32884658064516,2.0,1.97,29.56997609345499,108.22703400000002,16.775028480449397,0.7937589883804321,0.23986251573236034,1000000.0
4.0,6.0,0.0,10.0,1.7392919714687143,21.0,0.0,1.0,9,4.0,31.0,1.0,3.6159812413647714,0.0,10.41626508098124,0.045,9.0,62.0,67.0,0.0,27.32884658064516,1.0,1.97,65.73104983245337,107.01337100000002,14.466338614815731,1.0108089447021484,0.22600099151283834,1000000.0
4.0,0.0,0.0,12.0,0.5926087546577931,20.0,0.0,1.0,9,0.0,32.0,1.0,6.830868262428379,2.0,5.0,0.045,9.0,25.0,61.0,0.0,27.32884658064516,1.0,1.97,43.2208670721285,102.72867099999999,7.350095426628864,0.5283885598182678,0.2320274225596426,1000000.0
4.0,5.0,0.0,24.0,1.897020666194628,9.0,13.0,0.0,9,14.0,32.0,1.0,9.272864749023007,0.0,8.0,0.045,3.0,45.0,54.0,0.0,27.32884658064516,1.0,1.97,29.142569622768285,102.99958900000001,10.436551166374922,0.6992212533950806,0.23744128180189888,1000000.0
4.0,4.0,0.0,7.0,1.0503457672428487,19.0,6.0,1.0,9,4.0,39.0,1.0,5.517210002803886,0.0,9.781981001560894,0.045,3.0,41.0,56.0,0.0,27.32884658064516,2.0,1.97,73.01577096293786,104.091198,11.89265390176685,0.9901914596557617,0.23307589620928254,1000000.0
4.0,2.0,0.0,27.0,0.7621993123095117,1.0,11.0,1.0,9,0.0,13.0,1.0,6.216127326674181,0.0,5.0,0.045,9.0,27.0,72.0266341036446,0.0,27.32884658064516,0.0,1.97,75.50955196329137,107.81053600000001,13.294388198973635,0.5528087019920349,0.21839314738787258,1000000.0
4.0,0.0,0.0,18.0,0.0,18.0,15.0,1.0,9,5.0,25.0,1.0,5.018480990569176,2.0,8.348982499926208,0.045,9.0,33.0,79.51773001401251,0.0,27.55234858263384,1.0,1.97,47.80375540526547,100.08377300000002,14.887017044579702,0.9728909134864807,0.21673313496877802,1000000.0
4.0,6.0,0.0,15.0,1.987223049067571,3.0,15.0,0.0,9,0.0,25.0,1.0,2.815698957354722,0.0,6.0,0.045,3.0,67.0,63.0,0.0,27.364474147226943,1.0,1.97,29.859540432668148,103.99916400000002,11.453706848660815,0.5765131115913391,0.20969397329727582,1000000.0
4.0,5.0,0.0,30.0,1.1161152938424843,14.0,11.0,1.0,9,3.0,12.0,1.0,7.725849710218404,0.0,9.663945093536519,0.045,9.0,108.0,67.0,0.0,27.32884658064516,0.0,1.97,67.03686666765743,107.76353400000004,11.334913284353615,1.0534807443618774,0.21461889130845885,1000000.0
4.0,9.0,0.0,31.0,1.5841039574025946,12.0,3.0,1.0,9,13.0,29.0,1.0,8.965796406784964,0.0,8.150779567238445,0.045,9.0,92.0,69.0,0.0,28.36618759179178,2.0,1.97,54.062494548324345,105.42715000000004,17.469959199172468,0.9436126947402954,0.2277634854996308,1000000.0
4.0,4.0,0.0,6.0,1.9573942069980754,14.0,11.0,0.0,9,0.0,43.02113554712813,1.0,4.77213331566658,0.0,5.0,0.045,2.0,24.0,78.30046573029514,0.0,27.32884658064516,1.0,1.97,84.75163702784242,104.36865200000004,11.34642672402064,0.5852385759353638,0.19079171883422605,26.59330182969908
4.0,8.0,0.0,24.0,1.6686009314291685,25.0,7.0,0.0,9,3.0,10.0,1.0,9.055529515294262,0.0,8.0,0.045,4.0,58.0,60.0,0.0,27.32884658064516,2.0,1.97,28.75231936136603,101.88011500000002,9.989524987075209,1.0603752136230469,0.21708771270727317,1000000.0
4.0,2.0,0.0,7.0,1.7133609729641186,6.0,12.0,0.0,9,4.0,40.0,1.0,5.656290205714943,0.0,6.0,0.045,3.0,82.0,82.481106096606,0.0,27.32884658064516,2.0,1.97,43.70506005296737,104.26791400000002,14.21631279398178,0.9407618045806885,0.18304235813042907,1000000.0
4.0,4.0,1112.0,13.0,1.9686530981630637,22.0,11.0,1.0,9,8.0,32.0,1.0,9.53335684923121,1.0,5.0,0.045,9.0,33.0,63.0,26.672621139136986,27.32884658064516,2.0,1.97,36.61128797522697,101.78935099999995,14.630272308338213,0.7594324946403503,0.16301241099563363,1000000.0
4.0,8.0,0.0,35.0,1.1046888829249357,22.0,6.0,0.0,9,0.0,33.0,1.0,4.193461949056913,0.0,8.0,0.045,3.0,59.0,70.0,0.0,27.32884658064516,1.0,1.97,20.432866306980074,101.98011200000002,12.772875442301716,0.5634191632270813,0.23276822288217647,1000000.0
4.0,4.0,0.0,4.0,1.9930953806648855,23.0,8.0,1.0,9,3.0,35.0,1.0,7.754929051144649,0.0,10.487022572844928,0.045,9.0,55.0,82.28027593393135,0.0,27.32884658064516,0.0,1.97,47.09154534505641,107.76353400000004,10.364357409475394,1.0205954313278198,0.23078753838848992,1000000.0
4.0,2.0,0.0,38.0,0.7806340382735835,31.0,3.0,0.0,9,6.0,17.0,1.0,4.34990799657387,0.0,9.135869488074606,0.045,9.0,41.0,78.38616461628791,0.0,27.32884658064516,2.0,1.97,71.37121521084076,108.23096700000002,18.119506465212872,0.7374586462974548,0.21186382143950086,1000000.0
4.0,5.0,0.0,15.0,1.5422962681061714,31.0,1.0,1.0,9,6.0,24.0,1.0,7.835951830169169,0.0,5.24910059341358,0.045,9.0,109.0,73.79065457644876,0.0,27.32884658064516,0.0,1.97,27.220427044454834,107.47080100000002,15.997095650416476,0.7540451288223267,0.23829624210915945,1000000.0
4.0,5.0,0.0,8.0,1.4043225670934185,18.0,1.0,1.0,9,0.0,34.0,1.0,8.174194621694575,0.0,11.749917015754491,0.045,3.0,98.0,72.88936357347703,0.0,27.32884658064516,0.0,1.97,73.4596558517753,103.53618100000001,11.358458255123415,0.5495436787605286,0.22794714847593778,1000000.0
4.0,4.0,0.0,25.0,0.8849911103175381,6.0,12.0,0.0,9,12.0,27.0,1.0,9.42742608659872,0.0,7.0,0.045,5.0,37.0,55.0,0.0,27.32884658064516,1.0,1.97,73.92406313642535,103.68203999999997,11.4600837711939,0.7934550642967224,0.2381594420285918,1000000.0
4.0,0.0,0.0,22.0,1.3830782068344067,25.0,5.0,0.0,9,3.0,20.0,1.0,5.682397647274235,0.0,5.0,0.045,9.0,26.0,55.99999999999999,0.0,27.328846580645163,2.0,1.97,56.449321099360674,106.59703300000001,7.251364725138935,0.9210620522499084,0.22049771143009161,1000000.0
4.0,10.0,0.0,14.0,1.661764935359744,1.0,12.0,0.0,9,6.0,22.0,1.0,7.331468084907116,0.0,5.0,0.045,9.0,112.0,65.0,0.05155786728499105,27.328846580645163,1.0,1.97,57.16731834950418,101.60082100000001,19.15524925530107,0.9521611332893372,0.1985701930692431,1000000.0
4.0,8.0,0.0,18.0,0.9946419210539281,5.0,8.0,1.0,9,0.0,39.0,1.0,9.399903509403483,0.0,9.46931882853018,0.045,4.0,15.0,69.0,0.0,27.328846580645163,0.0,1.97,16.940346789018104,101.85474500000002,12.772875442301716,0.5704753398895264,0.24299885019432976,1000000.0
4.0,6.0,0.0,17.0,1.6081467041957977,24.0,6.0,1.0,9,3.0,20.0,1.0,8.587071078321145,0.0,7.0,0.045,9.0,26.0,55.0,0.0,27.32884658064516,0.0,1.97,33.57585055865765,107.463554,6.809016071125704,1.0108089447021484,0.2680763658277893,1000000.0
4.0,0.0,0.0,33.0,1.9198751580440576,26.0,5.0,1.0,9,4.0,16.0,1.0,8.655576436971117,0.0,9.583549246463253,0.045,2.0,131.0,62.0,0.0,27.32884658064516,2.0,1.97,48.56126717386748,103.35697500000003,8.475559769076462,0.9430542588233948,0.20259437557687784,1000000.0
4.0,6.0,0.0,14.0,1.6388822715239255,15.0,2.0,1.0,9,3.0,33.0,1.0,7.2726878548057625,0.0,10.53041444967122,0.045,4.0,79.0,81.77825031832177,0.0,27.32884658064516,1.0,1.97,42.157619170332836,103.39782400000001,12.954789275114466,1.0108089447021484,0.22999417160585925,1000000.0
4.0,3.0,0.0,36.0,1.053414163603048,27.0,6.0,1.0,9,3.0,32.0,1.0,3.9785540131134702,0.0,8.0,0.045,5.0,111.0,72.26676793008141,0.0,27.32884658064516,1.0,1.97,14.286182843600981,103.85922300000001,11.98433810392002,0.9901914596557617,0.22130647936503986,1000000.0
4.0,4.0,0.0,23.0,1.2862167131072522,27.0,7.0,0.0,9,3.0,32.0,1.0,4.991245435063947,0.0,8.0,0.045,4.0,118.0,60.0,0.0,27.32884658064516,1.0,1.97,43.94167721157446,104.15950100000002,10.083606484586944,1.0227510929107666,0.24058622489921985,1000000.0
4.0,9.0,3.0,12.0,1.8329120289650769,12.0,1.0,1.0,9,0.0,23.0,1.0,8.073209778733109,1.0,9.807698249262774,0.045,3.0,118.0,69.0,18.680525740510294,27.32884658064516,1.0,1.97,18.680836941328444,100.65613799999997,10.12310703221877,1.0554680824279785,0.21443321308807486,1000000.0
4.0,3.0,0.0,37.0,0.036543662082486605,3.0,7.0,1.0,9,8.0,16.0,1.0,4.670115896868888,0.0,9.825706541067163,0.045,9.0,83.0,78.80930254223992,0.0,27.32884658064516,2.0,1.97,23.135201890695182,103.53196500000001,18.119506465212872,0.7566068768501282,0.191124675611415,1000000.0
4.0,0.0,0.0,12.0,0.6727924555452682,24.0,10.0,0.0,9,5.0,25.0,1.0,6.961872152420993,2.0,8.725982559182754,0.045,9.0,87.0,76.66623015416339,0.0,27.32884658064516,2.0,1.97,13.998730051864928,103.56787400000002,14.887017044579702,0.9752561450004578,0.19066323221615378,1000000.0
4.0,5.0,0.0,28.0,1.018471337559708,13.0,6.0,1.0,9,2.0,11.0,1.0,3.444854665042378,0.0,7.000000000000001,0.045,2.0,103.0,58.99999999999999,0.0,27.32884658064516,0.0,1.97,61.02081065030724,104.58209800000003,9.581176364235176,1.0467257499694824,0.2101026871849273,1000000.0
4.0,2.0,0.0,37.0,0.7803634976206892,15.0,7.0,1.0,9,2.0,33.0,1.0,7.9188252261409815,0.0,10.8037986746292,0.045,9.0,32.0,71.95358410101542,0.0,27.32884658064516,2.0,1.97,43.5384060686258,107.99484700000002,11.98433810392002,0.9517364501953125,0.20470301751642234,1000000.0
4.0,4.0,877.0,16.0,1.7120439951479982,25.0,7.0,1.0,9,8.0,39.0,1.0,8.454416385778522,1.0,6.0,0.045,9.0,104.0,56.0,37.23197197012937,27.32884658064516,2.0,1.97,67.48387757236301,101.75332099999996,13.683288091306515,0.7586376667022705,0.15683634713360864,1000000.0
4.0,2.0,0.0,23.0,1.4832339306357325,22.0,5.0,0.0,9,5.0,30.0,1.0,7.471247345123611,0.0,5.0,0.045,4.0,120.0,63.0,0.0,27.32884658064516,1.0,1.97,26.071308646323928,104.01793400000001,17.47717946558785,0.9407141208648682,0.20800703823343944,1000000.0
4.0,3.0,0.0,25.0,0.5820830800527654,31.0,11.0,1.0,9,3.0,44.47278065698204,1.0,5.650728450320563,0.0,7.0,0.045,9.0,89.0,70.0,0.0,27.32884658064516,0.0,1.97,87.61137789425462,107.47900700000002,12.55063291987693,1.0217360258102417,0.24002999814308715,22.36636920253847
