V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
68.0,2.0,49.502634271822465,1.0,699.0,9.344568788006303,7.16107392568809,27.32884658064516,11.0,2.079752180468595,2.3962899210742505,1.0,15.564302621684082,21.0,44.438420351557035,7,14.0,0.0,73.0,2.0,26.0,6.0,2.220561789326767,30.08206536383561,104.10260000000002,4.190317780081106,0.40588515996932983,0.11770061383957772,27.48670466165749
0.0,3.0,0.0,1.0,0.0,6.871705202548326,26.210992014178803,27.32884658064516,10.0,25.104488880144086,0.0,2.0,19.638003655891968,37.0,78.48073379854367,7,3.0,0.0,130.0,1.0,31.0,4.0,8.069467400038556,49.48001799688936,101.92148400000005,10.537385407835771,0.33868804574012756,0.19039841325518822,20.59097754185085
0.0,5.0,0.0,1.0,0.0,9.530434091917797,20.096731854316197,27.32884658064516,0.0,23.284047015088028,0.044084304964337795,2.0,0.8842504655534196,19.0,64.31048418843689,7,5.0,0.0,59.0,2.0,31.0,5.0,7.338096470108852,35.03322361910917,104.58188500000004,6.185324611634653,0.3506127893924713,0.16024968403997025,25.717193634626604
60.0,4.0,48.24142865291145,1.0,176.0,8.829428153455858,10.706097187143857,27.32884658064516,7.0,2.5545874582638572,0.583041715029077,1.0,35.71457906969595,36.0,79.81941117575751,7,0.0,0.0,104.0,1.0,30.0,6.0,0.878932185916025,30.706069676404926,106.832201,8.25824306105488,-0.11460065096616745,0.15622036149295332,22.812892028485177
22.0,5.0,39.44073662084879,1.0,872.0,5.10322130947099,25.439214527938994,27.32884658064516,0.0,15.113684079298551,4.031095693663723,1.0,15.204063391423828,35.0,45.86596591549531,7,0.0,1.0,118.0,0.0,30.0,4.0,6.171415167815367,61.65832257556498,108.15438899999998,6.239363951811299,0.9173166155815125,0.16365131178732215,22.28555958084795
32.0,0.0,23.109780266262202,1.0,558.0,7.291264596741419,11.67438680268206,27.32884658064516,6.0,6.235866389775838,0.08700628283139555,1.0,7.674527816710151,2.0,47.60772546032964,7,3.0,1.0,94.0,2.0,31.0,1.0,6.684984062948921,40.91523482293406,106.53522700000002,5.06068950056974,0.7415419220924377,0.1632162546542386,21.646688097744182
1.0,4.0,45.154940042910255,1.0,320.0,4.711128356071328,21.71156709309527,27.32884658064516,15.0,20.9117533307994,3.468878015048169,1.0,27.42065599389514,27.0,64.21673696061993,7,0.0,1.0,84.0,1.0,31.0,4.0,7.538070073995943,33.21153940814371,108.791212,13.223546636833468,0.47670963406562805,0.1784056450709461,22.729600738809566
29.0,4.0,39.155425049110285,1.0,111.0,9.148590317790596,37.49924039741939,27.32884658064516,10.0,7.598556643673516,8.631690154957258,1.0,0.07658669366773707,28.0,80.43894270411833,7,0.0,1.0,70.0,1.0,31.0,6.0,7.961009346049803,30.504762493606453,106.16948799999996,12.64021851642056,0.8746428489685059,0.19124387799672182,23.5046619134739
45.0,3.0,10.51925683044659,1.0,807.0,6.499705971326857,10.623963375709023,27.32884658064516,15.0,17.145394158223393,4.382704641627033,1.0,28.90230284247474,2.0,66.8411958049474,7,12.0,0.0,114.0,2.0,22.0,1.0,0.8709052493133477,41.01241851190649,102.01077000000001,8.977046519119273,0.5513145923614502,0.12991684540957923,22.8548669071607
37.0,0.0,12.560794652966285,1.0,905.0,9.152941069462123,42.03463838400262,27.32884658064516,7.0,10.082750652998243,0.3057864386394704,1.0,15.881440745027142,27.0,72.19625126516925,7,13.0,0.0,84.0,1.0,16.0,4.0,5.124467856712489,43.17329114542237,103.73321500000002,4.881984077982359,0.2588289976119995,0.136702795905904,24.890999915391454
