V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
2.0,0.0,49.27399157548417,1.0,0.0,10.708250694482253,29.546516439860977,27.32884658064516,3.0,19.300218173965618,2.591721328953404,0.0,15.468535458501155,12.0,55.69380275552349,3,14.0,0.0,23.0,2.0,31.0,3.0,2.9564061653819405,51.33883456849212,105.55812700000003,5.301403683242693,0.6922849416732788,0.1674580010662762,25.542280215521224
63.0,2.0,19.07840172807527,1.0,719.0,10.223554102658166,41.017724786061194,27.32884658064516,9.0,14.764263385287904,9.554948479263551,1.0,24.77240383279037,4.0,64.52432666273299,3,13.0,0.0,106.0,1.0,28.0,5.0,7.6771136967930556,56.882260648357345,103.493809,14.23144561539974,0.5011684894561768,0.1339508823049602,23.9025796396052
10.0,3.0,26.50851060208702,1.0,10.0,9.206724233627488,44.67445177192755,27.32884658064516,8.0,13.852096134739654,8.327764216178696,1.0,27.337829687821074,13.0,79.27868643307599,3,5.0,1.0,52.0,1.0,31.0,6.0,7.596305699248829,30.542975356953814,104.52321599999999,12.661448418497622,0.7828258275985718,0.19312427319412076,21.48908908046245
0.0,3.0,16.61365073485224,1.0,1107.0,9.590344880849893,44.47253489626828,27.32884658064516,2.0,10.937108796655878,3.2206244070471053,1.0,18.264173290842074,16.0,63.85205161591517,3,8.0,0.0,105.0,1.0,25.0,6.0,7.075936676024785,57.63644292409144,103.32733400000001,8.414471962105463,0.6565281748771667,0.15077199623075574,23.507779247619755
11.0,3.0,20.7012026753562,1.0,10.0,4.391819345764869,8.202553049189895,27.32884658064516,2.0,14.813182025096753,5.611983766504002,1.0,8.09545973108609,23.0,78.53900886242407,3,0.0,0.0,89.0,2.0,31.0,1.0,5.470666609078723,55.75591311618389,105.75843600000003,10.635649195464966,0.4304894506931305,0.16650957717550932,22.824444792527547
38.0,2.0,24.076830625027092,1.0,1257.0,8.564823084302308,14.812661630205483,27.32884658064516,7.0,22.112855739697586,2.5512225252969856,1.0,26.97536075347453,13.0,58.117774559841436,3,12.0,0.0,66.0,1.0,31.0,3.0,1.2755655800915084,56.90721062474772,106.80057000000002,7.6178735581418815,0.40732401609420776,0.11401218652172314,24.53113802094352
51.0,4.0,14.700763624838077,1.0,806.0,6.289230234383213,38.8228136120601,27.32884658064516,10.0,12.144801204210856,4.333432007069032,1.0,1.7628807500679227,38.0,75.64839644643023,3,3.0,0.0,77.0,2.0,25.0,6.0,6.432860742649888,57.273212128981925,102.77940100000004,7.6368326076019395,0.5431445240974426,0.1630659189397055,22.646433127137644
24.0,5.0,24.851341095979294,1.0,818.0,6.773179405788131,6.144236005124575,27.32884658064516,6.0,7.503416699000251,4.820930369077239,1.0,35.57634211875659,20.0,67.6485806108486,3,2.0,1.0,95.0,2.0,30.0,3.0,4.469122325697896,43.2496489429228,106.20753100000003,8.583657201994333,0.7443362474441528,0.15193780156054715,22.90498978491911
36.0,2.0,45.07387702821846,1.0,101.0,9.831757040180285,41.276687526123524,27.32884658064516,1.0,0.6938306438887711,6.436495884479929,1.0,36.58651148071269,33.0,78.61177248141115,3,12.0,1.0,65.0,0.0,29.0,3.0,4.006315134284431,41.880179441303,105.25136799999999,10.360044501348813,0.6999838352203369,0.170643462310395,24.213631268946674
78.0,2.0,12.216122531326516,1.0,571.0,11.435434198880522,14.220080845705487,27.32884658064516,7.0,25.983088852038502,1.7759285353889265,1.0,5.851553230942245,28.0,56.506340735627155,3,14.0,0.0,103.0,1.0,28.0,3.0,3.4865711618945907,28.437095950837623,102.97060099999999,7.444605347064135,0.29192352294921875,0.12352500810055764,26.820987071936877
