V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
51.0,5.0,19.372525078891897,1.0,1077.0,6.625719084593853,8.118623403904433,27.32884658064516,12.0,4.074654462782351,7.555017164311436,1.0,29.565654058411944,7.0,57.644860526841846,5,6.0,0.0,114.0,2.0,29.0,5.0,6.191850431086722,51.94585187448102,105.51564000000002,4.706589434222974,0.1353316307067871,0.158366856271122,23.482034024552927
37.0,5.0,47.45387714208128,1.0,1109.0,6.99671325883855,36.995749712903795,27.32884658064516,8.0,21.353100569317657,1.1821865086570074,1.0,11.643866889642325,2.0,57.15915657472579,5,12.0,1.0,59.0,0.0,30.0,5.0,6.478436408947971,34.65649628886888,106.24410099999999,7.455423408587919,0.5174012184143066,0.1483955700874091,22.840975727926818
64.0,2.0,17.851748314447274,1.0,1250.0,10.874341381924097,10.437136303920763,27.32884658064516,11.0,1.9892760183610771,6.429220443268777,1.0,7.274195302919781,12.0,49.060045800502294,5,0.0,1.0,91.0,1.0,30.0,5.0,6.362015664650674,43.68832731884183,104.075031,9.488180266038164,0.7194451689720154,0.16482307451352435,25.413239905721447
41.0,4.0,9.827706950828468,1.0,8.0,12.03021621057528,32.15270790585339,27.32884658064516,6.0,19.876693767522482,1.194628656959078,1.0,15.875039698602011,34.0,82.52295864824879,5,13.0,1.0,54.0,0.0,27.0,1.0,7.374073973383447,60.22303262736379,102.33117399999996,9.175598907851958,0.7445279359817505,0.18343335289099774,25.607059053287447
15.0,0.0,22.912011891246607,1.0,387.0,8.246577893679236,14.010244881363214,27.32884658064516,9.0,3.173805686996321,4.342474669958297,1.0,20.370156035326797,24.0,45.6305669496397,5,14.0,1.0,70.0,2.0,22.0,1.0,5.449477726986979,35.80916640842237,103.059954,5.111947353171643,0.5743633508682251,0.12716621927656585,26.01804592949778
0.0,3.0,0.0,1.0,0.0,7.178485663896162,27.102927776842353,27.32884658064516,7.0,20.50235865385195,0.0,2.0,20.728067393228823,13.0,44.75044010390794,5,13.0,0.0,121.0,2.0,31.0,4.0,5.352662289876532,34.94857385235179,105.56521200000006,5.607973054312549,0.2321907877922058,0.15209257702391332,22.86481109035652
15.0,0.0,30.977415195112222,1.0,766.0,11.924166593283422,33.17203021637283,27.32884658064516,8.0,3.563466960679623,1.3813922800421117,1.0,4.3408008879622795,6.0,64.72256018733736,5,14.0,1.0,87.0,1.0,20.0,1.0,5.927046348254157,38.511897459610786,103.014946,6.968127666324311,0.5315580368041992,0.13481406347051386,25.41634102176601
0.0,4.0,0.0,1.0,0.0,11.55099271617427,8.058242611296464,27.32884658064516,0.0,16.262961755280454,0.0,2.0,23.87993361267204,8.0,78.70458522744121,5,14.0,0.0,71.0,1.0,29.0,1.0,2.959971516244643,39.31841288102876,103.37967100000003,7.002374171517189,0.21859990060329437,0.12520890751174094,22.794713469268004
9.0,5.0,31.468774611590735,1.0,973.0,4.971415583760317,26.8253711296422,27.32884658064516,6.0,9.745489160762078,3.2555617742792675,1.0,13.830563969436163,30.0,73.39552486549364,5,5.0,1.0,95.0,2.0,30.0,3.0,1.3198003192951158,44.55281162536641,106.37967400000001,7.343879947840344,0.8210104703903198,0.16352301939350994,20.84082367890253
20.0,4.0,26.619477392173426,1.0,1030.0,5.8936858016409195,28.282691367922446,27.32884658064516,1.0,12.783861509027876,0.06608171531420348,1.0,22.755261485205022,18.0,60.91670472656932,5,12.0,1.0,100.0,0.0,30.0,1.0,4.619125814828324,55.052127995846064,106.28312200000002,8.676821390721013,0.5832348465919495,0.13575909341196252,21.738747167110088
