V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,5.0,0.0,1.0,0.0,6.578459894490914,11.508633699669932,27.32884658064516,15.0,5.476857345768551,0.0,2.0,10.768116524805604,37.0,83.57603430723722,1,5.0,0.0,101.0,2.0,31.0,5.0,6.807464195678394,40.66200243943403,105.72030400000007,7.01790950734425,0.33063647150993347,0.1530428982590588,20.550152342933437
30.0,5.0,38.09499208201486,1.0,0.0,4.706568910822147,5.246736992147452,27.32884658064516,7.0,18.980140150970783,0.6222310393020458,0.0,20.657722006083876,19.0,80.4779678202589,1,6.0,0.0,77.0,2.0,31.0,3.0,6.85752655470889,40.34481464615536,103.57374700000004,5.833127120006621,0.48689770698547363,0.15253734501145072,22.968101668698576
43.0,4.0,5.867695682492486,1.0,1207.0,10.503044256666525,8.38471219194162,27.32884658064516,6.0,9.766576453374597,5.114302197556457,1.0,13.678049299801271,37.0,54.92299472680942,1,0.0,1.0,75.0,1.0,31.0,6.0,4.278695935423112,40.148490421867535,106.744485,11.328116704226193,0.7981567978858948,0.14395988675666188,24.399870194832545
56.0,0.0,31.190939025824413,1.0,470.0,6.1424275503050545,12.331901538874709,27.32884658064516,15.0,3.8470233536939875,1.091024130929924,1.0,35.732866902876765,19.0,70.08263499651994,1,12.0,1.0,84.0,1.0,15.0,6.0,5.934120045112008,41.82098203996519,102.08255000000004,7.2237546279892655,0.5247536897659302,0.15727073608541556,24.29387565500149
62.0,0.0,45.384380949491636,1.0,688.0,10.5170359331579,29.48736215852863,27.32884658064516,2.0,1.8352835246376282,3.44614383135081,1.0,35.47726948472956,28.0,54.623333883285504,1,5.0,0.0,99.0,2.0,30.0,4.0,5.3688244218865115,38.67800706920639,105.41225,4.504242892218006,0.17878206074237823,0.14543096022773844,23.659826313439346
0.0,5.0,0.0,1.0,0.0,7.01699165042182,18.828235513404113,27.32884658064516,12.0,21.496162770103254,0.0,2.0,4.285057972202866,33.0,55.05294573787043,1,3.0,0.0,121.0,1.0,31.0,6.0,6.318505217288013,41.91173943946325,105.50596900000004,4.424200184056178,0.22223003208637238,0.19080699488235947,19.758924936211397
0.0,3.0,0.0,1.0,0.0,7.989236469774433,14.02132053855043,27.32884658064516,7.0,3.409151558359115,0.0,2.0,7.0941845745238785,15.0,69.62770866281267,1,14.0,0.0,59.0,2.0,30.0,6.0,4.326983639909204,56.73025620189371,103.27640900000006,7.7300842056579535,0.21037808060646057,0.1436615119416895,25.42166827806098
23.0,0.0,8.062309958751017,1.0,1170.0,11.171891955690585,45.103493903034575,27.32884658064516,3.0,17.12068373116489,8.283876539072917,1.0,1.783623121606885,11.0,65.73576560911495,1,3.0,0.0,61.0,1.0,31.0,5.0,2.507784153003745,42.63888227541682,104.19840300000004,6.435465362964977,0.4198935627937317,0.16117281875370187,23.683478862469155
38.0,4.0,42.08425359899019,1.0,1141.0,9.726884977718544,31.071071688986045,27.32884658064516,8.0,23.334619467929887,6.128559550478821,1.0,14.750798272567511,13.0,54.635195434919154,1,8.0,1.0,77.0,0.0,29.0,4.0,3.2015509350261473,31.043958517816733,104.856377,8.364952802700808,0.6278660297393799,0.15472514062468737,24.872420699012583
42.0,4.0,41.82502871067805,1.0,409.0,7.561485176979673,17.818073987215527,27.32884658064516,15.0,0.7554702014517503,3.4422737309917553,1.0,9.740613164847607,37.0,61.4056060682576,1,2.0,1.0,102.0,0.0,31.0,1.0,7.175271194070703,32.161276869497506,107.51853899999998,10.850721694939278,1.0031520128250122,0.17311866106287996,24.248623556079814
84.0,4.0,24.433069206923612,1.0,790.0,4.934788167660288,17.697371939750408,27.32884658064516,8.0,21.72896717851399,6.140832483677951,1.0,15.628796721639455,35.0,53.29762686518443,1,5.0,0.0,98.0,2.0,31.0,5.0,5.537863817202792,32.04149712045333,111.04530299999999,6.383153147553325,0.4231279492378235,0.15934073814416755,23.765200083839375
17.0,3.0,35.73711668293688,1.0,1108.0,5.070110418824683,18.458322440279673,27.32884658064516,9.0,13.06317623205458,9.208884414735822,1.0,17.53393271755589,11.0,45.85526069636215,1,2.0,1.0,23.0,2.0,30.0,3.0,5.939998333934561,41.12086695040411,104.68419800000001,7.75824170423105,0.6742716431617737,0.1703500506021018,23.27156007775073
0.0,4.0,0.0,1.0,0.0,6.840481579761383,31.802518946376466,27.32884658064516,3.0,3.5540645535691056,0.0,2.0,36.74155168557194,31.0,61.963761659329755,1,13.0,0.0,78.0,1.0,27.0,1.0,5.672597329588659,46.40092373256094,103.77564600000001,7.586995290646374,0.23383638262748718,0.15593235267314506,22.48951035104766
8.0,5.0,35.86621106464345,1.0,468.0,7.965942147321339,37.76771665545051,27.32884658064516,3.0,8.919450821484357,2.713995581106082,1.0,7.544736405311337,20.0,76.84398810847324,1,12.0,1.0,20.0,0.0,30.0,4.0,8.42778546625847,61.02398491153975,104.35370599999999,8.201210380751297,1.0231001377105713,0.20918889798450957,25.118393244901025
22.0,5.0,14.39007086577475,1.0,560.0,11.938728012630126,32.63804050712919,27.32884658064516,12.0,7.9175122741808455,6.96507488584858,1.0,37.62270035729138,11.0,81.26055442205802,1,13.0,1.0,106.0,2.0,25.0,6.0,6.8298468551861635,58.7625137218606,102.838385,8.960937413051669,0.7592745423316956,0.1584881126057091,23.186207817637943
81.0,3.0,45.16246353359659,1.0,43.0,6.648848608268323,10.585559763419997,27.32884658064516,7.0,11.95312564196207,2.749285250368405,1.0,16.170687353528233,16.0,52.75056016895361,1,3.0,0.0,97.0,1.0,29.0,4.0,6.653277091864778,34.79712261680157,104.70835500000001,5.584762185135812,0.5946601033210754,0.16432004536508385,24.272788227581252
62.0,2.0,45.039862239081565,1.0,1379.0,8.057002799307492,40.26996625866756,27.32884658064516,5.0,2.447443532582543,3.0287619346156314,1.0,32.80390632980087,18.0,57.82487351124307,1,12.0,0.0,83.0,2.0,31.0,1.0,2.4733290983831235,35.86916632835535,110.434164,8.497234508556009,0.17375169694423676,0.15252194003190916,25.159427899411504
80.0,5.0,25.583860062334132,1.0,63.0,11.738428092318603,12.99543157653217,27.32884658064516,9.0,11.812325798609203,3.6518904506217185,1.0,16.07961249941845,36.0,47.8240834566107,1,2.0,1.0,131.0,0.0,30.0,4.0,5.839923956588562,51.071290405946705,108.96462600000001,5.932516073526275,0.8559867739677429,0.17078905447610154,23.738434361556543
63.0,5.0,3.4158504514868304,1.0,1364.0,6.266987089941185,37.77680950796522,27.32884658064516,2.0,19.102495656606973,6.098705549344537,1.0,5.047303327638939,38.0,46.35524233208674,1,13.0,1.0,125.0,2.0,30.0,4.0,5.322650056618951,55.62934269925024,106.82242000000001,5.790849308357132,0.6552662253379822,0.1688402932381837,24.33768356743513
5.0,0.0,56.94187173709175,1.0,850.0,5.915841536752605,13.399367873001212,27.32884658064516,1.0,16.382898379025534,7.52594900947104,1.0,10.91427109099953,16.0,68.8633858893416,1,12.0,1.0,93.0,1.0,30.0,1.0,4.3086580135928685,32.689469028963444,105.22077899999998,7.75339542612791,0.7512935400009155,0.13428580123260694,23.716245152068385
21.0,2.0,38.36876317641283,1.0,1215.0,11.56693341366217,5.732657799657993,27.32884658064516,3.0,18.757802635463186,2.8259470060016154,1.0,19.414764026702013,20.0,50.14457515247908,1,13.0,0.0,97.0,2.0,28.0,5.0,5.278226779000281,39.95901486749296,105.62573599999997,4.282408202352411,0.45452332496643066,0.11185409619914477,25.630721874964532
