V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,4.0,0.0,1.0,0.0,8.201442664329754,24.01637501223824,27.32884658064516,11.0,5.3275724349831215,0.0,2.0,1.0800852117961954,37.0,49.2924419019741,8,13.0,0.0,132.0,1.0,31.0,6.0,6.971873511051301,44.92687168680186,103.18165400000007,5.490726902770062,0.2623378336429596,0.18888130109985668,26.851524503481063
20.0,4.0,37.688894158810086,1.0,234.0,9.127098927412325,19.128880823944844,27.32884658064516,6.0,19.261660577522573,3.533241573561996,1.0,17.141320736818123,18.0,48.97125523961119,8,14.0,1.0,53.0,0.0,29.0,3.0,5.101646904016551,56.00169404241017,104.65027999999998,6.615312962596475,0.8568722009658813,0.1601384739241292,29.502601482214278
25.0,3.0,42.66048938960778,1.0,41.0,6.843459022327012,5.100169753470232,27.32884658064516,10.0,2.543291804012195,0.8149668634792917,1.0,1.8697278400630752,12.0,48.185573747165336,8,0.0,1.0,55.0,0.0,30.0,6.0,2.2414924414255593,40.28764401069445,107.97080199999999,6.926457013054669,0.5852859020233154,0.18719635212526364,26.8233396396233
8.0,2.0,41.94090532940491,1.0,751.0,11.421061741453594,29.971769755355098,27.32884658064516,7.0,15.199267398624508,2.0057297896180106,1.0,21.373826760458424,31.0,81.89967679424711,8,13.0,1.0,59.0,0.0,31.0,3.0,1.870442158158718,60.05208279152855,108.55245,9.71157700700586,0.7084155082702637,0.14975722361410548,27.94163072482501
8.0,4.0,40.80047183130844,1.0,541.0,9.813719711219075,22.515167918000827,27.32884658064516,15.0,0.7667498483113149,0.855691115042793,1.0,24.357163437805887,24.0,52.34557546311216,8,0.0,1.0,105.0,0.0,31.0,4.0,5.0504703308284675,34.42102851612371,110.52135699999997,7.078493595169291,0.6254300475120544,0.14604415436456197,24.527884302737522
69.0,3.0,5.902773271944007,1.0,486.0,5.415332458430979,27.650815549716377,27.32884658064516,8.0,25.782794906178502,7.634482818283548,1.0,5.942751135141776,6.0,50.21029630265631,8,13.0,1.0,128.0,1.0,27.0,3.0,6.109285036248185,59.880259627319546,101.93692199999995,7.239878821080907,0.6779517531394958,0.14729908317478624,26.799728271023167
0.0,5.0,12.720940783957449,1.0,1286.0,6.031666176930238,12.677782334953998,27.32884658064516,12.0,2.7534252478025447,5.9203770482427664,1.0,28.851470843466423,11.0,77.90586104090414,8,5.0,0.0,102.0,1.0,31.0,6.0,5.710217837988303,27.8018604604743,110.82275900000006,5.028158513699255,0.20638562738895416,0.17769561247248156,21.432484573956827
42.0,3.0,28.02017048873554,1.0,742.0,8.586541423110159,5.195164125324726,27.32884658064516,2.0,1.0128386881216904,6.9760487866487475,1.0,17.346024709036346,30.0,55.17917190959687,8,3.0,1.0,130.0,2.0,31.0,3.0,1.1437675607498023,44.30818285348061,105.86060500000004,10.941119912370793,0.736731231212616,0.1503698495996041,25.58697142879026
43.0,4.0,20.59895111072855,1.0,584.0,6.618348872564985,21.236150696926167,27.32884658064516,10.0,7.369541568948536,6.6688224991595,1.0,2.789919519870991,14.0,60.184020613365156,8,5.0,0.0,100.0,2.0,31.0,6.0,7.2141742215170055,39.065024626724316,109.18028200000002,7.5692200306498885,0.4840731620788574,0.16779145609350454,25.40520460155192
0.0,3.0,0.0,1.0,0.0,5.870464759919661,18.160955100426605,27.32884658064516,7.0,9.871926452866665,0.0,2.0,32.68463898907232,25.0,57.57696935627411,8,13.0,0.0,58.0,2.0,31.0,4.0,2.6647208233223014,38.45710257814101,105.11998000000007,8.53557945370605,0.23276694118976593,0.13834363472430608,27.68518014957342
0.0,4.0,1.7136282175401374,1.0,0.0,10.278850935334493,5.106222164500269,27.32884658064516,8.0,3.025385546016746,0.0,2.0,2.7139247313350303,36.0,47.75438852991222,8,6.0,0.0,89.0,1.0,31.0,3.0,5.345865452793985,57.527256494575795,106.36198300000007,3.030875812053641,0.22447824478149414,0.14797024029369277,25.290325126856743
37.0,0.0,11.857382596549982,1.0,189.0,10.834338077719643,39.74568103498359,27.32884658064516,8.0,6.126296662816855,4.815076965802968,1.0,21.700305947655917,20.0,68.3128674802058,8,14.0,0.0,60.0,2.0,4.0,5.0,6.252504089438743,61.5008520278202,104.92096300000001,5.463396395354591,1.002466082572937,0.11624277715554715,26.827702118962428
66.0,4.0,18.991081005541016,1.0,759.0,9.709163773957686,35.87098279804937,27.32884658064516,7.0,10.221326638553592,1.116953536174421,1.0,15.485490482014066,7.0,59.87998097149313,8,6.0,0.0,99.0,2.0,30.0,5.0,6.070128798093801,42.43550772646128,107.46739700000002,5.040729701777959,0.32263994216918945,0.1655004644743958,26.636051467623712
10.0,5.0,2.4098363083821206,1.0,984.0,7.280135180100562,5.513746448840142,27.32884658064516,1.0,18.364240716061786,1.1241275441448983,1.0,26.152327267232934,7.0,60.03592680036769,8,12.0,1.0,122.0,1.0,31.0,3.0,6.036276085810513,51.524489926743335,105.03761400000002,7.015884918824503,0.6097734570503235,0.1520501930886809,25.334692011959106
5.0,5.0,48.328146828889714,1.0,540.0,9.47163091208051,29.077347731183263,27.32884658064516,8.0,13.507319593619377,4.792331487688322,1.0,18.8132642279841,28.0,68.12937374649434,8,3.0,0.0,83.0,2.0,30.0,4.0,8.447432846471747,41.55713856540011,110.04156300000001,10.817330816465102,0.5008152723312378,0.1438553876514161,24.948329856973466
35.0,4.0,1.0725096611495744,1.0,222.0,5.831936072440298,12.609452640501374,27.32884658064516,6.0,4.190398261397151,5.037352863168815,1.0,8.138636860242826,37.0,66.66273546155769,8,14.0,1.0,61.0,1.0,31.0,6.0,3.660098357470914,29.477547717054218,106.78093400000002,10.130894919716065,0.7355973124504089,0.1729484694221527,26.58411313864812
40.0,0.0,39.762455320450044,1.0,1027.0,10.361113797745109,22.098741372312837,27.32884658064516,12.0,5.347620541686571,0.4449877191825524,1.0,13.225047433397156,19.0,56.65407225325573,8,8.0,0.0,130.0,2.0,31.0,6.0,7.798527196639112,58.90210423891928,106.18209400000002,8.51452059498865,0.34874850511550903,0.15555606556832324,26.157956443214285
18.0,5.0,43.512251016542045,1.0,82.0,9.193145529586445,32.792963810514856,27.32884658064516,9.0,21.752791718086453,2.2113829641567886,1.0,24.93916737454561,10.0,64.91778475912382,8,13.0,1.0,81.0,0.0,30.0,4.0,5.5156637973552165,42.367240529283684,105.288185,7.4968896880063784,0.7984141111373901,0.18807365293584022,27.285421321567753
4.0,5.0,54.19888871611018,1.0,304.0,6.542782412152449,42.2888233351836,27.32884658064516,2.0,1.9792841469375215,1.5825506001613387,1.0,13.200048372755706,10.0,75.33592064895997,8,14.0,0.0,106.0,2.0,28.0,1.0,6.850206090838936,42.16398971209221,106.528455,6.604270181503444,0.455820769071579,0.1681851566804472,24.54608937638666
84.0,5.0,31.425911464812913,1.0,1106.0,5.605557876159693,25.02616010236984,27.32884658064516,8.0,7.194215665684051,6.023255953918825,1.0,19.94549060731108,20.0,70.1903006618038,8,12.0,0.0,100.0,1.0,0.0,1.0,4.048164703892245,49.03771855356977,103.12890800000005,5.146074844269238,0.7729533910751343,0.13068751312797,25.669392112704042
