V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,5.0,29.027420765270254,1.0,493.0,5.0671013416728385,19.255649317034177,27.32884658064516,3.0,9.793846455313346,7.213159184194485,1.0,13.274001493837254,21.0,50.05560688779144,9,3.0,1.0,50.0,0.0,31.0,1.0,1.5359451606339074,35.47459951087166,102.91175399999999,5.444680790610586,0.8227328062057495,0.1789333863664412,26.550412071195787
48.0,5.0,36.801998918545834,1.0,305.0,7.951338628203228,30.011798121166795,27.32884658064516,15.0,13.780408850843742,9.98668244516367,1.0,14.156644551891628,28.0,59.9509883093351,9,13.0,0.0,89.0,1.0,31.0,1.0,4.640376806112831,32.86003129219777,106.01474100000001,6.493948977646735,0.36187314987182617,0.17270460963550902,28.676010924877318
27.0,5.0,30.217622591730418,1.0,1160.0,4.8035300618158026,33.519046965495626,27.32884658064516,13.0,14.537621174283807,1.7764854778609451,1.0,36.599897252254955,30.0,80.0331617283293,9,4.0,0.0,132.0,2.0,30.0,6.0,4.084746113399344,50.96263152201178,107.07343700000006,4.720437768039761,-0.026328667998313904,0.1553670968642987,23.092854457133416
9.0,2.0,9.02293488757871,1.0,1336.0,5.387996580602362,38.79246449267606,27.32884658064516,10.0,22.648439117673313,3.9083753230146328,1.0,21.10340156022023,16.0,59.32033888937376,9,12.0,1.0,66.0,1.0,28.0,1.0,5.771375391169025,51.02700454387082,102.76139899999998,10.278516657808304,0.6249616742134094,0.14741997789605496,24.88144546562361
79.0,4.0,42.77537838852333,1.0,686.0,8.725848942016682,37.336507905491054,27.32884658064516,15.0,3.6748799744905094,0.6406572558137558,1.0,16.112579668868015,11.0,63.21943420364008,9,4.0,1.0,84.0,1.0,30.0,6.0,7.157699794113933,46.60349559257492,105.47237799999999,9.078687441124442,0.5712394714355469,0.16191418753868136,25.981354203989415
48.0,4.0,24.577006478858532,1.0,1378.0,9.628990918298026,40.249320227498536,27.32884658064516,1.0,0.23048254943885266,6.170096879010071,1.0,22.519395614986458,17.0,81.84570356938258,9,8.0,0.0,50.0,1.0,31.0,5.0,2.5723565262854757,32.93766202254088,102.95383700000001,6.355423127072587,0.3884708881378174,0.16323992153734068,24.522056981241175
12.0,2.0,42.18935737714845,1.0,118.0,11.535826672941427,20.668240367339056,27.32884658064516,7.0,21.23061307392823,5.612562025621797,1.0,9.120844634199843,14.0,70.65432175624107,9,4.0,1.0,60.0,0.0,31.0,3.0,2.7950352274299055,31.87851827468731,103.81181900000001,10.748376881282454,0.6974375247955322,0.2229370185786632,26.939490659829215
49.0,4.0,28.244819404306995,1.0,734.0,4.46826908437064,36.29052184005923,27.32884658064516,0.0,11.044121756898292,7.761334471951039,1.0,36.30145826479042,13.0,47.108045910116694,9,5.0,0.0,113.0,2.0,29.0,4.0,4.790659910546468,41.001487101042585,107.960391,3.465916720227077,0.19659967720508575,0.16646526810803214,24.264294082624048
71.0,3.0,30.37218024500905,1.0,976.0,7.09925408351666,19.514115353821786,27.32884658064516,6.0,18.201217246426214,9.64889629480108,1.0,3.173487897207708,35.0,76.3010987059728,9,13.0,0.0,77.0,2.0,30.0,1.0,3.1453040339359064,40.87137067019699,105.33543900000001,7.853631595977723,0.43736207485198975,0.1669705012055662,27.24135661143763
3.0,5.0,35.47216166192595,1.0,1182.0,5.607472122597081,14.449849870713031,27.32884658064516,11.0,17.915345667152845,0.25340645937402706,1.0,19.442050204957994,2.0,50.35040402260422,9,5.0,1.0,127.0,1.0,30.0,6.0,4.408372203823539,47.9898836318678,108.73127200000003,4.592606111576027,0.6121938824653625,0.1700728081156239,21.383286140101532
47.0,0.0,50.31185431531324,1.0,840.0,8.206394143806682,36.01209641164508,27.32884658064516,3.0,5.61071147421737,0.04925162157945473,1.0,5.065743036311014,28.0,66.40236976857736,9,12.0,1.0,94.0,0.0,30.0,4.0,7.889297710827851,53.60739678128622,105.946935,7.959202516182801,0.6369907855987549,0.13536311342814872,27.514181562784945
