V4_Ventilation Day,Material_3,V3_Ventilation Duration (min),Additive_4,V2_Ventilation Interval (min),Initial pH,Initial C/N (%),Initial GI (%),Additive_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Additive_1,Initial Moisture Content (%),Material_Main,Material_2,M1_is Enclosed,Period (d), Composting Method,Turning times,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
54.0,5.0,51.73814212846787,1.0,1234.0,6.0156951002873305,32.83770464377101,27.32884658064516,1.0,8.598215750540685,0.7929439423522897,1.0,33.93148289187749,25.0,50.91566664655799,4,12.0,1.0,57.0,0.0,29.0,3.0,3.240791189571576,60.77323710187723,105.72886099999997,5.057591333435467,0.5755881071090698,0.16760323816245512,23.783310239139368
2.0,4.0,3.8398949453173703,1.0,851.0,6.217689463979491,26.585684833517863,27.32884658064516,1.0,18.48597455232193,6.754724115189402,1.0,0.4670197179979942,14.0,75.00620171889447,4,6.0,0.0,129.0,1.0,31.0,1.0,3.6350112313386327,53.350732583410434,110.297346,6.665411907566502,0.5180971622467041,0.1785023291975241,21.551213422732644
55.0,4.0,34.024219372837095,1.0,1250.0,6.436805939785416,31.4938534234521,27.32884658064516,7.0,1.88416067490708,3.8596064830247125,1.0,19.471183189703268,28.0,68.66813689228788,4,3.0,1.0,81.0,0.0,31.0,1.0,2.0112160699491946,52.59515447634661,106.80543500000005,9.633909581503111,0.9130007028579712,0.1573701230020254,23.061529349417746
33.0,2.0,39.35025641210743,1.0,1283.0,11.269117563421688,43.72067584732527,27.32884658064516,0.0,22.799584315195755,6.744319545207704,1.0,33.9978626031363,7.0,56.93740973829469,4,2.0,0.0,98.0,1.0,31.0,6.0,6.361672871194116,33.93695829615087,106.962139,10.176185227087524,0.08123428374528885,0.15833481343582106,22.857980163869748
59.0,5.0,28.395175201302067,1.0,185.0,5.225048621756331,31.17734842187015,27.32884658064516,6.0,21.170652657300824,5.443167520492466,1.0,33.74786431031127,2.0,47.82856718105932,4,2.0,1.0,71.0,0.0,28.0,3.0,3.493193000873052,48.55653390628309,103.668825,6.597702706944819,0.763610303401947,0.17758269235089202,22.190146569924224
69.0,2.0,39.053954330834294,1.0,1236.0,4.503624706498336,17.93993404436607,27.32884658064516,7.0,11.57328628868513,4.345569418273371,1.0,31.553050220762252,18.0,67.9295988236881,4,13.0,0.0,93.0,2.0,19.0,1.0,5.897461802094341,53.950468379656044,104.733813,8.41112950800289,0.14894866943359375,0.1416996636441598,24.323781531146864
68.0,3.0,2.170111625602651,1.0,538.0,5.459654247467778,42.575756616254225,27.32884658064516,2.0,4.156551395541497,7.434838767178979,1.0,35.35416019305392,23.0,66.60321475491172,4,12.0,1.0,132.0,1.0,28.0,5.0,5.94136614493206,57.85294573789429,103.84883399999998,10.038867446551697,0.7337920069694519,0.14518967576906106,23.678812728451234
4.0,0.0,2.103413872119071,1.0,784.0,6.7506363614107645,11.344385992819822,27.32884658064516,12.0,20.910783504658948,4.240257780064534,1.0,27.677716296369116,6.0,81.17301810312061,4,5.0,0.0,66.0,1.0,21.0,6.0,3.922932531133612,56.414604330288626,103.27538000000003,5.515332206984052,0.5887380838394165,0.1665459434152069,20.760999203398114
0.0,5.0,27.59299389715767,1.0,1252.0,6.910263516546895,22.184117536769115,27.32884658064516,11.0,23.01442324188809,1.6692071690890264,1.0,10.913264804782589,36.0,61.91386117972834,4,14.0,0.0,133.0,1.0,22.0,4.0,3.1102122848674894,27.44879789238341,103.90622200000003,5.286561025725792,0.1637025773525238,0.1633052697607887,24.981783577632168
1.0,4.0,30.340953770315863,1.0,1377.0,9.903554534908968,45.46085726334869,27.32884658064516,9.0,4.005657918399576,1.5542527750202961,1.0,32.55817269474505,25.0,47.1322983068688,4,14.0,1.0,70.0,0.0,22.0,6.0,6.189909349517357,33.40261950741849,103.40037500000003,5.838692857274532,0.10487324744462967,0.13560008508145255,24.69139362595387
2.0,3.0,16.926316063224785,1.0,1152.0,10.432475695939315,32.39294169524221,27.32884658064516,2.0,1.2376735064330509,5.5978676426195015,1.0,34.096362159230246,25.0,78.51848785191495,4,3.0,0.0,83.0,1.0,31.0,4.0,1.3617898213148278,33.736458536711496,107.90601700000005,7.907325457550689,0.16916750371456146,0.15319978650957866,20.75821895012828
53.0,4.0,32.00744805777274,1.0,1190.0,6.004357542465437,13.075412266556098,27.32884658064516,10.0,10.161134788602906,9.293495758423976,1.0,8.43764106226018,17.0,67.98209222685179,4,13.0,1.0,78.0,0.0,31.0,5.0,5.3109523944699255,43.66084835322442,105.58642000000002,9.111058151501224,0.6477009057998657,0.13865898015659056,25.05974444287965
42.0,2.0,16.42119974482579,1.0,1399.0,11.572133867689072,22.466113372609612,27.32884658064516,12.0,17.20060119006581,1.9828031962950898,1.0,11.252014527924537,12.0,47.625474494120326,4,14.0,0.0,130.0,2.0,16.0,3.0,1.810412485639453,47.71585099688451,101.54952600000003,4.7253005024394845,0.28090614080429077,0.14133919251827867,26.019547805967207
6.0,3.0,42.73086638925091,1.0,31.0,8.431522917665223,37.9334263980642,27.32884658064516,11.0,6.291762899654062,7.542711677373718,1.0,33.18123573711505,14.0,66.4205632427985,4,4.0,1.0,96.0,2.0,31.0,3.0,8.464484701804976,32.37195031678111,106.75193900000002,11.045644321814459,0.7763950824737549,0.17546820172857303,22.88690492837115
25.0,5.0,7.298098910758666,1.0,570.0,11.64007274353078,16.360838237291368,27.32884658064516,7.0,19.146587742328144,8.748724836911462,1.0,5.030887616188675,4.0,66.31020334673893,4,2.0,0.0,69.0,2.0,25.0,1.0,3.9820538676522226,29.89216063753669,102.86523700000002,7.7309887236246615,0.42828866839408875,0.1640221079654094,23.68998527585531
9.0,4.0,36.08515888720449,1.0,300.0,4.384484408884418,25.174686684685955,27.32884658064516,11.0,10.622952348867472,6.135660150344448,1.0,23.484798497666432,31.0,76.8953266961459,4,0.0,0.0,86.0,2.0,30.0,6.0,4.1901647915641576,52.257917977846844,105.71131900000005,10.246720259899023,0.37537044286727905,0.1563591984849542,20.980552077274147
0.0,5.0,48.64806987786321,1.0,66.0,10.534842082160086,28.22341084903161,27.32884658064516,1.0,15.859006873328257,5.191500211201969,1.0,12.692288054430657,2.0,44.70768939797629,4,4.0,0.0,87.0,1.0,28.0,4.0,1.9802778117058708,61.62547734855043,105.042055,3.6831624362767768,0.27339062094688416,0.18951194500806398,20.609093227418242
0.0,5.0,0.08509980835113964,1.0,0.0,9.2807799698686,13.014917495610147,27.32884658064516,8.0,4.110100420832979,0.0,2.0,9.640890077328006,35.0,55.98333642461965,4,6.0,0.0,120.0,2.0,30.0,4.0,4.846440856639269,58.93005787457838,104.11405100000006,4.904374803410826,0.2243640124797821,0.12515466218696408,22.409918294337373
72.0,2.0,25.017430429804403,1.0,1336.0,7.007063914353557,11.958981085863888,27.32884658064516,7.0,18.104976776451846,6.479334241151876,1.0,6.789591603650418,34.0,55.32213655550962,4,8.0,0.0,95.0,1.0,30.0,3.0,6.201643360289764,47.59872902531271,104.87024200000005,6.296693867060606,0.4188145399093628,0.16168204022385746,24.919941163271012
60.0,5.0,0.4484492114031857,1.0,1223.0,9.610342521930878,39.825397923490584,27.32884658064516,3.0,8.775409004734566,2.426028418720331,1.0,13.056165407322016,17.0,79.61372394349992,4,12.0,1.0,96.0,0.0,28.0,5.0,1.946430716135797,52.732327154613756,104.76783299999997,7.660088852188697,0.9044439196586609,0.1621677259116971,25.09373431818804
0.0,3.0,0.0,1.0,0.0,7.4890358723989525,38.47458936747268,27.32884658064516,3.0,7.991567448233707,0.0,2.0,26.30912027862003,13.0,69.70359606902484,4,14.0,0.0,82.0,1.0,31.0,5.0,3.432170593834901,45.6628952898491,105.60228400000004,8.609966852635155,0.2132418155670166,0.16556476454606897,22.57811550762732
38.0,2.0,34.22796382744469,1.0,799.0,11.728322174132007,38.10377983731865,27.32884658064516,5.0,0.3247748122175693,3.152588487979454,1.0,3.413669410822067,17.0,56.266485884463144,4,2.0,0.0,91.0,1.0,28.0,3.0,6.816538408585416,41.50615297836217,101.85178800000007,10.416329447949535,0.5709475874900818,0.1508362613547958,24.294919094328208
