Material_Main,Turning times,Intermittent ratio, Composting Method,M1_is Enclosed,Period (d),V4_Ventilation Day,Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),NH3-N loss (%)
8,0.0,0.0,0,1,22.0,22.0,0.0,4,0.002,0.44553,62.8218,18.095
8,0.0,0.0,0,1,22.0,22.0,0.0,4,0.002,0.50545,63.5272,28.3484
8,0.0,0.0,0,1,22.0,22.0,0.0,4,0.002,0.39392,61.745,20.6739
8,0.0,0.0,0,1,22.0,22.0,0.0,4,0.002,0.33792,62.5248,13.8777
8,0.0,0.0,0,1,22.0,22.0,0.0,4,0.002,0.39392,62.0792,29.4174
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.41392,60.3523,22.7325
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.41392,61.1092,20.3273
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.39392,62.0116,17.2198
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.3923,62.5648,11.7777
8,0.0,0.0,0,1,22.0,22.0,0.0,0,0.002,0.41392,61.575,14.7074
8,0.0,0.0,0,1,22.0,22.0,0.0,4,0.002,0.44553,63.1761,29.8424
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.35,57.5744,9.1448
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.41392,61.183,7.9158
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.41392,60.5878,5.0544
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.41392,59.9182,14.8176
8,0.0,0.0,0,1,22.0,22.0,0.0,5,0.002,0.41392,61.0342,23.2875
8,0.0,0.5,0,1,20.0,20.0,0.0,4,0.004,3.44933,71.2,2.66375
8,0.0,0.5,0,1,20.0,20.0,3.02267,4,0.004,1.89619,69.1,1.57823
8,0.0,0.5,0,1,20.0,20.0,3.02267,4,0.004,3.53938,69.8,1.86471
8,0.0,0.5,0,1,20.0,20.0,3.52267,4,0.004,3.53938,70.0,3.84607
9,0.0,0.0,2,1,56.0,56.0,0.0,5,1.37,0.108,69.4,16.5
9,0.0,0.0,2,1,56.0,56.0,1.7301,5,1.37,0.108,71.1,27.5
9,0.0,0.0,2,1,56.0,56.0,0.32468,5,1.37,0.108,69.2,36.2
9,0.0,0.0,2,1,56.0,56.0,0.0,5,1.37,0.108,70.3,24.8
9,0.0,0.0,2,1,56.0,56.0,2.83688,4,1.18,0.108,71.8,24.9
9,15.8,0.0,0,1,31.6,31.6,0.0,5,0.3,0.06349,68.5,4.37643
7,15.8,0.0,0,1,31.6,31.6,0.0,5,0.3,0.07479,68.8,10.20627
1,15.45,0.0,0,1,30.9,30.9,0.0,5,0.3,0.13333,62.5,0.31793
3,15.85,0.0,0,1,31.7,31.7,0.0,4,0.3,0.17423,49.3,0.01038
3,15.85,0.0,0,1,31.7,31.7,0.0,4,0.3,0.14742,59.3,0.00975
3,15.45,0.0,0,1,30.9,30.9,0.0,4,0.3,0.13839,44.6,0.09463
1,15.8,0.0,0,1,31.6,31.6,0.0,4,0.3,0.10315,69.3,0.5021
1,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,4,0.98322,0.76086,64.42877,0.00133
5,15.35,0.0,0,1,30.7,30.7,0.0,5,0.3,0.09,50.0,0.04284
5,15.4,0.0,0,1,30.8,30.8,0.0,5,0.3,0.14399,53.7,0.21616
8,15.45,0.0,0,1,30.9,30.9,0.0,5,0.3,0.16469,49.4,2.09466
1,15.8,0.0,0,1,31.6,31.6,0.0,5,0.3,0.1738,62.6,0.53156
6,15.35,0.0,0,1,30.7,30.7,0.0,4,0.3,0.17962,60.1,0.7338
6,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,4,0.98322,0.76086,64.42877,0.00779
1,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,4,0.98322,0.76086,64.42877,0.07871
0,6.0,0.0,0,1,66.0,66.0,0.0,5,0.028,0.4,72.7,23.7467
0,6.0,0.0,0,1,66.0,66.0,0.0,5,0.028,0.4,71.7,20.78947
0,6.0,0.0,0,1,66.0,66.0,0.0,5,0.028,0.2,71.7,17.63158
0,6.0,0.0,0,1,66.0,66.0,0.0,4,0.028,0.2,68.8,11.45833
0,6.0,0.0,0,1,66.0,66.0,0.0,4,0.028,0.2,69.5,9.36556
0,6.0,0.0,0,1,66.0,66.0,0.0,4,0.028,0.2,67.3,13.15789
0,6.0,0.0,0,1,66.0,66.0,0.0,5,0.028,0.2,71.8,18.99736
0,0.0,0.0,1,0,64.0,0.0,0.0,5,1.1,0.0,74.27405,8.84253
0,0.0,0.0,1,1,64.0,0.0,0.0,5,1.1,0.0,74.27405,8.03866
0,5.33333,0.0,1,1,64.0,0.0,0.0,5,1.1,0.0,74.27405,17.68506
0,5.33333,0.02128,1,1,64.0,64.0,0.0,5,1.1,2.5,74.27405,24.11599
7,7.5,0.01389,0,1,30.0,30.0,0.0,5,0.1,0.00833,60.0,8.8
7,7.5,0.01389,0,1,30.0,30.0,10.0,5,0.1,0.00833,60.0,8.6
7,7.5,0.01389,0,1,30.0,30.0,10.0,5,0.1,0.00833,60.0,6.4
0,0.0,0.0,0,1,20.0,20.0,0.0,5,0.06,0.21,60.22,17.2859
0,0.0,1.0,0,1,20.0,20.0,0.0,5,0.06,0.42,60.22,13.0478
0,0.0,0.33333,0,1,20.0,20.0,0.0,5,0.06,0.84,60.22,13.9488
9,6.22222,0.0,0,1,56.0,0.0,0.0,5,0.1,0.0,68.20741,20.65
9,6.22222,0.0,0,1,56.0,0.0,15.0,5,0.1,0.0,63.32171,28.11
9,6.22222,0.0,0,1,56.0,0.0,10.0,5,0.1,0.0,64.08171,13.86
9,6.22222,0.0,0,1,56.0,0.0,25.0,5,0.1,0.0,61.88594,19.21
0,0.0,0.0,0,1,21.0,21.0,0.0,5,0.06,0.21,55.0,14.75511
0,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,8.92663
0,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,6.29648
8,7.0,0.0,0,1,35.0,35.0,0.0,5,0.06,0.2,72.1,29.52
8,7.0,0.0,0,1,35.0,35.0,10.0,5,0.06,0.2,72.1,24.68
8,7.0,0.0,0,1,35.0,35.0,10.0,5,0.06,0.2,72.1,21.16
8,7.0,0.0,0,1,35.0,35.0,12.5,5,0.06,0.2,72.1,32.03
8,7.0,0.0,0,1,35.0,35.0,12.5,5,0.06,0.2,72.1,22.91
9,21.0,0.0,0,1,21.0,21.0,0.0,5,1.2096,0.24,59.81,17.13
9,21.0,0.0,0,1,21.0,21.0,0.0,0,1.2096,0.24,60.21,11.11
7,1.0,0.0,0,1,15.0,15.0,0.0,4,0.018,0.9532,65.03,23.4667
7,1.0,0.0,0,1,15.0,15.0,29.0,4,0.018,0.90506,63.17,17.6
7,1.0,0.0,0,1,15.0,15.0,29.0,4,0.018,0.88629,62.39,21.2267
7,1.0,0.0,0,1,15.0,15.0,29.0,4,0.018,0.89127,62.6,18.6667
7,1.0,0.0,0,1,15.0,15.0,29.0,4,0.018,0.8765,61.97,19.4133
7,1.0,0.0,0,1,15.0,15.0,29.0,4,0.018,0.91149,63.43,20.6933
5,6.42857,0.0,0,0,45.0,0.0,0.0,5,0.06,0.0,64.06,29.8
5,6.42857,0.0,0,0,45.0,0.0,0.0,5,0.06,0.0,64.06,22.8
9,17.5,0.0,0,1,70.0,0.0,0.0,5,1.2096,0.0,63.6,18.5
9,17.5,0.0,0,1,70.0,70.0,0.0,5,1.2096,0.18,63.6,20.0
9,17.5,0.0,0,1,70.0,70.0,0.0,5,1.2096,0.36,63.6,31.5
9,17.5,2.0,0,1,70.0,70.0,0.0,5,1.2096,0.54,63.6,25.3
0,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,6.39252
0,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,0.78505
7,0.0,0.0,0,1,31.0,31.0,0.0,5,0.01,0.48,71.0,26.4179
7,0.0,0.0,0,1,31.0,31.0,0.0,5,0.01,0.23,71.0,17.5746
7,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,21.6606
7,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,16.3433
9,7.5,5.0,0,1,30.0,30.0,0.0,5,0.06,0.48,65.9,29.1
9,7.5,5.0,0,1,30.0,30.0,10.0,5,0.06,0.48,69.63,22.8
9,7.5,5.0,0,1,30.0,30.0,10.2,5,0.06,0.48,69.63,21.6
9,7.5,5.0,0,1,30.0,30.0,5.2,5,0.06,0.48,69.13,24.6
9,7.71429,0.0,1,0,54.0,0.0,0.0,5,0.13,0.0,68.20741,11.4
9,7.71429,0.0,1,0,54.0,0.0,15.0,5,0.13,0.0,62.82171,10.1
9,7.71429,0.0,1,0,54.0,0.0,15.0,5,0.13,0.0,62.82171,9.0
9,7.71429,0.0,1,0,54.0,0.0,0.0,5,0.13,0.0,68.20741,20.5
9,7.71429,0.0,1,0,54.0,0.0,6.0,5,0.13,0.0,63.36549,16.4
9,7.71429,0.0,1,0,54.0,0.0,6.0,5,0.13,0.0,63.36549,15.7
0,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,18.91355
0,4.89904,0.30129,0,1,42.95345,24.0761,4.34225,5,0.98322,0.76086,64.42877,7.0952
8,5.0,0.02778,0,1,45.0,45.0,0.0,5,0.12,1.97084,65.0,7.3
8,5.0,0.02778,0,1,45.0,45.0,5.0,5,0.12,2.55513,65.0,4.09
8,5.0,0.02778,0,1,45.0,45.0,1.0,5,0.12,1.71142,65.0,3.58
8,5.0,0.02778,0,1,45.0,45.0,1.0,5,0.12,1.71142,65.0,0.8
8,5.0,0.02778,0,1,45.0,45.0,3.0,5,0.12,1.43942,65.0,0.98
8,5.0,0.02778,0,1,45.0,45.0,3.0,5,0.12,1.43942,65.0,1.57
8,5.0,0.02778,0,1,45.0,45.0,5.0,5,0.12,2.55513,65.0,2.89
9,0.0,0.0,0,1,50.0,50.0,0.0,5,0.1,0.3,60.0,2.48
9,0.0,0.0,0,1,50.0,50.0,10.0,5,0.1,0.3,60.0,1.57
9,0.0,0.0,0,1,50.0,50.0,10.0,5,0.1,0.3,60.0,1.74
9,0.0,0.0,0,1,50.0,50.0,20.0,5,0.1,0.3,60.0,0.86
8,7.0,0.0,0,1,35.0,35.0,0.0,5,0.06,0.1,72.86,18.4
8,7.0,0.0,0,1,35.0,35.0,0.0,5,0.06,0.2,72.86,21.2
8,7.0,0.0,0,1,35.0,35.0,0.0,5,0.06,0.3,72.86,19.1
9,9.33333,0.0,0,1,28.0,28.0,2.03425,5,0.06,0.25,57.74443,17.9
9,9.33333,0.0,0,1,28.0,28.0,2.03425,5,0.06,0.25,57.74443,16.1
9,9.33333,0.0,0,1,28.0,28.0,2.03425,5,0.06,0.25,57.74443,18.4
9,9.33333,0.0,0,1,28.0,28.0,2.03425,5,0.06,0.25,57.74443,15.8
9,9.33333,0.0,0,1,28.0,28.0,2.03425,5,0.06,0.25,57.74443,17.2
0,0.0,0.0,1,0,90.0,0.0,0.0,5,0.02069,0.0,73.564,0.41
0,0.0,0.0,1,0,90.0,0.0,0.0,4,0.02069,0.0,73.564,0.13
0,0.0,0.0,1,0,90.0,0.0,0.0,4,0.02069,0.0,73.564,0.23
