Aeration method,Material_2,M1_is Enclosed, Composting Method,Material_Main,Period (d),V4_Ventilation Day,V1_Ventilation Type,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),Additive_1,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),Final GI (%)
0,7,0.75,0,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,22,0.44,11,20.54,101.1
0,7,0.75,0,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,19,0.44,11,20.54,65.5
0,7,0.75,0,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,19,0.44,5,20.54,85.71
0,7,0.75,0,5,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,12,0.44,11,20.54,48.3
1,4,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,72.7,22,0.4,11,18.0,97.75
1,4,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,71.7,22,0.4,11,18.0,93.24
1,4,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,71.7,22,0.2,11,18.0,49.18
1,7,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,68.8,22,0.2,11,22.0,95.0
1,7,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,69.5,22,0.2,11,26.0,86.88
1,7,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,67.3,22,0.2,11,29.0,91.67
1,4,1.0,0,0,66.0,66.0,0,0.0,0.0,11.0,0.0,0.03,71.8,22,0.2,11,18.0,112.3
2,6,0.0,1,0,64.0,0.0,2,0.0,0.0,0.0,0.0,1.1,74.27,22,0.0,11,18.78,65.8
2,6,1.0,1,0,64.0,0.0,2,0.0,0.0,0.0,0.0,1.1,74.27,22,0.0,11,18.21,84.29
3,6,1.0,1,0,64.0,0.0,2,0.0,0.0,12.0,0.0,1.1,74.27,22,0.0,11,18.21,109.97
1,6,0.75,1,0,42.77,22.5,1,2.17,8.47,5.45,5.25,1.46,64.48,22,0.44,11,20.54,117.97
3,1,1.0,1,1,40.0,0.0,2,0.0,0.0,9.0,0.0,0.2,65.0,22,0.0,11,29.71,97.62
3,1,1.0,1,1,40.0,0.0,2,0.0,0.0,9.0,1.0,0.2,65.0,20,0.0,11,29.85,130.59
3,1,1.0,1,1,40.0,0.0,2,0.0,0.0,9.0,5.0,0.2,65.0,4,0.0,11,33.08,105.71
3,1,1.0,1,1,40.0,0.0,2,0.0,0.0,9.0,6.0,0.2,65.0,4,0.0,10,33.44,131.79
