Material_Main,Turning times,Period (d),V2_Ventilation Interval (min),M1_is Enclosed, Composting Method,Additive_3,Additive_2,Additive_1,Material_2,Additive_4,Material_3,Compost volume (m3),V1_Ventilation Type,V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Initial GI (%),Initial pH,Initial C/N (%),Initial Moisture Content (%),Final GI (%)
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.18798,26.03,60.0,86.2731
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.2296,26.03,60.0,84.059
10,3.5,70.0,0.0,0.0,1,4,11,27,13,1,4,1.046,2.0,0.0,0.0,0.0,0.0,46.3494,8.58,21.09164,65.7,116.483
10,3.5,70.0,0.0,1.0,1,4,11,27,13,1,4,1.036,2.0,0.0,0.0,0.0,0.0,37.7002,8.58,20.00523,65.7,94.5508
10,7.0,70.0,0.0,0.0,1,4,11,27,13,1,4,0.929,2.0,0.0,0.0,0.0,0.0,28.4546,8.58,20.16346,65.7,118.588
10,7.0,70.0,0.0,1.0,1,4,11,27,13,1,4,1.113,2.0,0.0,0.0,0.0,0.0,41.7938,8.58,21.40811,65.7,97.0069
10,0.0,70.0,0.0,0.0,1,4,11,27,13,1,4,3.395,2.0,0.0,0.0,0.0,0.0,27.4015,8.58,20.16151,65.7,54.0264
10,0.0,70.0,0.0,1.0,1,4,11,27,13,1,4,0.912,2.0,0.0,0.0,0.0,0.0,46.706,8.58,21.70559,65.7,60.1649
10,7.0,70.0,0.0,0.0,1,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,39.3,7.4,17.4,64.0,85.2
10,7.0,70.0,0.0,1.0,1,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,39.3,7.4,17.4,64.0,80.6
10,14.0,70.0,0.0,0.0,1,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,39.3,7.4,17.4,64.0,73.5
10,14.0,70.0,0.0,1.0,1,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,39.3,7.4,17.4,64.0,70.5
10,0.0,70.0,0.0,0.0,1,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,39.3,7.4,17.4,64.0,67.4
10,0.0,70.0,0.0,1.0,1,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,39.3,7.4,17.4,64.0,65.6
8,7.0,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.2,38.6,7.78,11.37,72.1,97.4
10,8.0,56.0,0.0,1.0,0,4,11,27,13,1,4,1.2,2.0,0.0,0.0,0.0,0.0,33.75425,7.89425,18.98238,67.6,121.3
10,8.0,56.0,0.0,1.0,0,4,11,4,13,1,4,1.2,2.0,0.0,0.0,3.3,0.0,30.94543,7.84081,18.98238,67.6,102.0
10,8.0,56.0,0.0,1.0,0,4,11,4,13,1,4,1.2,2.0,0.0,0.0,6.6,0.0,31.15648,7.56281,18.98238,67.6,112.2
10,8.0,56.0,0.0,1.0,0,4,11,4,13,1,4,1.2,2.0,0.0,0.0,9.9,0.0,27.69723,7.34205,18.98238,67.6,121.4
10,8.0,56.0,0.0,1.0,0,4,11,4,13,1,4,1.2,2.0,0.0,0.0,13.2,0.0,27.69723,7.32895,18.98238,67.6,82.5
7,3.11111,28.0,0.0,1.0,0,4,11,27,13,1,4,0.13,2.0,0.0,0.0,0.0,0.0,22.0588,6.54514,30.8801,61.4561,121.0
7,3.11111,28.0,0.0,1.0,0,4,11,8,13,1,4,0.13,2.0,0.0,0.0,2.0,0.0,14.4118,6.85143,30.0375,60.661,127.0
0,5.33333,64.0,0.0,0.0,1,4,11,27,13,1,4,1.0,2.0,0.0,0.0,0.0,0.0,29.47002,7.9,21.05429,74.0,65.9
0,5.33333,64.0,0.0,1.0,1,4,11,27,13,1,4,1.0,2.0,0.0,0.0,0.0,0.0,29.47002,7.9,21.05429,74.0,84.8
0,5.33333,64.0,0.0,1.0,1,4,11,27,13,1,4,1.0,2.0,0.0,0.0,0.0,0.0,29.47002,7.9,21.05429,74.0,110.4
0,5.33333,64.0,0.0,1.0,1,4,11,27,13,1,4,1.0,0.0,64.0,0.0,0.0,1.157,36.06254,7.9,20.6,74.0,117.9
7,0.0,25.0,30.0,1.0,0,4,11,27,13,1,2,0.06,1.0,25.0,30.0,0.0,0.82645,31.54192,7.1,20.12346,60.0,97.0
7,0.0,25.0,30.0,1.0,0,4,11,27,13,1,2,0.06,1.0,25.0,30.0,0.0,1.64384,33.77192,6.9,20.01965,60.0,106.28
10,14.0,28.0,30.0,1.0,0,4,11,27,13,1,4,0.07122,1.0,28.0,30.0,0.0,0.8589,18.448,7.2692,15.04166,60.0,75.0
10,14.0,28.0,30.0,1.0,0,4,11,27,13,1,4,0.07122,1.0,28.0,30.0,0.0,0.92562,21.0835,7.2692,19.96354,60.0,88.5
10,14.0,28.0,30.0,1.0,0,4,11,27,13,1,4,0.07122,1.0,28.0,30.0,0.0,0.90323,33.47,7.14183,24.98683,60.0,116.05
2,7.0,28.0,60.0,1.0,0,4,11,27,5,1,4,0.06,1.0,28.0,30.0,0.0,1.20727,44.4,5.75,25.0,66.9,70.8
2,7.0,28.0,60.0,1.0,0,4,11,27,0,1,4,0.06,1.0,28.0,30.0,0.0,0.96434,51.4,5.36,20.9,58.6,121.4
7,0.0,21.0,30.0,1.0,2,4,11,27,8,1,4,0.06,1.0,21.0,30.0,0.0,0.15543,31.09347,8.89,30.3,59.79,107.576
7,0.0,21.0,30.0,1.0,2,4,11,27,8,1,4,0.06,1.0,21.0,30.0,0.0,0.31087,31.09347,8.89,30.3,59.79,117.677
7,0.0,21.0,30.0,1.0,2,4,11,27,8,1,4,0.06,1.0,21.0,30.0,0.0,0.15543,31.09347,8.89,30.3,59.79,88.3838
8,6.0481,44.97885,120.0,1.0,0,4,11,27,8,1,4,0.74985,1.0,31.30906,6.87009,4.49092,1.05353,27.33179,7.55315,21.87084,63.23219,101.1
8,0.0,20.0,120.0,1.0,0,4,11,24,8,1,4,0.004,1.0,20.0,60.0,3.0,0.776,37.2913,7.19,12.5,69.1,65.5
8,6.0481,44.97885,120.0,1.0,0,4,13,24,8,1,4,0.74985,1.0,31.30906,6.87009,4.49092,1.05353,27.33179,7.55315,21.87084,63.23219,85.7143
8,0.0,20.0,120.0,1.0,0,4,11,31,8,1,4,0.004,1.0,20.0,60.0,1.55,0.82263,49.3506,7.45,13.3,70.0,48.3
0,6.0,66.0,0.0,1.0,0,4,11,27,5,1,4,0.028,0.0,66.0,0.0,0.0,0.4,34.4262,7.55687,18.0,72.7,97.7459
0,6.0,66.0,0.0,1.0,0,4,11,27,5,1,4,0.028,0.0,66.0,0.0,0.0,0.4,34.4262,7.55687,18.0,71.7,93.2377
0,6.0,66.0,0.0,1.0,0,4,11,27,5,1,4,0.028,0.0,66.0,0.0,0.0,0.2,34.4262,7.55687,18.0,71.7,49.1803
0,6.0,66.0,0.0,1.0,0,4,11,27,8,1,4,0.028,0.0,66.0,0.0,0.0,0.2,32.0833,6.99087,22.0,68.8,95.0
0,6.0,66.0,0.0,1.0,0,4,11,27,8,1,4,0.028,0.0,66.0,0.0,0.0,0.2,31.6667,6.99087,26.0,69.5,86.875
0,6.0,66.0,0.0,1.0,0,4,11,27,8,1,4,0.028,0.0,66.0,0.0,0.0,0.2,35.0,7.40391,29.0,67.3,91.6667
0,6.0,66.0,0.0,1.0,0,4,11,27,5,1,4,0.028,0.0,66.0,0.0,0.0,0.2,34.4262,8.43,18.0,71.8,112.295
0,0.0,64.0,0.0,0.0,1,4,11,27,13,1,4,1.1,2.0,0.0,0.0,0.0,0.0,38.7423,7.9,23.2134,74.27405,65.7975
0,0.0,64.0,0.0,1.0,1,4,11,27,13,1,4,1.1,2.0,0.0,0.0,0.0,0.0,38.7423,7.9,23.2134,74.27405,84.2945
0,5.33333,64.0,0.0,1.0,1,4,11,27,13,1,4,1.1,2.0,0.0,0.0,0.0,0.0,38.7423,7.9,21.05429,74.27405,109.969
0,5.33333,64.0,1410.0,1.0,1,4,11,27,13,1,4,1.1,1.0,64.0,30.0,0.0,2.5,38.7423,7.9,19.52418,74.27405,117.975
1,4.44444,40.0,0.0,1.0,1,4,11,27,13,1,4,0.2,2.0,0.0,0.0,0.0,0.0,50.3571,7.6376,29.7094,65.0,97.619
1,4.44444,40.0,0.0,1.0,1,4,11,25,13,1,4,0.2,2.0,0.0,0.0,1.0,0.0,52.381,7.74491,29.8465,65.0,130.595
1,4.44444,40.0,0.0,1.0,1,4,11,2,13,1,4,0.2,2.0,0.0,0.0,5.0,0.0,49.7619,7.65293,33.0811,65.0,105.714
1,4.44444,40.0,0.0,1.0,1,4,10,2,13,1,4,0.2,2.0,0.0,0.0,6.0,0.0,50.7143,7.61269,33.4375,65.0,131.786
0,0.0,20.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,20.0,0.0,0.0,0.21,42.5336,7.53,29.35,60.22,90.14
0,0.0,20.0,10.0,1.0,0,4,11,27,13,1,4,0.06,1.0,20.0,10.0,0.0,0.42,42.5336,7.53,29.35,60.22,94.79
0,0.0,20.0,15.0,1.0,0,4,11,27,13,1,4,0.06,1.0,20.0,5.0,0.0,0.84,42.5336,7.53,29.35,60.22,88.56
7,3.0,30.0,0.0,0.0,1,4,11,27,13,1,4,0.1458,2.0,0.0,0.0,0.0,0.0,55.8948,7.50003,20.0,61.0,87.5514
7,3.0,30.0,0.0,0.0,1,4,11,27,13,1,4,0.1458,2.0,0.0,0.0,0.0,0.0,55.6409,7.45559,25.0,61.0,86.1971
7,3.0,30.0,0.0,0.0,1,4,11,27,13,1,4,0.1458,2.0,0.0,0.0,0.0,0.0,50.9855,7.41485,30.0,61.0,83.8271
10,6.22222,56.0,0.0,1.0,0,4,11,27,13,1,4,0.1,2.0,0.0,0.0,0.0,0.0,27.2527,7.694,24.8781,68.51741,114.286
10,6.22222,56.0,0.0,1.0,0,4,11,2,13,1,4,0.1,2.0,0.0,0.0,10.0,0.0,24.2637,6.73299,26.366,62.9923,123.429
0,0.0,21.0,0.0,1.0,0,4,11,27,5,1,4,0.06,0.0,21.0,0.0,0.0,0.21,27.0292,7.26,11.5,55.0,70.9552
0,0.0,21.0,0.0,1.0,0,4,11,17,5,1,4,0.06,0.0,21.0,0.0,20.0,0.21,52.3342,7.36,14.7,55.0,90.0531
0,0.0,21.0,0.0,1.0,0,4,11,17,5,1,4,0.06,0.0,21.0,0.0,20.0,0.21,68.5675,7.21,14.0,55.0,113.607
0,15.5,31.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,31.0,0.0,0.0,0.09384,36.12385,9.1,14.2,65.4,84.4
0,15.5,31.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,31.0,0.0,0.0,0.15639,36.12385,9.1,14.2,65.4,70.1
0,15.5,31.0,20.0,1.0,0,4,11,27,13,1,4,0.06,1.0,31.0,10.0,0.0,0.28151,43.50719,9.1,14.2,65.4,80.4
10,0.0,48.0,0.0,1.0,0,4,11,27,3,1,4,0.045,0.0,48.0,0.0,0.0,0.3279,54.5,8.82,17.07927,50.0,126.4
7,0.0,48.0,0.0,1.0,0,4,11,27,3,1,4,0.045,0.0,48.0,0.0,0.0,0.34666,9.4,8.08,17.32857,50.0,89.3
9,0.0,48.0,0.0,1.0,0,4,11,27,3,1,4,0.045,0.0,48.0,0.0,0.0,0.38698,34.3,8.66,19.33299,50.0,118.3
5,0.0,48.0,0.0,1.0,0,4,11,27,12,1,4,0.045,0.0,48.0,0.0,0.0,0.32143,23.2,8.19,21.56792,50.0,102.3
8,7.0,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.2,38.6235,7.82186,10.57997,72.1,113.314
8,7.0,35.0,0.0,1.0,0,4,11,30,13,1,4,0.06,0.0,35.0,0.0,10.0,0.2,43.0769,7.57287,11.30095,72.1,103.193
8,7.0,35.0,0.0,1.0,0,4,11,4,13,1,4,0.06,0.0,35.0,0.0,10.0,0.2,38.8262,7.78543,10.89254,72.1,105.622
8,7.0,35.0,0.0,1.0,0,4,3,30,13,1,4,0.06,0.0,35.0,0.0,12.5,0.2,47.3282,7.75506,11.19228,72.1,108.658
8,7.0,35.0,0.0,1.0,0,4,3,4,13,1,4,0.06,0.0,35.0,0.0,12.5,0.2,58.6643,7.69433,11.3794,72.1,118.375
10,21.0,21.0,0.0,1.0,0,4,11,27,13,1,4,1.2096,0.0,21.0,0.0,0.0,0.24,48.12,7.3,19.9,59.81,93.25
10,21.0,21.0,0.0,1.0,0,4,11,27,0,1,4,1.2096,0.0,21.0,0.0,0.0,0.24,52.34,7.86,19.9,60.21,105.78
10,17.5,70.0,0.0,1.0,0,4,11,27,13,1,4,1.2096,2.0,0.0,0.0,0.0,0.0,12.7221,8.11709,17.26269,63.6,112.278
10,17.5,70.0,0.0,1.0,0,4,11,27,13,1,4,1.2096,0.0,70.0,0.0,0.0,0.18,12.7221,8.11709,17.26269,63.6,98.748
10,17.5,70.0,0.0,1.0,0,4,11,27,13,1,4,1.2096,0.0,70.0,0.0,0.0,0.36,12.7221,8.11709,17.26269,63.6,100.969
10,17.5,70.0,0.0,1.0,0,4,11,27,13,1,4,1.2096,0.0,70.0,0.0,0.0,0.54,12.7221,8.11709,17.26269,63.6,93.0937
10,6.0481,44.97885,20.0,1.0,0,4,11,27,13,1,4,0.74985,1.0,31.30906,6.87009,4.49092,1.05353,27.33179,7.55315,21.87084,63.23219,106.624
10,7.5,30.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,30.0,25.0,0.0,0.48,22.1,7.8444,17.86175,65.9,100.7
10,7.5,30.0,5.0,1.0,0,4,11,30,13,1,4,0.06,1.0,30.0,25.0,10.0,0.48,43.2,7.85581,18.73469,64.289,105.9
10,7.5,30.0,5.0,1.0,0,4,3,30,13,1,4,0.06,1.0,30.0,25.0,10.2,0.48,45.4,7.79357,17.73301,65.499,112.4
10,7.5,30.0,5.0,1.0,0,4,3,30,13,1,4,0.06,1.0,30.0,25.0,5.2,0.48,37.1,7.8112,17.80952,66.59,107.9
7,12.5,25.0,30.0,1.0,0,4,11,27,13,1,2,0.06,1.0,25.0,30.0,0.0,0.82645,21.6768,7.10083,20.0,65.0,97.0787
7,12.5,25.0,30.0,1.0,0,4,11,27,13,1,2,0.06,1.0,25.0,30.0,0.0,1.64384,15.2463,6.88782,20.0,65.0,105.583
7,4.15,83.0,0.0,0.0,2,4,11,27,8,1,0,2.0,2.0,0.0,0.0,0.0,0.0,37.63776,8.3,23.5,72.4,46.0
10,7.71429,54.0,0.0,0.0,1,4,11,27,13,1,4,0.13,2.0,0.0,0.0,0.0,0.0,14.7958,7.482,23.88997,67.05,84.196
10,7.71429,54.0,0.0,0.0,1,4,11,4,13,1,4,0.13,2.0,0.0,0.0,15.0,0.0,17.9891,6.99747,25.44271,62.77778,91.2548
10,7.71429,54.0,0.0,0.0,1,4,11,4,13,1,4,0.13,2.0,0.0,0.0,15.0,0.0,22.8632,6.91509,25.44271,62.77778,76.2968
10,7.71429,54.0,0.0,0.0,1,4,11,27,13,1,4,0.13,2.0,0.0,0.0,0.0,0.0,23.3193,7.482,23.88997,68.11741,111.975
10,7.71429,54.0,0.0,0.0,1,4,11,28,13,1,4,0.13,2.0,0.0,0.0,6.0,0.0,20.5882,7.17006,26.09554,64.44,83.6134
10,7.71429,54.0,0.0,0.0,1,4,11,28,13,1,4,0.13,2.0,0.0,0.0,6.0,0.0,22.2689,7.17006,24.98825,64.44,86.7647
0,6.0481,44.97885,0.0,1.0,0,4,11,27,5,1,4,0.74985,0.0,31.30906,6.87009,4.49092,1.05353,27.33179,7.55315,21.87084,63.23219,112.09
0,0.0,21.0,0.0,1.0,0,4,11,27,0,1,4,0.007,0.0,21.0,0.0,0.0,2.47443,22.27305,8.01468,36.1165,61.98909,105.78
0,0.0,21.0,0.0,1.0,0,4,11,27,0,1,4,0.007,0.0,21.0,0.0,0.0,2.47443,22.27305,8.01468,36.1165,61.98909,117.35
0,0.0,21.0,0.0,1.0,0,4,11,27,0,1,4,0.007,0.0,21.0,0.0,0.0,2.47443,22.27305,8.01468,36.1165,61.98909,119.45
8,5.0,45.0,720.0,1.0,0,4,11,27,13,1,4,0.12,1.0,45.0,20.0,0.0,1.91742,25.4785,7.26608,20.85195,65.0,92.0
8,5.0,45.0,720.0,1.0,0,4,11,28,13,1,4,0.12,1.0,45.0,20.0,5.0,2.78971,23.5407,6.76797,25.68378,65.0,114.0
8,5.0,45.0,720.0,1.0,0,4,11,28,13,1,4,0.12,1.0,45.0,20.0,1.0,4.55625,3.30144,6.57881,20.65631,65.0,103.0
8,5.0,45.0,720.0,1.0,0,4,11,36,13,1,4,0.12,1.0,45.0,20.0,1.0,2.87465,15.5742,6.9256,19.16872,65.0,52.0
8,5.0,45.0,720.0,1.0,0,4,11,13,13,1,4,0.12,1.0,45.0,20.0,3.0,4.55625,10.622,6.13745,22.88208,65.0,74.0
8,5.0,45.0,720.0,1.0,0,4,11,22,13,1,4,0.12,1.0,45.0,20.0,3.0,3.30742,16.0048,7.07692,20.94962,65.0,112.0
8,5.0,45.0,720.0,1.0,0,4,11,4,13,1,4,0.12,1.0,45.0,20.0,5.0,4.03855,16.0048,6.70492,23.30187,65.0,81.0
8,0.5,52.0,90.0,1.0,0,4,11,27,8,1,4,0.1,1.0,52.0,15.0,0.0,0.00583,20.9537,6.85069,24.0367,59.0,87.0
8,0.5,52.0,90.0,1.0,0,4,11,8,8,1,4,0.1,1.0,52.0,15.0,2.0,0.00583,23.0194,7.02885,24.25967,59.5,96.0
8,0.5,52.0,90.0,1.0,0,4,11,8,8,1,4,0.1,1.0,52.0,15.0,5.0,0.00583,33.8492,7.10357,24.13938,58.0,92.0
8,0.5,52.0,90.0,1.0,0,4,11,8,8,1,4,0.1,1.0,52.0,15.0,10.0,0.00583,34.365,7.0461,24.09582,58.0,97.0
10,0.0,50.0,0.0,1.0,0,4,11,27,13,1,4,0.1,0.0,50.0,0.0,0.0,0.3,17.02512,7.7,25.0,60.0,93.06
10,0.0,50.0,0.0,1.0,0,4,11,2,13,1,4,0.1,0.0,50.0,0.0,10.0,0.3,19.00608,7.7,25.0,60.0,99.34
10,0.0,50.0,0.0,1.0,0,4,11,38,13,1,4,0.1,0.0,50.0,0.0,10.0,0.3,19.00608,7.7,25.0,60.0,98.21
10,0.0,50.0,0.0,1.0,0,4,15,2,13,1,4,0.1,0.0,50.0,0.0,20.0,0.3,19.0671,7.7,25.0,60.0,102.41
10,5.55556,50.0,0.0,1.0,0,4,11,27,13,1,4,0.1,0.0,50.0,0.0,0.0,0.3,30.71407,7.74554,25.28504,59.723,93.4361
10,5.55556,50.0,0.0,1.0,0,4,11,2,13,1,4,0.1,0.0,50.0,0.0,10.0,0.3,36.32043,8.21429,21.45731,58.21,99.6662
10,5.55556,50.0,0.0,1.0,0,4,15,2,13,1,4,0.1,0.0,50.0,0.0,20.0,0.3,25.12525,8.14732,20.20431,64.18,102.617
10,5.55556,50.0,0.0,1.0,0,5,15,2,13,1,4,0.1,0.0,50.0,0.0,20.5,0.3,24.29101,8.01897,20.20431,64.18,104.912
10,5.55556,50.0,0.0,1.0,0,5,15,2,13,1,4,0.1,0.0,50.0,0.0,21.0,0.3,24.74981,7.8404,20.20766,64.18,104.256
10,5.55556,50.0,0.0,1.0,0,5,15,2,13,1,4,0.1,0.0,50.0,0.0,22.0,0.3,24.74981,7.82924,20.20766,64.68,106.224
8,7.0,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.1,48.4194,7.84398,11.37,72.86,110.091
8,7.0,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.2,48.1839,7.7688,11.37,72.86,97.1194
8,7.0,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.3,54.08,7.89098,11.37,72.86,87.0957
10,9.33333,28.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,28.0,0.0,0.0,0.25,20.3539,8.56244,24.8,52.2,116.999
10,9.33333,28.0,0.0,1.0,0,4,8,13,13,1,4,0.06,0.0,28.0,0.0,1.15122,0.25,19.1053,8.07981,21.18859,62.0,107.259
10,9.33333,28.0,0.0,1.0,0,1,8,13,13,1,4,0.06,0.0,28.0,0.0,1.15122,0.25,21.7647,8.03662,21.18859,62.0,108.235
10,9.33333,28.0,0.0,1.0,0,1,8,13,13,1,4,0.06,0.0,28.0,0.0,0.75122,0.25,25.6863,7.99718,21.22,62.14,88.2353
10,9.33333,28.0,0.0,1.0,0,1,8,13,13,1,4,0.06,0.0,28.0,0.0,1.75122,0.25,29.2157,7.94273,21.22,62.14,90.7843
10,9.33333,28.0,0.0,1.0,0,1,8,13,13,1,4,0.06,0.0,28.0,0.0,0.75122,0.25,23.6005,7.99343,20.95335,62.0,81.9101
0,0.0,45.0,0.0,0.0,2,4,11,27,13,1,4,6.48,2.0,0.0,0.0,0.0,0.0,26.7073,7.60329,25.0,60.0,94.3902
0,0.0,45.0,0.0,0.0,2,4,11,4,13,1,4,6.48,2.0,0.0,0.0,10.0,0.0,25.6911,6.22852,25.0,60.0,110.447
0,0.0,45.0,0.0,0.0,2,4,11,27,13,1,0,6.48,2.0,0.0,0.0,0.0,0.0,25.4878,7.51554,25.0,60.0,104.756
0,0.0,35.0,0.0,0.0,2,4,11,27,13,1,4,26.25,2.0,0.0,0.0,0.0,0.0,21.6867,8.96646,19.2334,62.672,57.6305
0,0.0,35.0,0.0,0.0,2,4,11,27,13,1,0,26.25,2.0,0.0,0.0,0.0,0.0,23.8956,8.73049,20.3833,59.7839,71.4859
0,0.0,35.0,0.0,0.0,2,4,11,27,13,1,0,26.25,2.0,0.0,0.0,0.0,0.0,26.506,8.51646,21.4286,56.0294,76.1044
0,0.0,35.0,0.0,0.0,2,4,11,27,13,1,0,26.25,2.0,0.0,0.0,0.0,0.0,30.1205,8.33537,22.7875,53.7189,82.5301
