Material_Main,Turning times,Period (d),V2_Ventilation Interval (min),M1_is Enclosed, Composting Method,Additive_3,Additive_2,Additive_1,Material_2,Additive_4,Material_3,Compost volume (m3),V1_Ventilation Type,V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Initial GI (%),Initial pH,Initial C/N (%),Initial Moisture Content (%),Final GI (%)
10,7.0,56.0,0.0,1.0,1,4,12,2,8,1,3,0.4,0.0,28.0,0.0,9.04224,5e-05,1.14007,7.97765,24.37066,65.0,88.4688
10,7.0,56.0,0.0,1.0,1,4,12,2,8,1,3,0.4,0.0,28.0,0.0,10.17252,5e-05,1.14007,8.00941,25.68731,65.0,98.5016
3,3.88889,35.0,0.0,1.0,0,4,11,18,8,1,4,0.02,0.0,35.0,0.0,2.25,0.5,10.0885,11.9607,29.0076,60.16,115.9
3,3.88889,35.0,0.0,1.0,0,6,8,18,8,1,4,0.02,0.0,35.0,0.0,3.3209,0.5,15.9292,11.5866,26.9466,59.82,109.7
3,3.88889,35.0,0.0,1.0,0,6,8,18,8,1,4,0.02,0.0,35.0,0.0,4.0709,0.5,22.5664,12.0647,29.0458,61.16,125.1
10,6.66667,40.0,690.0,1.0,0,4,11,27,13,1,4,0.099,1.0,30.0,30.0,0.0,7.69231,23.3491,6.8098,16.53936,64.54545,94.3868
10,6.66667,40.0,690.0,1.0,0,4,11,4,13,1,4,0.095,1.0,30.0,30.0,6.0,7.31707,19.6698,5.99866,16.39658,63.55556,84.1981
10,6.66667,40.0,690.0,1.0,0,4,11,28,13,1,4,0.105,1.0,30.0,30.0,15.0,6.81818,26.0377,6.19841,15.97083,62.06897,102.028
10,6.66667,40.0,690.0,1.0,0,4,11,28,13,1,4,0.09,1.0,30.0,30.0,1.46082,7.79221,18.2547,6.11367,16.34774,65.17413,94.1038
8,5.09091,56.0,0.0,1.0,0,4,11,27,13,1,4,0.13,1.0,56.0,4.5,0.0,1.11111,16.9733,7.4,25.02125,55.0,56.41
8,5.09091,56.0,0.0,1.0,0,4,11,2,13,1,4,0.13,1.0,56.0,4.5,2.0,1.11111,16.11794,7.8,25.08996,55.0,65.5
8,5.09091,56.0,0.0,1.0,0,4,11,2,13,1,4,0.13,1.0,56.0,3.0,4.0,1.11111,15.5003,7.8,25.00167,55.0,72.85
8,5.09091,56.0,0.0,1.0,0,4,11,2,13,1,4,0.13,1.0,56.0,1.5,6.0,1.11111,16.60198,8.0,23.99361,55.0,81.34
8,5.09091,56.0,0.0,1.0,0,4,11,2,13,1,4,0.13,1.0,56.0,3.0,8.0,1.11111,17.13228,8.0,22.31769,55.0,87.63
8,5.09091,56.0,0.0,1.0,0,4,11,2,13,1,4,0.13,1.0,56.0,1.5,12.0,1.11111,19.98933,8.1,21.13909,55.0,98.63
8,5.09091,56.0,0.0,1.0,0,4,11,2,13,1,4,0.13,1.0,56.0,0.0,18.0,1.11111,16.30297,8.2,20.40002,55.0,125.3
10,8.75,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.3,27.4332,8.23053,18.4,69.2,103.463
10,8.75,35.0,0.0,1.0,0,4,7,13,13,1,4,0.06,0.0,35.0,0.0,2.956,0.3,54.0642,8.02421,18.4,69.2,108.116
10,8.75,35.0,0.0,1.0,0,4,9,31,13,1,4,0.06,0.0,35.0,0.0,1.4,0.3,31.2834,7.96947,18.4,69.2,93.0356
10,8.75,35.0,0.0,1.0,0,4,9,4,13,1,4,0.06,0.0,35.0,0.0,3.25,0.3,39.6258,8.16316,18.4,69.2,100.415
10,8.75,35.0,0.0,1.0,0,4,9,13,13,1,4,0.06,0.0,35.0,0.0,3.4,0.3,28.877,6.85368,18.4,69.2,72.9821
10,6.25,50.0,240.0,1.0,0,4,11,25,4,1,4,0.18,1.0,50.0,10.0,2.38663,5.96659,5.61233,8.03,26.90253,58.1,69.2
10,7.14286,50.0,240.0,1.0,0,4,11,25,4,1,4,0.18,1.0,50.0,10.0,2.5,6.25,0.82569,7.50192,17.6,60.0,46.8
10,7.14286,50.0,240.0,1.0,0,4,11,25,4,1,4,0.18,1.0,50.0,10.0,2.5,6.25,2.84404,7.49704,24.0,60.0,52.5
10,7.14286,50.0,240.0,1.0,0,4,11,25,4,1,4,0.18,1.0,50.0,10.0,2.5,6.25,2.11009,7.49704,32.4,60.0,60.0
10,7.14286,50.0,240.0,1.0,0,4,11,25,4,1,4,0.18,1.0,50.0,10.0,2.5,6.25,1.74312,7.36254,40.3,60.0,59.0
10,7.14286,50.0,240.0,1.0,0,4,10,4,4,1,4,0.18,1.0,50.0,10.0,2.5,6.25,2.69729,8.18053,24.0,60.0,52.5
10,7.14286,50.0,240.0,1.0,0,4,10,4,4,1,4,0.18,1.0,50.0,10.0,5.0,6.25,4.34863,8.08772,24.4,60.0,50.2
10,7.14286,50.0,240.0,1.0,0,4,10,4,4,1,4,0.18,1.0,50.0,10.0,7.5,6.25,3.72434,8.03508,24.1,60.0,51.8
10,7.14286,50.0,240.0,1.0,0,4,10,4,4,1,4,0.18,1.0,50.0,10.0,10.0,6.25,6.12233,7.92372,24.1,60.0,51.5
10,7.0,35.0,240.0,1.0,0,4,10,38,4,1,4,0.18,1.0,35.0,10.0,2.5,6.25,6.30372,8.35331,27.0,60.0,57.7
10,7.0,35.0,240.0,1.0,0,4,10,38,4,1,4,0.18,1.0,35.0,10.0,9.23077,6.25,14.212,8.3426,26.0,60.0,63.6
10,7.0,35.0,240.0,1.0,0,4,10,38,4,1,4,0.18,1.0,35.0,10.0,16.92308,6.25,23.8395,8.23822,26.3,60.0,60.5
10,7.0,35.0,240.0,1.0,0,4,10,38,4,1,4,0.18,1.0,35.0,10.0,24.61538,6.25,46.1891,8.19063,25.3,60.0,74.6
10,1.30645,81.0,0.0,0.0,1,4,11,27,8,1,4,16.0,2.0,0.0,0.0,0.0,0.0,0.30256,8.12,14.42029,65.0,103.982
10,1.22727,81.0,0.0,0.0,1,4,11,2,8,1,4,16.0,2.0,0.0,0.0,8.8,0.0,0.77841,8.12,15.14815,65.0,116.847
10,5.0,30.0,0.0,1.0,0,4,11,27,13,1,4,0.12,0.0,30.0,0.0,0.0,2.56621,3.77994,7.25571,17.57895,66.11478,97.5734
10,5.0,30.0,0.0,1.0,0,4,11,28,13,1,4,0.12,0.0,30.0,0.0,5.0,2.56621,5.93047,6.60761,26.51507,60.03118,114.509
10,5.0,30.0,0.0,1.0,0,4,11,28,13,1,4,0.12,0.0,30.0,0.0,10.0,2.56621,5.39284,6.57182,23.77895,63.42,127.95
10,5.0,30.0,0.0,1.0,0,4,11,28,13,1,4,0.12,0.0,30.0,0.0,1.0,2.56621,4.58605,7.07281,25.30068,60.53118,120.961
10,7.0,28.0,0.0,1.0,0,4,11,27,14,1,4,0.06,0.0,28.0,0.0,0.0,0.36,46.6854,7.79826,17.91,62.06,92.191
10,7.0,28.0,0.0,1.0,0,4,11,4,14,1,4,0.06,0.0,28.0,0.0,10.0,0.36,51.1798,7.89913,18.23,58.69,89.9438
8,5.09091,56.0,0.0,1.0,0,4,11,27,13,1,4,0.1,0.0,56.0,0.0,0.0,1.7961,8.01028,7.1,25.17,56.03,64.17
8,5.09091,56.0,0.0,1.0,0,4,11,38,13,1,4,0.1,0.0,56.0,0.0,10.0,1.81444,13.60774,7.6,25.17972,55.0,105.63
8,5.09091,56.0,0.0,1.0,0,4,11,8,13,1,4,0.1,0.0,56.0,0.0,10.0,1.75444,12.76817,8.6,25.67343,55.0,98.2
8,5.09091,56.0,0.0,1.0,0,4,11,8,13,1,4,0.1,0.0,56.0,0.0,10.0,1.75444,12.76817,8.7,25.43875,55.0,101.85
3,7.5,30.0,20.0,1.0,0,4,11,27,13,1,4,0.06,1.0,30.0,40.0,0.0,1.5611,4.40313,7.01129,32.46,53.59,86.0078
3,7.5,30.0,20.0,1.0,0,4,11,27,13,1,3,0.06,1.0,30.0,40.0,0.0,3.06084,3.22896,7.06416,17.95878,62.83096,101.859
3,7.5,30.0,20.0,1.0,0,4,11,16,13,1,4,0.06,1.0,30.0,40.0,1.88608,3.58016,7.04539,6.81014,17.88206,62.73197,103.327
3,7.5,30.0,20.0,1.0,0,4,11,25,13,1,4,0.06,1.0,30.0,40.0,1.88608,3.58016,5.87123,6.81014,17.9312,62.73197,87.7691
10,10.0,50.0,0.0,1.0,0,4,11,27,13,1,4,0.1,0.0,50.0,0.0,0.0,2.712,29.01787,7.3394,25.0,58.0,93.06
10,10.0,50.0,0.0,1.0,0,4,11,2,13,1,4,0.1,0.0,50.0,0.0,10.0,0.426,35.91537,7.04739,19.51,64.5,99.34
10,10.0,50.0,0.0,1.0,0,4,11,38,13,1,4,0.1,0.0,50.0,0.0,10.0,0.426,35.91537,7.04739,19.51,64.5,98.21
10,10.0,50.0,0.0,1.0,0,4,15,2,13,1,4,0.1,0.0,50.0,0.0,20.0,0.426,35.91537,7.84631,19.17524,65.42,102.41
8,5.66667,34.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,34.0,0.0,0.0,0.27211,38.53,7.92644,11.37,65.0,103.21
8,5.66667,34.0,0.0,1.0,0,4,11,4,13,1,4,0.06,0.0,34.0,0.0,10.0,0.26291,38.63,7.57825,11.37,65.0,97.4
8,5.66667,34.0,0.0,1.0,0,4,3,4,13,1,4,0.06,0.0,34.0,0.0,10.28571,0.26265,58.62,7.53957,11.37,65.0,120.31
8,5.66667,34.0,0.0,1.0,0,4,3,4,13,1,4,0.06,0.0,34.0,0.0,14.57143,0.2589,51.69,7.59268,11.37,65.0,111.0
10,5.83333,35.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,35.0,0.0,0.0,0.25,27.668,8.2,18.43351,69.2,98.3399
10,5.83333,35.0,0.0,1.0,0,4,8,13,13,1,4,0.06,0.0,35.0,0.0,6.98571,0.25,54.2292,8.0,18.43351,69.277,108.142
10,5.83333,35.0,0.0,1.0,0,4,11,4,13,1,4,0.06,0.0,35.0,0.0,4.0,0.25,25.4545,7.25,18.43351,65.04,100.553
10,5.83333,35.0,0.0,1.0,0,4,11,13,13,1,4,0.06,0.0,35.0,0.0,6.10714,0.25,36.0474,6.75,18.43351,69.756,78.419
7,5.55556,50.0,0.0,1.0,0,4,11,27,13,1,4,0.1,0.0,28.7,7.0,0.0,1.7166,22.4747,6.53,31.0074,60.0,120.707
7,5.55556,50.0,0.0,1.0,0,4,11,8,13,1,4,0.1,0.0,38.1,7.0,2.0,3.17666,14.6465,6.85,30.0553,60.0,127.02
10,5.55556,50.0,0.0,1.0,0,4,11,27,13,1,4,0.1,0.0,50.0,0.0,0.0,0.3,0.0,7.74382,25.0,55.0,93.1417
10,5.55556,50.0,0.0,1.0,0,4,11,2,13,1,4,0.1,0.0,50.0,0.0,10.0,0.3,0.0,8.21499,25.37914,57.0,99.5483
10,5.55556,50.0,0.0,1.0,0,4,15,2,13,1,4,0.1,0.0,50.0,0.0,20.0,0.3,0.0,8.13921,22.94238,58.92,102.259
10,5.55556,50.0,0.0,1.0,0,5,15,2,13,1,4,0.1,0.0,50.0,0.0,20.5,0.3,0.0,8.0173,22.47375,60.34,104.723
10,5.55556,50.0,0.0,1.0,0,5,15,2,13,1,4,0.1,0.0,50.0,0.0,21.0,0.3,0.0,7.84926,21.88843,61.34,103.737
10,5.55556,50.0,0.0,1.0,0,5,15,2,13,1,4,0.1,0.0,50.0,0.0,22.0,0.3,0.0,7.82949,22.81319,61.34,105.955
7,7.0,91.0,0.0,1.0,0,4,11,27,13,1,4,0.25,0.0,49.6,7.0,0.0,3.97389,0.0,7.99441,20.0,60.0,77.6786
7,7.0,91.0,0.0,1.0,0,4,11,2,13,1,4,0.25,0.0,43.6,2.0,12.5,1.50225,0.0,7.90629,20.0,60.0,107.143
7,7.0,91.0,0.0,1.0,0,4,11,12,13,1,4,0.25,0.0,40.8,2.0,12.5,1.50225,0.0,7.55385,20.0,60.0,90.5357
7,7.0,91.0,0.0,1.0,0,4,5,2,13,1,4,0.25,0.0,41.2,0.0,25.0,0.29112,0.0,7.45315,20.0,60.0,109.286
7,7.0,91.0,0.0,1.0,0,4,11,27,13,1,4,0.25,0.0,49.6,7.0,0.0,3.97389,0.0,7.61678,25.0,60.0,84.6429
7,7.0,91.0,0.0,1.0,0,4,11,2,13,1,4,0.25,0.0,40.8,2.0,12.5,1.50225,0.0,7.67972,25.0,60.0,117.321
7,7.0,91.0,0.0,1.0,0,4,11,12,13,1,4,0.25,0.0,40.8,2.0,12.5,1.50225,0.0,7.17622,25.0,60.0,95.8929
7,7.0,91.0,0.0,1.0,0,4,5,2,13,1,4,0.25,0.0,41.2,0.0,25.0,0.29112,0.0,7.26434,25.0,60.0,126.429
7,7.0,91.0,0.0,1.0,0,4,11,27,13,1,4,0.25,0.0,49.6,7.0,0.0,3.97389,0.0,7.55385,30.0,60.0,96.9643
7,7.0,91.0,0.0,1.0,0,4,11,2,13,1,4,0.25,0.0,40.8,2.0,12.5,1.50225,0.0,7.5035,30.0,60.0,129.643
7,7.0,91.0,0.0,1.0,0,4,11,12,13,1,4,0.25,0.0,40.8,2.0,12.5,1.50225,0.0,7.15105,30.0,60.0,103.393
7,7.0,91.0,0.0,1.0,0,4,5,2,13,1,4,0.25,0.0,41.2,0.0,25.0,0.29112,0.0,7.12587,30.0,60.0,130.179
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,6.0,0.22,37.9571,6.89715,16.0,60.0,57.1649
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,6.0,0.44,33.0769,6.92168,19.0,60.0,82.0
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,6.0,0.66,42.7711,6.972,22.0,60.0,87.0482
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,6.0,0.22,41.0061,7.13502,19.0,65.0,81.0978
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,6.0,0.44,38.1538,7.19013,22.0,65.0,86.9231
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,6.0,0.66,42.0181,7.13502,16.0,65.0,66.8675
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,4.0,0.22,43.1405,8.17965,22.0,70.0,73.0185
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,4.0,0.44,36.0,8.17965,16.0,70.0,58.9231
0,12.0,60.0,0.0,1.0,0,4,11,4,13,1,4,0.045,0.0,60.0,0.0,4.0,0.66,45.0301,8.22492,19.0,70.0,82.0783
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.24,37.7432,6.89838,14.5,65.0,62.2568
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.48,33.8521,7.06079,18.09524,65.0,90.856
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.72,43.9689,6.89838,20.73684,65.0,83.6576
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.24,40.6615,7.06079,18.09524,70.0,81.5175
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.48,37.7432,7.06079,21.10526,70.0,85.7977
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.72,41.6342,7.06079,14.66667,70.0,66.1479
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.24,43.7743,8.03614,21.52632,75.0,73.7354
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.48,42.4125,7.98302,14.70833,75.0,53.3074
10,9.25,37.0,5.0,1.0,0,4,11,27,13,1,4,0.06,1.0,37.0,25.0,0.0,0.72,46.6926,7.89742,17.90476,75.0,85.9922
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.24,37.6,8.6,14.7,64.1,62.0
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.48,32.8,8.5,18.3,65.2,90.9
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.72,43.6,8.3,20.7,63.7,83.5
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.24,40.7,8.5,18.4,71.3,81.4
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.48,37.6,8.3,21.1,70.6,85.7
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.72,41.4,8.7,15.0,70.8,66.2
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.24,43.7,8.4,21.2,75.7,73.5
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.48,42.4,8.6,14.9,76.8,53.2
10,9.25,37.0,0.0,1.0,0,4,11,27,13,1,4,0.06,0.0,37.0,0.0,0.0,0.72,46.5,8.6,18.0,74.0,86.1
7,1.5,21.0,0.0,0.0,2,4,11,27,0,1,4,2.0,2.0,0.0,0.0,0.0,0.0,33.68381,7.24116,26.03,60.0,83.2288
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.46543,26.03,60.0,90.7011
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.32671,26.03,60.0,89.0959
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.39607,26.03,60.0,94.5756
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.43075,26.03,60.0,89.1513
7,1.5,21.0,0.0,0.0,2,4,11,25,0,1,4,2.0,2.0,0.0,0.0,3.0,0.0,30.3009,7.50243,26.03,60.0,85.941
