Aeration method,Material_2,M1_is Enclosed, Composting Method,Material_Main,Period (d),V4_Ventilation Day,V1_Ventilation Type,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),Additive_1,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),Final GI (%)
3,12,1,2,1,34.90948979375898,37.14968548800236,0,37.664949488856735,0,16,13.289067776033622,2.479762964396728,56.04812448090744,7,6.51737127091469,3,31.429252147067295,[143.70837428]
0,9,0,2,0,46.134501422986915,14.242258376533641,0,16.345059001068787,3,0,13.689131226897983,10.3107577604591,65.4513885698192,7,5.738035407155286,7,34.34944665021371,[140.89403295]
1,9,1,1,0,32.46560000117739,48.607988711093164,0,25.710676014964697,2,4,13.466534001043007,11.818153836700022,52.80994554316803,8,0.39493775888705973,8,24.930537224985102,[142.56680199]
1,7,1,2,2,26.120439146044045,0.6457398894527464,0,23.9942301293512,0,10,17.43254528543582,9.389082328276189,67.43524836133273,0,3.11437990189421,2,28.016371119257528,[144.18193741]
1,10,1,2,1,32.04856758176372,43.223255161681536,0,27.016009099977687,4,12,18.42880760048852,10.409894627449976,71.79207443085741,4,3.509704773687977,2,22.492684949346145,[144.1561816]
2,7,1,0,0,40.07054279254632,58.866498109561164,0,16.4710392957991,7,8,21.300242097342093,14.830120863601024,72.95165658662629,3,5.926962766902936,3,20.836105554494665,[142.16743279]
2,9,1,1,4,33.90330655966031,5.004195907053879,0,7.7834114380003205,2,12,24.641799490317688,10.849209722659968,56.21664823713958,0,2.015120015336692,12,37.0605061402552,[144.93971647]
0,8,1,0,4,33.515995559143754,40.05168962462754,0,13.253104852777557,1,16,14.055675687665811,7.084027326946985,65.87692414732231,4,7.511528718268189,9,33.06553636871859,[144.83751306]
3,10,1,1,2,49.252691940777325,27.408094058194603,2,10.877632483366323,5,17,17.68303038472097,8.383191219637862,52.72101897043599,2,7.480119607948594,8,24.304820639361616,[138.46458637]
3,9,1,1,3,29.22182888690424,29.346575315987334,0,21.99181160275679,1,9,17.181167119174813,15.475168673555007,60.14237076835423,4,2.2422342147352765,0,14.966191127320865,[144.88857831]
3,8,0,1,0,23.338278507571875,41.85592899335921,0,1.0434470258679296,9,16,6.600748932427683,14.550420978500275,61.02345721742493,0,4.665730384512058,5,29.79912875254434,[137.95193256]
3,11,1,2,1,51.7030037799383,32.61698761295966,1,11.499341518690454,6,6,9.519069540683612,11.470740180063244,67.01363949519995,7,3.298882042627219,1,39.795535643815086,[139.9295779]
3,9,0,0,2,39.088350146586194,64.61680660855207,0,30.890527259640272,7,14,20.773815562579657,8.363946428092133,64.92335620747316,0,5.2805732852204015,2,31.306127369210202,[139.26584036]
1,6,1,0,2,31.803566626393216,19.306114965661166,0,10.845608069827417,7,10,20.01852176318255,6.8715096174133325,53.403839666642845,2,5.9910467951221795,13,39.67674400867976,[146.59541944]
1,7,1,1,4,42.96045362971362,31.23168678990983,2,18.691523145713866,3,16,15.113933680441203,13.953012259325918,56.3826854287649,0,2.0794235828536696,7,39.78190003153924,[143.02871435]
1,5,1,0,4,48.68019629971891,1.6130178262397352,0,28.568700375582846,2,13,16.03314355154431,9.53875253683815,59.0406493302626,3,3.2126444691447897,1,33.970584786995396,[142.87337001]
0,11,1,1,1,29.050434513332487,50.0795206838791,2,32.25691474827913,1,9,17.166006787668803,6.786989230764901,70.4975177597345,1,1.955454670149149,3,24.1778021711738,[140.41835943]
2,8,1,1,3,43.89690536055632,58.71409034610034,0,31.383898193094822,10,5,18.132206024259347,0.411096795220957,53.81124151023451,5,6.477481911259037,5,39.911029291231856,[142.85698965]
0,10,1,2,4,44.48659265664271,22.19819558231078,0,16.70717354273,2,8,18.318019144844882,15.574879697476174,54.606628336569955,7,7.342267042011765,9,32.47418713587962,[145.42761521]
2,7,1,2,3,33.17671848577361,53.293562081579516,0,29.93461403085538,5,10,15.15614075824904,6.548558251513532,53.06861931386251,5,3.887873166840419,0,40.13134377026019,[144.43320525]
1,8,1,2,1,30.660282868361683,64.77301613267358,0,15.465993712438554,4,2,22.10806331101581,8.379428663346095,71.92547932484042,8,5.718762607397691,6,39.651077411794205,[142.65767873]
1,9,1,1,0,34.283396243266665,20.128719256636977,0,11.581185187272638,7,7,25.109403714123577,4.111407529456036,75.56648508315023,4,3.0819361574501847,5,39.551478750412286,[143.52440197]
3,8,1,0,2,52.46040284684539,13.115348776184522,0,7.482024708579256,4,10,10.386100353869443,3.2700709889671815,54.68800709053549,2,1.6198256976435499,7,33.81895747911696,[144.84044037]
