material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,TN loss  (%)
5,1.925,44.47,67.24429999999997,23.1012987012987,7.682135100000002,11,4,4,15.34279827456847
5,1.985,42.27,68.47079999999998,21.29471032745592,7.805135100000002,11,11,4,15.38170632911393
5,1.96,43.165,67.76759999999997,22.02295918367347,7.763535100000001,11,17,4,16.20520616890302
3,1.9,40.0,61.0,21.05263157894737,7.913376900000002,0,24,4,12.1419534
3,1.9,40.0,61.0,21.05263157894737,7.9521769,0,24,4,14.0
3,1.9,40.0,61.0,21.05263157894737,7.9341769,0,24,4,15.0
3,1.9,40.0,61.0,21.05263157894737,7.937176900000001,0,24,4,12.0
3,1.9,40.0,61.0,21.05263157894737,7.941676900000001,0,24,4,11.0
3,1.22,30.2,63.0,24.75409836065574,7.729217299999992,0,9,4,14.60921022736042
3,1.24,31.1,63.0,25.08064516129032,7.731051299999993,0,9,4,15.7401607601376
3,1.5,30.2,64.0,20.13333333333333,7.922627499999994,0,9,4,26.56785812602477
3,1.5,30.6,65.0,20.4,7.862807899999996,0,9,4,19.94157676005439
3,1.19,43.90951276102088,55.72479382199998,36.89875021934528,7.415600000000003,0,10,4,11.50488098267022
3,1.22,44.32714617169373,66.2854,36.33372637024077,7.177707900000001,0,10,4,16.4160951724849
3,1.25,46.79814385150812,62.80799691099999,37.4385150812065,7.21466666666667,0,10,4,35.42549916634052
3,1.29,41.84454756380511,71.77489999999995,32.43763377039156,7.161700000000004,0,10,4,29.28335427683868
3,1.32,43.49187935034803,62.30699999999998,32.94839344723335,7.487099999999999,0,10,4,15.66135225880836
0,2.4,40.7,69.0,16.95833333333334,7.580647899999998,11,8,4,17.7
0,2.4,40.7,63.0,16.95833333333334,7.382253399999999,11,8,3,13.5
0,1.87,41.9,63.0,22.40641711229946,7.652439699999998,11,8,3,3.1
0,1.97,49.0,58.0,24.87309644670051,7.218014300000004,11,8,3,12.8
0,1.99,41.4,70.0,20.80402010050251,7.691427199999997,11,8,3,13.2
0,2.4,40.7,62.0,16.95833333333334,7.308101899999998,11,8,3,10.2
0,2.09,41.4,61.0,19.80861244019139,7.6014139,11,8,3,13.1
0,2.15,45.4,57.0,21.11627906976744,7.609300499999997,11,8,3,14.0
0,2.37,40.5,64.0,17.08860759493671,7.4330296,11,8,3,8.7
3,1.65,43.0,83.0,16.5,8.45,0,0,4,0.3
3,1.65,43.0,83.0,16.5,8.45,0,0,4,17.3
3,4.6,35.2,71.0,6.1,6.8,7,0,4,48.0
3,4.61,35.2,71.0,6.1,6.8,7,0,4,58.0
3,3.42,48.7,65.0,12.2,6.95,7,0,3,42.0
3,3.42,48.7,65.0,12.2,6.95,7,0,3,48.0
1,-1.0,-1.0,66.9,31.8,5.6,11,42,4,29.0
1,-1.0,-1.0,57.58,31.5,6.6,11,4,4,25.0
1,-1.0,-1.0,57.78,32.5,6.5,11,24,4,23.0
1,-1.0,-1.0,58.599999999999994,22.5,6.2,11,29,4,27.0
3,2.17,38.76,65.9,17.86,7.8,9,4,4,40.4
3,1.96,36.72,-1.0,-1.0,-1.0,9,4,1,32.7
3,2.06,36.53,-1.0,-1.0,-1.0,9,4,2,31.6
3,2.1,37.4,-1.0,-1.0,-1.0,9,4,2,34.2
3,2.07,36.9,63.0,17.8,8.6,9,4,4,0.28
3,2.07,36.9,63.0,17.8,8.6,9,4,4,0.38
3,2.07,36.9,63.0,17.8,8.6,9,4,4,0.39
3,2.07,36.9,63.0,17.8,8.6,9,4,4,0.2
3,2.07,36.9,63.0,17.8,8.6,9,4,4,0.37
3,2.07,36.9,63.0,17.8,8.6,9,4,4,0.34
2,2.02,39.66,-1.0,19.5,8.3,11,19,4,43.1
2,2.06,40.31,-1.0,19.5,7.97,11,19,1,31.9
2,2.11,39.32,-1.0,18.7,8.02,11,19,1,31.6
2,1.86,25.19,-1.0,13.5,8.88,11,27,4,32.4
2,1.92,27.23,-1.0,14.2,8.52,11,27,1,29.4
2,2.845139718825504,28.84,-1.0,15.0,8.35,11,27,1,20.9
3,2.4,34.8,65.0,15.0,-1.0,9,4,4,21.0
3,2.4,35.2,70.0,15.0,-1.0,9,4,4,46.0
3,2.4,35.3,75.0,15.0,-1.0,9,4,4,40.0
3,1.9,40.9,75.0,21.0,-1.0,9,4,4,18.0
3,1.9,40.1,70.0,21.0,-1.0,9,4,4,28.0
3,1.9,39.4,65.0,21.0,-1.0,9,4,4,31.0
3,2.1,38.0,70.0,18.0,-1.0,9,4,4,22.0
3,2.1,38.0,65.0,18.0,-1.0,9,4,4,27.0
3,2.1,37.6,75.0,18.0,-1.0,9,4,4,35.0
3,2.4,34.8,65.0,15.0,-1.0,9,4,4,21.0
3,1.9,40.9,75.0,21.0,-1.0,9,4,4,18.0
3,2.1,38.0,70.0,18.0,-1.0,9,4,4,22.0
3,2.4,35.3,75.0,15.0,-1.0,9,4,4,40.0
3,1.9,40.1,70.0,21.0,-1.0,9,4,4,28.0
3,2.1,38.0,65.0,18.0,-1.0,9,4,4,27.0
3,2.4,35.2,70.0,15.0,-1.0,9,4,4,46.0
3,1.9,39.4,65.0,21.0,-1.0,9,4,4,31.0
3,2.1,37.6,75.0,18.0,-1.0,9,4,4,35.0
3,-1.0,-1.0,65.0,20.0,-1.0,7,5,4,1.74
3,-1.0,-1.0,65.0,20.0,-1.0,7,5,4,14.65
3,-1.0,-1.0,65.0,20.0,-1.0,7,5,4,24.93
3,1.15,37.3,49.6,32.0,7.84,7,23,4,7.61
3,1.15,37.3,49.6,32.0,7.84,7,23,4,15.2
3,1.15,37.3,49.6,32.0,7.84,7,23,4,10.9
3,1.15,37.3,49.6,32.0,7.84,7,23,4,1.74
3,1.15,37.3,49.6,32.0,7.84,7,23,4,13.1
3,1.15,37.3,49.6,32.0,7.84,7,23,4,3.38
5,2.1,46.0,62.0,22.0,-1.0,11,14,4,45.0
5,2.4,46.0,65.0,19.0,-1.0,11,14,4,60.0
5,1.8,47.0,58.0,26.0,-1.0,11,14,4,63.0
5,1.9,43.0,59.0,23.0,-1.0,11,14,4,52.0
5,1.7,47.0,59.0,28.0,-1.0,11,14,4,30.0
5,1.4,42.0,56.0,30.0,-1.0,11,14,4,52.0
3,2.36,34.8,64.1,14.7,-1.0,9,6,4,21.3
3,2.06,38.0,71.3,18.4,-1.0,9,6,4,22.0
3,1.93,40.9,75.7,21.2,-1.0,9,6,4,18.4
3,2.08,38.0,65.2,18.3,-1.0,9,6,4,26.6
3,1.9,40.1,70.6,21.1,-1.0,9,6,4,28.4
3,2.37,35.3,76.8,14.9,-1.0,9,6,4,40.3
3,1.9,39.4,63.7,20.7,-1.0,9,6,4,30.6
3,2.35,35.2,70.8,15.0,-1.0,9,6,4,45.9
3,2.09,37.6,74.0,18.0,-1.0,9,6,4,35.3
3,2.36,34.8,64.1,14.7,-1.0,9,6,4,21.3
3,2.06,38.0,71.3,18.4,-1.0,9,6,4,22.0
3,1.93,40.9,75.7,21.2,-1.0,9,6,4,18.4
3,2.08,38.0,65.2,18.3,-1.0,9,6,4,26.6
3,1.9,40.1,70.6,21.1,-1.0,9,6,4,28.4
3,2.37,35.3,76.8,14.9,-1.0,9,6,4,40.3
3,1.9,39.4,63.7,20.7,-1.0,9,6,4,30.6
3,2.35,35.2,70.8,15.0,-1.0,9,6,4,45.9
3,2.09,37.6,74.0,18.0,-1.0,9,6,4,35.3
2,3.87,39.203100000000006,60.0,10.13,7.0,11,25,4,35.0
2,1.26,52.542,60.0,41.7,6.7,11,25,4,51.0
2,2.98,43.7166,60.0,14.67,6.9,11,25,4,27.0
2,3.42,40.7664,60.0,11.92,7.0,11,25,4,20.0
3,-1.0,-1.0,-1.0,-1.0,-1.0,0,38,4,19.0
3,-1.0,-1.0,-1.0,-1.0,-1.0,0,31,4,33.5
2,1.46,39.6,61.7,30.0,-1.0,11,42,4,3.4
2,1.44,38.9,61.1,30.0,-1.0,11,13,4,3.5
2,1.41,36.8,60.6,30.0,-1.0,11,13,4,5.7
2,1.37,35.8,61.0,30.0,-1.0,11,13,4,6.6
2,1.34,30.9,61.1,30.0,-1.0,11,13,4,20.2
2,1.3,28.0,60.9,30.0,-1.0,11,13,4,25.4
3,1.4,25.04,62.63,17.9,8.3,0,42,4,21.42857142857143
3,1.33,23.63,65.46,17.8,7.6,0,42,1,20.547945205479458
3,1.32,24.89,64.61,18.9,7.6,0,42,1,19.354838709677423
3,1.29,23.82,65.46,18.5,7.4,0,42,1,26.82926829268292
3,1.29,25.93,64.12,20.1,8.4,0,42,3,11.971830985915489
3,1.12,19.14,61.07,17.1,8.6,0,42,3,5.185185185185182
3,1.23,23.12,63.73,18.9,8.7,0,42,3,13.043478260869568
3,2.9,40.4,71.9,14.4,7.9,7,3,4,82.0
3,1.6,36.9,72.4,23.5,8.3,7,3,4,63.0
3,2.7,47.45699800464038,65.8,18.28,7.17,9,23,4,30.2
3,3.149865037625853,106.16359556,67.30000000000001,24.03,7.94,9,23,1,14.799999999999999
1,1.62783702546793,37.60803895591647,70.41410691099998,19.3,8.229921299999999,5,42,4,9.7074337704918
1,1.945071978134596,40.76967000000003,72.23015,16.5,8.407800000000002,5,42,4,9.125056994535521
5,3.429619129819451,48.2148584870605,68.01053073299998,9.7,8.005500000000001,8,42,4,36.34450200000001
5,10.55498413132694,109.7096596614362,70.47662691099998,1.1,7.878200000000001,8,42,4,35.09530200000001
2,1.600055591679602,49.67930962877031,67.083902445,27.6,8.404335099999997,10,42,4,4.943263775956283
2,2.052572523400631,42.24108200000001,69.16357691100004,15.9,8.587500000000007,10,42,4,11.61147491881343
3,2.340950466666667,35.39535431999998,71.7,14.0,7.55,3,42,4,18.5136378852459
3,2.110262290067298,55.81273450580047,77.9,16.0,8.7,3,42,4,11.71545258548009
3,2.537012033333333,56.40870991461716,79.60000000000001,14.0,7.43,3,42,4,17.98144444262294
3,2.520440266666667,54.09200775870068,78.8,15.0,8.2,3,42,4,12.54924444262295
3,2.349850466666667,36.19426431999999,71.7,14.0,7.55,3,42,4,17.77644444262295
1,2.102319490067298,55.95153450580048,77.9,16.0,8.7,5,42,4,11.72615258548009
2,1.129394193548386,45.15684560216009,61.1196911,45.73283859,8.700322100000001,10,42,4,11.43486415447155
2,1.094549999999999,45.49517656612528,61.1196911,45.73283859,8.029766300000004,10,42,4,6.525386666666666
2,1.061999999999999,49.1061951276102,61.1196911,45.73283859,7.9837663,10,42,4,5.947984066666667
1,2.020595497786232,45.29746372062179,56.99999999999999,25.35699279409999,5.9,5,42,4,7.833948926717557
0,1.953652916146291,42.67959,71.54517691100001,16.6911889913,8.409600000000001,1,42,4,8.82809699453552
2,2.166421670201894,38.9953388909513,48.7,16.7,6.619800000000003,10,42,4,8.861467000000003
2,2.177304819073606,38.76140329095129,46.3,17.4,6.513800000000004,10,42,4,10.089367
1,2.032320232127878,38.87390208816704,61.99329999999996,24.273982727,6.916372500000003,5,42,4,5.366127000000001
1,1.596672949000001,38.32088,66.33926602099997,22.0299561305,8.286905300000003,2,42,4,9.18231087978142
3,2.187567668201894,39.56789221577728,65.0,18.59030837,7.006363933333338,3,42,4,12.15004938709677
5,1.877070133502768,49.4497828936798,62.29,26.71,7.224894650000005,8,42,4,2.120253333333334
5,1.877070133502768,52.1134828936798,62.29,26.71,7.178152150000003,8,42,4,2.046600000000002
1,1.807839288089657,53.81223507408586,58.98586060099998,24.88111396619999,7.638382200000003,5,42,4,4.132239999999995
1,1.939727869410057,52.53789335681672,60.52201214299998,24.75109301639999,7.371591199999998,5,42,4,4.521726666666661
1,1.589053736733965,30.6454317865429,66.15062999999996,23.27934779839999,7.090416500000004,5,42,4,10.42084775956284
0,1.860659700103449,46.93295568445474,64.45021,23.8031295273,7.134600000000005,1,42,4,5.485118988077494
0,1.915057775147212,38.90973250580048,75.0,18.4637911219775,6.5,1,42,4,17.87048988401254
1,1.706522591537933,42.63571408967517,58.56070276866665,25.2713832593,7.605281799999999,5,42,4,4.379523666666665
1,1.805884644717621,42.43221822396984,60.5341316873333,26.5940426778,7.304526899999998,5,42,4,5.679143666666663
3,1.859882575201893,45.09970854988399,68.0,18.26299752250279,8.1,3,42,4,9.046156337300694
3,1.851021777201894,45.38347177494199,68.0,18.53429547411899,8.1,3,42,4,9.429136885245901
2,1.627669102837413,45.65442935034804,70.0,27.21518987,8.413299999999998,10,42,4,8.021213333333328
1,1.672868674093259,38.32527192575403,71.6689404,26.1,6.5,5,42,4,10.97844098907104
1,1.58916870471156,40.62091879350346,60.81438333333332,27.8918,7.443651700000004,5,42,4,10.964051
1,1.209983476215424,38.50495336426914,58.43648322600001,31.535057885,7.485899999999997,5,42,4,13.30796267131782
3,3.136499238011697,57.63553406774943,64.1,15.0,8.6,3,42,4,21.97891009732869
3,1.93902570746793,48.63280999999998,65.2,18.0,8.5,3,42,4,9.551656813491169
3,1.746728479551725,46.81319999999999,63.7,21.0,8.3,3,42,4,10.15998572141083
3,1.746039471201894,35.94349064965198,71.3,18.0,8.5,3,42,4,10.18335091334894
3,1.539086739,49.3241,70.6,21.0,8.3,3,42,4,8.608166656982776
3,2.940102766666668,49.92088997262183,70.8,15.0,8.7,3,42,4,22.11230758548009
3,1.521131949,40.64224125290024,75.7,21.0,8.4,3,42,4,7.634564103825137
3,3.139144433333334,67.0719317986079,76.8,15.0,8.6,3,42,4,23.35615658548009
3,1.761788268201893,47.95800387470997,74.0,18.0,8.6,3,42,4,9.565624028103041
0,1.773829758733965,41.04954037122969,65.0,21.0,7.1,1,42,4,5.850431764033779
0,1.753971800310117,45.63900520881669,65.0,21.7,7.3,1,42,4,6.988185388077493
0,1.817141802310117,47.46613874709977,65.0,22.8,7.4,1,42,4,7.343444764033775
3,1.806301869733965,47.59266646171695,65.0,20.5,7.2,3,42,4,7.133441212121206
3,1.903168271479625,35.68215500000002,69.831,16.6,7.5461275,9,4,4,10.55614721311475
3,1.899372751479625,36.67274500000002,69.831,16.6,7.713700000000002,9,4,4,10.2484537704918
3,1.891115071479625,45.98763499999998,69.831,16.6,7.677177500000003,9,4,4,8.9572768852459
3,1.900028561479625,36.77984500000002,69.831,16.6,7.5931,9,4,4,10.1381537704918
1,1.866840004687787,55.94802410850122,65.03715044039971,27.12254902,7.88,5,42,4,3.380499999999999
5,1.630115882426386,47.56076542923436,55.00000000000001,30.83333333,7.02,8,42,4,3.863998666666666
5,1.619503685874662,48.41048422273785,55.00000000000001,30.83333333,7.02,8,42,4,3.399498666666666
0,2.776798233333334,40.34930169,57.99999999999999,12.72727273,5.95,1,42,4,25.33197915996911
0,2.776798233333334,42.25466847000001,57.99999999999999,12.72727273,5.95,1,42,4,25.89867612966609
1,2.058036326935858,46.56273387749421,46.7,17.0,6.1,5,42,4,8.781439999999995
4,3.196922761671752,43.98986857487061,55.00000000000001,8.8,8.0,6,42,4,25.36068965450687
4,4.134427023922273,47.08178954922957,55.40000000000001,5.4,8.2,6,42,4,25.28652929936307
5,2.734703333333334,39.64161937,61.8,13.0,7.1,8,42,4,23.97375212121212
0,2.912501133333333,42.90724489666431,62.4,11.0,7.6,1,42,4,29.30690303030305
3,1.957125259704029,102.294980436471,69.39999999999999,29.0,8.8,3,34,4,15.45801170563975
3,1.970713095,94.58404134570766,71.1,24.7,9.1,3,34,4,26.9071
3,2.002313646346497,93.03564999999995,71.2,17.6,8.8,3,34,4,30.53479999999997
3,8.554935425745661,148.035937513198,67.60000000000001,19.0,9.0,3,34,4,27.95590229885057
3,1.925854356000001,96.22154499999996,69.19999999999999,19.5,8.6,3,34,4,28.26149999999999
3,8.455836773733967,160.8386313001604,71.0,21.2,9.2,3,35,4,26.77239999999999
3,1.868634398,88.70554499999997,70.3,19.6,7.5,3,36,4,25.87489999999999
3,1.90891476918851,38.99379531322507,71.8,19.5,8.4,3,37,4,25.96269999999999
0,3.195126133333333,51.04792599102442,63.92792691100001,11.5239567718,8.261700000000005,1,42,4,31.55170380000001
1,1.976694366733965,37.16557500000003,66.5,16.31243012159999,7.494566666666669,5,42,4,11.48475390928962
1,1.736261735201894,43.52721854988399,66.5,17.97326186349999,7.644016666666675,5,42,4,9.124290403967361
1,1.993678866733965,38.91364500000003,66.5,16.37380616739999,7.610700000000004,5,42,4,11.00988390928961
3,3.409911314743511,38.01518322541497,68.53,9.78,6.546500000000001,3,42,4,40.49122489924723
3,3.517320400575256,47.19861208220775,68.75,8.0,6.783333333333337,3,42,4,42.282192112044
0,3.298718260900066,36.7124792623077,62.5,9.0,6.980900899999998,1,42,4,31.44805626355917
1,2.097130289565702,45.63964199999999,72.66,15.85,7.269298333333338,2,42,4,11.96830333333333
1,2.41230213964893,49.52036696751739,80.43,15.63,7.031787500000002,2,42,4,11.674951
1,1.782454286935858,32.43301322505799,69.44,22.83,6.9058017,2,42,4,10.80845444884115
0,3.442048502999851,50.28947220530667,76.53,10.15,7.186900000000001,1,42,4,38.55830832484078
0,1.766783720551725,47.93375754060324,59.71000000000001,21.21,8.179400000000008,1,42,4,5.48740333333333
2,1.656849891827716,50.55360678654292,80.82,19.34,7.247702309523813,10,42,4,7.51873
2,1.775626615551725,48.85543806821345,53.66,21.87,8.1421,10,42,4,5.28664
5,4.274749240590694,69.1171333333333,84.89,4.89,8.192066666666665,8,42,4,35.98695932484078
0,4.501064710266936,59.95569999999997,83.87,5.22,8.4404,1,42,4,36.14275932484078
1,1.839446627127877,39.98585514060325,56.24,21.79,7.022399999999998,5,42,4,4.588217
1,1.786120950910925,43.86903906171693,55.19,24.7,7.5026689,5,42,4,4.635064066666665
0,2.595296417251491,42.89346647610211,70.13,15.42,7.091760000000004,1,42,4,12.21385099999999
0,1.815447806953594,48.76521526821344,57.9,21.58280000000001,7.373868899999999,1,42,4,5.565739999999996
1,2.103814399565703,39.00818200000001,71.04,16.36255569610001,7.341065000000004,5,42,4,10.6352806852459
1,3.052866301671244,41.1173069464055,67.51,12.0995687150838,7.017300000000003,5,42,4,37.43228378720325
1,1.948206290067297,37.78119000000004,65.33,15.81090659658056,7.460578333333338,5,42,4,12.00177021857923
1,1.876962557057043,49.78914515913688,61.0,24.90231653550001,7.314160040000003,5,42,4,3.081416666666666
0,1.822558815127876,41.58350419350349,44.99999999999999,21.0667572368,7.172599999999997,1,42,4,4.912947
3,1.890255213745662,46.57980999999998,65.0,18.0,8.545766666666673,3,42,4,8.468179237733592
3,1.995417850733966,39.84696000000002,65.0,18.0,8.434100000000003,3,42,4,8.432548206656728
3,1.923959309745661,43.47218000000001,65.0,18.0,8.50036666666667,3,42,4,7.615961358945714
3,1.673704105929168,44.73811788562409,55.00000000000001,26.0,8.758000000000003,3,42,4,34.93433579770115
0,1.751506812551726,49.03518112201391,63.8,23.2,8.7,1,42,4,6.670077442622951
0,3.745051026430251,40.78583923230416,54.99000000000001,7.78,8.1111,1,42,4,25.23008965450687
0,2.911536250584823,34.16655409948599,69.31,11.28,8.192900000000003,1,42,4,35.61665125490118
3,1.826996090833905,49.15809141531321,55.00000000000001,25.0,8.088699999999996,3,42,4,3.4625
3,1.826110193833905,51.44219141531322,55.00000000000001,25.0,8.073299999999998,3,42,4,2.928900000000001
5,1.826996090833905,51.44219141531322,55.00000000000001,25.0,8.0867,8,42,4,2.928900000000001
5,1.829865825833905,51.44219141531322,55.00000000000001,25.0,8.095499999999996,8,42,4,2.906700000000001
0,1.074268387096773,46.56772784222738,46.9,39.83122363,7.2,1,42,4,4.333508666666665
0,1.074268387096773,46.56772784222738,46.9,39.83122363,7.2,1,42,4,4.540508666666664
0,1.737981037103449,42.47133577014154,47.59999999999999,19.93785603,7.9,1,42,4,6.044933809523809
0,1.737981037103449,45.27804899519953,47.59999999999999,19.93785603,7.9,1,42,4,6.922586666666665
0,1.078752792898063,45.07731335158005,60.3,35.63009973,7.8,1,42,4,5.374556666666666
0,1.078752792898063,45.07731335158005,60.3,35.63009973,7.8,1,42,4,5.374556666666666
0,1.073196774193547,43.60780189543156,65.03715044039971,37.83542039,7.3,1,42,4,4.861846666666665
0,1.073196774193547,43.60780189543156,65.03715044039971,37.83542039,7.3,1,42,4,4.861846666666665
1,1.914176071479625,38.07749000000003,70.6,16.8073556961,7.497423333333336,2,42,4,9.439810896928583
1,1.817218375211347,51.50183758700697,60.74499999999999,25.48121653550001,7.485748639999997,5,42,4,2.841853666666666
2,1.200730477196884,38.5902859733898,50.0,32.0,7.396099999999995,10,42,4,6.475176666666666
2,1.749517098391815,45.99087283649887,50.0,30.0,7.326599999999996,10,42,4,4.941500442622949
2,1.708986835448858,45.55517738870303,50.0,28.0,7.660499999999996,10,42,4,4.072847
