material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,CH4-C loss (%)
5,4.0,48.99,88.5,12.247499999999999,6.9,10,27,4,0.6
5,4.0,48.99,88.5,12.247499999999999,6.9,10,27,4,0.3
5,4.0,48.99,88.5,12.247499999999999,6.9,10,27,4,0.1
5,-1.0,-1.0,59.0,-1.0,-1.0,10,27,4,0.1
3,3.2,197.0,79.0,22.351348664737735,-1.0,0,13,4,0.291
3,2.9,135.0,86.0,46.55172413793104,-1.0,0,13,4,3.15
3,3.9,130.0,84.0,33.333333333333336,-1.0,0,13,4,3.144
3,3.6,168.0,81.0,46.66666666666667,-1.0,0,13,4,1.6179999999999999
3,3.9,150.0,83.0,38.46153846153846,-1.0,0,13,4,3.935
3,4.0,136.0,85.0,34.0,-1.0,0,13,4,4.869
5,9.72,126.6,40.0,13.024691358024688,7.9,10,27,4,0.85
5,5.7,87.64,80.02,15.375438596491227,-1.0,10,27,4,0.35
5,5.45,84.52,80.77,15.508256880733944,-1.0,10,27,4,0.3
5,0.69,68.38,85.33,22.351348664737735,7.8456135058307,10,27,4,0.69
5,-1.0,68.38,85.33,-1.0,7.8456135058307,10,27,4,0.64
5,2.22,68.96,84.66,31.06306306306306,7.8456135058307,10,27,4,0.222
5,-1.0,68.96,84.66,-1.0,7.8456135058307,10,27,4,0.82
5,1.21,67.74,84.3,55.98347107438016,7.8456135058307,10,27,4,0.121
5,-1.0,67.74,84.3,-1.0,7.8456135058307,10,27,4,0.132
5,0.37,72.33,83.91,22.351348664737735,7.8456135058307,10,27,4,0.37
5,-1.0,72.33,83.91,-1.0,7.8456135058307,10,27,4,0.661
5,1.58,67.74,84.3,42.87341772151898,7.8456135058307,10,27,4,0.158
5,1.31,67.74,84.3,51.70992366412214,7.8456135058307,10,27,4,0.131
5,1.07,72.33,83.91,22.351348664737735,7.8456135058307,10,27,4,0.17
5,1.44,72.33,83.91,50.229166666666664,7.8456135058307,10,27,4,0.144
5,-1.0,72.33,81.08,-1.0,-1.0,10,27,4,0.6
5,-1.0,72.33,81.08,-1.0,-1.0,10,27,4,3.4189999999999996
5,-1.0,72.33,81.08,-1.0,-1.0,10,27,4,5.242
5,-1.0,-1.0,77.67,-1.0,8.74,10,27,4,0.125
5,-1.0,-1.0,77.67,-1.0,8.74,10,27,4,0.166
5,2.845139718825504,56.407650761498424,82.67,15.232926829268292,-1.0,10,27,4,0.277
5,2.845139718825504,56.407650761498424,83.59,17.103896103896105,-1.0,10,27,4,0.288
5,2.845139718825504,56.407650761498424,78.36,19.69584008643976,-1.0,10,27,4,0.163
5,-1.0,-1.0,77.2,-1.0,7.8,10,27,4,0.197
5,-1.0,-1.0,-1.0,-1.0,-1.0,10,27,4,0.296
5,-1.0,-1.0,-1.0,-1.0,-1.0,10,27,4,0.428
5,-1.0,-1.0,-1.0,-1.0,-1.0,10,27,4,0.164
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.18
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.234
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.237
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.247
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.556
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.655
5,-1.0,78.27,76.28,-1.0,-1.0,10,27,4,0.8
5,3.2,86.88,82.52,27.15,-1.0,10,27,4,0.36
5,2.92,123.79,77.67,42.39383561643836,-1.0,10,27,4,0.27
5,2.6,178.23,72.04,22.351348664737735,-1.0,10,27,4,0.18
5,2.845139718825504,174.91,45.32,12.01304945054945,7.35,10,27,4,0.41
5,10.27,56.407650761498424,57.9,31.372930866601752,8.14,10,27,4,0.25
5,-1.0,-1.0,59.66,-1.0,9.0,10,27,4,0.785
5,3.89,69.21,76.0,17.791773778920305,8.2,10,27,4,2.94
