Material_Main, Composting Method,M1_is Enclosed,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Turning times,Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),TC loss (%)
8,0,1,42.0,0,42.0,0.0,0,5.0,5,0.62,0.35,60.0,30.0,2.14989,0,48.75974,9,0.5,16.94
8,0,1,42.0,0,42.0,0.0,0,10.0,5,0.616,0.35,60.0,30.0,2.26304,0,44.65768,9,0.5,20.46
8,0,1,42.0,0,42.0,0.0,0,15.0,5,0.1,0.35,60.0,30.0,2.03498,0,43.81634,9,0.5,19.19
8,0,1,42.0,0,42.0,0.0,0,20.0,5,0.1,0.35,60.0,30.0,2.11362,0,44.07314,9,0.51733,19.79
5,1,0,30.0,0,0.0,0.0,9,0.0,8,0.1458,0.0,65.22164,20.0,1.88456,0,41.01703,3,0.22994,22.39
5,1,0,30.0,0,0.0,0.0,9,0.0,8,0.1458,0.0,63.53945,25.0,1.70016,0,43.2822,3,0.27913,21.38
5,1,0,30.0,0,0.0,0.0,9,0.0,8,0.1458,0.0,62.16225,30.0,1.57359,0,46.10967,3,0.32427,21.49
8,0,1,56.0,0,0.0,0.0,8,0.0,8,0.1,0.0,65.96481,24.8781,1.66749,0,42.55639,3,0.43106,51.47
8,0,1,56.0,0,0.0,0.0,8,15.0,8,0.1,0.0,63.41211,22.8873,1.80593,0,37.48015,1,0.56068,64.64
8,0,1,56.0,0,0.0,0.0,8,10.0,8,0.1,0.0,58.1,26.366,1.57849,0,44.16752,3,0.4635,63.1
8,0,1,56.0,0,0.0,0.0,8,25.0,8,0.1,0.0,61.77,24.4799,1.71941,0,36.32346,2,0.50123,68.47
0,0,1,21.0,0,21.0,0.0,0,0.0,8,0.06,0.21,55.0,11.5,2.34,0,26.8,3,0.25926,32.42
0,0,1,21.0,0,21.0,0.0,0,20.0,8,0.06,0.21,55.0,14.7,2.52,0,36.1,13,0.25926,23.55
0,0,1,21.0,0,21.0,0.0,0,20.0,8,0.06,0.21,55.0,14.0,2.52,0,35.3,13,0.25926,19.67
0,0,1,31.0,0,31.0,0.0,2,0.0,8,0.06,0.09384,65.4,14.2,2.1,0,29.7,3,0.51333,48.8
0,0,1,31.0,0,31.0,0.0,2,0.0,8,0.06,0.15639,65.4,14.2,2.1,0,29.7,3,0.51333,50.7
0,0,1,31.0,4,31.0,10.0,2,0.0,8,0.06,0.28151,65.4,14.2,2.1,1,29.7,3,0.51333,53.1
8,0,1,48.0,0,48.0,0.0,0,0.0,3,0.045,0.3279,50.0,17.07927,2.46,0,42.015,3,0.64044,67.56
5,0,1,48.0,0,48.0,0.0,0,0.0,3,0.045,0.34666,50.0,17.32857,2.66,0,46.094,3,0.60578,60.2
7,0,1,48.0,0,48.0,0.0,0,0.0,3,0.045,0.38698,50.0,19.33299,1.97,0,38.086,3,0.54267,60.06
6,0,1,35.0,0,35.0,0.0,4,0.0,8,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,3,0.646,52.59
6,0,1,35.0,0,35.0,0.0,4,10.0,8,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,19,0.646,50.31
6,0,1,35.0,0,35.0,0.0,4,10.0,8,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,22,0.646,48.7
6,0,1,35.0,0,35.0,0.0,4,12.5,8,0.06,0.2,72.1,11.19228,2.68042,0,30.0,19,0.646,49.24
6,0,1,35.0,0,35.0,0.0,4,12.5,8,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,22,0.646,47.73
8,0,1,21.0,0,21.0,0.0,1,0.0,8,1.2096,0.24,59.81,19.9,1.91,0,38.1,3,0.66843,49.2
8,0,1,21.0,0,21.0,0.0,1,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,3,0.66843,44.46
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,69.24222,53.2,0.97,0,51.3,3,0.48504,49.18
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,65.69222,54.9,0.92,0,50.6,17,0.44161,49.13
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,65.69222,53.7,0.92,0,49.4,17,0.44161,44.24
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,65.98741,52.0,0.94,0,48.9,17,0.44161,43.93
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,64.36,51.1,0.91,0,46.6,4,0.44161,48.71
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,65.69222,54.0,0.83,0,44.6,4,0.44161,44.74
4,1,1,105.0,0,0.0,0.0,16,0.0,8,0.055,0.0,65.41481,53.5,0.77,0,41.1,4,0.44161,44.62
5,0,1,15.0,0,15.0,0.0,12,0.0,5,0.018,0.9532,65.03,12.88,2.16588,0,27.89653,3,0.44444,10.33
5,0,1,15.0,0,15.0,0.0,12,29.0,5,0.018,0.90506,63.17,24.41,1.92582,0,47.00927,3,0.49167,15.82
5,0,1,15.0,0,15.0,0.0,12,29.0,5,0.018,0.88629,62.39,27.43,1.84851,0,50.70463,3,0.49167,17.17
5,0,1,15.0,0,15.0,0.0,12,29.0,5,0.018,0.89127,62.6,28.06,1.81596,0,50.95584,3,0.49167,16.54
5,0,1,15.0,0,15.0,0.0,12,29.0,5,0.018,0.8765,61.97,16.31,2.06009,0,33.60007,3,0.49167,11.61
5,0,1,44.44706,0,22.85922,3.69595,12,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,3,0.47538,12.7
4,0,1,32.0,0,27.5,12.0,2,0.0,6,0.1,0.26264,61.1,20.0,2.4739,1,49.47796,3,0.29146,22.76
4,0,1,32.0,0,28.5,12.0,2,0.0,6,0.1,0.33,53.5,30.0,1.72274,1,51.68213,3,0.39699,7.81
4,0,1,32.0,0,34.5,12.0,2,0.0,6,0.1,0.342,48.5,40.0,1.36311,1,54.52436,3,0.44221,17.58
4,0,1,32.0,0,23.6,12.0,2,0.0,1,0.1,0.18,74.7,23.0,2.10582,1,48.43387,3,0.16332,34.26
4,0,1,32.0,0,28.5,12.0,2,0.0,1,0.1,0.28,65.6,30.0,1.6628,1,49.88399,3,0.19849,21.27
4,0,1,32.0,0,32.3,12.0,2,0.0,1,0.1,0.282,53.0,40.0,1.35731,1,54.29234,3,0.36683,7.04
4,0,1,44.44706,0,22.85922,3.69595,2,4.90157,8,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,3,0.47538,10.57
4,0,0,45.0,0,0.0,0.0,6,0.0,8,0.06,0.0,64.33,23.8,1.79,0,42.59,3,0.08333,43.0
4,0,0,45.0,0,0.0,0.0,6,0.0,8,0.06,0.0,62.94,30.6,1.45,0,44.38,3,0.08333,39.6
8,0,1,70.0,0,0.0,0.0,3,0.0,8,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,3,0.45957,54.8
8,0,1,70.0,0,70.0,0.0,3,0.0,8,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,3,0.33627,54.2
8,0,1,70.0,0,70.0,0.0,3,0.0,8,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,3,0.33627,53.7
8,0,1,70.0,0,70.0,0.0,3,0.0,8,1.2096,0.54,63.6,17.26269,2.12625,0,36.7048,3,0.33627,52.2
8,0,1,44.44706,4,22.85922,3.69595,3,4.90157,8,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,3,0.47538,56.3
0,0,1,31.0,0,31.0,0.0,0,0.0,8,0.01,0.43,83.0,16.5,2.60606,0,43.0,3,0.492,40.0
0,0,1,31.0,0,31.0,0.0,0,0.0,8,0.01,0.21,83.0,16.5,2.60606,0,43.0,3,0.492,45.0
5,0,1,31.0,0,31.0,0.0,0,0.0,8,0.01,0.48,71.0,6.1,5.77049,0,35.2,3,0.492,22.0
5,0,1,31.0,0,31.0,0.0,0,0.0,8,0.01,0.23,71.0,6.1,5.77049,0,35.2,3,0.492,24.0
5,0,1,44.44706,0,22.85922,3.69595,0,4.90157,8,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,3,0.47538,28.0
5,0,1,44.44706,0,22.85922,3.69595,0,4.90157,8,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,3,0.47538,33.0
8,0,1,30.0,1,30.0,25.0,3,0.0,8,0.06,0.48,65.9,17.86175,2.17,1,38.76,3,0.48834,58.4
8,0,1,30.0,1,30.0,25.0,3,10.0,8,0.06,0.48,66.47882,18.73469,1.96,1,36.72,19,0.54744,56.6
8,0,1,30.0,1,30.0,25.0,3,10.2,8,0.06,0.48,66.47882,17.73301,2.06,1,36.53,19,0.5616,56.3
8,0,1,30.0,1,30.0,25.0,3,5.2,8,0.06,0.48,61.82891,17.80952,2.1,1,37.4,19,0.52104,58.0
5,0,1,25.0,5,25.0,30.0,2,0.0,8,0.06,0.08242,65.0,20.0,2.59005,1,37.66475,3,0.34667,24.3
5,0,1,25.0,5,25.0,30.0,2,0.0,8,0.06,0.82645,65.0,20.0,2.58309,1,37.66475,3,0.34571,54.47
5,0,1,25.0,5,25.0,30.0,2,0.0,8,0.06,1.64384,65.0,20.0,2.58309,1,37.9905,3,0.34762,45.7
8,1,0,54.0,0,0.0,0.0,6,0.0,8,0.13,0.0,67.214,15.77638,1.63086,0,38.52771,3,0.71093,58.0
8,1,0,54.0,0,0.0,0.0,6,15.0,8,0.13,0.0,61.36171,20.40841,2.12066,0,39.34399,18,0.42336,54.2
8,1,0,54.0,0,0.0,0.0,6,15.0,8,0.13,0.0,61.36171,20.40841,2.12066,0,39.34399,18,0.42336,53.8
8,1,0,54.0,0,0.0,0.0,6,0.0,8,0.13,0.0,67.214,15.77638,1.63086,0,38.52771,3,0.71093,55.4
8,1,0,54.0,0,0.0,0.0,6,6.0,8,0.13,0.0,61.88,26.65188,1.6495,0,42.54203,20,0.48136,52.1
8,1,0,54.0,0,0.0,0.0,6,6.0,8,0.13,0.0,61.88,26.65188,1.6495,0,42.54203,20,0.48136,51.8
6,0,1,45.0,7,45.0,20.0,8,0.0,8,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,3,0.46063,16.32
6,0,1,45.0,7,45.0,20.0,8,5.0,8,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,0,0.44257,17.17
6,0,1,45.0,7,45.0,20.0,8,1.0,8,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,7,0.46063,18.95
6,0,1,45.0,7,45.0,20.0,8,1.0,8,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,21,0.46063,15.14
6,0,1,45.0,7,45.0,20.0,8,3.0,8,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,11,0.4384,16.54
6,0,1,45.0,7,45.0,20.0,8,3.0,8,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,15,0.4384,17.15
6,0,1,45.0,7,45.0,20.0,8,5.0,8,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,22,0.44257,22.42
6,0,1,35.0,0,35.0,0.0,4,0.0,8,0.06,0.1,72.86,11.37,2.68,0,30.45,3,0.667,49.9
6,0,1,35.0,0,35.0,0.0,4,0.0,8,0.06,0.2,72.86,11.37,2.68,0,30.45,3,0.667,47.7
6,0,1,35.0,0,35.0,0.0,4,0.0,8,0.06,0.3,72.86,11.37,2.68,0,30.45,3,0.667,43.8
