Material_Main, Composting Method,M1_is Enclosed,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Turning times,Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),Final GI (%)
5,0,1,28.0,0,0.0,0.0,9,0.0,5,0.13,0.0,61.4561,30.8801,1.667,0,51.47713,6,0.5,121.0
5,0,1,28.0,0,0.0,0.0,9,2.0,5,0.13,0.0,60.661,30.0375,1.668,0,50.10255,10,0.5,127.0
0,1,0,64.0,0,0.0,0.0,12,0.0,5,1.0,0.0,74.0,23.86538,2.23336,0,45.63272,6,0.1715,65.9
0,1,1,64.0,0,0.0,0.0,12,0.0,5,1.0,0.0,74.0,25.17538,2.28344,0,45.63272,6,0.1715,84.8
0,1,1,64.0,0,0.0,0.0,12,0.0,5,1.0,0.0,74.0,23.86538,2.23179,0,45.63272,6,0.1715,110.4
0,1,1,64.0,0,64.0,0.0,12,0.0,5,1.0,1.157,74.0,20.0,2.11755,0,38.19339,6,0.1715,117.9
5,0,1,25.0,5,25.0,30.0,0,0.0,5,0.06,0.82645,60.0,20.12346,2.2314,1,44.90358,6,0.3025,97.0
5,0,1,25.0,5,25.0,30.0,0,0.0,5,0.06,1.64384,60.0,20.01965,2.23068,1,44.65753,6,0.30417,106.28
8,0,1,28.0,5,28.0,30.0,2,0.0,5,0.07122,0.8589,60.0,15.04166,2.6237,1,39.4648,6,0.22888,75.0
8,0,1,28.0,5,28.0,30.0,2,0.0,5,0.07122,0.92562,60.0,19.96354,1.99111,1,39.7496,6,0.21239,88.5
8,0,1,28.0,5,28.0,30.0,2,0.0,5,0.07122,0.90323,60.0,24.98683,1.60222,1,40.0344,6,0.21765,116.05
2,0,1,28.0,6,28.0,30.0,4,0.0,5,0.06,1.20727,66.9,25.0,1.5,1,37.5,6,0.55333,70.8
2,0,1,28.0,6,28.0,30.0,4,0.0,0,0.06,0.96434,58.6,20.9,1.7,1,36.1,6,0.51833,121.4
5,2,1,21.0,5,21.0,30.0,0,0.0,3,0.00828,0.15543,59.79,30.3,1.147,1,34.7541,6,0.66843,107.576
5,2,1,21.0,5,21.0,30.0,0,0.0,3,0.00828,0.31087,59.79,30.3,1.147,1,34.7541,6,0.66843,117.677
5,2,1,21.0,5,21.0,30.0,0,0.0,3,0.00828,0.15543,59.79,30.3,1.147,1,34.7541,6,0.66843,88.3838
6,0,1,44.44706,8,22.85922,3.69595,0,4.90157,3,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,6,0.47538,101.1
6,0,1,44.44706,8,22.85922,3.69595,0,4.90157,3,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,23,0.47538,65.5
6,0,1,44.44706,8,22.85922,3.69595,0,4.90157,3,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,23,0.47538,85.7143
6,0,1,44.44706,8,22.85922,3.69595,0,4.90157,3,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,14,0.47538,48.3
0,0,1,66.0,0,66.0,0.0,11,0.0,5,0.028,0.4,72.7,18.0,1.9,0,34.2,6,0.26071,97.7459
0,0,1,66.0,0,66.0,0.0,11,0.0,5,0.028,0.4,71.7,18.0,1.92,0,34.56,6,0.25,93.2377
0,0,1,66.0,0,66.0,0.0,11,0.0,5,0.028,0.2,71.7,18.0,1.92,0,34.56,6,0.25,49.1803
0,0,1,66.0,0,66.0,0.0,11,0.0,3,0.028,0.2,68.8,22.0,1.76,0,38.72,6,0.25,95.0
0,0,1,66.0,0,66.0,0.0,11,0.0,3,0.028,0.2,69.5,26.0,1.55,0,40.3,6,0.25,86.875
0,0,1,66.0,0,66.0,0.0,11,0.0,3,0.028,0.2,67.3,29.0,1.33,0,38.57,6,0.25,91.6667
0,0,1,66.0,0,66.0,0.0,11,0.0,5,0.028,0.2,71.8,18.0,1.92,0,34.56,6,0.25,112.295
0,1,0,64.0,0,0.0,0.0,0,0.0,5,1.1,0.0,74.27405,23.07538,2.04892,0,45.63272,6,0.15591,65.7975
0,1,1,64.0,0,0.0,0.0,0,0.0,5,1.1,0.0,74.27405,23.07538,2.04892,0,45.63272,6,0.15591,84.2945
0,1,1,64.0,0,0.0,0.0,12,0.0,5,1.1,0.0,74.27405,23.07538,2.04892,0,45.63272,6,0.15591,109.969
0,1,1,44.44706,13,22.85922,3.69595,12,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,6,0.47538,117.975
1,1,1,40.0,0,0.0,0.0,9,0.0,5,0.2,0.0,65.0,29.7094,1.33073,0,39.53519,6,0.25,97.619
1,1,1,40.0,0,0.0,0.0,9,1.0,5,0.2,0.0,65.0,29.8465,1.34581,0,40.16772,24,0.25,130.595
1,1,1,40.0,0,0.0,0.0,9,5.0,5,0.2,0.0,65.0,33.0811,1.24777,0,41.2776,6,0.25,105.714
1,1,1,40.0,0,0.0,0.0,9,6.0,5,0.2,0.0,65.0,33.4375,1.23268,0,41.21774,6,0.25,131.786
0,0,1,20.0,0,20.0,0.0,0,0.0,5,0.06,0.21,60.22,29.35,1.45,0,42.38,6,0.66843,90.14
0,0,1,20.0,2,20.0,10.0,0,0.0,5,0.06,0.42,60.22,29.35,1.45,1,42.38,6,0.66843,94.79
0,0,1,20.0,3,20.0,5.0,0,0.0,5,0.06,0.84,60.22,29.35,1.45,1,42.38,6,0.66843,88.56
5,1,0,30.0,0,0.0,0.0,10,0.0,5,0.1458,0.0,65.22164,20.0,1.88456,0,41.01703,6,0.22994,87.5514
5,1,0,30.0,0,0.0,0.0,10,0.0,5,0.1458,0.0,63.53945,25.0,1.70016,0,43.2822,6,0.27913,86.1971
5,1,0,30.0,0,0.0,0.0,10,0.0,5,0.1458,0.0,62.16225,30.0,1.57359,0,46.10967,6,0.32427,83.8271
8,0,1,56.0,0,0.0,0.0,9,0.0,5,0.1,0.0,65.96481,24.8781,1.66749,0,42.55639,6,0.43106,114.286
8,0,1,56.0,0,0.0,0.0,9,10.0,5,0.1,0.0,58.1,26.366,1.57849,0,44.16752,6,0.4635,123.429
0,0,1,21.0,0,21.0,0.0,0,0.0,5,0.06,0.21,55.0,11.5,2.34,0,26.8,6,0.25926,70.9552
0,0,1,21.0,0,21.0,0.0,0,20.0,5,0.06,0.21,55.0,14.7,2.52,0,36.1,16,0.25926,90.0531
0,0,1,21.0,0,21.0,0.0,0,20.0,5,0.06,0.21,55.0,14.0,2.52,0,35.3,16,0.25926,113.607
0,0,1,31.0,0,31.0,0.0,2,0.0,5,0.06,0.09384,65.4,14.2,2.1,0,29.7,6,0.51333,84.4
0,0,1,31.0,0,31.0,0.0,2,0.0,5,0.06,0.15639,65.4,14.2,2.1,0,29.7,6,0.51333,70.1
0,0,1,31.0,4,31.0,10.0,2,0.0,5,0.06,0.28151,65.4,14.2,2.1,1,29.7,6,0.51333,80.4
8,0,1,48.0,0,48.0,0.0,0,0.0,1,0.045,0.3279,50.0,17.07927,2.46,0,42.015,6,0.64044,126.4
5,0,1,48.0,0,48.0,0.0,0,0.0,1,0.045,0.34666,50.0,17.32857,2.66,0,46.094,6,0.60578,89.3
7,0,1,48.0,0,48.0,0.0,0,0.0,1,0.045,0.38698,50.0,19.33299,1.97,0,38.086,6,0.54267,118.3
4,0,1,44.44706,0,22.85922,3.69595,0,4.90157,4,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,6,0.47538,102.3
6,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,6,0.646,113.314
6,0,1,35.0,0,35.0,0.0,5,10.0,5,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,28,0.646,103.193
6,0,1,35.0,0,35.0,0.0,5,10.0,5,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,34,0.646,105.622
6,0,1,35.0,0,35.0,0.0,5,12.5,5,0.06,0.2,72.1,11.19228,2.68042,0,30.0,28,0.646,108.658
6,0,1,35.0,0,35.0,0.0,5,12.5,5,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,34,0.646,118.375
8,0,1,21.0,0,21.0,0.0,1,0.0,5,1.2096,0.24,59.81,19.9,1.91,0,38.1,6,0.66843,93.25
8,0,1,21.0,0,21.0,0.0,1,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,6,0.66843,105.78
8,0,1,70.0,0,0.0,0.0,4,0.0,5,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,6,0.45957,112.278
8,0,1,70.0,0,70.0,0.0,4,0.0,5,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,6,0.33627,98.748
8,0,1,70.0,0,70.0,0.0,4,0.0,5,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,6,0.33627,100.969
8,0,1,70.0,0,70.0,0.0,4,0.0,5,1.2096,0.54,63.6,17.26269,2.12625,0,36.7048,6,0.33627,93.0937
8,0,1,44.44706,4,22.85922,3.69595,4,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,6,0.47538,106.624
8,0,1,30.0,1,30.0,25.0,4,0.0,5,0.06,0.48,65.9,17.86175,2.17,1,38.76,6,0.48834,100.7
8,0,1,30.0,1,30.0,25.0,4,10.0,5,0.06,0.48,66.47882,18.73469,1.96,1,36.72,28,0.54744,105.9
8,0,1,30.0,1,30.0,25.0,4,10.2,5,0.06,0.48,66.47882,17.73301,2.06,1,36.53,28,0.5616,112.4
8,0,1,30.0,1,30.0,25.0,4,5.2,5,0.06,0.48,61.82891,17.80952,2.1,1,37.4,28,0.52104,107.9
5,0,1,25.0,5,25.0,30.0,2,0.0,5,0.06,0.82645,65.0,20.0,2.58309,1,37.66475,6,0.34571,97.0787
5,0,1,25.0,5,25.0,30.0,2,0.0,5,0.06,1.64384,65.0,20.0,2.58309,1,37.9905,6,0.34762,105.583
5,2,0,83.0,0,0.0,0.0,15,0.0,3,2.0,0.0,72.4,23.5,1.6,0,37.6,6,0.564,46.0
8,1,0,54.0,0,0.0,0.0,7,0.0,5,0.13,0.0,67.214,15.77638,1.63086,0,38.52771,6,0.71093,84.196
8,1,0,54.0,0,0.0,0.0,7,15.0,5,0.13,0.0,61.36171,20.40841,2.12066,0,39.34399,27,0.42336,91.2548
8,1,0,54.0,0,0.0,0.0,7,15.0,5,0.13,0.0,61.36171,20.40841,2.12066,0,39.34399,27,0.42336,76.2968
8,1,0,54.0,0,0.0,0.0,7,0.0,5,0.13,0.0,67.214,15.77638,1.63086,0,38.52771,6,0.71093,111.975
8,1,0,54.0,0,0.0,0.0,7,6.0,5,0.13,0.0,61.88,26.65188,1.6495,0,42.54203,32,0.48136,83.6134
8,1,0,54.0,0,0.0,0.0,7,6.0,5,0.13,0.0,61.88,26.65188,1.6495,0,42.54203,32,0.48136,86.7647
0,0,1,44.44706,0,22.85922,3.69595,0,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,6,0.47538,112.09
0,0,1,21.0,0,21.0,0.0,0,0.0,0,0.007,3.53473,60.65089,13.28814,2.337,0,28.15742,6,0.88143,105.78
0,0,1,21.0,0,21.0,0.0,0,0.0,0,0.007,1.35721,60.6232,13.27559,2.318,0,28.23985,6,0.90571,117.35
0,0,1,21.0,0,21.0,0.0,0,0.0,0,0.007,1.37275,60.87934,12.99438,2.351,0,27.35531,6,0.95429,119.45
6,0,1,45.0,12,45.0,20.0,9,0.0,5,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,6,0.46063,92.0
6,0,1,45.0,12,45.0,20.0,9,5.0,5,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,0,0.44257,114.0
6,0,1,45.0,12,45.0,20.0,9,1.0,5,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,9,0.46063,103.0
6,0,1,45.0,12,45.0,20.0,9,1.0,5,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,33,0.46063,52.0
6,0,1,45.0,12,45.0,20.0,9,3.0,5,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,13,0.4384,74.0
6,0,1,45.0,12,45.0,20.0,9,3.0,5,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,21,0.4384,112.0
6,0,1,45.0,12,45.0,20.0,9,5.0,5,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,34,0.44257,81.0
6,0,1,52.0,7,52.0,15.0,18,0.0,3,0.1,0.00583,60.47968,24.0367,1.86727,1,44.883,6,0.72234,87.0
6,0,1,52.0,7,52.0,15.0,18,2.0,3,0.1,0.00583,59.20868,24.25967,1.81636,1,44.0643,26,0.72934,96.0
6,0,1,52.0,7,52.0,15.0,18,5.0,3,0.1,0.00583,59.52,24.13938,1.76727,1,42.6608,26,0.73984,92.0
6,0,1,52.0,7,52.0,15.0,18,10.0,3,0.1,0.00583,63.0,24.09582,1.67727,1,40.4152,26,0.75734,97.0
8,0,1,50.0,0,50.0,0.0,0,0.0,5,0.1,0.3,60.0,25.0,1.98006,0,45.01113,6,0.56915,93.06
8,0,1,50.0,0,50.0,0.0,0,10.0,5,0.1,0.3,60.0,25.0,1.84506,0,43.15233,6,0.57265,99.34
8,0,1,50.0,0,50.0,0.0,0,10.0,5,0.1,0.3,60.0,25.0,1.84506,0,43.15233,36,0.57265,98.21
8,0,1,50.0,0,50.0,0.0,0,20.0,5,0.1,0.3,60.0,25.0,1.97865,0,41.90761,6,0.54132,102.41
8,0,1,50.0,0,50.0,0.0,9,0.0,5,0.1,0.3,64.21057,24.14998,2.37893,0,40.93919,6,0.47472,93.4361
8,0,1,50.0,0,50.0,0.0,9,10.0,5,0.1,0.3,62.41946,25.10433,2.03465,0,43.48709,6,0.52318,99.6662
8,0,1,50.0,0,50.0,0.0,9,20.0,5,0.1,0.3,59.73189,22.14199,2.27241,0,43.60416,6,0.44474,102.617
8,0,1,50.0,0,50.0,0.0,9,20.5,5,0.1,0.3,59.73189,22.14199,2.35764,0,43.60416,6,0.44474,104.912
8,0,1,50.0,0,50.0,0.0,9,21.0,5,0.1,0.3,59.73189,22.14199,2.35764,0,42.85043,6,0.44474,104.256
8,0,1,50.0,0,50.0,0.0,9,22.0,5,0.1,0.3,59.73189,22.14199,2.33658,0,42.85043,6,0.44474,106.224
6,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.1,72.86,11.37,2.68,0,30.45,6,0.667,110.091
6,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.2,72.86,11.37,2.68,0,30.45,6,0.667,97.1194
6,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.3,72.86,11.37,2.68,0,30.45,6,0.667,87.0957
8,0,1,28.0,0,28.0,0.0,3,0.0,5,0.06,0.25,52.2,24.8,2.23,0,41.27,6,0.70619,116.999
8,0,1,28.0,0,28.0,0.0,3,0.75122,5,0.06,0.25,59.23,27.13,2.22788,0,43.82399,13,0.49618,107.259
8,0,1,28.0,0,28.0,0.0,3,0.37282,5,0.06,0.25,59.23,27.13,2.25502,0,43.82399,13,0.49618,108.235
8,0,1,28.0,0,28.0,0.0,3,0.37282,5,0.06,0.25,59.23,27.13,2.2751,0,43.82399,13,0.49618,88.2353
8,0,1,28.0,0,28.0,0.0,3,0.0692,5,0.06,0.25,61.51973,27.13,2.31124,0,44.3414,13,0.49618,90.7843
8,0,1,28.0,0,28.0,0.0,3,0.0692,5,0.06,0.25,61.51973,27.13,2.35657,0,45.51464,13,0.49486,81.9101
0,2,0,45.0,0,0.0,0.0,0,0.0,5,6.48,0.0,60.0,25.0,1.22751,0,43.28779,6,0.24669,94.3902
0,2,0,45.0,0,0.0,0.0,0,10.0,5,6.48,0.0,60.0,25.0,1.19432,0,42.23608,34,0.27138,110.447
0,2,0,45.0,0,0.0,0.0,0,0.0,5,6.48,0.0,60.0,25.0,1.24323,0,43.28779,6,0.27138,104.756
0,2,0,35.0,0,0.0,0.0,0,0.0,5,26.25,0.0,62.672,19.2334,2.1408,0,32.59319,6,0.57714,57.6305
0,2,0,35.0,0,0.0,0.0,0,0.0,5,26.25,0.0,59.7839,20.3833,2.29615,0,32.58276,6,0.58857,71.4859
0,2,0,35.0,0,0.0,0.0,0,0.0,5,26.25,0.0,56.0294,21.4286,2.36365,0,32.73404,6,0.60571,76.1044
0,2,0,44.44706,0,22.85922,3.69595,0,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,6,0.47538,82.5301
