Material_Main, Composting Method,M1_is Enclosed,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Turning times,Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),N2O-N loss (%)
8,0,1,56.0,0,0.0,0.0,8,0.0,5,0.1,0.0,65.96481,24.8781,1.66749,0,42.55639,4,0.43106,0.72
8,0,1,56.0,0,0.0,0.0,8,15.0,5,0.1,0.0,63.41211,22.8873,1.80593,0,37.48015,2,0.56068,0.73
8,0,1,56.0,0,0.0,0.0,8,10.0,5,0.1,0.0,58.1,26.366,1.57849,0,44.16752,4,0.4635,0.45
8,0,1,56.0,0,0.0,0.0,8,25.0,5,0.1,0.0,61.77,24.4799,1.71941,0,36.32346,3,0.50123,0.55
0,0,1,21.0,0,21.0,0.0,0,0.0,5,0.06,0.21,55.0,11.5,2.34,0,26.8,4,0.25926,0.00623
0,0,1,21.0,0,21.0,0.0,0,20.0,5,0.06,0.21,55.0,14.7,2.52,0,36.1,16,0.25926,0.00162
0,0,1,21.0,0,21.0,0.0,0,20.0,5,0.06,0.21,55.0,14.0,2.52,0,35.3,16,0.25926,0.00224
0,0,1,31.0,0,31.0,0.0,2,0.0,5,0.06,0.09384,65.4,14.2,2.1,0,29.7,4,0.51333,0.74
0,0,1,31.0,0,31.0,0.0,2,0.0,5,0.06,0.15639,65.4,14.2,2.1,0,29.7,4,0.51333,0.83
0,0,1,31.0,4,31.0,10.0,2,0.0,5,0.06,0.28151,65.4,14.2,2.1,1,29.7,4,0.51333,0.93
7,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,4,0.646,0.88
7,0,1,35.0,0,35.0,0.0,5,10.0,5,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,20,0.646,1.11
7,0,1,35.0,0,35.0,0.0,5,10.0,5,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,26,0.646,0.6
7,0,1,35.0,0,35.0,0.0,5,12.5,5,0.06,0.2,72.1,11.19228,2.68042,0,30.0,20,0.646,0.24
7,0,1,35.0,0,35.0,0.0,5,12.5,5,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,26,0.646,0.23
8,0,1,21.0,0,21.0,0.0,1,0.0,5,1.2096,0.24,59.81,19.9,1.91,0,38.1,4,0.66843,2.3
8,0,1,21.0,0,21.0,0.0,1,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,4,0.66843,1.24
5,0,0,45.0,0,0.0,0.0,7,0.0,5,0.06,0.0,64.33,23.8,1.79,0,42.59,4,0.08333,0.41
5,0,0,45.0,0,0.0,0.0,7,0.0,5,0.06,0.0,62.94,30.6,1.45,0,44.38,4,0.08333,0.09
8,0,1,70.0,0,0.0,0.0,4,0.0,5,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,4,0.45957,1.4
8,0,1,70.0,0,70.0,0.0,4,0.0,5,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,4,0.33627,1.2
8,0,1,70.0,0,70.0,0.0,4,0.0,5,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,4,0.33627,1.7
0,0,1,31.0,0,31.0,0.0,0,0.0,5,0.01,0.43,83.0,16.5,2.60606,0,43.0,4,0.492,0.10748
0,0,1,31.0,0,31.0,0.0,0,0.0,5,0.01,0.21,83.0,16.5,2.60606,0,43.0,4,0.492,0.11495
6,0,1,31.0,0,31.0,0.0,0,0.0,5,0.01,0.48,71.0,6.1,5.77049,0,35.2,4,0.492,0.0821
6,0,1,31.0,0,31.0,0.0,0,0.0,5,0.01,0.23,71.0,6.1,5.77049,0,35.2,4,0.492,0.1254
6,0,1,44.44706,0,22.85922,3.69595,0,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,4,0.47538,0.0394
6,0,1,44.44706,0,22.85922,3.69595,0,4.90157,5,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,4,0.47538,0.1567
8,0,1,30.0,1,30.0,25.0,4,10.2,5,0.06,0.48,66.47882,17.73301,2.06,1,36.53,20,0.5616,2.0
8,0,1,30.0,1,30.0,25.0,4,5.2,5,0.06,0.48,61.82891,17.80952,2.1,1,37.4,20,0.52104,2.0
7,0,1,45.0,8,45.0,20.0,8,0.0,5,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,4,0.46063,1.92
7,0,1,45.0,8,45.0,20.0,8,5.0,5,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,0,0.44257,1.1
7,0,1,45.0,8,45.0,20.0,8,1.0,5,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,8,0.46063,0.79
7,0,1,45.0,8,45.0,20.0,8,1.0,5,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,25,0.46063,2.48
7,0,1,45.0,8,45.0,20.0,8,3.0,5,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,13,0.4384,2.29
7,0,1,45.0,8,45.0,20.0,8,3.0,5,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,18,0.4384,0.5
7,0,1,45.0,8,45.0,20.0,8,5.0,5,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,26,0.44257,1.64
8,0,1,50.0,0,50.0,0.0,0,0.0,5,0.1,0.3,60.0,25.0,1.98006,0,45.01113,4,0.56915,0.79
8,0,1,50.0,0,50.0,0.0,0,10.0,5,0.1,0.3,60.0,25.0,1.84506,0,43.15233,4,0.57265,0.3
8,0,1,50.0,0,50.0,0.0,0,10.0,5,0.1,0.3,60.0,25.0,1.84506,0,43.15233,29,0.57265,0.39
8,0,1,50.0,0,50.0,0.0,0,20.0,5,0.1,0.3,60.0,25.0,1.97865,0,41.90761,4,0.54132,0.19
7,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.1,72.86,11.37,2.68,0,30.45,4,0.667,0.8
7,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.2,72.86,11.37,2.68,0,30.45,4,0.667,0.6
7,0,1,35.0,0,35.0,0.0,5,0.0,5,0.06,0.3,72.86,11.37,2.68,0,30.45,4,0.667,0.6
8,0,1,28.0,0,28.0,0.0,3,0.0,5,0.06,0.25,52.2,24.8,2.23,0,41.27,4,0.70619,1.5
8,0,1,28.0,0,28.0,0.0,3,0.75122,5,0.06,0.25,59.23,27.13,2.22788,0,43.82399,13,0.49618,1.4
8,0,1,28.0,0,28.0,0.0,3,0.37282,5,0.06,0.25,59.23,27.13,2.25502,0,43.82399,13,0.49618,1.0
8,0,1,28.0,0,28.0,0.0,3,0.37282,5,0.06,0.25,59.23,27.13,2.2751,0,43.82399,13,0.49618,0.3
8,0,1,28.0,0,28.0,0.0,3,0.0692,5,0.06,0.25,61.51973,27.13,2.31124,0,44.3414,13,0.49618,0.3
8,0,1,28.0,0,28.0,0.0,3,0.0692,5,0.06,0.25,61.51973,27.13,2.35657,0,45.51464,13,0.49486,0.3
0,2,0,133.0,0,0.0,0.0,0,0.0,5,0.7668,0.0,66.675,15.62261,1.37,0,40.7163,4,0.697,0.003
0,2,0,133.0,0,0.0,0.0,0,6.46,5,1.67247,0.0,66.682,13.035,1.33,0,31.6675,20,0.70446,0.016
0,2,0,133.0,0,0.0,0.0,0,5.47,5,1.67247,0.0,66.682,13.035,1.38,0,31.5475,20,0.70446,0.017
0,2,0,133.0,0,0.0,0.0,0,9.52,5,1.67247,0.0,66.792,13.135,1.23,0,31.5475,20,0.69231,0.053
0,2,0,133.0,0,0.0,0.0,0,5.47,5,1.67247,0.0,66.682,13.035,1.42,0,31.5475,23,0.70446,0.001
0,2,0,133.0,0,0.0,0.0,0,10.59,5,1.67247,0.0,66.353,13.065,1.2,0,31.6675,23,0.69132,0.003
0,2,0,133.0,0,0.0,0.0,0,10.59,5,1.67247,0.0,66.353,13.065,1.22,0,31.5475,23,0.69132,0.001
0,1,0,90.0,0,0.0,0.0,0,0.0,5,0.02069,0.0,65.193,23.224,2.377,0,58.795,4,0.87008,0.22
0,1,0,90.0,0,0.0,0.0,0,0.0,4,0.02069,0.0,66.95,25.0,2.481,0,58.551,4,0.69316,0.43
0,1,0,90.0,0,0.0,0.0,0,0.0,4,0.02069,0.0,67.0,24.0,2.351,0,58.135,4,0.58005,0.17
