Material_Main,V4_Ventilation Day,V2_Ventilation Interval (min),Material_3,Initial C/N (%),Material_2,Compost volume (m3),V3_Ventilation Duration (min),M1_is Enclosed,Additive_1,Application Rate (%DW),Initial pH, Composting Method,Additive_3,Period (d),Turning times,Additive_4,V1_Ventilation Type,Initial GI (%),Additive_2,Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
8,0.0,0.0,3.0,33.18579116113973,8.0,4.210797122302158,0.0,0.0,23.0,6.610680483792431,5.6522195606859595,2.0,4.0,41.0,16.0,1.0,2.0,27.32884658064516,5.0,63.0,0.0,2.1457865217391303,71.2096233868232,109.00048000000004,6.458495837923976,0.784946084022522,0.1970907945148084,28.52279167314461
8,0.0,0.0,4.0,12.0,5.0,4.210797122302158,0.0,1.0,19.0,5.85421523612727,8.0,0.0,4.0,40.0,3.0,1.0,2.0,27.32884658064516,2.0,63.0,0.0,2.1457865217391303,94.1136448667136,110.38467700000002,9.300201425067979,0.562676727771759,0.22280750098388588,1000000.0
8,0.0,0.0,5.0,30.509522492466747,4.0,4.210797122302158,0.0,1.0,36.0,9.47853360681073,7.181571332136953,0.0,4.0,13.0,3.0,1.0,2.0,27.32884658064516,6.0,55.0,0.0,2.1457865217391303,65.46692214903199,110.32907100000003,9.300201425067979,0.778370201587677,0.23615531912521098,26.913087553072792
8,0.0,0.0,0.0,18.13615242875149,13.0,4.210797122302158,0.0,1.0,30.0,5.027221991751884,5.448039258783265,0.0,4.0,13.0,24.0,1.0,2.0,27.32884658064516,2.0,69.20857228113502,0.0,2.1457865217391303,38.91631143782134,109.72576500000005,7.32128587836836,0.5835895538330078,0.1960203707208229,33.23546816217242
8,0.0,0.0,9.0,23.0,4.0,4.210797122302158,0.0,1.0,28.0,8.168343489076252,6.490160629909468,0.0,4.0,22.0,30.0,1.0,2.0,27.32884658064516,6.0,65.0,0.0,2.1457865217391303,15.917488691538138,109.87288400000006,7.752330277937793,0.7426178455352783,0.2380383826970865,1000000.0
8,0.0,0.0,2.0,22.0,2.0,4.210797122302158,0.0,0.0,16.0,3.1304698164664466,6.445463080745018,1.0,4.0,27.0,21.0,1.0,2.0,27.32884658064516,3.0,66.73009682718073,0.0,2.1457865217391303,17.14875736341677,109.05868800000003,6.176491696438765,0.783342719078064,0.23789572920451285,1000000.0
8,0.0,0.0,4.0,10.657563554099392,4.0,4.210797122302158,0.0,1.0,6.0,9.062876179996408,8.0,0.0,4.0,30.0,9.0,1.0,2.0,27.32884658064516,5.0,65.0,0.0,2.1457865217391303,22.868856228964656,110.13943300000004,8.499984719188376,0.8092264533042908,0.2434451544661564,28.221203994837403
8,0.0,0.0,9.0,11.998809929054962,12.0,4.210797122302158,0.0,1.0,37.0,6.548693189861342,7.0,0.0,4.0,41.0,1.0,1.0,2.0,27.32884658064516,1.0,51.0,0.0,2.1457865217391303,25.74688462267579,111.03529100000003,9.042064506171307,0.55926513671875,0.2112008942432088,26.900406780093196
8,0.0,0.0,3.0,38.66370387773935,4.0,4.210797122302158,0.0,1.0,33.0,3.9111222189162875,6.347826798513136,0.0,4.0,41.0,30.0,1.0,2.0,27.32884658064516,0.0,57.0,0.0,2.1457865217391303,82.96405466136605,109.58753500000005,7.752330277937793,0.5714208483695984,0.23576371013221425,28.042771655445396
8,0.0,0.0,2.0,23.749189522428576,6.0,4.210797122302158,0.0,1.0,18.0,5.009488456194635,6.0,1.0,4.0,18.0,7.0,1.0,2.0,27.32884658064516,2.0,68.09773658850315,0.0,2.1457865217391303,47.52414645265305,108.30350500000003,6.256496738993309,0.5637484192848206,0.20495135606629372,1000000.0
8,0.0,0.0,4.0,27.510939686923738,13.0,4.210797122302158,0.0,1.0,19.0,8.544118011684985,8.0,0.0,4.0,47.0,0.0,1.0,2.0,27.32884658064516,6.0,61.11452036681591,0.0,2.1457865217391303,59.032603580579085,109.67807400000001,9.568356586007658,0.7784281373023987,0.21347003519731275,27.05017990556632
8,0.0,0.0,9.0,32.312194975119226,13.0,4.210797122302158,0.0,0.0,34.0,7.763259515026892,6.0,2.0,4.0,39.0,5.0,1.0,2.0,27.32884658064516,6.0,70.0,0.0,2.1457865217391303,69.33507246541768,108.92121600000004,6.745069390277085,0.784946084022522,0.20149546395475948,25.160932078312527
8,0.0,0.0,3.0,12.236353198417106,5.0,4.210797122302158,0.0,0.0,24.0,6.966385765635131,5.0,1.0,4.0,31.0,11.0,1.0,2.0,27.32884658064516,1.0,59.022830573175916,0.0,2.1457865217391303,26.256601768402923,108.48412600000002,5.836581620852239,0.5612281560897827,0.15764710551032926,27.68175827956113
8,0.0,0.0,4.0,34.46890970809707,2.0,4.210797122302158,0.0,1.0,13.0,6.216047345599383,7.0,0.0,4.0,18.0,3.0,1.0,2.0,27.32884658064516,3.0,63.634959405859604,0.0,2.1457865217391303,73.96292187067776,110.17324800000004,9.300201425067979,0.8032128810882568,0.22072718341505643,26.02745678087967
8,0.0,0.0,9.0,18.419756468973166,8.0,4.210797122302158,0.0,1.0,6.0,8.923518022272601,6.967765729560369,1.0,4.0,37.0,1.0,1.0,2.0,27.32884658064516,3.0,64.0,0.0,2.1457865217391303,39.524865164839774,110.09835600000004,7.7650643674136015,0.8473086953163147,0.22603759878317467,25.284377956356042
8,0.0,0.0,5.0,19.781706744753663,2.0,4.210797122302158,0.0,1.0,17.0,9.203905753836409,5.0,0.0,4.0,28.0,4.0,1.0,2.0,27.32884658064516,2.0,53.0,0.0,2.1457865217391303,42.447319709888454,109.90243100000002,8.967237893985907,0.5711606740951538,0.23612659623631774,25.676984313661315
8,0.0,0.0,3.0,19.0,3.0,4.210797122302158,0.0,1.0,2.0,9.793136853682263,6.772734413540304,0.0,4.0,18.0,0.0,1.0,2.0,27.32884658064516,2.0,51.83554617909452,0.0,2.1457865217391303,89.85513797571886,110.41758200000004,8.1804366274841,0.994056761264801,0.21541602656927655,1000000.0
8,0.0,0.0,3.0,27.66489357691036,2.0,4.210797122302158,0.0,1.0,23.0,3.129223539223882,5.22349474968932,0.0,4.0,23.0,23.0,1.0,2.0,27.32884658064516,1.0,54.71766031242751,0.0,2.1457865217391303,59.362955762681686,110.04922500000004,7.752330277937793,0.5904040336608887,0.2509550393091624,30.888056126020114
8,0.0,0.0,0.0,10.586657976098472,12.0,4.210797122302158,0.0,1.0,37.0,3.305028637873134,5.922000251600097,0.0,4.0,14.0,24.0,1.0,2.0,27.32884658064516,6.0,64.49303199854322,0.0,2.1457865217391303,22.71670799537416,109.76376800000006,7.32128587836836,0.7845872044563293,0.1921074347754534,32.469669238250454
8,0.0,0.0,4.0,14.86065596872412,13.0,4.210797122302158,0.0,1.0,33.0,5.959606105918961,5.0,0.0,4.0,36.0,1.0,1.0,2.0,27.32884658064516,3.0,51.14773851822759,0.0,2.1457865217391303,31.887795281890376,110.80370100000003,9.042064506171307,0.7785613536834717,0.16638121926409094,25.927920318030676
8,0.0,0.0,2.0,32.0,0.0,4.210797122302158,0.0,1.0,2.0,8.549616262361525,7.0,0.0,4.0,43.0,23.0,1.0,2.0,27.32884658064516,3.0,55.43025318206818,0.0,2.1457865217391303,92.2848604524025,109.91212800000002,7.683896895415452,0.9230325818061829,0.26120992106124863,1000000.0
8,6.0,0.0,4.0,27.31481688873421,6.0,4.210797122302158,0.0,0.0,30.0,6.742217546775649,8.0,1.0,4.0,13.0,1.0,1.0,0.0,27.32884658064516,3.0,53.0,1.9653208273692964,2.1457865217391303,58.611765923618236,111.29264200000007,7.914456110441957,0.7191475629806519,0.1935386055444963,27.069074963268903
8,0.0,0.0,9.0,19.98490041713429,12.0,4.210797122302158,0.0,1.0,20.0,7.686045247889031,5.0,1.0,4.0,36.0,16.0,1.0,2.0,27.32884658064516,2.0,50.11716788937377,0.0,2.1457865217391303,42.883329953385484,109.50642600000005,6.458495837923976,0.5637484192848206,0.2424430538783245,33.47485273429459
8,0.0,0.0,5.0,19.24262036117373,14.0,4.210797122302158,0.0,0.0,14.0,9.361860297115777,7.166345542440601,1.0,4.0,39.0,4.0,1.0,2.0,27.32884658064516,7.0,53.0,0.0,2.1457865217391303,41.29055541394955,108.14658700000001,6.804365778097144,0.7923120856285095,0.19474945051499784,25.169719817364392
8,6.0,0.0,9.0,13.484134447662374,3.0,4.210797122302158,0.0,1.0,25.0,3.3919636325175757,7.0,2.0,4.0,14.0,25.0,1.0,0.0,27.32884658064516,3.0,58.0,1.955902146685893,2.1457865217391303,28.934073955112236,110.04983850000004,6.077242815013812,0.7685950398445129,0.21939393707325927,31.721050932892826
8,0.0,0.0,5.0,15.752548550068333,14.0,4.210797122302158,0.0,1.0,15.0,5.357902634525882,6.7561513671736515,1.0,4.0,18.0,0.0,1.0,2.0,27.32884658064516,1.0,53.0,0.0,2.1457865217391303,33.80160636177791,109.00516500000003,7.365504728217853,0.5615344047546387,0.1975028821017023,27.946625957298806
8,6.0,0.0,9.0,21.66416306189394,14.0,4.210797122302158,0.0,0.0,11.0,8.461989235054252,8.0,1.0,4.0,19.0,9.0,1.0,0.0,27.32884658064516,1.0,56.99333981894667,0.394853493186726,2.1457865217391303,46.486669102970744,110.13390050000005,5.5629876731096495,1.0514055490493774,0.22429254922835445,31.45894362686105
8,12.0,0.0,4.0,19.495669782813046,0.0,4.210797122302158,0.0,1.0,24.0,2.311272870708497,8.0,0.0,4.0,14.0,23.0,1.0,0.0,27.32884658064516,1.0,65.0,0.936244041922077,2.1457865217391303,41.833545452237075,108.27463050000004,7.271611057044698,0.548729658126831,0.3050637824307102,33.53624935378695
8,0.0,0.0,9.0,32.79084413090812,0.0,4.210797122302158,0.0,1.0,8.0,9.467711929555858,5.219032069945524,2.0,4.0,41.0,19.0,1.0,2.0,27.32884658064516,0.0,55.0,0.0,2.1457865217391303,70.36215137255131,109.81724900000003,6.733297086218173,1.2059992551803589,0.20385667345637115,26.858757389551652
8,25.0,0.0,5.0,34.228681049428026,8.0,4.210797122302158,0.0,0.0,4.0,5.369699589724749,7.0,1.0,4.0,41.0,1.0,1.0,0.0,27.32884658064516,7.0,52.0,1.9291903556760985,2.1457865217391303,73.44744245277025,107.28458500000006,5.225685808134377,1.4532865285873413,0.1947992532177584,24.325704382335662
8,0.0,0.0,5.0,12.709471859865381,3.0,4.210797122302158,0.0,1.0,22.0,4.989531568220101,5.387550459678235,0.0,4.0,20.0,20.0,1.0,2.0,27.32884658064516,3.0,54.0,0.0,2.1457865217391303,27.27181341532189,109.81213500000004,7.752330277937793,0.7613393664360046,0.21549941615127566,29.31814320910911
8,0.0,0.0,2.0,17.579226595124226,8.0,4.210797122302158,0.0,0.0,8.0,9.155307613304515,5.121210074065958,1.0,4.0,28.0,0.0,1.0,2.0,27.32884658064516,0.0,54.31924476655101,0.0,2.1457865217391303,37.72126749041563,110.02416400000001,8.144946535435052,1.20961594581604,0.14935185959952954,25.698525939675584
8,0.0,0.0,2.0,36.0,12.0,4.210797122302158,0.0,0.0,20.0,4.648788853769893,7.918752135155567,1.0,4.0,42.0,21.0,1.0,2.0,27.32884658064516,2.0,66.11967033579045,0.0,2.1457865217391303,91.24923165407029,109.12911000000004,6.176491696438765,0.5637484192848206,0.21618157471432264,1000000.0
