Initial Moisture Content (%),Material_Main,Initial GI (%),V3_Ventilation Duration (min),Additive_3,Initial pH,Material_2,Application Rate (%DW),V1_Ventilation Type,V4_Ventilation Day,M1_is Enclosed,Additive_1,Initial C/N (%),Material_3,Turning times,V5_Ventilation rate (L/min/kg iniDW),Period (d),Additive_2, Composting Method,Compost volume (m3),V2_Ventilation Interval (min),Additive_4,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
64.0,6,27.32884658064516,12.575686084190208,4,5.0,2.0,3.3282360332184444,1,32.0,0.0,28.0,28.72192427338435,0.0,30.0,0.592738283627747,54.0,0.0,2.0,0.15181,498.0,1,1.411,40.52663514974532,116.50064200000004,4.145733109342437,1.0666807889938354,0.15893447922095316,1000000.0
63.13010486658908,6,27.328846580645163,22.585922045053458,4,5.626971382446213,3.0,8.69207981919932,1,58.0,1.0,10.0,21.0,0.0,16.0,1.3004099557149642,124.0,2.0,2.0,0.15181,1287.0,1,1.411,29.631,117.40619500000007,6.508698955737789,0.7852141857147217,0.15282789164475197,1000000.0
57.052364525019044,6,27.32884658064516,47.22754536461462,4,7.206011355037141,14.0,3.9069334428876075,1,33.0,1.0,17.0,35.09131342218717,5.0,29.0,1.1700977229740204,100.0,2.0,0.0,0.15181,322.0,1,1.411,49.5138432387061,113.72758700000006,2.076471633100835,0.748365044593811,0.18240561507094696,24.03293733367275
64.12018708446243,6,27.32884658064516,29.41908464636778,4,6.0,2.0,9.939322229325844,1,18.0,1.0,11.0,12.738219443678151,0.0,22.0,1.6771524267752633,29.0,5.0,2.0,0.15181,1324.0,1,1.411,17.97362763502987,114.86798600000003,5.406263806414325,1.1045609712600708,0.148593154429466,26.262261355730033
59.0,6,27.32884658064516,5.102218409291823,4,8.0,2.0,5.569283552046202,1,20.0,1.0,30.0,11.324791480299236,0.0,5.0,1.6237595670763303,24.0,2.0,0.0,0.15181,943.0,1,1.411,15.979280778702222,118.03737900000006,3.3765571999842874,0.7469782829284668,0.15970913704763023,26.19928215761604
67.0,6,27.73791810957449,25.964311866112666,4,5.774618447253915,3.0,3.6017633193023335,1,77.0,1.0,12.0,35.0,2.0,7.0,1.0915458544678054,83.0,0.0,2.0,0.15181,1309.0,1,1.411,14.11,116.02169500000005,3.437433013520669,1.1569768190383911,0.16450197259931668,1000000.0
56.0,6,27.32884658064516,29.317802808349512,4,7.2229362525937635,14.0,3.6611608413553896,1,15.0,1.0,4.0,31.0,0.0,5.0,0.27391063527062665,17.0,2.0,2.0,0.15181,147.0,1,1.411,43.741,119.40813300000008,5.3918561805296426,0.8047794103622437,0.17185816188550126,1000000.0
67.87669437613621,6,27.32884658064516,10.67664862896363,4,7.0,4.0,5.6951093870730185,1,53.0,1.0,13.0,16.775504362204888,0.0,4.0,1.980403415041904,127.0,2.0,0.0,0.15181,760.0,1,1.411,23.670236655071097,118.72987200000006,3.391448967924639,0.6937717795372009,0.14567420977957438,21.138969502286287
57.0,6,27.32884658064516,33.75706293437702,4,7.974837636274503,14.0,2.2075970968474046,1,84.0,0.0,35.0,11.736528554195864,3.0,27.0,0.5662816156505894,100.0,0.0,1.0,0.15181,41.0,1,1.411,16.560241789970366,116.09036600000005,3.3371773288165145,1.1663326025009155,0.14162063339946462,27.621726530882846
68.02767289379383,6,27.32884658064516,35.28430059594701,4,5.743497889880205,8.0,7.251473844897976,1,66.0,0.0,15.0,17.812722786608024,0.0,10.0,0.6833709550428366,86.0,1.0,1.0,0.15181,328.0,1,1.411,25.133751851903924,116.67778200000002,5.84783086057999,0.8051636815071106,0.14633881879395097,26.95382249154148
