Additive_3,Additive_4,Initial Moisture Content (%),Initial GI (%),Application Rate (%DW),Material_2,V3_Ventilation Duration (min),V1_Ventilation Type,Compost volume (m3),Initial C/N (%),Period (d),V4_Ventilation Day,Material_Main,Additive_2,Additive_1,M1_is Enclosed,Turning times,V2_Ventilation Interval (min),Material_3,Initial pH, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4,1,61.92681928437925,27.32884658064516,6.226549148902084,4.0,0.0,2,0.08,36.69518298862007,14.0,0.0,4,0.0,4.0,1.0,26.0,0,4.0,7.0,1.0,0.0,0.875,32.10828511504256,107.71886600000002,6.132799767644177,0.8122884035110474,0.19478896381166064,23.324349547743093
4,1,69.44136186558555,27.32884658064516,3.7402790272376274,0.0,0.0,2,0.08,27.928876973388522,57.0,0.0,4,3.0,11.0,0.0,20.0,0,3.0,6.237619920127502,1.0,0.0,0.875,24.437767351714957,106.78193800000003,5.958756233285527,0.8472211360931396,0.1612958033663474,20.05322977247127
4,1,63.0,27.32884658064516,8.39851297504832,0.0,0.0,2,0.08,29.0299227430421,66.0,0.0,4,0.0,6.0,1.0,23.0,0,3.0,6.0,0.0,0.0,0.875,25.401182400161836,109.60950500000003,6.312445582743538,0.9042691588401794,0.1875903410472648,18.691665343422606
4,1,51.0,27.32884658064516,3.473552011993177,0.0,0.0,0,0.08,33.72374880823323,18.0,6.0,4,1.0,23.0,1.0,15.0,0,5.0,6.0,2.0,1.463772421121381,0.875,29.508280207204077,106.44551700000004,4.643080480408923,0.893776535987854,0.21286085585238562,27.444174604326008
4,1,61.59433344257489,27.32884658064516,3.3910251090201724,4.0,0.0,2,0.08,38.247196604592126,86.0,0.0,4,13.0,24.0,1.0,20.0,0,4.0,6.005755045818159,0.0,0.0,0.875,33.46629702901811,104.77233000000004,5.244920412288794,0.8471089005470276,0.2139567192596863,17.469682942855716
4,1,62.99999999999999,27.32884658064516,3.5460095279898036,0.0,0.0,2,0.08,37.3044212635805,75.0,0.0,4,12.0,25.0,0.0,21.0,0,3.0,6.0,2.0,0.0,0.875,32.64136860563294,107.38984800000004,4.361076338923712,0.8472211360931396,0.16877041946505136,18.457483403801948
4,1,66.56329439358075,27.32884658064516,7.005070640747784,0.0,47.71645229172016,1,0.08,26.229572891588106,43.0,38.0,4,0.0,33.0,1.0,14.0,788,4.0,7.0,2.0,1.8600394008046752,0.875,22.950876280139592,105.18924300000002,7.513637433444414,0.698682963848114,0.17131846382818508,24.52175822023739
4,1,57.353495904064815,27.32884658064516,2.7404651311992447,0.0,0.0,0,0.08,25.77635233964439,17.0,6.0,4,11.0,27.0,1.0,30.0,0,4.0,6.0,0.0,1.1277102794044969,0.875,22.55430829718884,106.68461500000004,5.357213367196939,0.8753015398979187,0.25056022115077875,28.222690522172115
4,1,69.0,27.32884658064516,3.875738649276056,0.0,0.0,2,0.08,20.733052487397305,34.0,0.0,4,15.0,11.0,1.0,24.0,0,4.0,7.0,1.0,0.0,0.875,18.14142092647264,105.79764900000004,5.958756233285527,0.8447649478912354,0.21402438406986113,23.389032869985698
4,1,57.67898251426378,27.32884658064516,7.735270730455213,12.0,0.0,2,0.08,26.0,123.0,0.0,4,0.0,13.0,1.0,26.0,0,3.0,6.108240701029727,2.0,0.0,0.875,22.75,106.910445,5.387830902274388,0.9032484889030457,0.15909593704001573,1000000.0
4,1,53.09712021990555,27.32884658064516,3.9566651851821466,14.0,0.0,2,0.08,25.0,58.0,0.0,4,0.0,34.0,1.0,25.0,0,2.0,7.0,0.0,0.0,0.875,21.875,106.351273,5.482445358644215,0.9177147150039673,0.18264394356189212,1000000.0
4,1,55.693439569079246,27.32884658064516,8.819616277376717,0.0,0.0,2,0.08,12.0,76.0,0.0,4,0.0,8.0,1.0,26.0,0,4.0,5.0,0.0,0.0,0.875,10.5,109.04513100000003,6.312445582743538,0.8099444508552551,0.13659912157246498,1000000.0
4,1,69.0,27.32884658064516,5.511222896404661,5.0,0.0,2,0.08,23.38762325674174,115.0,0.0,4,0.0,6.0,0.0,23.0,0,3.0,7.195057611769904,2.0,0.0,0.875,20.464170349649024,108.09316300000002,5.387830902274388,0.8118364214897156,0.1550400983936937,17.46160463968996
4,1,61.0,27.32884658064516,8.608634555136717,0.0,0.0,0,0.08,22.9722548897953,46.0,45.0,4,5.0,16.0,1.0,11.0,0,3.0,5.11608296636505,1.0,0.8563062937341295,0.875,20.100723028570886,107.31046200000004,5.702267276166953,0.954129159450531,0.2109749246540417,28.09407901811254
4,1,65.0,27.32884658064516,9.495771282997781,3.0,0.0,2,0.08,38.0,105.0,0.0,4,0.0,22.0,1.0,10.0,0,9.0,6.809084717924667,0.0,0.0,0.875,33.25,105.08770600000001,5.023599781533577,0.8000584244728088,0.19955296355709878,1000000.0
4,1,67.0,27.32884658064516,7.416741610018467,2.0,0.0,0,0.08,36.45943631342098,85.0,36.0,4,0.0,11.0,1.0,24.0,0,3.0,6.0,2.0,0.03735319585536212,0.875,31.902006774243358,107.58931100000001,5.387830902274388,0.9335511922836304,0.1861905317052106,20.538184246817238
4,1,63.80008477142319,27.32884658064516,6.02835637699513,8.0,0.0,0,0.08,28.77902707082439,19.0,7.0,4,0.0,6.0,1.0,20.0,0,5.0,7.0,1.0,0.029973553529969887,0.875,25.181648686971343,107.20982100000003,6.132799767644177,0.8539609313011169,0.1982671783835228,26.497007929673046
4,1,67.15162920406345,27.32884658064516,4.1656502664207675,0.0,0.0,2,0.08,20.633864904334537,117.0,0.0,4,15.0,8.0,1.0,27.0,0,2.0,8.0,0.0,0.0,0.875,18.05463179129272,107.16349800000003,5.958756233285527,0.9719250798225403,0.21094764256300266,20.466189475604
4,1,63.0,27.32884658064516,2.553107964351515,6.0,0.0,2,0.08,22.70881645609182,129.0,0.0,4,0.0,17.0,1.0,30.0,0,3.0,5.634332452373845,2.0,0.0,0.875,19.870214399080343,108.28879700000003,5.387830902274388,0.9032484889030457,0.18927090496711757,18.388239473317434
4,1,61.58199399753719,27.32884658064516,2.1951560095482545,8.0,0.0,2,0.08,16.202643857212664,15.0,0.0,4,0.0,2.0,1.0,16.0,0,9.0,5.552055127206205,0.0,0.0,0.875,14.17731337506108,107.34847800000001,6.414803909129388,0.8157075643539429,0.18749926099808328,24.30412872125793
4,1,55.0,27.32884658064516,4.9315564426658165,0.0,0.0,2,0.08,25.0,116.0,0.0,4,0.0,25.0,1.0,18.0,0,2.0,6.0,2.0,0.0,0.875,21.875,108.890719,4.714765688381723,0.936423122882843,0.18395449849466414,1000000.0
4,1,62.0,27.32884658064516,3.408141142696982,13.0,0.0,2,0.08,17.144889976821048,67.0,0.0,4,0.0,31.0,0.0,31.0,0,5.0,7.0,1.0,0.0,0.875,15.001778729718417,107.34555300000002,5.392232129045145,0.7442461848258972,0.13379801697586544,20.944813137589573
4,1,51.96415476980398,27.32884658064516,4.942294617940277,0.0,0.0,0,0.08,22.0,39.0,28.0,4,11.0,27.0,1.0,14.0,0,5.0,6.10889240890371,0.0,0.8607367327009479,0.875,19.25,106.24721300000003,5.63921750868215,0.893776535987854,0.23167108379012907,1000000.0
4,1,58.0,27.32884658064516,3.3131021882659253,5.0,0.0,2,0.08,31.12764690118282,69.0,0.0,4,0.0,25.0,1.0,23.0,0,2.0,6.152212187846255,2.0,0.0,0.875,27.236691038534968,106.743125,4.535119873282362,0.9361577033996582,0.18632365982453108,18.29581792389651
4,1,53.0,27.32884658064516,3.0076766667198456,0.0,0.0,2,0.08,38.22015769584476,107.0,0.0,4,2.0,8.0,1.0,25.0,0,0.0,6.0,0.0,0.0,0.875,33.44263798386417,106.77687900000002,3.422001240454418,0.9719250798225403,0.19463749736835217,18.867785616986314
4,1,60.0,27.32884658064516,4.784824487601327,0.0,0.0,0,0.08,28.703468256437134,35.0,31.0,4,8.0,23.0,1.0,29.0,0,0.0,6.0,0.0,0.399775974997439,0.875,25.115534724382492,107.43060800000003,2.117986494929509,1.0024616718292236,0.23152132616250595,27.003144005337962
4,1,52.65408827012614,27.32884658064516,4.960985802901002,0.0,0.0,0,0.08,19.243434799931073,73.0,26.0,4,0.0,28.0,1.0,22.0,0,3.0,8.0,1.0,1.6593176499356843,0.875,16.83800544993969,108.610417,5.710902716654952,0.9345718622207642,0.21776564907189844,23.444535868060058
4,1,64.0,27.32884658064516,7.055510482997998,0.0,0.0,0,0.08,19.0,88.0,76.0,4,8.0,2.0,1.0,31.0,0,5.0,6.0,2.0,0.3031986827643982,0.875,16.625,106.59827500000004,5.213787367915736,0.893776535987854,0.1924285481715451,1000000.0
4,1,54.95045913711776,27.32884658064516,7.899940438203781,0.0,0.0,0,0.08,39.3506583801351,99.0,43.0,4,0.0,28.0,1.0,27.0,0,3.0,7.0,2.0,0.606217594740849,0.875,34.431826082618215,109.01360900000002,4.647412828190507,0.9345718622207642,0.17127161689573103,25.236120384577884
4,1,51.0,27.32884658064516,2.8990734159531186,0.0,0.0,2,0.08,20.293080774503725,100.0,0.0,4,12.0,14.0,0.0,29.0,0,4.0,5.0,2.0,0.0,0.875,17.75644567769076,107.33869900000002,5.213787367915736,0.7527443766593933,0.16895015352325685,19.908860829427095
4,1,59.40232561286309,27.32884658064516,7.5407397349260235,8.0,0.0,0,0.08,14.493698080535907,67.0,25.0,4,0.0,7.0,1.0,27.0,0,3.0,5.440796400025695,0.0,0.4223541601041334,0.875,12.681985820468919,107.534721,6.132799767644177,0.9335511922836304,0.16628982483331003,21.786427461581507
4,1,69.0,27.32884658064516,2.1072224822934693,4.0,0.0,0,0.08,31.472541259819124,40.0,24.0,4,0.0,37.0,0.0,12.0,0,0.0,5.133797759801997,2.0,1.8414876739617363,0.875,27.538473602341732,106.78495500000002,3.1211502397139426,0.846265971660614,0.1935239918134776,26.11848427496055
4,1,58.910756005498556,27.32884658064516,7.858619806600834,14.0,0.0,0,0.08,23.910516799049212,16.0,12.0,4,0.0,35.0,0.0,28.0,0,3.0,6.0,1.0,0.00031385620113022483,0.875,20.92170219916806,106.724281,5.482445358644215,0.8403712511062622,0.1408038427247274,26.997078100562295
4,1,66.66526476880028,27.32884658064516,5.338174632288204,5.0,0.0,0,0.08,22.591844958669643,51.0,48.0,4,0.0,17.0,1.0,13.0,0,4.0,6.973566485976674,0.0,0.4009764803715632,0.875,19.76786433883594,105.902265,6.733324932224042,0.8425911068916321,0.24018997486513383,26.180398918786615
4,1,63.0,27.32884658064516,5.159696958459859,3.0,0.0,2,0.08,25.117684289860332,54.0,0.0,4,0.0,38.0,1.0,18.0,0,4.0,6.7992798935130985,2.0,0.0,0.875,21.97797375362779,106.860668,3.8979103272530473,0.8252925276756287,0.1773587938045871,1000000.0
4,1,61.66721377102786,27.32884658064516,5.391785408391959,13.0,0.0,2,0.08,21.864790623450826,115.0,0.0,4,0.0,24.0,1.0,23.0,0,3.0,7.0,0.0,0.0,0.875,19.131691795519473,107.54179400000002,5.598609761746807,0.9032484889030457,0.20114759866406406,20.555392116859913
4,1,60.0,27.32884658064516,7.316005699427394,0.0,0.0,2,0.08,27.057190247318168,83.0,0.0,4,0.0,38.0,0.0,29.0,0,9.0,5.540588007222788,2.0,0.0,0.875,23.675041466403396,108.64369200000002,3.8548956103931395,0.7378162145614624,0.1543199054734424,19.84778134075753
