Material_Main,V1_Ventilation Type,Material_3,Turning times,Additive_3,V3_Ventilation Duration (min),V5_Ventilation rate (L/min/kg iniDW),Compost volume (m3),M1_is Enclosed,Material_2,Period (d),Additive_1,Initial pH,Application Rate (%DW),Initial GI (%),Additive_4, Composting Method,Initial C/N (%),V4_Ventilation Day,Additive_2,V2_Ventilation Interval (min),Initial Moisture Content (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
3,1,9.0,4.0,4,38.42964816103269,1.528477306025423,0.0551315789473684,1.0,8.0,47.0,8.0,6.0,2.869399600453697,27.32884658064516,1,0.0,32.59468640389275,16.0,0.0,163.0,56.0,1.938857678018576,63.19645799679515,105.020682,10.204312910081395,0.998149037361145,0.20581554971134702,21.53358235651318
3,1,3.0,7.0,4,30.416685010626097,1.3173643335860008,0.0551315789473684,1.0,8.0,65.0,22.0,6.035852344324777,2.0247269834688444,27.32884658064516,1,2.0,36.0,61.0,9.0,1265.0,59.3513629214977,1.938857678018576,69.79887640866873,106.08669100000002,10.168412733542802,0.6936209797859192,0.15392774796218217,1000000.0
3,1,9.0,25.0,4,42.52344236896883,0.7200511495159556,0.0551315789473684,1.0,12.0,67.0,14.0,6.0,8.213399664391645,27.32884658064516,1,1.0,34.35353546422813,58.0,5.0,484.0,51.0,1.938857678018576,66.60661600190215,107.82138,9.678020830245044,0.6956067681312561,0.11949484048771783,25.334400805852283
3,1,5.0,20.0,4,56.98715026974548,1.426619822178386,0.0551315789473684,1.0,5.0,83.0,10.0,6.0,3.434844041940427,27.32884658064516,1,1.0,19.221138031240578,79.0,1.0,474.0,59.647771949202436,1.938857678018576,37.26705105212565,107.70231800000005,9.948237340149337,1.0203733444213867,0.1684478310945104,26.897317562050574
3,1,9.0,0.0,4,15.414841898352227,0.05020128941738067,0.0551315789473684,1.0,5.0,127.0,21.0,7.0,8.981161523276732,27.328846580645163,1,1.0,27.0,70.0,0.0,1187.0,57.0,1.938857678018576,77.55430712074303,108.53375800000003,9.91783347191706,1.010542392730713,0.1232434934186262,1000000.0
3,1,4.0,2.0,4,47.9709419504333,0.2850674268874447,0.0551315789473684,1.0,8.0,83.0,33.0,6.0,8.111529620216505,27.32884658064516,1,2.0,35.0,61.0,7.0,520.0,50.64158499866605,1.938857678018576,67.86001873065015,109.00573800000001,9.568938070075662,0.6778164505958557,0.1041597142888869,1000000.0
3,1,4.0,31.0,4,1.4592726233640696,0.03093453725955042,0.0551315789473684,1.0,6.0,117.0,2.0,8.0,5.930915918929647,27.32884658064516,1,0.0,15.757443006320763,61.0,7.0,883.0,59.0,1.938857678018576,30.551439358745125,107.07542200000002,10.204312910081395,0.6958761811256409,0.12206715712755659,21.540274401902735
3,1,3.0,11.0,4,34.63378096042228,1.4832964525590393,0.0551315789473684,1.0,2.0,95.0,15.0,7.0,5.651759927761606,27.32884658064516,1,2.0,30.0,61.0,2.0,341.0,51.0,1.938857678018576,58.16573034055728,107.97130100000004,7.226781615592358,1.0013288259506226,0.1667507289028122,1000000.0
3,1,0.0,3.0,4,21.28026610420013,0.5712890175372151,0.0551315789473684,0.0,14.0,108.0,21.0,5.287230960873601,6.952304175462715,27.32884658064516,1,1.0,30.30476939321638,62.0,3.0,836.0,68.0,1.938857678018576,58.75663481861992,107.045131,9.976854476806377,0.6742249727249146,0.10725793915467427,24.406332866017
3,1,3.0,29.0,4,56.60164403669074,1.108240923542931,0.0551315789473684,1.0,4.0,85.0,16.0,7.0,2.5022786070072227,27.32884658064516,1,0.0,30.816848724954284,78.0,1.0,765.0,57.85274748308402,1.938857678018576,59.749483762714576,106.83724300000002,9.0471001346921,1.0255963802337646,0.14155635422976842,25.055595486159966
3,1,0.0,25.0,4,46.97683710210662,1.4272618029093225,0.0551315789473684,1.0,0.0,113.0,35.0,5.74071918261205,9.932069498976595,27.32884658064516,1,2.0,17.0,58.0,6.0,221.0,60.21889268281531,1.938857678018576,77.55430712074303,107.99328900000005,6.918580738164531,0.44974207878112793,0.14759756540213398,1000000.0
3,1,3.0,7.0,4,10.160549192481865,0.35332129344864716,0.0551315789473684,0.0,14.0,83.0,37.0,7.0,4.040622016343888,27.32884658064516,1,2.0,24.962109480728873,81.0,1.0,321.0,58.64976799381495,1.938857678018576,48.39797762625147,108.37112700000002,9.606951554201975,0.4447532594203949,0.1263375056892042,25.346275766499584
3,1,2.0,6.0,4,43.572966095849594,0.32043938475493605,0.0551315789473684,0.0,5.0,87.0,25.0,7.0,3.3153040062179606,27.32884658064516,1,1.0,13.0,71.0,12.0,949.0,53.06082093011395,1.938857678018576,25.205149814241487,106.190648,10.266700743212013,0.9062936902046204,0.10221675307099691,1000000.0
3,1,4.0,2.0,4,56.461475431919496,0.3744370556652352,0.0551315789473684,1.0,12.0,81.0,38.0,7.0,2.9632115841274045,27.32884658064516,1,0.0,34.455529102908386,58.0,1.0,1166.0,52.0,1.938857678018576,66.80436715136642,107.360994,10.353988488187852,1.0106056928634644,0.10382005102397715,21.793089658484355
3,1,4.0,6.0,4,12.462156634806899,0.7230485040073347,0.0551315789473684,1.0,0.0,121.0,4.0,7.0,5.213195357728009,27.32884658064516,1,1.0,39.94781848684973,65.0,5.0,655.0,50.5486856629833,1.938857678018576,77.45313459332101,108.09468000000004,7.054853115357278,0.4356380105018616,0.12359297101368398,23.669350575350304
3,1,9.0,22.0,4,15.903422870815817,1.250672202561581,0.0551315789473684,0.0,0.0,67.0,16.0,6.587360943029617,5.621128953685314,27.32884658064516,1,1.0,35.0,52.0,6.0,1386.0,57.0,1.938857678018576,67.86001873065015,107.69287800000002,7.054853115357278,0.4505923390388489,0.14415879812148719,1000000.0
3,1,9.0,31.0,4,5.484725972382991,1.4939309147224118,0.0551315789473684,0.0,3.0,109.0,11.0,7.0,6.747592035708483,27.32884658064516,1,1.0,23.0,63.0,0.0,587.0,65.0,1.938857678018576,44.593726594427245,107.130358,7.054853115357278,1.0235263109207153,0.1487614742277343,1000000.0
3,1,3.0,8.0,4,31.98243132333459,1.9160569191028403,0.0551315789473684,1.0,5.0,115.0,13.0,6.0,7.161968832880396,27.32884658064516,1,2.0,30.587318555895635,66.0,7.0,1034.0,63.0,1.938857678018576,59.30445743209832,107.58516500000003,10.120165840384418,0.9061256051063538,0.1343441488499926,24.70430584539394
3,1,0.0,0.0,4,40.28944084889526,0.22084911060986978,0.0551315789473684,1.0,6.0,96.0,30.0,7.0,2.1600523211892124,27.32884658064516,1,2.0,33.99410901075202,62.0,2.0,915.0,57.0,1.938857678018576,65.909739262897,108.85632900000002,9.618469683883704,0.9996377229690552,0.14453091917344452,19.60504713350536
3,1,5.0,6.0,4,22.330779247828723,1.600453146707208,0.0551315789473684,1.0,0.0,120.0,36.0,6.0,2.112516815361597,27.32884658064516,1,1.0,39.57128916259077,62.0,3.0,585.0,59.0,1.938857678018576,76.72309782198239,108.46245800000003,6.6720174303724535,0.449367880821228,0.1568196818151218,23.84406304900168
3,1,4.0,2.0,4,17.627180248278368,0.7543573371935881,0.0551315789473684,1.0,8.0,126.0,15.0,7.0,4.269607130486364,27.32884658064516,1,1.0,28.617033423259205,74.0,5.0,496.0,60.0,1.938857678018576,55.484354974800326,108.29609900000003,9.678020830245044,0.6936209797859192,0.12015674053454477,23.41110245474941
3,1,5.0,0.0,4,22.52108242133884,1.7662785034453985,0.0551315789473684,0.0,3.0,98.0,20.0,5.647217049032612,4.978099349437116,27.32884658064516,1,1.0,19.742896729346587,80.0,7.0,870.0,63.81501638846879,1.938857678018576,38.278666910021464,108.32379400000003,6.6110112552814835,0.8867893815040588,0.15935762804520198,23.131189347608164
3,1,0.0,10.0,4,1.3981293936086603,0.34816124838363605,0.0551315789473684,1.0,12.0,96.0,2.0,5.30313680469596,4.879812064666228,27.32884658064516,1,1.0,16.0,56.0,2.0,1296.0,59.0,1.938857678018576,19.38857678018576,107.807287,9.75265563780204,1.0324288606643677,0.08111444200221533,1000000.0
3,1,0.0,31.0,4,15.504957427046635,0.23314736083998433,0.0551315789473684,0.0,5.0,132.0,20.0,5.4244725363436075,5.726468752711649,27.32884658064516,1,2.0,13.0,81.0,6.0,790.0,60.518774709057126,1.938857678018576,25.205149814241487,108.05287900000003,10.194800647941413,0.9078858494758606,0.09715567281957883,1000000.0
3,1,5.0,31.0,4,52.69226092652309,1.617833247355996,0.0551315789473684,1.0,12.0,102.0,16.0,6.0,5.028860861933083,27.32884658064516,1,0.0,33.99157207454238,56.0,0.0,137.0,55.07038776282503,1.938857678018576,65.90482050464831,106.63244399999999,10.204312910081395,1.0347226858139038,0.18753647341226207,25.51858819239915
