Application Rate (%DW),Initial GI (%),V3_Ventilation Duration (min),Material_3, Composting Method,Initial C/N (%),V2_Ventilation Interval (min),M1_is Enclosed,V1_Ventilation Type,Turning times,Additive_2,Period (d),Additive_4,V5_Ventilation rate (L/min/kg iniDW),Material_2,Additive_1,V4_Ventilation Day,Initial Moisture Content (%),Compost volume (m3),Initial pH,Material_Main,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
8.96604165583147,27.32884658064516,0.0,5.0,2.0,27.856420013753464,0.0,0.0,0,0.0,5.0,98.0,1,0.37071681185379646,0.0,16.0,62.0,69.03409819391048,0.314,7.0,5,4,1.4280600332415827,39.780640090832264,94.75199200000003,6.100835185975193,0.9682454466819763,0.16825811244561598,22.40729332089221
2.4011563610011564,27.32884658064516,56.95785557765326,3.0,2.0,10.951653202683453,1208.0,1.0,1,12.0,8.0,123.0,1,0.15374743705822747,3.0,18.0,53.0,67.0,0.314,7.0,5,4,1.4280600332415827,15.639618236674417,96.41312300000006,6.995432103156179,0.874374508857727,0.13670184821346504,24.686933003243738
7.001777239839139,27.32884658064516,21.283771537095845,5.0,2.0,20.12304838134372,816.0,0.0,1,11.0,9.0,69.0,1,1.6480676104288017,13.0,36.0,57.0,59.782862949218995,0.314,6.0,5,4,1.4280600332415827,28.736921140383693,94.04795700000001,7.195513146451917,0.8831828832626343,0.17745613025621826,25.87096052736858
3.4505735923155356,27.32884658064516,49.771524483217405,0.0,2.0,23.919741075037095,990.0,0.0,1,12.0,13.0,120.0,1,0.15091905889502266,4.0,21.0,72.0,51.0,0.314,6.492213885275903,5,4,1.4280600332415827,34.15882623474752,95.10275400000005,7.3289982699874185,0.8439203500747681,0.1429226525363167,23.225626179639995
6.5051987254005095,27.32884658064516,57.8096038858436,9.0,0.0,26.920719116771796,164.0,1.0,1,27.0,11.0,90.0,1,0.3389038036862466,12.0,27.0,78.0,65.90772876012585,0.314,6.134499363697538,5,4,1.4280600332415827,38.44440303678444,95.30872600000004,7.319568445434947,0.8585096597671509,0.18823501318419353,26.102534007146005
8.828755261910644,27.91335073104685,9.491151895817335,4.0,1.0,39.23456521042796,1136.0,1.0,1,30.0,10.0,88.0,1,0.2675716529418526,6.0,38.0,46.0,61.852128050843646,0.314,7.00924596603642,5,4,1.4280600332415827,56.029314498622796,95.64545800000003,7.151657451135499,0.9239132404327393,0.1309373991585624,22.483283061601444
7.638014449711972,27.32884658064516,16.641384519966905,9.0,2.0,31.63500568595041,818.0,1.0,1,30.0,6.0,30.0,1,0.4891575612830956,2.0,30.0,12.0,58.19167315455881,0.314,7.0,5,4,1.4280600332415827,45.176687271476,95.44268200000002,7.0626189522144935,0.8802828788757324,0.1550261568871885,23.50374122027665
7.0935178054891415,27.32884658064516,0.0,2.0,1.0,30.0,0.0,0.0,0,20.0,8.0,69.0,1,0.17757266792115578,13.0,33.0,68.0,60.14345210361857,0.314,7.0,5,4,1.4280600332415827,42.84180099724748,95.28255500000003,5.545081586281686,0.8228989839553833,0.17055377769790528,1000000.0
5.174122486879002,27.32884658064516,52.867032564382534,2.0,2.0,27.601336255252907,834.0,0.0,1,4.0,11.0,66.0,1,0.47886546028203747,5.0,31.0,37.0,55.0,0.314,6.748041942006963,5,4,1.4280600332415827,39.41636517018857,95.58432700000004,7.249270973233482,0.8502951860427856,0.14622639235602464,19.138431222328904
2.094836192704328,27.32884658064516,0.0,3.0,1.0,20.0,0.0,1.0,0,28.0,11.0,49.0,1,0.2698831132846802,6.0,28.0,42.0,65.0,0.314,7.0,5,4,1.4280600332415827,28.561200664831652,95.33280000000002,5.063338715588134,0.8202772736549377,0.26686416599546514,1000000.0
