 Composting Method,Compost volume (m3),V3_Ventilation Duration (min),Turning times,Additive_2,Material_3,Additive_4,V5_Ventilation rate (L/min/kg iniDW),Application Rate (%DW),V1_Ventilation Type,Material_Main,Initial GI (%),Initial Moisture Content (%),Initial pH,Additive_1,Additive_3,Initial C/N (%),M1_is Enclosed,Material_2,Period (d),V4_Ventilation Day,V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,0.045,0.0,18.0,3.0,0.0,1,1.001103961171489,3.216913836514979,0,9,27.32884658064516,57.7338856346755,7.0,34.0,4,11.0,1.0,8.0,52.0,32.0,0.0,1.97,21.669999999999998,107.54359100000002,7.72077363741755,0.2906564772129059,0.2126288145699859,1000000.0
2.0,0.045,3.540942358694481,20.0,9.0,5.0,1,0.2503443852358762,5.819796997154495,1,9,27.32884658064516,53.0,5.88967486663179,35.0,4,35.0,1.0,0.0,45.0,38.0,31.0,1.97,19.7,108.455441,4.063934611499851,0.37743592262268066,0.16499241565159778,1000000.0
2.0,0.045,0.0,21.0,15.0,5.0,1,1.1924520297830283,2.5865750164183288,0,9,27.32884658064516,68.3939690290123,6.9749179693459,16.0,4,30.261918062326046,1.0,3.0,84.0,55.0,0.0,1.97,59.61597858278231,107.29002399999997,10.745083773476265,0.43675199151039124,0.2138929970538511,25.72816048758859
0.0,0.045,0.0,9.0,3.0,3.0,1,0.8255200102654892,2.8376720699092353,0,9,27.32884658064516,62.95678711199406,5.862738569811553,37.0,4,18.966653666481683,1.0,5.0,132.0,60.0,0.0,1.97,37.36430772296892,107.47290299999999,10.767950114737706,0.2619454264640808,0.1923103142129457,28.07529876502519
1.0,0.045,0.0,30.0,13.0,0.0,1,0.37063685003510405,6.839549555744228,0,9,27.32884658064516,58.0,7.0,38.0,4,33.0,1.0,0.0,123.0,74.0,0.0,1.97,65.01,109.44134199999999,7.641927046560915,0.2801470458507538,0.2077626823652535,1000000.0
2.0,0.045,0.0,1.0,8.0,9.0,1,0.18631991806206583,4.077344458638352,0,9,27.32884658064516,51.0,6.306054189505262,7.0,4,19.79091691388915,1.0,4.0,101.0,51.0,0.0,1.97,38.988106320361624,106.36324999999995,10.745083773476265,0.07376702129840851,0.16765224724461344,18.51871991298045
1.0,0.045,1.4879908689899346,6.0,12.0,0.0,1,1.1387864704408448,2.384120475010496,1,9,27.32884658064516,53.507544315201116,7.328940591825889,20.0,4,31.83616383576904,0.0,2.0,88.0,36.0,47.0,1.97,62.717242756465005,107.225768,6.4898159383504765,0.2809150516986847,0.19023813720201696,22.61342947208624
1.0,0.045,0.0,0.0,6.0,5.0,1,1.2372395404322718,4.158794452272777,0,9,27.32884658064516,54.46764512475282,7.2093311855128785,28.0,4,30.585168122411005,1.0,4.0,74.0,69.0,0.0,1.97,60.25278120114968,107.02946899999995,10.312750592870016,0.15165120363235474,0.1829277014267629,22.367804691188745
1.0,0.045,0.0,15.0,9.0,5.0,1,1.084928447362217,2.27468856793106,0,9,27.32884658064516,54.310016954858334,5.769351784177201,4.0,4,26.0,1.0,0.0,112.0,37.0,0.0,1.97,51.22,108.21752599999996,7.467937424618315,0.29108673334121704,0.23014509228319646,1000000.0
0.0,0.045,0.0,19.0,11.0,3.0,1,1.6837043447394207,3.1131531303097377,0,9,27.32884658064516,58.30943132392659,6.085233115987316,21.0,4,32.0,1.0,0.0,41.0,38.0,0.0,1.97,63.04,107.26416899999995,4.366037383017942,0.3873504102230072,0.2240262746990231,1000000.0
