Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,91.15766004053876,0.10909482095027404,4.439532859606875e-18,True
Turning times,32.24888967722654,0.05659292792893264,0.0005628324226185004,True
V2_Ventilation Interval (min),6.918879464268684,0.015628607021738558,0.4669936501651385,False
M1_is Enclosed,0.08806060254573822,0.0001574125195664966,0.00010956837495341527,False
 Composting Method,1.5414982866495848,0.0032431987984884586,0.0005014723704083253,False
Additive_4,0.0,0.0,0.00010322578843550632,False
Additive_2,0.0,0.0,0.00010322578843550632,False
Additive_1,41.20146422088146,0.046216571490057895,1.73562276318515e-06,True
Material_3,0.0,0.0,0.00010322578843550632,False
Material_2,1.5612338855862617,0.001681938951275691,0.00031094974042503875,False
Additive_3,0.0,0.0,0.00010322578843550632,False
Period (d),8.894064325839281,0.007249301096118196,0.0020250211215507652,False
V1_Ventilation Type,4.269552163779736,0.002705458996160176,0.0002833328194673785,False
V4_Ventilation Day,23.26149069517851,0.05172651586589408,0.030786978989339027,False
Compost volume (m3),3.0936365462839603,0.003994204222530107,0.0008518935557690019,False
V3_Ventilation Duration (min),0.8622837979346514,0.0016557053724571974,0.0003386392697730157,False
V5_Ventilation rate (L/min/kg iniDW),17.663598518818617,0.007410247981630522,0.021783229036629836,False
Application Rate (%DW),5.847864862531424,0.01438131313232524,0.3958407152318173,False
Initial TN (%),52.07893703505397,0.07934506657604404,3.732888025780607e-12,True
Initial pH,29.269310645759106,0.027058267438039116,0.001730091658859734,True
Initial Moisture Content (%),21.712702434509993,0.025482198786668978,0.3256077448407052,False
Initial C/N (%),31.782965190708637,0.03522749939420118,6.638772336226325e-05,True
