V4_Ventilation Day,V1_Ventilation Type,Additive_3,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Initial C/N (%), Composting Method,Additive_1,Application Rate (%DW),Turning times,Additive_4,Compost volume (m3),Initial GI (%),V5_Ventilation rate (L/min/kg iniDW),Material_Main,Initial Moisture Content (%),M1_is Enclosed,Material_2,Initial pH,Period (d),Additive_2,Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,2.0,5.0,40.82031577107897,369.0,25.52730572774638,2.0,8.0,22.79957767009426,7.274936153340528,1.0,17.799844670916592,0.03623112251618466,0.448176583442923,0,83.13848003126888,0.0,3.0,5.324002069389,79.0,9.0,2.0,3.5754094742903764,53.73650002597279,93.77727700000001,16.465883016425003,0.8153795599937439,0.14913670553454023,19.561099929789204
55.0,2.0,1.0,2.872108623295495,1317.0,13.386168037295704,1.0,7.0,16.850083133947408,4.0,1.0,25.846286911075715,0.0,0.3271865443790467,0,82.10759880329522,1.0,3.0,5.322506256964104,49.0,2.0,3.0,4.80139644886146,29.229472179146676,94.75432800000003,7.108120797364734,1.0055668354034424,0.1362305529939716,21.685911358096394
76.0,0.0,6.0,34.311333846130225,1158.0,5.872145861169615,0.0,36.0,16.702937126443306,0.0,1.0,0.01051710682487092,0.0,0.19056205275914562,0,73.80365255593802,1.0,4.0,5.473958973875837,97.0,10.0,5.0,3.544442271633769,28.275351254077446,94.46245299999998,7.192111136606482,0.3426043689250946,0.11413629927544106,20.580900305253525
37.0,1.0,5.0,34.54833661949554,107.0,13.517352037251678,0.0,7.0,28.76990466772468,23.987184478439705,1.0,16.84714344355506,0.9471904411289696,0.47443851285378336,0,68.51236613625998,1.0,12.0,9.254583962416795,50.04480420500283,6.0,5.0,8.245987844442011,44.46488477663143,93.66981600000004,10.671464682859309,0.6669166088104248,0.18317942910023283,25.818878420376404
84.0,1.0,4.0,34.023293079929346,688.0,28.615260450627588,1.0,7.0,27.901015331258666,15.0,1.0,24.525036386507356,80.69999999999999,0.07513566821952589,0,45.96589338612437,1.0,5.0,8.772454393769864,59.0,0.0,0.0,3.487582618592035,49.4986073938322,94.17249900000003,14.843937985896597,0.836318850517273,0.1441234604770385,22.467945434997887
29.0,1.0,3.0,39.17059402976761,1234.0,40.644736976164126,0.0,6.0,22.821067333504107,13.385057393095678,1.0,16.404068801880197,80.7,0.12584302674331083,0,79.06691253931069,1.0,2.0,9.834613054163169,91.85188998695867,2.0,9.0,6.225587172347143,54.95032411567412,92.76397800000002,13.59581396672199,0.8413891792297363,0.1659145149040694,20.52625126576938
75.25246484711035,2.0,6.0,38.65259994483897,1177.998983472454,39.95955258193216,0.0,35.0,7.604395684398529,23.118809544453583,1.0,16.16190239132206,0.05036302788903929,0.21311856106612243,0,73.9642884879188,0.0,3.0,11.084873123148293,22.000000000000007,5.0,9.0,7.3012156920754645,58.12487585272052,93.70503199999999,13.060550451264143,0.7338414192199707,0.15623854324129002,23.532760041525936
17.0,1.0,5.0,37.00442052159309,542.1176177694205,41.1798672744042,1.0,33.0,25.258483246235937,6.010886000649887,1.0,9.148763208794918,1.377163079119254,0.14922174564688168,0,65.46905217756849,1.0,5.0,4.7623050688732675,77.42570219257162,6.0,0.0,1.0895611325315535,35.65370202265581,93.12072300000001,16.76417565729953,0.7281848788261414,0.14805858354129814,17.87664419109783
46.0,0.0,4.0,0.3746770274539414,231.00000000000003,29.625978173648928,1.0,14.0,30.42067249600565,23.0,1.0,0.18308571578064856,0.0,0.21365435409303998,0,53.492601269327146,1.0,4.0,7.668543719379788,24.0,9.0,4.0,7.424012325289089,51.873960363306566,93.556206,6.589418500365877,0.8589510321617126,0.13478274246160077,23.130711214617172
20.0,1.0,4.0,14.077011322641113,281.0,8.68380531502562,1.0,4.0,3.951637294495204,25.0,1.0,3.448327272517127,80.7,1.9301919956928026,0,78.7497653721861,1.0,8.0,11.888626248890048,41.0,12.0,4.0,6.161043510851561,58.494926738239535,91.476215,9.351461023957807,0.9010820984840393,0.18935871266597007,24.918837564149936
