V4_Ventilation Day,V1_Ventilation Type,Additive_3,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Initial C/N (%), Composting Method,Additive_1,Application Rate (%DW),Turning times,Additive_4,Compost volume (m3),Initial GI (%),V5_Ventilation rate (L/min/kg iniDW),Material_Main,Initial Moisture Content (%),M1_is Enclosed,Material_2,Initial pH,Period (d),Additive_2,Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
8.268914511218288,1.0,4.0,46.4255636117521,506.00000000000017,37.71378051933402,1.0,13.0,33.70475443161897,3.2897802381060663,1.0,16.785564486402887,0.05676513451034375,0.25983028572790545,9,81.93639155188356,1.0,2.0,6.5321097207338275,21.1866115694718,8.0,5.0,0.9038657617332495,39.222494016347596,93.95831700000002,8.667487425058374,0.6978458762168884,0.16287542868684524,23.131362532130346
55.0,1.0,1.0,39.36665248252996,52.052026866780686,14.577145237236326,0.0,12.0,33.824857272129655,9.0,1.0,20.601421632666806,0.02293451207947964,0.29029802372639457,9,83.7813354653212,1.0,2.0,9.397309331472808,48.000000000000014,6.0,4.0,1.01961911203878,38.35108281917739,92.980354,10.539374612180193,0.5073680281639099,0.19444588568996082,24.223642338033073
66.0,1.0,4.0,34.06810387202833,1020.569163113862,25.010336253102828,1.0,4.0,18.603538860368563,18.702612209811747,1.0,15.644725570062839,80.7,0.17501236960275612,9,60.285007089924505,0.0,2.0,6.635787512736364,87.0,0.0,5.0,1.357176640206612,28.443569889295986,93.677513,17.04765882867622,0.8136311769485474,0.14680034476131848,24.645005638486328
31.0,2.0,5.0,40.28679324114409,330.0,26.821345384907435,2.0,8.0,14.597351245365005,18.998317071783283,1.0,12.775624549345602,0.02880327266297656,0.3566549345424645,9,53.020760619415626,0.0,3.0,8.695632837218724,122.95378243771927,7.0,9.0,5.218918708865825,54.711178202470876,94.43481000000001,17.218841578902467,0.7421969771385193,0.15424177720736215,24.362291673879326
40.0,0.0,4.0,54.56133974164292,886.0,12.334029185319228,2.0,13.0,32.647387988189955,18.0,1.0,25.008153046890705,0.0,0.03837898339521861,9,50.84931029965355,1.0,3.0,6.692215559734905,41.0,2.0,0.0,1.8179022172059507,61.59228046338133,92.66585700000002,4.892215763158234,0.8422675132751465,0.15432051840447097,25.86049727479972
83.18103417858414,1.0,6.0,24.895022315942292,568.0,15.149862347975974,0.0,12.0,31.621345657054206,2.0,1.0,13.79223158193409,0.04752184234132424,0.22161364222963104,9,67.91372927802404,1.0,3.0,11.071032171148161,35.526222424881134,0.0,2.0,7.22104555239408,56.62216598120739,95.24877500000001,5.702697002486696,1.0893504619598389,0.15248771720739138,21.874042567223754
57.0,2.0,1.0,8.29791774395503,1356.0,16.99860851958867,1.0,22.0,35.65817242847871,8.0,1.0,12.789703310572769,80.7,0.18067284542073625,9,48.62138602809564,1.0,3.0,5.465303758461012,59.0,8.0,2.0,3.594448722604585,60.835171531825445,92.95181966666671,15.406273886876702,0.7290084958076477,0.1513000509747485,25.513907375785276
77.81644480572851,1.0,5.0,2.406872947537326,1004.6092376867931,18.79952939132659,1.0,7.0,0.03889305711945018,30.0,1.0,15.419907247024117,80.22063024687282,0.10791053599053523,9,67.91179873148803,1.0,8.0,11.854068790116568,119.0,2.0,2.0,2.100158672491902,35.4858131283846,93.40487300000002,14.406646346838688,0.8311540484428406,0.1471115854668112,29.347000580248796
34.0,2.0,1.0,2.361474589383765,644.290080485928,7.308897620037864,0.0,4.0,28.783687795780864,29.0,1.0,18.795910076531715,80.7,0.16404466290409525,9,47.06404388858515,1.0,3.0,9.058771385780155,106.44115206216705,1.0,2.0,3.4759213803855715,46.94605417406957,95.49537800000002,15.484354888217839,0.8547347187995911,0.14235277915885555,24.010330676965168
7.046068779363513,1.0,1.0,1.843041902696869,1278.9086640638725,12.34158024113714,1.0,2.0,31.23571821331341,22.052252422784484,1.0,15.696224038165349,0.9358178772997071,3.1656952912965117,9,77.38899681909692,1.0,12.0,10.246173240921937,129.0,11.0,4.0,7.296156732169325,34.514229352573864,93.93367200000003,16.524936124088896,0.6005261540412903,0.15252659815466307,21.677482677549577
