V4_Ventilation Day,V1_Ventilation Type,Additive_3,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Initial C/N (%), Composting Method,Additive_1,Application Rate (%DW),Turning times,Additive_4,Compost volume (m3),Initial GI (%),V5_Ventilation rate (L/min/kg iniDW),Material_Main,Initial Moisture Content (%),M1_is Enclosed,Material_2,Initial pH,Period (d),Additive_2,Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
35.54177329405955,0.0,6.0,45.91307375932715,327.767406022499,10.356268193232667,0.0,24.0,10.98300081712972,0.06397240419606842,1.0,20.222092350872458,0.04918972099055588,0.23382948516028115,8,62.20117097478466,0.0,4.0,6.585403280647663,59.677578561386966,2.0,2.0,7.393900707025333,60.79275944396621,93.79288400000002,3.882006956478396,0.4983479976654053,0.13069948919829197,22.112718997988935
8.545334383459052,2.0,4.0,8.355905282217629,949.0000000000002,15.465289703477634,2.0,4.0,35.56676741174391,13.000000000000002,1.0,24.949641973951287,80.7,0.7467887557766594,8,66.01094938957046,1.0,12.0,8.572306660165665,44.0,7.0,4.0,2.666052546337339,56.10008029479741,92.08221300000002,10.08890744243842,0.6758484244346619,0.14538187901733768,28.264197826253223
56.9390539551333,2.0,4.0,40.19074890602241,519.248716152305,42.1536189158993,1.0,31.0,25.3475682502114,1.7408199476092234,1.0,22.05662728776582,80.7,0.05743765826151992,8,50.54972763500173,0.0,4.0,6.959088149091553,73.0,8.0,0.0,8.37760366394992,53.57164464553273,93.40179500000002,14.656662785089788,0.24796906113624573,0.12512849267603227,22.72777959276573
44.562200308371935,2.0,1.0,12.871163757539497,1334.0,10.647953002199703,1.0,16.0,4.309534285426697,2.0,1.0,0.2580763072198582,80.7,0.2937487687154061,8,63.96775275240036,1.0,12.0,9.982316833707333,76.0,2.0,5.0,6.041957211144606,41.28345723300425,93.27572300000001,7.314779402106998,1.063387155532837,0.18340289232009097,24.215465094787362
35.76840320964452,2.0,5.0,18.389714674182123,381.6689747187564,34.41973756855009,0.0,24.0,34.89290434768664,4.679293749482145,1.0,25.786308026975906,0.0,0.3446865764422755,8,48.51580560818877,0.0,3.0,5.965695437964062,77.0,7.0,9.0,2.3905846355685205,40.51566221410484,94.487254,18.88722908207775,0.9922831654548645,0.1483166617268052,22.475729324191366
44.0,2.0,4.0,35.60199635368757,603.006506800089,17.50371029107507,1.0,7.0,33.70076836254019,15.000000000000002,1.0,9.699115850270182,80.7,0.4701472740032441,8,74.5599681422573,1.0,4.0,6.500910878585548,95.7867712040638,3.0,4.0,1.378946233767699,51.80908673651737,94.61111300000002,16.366904441381404,0.8048242926597595,0.1720793469341219,23.50551755359094
79.0,0.0,6.0,25.227999352935946,1246.0,9.188161909642394,0.0,24.0,17.24641546331923,24.0,1.0,25.035639280533168,0.0,0.15908862061050255,8,71.03037269715328,0.0,4.0,6.657734130857318,38.0,0.0,4.0,1.4214740823873449,51.75465180309947,92.82209499999999,8.450085002444006,0.7460641860961914,0.1614382483784005,26.05788677910529
15.0,1.0,3.0,56.02382411218565,1140.0,11.791544606982397,2.0,2.0,28.87057359731567,9.0,1.0,15.272273062649411,0.4918818192928286,0.10161038636505637,8,66.03749239121075,0.0,4.0,10.198150416772826,70.0,1.0,9.0,5.286721558575442,55.85627920008389,95.75751300000002,16.625248031025688,0.6681087017059326,0.16895071238705628,22.196384751237524
10.0,2.0,6.0,13.62753034412079,1183.0,12.241265210944883,2.0,35.0,36.97921726220477,11.87479785238108,1.0,14.56447307077606,0.0,0.030791242467399504,8,83.08977508206817,0.0,4.0,6.610269380400336,40.0,1.0,3.0,2.383478749342448,58.78833318778594,94.42372300000001,12.835587757081026,0.8074714541435242,0.16593287401038437,24.51022534176426
80.86689269006408,2.0,6.0,0.14373688537098045,733.0,38.98259865862221,2.0,4.0,31.117395435546182,3.0,1.0,6.168808827926649,80.69999999999999,0.16423826548424486,8,75.50226733476251,0.0,14.0,11.833096869794142,83.7261891881668,3.0,0.0,8.20928694988038,59.94919233764297,94.27822300000004,12.048127219681954,1.0596423149108887,0.12253940136360404,25.090493677972944
29.0,2.0,4.0,28.072053372048845,1203.0,45.527551205912,1.0,33.0,9.803956058130419,3.3245063543555955,1.0,4.100181752010995,0.0,0.018655652530583655,8,51.249274235143275,0.0,8.0,4.435428206656951,33.129961898792104,0.0,5.0,2.6089407434304324,38.132523236992,91.866018,10.346723964603331,1.0240861177444458,0.14457631257300887,25.79371246884042
21.0,1.0,3.0,14.298374810455366,795.4251883623065,25.105408135105208,1.0,27.0,16.887014120277165,7.461552738753897,1.0,23.454398877282532,80.6388137211596,0.04942601780231314,8,79.89259904404003,1.0,3.0,7.298674455533591,94.0,3.0,9.0,2.5636791754168824,51.58239470131542,92.78077300000002,17.954719993452155,0.91501384973526,0.16263528620504153,21.918146323752914
0.0,2.0,1.0,46.42955817102688,749.0,18.449356639392224,0.0,36.0,10.715229903922241,23.503754179051374,1.0,1.1894831675930426,1.3369727800681175,0.3289019480100841,8,52.13146892467287,1.0,3.0,8.03379308993794,117.0,1.0,3.0,3.209044827352512,52.221473431163275,93.448895,11.199676799451165,0.20751257240772247,0.183385602042111,23.966357003329133
11.0,0.0,3.0,0.980230565443656,468.4240844606618,41.09289325900919,1.0,19.0,4.0838030682930935,0.003622978776358754,1.0,10.706611191265303,0.0,0.3413546267331702,8,58.219343448717225,1.0,2.0,9.947821031686576,104.99999999999997,5.0,3.0,2.968106018112826,30.969749563449156,93.81101599999998,7.2895603001127345,0.46416330337524414,0.14522245781556414,22.80626061371255
55.00000000000004,0.0,1.0,54.813215649296325,1267.0190921662338,5.266644832932718,2.0,18.0,5.502193555889306,1.5665412574121593,1.0,0.022235696785747796,1.5322320018748523,0.38781325111864273,8,58.508825863732156,1.0,2.0,6.999166006684751,31.53461348915851,1.0,4.0,6.445300179720192,57.407556453624686,94.23341599999998,3.5440907373025468,0.4584229290485382,0.1304526275236051,19.318546387071006
27.821360827434532,1.0,3.0,37.90931103300525,691.7704062474575,22.325694560717942,2.0,6.0,2.7812356977838824,10.0,1.0,4.03075283956947,80.28038201558172,0.048585303900609,8,72.79069262415977,1.0,2.0,6.979628093981467,83.09999226570032,9.0,5.0,3.8545400340685845,33.98476625994441,92.97702800000003,16.298588891840968,0.5518171787261963,0.15536791647518075,23.822019749348343
29.0,1.0,3.0,36.92219118927401,928.0,35.2449828942187,1.0,8.0,37.23955588028159,3.7457327915009433,1.0,4.447461017085503,80.7,0.2767897086689475,8,52.60230475394114,1.0,4.0,9.54131298333635,40.0,15.0,5.0,4.903816512547213,45.118507451785284,94.885708,9.152133578733192,1.0613497495651245,0.15136540291877007,21.92982615533789
