V3_Ventilation Duration (min),Additive_2,Turning times,Material_2,M1_is Enclosed,Additive_4,Initial GI (%),Material_3,V2_Ventilation Interval (min), Composting Method,Application Rate (%DW),Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Period (d),Initial pH,Initial Moisture Content (%),Additive_1,Material_Main,Initial C/N (%),V1_Ventilation Type,V4_Ventilation Day,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,MgO,3.0,Straw,1.0,None,27.32884658064516,None,0.0,Reactor,4.66546018465373,0.0551315789473684,1.1045980042900905,133.0,10.420956803974342,70.0,Biochar,Food waste,26.0,Continuous,32.0,None,1.938857678018576,10.784275928429295,109.90348900000002,10.999929141998392,0.6343914866447449,0.2111209409295719,1000000.0
0.0,DCD,2.0,Woody peat,1.0,None,27.32884658064516,None,0.0,Windrow,3.6279036276235614,0.0551315789473684,0.698580291408003,113.0,10.422254789585407,60.0,Lime,Food waste,15.0,Continuous,33.0,None,1.938857678018576,60.35477820570901,115.82645800000006,8.522461853832997,0.5584283471107483,0.1233275563260682,1000000.0
0.0,Organic acid,31.0,Plastic tube pieces,1.0,None,27.32884658064516,Mature compost,0.0,Trough,8.724490682442816,0.0551315789473684,1.0664106624766436,72.0,9.472581931095409,68.0,Gypsum,Food waste,18.0,Continuous,54.0,None,1.938857678018576,10.677224415198229,112.90703500000004,7.80380641731938,0.4143047630786896,0.2018638333780142,1000000.0
0.0,Gypsum,11.0,Soil,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,3.547507344466396,0.0551315789473684,0.5822217296450236,94.0,8.0,56.0,Phosphogypsum,Food waste,12.0,Continuous,35.0,None,1.938857678018576,55.65058055996376,117.49699800000006,7.110698153276706,0.711657702922821,0.1737742644352841,1000000.0
0.0,Calcium magnesium phosphate fertilizer,4.0,Sawdust,1.0,None,27.32884658064516,Straw,0.0,Reactor,8.720039715809577,0.0551315789473684,0.6702681407689626,91.0,10.888148725090776,62.0,LB Culture,Food waste,35.0,Continuous,76.0,None,1.938857678018576,14.049774142696409,112.055753,8.55863573018304,0.419990986585617,0.2204179901895197,1000000.0
0.0,Mg(OH)₂,22.0,None,1.0,None,27.328846580645163,None,0.0,Windrow,4.959072624087736,0.0551315789473684,1.6474657938943769,86.0,11.742068072956874,70.9973548519261,Mg(OH)₂,Food waste,32.0,Continuous,54.0,None,1.938857678018576,67.80156909202144,114.97480400000002,9.087338693378904,0.4325363337993622,0.1847507606877365,1000000.0
0.0,Gypsum,31.0,Green waste,1.0,None,27.32884658064516,Byproduct,0.0,Trough,5.745437829099913,0.0551315789473684,1.3191797321853875,131.0,7.0,80.71776263455956,Zeolite,Food waste,33.0,Continuous,69.0,None,1.938857678018576,61.17492083726519,115.49380400000004,6.707309894848718,0.6665063500404358,0.1866230373251801,1000000.0
0.0,Calcium magnesium phosphate fertilizer,2.0,Soil,1.0,None,27.32884658064516,Poultry manure,0.0,Trough,4.127023411675082,0.0551315789473684,0.9308278477254142,81.0,9.045885907503616,67.0539326806793,LB Culture,Food waste,32.57811290243996,Continuous,39.0,None,1.938857678018576,43.61978708149451,114.18707000000003,8.804465995318209,0.4210593998432159,0.2153764320240606,1000000.0
0.0,Biochar,1.0,Straw,1.0,None,27.32884658064516,Green waste,0.0,Trough,5.68329056845322,0.0551315789473684,0.5129926246837202,79.0,10.147701763103916,55.0,Zeolite,Food waste,13.000000000000002,Continuous,54.0,None,1.938857678018576,61.21876785450476,114.75796400000004,5.959101139303007,0.6287684440612793,0.1316151956680363,1000000.0
0.0,Mg(OH)₂,27.0,Green Waste,1.0,None,27.32884658064516,Poultry manure,0.0,Reactor,8.315919208241718,0.0551315789473684,1.0645845797862286,105.0,8.0,61.0,Urea,Food waste,11.0,Continuous,60.0,None,1.938857678018576,16.896099056697437,117.22753900000006,7.638236920071376,0.6511228680610657,0.1665896138056913,1000000.0
0.0,Calcium magnesium phosphate fertilizer,31.0,Green waste,1.0,None,27.32884658064516,Green waste,0.0,Windrow,3.276630987607626,0.0551315789473684,1.4419757882759972,60.0,7.0,76.7166508397595,MgO,Food waste,12.0,Continuous,54.0,None,1.938857678018576,48.90986132898532,116.39914800000004,8.278084900844236,0.5651655793190002,0.1935658017420768,1000000.0
0.0,Gypsum,25.0,Green Waste,1.0,None,27.32884658064516,None,0.0,Windrow,8.781552502897977,0.0551315789473684,1.2424360659041418,104.0,11.807281753110198,50.0,Microbiological agent,Food waste,14.0,Continuous,41.0,None,1.938857678018576,75.87703343016557,117.71259800000006,6.707309894848718,0.660148561000824,0.1557712259575,1000000.0
0.0,Organic acid,9.0,Plastic tube pieces,1.0,None,27.32884658064516,None,0.0,Reactor,8.003260047350228,0.0551315789473684,1.7439353219161726,111.0,7.0,52.0,Sodium salt,Food waste,11.0,Continuous,38.0,None,1.938857678018576,58.75411380247076,114.16519100000004,7.52180227583417,0.6667947769165039,0.15979566167324,1000000.0
0.0,Gypsum,19.0,Byproduct,1.0,None,27.32884658064516,Mature compost,0.0,Trough,7.559559320654744,0.0551315789473684,0.2035657245268056,56.0,8.892509198951377,70.0,Lime,Food waste,15.36659498813528,Continuous,46.0,None,1.938857678018576,57.34280165408109,116.50965300000006,6.263468034772925,0.3864922225475311,0.1739244936390206,1000000.0
0.0,DCD,22.0,Soil,1.0,None,27.32884658064516,Byproduct,0.0,Reactor,7.111521955373965,0.0551315789473684,1.4913517184998446,70.0,6.0,70.0,Sodium phosphates,Food waste,16.0,Continuous,46.0,None,1.938857678018576,48.20142939403488,115.81699800000004,7.874696642416249,0.6404024362564087,0.1715349585465933,1000000.0
0.0,Ca-superphosphate,18.0,None,1.0,None,27.32884658064516,Byproduct,0.0,Reactor,8.479332579161587,0.0551315789473684,1.9773299222712533,75.0,10.515667841199338,71.76348667141207,LB Culture,Food waste,33.0,Continuous,46.0,None,1.938857678018576,30.00686069799921,114.42474400000005,8.228465712408848,0.4307375252246856,0.198671076463114,1000000.0
0.0,DCD,19.0,None,1.0,None,27.32884658064516,None,0.0,Reactor,1.9013097883637693,0.0551315789473684,2.4952785629077816,112.0,5.0,51.0,Zeolite,Food waste,10.01244417162861,Continuous,46.0,None,1.938857678018576,70.19629431216802,116.69419900000008,7.681533065019401,0.504522442817688,0.1564140713048979,1000000.0
0.0,Mg(OH)₂,13.0,Green waste,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,7.406856086364584,0.0551315789473684,1.0599070325234867,86.0,10.558029712432738,82.37640788207449,Sodium phosphates,Food waste,24.0,Continuous,74.0,None,1.938857678018576,21.67975950075715,115.78194400000004,7.638236920071376,0.6794407963752747,0.1907096935396113,1000000.0
0.0,DCD,23.0,Byproduct,1.0,None,27.32884658064516,None,0.0,Windrow,4.56417775398436,0.0551315789473684,1.8784096060366096,42.0,7.51943315756058,77.1372126811679,Lignite,Food waste,41.357900114639385,Continuous,30.0,None,1.938857678018576,80.18708218399392,111.18201400000004,8.879956555647988,0.4125962555408478,0.210551557614019,23.88776084311642
0.0,Mg(OH)₂,14.0,None,1.0,None,27.32884658064516,Green waste,0.0,Reactor,6.061784706259011,0.0551315789473684,0.8723932223268513,113.0,9.001316412439714,82.02746669156352,Sand,Food waste,14.0,Continuous,69.0,None,1.938857678018576,25.28091489963645,117.00394800000008,7.638236920071376,0.6462523341178894,0.1946935904620831,1000000.0
0.0,Mg(OH)₂,11.0,Soil,1.0,None,27.32884658064516,None,0.0,Windrow,8.744417773093438,0.0551315789473684,1.1186931281151429,115.0,8.0,60.0,Mature compost,Food waste,37.0,Continuous,66.0,None,1.938857678018576,22.7248320496804,114.13956000000002,7.638236920071376,0.4470342099666595,0.202332836164249,1000000.0
0.0,Calcium magnesium phosphate fertilizer,12.0,Plastic tube pieces,1.0,None,27.32884658064516,Poultry manure,0.0,Trough,6.180574406011234,0.0551315789473684,1.952582163640201,66.0,6.0,55.0,Lignite,Food waste,16.0,Continuous,52.0,None,1.938857678018576,70.66841543900098,115.44743200000006,7.874696642416249,0.3887762129306793,0.1888549378806731,1000000.0
0.0,Gypsum,5.0,Green Waste,1.0,None,27.32884658064516,Green waste,0.0,Reactor,2.4367390760143914,0.0551315789473684,0.5155805932802204,83.0,5.0,63.0,MgO,Food waste,13.0,Continuous,37.0,None,1.938857678018576,16.69248870895607,117.24798800000006,6.758523270440631,0.7257112264633179,0.1583616282369925,1000000.0
0.0,MgO,22.0,Byproduct,1.0,None,27.32884658064516,None,0.0,Windrow,3.931656954896901,0.0551315789473684,1.7378368232769377,123.0,11.02511547766862,62.0,Labile carbon source,Food waste,35.0,Continuous,77.0,None,1.938857678018576,38.65619530587986,113.279148,7.8797874599087825,0.5728614926338196,0.1881171313681537,1000000.0
3.5027898367734207,Ca-superphosphate,26.0,Woody peat,1.0,None,27.32884658064516,Poultry manure,0.0,Windrow,6.181247851128621,0.0551315789473684,0.2978301690457804,100.0,11.369704144079602,69.0,Microbiological agent,Food waste,23.868788439544332,Continuous,68.0,None,1.938857678018576,12.854282103525254,116.16474800000005,8.256818025441133,1.1290409564971924,0.2018864500947287,1000000.0
0.0,Biochar,31.0,Plastic tube pieces,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,6.353937029852065,0.0551315789473684,1.0613896651902903,121.0,5.0,72.36150370371709,Mature compost,Food waste,12.0,Continuous,50.0,None,1.938857678018576,45.70797903296456,115.19766400000005,5.714724186314246,0.3988631069660187,0.1797721960452896,1000000.0
0.0,Ca-superphosphate,17.0,Husk,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,7.880380907125245,0.0551315789473684,1.6463058345118389,71.0,6.0,63.0,Potassium phosphate,Food waste,17.0,Continuous,42.0,None,1.938857678018576,11.76427724976554,115.28803400000008,7.946461570923636,0.6738244295120239,0.159913711837551,1000000.0
0.0,Organic acid,24.0,Byproduct,1.0,None,27.32884658064516,Green waste,0.0,Trough,3.2866385500284263,0.0551315789473684,0.9090291866105626,133.0,6.0,71.8607792159353,MgSO₄,Food waste,14.0,Continuous,54.0,None,1.938857678018576,64.6846633655835,114.71484000000004,7.29467293873356,0.6633617877960205,0.1713220286409367,1000000.0
0.0,Gypsum,0.0,Green waste,1.0,None,27.328846580645163,Poultry manure,0.0,Reactor,8.961600684287346,0.0551315789473684,1.115107187362136,83.0,7.000000000000001,54.0,Zeolite,Food waste,14.0,Continuous,72.0,None,1.938857678018576,55.82760498424545,117.06803800000006,7.091467410074688,0.6332763433456421,0.1480775785916964,1000000.0
0.0,Gypsum,2.0,Plastic tube pieces,1.0,None,27.328846580645163,None,0.0,Windrow,9.063587153827694,0.0551315789473684,0.8489466499112053,54.0,6.573637815036074,65.0,MgO,Food waste,16.0,Continuous,39.0,None,1.938857678018576,76.92708666195303,115.71616200000004,6.951686847837479,0.6514965891838074,0.1453210993111269,1000000.0
0.0,MgSO₄,15.0,Husk,1.0,None,27.32884658064516,Byproduct,0.0,Reactor,5.666074046826181,0.0551315789473684,1.2272671579819416,122.0,7.0,54.0,Carbonatite,Food waste,14.0,Continuous,51.0,None,1.938857678018576,31.660511179809376,112.34785400000004,7.799290000595131,0.3782030642032623,0.1806620567041341,1000000.0
0.0,DCD,28.0,Soil,1.0,None,27.32884658064516,Mature compost,0.0,Trough,6.571846852322009,0.0551315789473684,1.1752040491202371,49.0,6.0,75.05813488906075,Ferric salt,Food waste,20.0,Continuous,43.0,None,1.938857678018576,26.03386968658529,115.63455000000005,7.393198187361145,0.4377051889896393,0.232986314825959,1000000.0
0.0,Potassium phosphate,27.0,Byproduct,1.0,None,27.32884658064516,Green waste,0.0,Reactor,5.164982704519892,0.0551315789473684,0.4724716000217626,126.0,8.0,59.0,Potassium phosphate,Food waste,15.0,Continuous,41.0,None,1.938857678018576,70.49114414306085,114.22922400000004,8.3403864536131,0.6238771677017212,0.1806416279468957,1000000.0
0.0,Gypsum,17.0,Byproduct,1.0,None,27.32884658064516,None,0.0,Windrow,9.252170985829329,0.0551315789473684,0.5216523983770747,112.0,6.676444646809437,76.9636020110017,Sodium salt,Food waste,30.0,Continuous,61.0,None,1.938857678018576,28.346954317169683,115.29006400000002,6.263468034772925,0.6532233357429504,0.1597506107883464,1000000.0
0.0,Mg(OH)₂,12.0,None,1.0,None,27.32884658064516,Straw,0.0,Reactor,2.4823063883764958,0.0551315789473684,1.4667180218758162,68.0,11.551840821738864,62.0,Potassium phosphate,Food waste,25.0,Continuous,40.0,None,1.938857678018576,18.136544620051552,113.84800400000005,7.593639578173725,0.7574490308761597,0.2017476642845581,1000000.0
0.0,Calcium magnesium phosphate fertilizer,29.0,Plastic tube pieces,1.0,None,27.32884658064516,Green waste,0.0,Reactor,9.936595224353738,0.0551315789473684,1.9965590248250755,131.0,10.463360290968769,50.0,Forsterite,Food waste,36.0,Continuous,41.0,None,1.938857678018576,67.49872432510703,113.90355400000004,7.393198187361145,0.4307375252246856,0.1945724219047435,1000000.0
0.0,Biochar,18.0,Soil,1.0,None,27.32884658064516,Green waste,0.0,Windrow,7.609840944002404,0.0551315789473684,1.167432095389528,56.0,11.722437727104746,70.31768211066543,Labile carbon source,Food waste,28.0,Continuous,40.0,None,1.938857678018576,24.31416935885265,113.08729300000005,5.996728327799457,0.4307375252246856,0.1957595160600002,1000000.0
0.0,DCD,25.0,Straw,1.0,None,27.32884658064516,Poultry manure,0.0,Reactor,4.0911598748031,0.0551315789473684,1.2482760069848,93.0,7.0,59.0,Clay,Food waste,21.0,Continuous,50.0,None,1.938857678018576,11.764134388097805,113.97181300000004,7.892192083374991,0.5995609760284424,0.2239524927597034,1000000.0
0.0,Ca-superphosphate,30.0,Green waste,1.0,None,27.32884658064516,None,0.0,Reactor,4.154917562915928,0.0551315789473684,0.2187848249294901,61.0,8.0,68.0,Urea,Food waste,21.0,Continuous,52.0,None,1.938857678018576,57.89746293016177,116.18197400000004,8.163174093898817,0.5805165767669678,0.2068839573180165,1000000.0
0.0,MgO,11.0,Soil,1.0,None,27.32884658064516,Poultry manure,0.0,Windrow,8.964502329109905,0.0551315789473684,0.1572751966854622,113.0,8.47161480288724,61.0,MgSO₄,Food waste,18.0,Continuous,57.0,None,1.938857678018576,11.99469514535655,114.01673000000008,7.638236920071376,0.7175795435905457,0.1437502030526997,1000000.0
0.0,None,25.0,Byproduct,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,8.230201384155153,0.0551315789473684,1.9112013317956629,55.0,8.0,52.0,None,Food waste,11.0,Continuous,47.0,None,1.938857678018576,31.70979033498137,114.64021100000004,7.07796041575838,0.5953289270401001,0.1899971124362082,1000000.0
0.0,Gypsum,5.0,Straw,1.0,None,27.32884658064516,Green waste,0.0,Windrow,7.653202158389674,0.0551315789473684,0.7756477978994281,84.0,8.0,78.52231332055328,Ferric salt,Food waste,20.0,Continuous,43.0,None,1.938857678018576,27.656408064890037,115.77664000000004,6.4701883927823705,0.4298161566257477,0.237591537997243,1000000.0
0.0,Calcium magnesium phosphate fertilizer,7.0,Byproduct,1.0,None,27.32884658064516,Green waste,0.0,Reactor,3.321660363295205,0.0551315789473684,1.039163162662308,74.0,8.0,59.0,Gypsum,Food waste,26.0,Continuous,72.0,None,1.938857678018576,13.178063613638985,115.02622300000004,8.360624135242416,0.4074260890483856,0.2392137104474569,1000000.0
0.0,Gypsum,19.0,Husk,1.0,None,27.32884658064516,Mature compost,0.0,Windrow,6.903765126465058,0.0551315789473684,0.5320394535593984,69.0,5.0,80.98907525150511,MgSO₄,Food waste,16.0,Continuous,66.0,None,1.938857678018576,45.33185196143056,116.07295200000006,6.707309894848718,0.6593855619430542,0.1694095209075524,1000000.0
0.0,Inorganic acid,16.0,Green Waste,1.0,None,27.32884658064516,Poultry manure,0.0,Reactor,7.438826019988848,0.0551315789473684,0.5554163941548469,105.0,5.0,68.0,Gypsum,Food waste,14.019632663594608,Continuous,31.0,None,1.938857678018576,55.85225921225691,115.45096700000003,7.514946420146277,0.3992983400821686,0.1799582589556563,1000000.0
0.0,Mg(OH)₂,26.0,Straw,1.0,None,27.32884658064516,Poultry manure,0.0,Reactor,6.255557055514455,0.0551315789473684,0.084043188294737,131.0,9.455804056257746,74.0467208871461,Urea,Food waste,26.842562874590897,Continuous,31.0,None,1.510450663105207,11.770038739424374,115.55605800000006,1000000.0,1000000.0,1000000.0,1000000.0
0.0,Calcium magnesium phosphate fertilizer,30.0,Husk,1.0,None,27.32884658064516,Byproduct,0.0,Windrow,6.882256739472237,0.0551315789473684,0.8558390612001563,44.0,9.015160293825922,52.0,Labile carbon source,Food waste,18.0,Continuous,33.0,None,1.938857678018576,32.29553230511571,116.29373400000006,8.156700783901458,0.4377051889896393,0.1937336646988522,1000000.0
0.0,Inorganic acid,17.0,Byproduct,1.0,None,27.32884658064516,None,0.0,Reactor,8.355401754212725,0.0551315789473684,0.7711088125208831,65.0,8.0,83.32958695334145,Inorganic acid,Food waste,14.0,Continuous,44.0,None,1.938857678018576,31.418615543159262,115.98989700000006,7.071104560070485,0.3819771111011505,0.1981783347772686,1000000.0
0.0,Gypsum,9.0,Byproduct,1.0,None,27.32884658064516,None,0.0,Reactor,9.959172827792177,0.0551315789473684,2.6624413195637167,87.0,6.0,63.0,Urea,Food waste,13.0,Continuous,84.0,None,1.938857678018576,45.21583480099265,117.24687800000004,6.263468034772925,0.6260924339294434,0.1293210700635776,1000000.0
2.5951658526201986,MgO,8.0,Sawdust,1.0,None,27.32884658064516,Mature compost,0.0,Trough,7.492529806700122,0.0551315789473684,1.7267153905802135,97.0,7.0,66.0,Forsterite,Food waste,18.0,Continuous,36.0,None,1.938857678018576,20.600390579094444,114.30485200000004,7.479099759286875,0.900542140007019,0.2208461225887165,1000000.0
0.0,Ca-superphosphate,9.0,Straw,1.0,None,27.328846580645163,Byproduct,0.0,Windrow,7.360897745455805,0.0551315789473684,0.3213728370441917,113.0,5.0,80.77404441107191,Zeolite,Food waste,34.0,Continuous,52.0,None,1.938857678018576,74.27932586542495,114.61991000000005,7.946461570923636,0.6695746183395386,0.1842441964443445,1000000.0
0.0,Inorganic acid,6.0,Green Waste,1.0,None,27.328846580645163,Green waste,0.0,Windrow,6.376230582167754,0.0551315789473684,1.815850746764835,89.0,6.0,67.0,Urea,Food waste,16.0,Continuous,61.0,None,1.938857678018576,44.62944016056371,115.70799200000005,7.477319231649827,0.6305728554725647,0.1561682467948455,1000000.0
0.0,Mg(OH)₂,23.0,Soil,1.0,None,27.32884658064516,Poultry manure,0.0,Windrow,5.020162234483371,0.0551315789473684,2.316996969662089,83.0,8.0,81.90256954602978,Inorganic acid,Food waste,12.0,Continuous,54.0,None,1.938857678018576,73.95620547541914,116.41445700000006,9.369342834864115,0.4063381254673004,0.2180381224391097,1000000.0
0.0,Gypsum,22.0,Byproduct,1.0,None,27.32884658064516,Poultry manure,0.0,Windrow,6.108502371275447,0.0551315789473684,0.9840482489410644,116.0,8.0,62.0,K₂SO₄,Food waste,13.0,Continuous,65.0,None,1.938857678018576,27.218777882112263,116.66237700000003,6.545472176258135,0.3827473223209381,0.1814687210271147,1000000.0
1.3400498323245638,Mg(OH)₂,25.0,Plastic tube pieces,1.0,None,27.328846580645163,Straw,0.0,Reactor,4.967884218153692,0.0551315789473684,0.0404659229100736,57.0,8.703698692448375,74.62529087297793,K₂SO₄,Food waste,35.0,Continuous,48.0,None,1.938857678018576,66.76577193352387,113.14838499999998,9.522671959665278,0.2648047506809234,0.18577411922739,1000000.0
0.0,Inorganic acid,28.0,Husk,1.0,None,27.32884658064516,Byproduct,0.0,Trough,9.106543656961565,0.0551315789473684,0.5695647927089058,71.0,6.0,64.0,Zeolite,Food waste,13.0,Continuous,37.0,None,1.938857678018576,52.94153018089133,117.55614800000006,7.232942278661066,0.6437327265739441,0.1478570761678495,1000000.0
0.0,DCD,30.0,Soil,1.0,None,27.32884658064516,Green waste,0.0,Trough,9.110711565492348,0.0551315789473684,1.478179225267203,122.0,7.0,68.0,Gypsum,Food waste,10.0,Continuous,31.0,None,1.938857678018576,70.89613701959216,115.93469800000008,8.156700783901458,0.4033710062503814,0.1806512904847403,1000000.0
0.0,Biochar,18.0,Sawdust,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,3.562962125374793,0.0551315789473684,0.2339889295100012,104.0,6.0,75.98024150747676,Microbiological agent,Food waste,29.0,Continuous,33.0,None,1.938857678018576,33.54026765615156,113.80198300000004,5.931436709289426,0.5925319790840149,0.1970377551290241,1000000.0
0.0,MgO,29.0,None,1.0,None,27.32884658064516,Byproduct,0.0,Reactor,7.849349793314136,0.0551315789473684,0.4275671052518162,106.0,9.432298794370851,64.0,Mg(OH)₂,Food waste,10.0,Continuous,40.0,None,1.938857678018576,11.759707692354644,115.30895200000003,7.638236920071376,0.3985731899738312,0.1767053290871991,1000000.0
3.5711812665602416,Biochar,29.0,Green Waste,1.0,None,27.32884658064516,Green waste,1215.0,Reactor,2.746301388175276,0.0551315789473684,1.280257152267641,52.0,11.525941072742413,82.2567497734199,Phosphogypsum,Food waste,22.0,Intermittent ,44.0,None,1.938857678018576,13.240204221640854,111.85322500000004,5.693280089452961,1.0487860441207886,0.1529857806442411,1000000.0
0.0,Ca-superphosphate,4.0,Green waste,1.0,None,27.32884658064516,Byproduct,0.0,Windrow,2.709369796985577,0.0551315789473684,1.1894796464513344,106.0,9.185101245565924,73.13920642712611,LB Culture,Food waste,13.7798750915647,Continuous,76.0,None,1.938857678018576,36.61804156187683,116.59461800000008,8.093003352547951,0.3912104666233063,0.181890266791424,1000000.0
0.0,Calcium magnesium phosphate fertilizer,8.0,Soil,1.0,None,27.32884658064516,Mature compost,0.0,Trough,5.606063077929087,0.0551315789473684,0.0958273211945406,97.0,11.664977963816504,72.63273854723386,MgO,Food waste,12.0,Continuous,70.0,None,1.938857678018576,22.46096707943918,115.76210800000008,7.874696642416249,0.6566835045814514,0.1699945168954289,1000000.0
0.0,Gypsum,14.0,Soil,1.0,None,27.32884658064516,Byproduct,0.0,Reactor,2.266304996670628,0.0551315789473684,0.2643141013506789,62.0,9.172921888749126,83.97858301785976,Phosphogypsum,Food waste,21.0,Continuous,36.0,None,1.938857678018576,63.71770669029674,116.34498000000004,6.51414631745187,0.7472760677337646,0.2347484182658316,1000000.0
0.0,Gypsum,22.0,Soil,1.0,None,27.32884658064516,Green waste,0.0,Windrow,5.144853401632762,0.0551315789473684,0.6477536594333066,65.0,9.209364672605435,50.0,Sodium salt,Food waste,41.43486330139409,Continuous,46.0,None,1.938857678018576,80.33630284955805,113.70912000000004,8.156411668156245,0.6665063500404358,0.1650891673554856,27.71711003199374
0.0,Calcium magnesium phosphate fertilizer,16.0,Soil,1.0,None,27.32884658064516,Poultry manure,0.0,Trough,2.4857272184510126,0.0551315789473684,0.7082665389898644,90.0,6.0,64.0,Labile carbon source,Food waste,12.0,Continuous,35.0,None,1.938857678018576,68.09613783454155,116.44797800000006,7.963537206504609,0.3960247337818146,0.1804838101584556,1000000.0
0.0,Ca-superphosphate,8.0,Byproduct,1.0,None,27.32884658064516,None,0.0,Trough,9.03858136219716,0.0551315789473684,1.7353552334079758,111.0,7.000000000000001,61.0,Urea,Food waste,31.0,Continuous,60.0,None,1.938857678018576,42.2696374725531,115.05281400000004,7.50261971084785,0.655941367149353,0.1950509281416072,1000000.0
0.0,Microbiological agent,25.0,Green waste,1.0,None,27.32884658064516,Byproduct,0.0,Trough,2.8784587945562867,0.0551315789473684,1.5327041844505105,92.0,9.644476411385629,54.0,Organic acid,Food waste,14.0,Continuous,76.0,None,1.938857678018576,10.916730518175791,114.91203000000004,7.538010086097869,0.7071169018745422,0.1669441264721942,1000000.0
0.0,Inorganic acid,29.0,Husk,1.0,None,27.32884658064516,None,0.0,Trough,7.998714780502224,0.0551315789473684,0.6323588420910882,58.0,7.0,79.66706935065791,Inorganic acid,Food waste,11.0,Continuous,46.0,None,1.938857678018576,30.67364090731577,116.10255800000004,7.514946420146277,0.4059383571147918,0.1979930650526983,1000000.0
0.0,Mg(OH)₂,12.0,Green Waste,1.0,None,27.32884658064516,None,0.0,Reactor,2.2427245911092406,0.0551315789473684,0.2201331588622115,99.0,10.00304930973249,62.0,Mg(OH)₂,Food waste,35.0,Continuous,59.0,None,1.938857678018576,66.81331011956257,114.81374400000004,7.538010086097869,0.6118263602256775,0.2084108236111456,1000000.0
0.0,MgSO₄,8.0,None,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,2.300088298038723,0.0551315789473684,0.645955673038811,116.0,6.0,80.59016048354277,Zeolite,Food waste,15.0,Continuous,82.0,None,1.938857678018576,43.89195406332856,113.95436500000004,7.538010086097869,0.7401041388511658,0.1800544880485116,1000000.0
0.0,Calcium magnesium phosphate fertilizer,7.0,Green Waste,1.0,None,27.32884658064516,None,0.0,Reactor,9.72690563459538,0.0551315789473684,1.8214305789706635,67.0,10.942607291657364,66.0,Sodium salt,Food waste,15.0,Continuous,38.0,None,1.938857678018576,61.7110509145005,116.32519200000006,8.119073595405007,0.6325134634971619,0.1896167415129823,1000000.0
23.263977531664786,Inorganic acid,9.0,Green Waste,1.0,None,27.32884658064516,Green waste,502.0,Trough,2.5206292692868386,0.0551315789473684,0.0176718035611556,102.0,6.0,83.47698062229227,Lime,Food waste,12.0,Intermittent ,74.0,None,1.938857678018576,44.58844746250731,111.44213200000006,7.70917780430823,1.091508388519287,0.1153153449117015,1000000.0
2.3553439036120625,Biochar,15.0,Green Waste,1.0,None,27.32884658064516,Green waste,0.0,Trough,8.209849026655895,0.0551315789473684,1.8776119989634816,77.0,10.113862807682544,67.0,Phosphogypsum,Food waste,22.0,Continuous,47.0,None,1.938857678018576,15.399508134736337,114.89061700000003,5.824999597536002,1.1036767959594729,0.2015915618033281,1000000.0
0.0,Calcium magnesium phosphate fertilizer,25.0,Straw,1.0,None,27.32884658064516,None,0.0,Reactor,9.791275333505869,0.0551315789473684,0.2890429029921845,81.0,11.06145770998134,63.0,K₂SO₄,Food waste,25.19509982544311,Continuous,64.0,None,1.938857678018576,63.27699232944028,115.27561900000003,8.156700783901458,0.4307375252246856,0.1832799664466042,1000000.0
0.0,Ca-superphosphate,26.0,Green waste,1.0,None,27.32884658064516,Mature compost,0.0,Reactor,8.491966980159766,0.0551315789473684,1.9535940562649976,78.0,9.430256628610788,59.0,Lignite,Food waste,12.0,Continuous,53.0,None,1.938857678018576,62.58082326262137,116.53434800000004,7.946461570923636,0.4033710062503814,0.1668905537696073,1000000.0
0.0,Gypsum,11.0,Straw,1.0,None,27.32884658064516,None,0.0,Windrow,3.326239231442373,0.0551315789473684,1.0692042410509344,93.0,7.000000000000001,63.0,Lignite,Food waste,12.0,Continuous,74.0,None,1.938857678018576,50.291544774407065,116.78230800000009,7.110698153276706,0.562721312046051,0.1701802221035123,1000000.0
0.0,Gypsum,22.0,Husk,1.0,None,27.328846580645163,Byproduct,0.0,Reactor,3.831129776819311,0.0551315789473684,0.6471507819954305,129.0,12.052509759122213,81.43569700326631,MgCl₂,Food waste,40.60175650987579,Continuous,41.0,None,1.938857678018576,78.72102735021338,113.513954,7.110698153276706,0.5925931334495544,0.1947107265852056,21.74344255874511
0.0,Calcium magnesium phosphate fertilizer,21.0,Green waste,1.0,None,27.32884658064516,Poultry manure,0.0,Reactor,8.926249831425633,0.0551315789473684,1.8057908659614328,52.0,6.430631787106835,60.0,Lime,Food waste,12.0,Continuous,32.0,None,1.938857678018576,65.50219502097727,116.01844800000006,7.874696642416249,0.4033710062503814,0.1620742002537135,1000000.0
