 Composting Method,Initial pH,Period (d),Additive_1,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V2_Ventilation Interval (min),Initial GI (%),Additive_4,M1_is Enclosed,Initial C/N (%),Additive_3,Material_2,Material_3,Initial Moisture Content (%),Material_Main,V1_Ventilation Type,V4_Ventilation Day,Additive_2,Turning times,Application Rate (%DW),V3_Ventilation Duration (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Reactor,6.0,76.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,1.0,23.009282360325003,None,Plastic tube pieces,Straw,76.61947197979214,Food Waste,None,0.0,Ca-superphosphate,19.0,4.923418012973887,0.0,1.775,46.2362585287237,89.47185099999997,5.531757931043687,0.5164417624473572,0.2048946245041014,1000000.0
Trough,8.0,28.0,MgO,0.06,0.0,0.0,27.32884658064516,None,0.0,29.0,None,Sawdust,Green waste,70.65265475140416,Food Waste,None,0.0,DCD,3.0,9.395733418761417,0.0,1.775,67.38180376592113,89.71996399999998,6.091020771332633,0.3157315850257873,0.182917795480521,1000000.0
Trough,5.0,87.0,Mature compost,0.06,0.0,0.0,27.32884658064516,None,1.0,18.0,None,Woody peat,Mature compost,65.0,Food Waste,None,0.0,Potassium phosphate,9.0,4.26720620231115,0.0,1.775,35.96831900580329,87.34089,5.685827422533591,0.4280891716480255,0.1648130094098207,1000000.0
Windrow,6.0,111.0,Labile carbon source,0.06,0.0,0.0,27.32884658064516,None,1.0,38.0,None,Sawdust,Green waste,68.0,Food Waste,None,0.0,DCD,16.0,4.48192848143423,0.0,1.775,48.06413383871603,88.76068099999999,6.615576074317807,0.854970395565033,0.1937592026090024,1000000.0
Windrow,5.790088877236956,59.0,Sodium salt,0.06,0.0,0.0,27.328846580645163,None,0.0,20.10655911508137,None,Woody peat,Poultry manure,68.0,Food Waste,None,0.0,Biochar,10.0,9.117295618362078,0.0,1.775,32.89823621223241,88.58260799999998,4.772940789095989,0.5777343511581421,0.164285892982147,1000000.0
Windrow,7.0,120.0,Ferric salt,0.06,0.0,0.0,27.328846580645163,None,1.0,43.55218685099428,None,Sawdust,Byproduct,70.657736516314,Food Waste,None,0.0,DCD,10.0,3.633942563167096,0.0,1.775,77.30513166051485,88.54785,7.117430882285744,0.8495541214942932,0.1797294914120918,19.489192350020936
Reactor,5.0,23.0,Sodium salt,0.06,0.0,0.0,27.32884658064516,None,1.0,14.0,None,Straw,Mature compost,68.0,Food Waste,None,0.0,Ca-superphosphate,12.0,6.917315794633595,0.0,1.775,43.85110819394814,88.46694899999999,5.1265645822446455,0.4113971590995788,0.127312356782985,1000000.0
Reactor,5.0,80.0,MgO,0.06,0.0,0.0,27.32884658064516,None,1.0,32.0,None,Soil,Mature compost,58.0,Food Waste,None,0.0,Ca-superphosphate,29.0,9.089708901490308,0.0,1.775,57.905214507478895,90.66183499999995,5.1265645822446455,0.6018227338790894,0.1746494336628978,1000000.0
Windrow,6.0,124.0,Ca-superphosphate,0.06,0.0,0.0,27.32884658064516,None,0.0,31.0,None,Woody peat,Mature compost,50.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,27.0,6.102903212420725,0.0,1.775,36.61712476068811,90.58649999999996,3.667339562480292,0.5487741231918335,0.1431854980891002,1000000.0
Trough,8.0,19.0,Biochar,0.06,0.0,0.0,27.32884658064516,None,0.0,19.0,None,None,Mature compost,70.94741458659735,Food Waste,None,0.0,MgSO₄,6.0,6.367806410898073,0.0,1.775,16.827762276971207,89.05969,6.091020771332633,0.1819090247154235,0.1926827527395449,1000000.0
Windrow,6.0,129.0,Sulfur,0.06,1.270062901182909,0.0,27.32884658064516,None,1.0,36.0,None,None,Byproduct,80.37710220030064,Food Waste,Continuous,2.0,Biochar,18.0,6.536329155589433,0.0,1.775,36.470315809684685,90.005588,7.403503306552696,0.6302889585494995,0.1924968575786882,1000000.0
Reactor,5.0,120.0,Sodium phosphates,0.06,0.0,0.0,27.32884658064516,None,1.0,33.0,None,Green waste,Green waste,76.77816205710903,Food Waste,None,0.0,Biochar,15.0,6.898151130319563,0.0,1.775,15.667580093293404,88.374374,3.7852263673144217,0.3262808322906494,0.1757448644877894,1000000.0
Trough,7.0,97.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,0.0,18.0,None,Green Waste,Byproduct,75.65893708522051,Food Waste,None,0.0,MgO,19.0,3.1066012461958388,0.0,1.775,18.085418310951518,87.96297100000001,6.592875579300572,0.4164905250072479,0.1597717161864792,1000000.0
Windrow,5.0,36.0,Ferric salt,0.06,1.1990155553815174,0.0,27.32884658064516,None,0.0,19.0,None,Soil,Straw,61.0,Food Waste,Continuous,13.0,Biochar,3.0,9.976241240708791,0.0,1.775,54.61764875463508,88.92332000000002,5.98700828864465,0.8760937452316284,0.1809411407665533,1000000.0
Windrow,5.0,86.0,Potassium phosphate,0.06,0.0,0.0,27.32884658064516,None,1.0,19.0,None,Plastic tube pieces,Poultry manure,77.50163506897385,Food Waste,None,0.0,Biochar,3.0,3.607953882732991,0.0,1.775,45.08907663583991,88.52973200000001,4.367747440296947,0.8858314156532288,0.2016993951092894,1000000.0
Windrow,6.584019939488455,133.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.32884658064516,None,1.0,44.73690244906844,None,Soil,Byproduct,58.99999999999999,Food Waste,None,0.0,DCD,10.0,7.903822806892383,0.0,1.775,79.40800184709647,89.005523,7.117430882285744,0.6281484365463257,0.151699855433345,20.444950532616676
Trough,5.0,51.0,Sodium phosphates,0.06,0.0,0.0,27.32884658064516,None,1.0,42.353436065983566,None,Plastic tube pieces,Poultry manure,73.39342744182836,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,0.0,2.7493823478285844,0.0,1.775,75.17734901712082,90.38841199999996,5.457682201880345,0.3338824808597564,0.1864208298640239,19.88355828827196
Windrow,7.0,91.0,Sodium salt,0.06,0.0,0.0,27.32884658064516,None,1.0,32.0,None,Woody peat,Green waste,71.02687071752541,Food Waste,None,0.0,Biochar,27.0,7.072811775900392,0.0,1.775,53.49576235797949,88.30202099999998,4.772940789095989,0.5345319509506226,0.1824066884978292,1000000.0
Reactor,6.0,103.0,Biochar,0.06,0.0,0.0,27.328846580645163,None,1.0,16.0,None,Green Waste,Poultry manure,71.18039994368465,Food Waste,None,0.0,Gypsum,23.0,9.11229098160637,0.0,1.775,52.706995672617694,87.27592100000001,6.091020771332633,0.3867479562759399,0.1904465993743302,1000000.0
Reactor,6.0,41.0,MgSO₄,0.06,0.0,0.0,27.32884658064516,None,1.0,14.0,None,Woody peat,Byproduct,78.80752538426444,Food Waste,None,0.0,Inorganic acid,3.0,5.111456902759154,0.0,1.775,69.69500192415722,88.86752399999997,6.592875579300572,0.3255226612091064,0.1849360478666143,1000000.0
Reactor,6.0,116.0,Potassium phosphate,0.06,0.0,0.0,27.32884658064516,None,1.0,18.0,None,Sawdust,Mature compost,69.0,Food Waste,None,0.0,MgO,10.0,9.16882225949026,0.0,1.775,41.19690483414868,87.85099200000002,6.091020771332633,0.3740862011909485,0.1542120611622807,1000000.0
Trough,4.605645731863112,53.0,Sand,0.06,0.0,0.0,27.32884658064516,None,0.0,15.0,None,None,Straw,74.77382887256522,Food Waste,None,0.0,DCD,3.0,3.5880223393413324,1.0282572707624495,1.775,33.02165279851606,89.31511199999998,5.685827422533591,0.4948521554470062,0.1483540604954341,1000000.0
Reactor,6.0,133.0,Microbiological agent,0.06,0.0,0.0,27.32884658064516,None,1.0,44.49001225010986,None,Sawdust,Green waste,57.0,Food Waste,None,0.0,Ca-superphosphate,27.0,2.606019054620264,0.0,1.775,78.969771743945,89.77587499999998,6.25374008649318,0.577440619468689,0.2141562495648624,20.57369753717486
Trough,5.0,80.0,Clay,0.06,0.0,0.0,27.328846580645163,None,1.0,17.0,None,Straw,Mature compost,80.56466951014929,Food Waste,None,0.0,Ca-superphosphate,14.0,7.92827635064868,0.0,1.775,39.978664382965256,90.76003099999998,5.1265645822446455,0.4735550880432129,0.1781880318269832,1000000.0
Windrow,7.0,44.0,Forsterite,0.06,0.0,0.0,27.32884658064516,None,0.0,44.10685399878195,None,Sawdust,Straw,57.0,Food Waste,None,0.0,MgSO₄,5.0,5.164185290003262,0.0,1.775,78.28966584783795,88.0857,6.615576074317807,0.3961018621921539,0.1834823161911555,21.02740136769187
Reactor,5.0,109.0,MgCl₂,0.06,0.0,0.0,27.32884658064516,None,1.0,16.0,None,Byproduct,Straw,52.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,9.0,9.53053228629867,0.0,1.775,70.01739496239634,88.038557,2.7375909106960803,0.6018227338790894,0.1649909663495971,1000000.0
Trough,5.0,26.0,Inorganic acid,0.06,0.0,0.0,27.32884658064516,None,0.0,36.0,None,Straw,None,67.0,Food Waste,None,0.0,Ca-superphosphate,23.0,4.508290010202727,0.0,1.775,9.835134980385837,88.70581899999999,5.1265645822446455,0.5106348395347595,0.1760500383727648,1000000.0
Trough,7.0,131.0,Potassium phosphate,0.06,0.0,0.0,27.32884658064516,None,0.0,33.0,None,Straw,Mature compost,55.0,Food Waste,None,0.0,Ca-superphosphate,20.0,9.006642119704505,0.0,1.775,49.093389248310665,88.87328,5.531757931043687,0.4706878662109375,0.137978506024966,1000000.0
Trough,7.0,25.0,Biochar,0.06,0.0,0.0,27.32884658064516,None,1.0,43.96785278070848,None,None,Byproduct,64.0,Food Waste,None,0.0,DCD,5.0,8.323022172204798,0.0,1.775,78.04293868575755,90.91588299999998,6.592875579300572,0.3899348378181457,0.2275882919734924,21.830220599901253
Trough,6.0,132.0,Mature compost,0.06,0.0541592717559393,0.0,27.32884658064516,None,0.0,40.00666605499491,None,Green waste,None,68.0,Food Waste,Continuous,2.0,Ca-superphosphate,29.0,9.022574890322169,0.0,1.775,71.01183224761596,89.76984099999999,7.43117764099599,0.5995169281959534,0.1711453042866472,19.17017287656908
Windrow,6.0,74.0,Urea,0.06,0.0,0.0,27.328846580645163,None,0.0,40.0,None,Straw,None,51.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,15.0,8.735302209703708,0.0,1.775,33.21351595336094,90.440792,3.667339562480292,0.7119765281677246,0.1346723912725932,1000000.0
Reactor,6.498589954198175,93.0,Carbonatite,0.06,0.0,0.0,27.328846580645163,None,1.0,37.0,None,None,Byproduct,62.0,Food Waste,None,0.0,Ca-superphosphate,27.0,9.899248797189957,0.0,1.775,25.727532263157123,88.66299900000001,6.592875579300572,0.5887331366539001,0.1860424576897067,1000000.0
Windrow,7.0,15.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.32884658064516,None,1.0,23.0,None,Green Waste,Byproduct,71.44611510719459,Food Waste,None,0.0,Zeolite,0.0,3.4611386441039933,0.0,1.775,40.945745627958985,89.68270899999999,7.117430882285744,0.7265064120292664,0.1538980665808677,1000000.0
Windrow,5.0,13.0,MgHPO₄,0.06,0.0,0.0,27.32884658064516,None,0.0,15.0,None,Woody peat,Byproduct,75.32461414238486,Food Waste,None,0.0,MgO,8.0,6.183054243701012,0.0,1.775,14.150414904145922,89.061998,6.712237533486703,0.1614682078361511,0.1305350248782714,1000000.0
Trough,7.0,122.0,Microbiological agent,0.06,0.0,0.0,27.32884658064516,None,0.0,33.0,None,None,Straw,55.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,28.0,7.8483665990616736,0.0,1.775,40.44879158754429,88.917529,6.091020771332633,0.5407177209854126,0.1545681370771264,1000000.0
Reactor,5.0,60.0,MgSO₄,0.06,0.0,0.0,27.32884658064516,None,1.0,31.63579731669889,None,Woody peat,Green waste,72.7598888777408,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,20.0,3.377000718872546,0.0,1.775,68.94689116211131,89.59920199999999,5.685827422533591,0.5118426084518433,0.2313902277697819,1000000.0
Reactor,5.0,121.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.32884658064516,None,1.0,44.5403598330766,None,None,Byproduct,51.0,Food Waste,None,0.0,None,10.0,5.711725977875504,0.0,1.775,79.05913870371096,88.39676100000001,3.239445718664018,0.2481006383895874,0.1856739346623923,20.24340748132385
Trough,5.0,24.0,Phosphogypsum,0.06,0.0,0.0,27.32884658064516,None,0.0,34.0,None,Green waste,Straw,80.9373488372994,Food Waste,None,0.0,DCD,0.0,2.483835906331727,0.0,1.775,13.95295604786254,89.727683,5.457682201880345,0.3098124861717224,0.1312898870833931,1000000.0
Trough,6.0,118.0,Ferric salt,0.06,0.0,0.0,27.32884658064516,None,0.0,26.0,None,Plastic tube pieces,Mature compost,83.86281824491874,Food Waste,None,0.0,Biochar,29.0,6.317075589631042,0.0,1.775,40.44707722185528,89.04461599999999,4.190419716113462,0.2916196286678314,0.1531084256281476,1000000.0
Reactor,8.45875380154131,28.0,Lime,0.06,0.0,0.0,27.32884658064516,None,1.0,11.0,None,Plastic tube pieces,Poultry manure,69.0,Food Waste,None,0.0,MgO,6.0,5.465974079261979,0.0,1.775,37.669291665910805,88.54039399999999,6.091020771332633,0.2476896792650222,0.1890315675505699,1000000.0
Windrow,6.0,104.0,Mg(OH)₂,0.06,0.0,0.0,27.32884658064516,None,1.0,30.0,None,Soil,Byproduct,63.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,20.0,3.460137476301753,0.0,1.775,37.06511420000965,89.208064,7.117430882285744,0.8959644436836243,0.2110643114263018,1000000.0
Reactor,5.0,112.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,1.0,41.68357302813794,None,Husk,Straw,60.0,Food Waste,None,0.0,Ca-superphosphate,23.0,7.559455778452513,0.0,1.775,73.98834212494485,88.341147,5.1265645822446455,0.5476912260055542,0.1825279260444567,20.41195475878125
Trough,6.0,93.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,0.0,35.0,None,Soil,Byproduct,51.0,Food Waste,None,0.0,MgSO₄,25.0,3.238805088629863,0.0,1.775,33.86355194545442,89.795662,3.644639067463058,0.4738948941230774,0.1581931136647703,1000000.0
Windrow,4.621336133023633,48.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,1.0,44.97097871116255,None,None,Byproduct,79.68872497587901,Food Waste,None,0.0,Inorganic acid,4.0,3.653631579687621,0.0,1.775,79.82348721231352,90.171942,6.712237533486703,0.7867037057876587,0.1925991267189883,1000000.0
Trough,6.0,45.0,Sodium phosphates,0.06,0.0,0.0,27.328846580645163,None,0.0,36.0,None,Plastic tube pieces,Straw,62.99999999999999,Food Waste,None,0.0,Biochar,1.0,3.2456814983124813,0.0,1.775,26.406326869655928,88.978839,4.190419716113462,0.3665296733379364,0.173514799463485,1000000.0
Windrow,7.0,36.0,K₂SO₄,0.06,0.0,0.0,27.328846580645163,None,0.0,26.0,None,Sawdust,Straw,73.00042242089083,Food Waste,None,0.0,Biochar,3.0,3.317064839254125,0.0,1.775,70.70236640974787,89.24025899999997,4.772940789095989,0.7920461893081665,0.1709662492503913,1000000.0
Windrow,5.0,133.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.32884658064516,None,0.0,16.0,None,Soil,None,54.29303681731015,Food Waste,None,0.0,Ca-superphosphate,6.0,5.7368499538221736,0.0,1.775,70.23456468332432,89.33489300000001,5.651119885229818,0.5511402487754822,0.0814411169578855,1000000.0
Trough,7.784658921136135,24.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.555021449270757,None,1.0,27.0,None,None,Poultry manure,79.26748483528442,Food Waste,None,0.0,Microbiological agent,2.0,3.7550718367731823,0.0,1.775,9.220831002642193,89.251147,6.091020771332633,0.4093153178691864,0.2162838410854788,1000000.0
Windrow,6.0,14.0,Biochar,0.06,0.0,0.0,27.32884658064516,None,1.0,42.04141984926415,None,Woody peat,Byproduct,55.0,Food Waste,None,0.0,Zeolite,16.0,8.454931530100882,0.0,1.775,74.62352023244387,87.672273,7.117430882285744,0.3894413113594055,0.1425889646605282,26.245153307565907
Windrow,8.0,15.0,Sodium phosphates,0.06,0.0,0.0,27.32884658064516,None,0.0,44.91914185262964,None,Straw,Straw,70.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,2.0,8.018415894532698,0.0,1.775,79.7314767884176,89.75074,6.615576074317807,1.5165369510650637,0.155216910447193,25.832505987240857
Reactor,7.0,73.0,Ferric salt,0.06,0.0,0.0,27.32884658064516,None,1.0,11.0,None,Sawdust,Straw,70.01482559574734,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,18.0,5.879514694183894,0.0,1.775,19.376656007686343,88.26589799999999,6.091020771332633,0.2760420143604278,0.1596292104257844,1000000.0
Windrow,5.0,18.0,Sodium salt,0.06,1.65770708627725,836.0,27.328846580645163,None,1.0,20.0,None,Plastic tube pieces,Byproduct,59.0,Food Waste,Intermittent ,3.0,Inorganic acid,9.0,8.295134200947372,41.56088127134241,1.775,14.73468324521868,89.68359100000002,6.460922131042136,0.611257791519165,0.1657977926934945,1000000.0
Reactor,5.0,85.0,Potassium phosphate,0.06,0.0,0.0,27.32884658064516,None,1.0,11.0,None,Woody peat,Green waste,64.0,Food Waste,None,0.0,Mg(OH)₂,21.0,5.28587150648093,0.0,1.775,51.46535278123716,88.48155499999999,5.685827422533591,0.3120233416557312,0.1387553100799728,1000000.0
Windrow,6.0,65.0,Sulfur,0.06,0.0,0.0,27.32884658064516,None,0.0,17.0,None,Husk,Mature compost,61.0,Food Waste,None,0.0,Ca-superphosphate,12.0,2.506544931002036,0.0,1.775,16.130335186450424,88.40234999999998,6.6971023241579015,0.9435654878616332,0.1224213669729792,1000000.0
Reactor,5.0,82.0,Sodium salt,0.06,0.0,0.0,27.328846580645163,None,1.0,44.65859123420619,None,Green Waste,Straw,74.20238752234263,Food Waste,None,0.0,Ca-superphosphate,30.0,2.477744037161277,0.0,1.775,79.26899944071599,89.36435099999998,4.898419361591399,0.5164417624473572,0.1683407349294869,21.580100022881776
Windrow,8.014583406215426,27.0,Labile carbon source,0.06,0.0,0.0,27.32884658064516,None,1.0,18.0,None,Green Waste,Byproduct,70.22035987754128,Food Waste,None,0.0,MgSO₄,0.0,4.4821898090860826,0.0,1.775,45.91941825578523,90.42847299999998,7.117430882285744,0.7252362370491028,0.1804918634642208,1000000.0
Trough,5.0,31.0,Potassium phosphate,0.06,0.0,0.0,27.32884658064516,None,0.0,31.0,None,Sawdust,None,66.0,Food Waste,None,0.0,MgSO₄,3.0,6.056517676275798,0.0,1.775,35.34256893865356,90.752262,5.685827422533591,0.2116499245166778,0.1773111400000172,1000000.0
Trough,5.0,90.0,LB Culture,0.06,0.0,0.0,27.32884658064516,None,0.0,11.0,None,Woody peat,Green waste,61.0,Food Waste,None,0.0,Ca-superphosphate,8.0,9.7172685495739,0.0,1.775,33.228442494185934,89.84351899999997,5.1265645822446455,0.5944065451622009,0.0913136214312492,1000000.0
Trough,4.460675638582029,26.0,Ca-superphosphate,0.06,0.0,0.0,27.32884658064516,None,1.0,33.0,None,Soil,Byproduct,58.0,Food Waste,None,0.0,MgSO₄,5.0,2.777933121837456,0.0,2.256066722080019,55.14249738200972,90.60214699999996,1000000.0,1000000.0,1000000.0,1000000.0
Reactor,6.0,56.0,Organic acid,0.06,0.5480718259017672,952.0,27.328846580645163,None,1.0,28.0,None,Soil,Byproduct,62.0,Food Waste,Intermittent ,2.0,MgO,13.0,9.461469672055308,17.86278354346273,1.775,23.729750984252007,89.532748,9.268633195825323,0.584381639957428,0.1510357844768612,1000000.0
Windrow,6.0,33.0,Clay,0.06,0.0,0.0,27.32884658064516,None,0.0,45.02328702026627,None,Byproduct,Byproduct,60.0,Food Waste,None,0.0,Ca-superphosphate,7.0,3.927916995601541,0.0,1.775,79.91633446097262,88.92671699999997,7.117430882285744,0.8533929586410522,0.1687800645831235,22.741522741251565
Reactor,7.0,95.0,Mature compost,0.06,0.0,0.0,27.32884658064516,None,1.0,36.0,None,Green Waste,Byproduct,62.0,Food Waste,None,0.0,Potassium phosphate,9.0,5.912147857233246,0.0,1.775,35.11097191099481,87.83114400000001,6.592875579300572,0.2403900027275085,0.2115917162948924,1000000.0
Windrow,5.0,30.0,K₂SO₄,0.06,0.0,0.0,27.32884658064516,None,1.0,19.0,None,Woody peat,None,56.0,Food Waste,None,0.0,MgO,0.0,9.13855989931093,0.0,1.775,60.61738959431005,90.69140500000002,6.210382725518763,0.9181106090545654,0.1302481339215566,1000000.0
Trough,6.0,73.0,LB Culture,0.06,0.0,0.0,27.32884658064516,None,1.0,11.0,None,Soil,Green waste,69.0,Food Waste,None,0.0,Biochar,13.0,5.949656417770639,0.0,1.775,13.558958857016249,89.08401999999998,4.190419716113462,0.3744966983795166,0.153884870902399,1000000.0
Trough,5.0,51.0,Gypsum,0.06,0.0,0.0,27.32884658064516,None,1.0,37.0,None,Byproduct,Green waste,83.98357147707381,Food Waste,None,0.0,Ca-superphosphate,24.0,4.677957750409021,0.0,1.775,18.19867113883887,87.64506499999999,5.1265645822446455,0.5152339935302734,0.1817540255384496,1000000.0
Windrow,5.0,13.0,Lime,0.06,0.0,0.0,27.32884658064516,None,0.0,26.0,None,Byproduct,Byproduct,56.0,Food Waste,None,0.0,Potassium phosphate,1.0,9.774060942997869,0.0,1.775,66.12668830081259,88.937079,6.712237533486703,0.5225275754928589,0.1503279058260239,1000000.0
Reactor,7.0,102.0,Zeolite,0.06,1.1669428063922174,698.0,27.32884658064516,None,1.0,39.0,None,Green Waste,Green waste,77.23318686075253,Food Waste,Intermittent ,3.0,Calcium magnesium phosphate fertilizer,18.0,5.473299024800395,33.07685812386128,1.775,42.15761141144584,88.389608,7.3679634883711635,0.3910420536994934,0.1578517994750991,1000000.0
Windrow,8.0,24.0,Organic acid,0.06,0.0,0.0,27.32884658064516,None,1.0,30.0,None,Woody peat,Byproduct,83.74890462078328,Food Waste,None,0.0,Ca-superphosphate,2.0,7.39422653408509,0.0,1.775,13.434633152945096,91.231271,7.117430882285744,1.3833818435668943,0.2146280012975618,1000000.0
Windrow,6.0,66.0,Organic acid,0.06,0.0,0.0,27.32884658064516,None,1.0,12.0,None,None,Mature compost,64.0,Food Waste,None,0.0,Ca-superphosphate,15.0,4.8444139210488295,0.0,1.775,44.57656066043489,89.18563999999998,6.0563132340288615,0.9675590395927428,0.1575887302068509,1000000.0
Windrow,8.92029449877144,34.0,Biochar,0.06,0.0,0.0,27.32884658064516,None,0.0,36.0,None,Sawdust,Byproduct,56.0,Food Waste,None,0.0,Microbiological agent,5.0,2.1322105841715366,0.0,1.775,17.76734913080358,90.87428099999995,7.706808910868688,0.8820642232894897,0.16309401402731,1000000.0
Windrow,6.0,18.0,Forsterite,0.06,0.0,0.0,27.32884658064516,None,1.0,22.0,None,Plastic tube pieces,Mature compost,79.02267603732304,Food Waste,None,0.0,DCD,1.0,7.92153487863925,0.0,1.775,49.9075820467688,90.21805999999998,6.615576074317807,1.2936676740646362,0.1579222505600594,1000000.0
Trough,5.0,103.0,Lime,0.06,0.0,0.0,27.32884658064516,None,1.0,43.91535510206648,None,None,Mature compost,50.0,Food Waste,None,0.0,DCD,1.0,4.2542696052304025,0.0,1.775,77.949755306168,88.52734099999999,2.7375909106960803,0.3705521523952484,0.2008316440487315,15.612760384339143
Reactor,5.0,61.0,LB Culture,0.06,0.0,0.0,27.328846580645163,None,1.0,14.740847230401975,None,Husk,Straw,77.6597861559552,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,13.0,7.430031860744279,0.0,1.775,50.15382193839301,88.393425,5.685827422533591,0.4943406581878662,0.1781853345526559,1000000.0
Windrow,7.0,21.0,LB Culture,0.06,0.0,0.0,27.32884658064516,None,0.0,31.0,None,None,None,70.0,Food Waste,None,0.0,Mg(OH)₂,2.0,8.713959559138313,0.0,1.775,23.10467839592743,89.975482,6.615576074317807,0.8993573784828186,0.1463173503588075,1000000.0
Windrow,5.0,80.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,0.0,14.0,None,None,Byproduct,55.0,Food Waste,None,0.0,Inorganic acid,13.0,8.841041934341352,0.0,1.775,38.593362701086505,89.394442,6.712237533486703,0.3531628847122192,0.0582541123989101,1000000.0
Reactor,5.0,82.0,MgCl₂,0.06,0.0,0.0,27.32884658064516,None,1.0,38.0,None,Plastic tube pieces,None,58.0,Food Waste,None,0.0,Ca-superphosphate,13.0,6.76922840109194,0.0,1.775,46.33994730592838,90.092528,5.1265645822446455,0.3985659480094909,0.193791658348031,1000000.0
Windrow,5.0,68.0,Sand,0.06,0.0,0.0,27.32884658064516,None,0.0,44.75866591944288,None,Husk,Byproduct,60.0,Food Waste,None,0.0,MgO,18.0,2.4632308648362558,0.0,1.775,79.44663200701112,88.788643,6.957310928420014,0.842676043510437,0.1665269899256695,21.608650619071387
Windrow,6.0,73.0,Mg(OH)₂,0.06,0.0,0.0,27.32884658064516,None,0.0,10.0,None,Green waste,Byproduct,66.0,Food Waste,None,0.0,Gypsum,17.0,5.792127112761276,0.0,1.775,27.371256135312763,88.472467,7.004647645544166,0.431272953748703,0.1550303351811771,1000000.0
Windrow,5.0,103.0,Gypsum,0.06,0.0,0.0,27.32884658064516,None,1.0,21.0,None,None,Byproduct,57.0,Food Waste,None,0.0,Mg(OH)₂,0.0,2.4936260342013794,0.0,1.775,52.14787465523765,89.39039099999998,6.957310928420014,1.2359657287597656,0.1833354341615629,1000000.0
Trough,5.0,14.0,MgSO₄,0.06,0.0,0.0,27.32884658064516,None,1.0,34.0,None,Green waste,Mature compost,69.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,8.0,2.135937676068268,0.0,1.775,45.85035689990728,88.41638499999998,4.959830950962156,0.5048733353614807,0.2047018350632113,1000000.0
Reactor,5.0,44.0,Inorganic acid,0.06,0.0,0.0,27.32884658064516,None,1.0,41.67163410565572,None,None,Byproduct,69.0,Food Waste,None,0.0,Ca-superphosphate,6.0,3.677291968484454,0.0,1.775,73.9671505375389,88.93692199999998,6.187682230501529,0.5095816254615784,0.2121715994813655,22.386461337968207
Trough,6.0,68.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.32884658064516,None,0.0,44.83638151987647,None,Green waste,Straw,70.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,13.0,7.677882264385146,0.0,1.775,79.58457719778073,88.87992999999999,6.091020771332633,0.4293133318424225,0.1775892146179265,18.1477621868041
Reactor,6.0,24.0,LB Culture,0.06,0.0,0.0,27.32884658064516,None,1.0,14.0,None,Straw,Byproduct,54.00000000000001,Food Waste,None,0.0,Microbiological agent,1.0,7.195356143117573,0.0,1.775,35.026583407262585,89.71610699999998,6.592875579300572,0.2500444650650024,0.1297076178858216,1000000.0
Trough,6.0,116.0,Sand,0.06,0.5512292857585959,827.0,27.32884658064516,None,1.0,20.0,None,Green waste,None,63.502330684618094,Food Waste,Intermittent ,5.0,Ca-superphosphate,16.0,6.600874556694766,53.89488788516943,1.775,11.7016483273875,88.829543,6.869732103537509,0.3227965533733368,0.1676159536188326,1000000.0
Trough,5.0,74.0,Urea,0.06,0.0,0.0,27.32884658064516,None,0.0,25.251427614140574,None,Soil,None,81.05300743456894,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,9.0,6.15703245459937,0.0,1.775,63.56286146022257,90.53464899999996,5.685827422533591,0.2714174687862396,0.1701844595782266,1000000.0
Windrow,5.0,74.0,Sulfur,0.06,0.0,0.0,27.32884658064516,None,1.0,32.0,None,Straw,None,81.29048450009243,Food Waste,None,0.0,MgSO₄,21.0,5.731170020271851,0.0,1.775,41.84565607796471,88.69969499999999,6.210382725518763,0.2573893368244171,0.1955525883280356,1000000.0
