 Composting Method,Initial pH,Period (d),Additive_1,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),V2_Ventilation Interval (min),Initial GI (%),Additive_4,M1_is Enclosed,Initial C/N (%),Additive_3,Material_2,Material_3,Initial Moisture Content (%),Material_Main,V1_Ventilation Type,V4_Ventilation Day,Additive_2,Turning times,Application Rate (%DW),V3_Ventilation Duration (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Reactor,5.0,131.0,None,0.06,0.0,0.0,27.32884658064516,None,1.0,33.0,None,Plastic tube pieces,None,81.62403170863661,Food Waste,None,0.0,None,11.0,6.213118539074598,0.0,1.775,43.3677437172026,87.2684,5.685827422533591,0.1947530657052993,0.2031208943416009,1000000.0
Trough,5.0,18.0,Ca-superphosphate,0.06,0.0,0.0,27.32884658064516,None,0.0,35.0,None,None,Byproduct,71.24662640219282,Food Waste,None,0.0,MgO,6.0,4.399465127239775,0.0,1.775,68.20747033068349,89.891634,6.187682230501529,0.4128288328647613,0.1713557891756249,1000000.0
Reactor,5.0,106.0,Carbonatite,0.06,0.0,0.0,27.32884658064516,None,1.0,16.0,None,Green waste,Green waste,63.0,Food Waste,None,0.0,Ca-superphosphate,20.0,3.988450076958436,0.0,1.775,32.30301302642812,88.91589699999999,5.1265645822446455,0.5308927893638611,0.1575205130655999,1000000.0
Trough,5.0,67.0,Biochar,0.06,0.9768498596044106,886.0,27.32884658064516,None,1.0,11.828860382108056,None,Soil,Byproduct,64.0,Food Waste,Intermittent ,3.0,MgO,22.0,9.217460662511272,10.996366706342174,1.775,12.366675017627296,90.372139,7.171393449404917,0.4849657416343689,0.110772451522608,1000000.0
Windrow,8.0,105.0,K₂SO₄,0.06,0.0,0.0,27.32884658064516,None,1.0,25.0,None,Woody peat,Byproduct,50.0,Food Waste,None,0.0,Gypsum,8.0,8.033706887106396,0.0,1.775,10.468090678910976,89.27948999999998,4.1691943704482295,0.4989696741104126,0.1756429176419235,1000000.0
Reactor,5.0,115.0,MgCl₂,0.06,0.0,0.0,27.32884658064516,None,1.0,27.0,None,Woody peat,Poultry manure,80.89238018452434,Food Waste,None,0.0,Biochar,3.0,4.324530948450612,0.0,1.775,70.25396660184092,88.63114000000002,3.7852263673144217,0.5197066068649292,0.2675601215455204,1000000.0
Reactor,6.0,131.0,Lignite,0.06,0.0,0.0,27.32884658064516,None,1.0,41.78319178579656,None,Soil,Mature compost,75.37910627956609,Food Waste,None,0.0,Biochar,26.0,2.5457586536435546,0.0,1.775,74.16516541978889,89.230672,4.44744342559283,0.5164417624473572,0.2296586313210604,20.475320407060007
Reactor,6.0,24.0,LB Culture,0.06,0.0,0.0,27.32884658064516,None,1.0,24.0,None,Plastic tube pieces,Poultry manure,77.10087193301192,Food Waste,None,0.0,DCD,16.0,2.350720739986804,0.0,1.775,56.65713181837267,87.024744,6.315151675863938,0.4913012385368347,0.2340838663473767,1000000.0
Reactor,6.0,116.0,Ferric salt,0.06,1.46496367322433,0.0,27.32884658064516,None,1.0,38.0,None,Plastic tube pieces,Byproduct,74.67321038457284,Food Waste,Continuous,1.0,MgSO₄,22.0,2.175719023405893,0.0,1.775,49.682379470776574,88.989051,9.870607795882776,0.4524825811386108,0.2372932674417244,1000000.0
Reactor,5.0,119.0,Sulfur,0.06,0.0,0.0,27.32884658064516,None,1.0,20.0,None,Straw,Straw,65.0,Food Waste,None,0.0,Ca-superphosphate,10.0,7.597507250396298,0.0,1.775,43.36831221549335,90.12167399999998,5.1265645822446455,0.4490576386451721,0.2018333210764245,1000000.0
Trough,6.0,118.0,LB Culture,0.06,1.8273431206398816,12.0,27.328846580645163,None,0.0,13.0,None,None,Mature compost,79.62254416866426,Food Waste,Intermittent ,4.0,Ca-superphosphate,24.0,9.426491631858177,21.531131556136295,1.775,18.87107654111648,88.014927,7.021976355290874,0.7811651229858398,0.1612763278036755,1000000.0
Trough,7.0,28.0,Sodium salt,0.06,0.0,0.0,27.32884658064516,None,0.0,35.0,None,Soil,Poultry manure,73.75660520792732,Food Waste,None,0.0,DCD,0.0,3.920611828801372,0.0,1.775,38.69530329348434,89.89825199999997,6.091020771332633,0.3055441081523895,0.1680469550241039,1000000.0
Windrow,6.0,113.0,Ca-superphosphate,0.06,0.0,0.0,27.32884658064516,None,0.0,35.0,None,Woody peat,Byproduct,50.0,Food Waste,None,0.0,Potassium phosphate,11.0,8.64749329931292,0.0,1.775,65.25321727395051,89.20248,4.1691943704482295,0.3798022866249084,0.1146493963032048,1000000.0
Windrow,5.0,39.0,Clay,0.06,0.0,0.0,27.32884658064516,None,0.0,13.0,None,Green waste,Byproduct,76.00264525523288,Food Waste,None,0.0,MgO,2.0,2.268080695819038,0.0,1.775,46.30196105018622,89.41631299999997,6.459459677501827,1.5540392398834229,0.1117362712231578,1000000.0
Trough,5.0,92.0,Zeolite,0.06,0.0,0.0,27.32884658064516,None,1.0,12.0,None,None,Green waste,50.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,10.0,7.3571931719662675,0.0,1.775,28.47160426780962,90.16617599999998,2.7375909106960803,0.6353397369384766,0.1092300268314592,1000000.0
Reactor,5.0,85.0,Clay,0.06,0.0,0.0,27.32884658064516,None,1.0,30.0,None,Woody peat,Green waste,55.0,Food Waste,None,0.0,Inorganic acid,10.0,7.091056655582705,0.0,1.775,14.045661176072432,88.441896,5.685827422533591,0.2827897369861603,0.1802297734984785,1000000.0
Reactor,6.0,88.0,Sulfur,0.06,0.0,0.0,27.32884658064516,None,1.0,27.0,None,Plastic tube pieces,Byproduct,61.0,Food Waste,None,0.0,Gypsum,12.0,7.3401865116218685,0.0,1.775,52.29695233154877,88.69052300000001,6.592875579300572,0.2730267941951751,0.1850627943050134,1000000.0
Windrow,5.0,82.0,Inorganic acid,0.06,0.0,0.0,27.32884658064516,None,0.0,41.70620777102853,None,None,Mature compost,69.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,29.0,4.82693477383763,0.0,1.775,74.02851879357563,90.29141899999996,6.210382725518763,0.8779674768447876,0.153263863658832,21.185845801906133
Trough,6.0,93.0,Ferric salt,0.06,0.0,0.0,27.32884658064516,None,0.0,40.95204050081045,None,Green waste,Byproduct,65.0,Food Waste,None,0.0,MgSO₄,12.0,3.86658355891766,0.0,1.775,72.68987188893854,88.574218,6.592875579300572,0.4291529655456543,0.1543156025498204,18.09133675209002
Trough,5.0,15.0,Carbonatite,0.06,0.400001552694373,56.0,27.32884658064516,None,1.0,19.0,None,Green Waste,Mature compost,66.0,Food Waste,Intermittent ,2.0,Mg(OH)₂,29.0,3.816700363357056,16.336143115061276,1.775,46.16604608783447,88.03905200000001,7.474626206097658,0.4444543421268463,0.2088197184875482,1000000.0
Trough,6.0,116.0,Urea,0.06,0.0,0.0,27.328846580645163,None,1.0,29.0,None,Soil,Poultry manure,54.0,Food Waste,None,0.0,Biochar,22.0,5.31713614852973,0.0,1.775,27.645235911286584,88.98750499999998,4.190419716113462,0.352618396282196,0.1865600433539109,1000000.0
Windrow,6.0,117.0,Mature compost,0.06,0.0,0.0,27.32884658064516,None,1.0,41.69793429587384,None,Straw,Byproduct,65.0,Food Waste,None,0.0,Inorganic acid,29.0,4.110401282208905,0.0,1.775,74.01383337517605,88.976047,7.117430882285744,0.7964859008789062,0.1894044167649642,21.46129606062929
Trough,8.248614292750577,23.0,Organic acid,0.06,0.0,0.0,27.328846580645163,None,0.0,28.0,None,Husk,Byproduct,76.69460697237815,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,3.0,4.938086488152265,0.0,1.775,56.21645083835664,89.34941399999998,6.592875579300572,0.5089016556739807,0.1494220062415342,1000000.0
Trough,6.0,124.0,MgSO₄,0.06,1.121111182211187,619.0,27.32884658064516,None,1.0,28.0,None,Plastic tube pieces,Poultry manure,58.99999999999999,Food Waste,Intermittent ,2.0,MgSO₄,9.0,2.6003908035997885,31.884324753589947,1.775,36.497211707061375,88.06248400000003,7.195063168430364,0.4480271637439728,0.1834220769790798,1000000.0
Windrow,5.0,40.0,Ferric salt,0.06,0.0,0.0,27.32884658064516,None,0.0,29.0,None,Soil,Straw,68.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,31.0,3.939637945197036,0.0,1.775,15.761014633092246,88.86817099999996,6.210382725518763,0.8380482792854309,0.1712801114407629,1000000.0
Trough,5.0,25.0,Calcium magnesium phosphate fertilizer,0.06,1.3180123767523415,0.0,28.75482709125645,None,1.0,44.72405337108726,None,Plastic tube pieces,Byproduct,55.0,Food Waste,None,0.0,Biochar,6.0,7.345568429163727,0.0,1.775,78.7727567422339,90.05578199999998,4.465152799031771,0.362638920545578,0.2310691423004489,1000000.0
Reactor,5.0,74.0,Sand,0.06,0.0,0.0,27.93526559580065,None,1.0,31.0,None,Sawdust,Green waste,63.0,Food Waste,None,0.0,Microbiological agent,26.0,9.0406384728258,0.0,1.775,10.6156072779302,88.028156,5.685827422533591,0.3855465948581695,0.1736360080847768,1000000.0
Windrow,7.0,56.0,Mg(OH)₂,0.06,0.8813427993628311,1179.0,27.32884658064516,None,0.0,21.0,None,Plastic tube pieces,Mature compost,53.0,Food Waste,Intermittent ,3.0,DCD,19.0,2.6252753211741795,27.707488276971613,1.775,26.79233407689869,87.389149,6.833622141752483,0.8203500509262085,0.158262809829608,1000000.0
Reactor,6.0,113.0,Clay,0.06,0.0,0.0,27.32884658064516,None,1.0,29.0,None,Straw,Mature compost,55.88909474366164,Food Waste,None,0.0,Biochar,12.0,2.652164627348399,0.0,1.775,13.258262644076128,89.48443599999999,4.44744342559283,0.577440619468689,0.2134876359419922,1000000.0
Windrow,6.0,45.0,Carbonatite,0.06,0.0,0.0,27.328846580645163,None,1.0,14.003940676487382,None,None,Poultry manure,78.89806649517216,Food Waste,None,0.0,Biochar,12.0,5.705618922603134,0.0,1.775,57.6878825296384,87.35357999999998,4.772940789095989,0.5103435516357422,0.1693881640534217,1000000.0
Reactor,5.0,70.0,Clay,0.06,0.0,0.0,27.32884658064516,None,1.0,40.3202872493458,None,Woody peat,Mature compost,79.63873318320356,Food Waste,None,0.0,Biochar,17.0,2.806593007867708,0.0,1.775,71.5685098675888,89.82470899999998,3.633654373847605,0.5164417624473572,0.220873438146722,23.328647424908645
Trough,5.0,16.0,Urea,0.06,0.0,0.0,27.32884658064516,None,0.0,30.0,None,Soil,Straw,79.2153881034524,Food Waste,None,0.0,Microbiological agent,2.0,6.559284787685549,0.0,1.775,61.52470296110331,90.722186,5.685827422533591,0.2022828161716461,0.1881731402525729,1000000.0
Windrow,5.0,86.0,None,0.06,0.0,0.0,27.32884658064516,None,0.0,23.0,None,Straw,Green waste,65.0,Food Waste,None,0.0,None,11.0,4.062446295779922,0.0,1.775,13.140303600642708,87.94543,6.210382725518763,0.7954221367835999,0.1639665451699753,1000000.0
Windrow,7.0,103.0,Zeolite,0.06,0.0,0.0,27.328846580645163,None,0.0,33.0,None,Sawdust,None,69.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,17.0,8.250727829179574,0.0,1.775,57.727298355769136,88.70746,6.615576074317807,0.7132580876350403,0.1513943233217746,1000000.0
Reactor,7.980227463035294,30.0,Sodium phosphates,0.06,0.0,0.0,27.32884658064516,None,1.0,29.0,None,Sawdust,Byproduct,56.0,Food Waste,None,0.0,Gypsum,4.0,5.064667208842298,0.0,1.775,17.843817495533152,89.43886399999998,6.592875579300572,0.4762551188468933,0.2069614733425529,1000000.0
Windrow,5.0,95.0,Calcium magnesium phosphate fertilizer,0.06,0.0,0.0,27.328846580645163,None,1.0,38.0,None,Plastic tube pieces,Mature compost,51.0,Food Waste,None,0.0,Calcium magnesium phosphate fertilizer,26.0,9.19558013306931,0.0,1.775,25.71131523925802,90.18345099999996,3.2621462136812527,0.7068976759910583,0.1527496501658737,1000000.0
