M1_is Enclosed,Additive_4,Compost volume (m3),V1_Ventilation Type,V2_Ventilation Interval (min),Initial Moisture Content (%),Application Rate (%DW),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Material_Main,Material_3,Additive_3,Initial pH, Composting Method,Additive_2,Initial C/N (%),Material_2,Additive_1,Initial GI (%),Period (d),Turning times,V3_Ventilation Duration (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
1.0,None,2.147162565177521,Intermittent ,246.0,59.0,2.932508954175259,13.0,1.3665550479313735,Cattle manure,Poultry manure,None,11.325029655986198,Reactor,MgO,33.0,Woody peat,K₂SO₄,27.32884658064516,43.0,27.0,32.08826337150518,1.596639959668374,23.062472413612785,105.52494300000002,7.285932655859654,0.2951924204826355,0.1867949364121328,1000000.0
0.0,None,2.147162565177521,Continuous,0.0,75.03539953839051,8.720964252073518,79.0,1.605066137103103,Cattle manure,Byproduct,None,8.79228024839429,Trough,Calcium magnesium phosphate fertilizer,30.0,Woody peat,Sand,27.32884658064516,80.0,30.0,0.0,1.596639959668374,26.422630158017693,102.33998900000005,11.750885254459076,0.5694931149482727,0.1957839020277392,1000000.0
1.0,None,2.147162565177521,Intermittent ,766.0,81.77953692930788,9.936360599386036,42.0,0.6026626040822674,Cattle manure,Mature compost,None,9.914591653731392,Reactor,Zeolite,14.0,Green waste,Potassium phosphate,27.328846580645163,127.0,29.0,52.99838804673212,1.596639959668374,15.103585498829048,103.77525900000003,10.689175881435805,0.1947201490402221,0.1642049740170007,1000000.0
1.0,None,2.147162565177521,Intermittent ,603.0,55.74317116402342,5.447615099766554,63.0,1.9790239044418096,Cattle manure,Byproduct,None,9.479325975477582,Windrow,Calcium magnesium phosphate fertilizer,18.0,Plastic tube pieces,Phosphogypsum,27.32884658064516,81.0,31.0,50.826553652618,1.596639959668374,59.40435106730451,104.61515099999998,9.84929268606471,0.1454035192728042,0.1640611962949577,1000000.0
1.0,None,2.147162565177521,Intermittent ,1222.0,66.0,7.691398050964851,0.0,1.1682984932479703,Cattle manure,Green waste,None,9.919700820784364,Trough,Gypsum,15.0,Straw,MgO,27.32884658064516,65.0,30.0,42.17474253862359,1.596639959668374,13.820292903422793,108.999398,8.810837826677187,0.227762833237648,0.1370507082473946,1000000.0
1.0,None,2.147162565177521,Intermittent ,208.0,53.0,2.29818905188679,2.0,0.2643982480952722,Cattle manure,Poultry manure,None,9.780762722689028,Reactor,Calcium magnesium phosphate fertilizer,32.0,Sawdust,Sulfur,27.32884658064516,25.0,30.0,14.272729100725414,1.596639959668374,55.716662948301575,107.26825600000004,6.970449833077529,0.3286701440811157,0.1791461504418348,1000000.0
1.0,None,2.147162565177521,None,0.0,52.0,4.1849417302551855,0.0,0.0,Cattle manure,Straw,None,6.0,Reactor,Zeolite,35.0,Straw,Carbonatite,27.32884658064516,35.0,30.0,0.0,1.596639959668374,61.75116735650398,106.82126000000002,7.81099921106274,0.3635051846504211,0.2134301647756509,1000000.0
1.0,None,2.147162565177521,None,0.0,81.62686235032385,2.692962941769526,0.0,0.0,Cattle manure,None,None,8.150233495945859,Reactor,None,15.0,Plastic tube pieces,Sodium salt,27.32884658064516,129.0,30.0,0.0,1.596639959668374,61.916857954709535,103.20367900000004,10.639343082693332,0.2964248359203338,0.1883569570473434,1000000.0
1.0,None,2.147162565177521,None,0.0,65.0,9.260640114258608,0.0,0.0,Cattle manure,Mature compost,None,11.338727967750351,Reactor,Biochar,36.0,Green Waste,Clay,27.32884658064516,130.0,30.0,0.0,1.596639959668374,58.26797754006888,103.07261200000006,10.896269422971002,0.3267622590065002,0.2035290316185063,1000000.0
1.0,None,2.147162565177521,None,0.0,81.46368314426002,6.164936812924393,0.0,0.0,Cattle manure,Mature compost,None,5.0,Reactor,Potassium phosphate,25.0,Straw,Biochar,27.32884658064516,130.0,30.0,0.0,1.596639959668374,30.846551074154934,108.59176000000006,10.779389138615992,0.5052582025527954,0.1999498890233677,1000000.0
1.0,None,2.147162565177521,Intermittent ,735.0,60.0,3.965496978631003,23.0,1.7376459331655456,Cattle manure,Straw,None,8.0,Windrow,DCD,21.0,Straw,Sulfur,27.32884658064516,85.0,31.0,13.157817490986128,1.596639959668374,43.254146969021456,106.426418,8.23849230524557,0.3761176168918609,0.1806920055245865,1000000.0
1.0,None,2.147162565177521,Intermittent ,1205.0,68.0,6.164908019008761,2.0,1.165917929951652,Cattle manure,Mature compost,None,8.003008018330945,Reactor,MgO,39.0,None,Mature compost,27.328846580645163,86.0,30.0,51.365345914593455,1.596639959668374,17.615021364603784,106.69115200000006,8.550834994500843,0.324064165353775,0.1851674734569517,1000000.0
1.0,None,2.147162565177521,Intermittent ,651.0,66.0,6.694114133231622,36.0,1.3790519320458294,Cattle manure,None,None,8.0,Reactor,Mg(OH)₂,28.0,Soil,MgHPO₄,27.328846580645163,52.0,27.0,42.22824128515423,1.596639959668374,34.59560596232297,105.34125200000004,7.477127470919319,0.2568140923976898,0.1764598563394107,1000000.0
1.0,None,2.147162565177521,Intermittent ,1051.0,69.0,7.813798474152183,58.0,1.283420417856829,Cattle manure,Mature compost,None,9.22661698645742,Reactor,MgSO₄,17.0,Straw,Phosphogypsum,27.32884658064516,100.0,30.0,56.80451306263399,1.596639959668374,59.107495337718106,107.98276100000002,9.84929268606471,0.1933430582284927,0.1551863689552038,1000000.0
0.0,None,2.147162565177521,Intermittent ,1258.0,62.0,8.387973979802439,1.0,0.7878695492269137,Cattle manure,Mature compost,None,7.0,Trough,MgO,40.0,Straw,Sodium salt,27.328846580645163,98.0,30.0,5.756545560650434,1.596639959668374,57.24992092270685,109.043487,9.465934008615482,0.5106614232063293,0.1568759990983627,1000000.0
1.0,None,2.147162565177521,Continuous,0.0,55.0,4.871600081754366,14.0,1.7616153792014002,Cattle manure,Straw,None,8.0,Reactor,MgO,28.0,Woody peat,Gypsum,27.32884658064516,105.0,30.0,0.0,1.596639959668374,22.06819920848339,104.60295100000005,9.328010368525268,0.3441458344459533,0.2282365140829502,1000000.0
1.0,None,2.147162565177521,Continuous,0.0,74.10365195517713,9.62994311574024,19.0,1.9137504622222463,Cattle manure,None,None,5.0,Reactor,Potassium phosphate,40.0,Woody peat,Carbonatite,27.32884658064516,115.0,28.0,0.0,1.596639959668374,63.640468845136034,103.54799600000004,10.288991047696022,0.3699813485145569,0.2481253442790827,1000000.0
1.0,None,2.147162565177521,None,0.0,71.72159874073525,7.200881554221356,0.0,0.0,Cattle manure,None,None,10.65327174817106,Reactor,Inorganic acid,10.0,Straw,Clay,27.32884658064516,21.0,31.0,0.0,1.596639959668374,54.80926696246432,104.34709000000004,7.310552183884633,0.2849171161651611,0.174157049399124,1000000.0
1.0,None,2.147162565177521,Intermittent ,746.0,61.0,6.599851462516874,58.0,0.2148349747077755,Cattle manure,Green waste,None,7.0,Windrow,MgSO₄,35.0,Husk,MgO,27.32884658064516,126.0,31.0,36.14151715341641,1.596639959668374,39.83290246669331,103.743231,9.84929268606471,0.2431326955556869,0.1591049680449879,1000000.0
1.0,None,2.147162565177521,Intermittent ,492.0,80.93624971772832,9.146373709831792,11.0,1.169162577724197,Cattle manure,Green waste,None,7.0,Reactor,Biochar,28.000000000000004,Green Waste,Sodium phosphates,27.32884658064516,47.0,30.0,39.55426305641536,1.596639959668374,39.58165946665239,105.65572600000004,7.44194982818922,0.2403617352247238,0.1819208749690141,1000000.0
1.0,None,2.147162565177521,None,0.0,57.0,8.2345921279461,0.0,0.0,Cattle manure,Green waste,None,8.493232040497222,Reactor,Ca-superphosphate,17.0,Straw,Sodium salt,27.32884658064516,81.0,25.0,0.0,1.596639959668374,22.343798644589864,103.535743,10.35733894120812,0.2969195246696472,0.1523104266560509,1000000.0
1.0,None,2.147162565177521,Intermittent ,31.0,73.36722265711593,7.774378333607621,17.0,0.2288793407554117,Cattle manure,Poultry manure,None,10.95747747214607,Reactor,Mg(OH)₂,29.554926835708628,Husk,Sodium salt,27.32884658064516,48.0,31.0,1.816308855536952,1.596639959668374,62.63263957027293,105.755874,7.74660546253441,0.3478074073791504,0.1914172920805064,1000000.0
1.0,None,2.147162565177521,Intermittent ,626.0,66.0,9.786630775384506,2.0,0.0236196665102486,Cattle manure,Green waste,None,11.587095415471817,Windrow,Microbiological agent,21.0,Straw,Gypsum,27.32884658064516,85.0,27.0,25.328476221138885,1.596639959668374,22.7788066347418,103.01174499999998,9.630028369080524,0.1984261870384216,0.1309908271125024,1000000.0
1.0,None,2.147162565177521,Intermittent ,1192.0,58.0,7.554645518812823,24.0,0.3968294136628114,Cattle manure,Byproduct,None,8.069182518082826,Reactor,Potassium phosphate,40.4887306262642,None,LB Culture,27.32884658064516,85.0,30.0,49.76641674606908,1.596639959668374,64.64592523414213,104.81270400000002,7.673546657633672,0.4305539131164551,0.1651840320599425,22.25774945188717
1.0,None,2.147162565177521,Intermittent ,44.0,50.0,5.352037198418903,64.0,1.7904059399462382,Cattle manure,Green waste,None,7.0,Reactor,DCD,18.0,Byproduct,Sodium phosphates,27.32884658064516,94.0,31.0,18.130820002248736,1.596639959668374,21.65584055028173,105.653215,9.480864692129304,0.0270533878356218,0.194812942393984,1000000.0
0.0,None,2.147162565177521,Intermittent ,194.0,78.97895786235276,4.340747510347422,18.0,1.2666046006370433,Cattle manure,Byproduct,None,8.937988386734975,Windrow,Potassium phosphate,42.40789866352687,Green waste,MgHPO₄,27.32884658064516,87.0,30.0,46.2098816094393,1.596639959668374,67.71014561175403,102.22451600000002,7.984296854016786,0.471580445766449,0.1536653421376383,22.435571301368785
1.0,None,2.147162565177521,Intermittent ,649.0,68.0,8.268633592636975,66.0,1.1992479072719069,Cattle manure,Straw,None,8.0,Reactor,MgSO₄,34.0,Sawdust,Inorganic acid,27.32884658064516,102.0,31.0,35.11183154608307,1.596639959668374,36.196873447457165,106.160816,9.84929268606471,0.2450140416622162,0.1829748038236836,1000000.0
1.0,None,2.147162565177521,None,0.0,58.0,7.95058541644643,0.0,0.0,Cattle manure,None,None,9.8115111550148,Reactor,Potassium phosphate,35.0,Soil,MgCl₂,27.32884658064516,120.0,24.0,0.0,1.596639959668374,36.11448362842001,102.739398,10.779389138615992,0.4135656654834747,0.1971188984729864,1000000.0
1.0,None,2.147162565177521,Intermittent ,542.0,74.20940169541353,8.860601709814803,43.0,0.3413783616472188,Cattle manure,Poultry manure,None,5.0,Reactor,MgSO₄,15.0,Soil,MgHPO₄,27.32884658064516,78.0,31.0,33.25291252503181,1.596639959668374,38.67748335203842,108.61576300000004,10.670227309312803,0.180866464972496,0.1765169584062121,1000000.0
1.0,None,2.147162565177521,Intermittent ,97.0,71.32211660038354,6.779142337522737,21.0,0.0093777651071391,Cattle manure,Byproduct,None,5.0,Reactor,Organic acid,40.1765151538886,None,Lime,27.32884658064516,21.0,29.0,39.96367283637407,1.596639959668374,64.14742953492052,103.36147800000003,7.593538275607046,0.4472244381904602,0.2049650162329143,27.26643797909353
0.0,None,2.147162565177521,Intermittent ,594.0,67.0,7.626790579639556,40.0,1.1677318687560567,Cattle manure,Green waste,None,5.0,Trough,None,34.0,Straw,None,27.32884658064516,77.0,30.0,31.28240253232977,1.596639959668374,16.44775840959559,106.792003,9.84929268606471,0.4249951541423797,0.1841243643685295,1000000.0
1.0,None,2.147162565177521,Intermittent ,1096.0,61.0,9.80928474049053,15.0,0.2879908950571279,Cattle manure,None,None,10.030787625025017,Reactor,Mg(OH)₂,15.0,Green Waste,Phosphogypsum,27.328846580645163,82.0,30.0,24.821801266133114,1.596639959668374,17.32099478901445,105.45578500000003,9.642818649536697,0.1657019406557083,0.1347809167919466,1000000.0
1.0,None,2.147162565177521,None,0.0,64.0,6.275795759526941,0.0,0.0,Cattle manure,None,None,8.404161531129802,Reactor,Potassium phosphate,14.0,Sawdust,Ca-superphosphate,27.328846580645163,52.0,31.0,0.0,1.596639959668374,34.865028734882046,105.67976300000004,8.093003352547951,0.230794295668602,0.1551756216619843,1000000.0
0.0,None,2.147162565177521,None,0.0,70.21892976222435,2.773310855219563,0.0,0.0,Cattle manure,Poultry manure,None,10.082763867340578,Windrow,None,37.0,Woody peat,LB Culture,27.32884658064516,43.0,30.0,0.0,1.596639959668374,37.639261793874496,103.12147300000002,7.792050638939739,0.532359778881073,0.1753350440183706,1000000.0
0.0,None,2.147162565177521,Intermittent ,318.0,80.99944792886157,7.637709832081628,1.0,0.7378525202759911,Cattle manure,Byproduct,None,11.891161608218734,Windrow,None,29.0,Woody peat,Carbonatite,27.32884658064516,66.0,31.0,5.555727405157802,1.596639959668374,14.946743631621878,108.24853,8.994200431048833,0.4575924873352051,0.1534076358109123,1000000.0
1.0,None,2.147162565177521,Intermittent ,1289.0,75.79041621593686,4.623916997537429,47.0,1.4625907069453026,Cattle manure,Straw,None,9.7759683545273,Reactor,Biochar,16.0,Woody peat,MgO,27.32884658064516,58.0,27.0,53.37390166587441,1.596639959668374,42.91291982530879,105.53657400000002,10.715214773466904,0.179242342710495,0.1789546152854695,1000000.0
0.0,None,2.147162565177521,Intermittent ,1026.0,53.0,3.9917042492935977,84.0,1.850420397925012,Cattle manure,None,None,10.020638556767071,Trough,Ca-superphosphate,17.0,Sawdust,Microbiological agent,27.32884658064516,97.0,31.0,39.43743798291522,1.596639959668374,22.58406907285136,105.661854,9.84929268606471,0.3287610113620758,0.159113461311822,1000000.0
1.0,None,2.147162565177521,Intermittent ,51.0,58.0,2.36610944862725,39.0,1.8913034928865768,Cattle manure,Byproduct,None,10.66080011842624,Reactor,Microbiological agent,38.0,Soil,MgO,27.32884658064516,51.0,31.0,18.472860458309693,1.596639959668374,38.475432738682215,108.41658300000005,9.66280266318249,0.2443277984857559,0.2165177228943422,1000000.0
1.0,None,2.147162565177521,Intermittent ,1021.0,55.99999999999999,5.446721124556446,17.0,0.3971180788509463,Cattle manure,Mature compost,None,8.0,Reactor,Mg(OH)₂,39.0,None,Carbonatite,27.32884658064516,99.0,31.0,22.019313876280076,1.596639959668374,27.24882900804181,106.10581600000002,8.503600854442993,0.2972556948661804,0.1775132322205582,1000000.0
1.0,None,2.147162565177521,None,0.0,75.872047465579,2.803234045918186,0.0,0.0,Cattle manure,Byproduct,None,6.999999999999999,Reactor,Inorganic acid,26.0,Woody peat,MgO,27.32884658064516,77.0,31.0,0.0,1.596639959668374,14.308668013528443,106.68946800000002,10.35733894120812,0.444494217634201,0.2939857394241393,1000000.0
1.0,None,2.147162565177521,None,0.0,59.0,7.88798825454837,0.0,0.0,Cattle manure,Green waste,None,10.157329965528128,Trough,None,28.0,Straw,MgHPO₄,27.32884658064516,42.0,27.0,0.0,1.596639959668374,19.21667679876398,101.509464,7.792050638939739,0.3958438038825989,0.2066961079743334,1000000.0
1.0,None,2.147162565177521,Intermittent ,248.0,70.25062198265067,3.9670025749592313,5.0,1.5773810668436872,Cattle manure,None,None,6.0,Windrow,Gypsum,40.45627786794411,Woody peat,Carbonatite,27.32884658064516,68.0,31.0,19.457984860602885,1.596639959668374,64.59410986340681,108.21739,10.900562036050664,0.2929079830646515,0.1813111116894799,21.81582805128753
1.0,None,2.147162565177521,None,0.0,67.0,3.016664134371659,0.0,0.0,Cattle manure,Mature compost,None,8.869445655310466,Reactor,Mg(OH)₂,16.0,Woody peat,Mg(OH)₂,27.32884658064516,33.0,28.0,0.0,1.596639959668374,61.50764789864812,106.30769800000002,8.07405478042495,0.2942965626716614,0.1838214103442102,1000000.0
1.0,None,2.147162565177521,Continuous,0.0,55.0,4.211927037772742,7.0,1.4253370264517184,Cattle manure,Poultry manure,None,8.87889134614038,Reactor,None,29.0,Husk,Biochar,27.32884658064516,18.0,30.0,0.0,1.596639959668374,36.16162254679118,103.38740000000008,7.315382901233934,0.4085366725921631,0.2395898821268703,1000000.0
1.0,None,2.147162565177521,None,0.0,58.0,5.18676724072991,0.0,0.0,Cattle manure,Straw,None,11.526233390747798,Reactor,Potassium phosphate,17.0,Soil,Sodium salt,27.32884658064516,89.0,31.0,0.0,1.596639959668374,9.64948965682196,106.445969,10.779389138615992,0.2989025413990021,0.1683331553711043,1000000.0
1.0,None,2.147162565177521,Intermittent ,490.0,56.0,4.448572591834445,58.0,0.3730573799806687,Cattle manure,Straw,None,6.0,Reactor,Microbiological agent,34.0,Straw,Urea,27.32884658064516,105.0,29.0,59.19383770559147,1.596639959668374,22.146787938143344,107.15854200000004,9.84929268606471,0.2795975804328918,0.1659553683948199,1000000.0
0.0,None,2.147162565177521,Intermittent ,1185.0,51.0,5.249954140808135,10.0,1.4496517039091803,Cattle manure,Byproduct,None,8.0,Trough,Calcium magnesium phosphate fertilizer,29.0,Straw,Calcium magnesium phosphate fertilizer,27.32884658064516,30.0,31.0,9.319061667050818,1.596639959668374,18.24075153691603,105.96658,7.579578946210364,0.4053778648376465,0.160668984054191,1000000.0
1.0,None,2.147162565177521,Intermittent ,258.0,68.0,7.782788874752344,78.0,1.5441873613379544,Cattle manure,Straw,None,10.941400783724095,Reactor,MgSO₄,26.0,Woody peat,Lime,27.32884658064516,97.0,25.0,35.34267151811358,1.596639959668374,36.93367591381919,102.87685500000002,9.84929268606471,0.355244904756546,0.1980632426855225,1000000.0
1.0,None,2.147162565177521,Intermittent ,732.0,75.81032669083622,3.4934748053434497,72.0,0.1231828659181923,Cattle manure,Green waste,None,6.0,Reactor,DCD,27.0,Straw,MgCl₂,27.32884658064516,90.0,28.0,44.41330574993341,1.596639959668374,35.78044540912628,106.27210600000002,9.84929268606471,0.3119046986103058,0.178177645468264,1000000.0
1.0,None,2.147162565177521,Intermittent ,620.0,65.0,4.677328269437074,55.0,1.1186931281151429,Cattle manure,Straw,None,11.571734960478569,Trough,MgO,37.0,Green waste,Organic acid,27.32884658064516,63.0,31.0,20.554354071400613,1.596639959668374,15.063066003657854,105.062903,10.747114509026428,0.2646431922912597,0.1683438006270001,1000000.0
1.0,None,2.147162565177521,Intermittent ,645.0,53.0,4.055827138092307,61.0,0.9505475697330508,Cattle manure,None,None,11.453944596791317,Reactor,Inorganic acid,38.0,Byproduct,Potassium phosphate,27.32884658064516,127.0,31.0,21.78689212668448,1.596639959668374,59.86393280216733,105.321555,8.92624713455948,0.1460307389497757,0.1664350601976993,1000000.0
0.0,None,2.147162565177521,Intermittent ,24.0,63.0,6.095702889230216,8.0,1.99754582283871,Cattle manure,Green waste,None,10.520037929828012,Windrow,Mg(OH)₂,36.0,Straw,Lignite,27.32884658064516,76.0,31.0,15.798118170982336,1.596639959668374,27.05339853468504,107.078584,9.34425083179668,0.466234028339386,0.1602227677836913,1000000.0
1.0,None,2.147162565177521,Continuous,0.0,70.0,5.977579926041342,4.0,0.2241525626267915,Cattle manure,Straw,None,8.0,Reactor,MgO,31.156417517794758,Woody peat,K₂SO₄,27.32884658064516,72.0,28.0,0.0,1.596639959668374,28.024943787962474,106.35178700000002,9.913497081132329,0.3455796837806701,0.2512612949892731,1000000.0
0.0,None,2.147162565177521,None,0.0,58.0,4.656164630665715,0.0,0.0,Cattle manure,Green waste,None,6.0,Windrow,MgSO₄,38.0,None,MgHPO₄,27.32884658064516,66.0,31.0,0.0,1.596639959668374,19.5711133772126,100.56109300000004,9.445440630265244,0.5396232008934021,0.1871857715096582,1000000.0
0.0,None,2.147162565177521,Intermittent ,397.0,70.0,3.81109507509131,82.0,1.894132419906244,Cattle manure,Straw,None,8.968474076263234,Windrow,Biochar,10.0,Woody peat,Biochar,27.32884658064516,90.0,29.0,24.89408075444649,1.596639959668374,37.02969249728987,104.73210400000002,9.870087087354245,0.5378079414367676,0.1394923743514874,1000000.0
1.0,None,2.147162565177521,Continuous,0.0,58.0,9.966743652043276,53.0,0.7817748361383541,Cattle manure,Byproduct,None,11.300734717783431,Reactor,MgO,40.0,Green Waste,Carbonatite,27.32884658064516,105.0,30.0,0.0,1.596639959668374,30.56159791439946,101.73795600000004,11.750885254459076,0.2996799945831299,0.2123735559800304,1000000.0
1.0,None,2.147162565177521,Intermittent ,1302.0,66.0,7.500102902611534,8.0,0.1300323533496226,Cattle manure,Mature compost,None,8.0,Trough,Gypsum,45.24041470317784,Soil,Microbiological agent,27.32884658064516,25.0,28.0,44.689774720080976,1.596639959668374,72.23265390706239,103.265908,7.118906139535609,0.3431099653244018,0.1414197048825578,26.74600002386119
0.0,None,2.147162565177521,None,0.0,83.99680128911132,2.1808071090505217,0.0,0.0,Cattle manure,Byproduct,None,10.464087715593674,Trough,Zeolite,25.0,Straw,Organic acid,27.32884658064516,51.0,31.0,0.0,1.596639959668374,45.01624535557439,104.15904,7.81099921106274,0.6086185574531555,0.2135988137776248,1000000.0
1.0,None,2.147162565177521,None,0.0,70.0,3.4853316280981828,0.0,0.0,Cattle manure,Straw,None,11.991869761874169,Reactor,Microbiological agent,30.0,Woody peat,Ca-superphosphate,27.32884658064516,100.0,24.0,0.0,1.596639959668374,9.995002019265058,104.82334200000004,10.35733894120812,0.3311591744422912,0.1986441655937323,1000000.0
1.0,None,2.147162565177521,None,0.0,54.0,8.724796154175335,0.0,0.0,Cattle manure,None,None,8.0,Reactor,None,26.0,Straw,Lignite,27.32884658064516,66.0,30.0,0.0,1.596639959668374,9.272448058965184,106.69541,10.086296229181553,0.4825609624385834,0.2296691482808007,1000000.0
1.0,None,2.147162565177521,Intermittent ,927.0,69.0,3.4110265743575434,20.0,0.1920889566409684,Cattle manure,Straw,None,10.70341480284793,Trough,Potassium phosphate,25.0,None,Sand,27.32884658064516,24.0,31.0,25.037766497992564,1.596639959668374,59.04872237760894,105.29022299999998,7.899926295825116,0.5378226041793823,0.1554215501887219,1000000.0
1.0,None,2.147162565177521,None,0.0,69.0,5.9630465346314265,0.0,0.0,Cattle manure,Straw,None,10.992371418372826,Reactor,Biochar,44.78128857696521,Soil,Mature compost,27.32884658064516,45.0,28.0,0.0,1.596639959668374,71.49959478742355,105.964828,7.792050638939739,0.402854710817337,0.2202389516713442,27.37245090046535
1.0,None,2.147162565177521,None,0.0,51.0,6.388367167558099,0.0,0.0,Cattle manure,None,None,11.268820089403777,Reactor,Biochar,39.0,Straw,Mg(OH)₂,27.32884658064516,36.0,28.0,0.0,1.596639959668374,20.82539743270533,106.297787,7.792050638939739,0.391789972782135,0.2075610558606948,1000000.0
1.0,None,2.147162565177521,Intermittent ,1039.0,59.0,2.07837531335004,51.0,0.837597504518063,Cattle manure,None,None,11.178120358727188,Reactor,Microbiological agent,29.0,Straw,Sulfur,27.32884658064516,53.0,31.0,53.943980049013625,1.596639959668374,33.78443548340608,108.74954200000003,7.477127470919319,0.2771198749542236,0.159777737864713,1000000.0
0.0,None,2.147162565177521,Intermittent ,261.0,80.09327988710278,4.137592379221972,24.0,1.9123162486716965,Cattle manure,Poultry manure,None,8.622815503465237,Trough,Zeolite,31.0,Sawdust,MgSO₄,27.32884658064516,67.0,31.0,25.457049619446977,1.596639959668374,19.01899792267733,105.518394,8.191808241141603,0.6399160623550415,0.1675577777040501,1000000.0
0.0,None,2.147162565177521,Intermittent ,222.0,65.0,5.253733152747639,45.0,0.6214874491628775,Cattle manure,None,None,11.805202676352692,Trough,Ca-superphosphate,38.0,Green waste,Gypsum,27.32884658064516,66.0,31.0,53.01255171676159,1.596639959668374,36.17027755578985,105.107643,9.729829144191116,0.409993052482605,0.162930004318375,1000000.0
1.0,None,2.147162565177521,Intermittent ,1283.0,51.0,9.817408938665777,42.0,0.055828136682672,Cattle manure,None,None,8.0,Trough,Biochar,26.0,Sawdust,LB Culture,27.32884658064516,86.0,31.0,4.665084841425584,1.596639959668374,11.864525517112838,105.518394,11.303322181942232,0.3381277918815613,0.1593009313851003,1000000.0
1.0,None,2.147162565177521,Intermittent ,1130.0,67.0,9.986551088959862,21.0,0.0223591490764962,Cattle manure,Poultry manure,None,7.0,Reactor,Gypsum,40.0,Plastic tube pieces,Lignite,27.32884658064516,100.0,31.0,9.08861776693272,1.596639959668374,25.685565234809395,106.108654,9.419377777771306,0.4980252087116241,0.1614739143198748,1000000.0
1.0,None,2.147162565177521,None,0.0,60.0,4.702278214574564,0.0,0.0,Cattle manure,Mature compost,None,8.283969262231832,Trough,Zeolite,36.0,Soil,Organic acid,27.328846580645163,55.0,31.0,0.0,1.596639959668374,53.21450318947646,104.454627,7.81099921106274,0.3953491151332855,0.2102859969437619,1000000.0
1.0,None,2.147162565177521,None,0.0,56.0,6.742402063878077,0.0,0.0,Cattle manure,Straw,None,8.847258520603958,Reactor,Potassium phosphate,29.0,Soil,Sand,27.32884658064516,40.0,24.0,0.0,1.596639959668374,56.926244538922106,102.739398,7.81099921106274,0.3966317176818847,0.19399993053749,1000000.0
0.0,None,2.147162565177521,Intermittent ,1244.0,59.0,8.683157049424734,0.0,1.0281982193042916,Cattle manure,Straw,None,9.453137707290969,Trough,Mg(OH)₂,32.0,Straw,Lime,27.32884658064516,123.0,30.0,36.56240476627752,1.596639959668374,51.01449105279933,109.043487,9.089765476263723,0.5203479528427124,0.1501678523924269,1000000.0
0.0,None,2.147162565177521,None,0.0,59.0,9.86858599117432,0.0,0.0,Cattle manure,Poultry manure,None,9.919275916653536,Trough,Ca-superphosphate,32.0,Straw,Biochar,27.32884658064516,127.0,31.0,0.0,1.596639959668374,26.564184403305333,106.391022,10.896269422971002,0.623794436454773,0.1432680091362953,1000000.0
1.0,None,2.147162565177521,Intermittent ,670.0,68.0,6.314502249206055,1.0,1.970448646755553,Cattle manure,Mature compost,None,10.195843101895626,Reactor,Inorganic acid,42.828923195588025,Soil,K₂SO₄,27.32884658064516,104.0,31.0,0.5340152791239605,1.596639959668374,68.38237020364355,110.22735500000005,9.465934008615482,0.292826235294342,0.1647906776133305,24.44082977162504
1.0,None,2.147162565177521,None,0.0,71.80002095746552,2.9590426722971763,0.0,0.0,Cattle manure,Poultry manure,None,8.837223460677746,Reactor,DCD,26.0,Woody peat,Carbonatite,27.32884658064516,73.0,26.0,0.0,1.596639959668374,34.94295369985939,104.45664600000002,10.35733894120812,0.432500422000885,0.2244101596218236,1000000.0
1.0,None,2.147162565177521,None,0.0,58.0,2.9656493397686354,0.0,0.0,Cattle manure,Byproduct,None,6.0,Reactor,Ca-superphosphate,32.0,Woody peat,MgHPO₄,27.32884658064516,72.0,30.0,0.0,1.596639959668374,9.991582007009876,106.74941000000004,10.35733894120812,0.3754989802837372,0.246759657881223,1000000.0
1.0,None,2.147162565177521,Intermittent ,114.0,71.86693112570781,5.903878643341705,21.0,1.4177550125473966,Cattle manure,Byproduct,None,6.0,Trough,Organic acid,38.0,Green waste,MgHPO₄,27.32884658064516,125.0,31.0,12.217038967136924,1.596639959668374,24.103964842825537,105.107643,8.599675292989136,0.4498380720615387,0.2214707513005505,1000000.0
1.0,None,2.147162565177521,Intermittent ,538.0,62.0,7.881543008898719,4.0,0.3962721849162764,Cattle manure,None,None,9.833421618895056,Reactor,DCD,22.0,Straw,MgHPO₄,27.32884658064516,63.0,23.0,13.936319565406992,1.596639959668374,59.17473894781369,105.240022,8.413442888262987,0.2476130574941635,0.1558303059026501,1000000.0
1.0,None,2.147162565177521,Continuous,0.0,57.0,9.309648912597696,27.0,1.558864413023777,Cattle manure,Green waste,None,9.950444620428426,Reactor,Mg(OH)₂,45.43527590022357,Straw,MgHPO₄,27.32884658064516,70.0,31.0,0.0,1.596639959668374,72.54377708085441,104.85008900000004,8.688656274396024,0.5859630107879639,0.2161836924338199,25.287795694929454
1.0,None,2.147162565177521,None,0.0,82.92372032831642,7.550094192052339,0.0,0.0,Cattle manure,Poultry manure,None,8.0,Windrow,MgO,19.0,Green Waste,Phosphogypsum,27.32884658064516,73.0,31.0,0.0,1.596639959668374,8.62210401482929,101.06050700000006,10.35733894120812,0.2371667772531509,0.2093033023537924,1000000.0
