M1_is Enclosed,Period (d), Composting Method,Turning times,V2_Ventilation Interval (min),Compost volume (m3),Initial GI (%),Material_2,Additive_2,Initial Moisture Content (%),Material_3,Additive_1,V5_Ventilation rate (L/min/kg iniDW),Initial pH,Material_Main,Additive_3,Additive_4,V4_Ventilation Day,Application Rate (%DW),Initial C/N (%),V1_Ventilation Type,V3_Ventilation Duration (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
1.0,98.0,Windrow,8.0,1409.0,0.314,27.32884658064516,Byproduct,Inorganic acid,75.59058471246419,Mature compost,Zeolite,1.901652464852425,8.029559468755172,Green waste,None,None,3.0,7.978365549908321,25.0,Intermittent ,51.61832728470475,1.4280600332415827,23.33651036285325,92.398003,6.18860605521249,0.3136349022388458,0.1693826376298735,1000000.0
1.0,97.0,Reactor,22.0,899.0,0.314,27.32884658064516,None,Gypsum,51.0,Straw,Biochar,0.9942912754588736,5.0,Green waste,None,None,3.0,3.074710121614297,38.0,Intermittent ,35.911296386427225,1.4280600332415827,8.094946072687758,92.178185,8.033176118912296,0.3301104009151459,0.1793072046424692,1000000.0
1.0,29.0,Reactor,14.0,0.0,0.314,27.32884658064516,Green waste,Mg(OH)₂,55.0,Byproduct,Phosphogypsum,1.1293794801251766,10.409019730430154,Green waste,None,None,4.0,5.083425976799743,29.0,Continuous,0.0,1.4280600332415827,52.8055060736835,90.98793799999996,6.71705487455194,0.2065158635377884,0.23739550170578,1000000.0
1.0,74.0,Windrow,25.0,0.0,0.314,27.32884658064516,Byproduct,DCD,60.0,Poultry manure,Mg(OH)₂,1.1251248037166843,6.0,Green waste,None,None,0.0,4.464235276921506,26.0,None,0.0,1.4280600332415827,18.75005864326868,91.28721999999992,5.943319714604056,0.3614107370376587,0.2002403757077876,1000000.0
0.0,20.0,Windrow,18.0,0.0,0.314,27.32884658064516,None,DCD,54.0,Mature compost,Microbiological agent,0.0,7.0,Green waste,None,None,0.0,2.505424052245295,29.0,None,0.0,1.4280600332415827,47.99741279568144,90.77824899999996,3.1828114943831767,0.9023139476776124,0.1722011605610162,1000000.0
1.0,29.0,Trough,11.0,1096.0,0.314,27.32884658064516,Husk,Microbiological agent,54.0,Byproduct,LB Culture,1.0834034269305213,5.0,Green waste,None,None,5.0,9.294822848940068,22.0,Intermittent ,50.67374501945002,1.4280600332415827,38.97402687832653,92.402121,6.18860605521249,0.2073004692792892,0.182480928502289,1000000.0
1.0,35.0,Reactor,31.0,0.0,0.314,27.32884658064516,Green waste,Ca-superphosphate,68.0,Poultry manure,Mature compost,0.0,10.015638531984631,Green waste,None,None,0.0,2.358863850791895,43.6946094827973,None,0.0,1.4280600332415827,62.398525470481495,90.77824899999996,6.061155995345945,0.4608958661556244,0.2144471604065684,25.05344197590176
1.0,63.0,Reactor,19.0,1034.0,0.314,27.60311015760053,Husk,None,70.77435089632439,Mature compost,Microbiological agent,0.625895141552486,10.196364356903764,Green waste,None,None,4.0,8.535321495509542,40.288345547453495,Intermittent ,37.467147510376925,1.4280600332415827,57.53417608174481,91.898853,6.18860605521249,0.3029073476791382,0.1599181931601382,22.405141633657024
1.0,34.0,Reactor,25.0,0.0,0.314,27.32884658064516,Green Waste,MgO,63.0,Mature compost,Zeolite,0.3267781066549744,10.40225641687265,Green waste,None,None,2.0,3.3599633065011005,33.0,Continuous,0.0,1.4280600332415827,48.23635762465303,90.47318799999998,6.71705487455194,0.3985536396503448,0.2353527956014005,1000000.0
1.0,118.0,Reactor,12.0,0.0,0.314,27.32884658064516,Green waste,None,63.0,None,Ca-superphosphate,1.6866021275675784,9.00797930676017,Green waste,None,None,4.0,4.058374663423949,40.0,Continuous,0.0,1.4280600332415827,17.07017804839959,90.420732,7.597307955705564,0.2878588736057281,0.2483502624797101,1000000.0
1.0,128.0,Trough,24.0,413.0,0.314,27.32884658064516,Husk,Zeolite,82.89540429689521,None,Inorganic acid,0.9154499557365124,6.0,Green waste,None,None,5.0,7.739371223044201,29.0,Intermittent ,44.14075267850109,1.4280600332415827,8.41733542568903,91.238284,6.9930377128735,0.3170109093189239,0.1952299817468857,1000000.0
1.0,114.0,Windrow,27.0,1165.0,0.314,27.32884658064516,Green waste,Inorganic acid,55.0,Straw,Clay,1.7535948482428163,7.0,Green waste,None,None,3.0,4.539856708441155,29.0,Intermittent ,9.969017520220389,1.4280600332415827,14.98219578802852,92.30187499999998,7.566958462783827,0.2878592014312744,0.1550855288787624,1000000.0
1.0,90.0,Reactor,7.0,1.0,0.314,27.32884658064516,Husk,DCD,53.0,Green waste,Inorganic acid,1.5992688375656348,6.0,Green waste,None,None,3.0,1.7180973383061118,13.999999999999998,Intermittent ,0.3546931712787371,1.4280600332415827,32.01477194358971,92.89407500000002,6.71705487455194,0.3581517338752746,0.1831982069136591,1000000.0
0.0,104.0,Windrow,6.0,0.0,0.314,27.32884658064516,None,DCD,73.7590477995291,Green waste,Mg(OH)₂,0.0,8.672903688804876,Green waste,None,None,0.0,8.160212682549075,39.0,None,0.0,1.4280600332415827,48.34316259572433,90.45451699999995,3.1828114943831767,0.4301463961601257,0.1424252584662954,1000000.0
0.0,38.0,Windrow,14.0,719.0,0.314,28.781890182233877,Green waste,Ca-superphosphate,67.0,Green waste,Microbiological agent,0.7253062507638965,6.0,Green waste,None,None,4.0,3.974746322126588,23.83093558489533,Intermittent ,11.570462284784597,1.4280600332415827,22.591125654011652,92.021145,6.1887299436505305,0.2924439311027527,0.1754831039308974,1000000.0
1.0,105.0,Trough,9.0,0.0,0.314,27.328846580645163,Byproduct,Gypsum,64.0,Byproduct,Sodium salt,0.0,9.927898521493344,Green waste,None,None,0.0,0.8722290290234989,40.50794688616259,None,0.0,1.4280600332415827,57.84777997680162,90.90371599999996,1.5963474180611343,0.391351968050003,0.2080497203012002,19.7606381299636
0.0,100.0,Trough,20.0,0.0,0.314,27.32884658064516,Green Waste,Gypsum,63.0,Byproduct,Microbiological agent,0.0,5.0,Green waste,None,None,0.0,3.4894637223529505,38.11400895219455,None,0.0,1.4280600332415827,38.37587524503422,90.61159599999996,3.1828114943831767,0.4144021272659302,0.2008046295040294,1000000.0
1.0,36.0,Trough,8.0,0.0,0.314,27.32884658064516,Husk,Mg(OH)₂,68.0,Byproduct,Microbiological agent,1.0352485086503382,8.0,Green waste,None,None,2.0,9.716085787590242,29.0,Continuous,0.0,1.4280600332415827,15.214453163267171,91.12635199999998,6.71705487455194,0.2386368662118911,0.261031024139132,1000000.0
1.0,77.0,Reactor,18.0,922.0,0.314,27.32884658064516,Green waste,Calcium magnesium phosphate fertilizer,51.0,Poultry manure,Organic acid,1.2441532380398823,8.061746626075266,Green waste,None,None,2.0,8.586839148574667,12.0,Intermittent ,29.121228661762835,1.4280600332415827,43.42866680421355,92.777759,11.067804037976629,0.298872709274292,0.1694082533044695,1000000.0
1.0,72.0,Reactor,17.0,0.0,0.314,27.328846580645163,Green waste,Gypsum,57.99999999999999,None,MgCl₂,0.0,9.197428132473284,Green waste,None,None,0.0,3.774545139938538,23.0,None,0.0,1.4280600332415827,37.2763327319409,90.61159599999996,4.023864901726808,0.4147272706031799,0.2149806218156276,1000000.0
0.0,96.0,Windrow,28.0,817.0,0.314,27.32884658064516,Byproduct,Organic acid,70.0,Mature compost,Inorganic acid,1.0229999979916435,11.005066240478708,Green waste,None,None,2.0,5.452088226251081,17.0,Intermittent ,37.4755158327386,1.4280600332415827,14.261804046964055,91.65701899999998,6.18860605521249,0.3054491877555847,0.147417557354426,1000000.0
0.0,47.0,Trough,9.0,52.0,0.314,27.32884658064516,Straw,MgSO₄,51.0,Mature compost,Ca-superphosphate,1.749397042336582,9.115187418679753,Green waste,None,None,3.0,2.60337900593799,34.0,Intermittent ,51.66623777983324,1.4280600332415827,56.00060302232526,90.915026,7.607168797213161,0.4189041554927826,0.1717325424611694,1000000.0
1.0,73.0,Trough,19.0,0.0,0.314,27.32884658064516,Husk,Calcium magnesium phosphate fertilizer,59.55877180953479,Straw,Sand,0.0,6.0,Green waste,None,None,0.0,9.698017744388652,42.84398786099103,None,0.6377518776806055,1.4280600332415827,61.18378672896881,90.49521699999994,4.64043180465232,0.4128614664077759,0.1746481676782356,18.48630480420095
1.0,34.0,Windrow,11.0,252.0,0.314,27.32884658064516,Green Waste,Microbiological agent,66.0,Mature compost,Clay,0.3189475281029608,8.0,Green waste,None,None,2.0,8.50427778347812,21.0,Intermittent ,1.3491620614811195,1.4280600332415827,50.95901434929373,91.888089,6.1887299436505305,0.3296199440956116,0.180945001882332,1000000.0
1.0,14.0,Windrow,22.0,0.0,0.314,27.328846580645163,None,Biochar,64.92955368218726,Green waste,Mg(OH)₂,0.0,10.303506409611623,Green waste,None,None,0.0,6.223721485147938,11.0,None,0.0,1.4280600332415827,57.00531606435445,90.67863799999994,3.1828114943831767,0.8021541237831116,0.1516109190568286,1000000.0
0.0,25.0,Trough,1.0,0.0,0.314,27.32884658064516,None,Biochar,71.59684206473914,Byproduct,Inorganic acid,0.0480807466719095,11.850581744548276,Green waste,None,None,0.0,3.633909362698438,21.0,None,0.0,1.4280600332415827,30.865860193282703,91.14587999999996,3.1828114943831767,0.4144021272659302,0.1716884944543855,1000000.0
1.0,74.0,Reactor,28.0,974.0,0.314,27.32884658064516,Straw,DCD,78.02834960000034,Straw,Forsterite,1.3360848673200785,10.854583110499195,Green waste,None,None,4.0,2.347367799625462,29.0,Intermittent ,12.952602771759851,1.4280600332415827,8.04389583215957,91.24888899999998,8.491934623961031,0.429307222366333,0.1672864923438877,1000000.0
1.0,55.0,Trough,22.0,912.0,0.314,27.32884658064516,Green Waste,MgSO₄,65.0,Mature compost,Lignite,1.0839903263886048,8.0,Green waste,None,None,2.0,9.70548639972017,40.2664227353387,Intermittent ,31.922751976005127,1.4280600332415827,57.50286898994741,92.50295599999998,6.18860605521249,0.3296199440956116,0.1744817808767004,22.77656134286518
1.0,41.0,Reactor,11.0,981.0,0.314,27.32884658064516,Husk,Zeolite,81.54625607929333,Byproduct,Calcium magnesium phosphate fertilizer,1.1142360829122642,11.929407796443042,Green waste,None,None,2.0,3.815343035620499,43.13095787828328,Intermittent ,4.274295118934573,1.4280600332415827,61.59359714140252,92.115338,5.934240916628987,0.2115148305892944,0.177430484054215,24.249616619279895
0.0,102.0,Windrow,13.0,912.0,0.314,27.32884658064516,Green waste,Biochar,75.40843887216825,Byproduct,Lime,0.9216331661383316,5.0,Green waste,None,None,0.0,6.224415141352047,35.0,Intermittent ,41.17162782242228,1.4280600332415827,33.3052444165345,91.76950799999996,4.946374366081296,0.3333966732025146,0.1537198440742888,1000000.0
1.0,65.0,Trough,12.0,0.0,0.314,27.32884658064516,Green Waste,DCD,71.12594417193593,Byproduct,Gypsum,0.0,9.550445029543196,Green waste,None,None,0.0,3.6019001335672405,43.35174970047969,None,0.0,1.4280600332415827,61.90890111834779,90.85554899999995,3.1828114943831767,0.4165454804897308,0.1942571684921497,18.64799755764244
0.0,13.0,Trough,11.0,90.0,0.314,27.32884658064516,Plastic tube pieces,DCD,61.0,Poultry manure,LB Culture,1.2006113118895336,8.0,Green waste,None,None,3.0,2.739531106523005,12.0,Intermittent ,23.2803946843553,0.8203623820159874,11.05008125431572,91.71927,1000000.0,1000000.0,1000000.0,1000000.0
1.0,77.0,Reactor,25.0,742.0,0.314,27.32884658064516,Woody peat,DCD,77.76679000014389,Straw,Inorganic acid,1.7500269280914371,5.0,Green waste,None,None,0.0,4.085917814068466,18.0,Intermittent ,1.9358113531161991,1.4280600332415827,21.22288933347152,90.98455499999994,6.923455254325602,0.4520414769649505,0.1949961000533514,1000000.0
1.0,83.0,Reactor,6.0,92.0,0.314,27.32884658064516,None,Zeolite,71.1342894474419,Straw,LB Culture,1.4046486438127168,10.846554248542208,Green waste,None,None,3.0,9.760367503565137,45.225356335613824,Intermittent ,11.887018333279563,1.4280600332415827,64.5845238719991,92.41715,6.752028608778607,0.3097244799137115,0.2171751467362409,19.572405317726293
0.0,107.0,Trough,11.0,886.0,0.314,27.32884658064516,Byproduct,Gypsum,64.0,Poultry manure,LB Culture,1.5399025057028075,11.813394217921926,Green waste,None,None,4.0,5.161018302880148,15.0,Intermittent ,49.11133548577753,1.4280600332415827,48.90820977955927,92.168385,9.220223297300556,0.2373426407575607,0.1506369426722205,1000000.0
0.0,129.0,Trough,11.0,358.0,0.314,27.32884658064516,Green waste,Calcium magnesium phosphate fertilizer,65.0,Green waste,Calcium magnesium phosphate fertilizer,0.058517949941933,10.64215433636754,Green waste,None,None,0.0,4.080141111493883,35.0,Intermittent ,1.1131278162070155,1.4280600332415827,38.35591347097338,91.34911599999997,4.318950630680001,0.4083301126956939,0.1335816731771671,1000000.0
0.0,56.0,Windrow,25.0,1030.0,0.314,27.32884658064516,Green Waste,DCD,68.0,Poultry manure,Mg(OH)₂,1.1749548395401257,9.275348363687336,Green waste,None,None,3.0,2.9774594506876837,30.0,Intermittent ,28.45425309001521,1.4280600332415827,37.881848131013854,92.62237499999998,11.067804037976629,0.3315333127975464,0.1582485002010775,1000000.0
1.0,125.0,Reactor,11.0,0.0,0.314,27.32884658064516,None,Gypsum,71.62647960761927,None,MgO,0.8417013750330178,9.269060655982194,Green waste,None,None,0.0,2.3537453023689627,16.0,None,0.0,1.4280600332415827,28.703257859901885,90.95232999999996,4.023864901726808,0.5310296416282654,0.203710578655784,1000000.0
0.0,86.0,Trough,14.0,0.0,0.314,27.32884658064516,Husk,Calcium magnesium phosphate fertilizer,76.11302156370017,Poultry manure,Potassium phosphate,1.375762597624394,9.524450873568814,Green waste,None,None,0.0,2.057628508888226,37.41381119416624,None,0.5150035503939828,1.4280600332415827,53.23341915258256,91.57103999999994,5.943319714604056,0.4608958661556244,0.1740304314854876,1000000.0
0.0,50.0,Windrow,16.0,699.0,0.314,27.32884658064516,Green waste,MgO,79.70142662562778,Mature compost,MgSO₄,0.0389359384552889,5.0,Green waste,None,None,4.0,7.996521519909115,31.0,Intermittent ,50.38727916678973,1.4280600332415827,46.854392383875975,91.500553,6.18860605521249,0.3018718361854553,0.1284327704192956,1000000.0
0.0,91.0,Windrow,7.0,0.0,0.314,27.32884658064516,Byproduct,Inorganic acid,79.46077738152984,Byproduct,MgSO₄,0.0,6.0,Green waste,None,None,0.0,3.715660027398331,21.0,None,0.0,1.4280600332415827,40.22786222000716,90.57089599999998,3.1828114943831767,0.4098173379898071,0.1738206077133048,1000000.0
1.0,106.0,Trough,27.0,103.0,0.314,27.32884658064516,Green Waste,Biochar,50.0,Poultry manure,Mg(OH)₂,0.9922805609295314,10.137538247557426,Green waste,None,None,2.0,9.573791220622264,29.0,Intermittent ,15.114220992972944,1.4280600332415827,47.36152295548533,92.65406899999998,8.889527714181845,0.298872709274292,0.1894134926555267,1000000.0
1.0,72.0,Trough,16.0,963.0,0.314,27.32884658064516,Green waste,Biochar,68.0,Green waste,Gypsum,0.5569539972611686,11.35334066928862,Green waste,None,None,2.0,4.579848145808748,39.0,Intermittent ,7.653397028605442,1.4280600332415827,42.56546950421153,91.888751,6.1887299436505305,0.3340827822685241,0.1532857776070278,1000000.0
1.0,31.0,Trough,13.0,0.0,0.314,27.32884658064516,Husk,Calcium magnesium phosphate fertilizer,55.0,Poultry manure,MgSO₄,0.5925091048507147,11.892450773342516,Green waste,None,None,3.0,9.182836628417393,30.0,Continuous,0.0,1.4280600332415827,53.263185922208415,91.29625499999996,9.570004513111074,0.2839459180831909,0.2249692022706713,1000000.0
0.0,27.0,Trough,3.0,501.0,0.314,27.32884658064516,Green Waste,Mg(OH)₂,68.0,None,Carbonatite,1.356548829050082,8.0,Green waste,None,None,2.0,7.273341960353655,43.29796470925877,Intermittent ,4.9228020770435466,1.4280600332415827,61.83209292199695,92.834718,7.068983024804157,0.3290776312351227,0.1756909279758265,22.482820703081718
0.0,129.0,Windrow,6.0,327.0,0.314,27.32884658064516,None,Gypsum,60.0,Byproduct,Gypsum,1.6864367661157234,5.0,Green waste,None,None,0.0,9.283027832263317,16.0,Intermittent ,43.95136574762793,1.4280600332415827,38.67557012925775,91.68615699999997,4.946374366081296,0.3252041637897491,0.1324553979021906,1000000.0
1.0,28.0,Reactor,29.0,1205.0,0.314,27.328846580645163,Husk,Zeolite,79.54322794583831,Poultry manure,Ferric salt,0.9230857357057908,9.341704853448462,Green waste,None,None,3.0,9.726799266580624,13.000000000000002,Intermittent ,34.9644804464336,1.4280600332415827,44.48292035103529,92.409993,8.405293443295335,0.2575974464416504,0.1833573045614956,1000000.0
1.0,116.0,Windrow,7.0,0.0,0.314,27.32884658064516,Husk,Gypsum,66.0,Mature compost,Phosphogypsum,0.0,6.0,Green waste,None,None,0.0,2.063765101213348,26.0,None,0.0,1.4280600332415827,14.565765016151358,90.90371599999996,3.1828114943831767,0.5310296416282654,0.2058209049906941,1000000.0
1.0,65.0,Trough,24.0,0.0,0.314,27.32884658064516,Green waste,Mg(OH)₂,64.0,Straw,Sodium salt,1.4809026201775477,8.419433948930466,Green waste,None,None,2.0,4.1777778457777766,41.17951556085994,Continuous,0.0,1.4280600332415827,58.80682036071392,90.97298399999998,8.095283393685236,0.3024057149887085,0.2136536808409565,22.842354603499707
0.0,59.0,Windrow,18.0,0.0,0.314,27.32884658064516,Byproduct,DCD,83.37522163673879,Straw,Phosphogypsum,0.0,9.424543881624937,Green waste,None,None,0.0,8.425586815529257,21.0,None,0.0,1.4280600332415827,15.70397483771444,90.49521699999994,4.64043180465232,0.4173095822334289,0.1695055856995225,1000000.0
1.0,91.0,Windrow,16.0,0.0,0.314,27.32884658064516,Green Waste,Gypsum,60.0,Straw,Clay,0.0,10.034680827372124,Green waste,None,None,0.0,3.457771000798889,33.0,None,0.0,1.4280600332415827,7.806785611377408,90.61159599999996,4.64043180465232,0.4980561733245849,0.1748496756768504,1000000.0
1.0,24.0,Trough,0.0,559.0,0.314,27.32884658064516,Green waste,Microbiological agent,58.0,Straw,Ferric salt,1.800787084283081,8.497932992899983,Green waste,None,None,4.0,9.863226371377694,39.0,Intermittent ,39.8695662038552,1.4280600332415827,24.63095790132501,92.30226599999996,7.028893431852826,0.3796779811382293,0.169154683903418,1000000.0
1.0,76.0,Trough,28.0,0.0,0.314,27.32884658064516,Byproduct,Calcium magnesium phosphate fertilizer,72.62866258678773,Mature compost,Organic acid,0.6396099121537253,8.423551520599197,Green waste,None,None,3.0,3.953046934548383,30.0,Continuous,0.0,1.4280600332415827,15.4141003841297,91.46514799999996,6.71705487455194,0.3011554777622223,0.2088423100822757,1000000.0
1.0,24.0,Windrow,19.0,994.0,0.314,27.32884658064516,None,DCD,51.0,Straw,Lime,1.2012141686498343,10.37215654113583,Green waste,None,None,2.0,8.28531787643177,28.0,Intermittent ,49.66135194509752,1.4280600332415827,21.99796420636938,92.777759,8.033176118912296,0.3509997427463531,0.169614093765218,1000000.0
1.0,132.0,Trough,28.0,186.0,0.314,27.32884658064516,Plastic tube pieces,Microbiological agent,73.57791404821535,Mature compost,Carbonatite,0.1863106214559182,6.452971065012824,Green waste,None,None,4.0,8.112567261638182,45.33356663377226,Intermittent ,14.57279210201845,1.4280600332415827,64.73905467398433,90.802491,5.846495528029965,0.304015189409256,0.1614673258818303,18.673731646050108
0.0,22.0,Windrow,18.0,1067.0,0.314,27.328846580645163,Sawdust,None,73.87621723997373,Poultry manure,Sulfur,0.809618336760908,8.0,Green waste,None,None,4.0,6.714996765564258,15.000000000000004,Intermittent ,38.77423167789351,1.4280600332415827,55.61530106380327,91.002088,8.659782470316879,0.2605131864547729,0.1558261585431611,1000000.0
1.0,120.0,Reactor,14.0,1373.0,0.314,27.32884658064516,None,Potassium phosphate,59.0,Green waste,Urea,1.9692604722818705,8.0,Green waste,None,None,5.0,3.207342318995761,40.0,Intermittent ,48.22073401132009,1.4280600332415827,43.92840674567739,91.396213,5.934117028190946,0.3600606024265289,0.1677289757389851,1000000.0
1.0,75.0,Trough,30.0,0.0,0.314,27.32884658064516,Byproduct,Ca-superphosphate,53.0,None,Zeolite,1.4162956197250756,11.756128786731372,Green waste,None,None,0.0,6.861012651092244,12.0,None,0.0,1.4280600332415827,27.23385686516026,90.98918799999991,3.906028620984919,0.4314299523830414,0.186600542480926,1000000.0
1.0,16.0,Reactor,15.0,614.0,0.314,27.32884658064516,Sawdust,Ca-superphosphate,56.0,Mature compost,Urea,1.792623245624836,4.654968159991722,Green waste,None,None,0.0,8.573695344619935,11.67216463768086,Intermittent ,28.253401734272853,1.4280600332415827,51.58073357403197,91.01227699999994,6.860161642841212,0.8387152552604675,0.1609024494502005,1000000.0
