Material_2,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),V2_Ventilation Interval (min),Additive_3,Period (d),V1_Ventilation Type,Material_3,Application Rate (%DW),Additive_1,Initial GI (%),M1_is Enclosed,Material_Main,Compost volume (m3), Composting Method,V4_Ventilation Day,Additive_4,Turning times,V3_Ventilation Duration (min),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Green waste,0.2666616001725985,Gypsum,10.0,493.0,None,125.0,Intermittent ,Byproduct,4.593379162375993,Ferric salt,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,72.0,None,13.0,32.39988080115954,50.0,11.636934236347878,2.4967368849582217,12.686025975816388,110.216939,10.150097521676395,0.873127818107605,0.1581031562923712,1000000.0
Green waste,1.0164651409646668,Gypsum,14.0,47.0,None,133.0,Intermittent ,Byproduct,3.479701757311324,K₂SO₄,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,21.0,None,27.0,6.349447536041173,78.67802218594699,6.0,2.4967368849582217,24.13663072381872,112.92607700000003,9.00668437407155,0.8018239736557007,0.1634428654885736,1000000.0
Sawdust,1.0909042742114952,Calcium magnesium phosphate fertilizer,34.0,516.0,None,22.0,Intermittent ,Byproduct,5.9656160591286005,Sodium phosphates,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,11.0,None,15.0,4.084121481759075,50.0,5.0,2.4967368849582217,42.71178206840465,114.18292400000004,8.558686785219674,0.2314370423555374,0.1563882970684052,1000000.0
Soil,0.2147657432331871,Calcium magnesium phosphate fertilizer,43.80196506009336,437.0,None,76.0,Intermittent ,Byproduct,8.48616117276553,Mg(OH)₂,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Trough,34.0,None,5.0,5.085845354531575,57.0,10.504606363977224,2.4967368849582217,113.7353028740979,114.04340100000005,9.028180400521668,0.5066425800323486,0.1309226180034275,1000000.0
Soil,1.9885495832650135,Microbiological agent,10.0,144.0,None,30.0,Intermittent ,Poultry manure,9.456880482102484,Zeolite,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,18.0,None,1.0,3.728950421087352,64.0,10.268560372347782,2.4967368849582217,63.02070269305712,113.24274600000004,8.243191383395962,0.60831218957901,0.1542431891977841,1000000.0
Sawdust,1.1173800760238872,Potassium phosphate,19.0,1266.0,None,80.0,Intermittent ,Poultry manure,9.810721696407848,Mg(OH)₂,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,77.0,None,4.0,6.424436298692201,51.0,9.87461594479374,2.4967368849582217,31.466816341085615,114.20280800000003,8.783803447532907,0.3674456775188446,0.1582357526981786,1000000.0
Green Waste,0.5064652649381862,Zeolite,44.76719195914443,740.0,None,80.0,Intermittent ,Poultry manure,4.112803493290071,Organic acid,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,57.0,None,1.0,34.271956196027745,66.0,8.73944800485148,2.4967368849582217,111.771899400401,111.238562,8.203044580793845,0.7003945112228394,0.142531087445387,21.23914896167209
Soil,0.0482813398824244,Microbiological agent,31.0,178.0,None,126.0,Intermittent ,Poultry manure,4.753513174768797,Zeolite,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,37.0,None,4.0,7.472038668019882,55.0,7.0,2.4967368849582217,67.04046521307386,111.957425,9.570410154164552,0.3167421519756317,0.1514639604688752,1000000.0
Husk,1.3951402517387763,None,28.0,962.0,None,39.0,Intermittent ,None,4.211314459372409,Potassium phosphate,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,14.0,None,2.0,48.41532670646978,69.0,5.0,2.4967368849582217,80.11581141355992,111.41580200000004,9.044311562568002,1.048400640487671,0.1463273809581089,1000000.0
Green waste,1.1459833515053095,Biochar,42.91401813147014,1129.0,None,112.0,Intermittent ,Byproduct,6.207216890285658,Mg(OH)₂,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Trough,38.0,None,15.0,3.962520997412286,59.0,8.0,2.4967368849582217,107.1450119506074,113.99372100000006,9.338482345492752,0.6453261375427246,0.1697990048684943,23.49897511004568
Sawdust,0.8613284828359358,Calcium magnesium phosphate fertilizer,44.63962902040425,430.0,None,86.0,Intermittent ,Straw,8.136917073670919,Potassium phosphate,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,12.0,None,7.0,2.1294147763668314,63.0,5.0,2.4967368849582217,111.45340830609474,113.05889800000006,9.31018454200688,0.2149846702814102,0.1948217032747375,20.92925355162027
Woody peat,0.6106410331351011,Ca-superphosphate,36.0,842.0,None,85.0,Intermittent ,Mature compost,2.070694691040573,Urea,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,61.0,None,24.0,35.82673849110488,77.00630592552739,5.0,2.4967368849582217,22.870931063973668,110.06183799999997,8.019779918217933,0.7168980240821838,0.1476186379591901,1000000.0
Byproduct,0.5708896867664925,MgSO₄,23.0,211.0,None,95.0,Intermittent ,Poultry manure,8.935651756703875,Zeolite,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,52.0,None,14.0,18.946304225946907,82.10615076868586,5.0,2.4967368849582217,68.99236355316275,110.886443,8.448337218301658,0.5838746428489685,0.1536004706553007,1000000.0
Straw,0.19901962420299,Organic acid,23.0,1045.0,None,27.0,Intermittent ,Poultry manure,3.720608804287411,Calcium magnesium phosphate fertilizer,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,18.0,None,3.0,2.3483019734312083,51.0,9.99066896890342,2.4967368849582217,92.42700652521764,113.18180300000006,8.426997006559706,0.5882875323295593,0.1560482638461137,1000000.0
Byproduct,2.14239843282764,Inorganic acid,44.983722134599546,1099.0,None,125.0,Intermittent ,Mature compost,9.161793595319226,Ca-superphosphate,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,63.0,None,29.0,6.060633153361645,80.83115683623706,6.0,2.4967368849582217,112.31251827616629,112.92491300000005,8.620949242783029,0.604864776134491,0.1709345470853773,21.84854002180213
Sawdust,1.493716205844394,Zeolite,37.0,667.0,None,73.0,Intermittent ,Byproduct,6.069169971830457,MgCl₂,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,17.0,None,25.0,3.235497836045651,53.0,9.74167069628419,2.4967368849582217,91.42691138309765,113.80230400000003,8.783803447532907,0.5000624656677246,0.1477214074169034,1000000.0
Plastic tube pieces,0.1453781760430668,Microbiological agent,43.84273956203074,617.0,None,128.0,Intermittent ,Poultry manure,5.349231055636273,MgHPO₄,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Trough,20.0,None,10.0,35.05676914410127,78.12462003159669,5.0,2.4967368849582217,109.4637850021392,110.22765199999998,9.905720568687636,0.6353549361228943,0.1742362555726666,20.14895318674196
None,0.7029464918858013,DCD,17.0,1122.0,None,78.0,Intermittent ,Straw,9.822770363631436,Sulfur,27.328846580645163,1.0,Poultry manure,0.6292491869918699,Reactor,23.0,None,24.0,0.9270657210742071,51.0,11.585722076283604,2.4967368849582217,30.50481372268728,111.56161800000004,9.198701783255542,1.0381953716278076,0.140910263050997,1000000.0
None,0.3164927076331825,Potassium phosphate,20.0,753.0,None,71.0,Intermittent ,Green waste,6.247851547606051,Mg(OH)₂,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,52.0,None,18.0,13.861037350956034,59.0,8.231977960740366,2.4967368849582217,27.2723130930414,110.86630199999998,8.954324830266781,0.7081625461578369,0.1628375454502581,1000000.0
None,0.0759364863574976,Zeolite,30.620313420765537,412.0,None,85.0,Intermittent ,Poultry manure,3.2374993381034822,Labile carbon source,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,78.0,None,12.0,3.5639365558232816,81.03217536242045,9.248764846711476,2.4967368849582217,38.50946754637748,113.20780400000004,8.76230742108279,0.4421534836292267,0.1653014556037684,1000000.0
Byproduct,0.2203473012983504,Microbiological agent,40.61741801954939,938.0,None,129.0,Intermittent ,Byproduct,2.273342983064045,Lime,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,10.0,None,20.0,5.044838972351102,51.0,8.3997136284697,2.4967368849582217,102.4416654359908,113.80851200000002,7.745262699323485,0.5258219838142395,0.1298148229961909,1000000.0
None,0.3880099360303526,DCD,31.0,517.0,None,98.0,Intermittent ,Straw,4.622956938134032,Calcium magnesium phosphate fertilizer,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,16.0,None,3.0,3.4329371350675686,70.10011819812992,9.85411218559781,2.4967368849582217,94.97039541253116,113.99686400000007,10.432101663161609,0.78261399269104,0.167540056558731,1000000.0
Husk,0.7073291327881993,Ca-superphosphate,20.0,1033.0,None,85.0,Intermittent ,None,2.9216827920525885,Potassium phosphate,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,38.0,None,30.0,2.269993386147877,53.0,11.844601006230343,2.4967368849582217,87.38171237044764,112.20033100000002,8.355090332741018,0.8551087975502014,0.160011990138494,1000000.0
Soil,0.5477237889834168,Organic acid,26.0,827.0,None,30.0,Intermittent ,None,5.60033619522169,Phosphogypsum,27.485306341834335,1.0,Poultry manure,0.6292491869918699,Windrow,12.0,None,14.0,4.460410847991501,82.27571765115886,8.572995278310632,2.4967368849582217,65.08821180574394,112.77760600000003,9.06580758901812,0.6295671463012695,0.1586115067762107,1000000.0
Plastic tube pieces,1.0730314974605892,Zeolite,44.715930270038506,767.0,None,78.0,Intermittent ,Straw,3.517499689110024,Carbonatite,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,53.0,None,2.0,7.099750900410515,58.0,8.896048218516984,2.4967368849582217,111.643912450425,112.97170600000008,8.76230742108279,0.691501259803772,0.1547437046503925,20.655908842216046
Woody peat,0.4357871443942525,Organic acid,33.0,464.0,None,101.0,Intermittent ,Byproduct,9.84025195436418,Ferric salt,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,43.0,None,24.0,0.5712284867755035,80.1301567691782,6.0,2.4967368849582217,80.39933234700042,112.53028200000004,8.783803447532907,0.9412840604782104,0.1539798130019725,1000000.0
Plastic tube pieces,0.1875903618493858,Inorganic acid,22.0,1283.0,None,45.0,Intermittent ,None,2.6595992859011632,Urea,27.328846580645163,1.0,Poultry manure,0.6292491869918699,Reactor,11.0,None,3.0,6.254912137503572,55.0,8.675400913014691,2.4967368849582217,56.14428373065353,114.50174000000004,7.873591877685912,0.5748870372772217,0.1220552444406452,1000000.0
Soil,0.8695484814446899,Zeolite,11.715985204006277,96.0,None,57.0,Intermittent ,None,3.173029190041944,Mg(OH)₂,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,52.0,None,7.0,55.78072023998013,76.76735832658484,12.018608347433712,2.4967368849582217,54.20452969639767,110.52449900000002,10.106178513015868,0.6648619174957275,0.1790716232714779,1000000.0
Straw,0.4484858915278227,MgSO₄,21.0,701.0,None,75.0,Intermittent ,Green waste,5.903284780269662,Biochar,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,72.0,None,9.0,4.451294045389966,70.0,12.05615120864711,2.4967368849582217,55.72747490712173,113.67335200000004,8.783803447532907,0.7454663515090942,0.1422631167280606,1000000.0
Green Waste,0.8291739721817017,Ca-superphosphate,27.0,339.0,None,85.0,Intermittent ,Green waste,7.236781852513665,MgO,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,60.0,None,9.0,0.6112511394870324,56.0,11.73115230384309,2.4967368849582217,58.99781206716165,114.43553500000004,8.802989582512176,1.024958610534668,0.1714625665287535,1000000.0
Soil,1.2498840636017163,DCD,20.0,214.0,None,102.0,Intermittent ,Byproduct,7.113403079678539,Labile carbon source,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,64.0,None,29.0,0.9664945431560334,72.2457094102375,11.611776677190978,2.4967368849582217,30.09388119793179,112.21866200000004,9.028180400521668,0.9755075573921204,0.1466398637653555,1000000.0
Plastic tube pieces,0.0905795842962409,Mg(OH)₂,36.0,1290.0,None,80.0,Intermittent ,Poultry manure,6.800302699757929,Sodium salt,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,46.0,None,9.0,3.788357200355384,68.0,8.720696369382626,2.4967368849582217,77.43130141377276,113.76879400000004,9.198701783255542,0.4159907102584839,0.1364740445400876,1000000.0
Soil,0.2761245794864801,MgO,11.0,431.0,None,65.0,Intermittent ,None,7.471426842439178,Labile carbon source,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Trough,41.0,None,20.0,5.678258332800199,80.71495786976894,5.0,2.4967368849582217,16.920739021696505,112.07543500000006,8.783803447532907,0.627526581287384,0.1501318221371092,1000000.0
Green Waste,0.5791928443592791,Calcium magnesium phosphate fertilizer,11.0,885.0,None,119.0,Intermittent ,Mature compost,4.254908631430934,MgHPO₄,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,76.0,None,11.0,1.1515160422991055,70.0,9.721043417823104,2.4967368849582217,99.08874985897512,114.47221400000004,9.00668437407155,0.9770275950431824,0.1647381791315662,1000000.0
Green waste,0.6160418699823011,MgO,39.0,660.0,None,92.0,Intermittent ,Green waste,9.110691540831262,Carbonatite,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,67.0,None,3.0,6.397502334803082,55.0,6.829851740110307,2.4967368849582217,49.24820691048202,114.86273900000003,8.954324830266781,0.7843002080917358,0.1284134635434297,1000000.0
Sawdust,0.6062117596070293,MgO,13.0,105.0,None,90.0,Intermittent ,Mature compost,4.289818635175446,Inorganic acid,27.328846580645163,0.0,Poultry manure,0.6292491869918699,Windrow,62.0,None,14.0,27.6169332046512,78.77169650466172,6.0,2.4967368849582217,23.576219281297263,110.733508,8.426997006559706,0.7588555812835693,0.1745985946943153,1000000.0
None,0.7177448803650361,Microbiological agent,29.0,80.0,None,86.0,Intermittent ,Mature compost,3.228158556299356,Microbiological agent,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,51.0,None,13.0,1.524937350790898,62.0,10.064140257314666,2.4967368849582217,69.9775484879908,114.15875400000004,8.76230742108279,1.0136905908584597,0.190502610709415,1000000.0
Husk,0.6595056968724478,Biochar,16.0,658.0,None,110.0,Intermittent ,Green waste,6.6534577921157405,Mature compost,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,54.0,None,3.0,19.754822709303586,51.0,8.0,2.4967368849582217,50.8017266446444,110.774145,9.338482345492752,0.6237831115722656,0.1481519131540883,1000000.0
Woody peat,0.1546613496396152,None,38.0,638.0,None,121.0,Intermittent ,Green waste,8.974912264779608,Sand,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,60.0,None,1.0,4.077420042155802,77.78321253945056,9.464431457864308,2.4967368849582217,45.56480223189647,114.04340100000005,8.224540607243965,0.5400842428207397,0.1299689854173653,1000000.0
Plastic tube pieces,1.1943788254442265,Mg(OH)₂,14.999999999999998,947.0,None,97.0,Intermittent ,Green waste,6.221661311988385,Lignite,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,28.0,None,2.0,23.135715689688496,59.0,8.41820918373909,2.4967368849582217,95.17800082118922,111.706398,9.198701783255542,0.8219119310379028,0.1311345466391171,1000000.0
None,1.652479873965478,MgO,32.0,770.0,None,61.0,Intermittent ,Byproduct,5.336267382398857,MgSO₄,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Trough,23.0,None,11.0,2.5626672007182925,65.0,9.593380753661991,2.4967368849582217,77.74778884707543,114.09513100000004,9.905720568687636,0.8527374267578125,0.1634256752690695,1000000.0
Husk,0.6877726959509478,Zeolite,13.0,1374.0,None,83.0,Intermittent ,Poultry manure,5.556020889108803,Sulfur,27.328846580645163,0.0,Poultry manure,0.6292491869918699,Windrow,49.0,None,5.0,53.96104770253346,51.0,8.22685474087072,2.4967368849582217,75.9668703632066,111.822133,8.954324830266781,0.7944103479385376,0.1498500805627606,1000000.0
Green waste,0.9017915663925288,None,41.08507564307507,1189.0,None,127.0,Intermittent ,None,6.610855551539129,None,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,24.0,None,0.0,20.106664078329544,77.57853004629138,11.59859872786224,2.4967368849582217,102.57862377936416,111.040892,6.53272286825003,0.6074401140213013,0.1574740343193617,17.289333009156497
Straw,0.1900793966639846,Biochar,40.136243782674505,1367.0,None,128.0,Intermittent ,Green waste,7.739503005186129,Forsterite,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,77.0,None,21.0,6.400970659625092,78.85901606326857,7.0,2.4967368849582217,100.20964027587854,112.72207200000004,9.270834378106352,0.6256590485572815,0.1369924882448914,23.44952942762187
None,1.7289682245815006,Potassium phosphate,26.0,1397.0,None,123.0,Intermittent ,None,7.357029905651977,Mg(OH)₂,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,61.0,None,15.0,2.562436981453533,70.0,8.0,2.4967368849582217,56.916218689389936,113.04192900000008,8.954324830266781,0.6293530464172363,0.1724386199599454,1000000.0
Sawdust,1.1416297388685417,Zeolite,35.0,699.0,None,83.0,Intermittent ,None,5.07137836318247,Carbonatite,27.328846580645163,0.0,Poultry manure,0.6292491869918699,Trough,36.0,None,5.0,36.49823791942724,66.0,10.752922871433276,2.4967368849582217,20.866819508645467,111.52814100000003,9.570410154164552,0.7779118418693542,0.1670738611732579,1000000.0
Byproduct,1.493170128867013,Microbiological agent,40.99543536737235,938.0,None,133.0,Intermittent ,Poultry manure,2.5829031180262985,MgSO₄,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,28.0,None,3.0,57.306085348091024,53.0,8.0,2.4967368849582217,102.35481559663936,111.44681200000002,9.95053306438582,0.6396182179450989,0.1573168125456687,17.608582994860928
Green Waste,1.3970737581026438,MgO,24.0,115.0,None,77.0,Intermittent ,Byproduct,5.953728860796558,Lignite,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,17.0,None,19.0,5.29867994037909,51.0,5.0,2.4967368849582217,26.022831201128565,113.30783700000003,8.558612629523415,0.7038102149963379,0.184512237190027,1000000.0
Byproduct,0.8799370789656311,Zeolite,18.0,1263.0,None,117.0,Intermittent ,Byproduct,3.156856811512551,LB Culture,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,77.0,None,19.0,2.130336389579457,66.0,11.832217123853482,2.4967368849582217,66.93467137577804,113.28922700000004,8.823312990203428,0.5804201364517212,0.1528512266521912,1000000.0
Byproduct,1.128216477188491,Inorganic acid,44.331713182427166,736.0,None,113.0,Intermittent ,Green waste,6.644611743494034,Lime,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,29.0,None,0.0,3.955251380661511,59.0,7.0,2.4967368849582217,110.68462347595454,114.64606100000005,5.777083259317998,0.4903951287269592,0.1519382099766859,17.988668409564095
Sawdust,0.5702276777685223,None,17.0,1322.0,None,129.0,Intermittent ,Mature compost,9.554677511074278,None,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,39.0,None,0.0,25.705123896483208,61.20896134399541,10.028318757165492,2.4967368849582217,84.03537477501617,111.987208,6.768881956562693,0.6926539540290833,0.138925506353697,1000000.0
None,0.4992168152905776,Potassium phosphate,35.0,243.0,None,65.0,Intermittent ,Green waste,9.262819383294644,Sulfur,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,46.0,None,13.0,4.106240804235426,69.0,7.0,2.4967368849582217,87.03111284232013,114.32697000000006,8.954324830266781,0.6685553789138794,0.1489687995371117,1000000.0
Husk,0.9765326095395588,None,28.0,959.0,None,122.0,Intermittent ,None,4.432801396855421,None,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,42.0,None,1.0,18.748946821711613,52.0,7.0,2.4967368849582217,26.963685921687265,112.05848200000004,8.203044580793845,1.0393019914627075,0.1314642815083841,1000000.0
Sawdust,0.1711428511638697,Organic acid,35.0,70.0,None,36.0,Intermittent ,Poultry manure,8.994880740335544,Lignite,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,27.0,None,15.0,3.1852356997703435,53.0,5.0,2.4967368849582217,42.8216237476122,113.70859700000004,8.783803447532907,0.4891067147254944,0.1851324587207058,1000000.0
Green waste,1.9827932447719103,Zeolite,32.0,1323.0,None,86.0,Intermittent ,None,8.33782512408996,MgCl₂,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,69.0,None,29.0,4.253237296175261,81.61241744860956,10.614303059899948,2.4967368849582217,19.65883759897804,112.06522800000003,8.882559901759391,0.6992438435554504,0.1629223799774964,1000000.0
Husk,1.065372136844946,Potassium phosphate,23.0,34.0,None,52.0,Intermittent ,Byproduct,2.258013575316853,Sodium phosphates,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,34.0,None,0.0,59.18425692928493,74.60985736684565,5.0,2.4967368849582217,69.1283151111651,110.78659899999998,6.916442930832643,0.9725846648216248,0.1252604231292288,1000000.0
Plastic tube pieces,3.808086665020743,Calcium magnesium phosphate fertilizer,12.0,1105.0,None,114.0,Intermittent ,Green waste,7.120563615231455,Labile carbon source,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,37.0,None,2.0,41.34036486578723,54.99999999999999,7.524585976962971,2.4967368849582217,37.83784031818482,111.13293000000004,7.699487490834493,0.7291753888130188,0.1405342880119932,1000000.0
Green Waste,0.2549310307957495,DCD,12.0,964.0,None,82.0,Intermittent ,Green waste,6.057020930669681,MgCl₂,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,78.0,None,16.0,0.741073070432583,68.0,7.0,2.4967368849582217,69.10442366826926,113.53274400000004,8.802989582512176,1.0148565769195557,0.1505779598022801,1000000.0
None,0.8489179600710715,Organic acid,14.999999999999998,1390.0,None,55.0,Intermittent ,Byproduct,1.628831612632994,Microbiological agent,27.328846580645163,1.0,Poultry manure,0.6292491869918699,Reactor,49.0,None,24.0,6.71801861567177,56.0,6.0,2.4967368849582217,24.18864968816541,113.22133500000004,8.110713379752257,0.2497772425413131,0.1375019279474128,1000000.0
Husk,1.8058010017747856,Biochar,19.0,181.0,None,86.0,Intermittent ,None,5.431572903664585,Zeolite,27.328846580645163,0.0,Poultry manure,0.6292491869918699,Windrow,36.0,None,10.0,31.885796170750133,54.0,8.946094398220088,2.4967368849582217,18.57295711375946,110.76141200000002,10.289878083913608,0.840848982334137,0.163121990457237,1000000.0
Green waste,0.9488668916781156,Ca-superphosphate,28.0,362.0,None,130.0,Intermittent ,Byproduct,2.697251024609556,Ferric salt,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,32.0,None,23.0,3.920105745010376,75.60253001611493,9.98022165928476,2.4967368849582217,77.35929891183666,113.31049700000004,8.355090332741018,0.9007482528686525,0.1597129474221498,1000000.0
Sawdust,0.0800981879444506,Biochar,23.0,677.0,None,71.0,Intermittent ,Green waste,2.91039592325121,Lime,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,29.0,None,2.0,3.2673023258879974,66.0,5.0,2.4967368849582217,20.28042957686192,114.12809700000004,8.262433895802618,0.9090054035186768,0.1217880828183391,1000000.0
None,1.2678994023536505,Biochar,26.0,997.0,None,97.0,Intermittent ,Green waste,9.10886595523704,Potassium phosphate,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,55.0,None,9.0,1.40179684214081,76.50495394547477,7.0,2.4967368849582217,62.43934693761909,114.20297400000004,9.338482345492752,0.9875302910804749,0.1643072531200161,1000000.0
None,0.129794380556083,Gypsum,45.26223860516132,1326.0,None,61.0,Intermittent ,Byproduct,4.247130340301462,Phosphogypsum,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,37.0,None,2.0,13.028758000007883,57.0,10.92453339549295,2.4967368849582217,113.00790062128624,109.732894,9.00668437407155,1.0281658172607422,0.1273798842791608,17.266144890889706
Green Waste,1.148625189229231,Biochar,19.0,193.0,None,98.0,Intermittent ,Straw,7.925649698406799,Clay,27.328846580645163,1.0,Poultry manure,0.6292491869918699,Reactor,43.0,None,2.0,6.893184205652898,57.99999999999999,8.0,2.4967368849582217,77.58148922203489,112.78724700000006,8.942770144749385,0.6793385744094849,0.1960177854294676,1000000.0
Byproduct,1.319113048176425,Ca-superphosphate,22.0,630.0,None,91.0,Intermittent ,Byproduct,5.102257164720405,Biochar,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,30.0,None,3.0,36.89543406088399,50.0,8.428428651451679,2.4967368849582217,40.9809949039911,111.027169,10.211103090797035,0.572046160697937,0.1721383924939435,1000000.0
Green waste,0.7547578770683516,Organic acid,22.0,976.0,None,90.0,Intermittent ,Mature compost,3.9034458206558336,MgHPO₄,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Trough,71.0,None,18.0,6.032455599652606,70.08599145030304,10.506569177347997,2.4967368849582217,25.41860196889804,113.32833700000003,8.76230742108279,0.9152916073799132,0.1587519465012162,1000000.0
Sawdust,1.6525003602791484,Organic acid,37.0,833.0,None,110.0,Intermittent ,None,7.995332438020466,Calcium magnesium phosphate fertilizer,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,24.0,None,22.0,49.53213344574215,68.0,5.0,2.4967368849582217,73.90647929496726,110.299538,8.783803447532907,0.7573469281196594,0.1750732718427218,1000000.0
Green Waste,0.0078738621231377,Calcium magnesium phosphate fertilizer,10.0,887.0,None,63.0,Intermittent ,None,6.716612549334885,Lime,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,37.0,None,7.0,48.92167413126959,60.0,6.0,2.4967368849582217,33.46268027933204,111.421552,8.802989582512176,0.6265838146209717,0.107568794350093,1000000.0
None,0.0586973675908202,Mg(OH)₂,18.0,1377.0,None,113.0,Intermittent ,Mature compost,1.8858195111038731,Sand,27.882697108729936,1.0,Poultry manure,0.6292491869918699,Reactor,60.0,None,31.0,4.008618994084614,79.58279573453697,11.99072874451241,2.4967368849582217,86.17682206628017,112.35195100000004,8.355090332741018,0.2492968589067459,0.1479498791661562,1000000.0
Green waste,0.4282936161314996,Ca-superphosphate,35.0,429.0,None,108.0,Intermittent ,Byproduct,9.45057309420297,Ferric salt,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,50.0,None,5.0,5.673499642244333,60.0,8.269756498537246,2.4967368849582217,42.49819891807142,114.64684100000004,9.198701783255542,0.5768462419509888,0.1460636370274344,1000000.0
None,0.272696423766263,Zeolite,13.0,512.0,None,108.0,Intermittent ,Poultry manure,3.2349853225779324,Sand,27.32884658064516,0.0,Poultry manure,0.6292491869918699,Windrow,50.0,None,8.0,4.002604725140948,83.55801015225119,10.531758593712368,2.4967368849582217,75.93012355102505,114.16498700000008,8.76230742108279,0.841946542263031,0.1482581223907481,1000000.0
Soil,1.4830357880889922,Gypsum,38.0,1304.0,None,63.0,Intermittent ,Straw,6.362004252530661,MgHPO₄,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Reactor,33.0,None,22.0,6.358361760074072,82.29676136886997,10.573279708831738,2.4967368849582217,17.736555276636807,110.98009500000006,9.028180400521668,0.3506093621253967,0.1542441308314444,1000000.0
Plastic tube pieces,0.2239601824016603,Zeolite,12.0,834.0,None,72.0,Intermittent ,Green waste,3.706180299705616,MgHPO₄,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Windrow,57.0,None,9.0,8.337603571112567,55.0,9.247676112583108,2.4967368849582217,22.90863577258665,111.15830199999996,8.76230742108279,0.841946542263031,0.1341299879138837,1000000.0
Soil,1.4223259195456903,MgO,30.0,1227.0,None,48.0,Intermittent ,Byproduct,9.791770051470488,Biochar,27.32884658064516,1.0,Poultry manure,0.6292491869918699,Trough,45.0,None,14.0,5.348663616541169,72.92124057757083,8.0,2.4967368849582217,33.675183329949434,113.28166200000004,8.783803447532907,0.5701026320457458,0.1773143444813239,1000000.0
