Initial GI (%),V4_Ventilation Day,V2_Ventilation Interval (min), Composting Method,Material_3,Additive_3,Compost volume (m3),Turning times,Initial Moisture Content (%),Initial pH,Period (d),V5_Ventilation rate (L/min/kg iniDW),M1_is Enclosed,Initial C/N (%),Application Rate (%DW),Additive_4,Material_Main,Additive_2,Material_2,V1_Ventilation Type,V3_Ventilation Duration (min),Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
27.32884658064516,30.0,1206.0,Reactor,Mature compost,None,0.6292491869918699,1.0,70.0,6.0,117.0,0.353871179532969,1.0,27.0,3.434091493644179,None,Poultry manure,DCD,Plastic tube pieces,Intermittent ,29.25207673630653,Microbiological agent,2.4967368849582217,61.715354553661896,104.66039700000005,9.696459934372209,0.2969594597816467,0.1133565451177578,1000000.0
27.328846580645163,1.0,749.0,Reactor,Poultry manure,None,0.6292491869918699,8.0,73.22909250702587,10.480522254555977,59.0,2.356702091455279,1.0,17.0,6.752670822373347,None,Poultry manure,Biochar,Green Waste,Intermittent ,33.250312906636005,Sulfur,3.123545203206788,92.01987633946028,104.46831700000004,1000000.0,1000000.0,1000000.0,1000000.0
27.32884658064516,0.0,50.0,Reactor,Mature compost,None,0.6292491869918699,4.0,83.88082838297179,7.393021887401879,105.0,0.2784222542595955,1.0,21.0,2.9493499190775614,None,Poultry manure,Microbiological agent,Straw,Intermittent ,41.4419180356192,Mg(OH)₂,2.4967368849582217,55.9579121505684,102.25895000000004,6.498781396783098,0.1900274604558944,0.1819966607068135,1000000.0
27.328846580645163,75.0,1130.0,Trough,Mature compost,None,0.6292491869918699,0.0,52.0,7.196249334688778,96.0,0.749313012220082,1.0,19.0,7.585632282203187,None,Poultry manure,Ca-superphosphate,Byproduct,Intermittent ,52.06632476268143,Sulfur,2.4967368849582217,85.78183465739423,104.86761400000005,8.427373095528711,0.4264160394668579,0.1138712616938308,1000000.0
27.328846580645163,6.0,958.0,Trough,Mature compost,None,0.6292491869918699,23.0,55.0,9.031723559586451,26.0,0.3997658174383209,1.0,36.0,4.630604620652077,None,Poultry manure,Ca-superphosphate,Straw,Intermittent ,37.13741538759461,Ferric salt,2.4967368849582217,71.2196292312655,102.86912500000004,8.094576230578225,0.2506653666496277,0.1447377561823446,1000000.0
27.32884658064516,12.0,975.0,Trough,Green waste,None,0.6292491869918699,29.0,62.0,5.0,80.0,1.4015219884187204,1.0,25.0,9.015315213816235,None,Poultry manure,None,Straw,Intermittent ,28.522712341038577,Clay,2.4967368849582217,72.421423783265,97.94472400000002,9.144330392603198,0.332487016916275,0.1454599655119496,1000000.0
27.32884658064516,52.0,1286.0,Windrow,Straw,None,0.6292491869918699,20.0,73.02260252051785,8.66282180232595,110.0,1.4562457117270386,0.0,14.0,3.473343968753718,None,Poultry manure,Calcium magnesium phosphate fertilizer,Green waste,Intermittent ,42.47771707170149,Ca-superphosphate,2.4967368849582217,24.12480963019513,104.02755900000002,9.144330392603198,0.374940425157547,0.1687003915326184,1000000.0
27.32884658064516,82.0,602.0,Reactor,Poultry manure,None,0.6292491869918699,17.0,78.86013876264619,5.0,84.0,1.672347514223337,1.0,33.0,6.3182171321181055,None,Poultry manure,Gypsum,Plastic tube pieces,Intermittent ,33.3558312767555,Ca-superphosphate,2.4967368849582217,54.09597290726096,102.673509,9.077583184786288,0.3115368783473968,0.1721123467471118,1000000.0
27.32884658064516,20.0,730.0,Trough,Straw,None,0.6292491869918699,19.0,78.31759301383923,9.234520705160048,126.0,0.0571254873604309,0.0,16.0,5.306567772212451,None,Poultry manure,DCD,Husk,Intermittent ,27.20541213463565,Forsterite,2.4967368849582217,32.91930561112949,103.633951,9.144330392603198,0.3153926134109497,0.1590318260852311,1000000.0
27.32884658064516,68.0,1094.0,Windrow,Green waste,None,0.6292491869918699,30.0,63.0,6.0,111.0,1.1670669715744273,0.0,37.0,3.1389826044080484,None,Poultry manure,Gypsum,Straw,Intermittent ,35.90630568577765,Ca-superphosphate,2.4967368849582217,88.05841647154412,103.156019,9.144330392603198,0.332487016916275,0.145458469733091,1000000.0
27.32884658064516,73.0,1364.0,Trough,Mature compost,None,0.6292491869918699,17.0,61.0,9.592730006945438,108.0,1.5102158407213206,0.0,32.0,2.610235713382499,None,Poultry manure,MgSO₄,Sawdust,Intermittent ,36.86091208011403,Inorganic acid,2.4967368849582217,89.54484502198149,99.00874600000004,8.3760140378259,0.3366207778453827,0.160794117064318,1000000.0
27.32884658064516,16.0,1191.0,Windrow,Straw,None,0.6292491869918699,3.0,81.35796522709745,9.04438670163485,45.0,1.3153652987128173,0.0,24.0,7.267546565146363,None,Poultry manure,Ca-superphosphate,Green waste,Intermittent ,47.14846851730435,Ca-superphosphate,2.4967368849582217,15.406522225767857,105.37476300000004,9.547174865154991,0.3827088475227356,0.1843431967999224,1000000.0
27.32884658064516,0.0,1408.0,Reactor,Straw,None,0.6292491869918699,22.0,73.9471525796108,6.0,131.0,1.906264022496412,1.0,26.0,5.324506070076392,None,Poultry manure,DCD,Woody peat,Intermittent ,59.983072894954326,MgO,2.4967368849582217,85.71817921396307,104.04360700000002,7.489010287694208,0.2171480506658554,0.1806389609905586,1000000.0
27.32884658064516,21.0,691.0,Windrow,Poultry manure,None,0.6292491869918699,1.0,58.0,12.033846492521596,51.0,0.425638522590773,1.0,44.889193863506826,5.225023086391782,None,Poultry manure,Ca-superphosphate,Green Waste,Intermittent ,50.40242573448965,Carbonatite,2.4967368849582217,112.07650605505776,105.14899500000004,9.547174865154991,0.5161535143852234,0.1731445981126627,20.359978841229378
27.32884658064516,48.0,31.0,Reactor,Poultry manure,None,0.6292491869918699,16.0,62.0,5.0,63.0,1.2846679468286826,1.0,29.393556255990283,7.268125655662592,None,Poultry manure,DCD,Soil,Intermittent ,50.370782813139485,MgCl₂,2.4967368849582217,25.499259929130684,106.00518200000006,8.932060657470197,0.3344297707080841,0.2012109164080268,1000000.0
27.32884658064516,25.0,1221.0,Reactor,Poultry manure,None,0.6292491869918699,18.0,55.0,8.261017214062493,122.0,1.117555024696281,1.0,24.384822064993678,9.359319784267118,None,Poultry manure,DCD,Straw,Intermittent ,34.83219128472621,Lime,2.4967368849582217,15.04576124159176,104.6411716666667,10.92167235888498,0.332487016916275,0.1546564847164989,1000000.0
27.32884658064516,36.0,30.0,Trough,Mature compost,None,0.6292491869918699,13.0,82.89876079818589,10.780199725531055,72.0,1.0994709678391372,1.0,41.58830484526928,2.8592817673415905,None,Poultry manure,Calcium magnesium phosphate fertilizer,None,Intermittent ,30.40679795252848,Labile carbon source,2.4967368849582217,103.83505469007054,104.75199866666672,9.24683054141526,0.2450607120990753,0.2124188032335611,22.30515185469987
27.32884658064516,6.0,1372.0,Reactor,Straw,None,0.6292491869918699,26.0,80.5076846926641,9.892512071841928,46.0,1.6020017032677158,1.0,15.0,7.567919333820573,None,Poultry manure,DCD,Soil,Intermittent ,47.07192319652128,MgCl₂,2.4967368849582217,78.42550015273457,106.69061100000005,7.146571506074382,0.2788896560668945,0.1686001542705055,1000000.0
27.32884658064516,55.0,44.0,Trough,Mature compost,None,0.6292491869918699,26.0,67.0,9.53512341701122,130.0,0.695561659475713,1.0,20.0,5.055137183446156,None,Poultry manure,Calcium magnesium phosphate fertilizer,Green Waste,Intermittent ,35.319101222923074,MgCl₂,2.4967368849582217,52.885407364375794,104.2654636666667,8.998807865287107,0.5083850622177124,0.2070830683888001,1000000.0
27.32884658064516,70.0,775.0,Reactor,Straw,None,0.6292491869918699,24.0,61.0,9.36934977298583,109.0,1.5492081430025062,1.0,27.0,9.70129046371258,None,Poultry manure,Gypsum,Straw,Intermittent ,52.43213501453629,Forsterite,2.4967368849582217,97.24400604504577,102.93318600000002,9.077583184786288,0.332487016916275,0.1522647341842277,1000000.0
27.32884658064516,51.0,415.0,Trough,Green waste,None,0.6292491869918699,5.0,60.0,9.961077366968103,127.0,1.2122673458676778,0.0,10.0,4.03700251463478,None,Poultry manure,Calcium magnesium phosphate fertilizer,Soil,Intermittent ,44.70986834460483,Urea,2.4967368849582217,25.4215290881938,104.57177300000004,8.763933582510539,0.1929097771644592,0.1304330085307321,1000000.0
27.32884658064516,19.0,451.0,Windrow,Byproduct,None,0.6292491869918699,23.0,80.3806047106797,10.312787967535716,19.0,1.267289799490727,1.0,19.0,4.735247055636696,None,Poultry manure,Calcium magnesium phosphate fertilizer,Green Waste,Intermittent ,31.089632116872583,Forsterite,2.4967368849582217,20.102973815147468,99.63608300000004,8.701281153280654,0.507676362991333,0.1975229581420758,1000000.0
27.32884658064516,11.0,1267.0,Trough,None,None,0.6292491869918699,4.0,61.0,8.0,69.0,1.863253776253396,0.0,36.0,5.332624336376184,None,Poultry manure,Ca-superphosphate,Soil,Intermittent ,44.49110977375254,Inorganic acid,2.4967368849582217,66.8499836833446,104.28641000000005,8.778858510377695,0.1929097771644592,0.1347767102240344,1000000.0
27.32884658064516,54.0,1120.0,Trough,None,None,0.6292491869918699,13.0,59.0,10.58792100027224,67.0,1.8246918536094168,1.0,15.807978997655004,6.37064783939733,None,Poultry manure,Biochar,None,Intermittent ,31.079509644019275,Ferric salt,2.4967368849582217,14.687751558195686,101.0703406666667,10.969204801511196,1.00738525390625,0.1717774530128172,1000000.0
27.328846580645163,4.0,652.0,Trough,Mature compost,None,0.6292491869918699,23.0,73.63061095451356,5.0,107.0,0.6789974268447863,1.0,34.0,3.691661244132757,None,Poultry manure,Biochar,Green Waste,Intermittent ,38.23424962489745,MgHPO₄,2.4967368849582217,80.98821189178632,104.233921,9.59088267413856,1.2500238418579102,0.162100917620064,1000000.0
