Additive_2,Additive_3,Material_3,Initial Moisture Content (%),Additive_4,Turning times,Initial GI (%),V2_Ventilation Interval (min), Composting Method,Material_2,V3_Ventilation Duration (min),Additive_1,M1_is Enclosed,Material_Main,V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Compost volume (m3),Initial pH,Initial C/N (%),Period (d),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
DCD,None,None,50.0,None,8.0,27.32884658064516,0.0,Trough,Green waste,0.0,Ca-superphosphate,1.0,Green waste,24.0,1.509642061338726,Continuous,4.3307141404866725,0.314,5.0,34.0,24.0,1.4280600332415827,47.85030848779396,106.73613500000002,7.355791983978048,0.5813384652137756,0.2434246166196672,1000000.0
Inorganic acid,None,Poultry manure,70.0,None,0.0,27.32884658064516,0.0,Trough,Plastic tube pieces,0.0,Mature compost,1.0,Green waste,0.0,0.0,None,4.055822834652183,0.314,7.0,36.0,42.0,1.4280600332415827,42.53422207892576,111.61221399999998,6.56750803278196,0.6602253317832947,0.2187083931253772,1000000.0
Mg(OH)₂,None,Straw,69.0,None,12.0,27.32884658064516,0.0,Trough,Plastic tube pieces,0.0,Carbonatite,0.0,Green waste,0.0,0.0,None,2.9559757249444827,0.314,6.0,34.0,76.0,1.4280600332415827,22.07629555255522,109.14072300000004,6.56750803278196,0.5927477478981018,0.1808841017160996,1000000.0
DCD,None,Byproduct,79.22382695201675,None,25.0,27.32884658064516,0.0,Trough,Woody peat,0.0,Sodium salt,1.0,Green waste,0.0,0.0,None,4.6084096213758965,0.314,5.0,33.39285915547952,35.0,1.4280600332415827,24.100127292432877,109.11392000000004,6.642142840338956,0.6595237851142883,0.2171511284973272,1000000.0
Inorganic acid,None,Green waste,73.21559027032197,None,11.0,27.32884658064516,0.0,Trough,Husk,0.0,Calcium magnesium phosphate fertilizer,1.0,Green waste,25.0,0.787537361443498,Continuous,3.302118503758759,0.314,4.426409853713809,39.0,47.0,1.4280600332415827,12.494988735702846,108.91544400000004,6.714319022498207,0.5870854258537292,0.2123108243269875,1000000.0
None,None,Green waste,66.0,None,28.0,27.32884658064516,0.0,Reactor,Woody peat,0.0,Ferric salt,1.0,Green waste,0.0,0.0,None,3.7537262038136734,0.314,5.0,34.0,83.0,1.4280600332415827,43.9940441219746,107.931017,6.565161149340946,0.6020774245262146,0.2029969159628747,1000000.0
Biochar,None,None,72.75804442040115,None,17.0,27.32884658064516,0.0,Windrow,Byproduct,0.0,Sodium phosphates,1.0,Green waste,0.0,0.0,None,4.515405141775549,0.314,7.0,35.0,125.0,1.4280600332415827,43.4473813355443,106.987149,6.683555807408292,0.5727661848068237,0.1755218362876299,1000000.0
Mg(OH)₂,None,Poultry manure,62.0,None,21.0,27.32884658064516,865.0,Trough,Green Waste,24.66071305273595,MgSO₄,1.0,Green waste,5.0,1.0612776511905075,Intermittent ,3.7874897433714825,0.314,6.0,41.3137875881748,123.0,1.4280600332415827,58.9985688765046,107.49718699999998,9.953013629595242,0.7613864541053772,0.1681285602028364,20.247379005402344
MgO,None,Green waste,69.0,None,1.0,27.32884658064516,0.0,Windrow,Woody peat,0.0,MgCl₂,1.0,Green waste,0.0,0.0,None,4.75392060062465,0.314,5.0,40.0,127.0,1.4280600332415827,27.92627393470758,108.245295,6.565161149340946,0.597338080406189,0.1979964031445716,1000000.0
Zeolite,None,Green waste,60.0,None,21.0,27.32884658064516,0.0,Windrow,Green Waste,0.0,Ferric salt,1.0,Green waste,0.0,0.0,None,2.0720382903239063,0.314,9.267211343936944,38.0,44.0,1.4280600332415827,26.372301976690945,105.221992,6.565161149340946,0.3197391331195831,0.181101456811871,1000000.0
Mg(OH)₂,None,Green waste,60.0,None,26.0,27.32884658064516,0.0,Trough,Plastic tube pieces,0.0,Lime,0.0,Green waste,0.0,0.0,None,2.273588350388362,0.314,7.0,39.0,40.0,1.4280600332415827,43.59010030886489,110.27824800000003,6.56750803278196,0.5781447291374207,0.1887011018301454,1000000.0
Potassium phosphate,None,Mature compost,71.82442993107887,None,0.0,27.32884658064516,0.0,Windrow,Straw,0.0,MgCl₂,1.0,Green waste,0.0,0.0,None,3.5151027115822653,0.314,8.0,34.0,86.0,1.4280600332415827,29.99306659377213,106.49409699999995,6.565161149340946,0.6020774245262146,0.1859417716099567,1000000.0
MgO,None,None,78.41274860423042,None,27.0,27.328846580645163,0.0,Reactor,Plastic tube pieces,0.0,Sodium salt,1.0,Green waste,0.0,0.0,None,2.2114886432397736,0.314,9.944865264718835,32.0,21.0,1.4280600332415827,47.554705966559496,105.339438,6.844088507195567,0.5844044089317322,0.2034376693073591,1000000.0
Mg(OH)₂,None,Mature compost,83.6305146453332,None,11.0,27.32884658064516,0.0,Reactor,Straw,0.0,Potassium phosphate,1.0,Green waste,0.0,0.0,None,4.146158770744665,0.314,11.335554832003208,39.0,61.0,1.4280600332415827,53.848444836804326,107.113071,6.56750803278196,0.5880168080329895,0.1987046440171931,1000000.0
None,None,Green waste,60.0,None,9.0,27.32884658064516,0.0,Reactor,Soil,0.0,Lime,1.0,Green waste,0.0,0.0,None,4.2074034448198585,0.314,10.14821929381106,40.0,30.0,1.4280600332415827,26.983365067700856,105.676918,7.12756152207612,0.6026590466499329,0.1824252403989281,1000000.0
DCD,None,Byproduct,71.71037864952952,None,17.0,28.927578857882686,0.0,Windrow,Sawdust,0.0,Mg(OH)₂,1.0,Green waste,27.0,1.8362257982742405,Continuous,3.933617098087823,0.314,6.0,40.1215614989824,62.0,1.4280600332415827,57.450944517640295,109.92104700000002,6.310191934399914,0.5105705261230469,0.2175217815891256,1000000.0
Ca-superphosphate,None,None,57.0,None,4.0,27.328846580645163,0.0,Windrow,None,0.0,Inorganic acid,1.0,Green waste,27.0,1.910709404525045,Continuous,2.833176612790393,0.314,6.0,38.0,48.0,1.4280600332415827,39.59850121160488,108.23567100000002,6.35160490146925,0.4677086472511291,0.2473243036779221,1000000.0
MgO,None,Mature compost,69.0,None,9.0,27.32884658064516,185.0,Windrow,Plastic tube pieces,6.764147240354723,Mg(OH)₂,1.0,Green waste,1.0,0.3886986036345576,Intermittent ,3.4333429294543203,0.314,7.0,34.0,103.0,1.4280600332415827,53.40179102466477,108.73103199999996,10.159033461916817,0.7998949885368347,0.1632437472606408,1000000.0
Calcium magnesium phosphate fertilizer,None,Mature compost,70.83666971727442,None,25.0,27.32884658064516,0.0,Trough,Husk,0.0,Biochar,1.0,Green waste,0.0,0.0,None,4.913644145745994,0.314,6.0,32.0,46.0,1.4280600332415827,29.053592039732525,107.22765700000004,6.56750803278196,0.633865475654602,0.2295333900085058,1000000.0
Ca-superphosphate,None,Poultry manure,54.41518270986861,None,23.0,27.32884658064516,0.0,Windrow,Straw,0.0,K₂SO₄,1.0,Green waste,0.0,0.0,None,1.7097694867889943,0.314,6.0,36.0,13.0,1.4280600332415827,41.537366711912085,112.00417300000004,5.658591007457856,0.4154990017414093,0.1974394544145426,1000000.0
Microbiological agent,None,Green waste,56.0,None,25.0,27.32884658064516,0.0,Reactor,Straw,0.0,MgO,1.0,Green waste,0.0,0.0,None,3.170388464963192,0.314,6.355026241735962,32.0,45.0,1.4280600332415827,24.78205002629058,109.98076700000004,6.565161149340946,0.6026590466499329,0.2273371438911103,1000000.0
MgSO₄,None,Straw,76.37732444787292,None,1.0,27.32884658064516,0.0,Reactor,Woody peat,0.0,Gypsum,1.0,Green waste,0.0,0.0,None,3.756973493249818,0.314,9.67578012508856,35.925460202063256,94.0,4.028505952447253,15.498557000549638,104.482923,1000000.0,1000000.0,1000000.0,1000000.0
Ca-superphosphate,None,Mature compost,69.0,None,1.0,27.32884658064516,0.0,Reactor,Byproduct,0.0,Mature compost,1.0,Green waste,0.0,0.0,None,3.551473554023283,0.314,8.059735167879406,35.0,13.0,1.4280600332415827,33.94150373601633,106.746486,5.658591007457856,0.4975795149803161,0.2379364419910779,1000000.0
DCD,None,Straw,64.0,None,1.0,27.32884658064516,0.0,Trough,Soil,0.0,Phosphogypsum,0.0,Green waste,0.0,0.0,None,4.660359364147318,0.314,7.0,42.03363276201751,64.0,1.4280600332415827,60.026550999391205,110.481324,6.56750803278196,0.5873152613639832,0.1888171131542895,16.206541436399124
Ca-superphosphate,None,Byproduct,69.0,None,11.0,27.32884658064516,961.0,Windrow,Straw,32.82313758251293,Calcium magnesium phosphate fertilizer,0.0,Green waste,23.0,0.8401538955721113,Intermittent ,3.1070956033520263,0.314,5.0,42.86099529465748,33.0,1.4280600332415827,61.20807436525588,110.91315200000004,8.999938069064521,0.5004703998565674,0.163580030819495,25.765680470273
Gypsum,None,Straw,62.0,None,8.0,27.32884658064516,19.0,Reactor,Soil,23.12069859613357,Lignite,1.0,Green waste,34.0,1.4215182545763732,Intermittent ,6.795121648778578,0.314,5.0,45.16586107426812,35.0,1.4280600332415827,64.49956106710403,104.98309899999998,8.781390473048102,0.8840625286102295,0.236017621849729,27.04540552796216
None,None,Straw,63.0,None,18.0,27.32884658064516,0.0,Windrow,Plastic tube pieces,0.0,Mature compost,0.0,Green waste,0.0,0.0,None,2.312868621599032,0.314,5.0,42.97984900353105,66.0,1.4280600332415827,61.37780459670076,109.16837100000002,6.565161149340946,0.3125001788139343,0.1612072202591818,21.31824603753562
Calcium magnesium phosphate fertilizer,None,Poultry manure,60.0,None,0.0,27.32884658064516,472.0,Reactor,Green Waste,33.61312277850489,Sand,1.0,Green waste,3.0,0.4144544010814239,Intermittent ,3.935152521601188,0.314,6.0,36.0,73.0,1.4280600332415827,48.88148763050678,110.50094499999996,8.859136980396464,0.7625789046287537,0.1891929286608415,1000000.0
Gypsum,None,Straw,59.0,None,6.0,27.32884658064516,0.0,Windrow,Green waste,0.0,MgCl₂,1.0,Green waste,17.0,1.4173721437210698,Continuous,2.090633129097334,0.314,7.0,42.91548649532972,47.0,1.4280600332415827,61.28589107109925,109.39349800000002,6.90610086002119,0.3910859823226928,0.2352198277344978,21.24181076613549
DCD,None,Green waste,72.82084604907095,None,4.0,27.32884658064516,913.0,Trough,Green Waste,1.0643651308071922,Labile carbon source,0.0,Green waste,36.0,0.31892256529973,Intermittent ,3.703837845801413,0.314,7.0,42.14145013088624,44.0,1.4280600332415827,60.18052067476191,109.27267300000004,5.965101832453744,0.6970072388648987,0.1323091191818575,21.117323343932405
MgSO₄,None,Straw,64.0,None,15.0,27.32884658064516,0.0,Trough,Soil,0.0,Labile carbon source,1.0,Green waste,0.0,0.0,None,3.0511341157390865,0.314,7.0,40.0,27.0,1.4280600332415827,22.559718631343458,110.63533500000004,7.188111752585724,0.6026590466499329,0.2247613987508289,1000000.0
DCD,None,Mature compost,54.0,None,28.0,27.32884658064516,0.0,Trough,Straw,0.0,K₂SO₄,1.0,Green waste,32.0,1.9549860716088043,Continuous,2.2641687544635163,0.314,7.0,34.0,101.0,1.4280600332415827,46.0896733016253,108.296397,6.2355571268429175,0.4424923956394195,0.2487034680175043,1000000.0
MgO,None,Poultry manure,82.83312607537013,None,8.0,27.328846580645163,0.0,Trough,Husk,0.0,MgSO₄,1.0,Green waste,0.0,0.0,None,3.756869748844559,0.314,7.260007459287636,42.1917924909717,107.0,1.4280600332415827,60.25241258717901,108.73302000000004,6.565161149340946,0.597338080406189,0.2169247065328547,16.986746395773846
DCD,None,Mature compost,80.55136480031595,None,5.0,27.32884658064516,813.0,Windrow,Byproduct,57.62640287269586,MgSO₄,0.0,Green waste,39.0,1.1741788135607067,Intermittent ,2.849124040404722,0.314,7.0,41.58669909543691,50.0,1.4280600332415827,59.38830289263733,108.63241500000004,6.457192778430817,0.8840625286102295,0.1465262181107345,21.717570392476777
Inorganic acid,None,Straw,58.0,None,18.0,27.328846580645163,1020.0,Reactor,Straw,50.68855050832978,MgSO₄,1.0,Green waste,41.0,0.8736119610211781,Intermittent ,3.924312688418301,0.314,6.950855368342053,44.7862309077432,122.0,1.4280600332415827,62.98576532820607,107.65949099999996,6.262383652274541,0.794613778591156,0.1592257514195988,1000000.0
Mg(OH)₂,None,Green waste,60.0,None,3.0,27.32884658064516,0.0,Windrow,None,0.0,Microbiological agent,1.0,Green waste,0.0,0.0,None,5.004232851933934,0.314,6.0,31.0,75.0,1.4280600332415827,46.20913796418291,106.424237,6.56750803278196,0.5927477478981018,0.2094244005492028,1000000.0
MgO,None,Straw,66.0,None,28.0,27.32884658064516,1111.0,Trough,Plastic tube pieces,59.986063769979104,Microbiological agent,1.0,Green waste,14.0,1.9670147494987904,Intermittent ,2.101792725933411,0.314,6.0,32.0,42.0,1.4280600332415827,55.09288202273836,110.87537300000004,10.159033461916817,0.7212415337562561,0.1862761243645724,1000000.0
Zeolite,None,Green waste,70.36229422990766,None,26.0,27.32884658064516,0.0,Windrow,Straw,0.0,Mature compost,0.0,Green waste,0.0,0.0,None,2.2001025723378467,0.314,6.0,34.0,86.0,1.4280600332415827,30.30912981799366,108.37358200000004,6.565161149340946,0.349996417760849,0.1752144534026986,1000000.0
Mg(OH)₂,None,None,64.54062337695993,None,9.0,27.32884658064516,0.0,Reactor,Woody peat,0.0,LB Culture,1.0,Green waste,0.0,0.0,None,3.468630809345334,0.314,6.0,45.04600836754797,115.0,1.4280600332415827,64.32840420676116,109.44582500000004,6.56750803278196,0.5910784006118774,0.2071783625094825,18.710642924118986
Inorganic acid,None,None,72.95989360534705,None,19.0,27.32884658064516,1294.0,Trough,Soil,54.141713965121696,Phosphogypsum,1.0,Green waste,11.0,1.3788528054977522,Intermittent ,4.251946046844079,0.314,5.0,39.0,44.0,1.4280600332415827,31.41293065875992,110.72701800000004,9.953013629595242,0.8701989054679871,0.1816557565103055,1000000.0
MgO,None,Poultry manure,71.74077057408726,None,25.0,27.32884658064516,0.0,Windrow,Green Waste,0.0,Forsterite,1.0,Green waste,0.0,0.0,None,3.4099729481528627,0.314,7.0,42.71663082075988,56.0,1.4280600332415827,61.00191322986277,110.98779700000004,6.565161149340946,0.5992382168769836,0.1817378126670865,21.25035108157514
Mg(OH)₂,None,None,57.0,None,24.0,27.32884658064516,538.0,Trough,Soil,22.117304000121784,Zeolite,1.0,Green waste,33.0,0.4542745217757558,Intermittent ,2.123171463928273,0.314,7.0,36.0,126.0,1.4280600332415827,26.294638372045945,108.84359799999996,8.362581024454238,0.773127555847168,0.1428320291003588,1000000.0
Ca-superphosphate,None,None,72.78048393920184,None,15.0,27.328846580645163,371.0,Trough,Soil,14.580774382221826,Sulfur,1.0,Green waste,31.0,0.8293858585721308,Intermittent ,4.086729993907561,0.314,6.999999999999999,39.0,92.0,1.4280600332415827,44.54128103266675,107.78478799999996,7.539146406601958,0.4251744151115417,0.180316051802117,1000000.0
Calcium magnesium phosphate fertilizer,None,None,73.20574211813911,None,10.0,27.32884658064516,0.0,Reactor,Plastic tube pieces,0.0,K₂SO₄,1.0,Green waste,0.0,0.0,None,2.7196739574721898,0.314,7.0,40.20672619081783,62.0,1.4280600332415827,43.640580530819065,111.061438,6.56750803278196,0.586601197719574,0.2132399558520426,1000000.0
Ca-superphosphate,None,Poultry manure,70.0,None,2.0,27.32884658064516,0.0,Windrow,Husk,0.0,Potassium phosphate,0.0,Green waste,0.0,0.0,None,3.7022780472978263,0.314,6.0,38.0,55.0,1.4280600332415827,52.218636580272864,110.44064900000004,6.683555807408292,0.4303328096866607,0.1701237621343697,1000000.0
Gypsum,None,Poultry manure,83.61683026454243,None,21.0,27.32884658064516,0.0,Windrow,Straw,0.0,Lime,0.0,Green waste,0.0,0.0,None,4.572525239271789,0.314,5.0,40.17631801040854,31.0,1.4280600332415827,57.37419403346841,108.719172,6.56750803278196,0.6602253317832947,0.1736483110943882,27.74797416728593
Inorganic acid,None,Green waste,67.52654920658685,None,31.0,27.32884658064516,590.0,Reactor,Green Waste,21.226002851346088,Sodium salt,1.0,Green waste,25.0,1.5313910915070188,Intermittent ,3.5327047070320106,0.314,10.347775526448077,44.26105230317989,46.0,1.4280600332415827,63.00705732676513,104.80625899999995,9.039196758174125,0.8701989054679871,0.1622406066014542,1000000.0
Potassium phosphate,None,Mature compost,84.01753719794277,None,13.0,27.32884658064516,0.0,Reactor,Green Waste,0.0,Phosphogypsum,1.0,Green waste,48.0,0.4073088491545653,Continuous,3.204490815071237,0.314,5.0,34.0,61.0,1.4280600332415827,44.46416232792667,106.595715,5.1128538434931405,0.6247087121009827,0.2096868967424446,1000000.0
Biochar,None,Byproduct,64.0,None,17.0,27.328846580645163,39.0,Windrow,Plastic tube pieces,33.403306875567054,Clay,1.0,Green waste,27.0,1.5780035742734295,Intermittent ,4.663422742201062,0.314,7.0,41.67589146094858,74.0,1.4280600332415827,59.515674945094815,106.69343399999995,7.613781214158955,0.6245065331459045,0.2012888126186654,20.762077178251637
None,None,Straw,75.60509183397895,None,6.0,27.32884658064516,0.0,Windrow,Straw,0.0,Labile carbon source,0.0,Green waste,0.0,0.0,None,3.434152329280701,0.314,6.0,32.0,46.0,1.4280600332415827,31.80702480567718,109.04945800000004,6.565161149340946,0.6026590466499329,0.1934357248590454,1000000.0
Biochar,None,Byproduct,56.744359063079415,None,29.0,27.328846580645163,0.0,Trough,Plastic tube pieces,0.0,MgSO₄,1.0,Green waste,0.0,0.0,None,4.1397955341950174,0.314,7.322759610126955,34.0,34.0,1.4280600332415827,55.81647248343621,110.25803600000005,6.758190614965289,0.6605454087257385,0.2215357683685794,1000000.0
None,None,None,63.0,None,5.0,27.32884658064516,0.0,Reactor,Soil,0.0,Urea,1.0,Green waste,0.0,0.0,None,2.8724078186398923,0.314,6.0,35.0,130.0,1.4280600332415827,46.06481969106146,108.51550300000002,6.565161149340946,0.6020774245262146,0.233562238654158,1000000.0
MgSO₄,None,None,64.0,None,0.0,27.32884658064516,0.0,Trough,Straw,0.0,Lime,1.0,Green waste,0.0,0.0,None,3.0913926593364405,0.314,5.0,42.31302941152616,115.0,1.4280600332415827,60.42554618797611,109.455736,6.565161149340946,0.6020774245262146,0.2228435003930646,17.7302128275622
MgSO₄,None,None,58.0,None,15.0,27.328846580645163,1014.0,Reactor,Husk,58.70317465991937,MgSO₄,1.0,Green waste,34.0,2.3218604710942103,Intermittent ,2.389674350756973,0.314,7.317502554595748,41.448436337822415,129.0,1.4280600332415827,59.190855374402304,107.491227,8.820826428149903,0.6655372381210327,0.1640024503290157,22.106413219176392
Calcium magnesium phosphate fertilizer,None,None,58.52010083993531,None,7.0,27.32884658064516,0.0,Reactor,Soil,0.0,Organic acid,1.0,Green waste,0.0,0.0,None,1.4937676826049475,0.314,5.0,36.0,125.0,1.6809075239490716,23.001105844354107,109.89742900000005,1000000.0,1000000.0,1000000.0,1000000.0
Calcium magnesium phosphate fertilizer,None,Byproduct,74.84474761902246,None,10.0,27.32884658064516,968.0,Reactor,Sawdust,52.95689132635623,Labile carbon source,1.0,Green waste,35.0,0.472467237341353,Intermittent ,4.2481135416325255,0.314,6.0,34.0,112.0,1.4280600332415827,41.50741972388415,107.82605999999996,7.79984050442199,0.7688999772071838,0.1519050087196234,1000000.0
None,None,Mature compost,51.99999999999999,None,19.0,27.32884658064516,0.0,Windrow,Soil,0.0,Sodium phosphates,1.0,Green waste,18.0,1.166317154685625,Continuous,3.170004561506576,0.314,5.0,38.0,39.0,1.4280600332415827,32.97146430108665,108.32293600000004,6.903753976580179,0.5269795060157776,0.2190173741016036,1000000.0
Calcium magnesium phosphate fertilizer,None,Byproduct,61.0,None,29.0,27.32884658064516,0.0,Windrow,Woody peat,0.0,Lime,0.0,Green waste,0.0,0.0,None,2.1499184511260268,0.314,7.0,45.34915020655088,111.0,1.4280600332415827,64.76130895144458,108.89123800000002,6.642142840338956,0.4733761847019195,0.1674152093063236,20.580483786639345
Gypsum,None,Byproduct,59.0,None,16.0,27.32884658064516,0.0,Reactor,Green Waste,0.0,Labile carbon source,1.0,Green waste,0.0,0.0,None,2.377403014560989,0.314,6.0,41.57090746684402,110.0,1.4280600332415827,59.36575149898403,108.68870900000002,6.642142840338956,0.4753668904304504,0.2267615021563685,16.274784843840024
Gypsum,None,Green waste,52.0,None,1.0,27.32884658064516,0.0,Trough,Soil,0.0,K₂SO₄,0.0,Green waste,0.0,0.0,None,9.91069020686121,0.314,6.0,36.0,39.0,1.4280600332415827,21.418851301057018,104.935054,6.56750803278196,0.6602253317832947,0.1415444351235656,1000000.0
MgO,None,None,68.0,None,16.0,27.32884658064516,0.0,Trough,Sawdust,0.0,Zeolite,1.0,Green waste,0.0,0.0,None,5.0979654108715815,0.314,7.0,31.0,119.0,1.4280600332415827,46.712693543720974,107.54156799999998,6.565161149340946,0.597338080406189,0.2092832516879146,1000000.0
Calcium magnesium phosphate fertilizer,None,Straw,62.0,None,17.0,27.328846580645163,0.0,Windrow,Green Waste,0.0,Microbiological agent,0.0,Green waste,0.0,0.0,None,2.337048423897947,0.314,11.239161236552338,35.0,60.0,1.4280600332415827,14.960955957051496,106.98830200000002,6.56750803278196,0.4875219762325287,0.1660756383452954,1000000.0
None,None,Green waste,78.15159058698018,None,23.0,27.32884658064516,0.0,Trough,Woody peat,0.0,Calcium magnesium phosphate fertilizer,1.0,Green waste,0.0,0.0,None,3.567015994384932,0.314,5.0,32.0,36.0,1.4280600332415827,53.32984164545593,109.65176700000002,6.565161149340946,0.6026590466499329,0.2230962264766895,1000000.0
MgSO₄,None,Byproduct,79.51941321670965,None,26.0,27.32884658064516,0.0,Windrow,None,0.0,MgHPO₄,1.0,Green waste,0.0,0.0,None,3.4967695861869093,0.314,5.0,44.59826519943714,65.0,1.4280600332415827,63.689000083225125,109.10031800000004,6.690532827595431,0.5842695236206055,0.1894725051033484,1000000.0
Biochar,None,None,76.04818748480227,None,0.0,27.32884658064516,0.0,Trough,Woody peat,0.0,K₂SO₄,0.0,Green waste,0.0,0.0,None,3.43260950576858,0.314,8.0,35.0,105.0,1.4280600332415827,46.48252940130874,106.07923100000002,6.683555807408292,0.5727661848068237,0.1730178499431693,1000000.0
None,None,Byproduct,52.0,None,10.0,27.32884658064516,0.0,Windrow,Plastic tube pieces,0.0,MgCl₂,1.0,Green waste,0.0,0.0,None,3.164157218672065,0.314,5.0,45.02941403034181,73.0,1.4280600332415827,64.30470649701891,108.290614,6.690532827595431,0.6025716066360474,0.1848620410131606,20.87216344679805
Gypsum,None,Straw,64.0,None,1.0,27.32884658064516,0.0,Reactor,Green waste,0.0,Calcium magnesium phosphate fertilizer,1.0,Green waste,0.0,0.0,None,2.6298471292732843,0.314,5.0,29.0,132.0,1.4280600332415827,14.992572638795515,106.835465,6.56750803278196,0.5684486031532288,0.2390274876447475,1000000.0
Calcium magnesium phosphate fertilizer,None,None,53.99999999999999,None,13.0,27.32884658064516,0.0,Trough,Green Waste,0.0,Lime,1.0,Green waste,0.0,0.0,None,3.5079786124857635,0.314,7.0,36.0,38.0,1.4280600332415827,11.811419726256688,110.469404,6.56750803278196,0.6588097214698792,0.2168858351750281,1000000.0
Microbiological agent,None,Byproduct,69.0,None,2.0,27.32884658064516,0.0,Windrow,None,0.0,Lignite,1.0,Green waste,0.0,0.0,None,3.984104471294212,0.314,5.0,34.0,67.0,1.4280600332415827,34.48978261533698,108.368991,6.690532827595431,0.5723196268081665,0.1953307187706677,1000000.0
Gypsum,None,Mature compost,50.0,None,18.0,27.32884658064516,0.0,Trough,Plastic tube pieces,0.0,Lime,1.0,Green waste,0.0,0.0,None,2.627107516629953,0.314,6.0,32.0,29.0,1.4280600332415827,35.6874004622195,110.20555600000004,7.1904586360267375,0.6602253317832947,0.2311234127937109,1000000.0
DCD,None,Mature compost,70.0,None,21.0,27.32884658064516,0.0,Reactor,Woody peat,0.0,Potassium phosphate,1.0,Green waste,54.0,1.5272071723703262,Continuous,2.810373568776428,0.314,5.0,37.0,127.0,1.4280600332415827,10.78709301345076,106.043847,6.976589518936589,0.5053203105926514,0.2452816091505993,1000000.0
Zeolite,None,Green waste,55.0,None,2.0,27.32884658064516,0.0,Reactor,Soil,0.0,Sodium phosphates,1.0,Green waste,0.0,0.0,None,4.101959738770487,0.314,5.0,36.0,33.0,1.4280600332415827,16.08078767926564,109.51347200000002,6.565161149340946,0.6026590466499329,0.2144623671964932,1000000.0
Gypsum,None,Poultry manure,63.0,None,8.0,27.32884658064516,0.0,Windrow,Green Waste,0.0,Urea,0.0,Green waste,0.0,0.0,None,2.322703520525267,0.314,10.423426894252849,35.0,19.0,1.4280600332415827,37.72732320331375,106.41767600000004,7.956983491647295,0.5781447291374207,0.1489551804046552,1000000.0
Ca-superphosphate,None,Poultry manure,57.0,None,23.0,27.32884658064516,0.0,Reactor,Woody peat,0.0,Sodium salt,1.0,Green waste,20.0,1.7047068716386016,Continuous,3.5836922030783915,0.314,5.0,36.0,110.0,1.4280600332415827,25.86154248963737,107.405594,7.022148634647523,0.3874159157276153,0.2345625156423882,1000000.0
Microbiological agent,None,Mature compost,66.0,None,17.0,27.32884658064516,1386.0,Windrow,Soil,33.32103393224201,Inorganic acid,1.0,Green waste,28.0,0.9825858140408864,Intermittent ,4.269133167066371,0.314,7.0,39.0,31.0,1.4280600332415827,52.33741009309776,107.798353,9.150736955838893,0.8076475858688354,0.1651275441960788,1000000.0
MgO,None,None,59.0,None,0.0,27.328846580645163,0.0,Trough,Sawdust,0.0,Lime,1.0,Green waste,0.0,0.0,None,4.825440530276325,0.314,6.999999999999999,34.0,76.0,1.4280600332415827,23.900403886153004,109.547245,6.565161149340946,0.5990074276924133,0.2092258686399143,1000000.0
MgSO₄,None,Straw,57.0,None,22.0,27.32884658064516,0.0,Trough,None,0.0,Inorganic acid,1.0,Green waste,11.0,1.503631748458926,Continuous,3.0798877283453443,0.314,6.0,45.32715024138048,21.0,1.4280600332415827,64.72989168045203,107.98530200000005,6.938304381446041,0.5269795060157776,0.2376048517343102,25.932821010956427
Ca-superphosphate,None,Byproduct,68.0,None,13.0,27.32884658064516,0.0,Windrow,None,0.0,MgO,1.0,Green waste,0.0,0.0,None,2.1348824894264222,0.314,5.0,39.0,20.0,1.4280600332415827,12.730426421960072,110.58131200000004,6.83010498198949,0.4154990017414093,0.1939583497097597,1000000.0
None,None,Straw,73.92408003205307,None,8.0,27.32884658064516,903.0,Windrow,None,3.6915453428131215,None,0.0,Green waste,40.0,0.3942025372290969,Intermittent ,3.327602223058298,0.314,6.0,41.013828780732894,45.0,1.4280600332415827,58.570209691978,108.60900200000006,6.793774908619728,1.1780879497528076,0.1519697251720135,22.355464620966988
Inorganic acid,None,Mature compost,70.89352714187365,None,5.0,27.32884658064516,0.0,Windrow,Sawdust,0.0,Forsterite,1.0,Green waste,0.0,0.0,None,4.299353283509518,0.314,7.0,33.0,99.0,1.4280600332415827,42.90189643607267,108.105294,6.56750803278196,0.5910784006118774,0.2017947632110185,1000000.0
MgO,None,Byproduct,54.0,None,14.0,27.32884658064516,0.0,Windrow,Byproduct,0.0,Carbonatite,1.0,Green waste,0.0,0.0,None,3.174384930619403,0.314,7.0,35.0,44.0,1.4280600332415827,23.360530841940434,111.28339700000002,6.690532827595431,0.6664850115776062,0.200606288841104,1000000.0
DCD,None,Green waste,56.0,None,17.0,27.32884658064516,0.0,Reactor,None,0.0,MgO,1.0,Green waste,29.0,0.7263567912110502,Continuous,2.7272428684085748,0.314,7.0,40.0,120.0,1.4280600332415827,7.034730570124315,106.913047,6.2355571268429175,0.507317841053009,0.2423459964574052,1000000.0
MgO,None,None,65.0,None,13.0,27.328846580645163,0.0,Trough,Byproduct,0.0,Lime,1.0,Green waste,0.0,0.0,None,2.361968567521101,0.314,7.0,35.0,85.0,1.4280600332415827,12.816909159617772,109.641759,6.565161149340946,0.5042564868927002,0.2292628756180293,1000000.0
