Additive_3,Additive_4,Material_3,V4_Ventilation Day,Initial GI (%),Material_Main,V3_Ventilation Duration (min), Composting Method,Compost volume (m3),M1_is Enclosed,Turning times,Period (d),Initial Moisture Content (%),Application Rate (%DW),Initial pH,V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Material_2,V2_Ventilation Interval (min),Additive_1,Initial C/N (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
None,None,Byproduct,15.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,29.0,82.0,83.18748585067006,4.406974017340109,9.405458540483927,Continuous,1.5186078287211449,DCD,Husk,0.0,Sodium phosphates,20.0,2.1457865217391303,60.15858114727301,109.88585700000004,9.582659947488402,0.2764493525028229,0.2057577325013745,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,26.0,26.0,63.0,8.416955749552422,8.0,None,0.0,DCD,Straw,0.0,Potassium phosphate,26.0,2.1457865217391303,82.49345624073663,107.27610800000006,10.574745223469154,0.3882769346237182,0.2385352152967402,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,7.0,29.0,78.01609588515888,2.282614248459505,8.0,None,0.0,Biochar,Sawdust,0.0,Sand,10.0,2.1457865217391303,25.964892308001613,108.49548500000004,9.12521299409525,0.1970152705907821,0.2640929885997284,1000000.0
None,None,None,17.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,31.0,71.0,58.0,6.903313787756407,8.0,Continuous,0.3799126187447776,Ca-superphosphate,Byproduct,0.0,Sulfur,44.53370438393162,2.1457865217391303,95.37112491764624,107.40237000000003,9.64676575402279,0.4293630719184875,0.222490270580325,1000000.0
None,None,Poultry manure,24.0,27.32884658064516,Sewage sludge,9.786309993911877,Windrow,4.210797122302158,1.0,27.0,116.0,79.72078367302157,3.9476935348263,11.874451710931645,Intermittent ,0.8691192331107422,DCD,Green Waste,943.0,Urea,30.0,2.1457865217391303,26.475225240379974,106.59397999999996,15.458313931345328,1.1547635793685913,0.1411852647903541,1000000.0
None,None,Mature compost,0.0,27.328846580645163,Sewage sludge,0.0,Trough,4.210797122302158,0.0,3.0,120.0,80.44159866628007,5.880874325058657,5.0,None,0.0,Biochar,Sawdust,0.0,Sand,18.0,2.1457865217391303,51.422045800641136,108.49548500000004,6.981693453889206,0.283952385187149,0.1824831310833369,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,14.0,31.0,68.0,5.125266236084012,8.0,None,0.0,Calcium magnesium phosphate fertilizer,Woody peat,0.0,Urea,27.0,2.1457865217391303,36.51029673520736,108.80049800000003,10.665356161836144,0.2323761284351349,0.2091802614657522,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,4.0,82.0,63.0,7.682980436565026,8.0,None,0.0,DCD,Woody peat,0.0,Sulfur,38.0,2.1457865217391303,43.40580614739715,108.56659000000003,8.76486264787652,0.955158531665802,0.2034291913219862,1000000.0
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,31.0,60.0,82.3690550396295,6.905707007946284,10.0286372118741,None,0.0,DCD,Green Waste,0.0,Potassium phosphate,12.0,2.1457865217391303,77.70085879531253,107.23277000000006,9.269507758430318,0.6743130683898926,0.2268204019044633,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,25.0,90.0,63.0,4.719897014508042,8.472526122310672,None,0.0,Calcium magnesium phosphate fertilizer,Sawdust,0.0,Potassium phosphate,42.76004238092061,2.1457865217391303,91.75392260997344,107.61716600000008,10.104318759896946,0.2008752822875976,0.1941789075855143,26.331960786176936
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,2.0,40.0,82.53946519999721,3.0186046806089584,8.0,None,0.0,Biochar,Byproduct,0.0,Sand,26.0,2.1457865217391303,14.060358457269189,108.49548500000004,5.01888221895135,0.5589190721511841,0.2213877929921391,1000000.0
None,None,Straw,1.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,10.0,31.0,57.0,7.279360743998279,7.0,Continuous,1.9620931148962448,Biochar,Husk,0.0,Zeolite,36.0,2.1457865217391303,42.03841570639068,109.55585400000004,7.959366604221903,0.1721022129058838,0.2310762003808515,1000000.0
None,None,Green waste,26.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,16.0,81.0,70.49999280292545,7.215468906130112,8.162067356571335,Continuous,3.496341897947944,DCD,Green waste,0.0,Sand,37.0,2.1457865217391303,65.04823663642136,109.96779700000005,9.289507198817969,0.527287483215332,0.2197588670099514,1000000.0
None,None,None,23.0,27.328846580645163,Sewage sludge,56.882295639545845,Windrow,4.210797122302158,0.0,20.0,67.0,64.0,9.884631529688097,7.0,Intermittent ,1.2227103411783204,Zeolite,Woody peat,752.0,Zeolite,18.0,2.1457865217391303,10.794036392310534,101.320599,17.680089140344936,0.8281360864639282,0.1687939484105188,1000000.0
None,None,Mature compost,8.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,31.0,114.0,63.0,8.856081963985567,8.746266697159346,Continuous,1.0184825642761068,DCD,Green waste,0.0,Sulfur,41.9400272839213,2.1457865217391303,89.99434526720972,109.82604600000003,9.365321225355608,0.5410334467887878,0.2237830627221225,26.997548338757664
None,None,Green waste,9.0,27.641050790865524,Sewage sludge,43.871744112803775,Windrow,4.210797122302158,0.0,7.0,42.0,61.0,0.9656668219702532,6.6998377217814165,Intermittent ,0.8572880025170271,Biochar,Green Waste,1107.0,Potassium phosphate,12.0,2.1457865217391303,81.33278634050676,105.1068545,13.595294648980795,0.9811022877693176,0.1387082472697614,1000000.0
None,None,Mature compost,43.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,4.0,117.0,68.0,4.549465656695007,11.311160017915904,Continuous,1.923064883009451,DCD,Sawdust,0.0,Sand,43.393201318827046,2.1457865217391303,93.11254652505173,109.75192700000004,8.272428421127257,0.9992959499359132,0.161222592150406,28.59421595801442
None,None,Byproduct,0.0,27.328846580645163,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,19.0,95.0,74.29391359897761,7.955058448343509,10.778389647361784,None,2.055952383262956,Biochar,None,0.0,Urea,20.0,2.1457865217391303,15.157192272760128,110.32239400000002,8.243538044485057,0.1528448611497879,0.2342668651547793,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,20.0,30.0,50.0,3.2756673153795206,9.056484355172811,None,0.0,Calcium magnesium phosphate fertilizer,None,0.0,Sulfur,23.0,2.1457865217391303,73.63724094475236,108.52827800000004,10.66680226331174,0.1854896545410156,0.1909714509201258,1000000.0
None,None,Straw,5.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,2.0,127.0,57.0,3.2783168828227964,8.0,Continuous,0.7308501544514301,Gypsum,Soil,0.0,Urea,12.0,2.1457865217391303,85.39423955030047,108.03920000000004,6.724076248924834,1.0053606033325195,0.1973599326705062,1000000.0
None,None,Straw,10.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,21.0,79.0,70.0,8.790388457412556,10.42678489790811,Continuous,1.9083361898634377,Calcium magnesium phosphate fertilizer,Byproduct,0.0,Potassium phosphate,16.0,2.1457865217391303,44.35140199108212,108.88273700000003,7.7043437967599635,0.4443517625331878,0.1948465427350451,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,3.0,126.0,70.0,8.240067780125315,11.177537845743018,None,0.0,Calcium magnesium phosphate fertilizer,Woody peat,0.0,Sodium salt,23.0,2.1457865217391303,35.82761011996794,108.80049800000003,7.717380939249323,0.8920711874961853,0.2019628347318129,1000000.0
None,None,Green waste,24.0,27.32884658064516,Sewage sludge,28.3468185982112,Reactor,4.210797122302158,1.0,11.0,120.0,82.45177361724268,4.12459518092905,10.47422318587408,Intermittent ,1.4450776158131111,Calcium magnesium phosphate fertilizer,None,932.0,Zeolite,24.0,2.1457865217391303,11.765651396550728,106.41608699999998,15.769566076509555,0.667194664478302,0.1528394785921589,1000000.0
None,None,Green waste,23.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,11.0,110.0,64.0,9.276208030781742,8.0,Continuous,1.6716902528299156,Gypsum,None,0.0,Sand,35.0,2.1457865217391303,62.59709210724516,107.44026100000002,9.365321225355608,0.994305431842804,0.2153064049518327,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,6.0,99.0,78.34770580361489,5.157598250518319,5.0,Continuous,1.092784238613448,Calcium magnesium phosphate fertilizer,Green waste,0.0,Sand,37.0,2.1457865217391303,83.73251348182035,109.93605600000002,9.003109989044857,1.078629970550537,0.1842253446475202,1000000.0
None,None,Byproduct,35.0,27.32884658064516,Sewage sludge,23.58153808438526,Windrow,4.210797122302158,0.0,11.0,86.0,56.0,2.174734479020092,5.0,Intermittent ,0.6269248823963787,Calcium magnesium phosphate fertilizer,Byproduct,571.0,Sodium salt,45.25758000877633,2.1457865217391303,97.11310518936256,107.05188599999998,15.22337293130007,0.8467780351638794,0.1305908245993961,24.375262681022583
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,20.0,99.0,66.0,4.878173450279029,11.248551930306837,None,0.0,Calcium magnesium phosphate fertilizer,Sawdust,0.0,Sodium phosphates,21.0,2.1457865217391303,55.58636885538552,108.49668800000003,9.79071273358702,0.2008752822875976,0.2236530706491939,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,14.0,132.0,51.0,3.0930117827494907,11.931870116832524,None,0.0,Calcium magnesium phosphate fertilizer,Soil,0.0,Sodium salt,27.0,2.1457865217391303,57.348777826556486,108.52251800000003,10.663565555317554,0.2353250831365585,0.2208821652278011,1000000.0
None,None,Straw,36.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,6.0,129.0,62.0,9.3930071943691,11.86294472248464,Continuous,1.8806409019107608,Ca-superphosphate,Byproduct,0.0,Sodium phosphates,41.96408867948773,2.1457865217391303,90.04597588551039,108.62991600000004,9.14608199583444,1.1582833528518677,0.1955882231689936,26.039362920255115
None,None,Straw,7.0,27.328846580645163,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,17.0,94.0,65.0,8.725696917137984,8.990915221526256,Continuous,1.3306223013587282,Calcium magnesium phosphate fertilizer,Sawdust,0.0,Urea,20.0,2.1457865217391303,84.8922980107704,109.77583600000004,9.826246755701185,0.1549654901027679,0.2099340202782431,1000000.0
None,None,None,27.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,31.0,111.0,66.0,4.707789714568046,8.540812966788906,Continuous,1.514704495237327,Biochar,Soil,0.0,Sulfur,21.0,2.1457865217391303,55.40884693225045,109.95379400000002,7.709653265282466,0.1036828160285949,0.1795098349396053,1000000.0
None,None,Green waste,44.0,27.32884658064516,Sewage sludge,2.160235914318421,Trough,4.210797122302158,1.0,25.0,120.0,57.0,9.179120310958387,7.000000000000001,Continuous,1.849851085593752,Biochar,Straw,0.0,Sulfur,43.62577948939925,2.1457865217391303,93.61160962871632,109.85975400000002,8.06697513329604,0.1014251261949539,0.2050369587472564,26.496617811095767
None,None,Poultry manure,23.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,24.0,119.0,70.20128682832035,9.035435496217548,10.34746261955202,Continuous,1.77238866734123,Calcium magnesium phosphate fertilizer,Woody peat,0.0,Sodium salt,24.0,2.1457865217391303,35.09111091469257,109.87862600000004,9.896190430117494,0.1370208263397216,0.1811975676595803,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,17.0,45.0,68.0,4.192511517421806,8.0,None,0.0,Biochar,Soil,0.0,Sodium phosphates,21.0,2.1457865217391303,65.58335457971347,108.49548500000004,9.217469096277457,0.1715638935565948,0.2295449772610675,1000000.0
None,None,Straw,14.0,27.328846580645163,Sewage sludge,0.0,Trough,4.210797122302158,0.0,6.0,49.0,59.0,5.575425778158741,7.0,Continuous,0.8598065583508119,Ca-superphosphate,Husk,0.0,Sulfur,36.0,2.1457865217391303,41.52914822126119,107.68557000000004,9.461495441906496,0.8414443731307983,0.2099637376802055,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,10.0,60.0,63.0,9.983335664101311,10.132290450496756,None,0.0,Calcium magnesium phosphate fertilizer,Woody peat,0.0,Sodium phosphates,28.0,2.1457865217391303,16.84649028364686,108.80049800000003,10.557747632762007,0.8194957375526428,0.1603026223585605,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,20.0,84.0,77.02028678754283,9.940907095841885,8.070356413448575,None,0.7664539630665631,Biochar,Soil,0.0,Urea,21.0,2.1457865217391303,66.12060640332494,109.09934400000004,8.172525479933192,0.1715638935565948,0.2569495228577132,1000000.0
None,None,Straw,23.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,20.0,34.0,80.84136643838757,6.144942523194687,9.215594294229431,Continuous,1.1025171849364874,Biochar,Byproduct,0.0,Urea,35.0,2.1457865217391303,84.83735954894895,109.81320400000004,8.048405041055991,0.4139467179775238,0.2037531004502779,1000000.0
None,None,Mature compost,31.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,2.0,31.0,64.0,6.292902727925716,11.75837767381384,Continuous,1.630307979954596,DCD,Byproduct,0.0,Sand,23.0,2.1457865217391303,77.66273627113254,109.57600000000002,6.127331249165748,1.2951457500457764,0.2132748391081302,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,14.0,43.0,55.0,5.553379064175585,10.657836655887705,None,0.0,Calcium magnesium phosphate fertilizer,Green Waste,0.0,Sodium salt,22.0,2.1457865217391303,74.0871226654472,108.52827800000004,9.79071273358702,0.5076850056648254,0.2403841238669729,1000000.0
None,None,Straw,8.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,22.0,47.0,75.88425299854742,7.884555756745546,6.0,Continuous,0.5591830198698877,Calcium magnesium phosphate fertilizer,Woody peat,0.0,Urea,40.0,2.1457865217391303,26.00386606554339,109.11492600000004,9.891613305191958,0.1522760391235351,0.2032680888211695,1000000.0
None,None,Poultry manure,31.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,6.0,89.0,79.86912288105214,4.050086054739005,11.258369289881127,Continuous,0.9104178068791822,Biochar,Soil,0.0,Sodium salt,44.79847160681969,2.1457865217391303,96.1279565684268,109.04240400000003,7.787438103986823,0.1336749047040939,0.1869373320350914,27.44242935024059
None,None,Poultry manure,12.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,6.0,36.0,63.0,5.822057008875579,5.0,Continuous,0.2491340377313777,DCD,Woody peat,0.0,Sand,37.0,2.1457865217391303,24.10691904302941,108.90251600000003,10.17667813050243,0.9886695742607116,0.2132558346207164,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,31.0,20.0,52.0,2.0148322250443105,7.0,None,0.0,Biochar,Green waste,0.0,Zeolite,41.04956076741522,2.1457865217391303,88.08359421803098,108.13758500000004,9.50291529164978,0.3169834613800049,0.2390270964607917,29.798963569634655
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,2.0,128.0,75.48336088843018,3.137379737584016,8.31440478483427,None,0.0,Calcium magnesium phosphate fertilizer,Byproduct,0.0,Urea,13.0,2.1457865217391303,12.98267389383866,108.52827800000004,2.8107871200481105,1.082019567489624,0.239943332939214,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,14.0,70.0,72.39745248371466,5.871683162795736,5.0,None,0.0,Biochar,None,0.0,Sand,39.0,2.1457865217391303,82.5082465967531,108.49548500000004,9.50291529164978,0.1528448611497879,0.2167163374147431,1000000.0
None,None,Green waste,38.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,6.0,92.0,59.0,9.818911177166765,9.41223643195664,Continuous,1.120871033480579,Gypsum,Green waste,0.0,Sulfur,29.0,2.1457865217391303,71.52500563654742,107.24649000000004,9.893384905777664,1.2496881484985352,0.2076281439734088,1000000.0
None,None,Poultry manure,13.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,2.0,40.0,76.15204720768774,4.048789541407653,8.0,Continuous,1.1930730474798823,DCD,Woody peat,0.0,Zeolite,15.0,2.1457865217391303,75.13603751954093,109.58854600000002,6.239235987633898,0.998894453048706,0.1950827589769719,1000000.0
None,None,Poultry manure,0.0,27.47350973604384,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,5.0,73.0,69.0,9.5029544778398,12.016748173168804,None,0.0,Calcium magnesium phosphate fertilizer,Green waste,0.0,Urea,11.0,2.1457865217391303,26.24493224222965,108.52827800000004,10.161033808975729,0.9778165817260742,0.2549680070865172,1000000.0
None,None,None,24.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,7.0,82.0,61.0,8.42777831042538,8.30342547364971,Continuous,1.8403225704598545,DCD,Soil,0.0,Urea,39.0,2.1457865217391303,64.9114182766482,110.00650600000004,9.429641196516553,0.9982997179031372,0.1745956490566335,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,8.0,121.0,75.13536359100118,4.552640869245154,8.0,None,0.0,Calcium magnesium phosphate fertilizer,Sawdust,0.0,Zeolite,19.0,2.1457865217391303,72.42915467184218,108.13878800000006,11.479312700124526,0.7887666821479797,0.2317821641769107,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,30.0,90.0,66.0,3.433402726804176,6.0,None,0.0,Calcium magnesium phosphate fertilizer,None,0.0,Sulfur,15.0,2.1457865217391303,20.129628092582426,108.52827800000004,9.150236959741978,0.1850898712873459,0.2094922401108627,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,30.0,102.0,59.0,9.561972718486778,9.490032758246231,None,0.0,Gypsum,Woody peat,0.0,Potassium phosphate,25.0,2.1457865217391303,73.08625889418565,106.63890200000006,10.634983456536116,0.3882769346237182,0.1950325001747579,1000000.0
None,None,Mature compost,45.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,10.0,61.0,77.61853720492111,2.107738610992347,10.508727474718288,Continuous,0.409447535029932,Gypsum,Byproduct,0.0,Sodium salt,38.0,2.1457865217391303,19.145920551626205,106.53684300000003,8.997388840339251,1.3000986576080322,0.20593510593647,1000000.0
None,None,Straw,16.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,30.0,95.0,83.50172911786237,2.50428707492664,8.0,Continuous,0.017429817233036,Gypsum,Plastic tube pieces,0.0,Sodium phosphates,34.0,2.1457865217391303,48.97989695440041,106.45769300000003,10.284286659576566,0.2830676734447479,0.1982317383161936,1000000.0
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,2.0,49.0,81.30406688477993,9.89613380266012,8.96751327824493,None,0.0,Calcium magnesium phosphate fertilizer,Soil,0.0,Zeolite,10.0,2.1457865217391303,41.68384926015278,108.16461800000005,6.678266187079951,0.9104745984077454,0.2200068599734619,1000000.0
None,None,Poultry manure,7.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,30.0,52.0,63.0,7.218633690351957,9.467807468858304,Continuous,1.0837860008445206,Ca-superphosphate,Plastic tube pieces,0.0,Sand,29.0,2.1457865217391303,29.103019761013044,108.47503000000005,10.03509112921139,0.125508114695549,0.2131506976008226,1000000.0
None,None,Mature compost,1.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,31.0,82.0,68.53231596547386,3.101060907584789,11.284224865387491,Continuous,1.734938622943489,DCD,Husk,0.0,Sulfur,21.0,2.1457865217391303,41.38919726663182,109.97444700000004,9.272759918417576,0.2764493525028229,0.2223993332974647,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,18.0,78.0,62.00000000000001,9.34974242788437,8.816484664496194,None,0.0,Calcium magnesium phosphate fertilizer,Straw,0.0,Potassium phosphate,27.0,2.1457865217391303,33.93742603329509,107.52208600000009,10.665356161836144,0.2323761284351349,0.2090877548655545,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,14.0,92.0,57.0,4.718872454889436,6.0,None,0.0,Calcium magnesium phosphate fertilizer,Plastic tube pieces,0.0,Sulfur,30.0,2.1457865217391303,63.55882631913901,108.52827800000004,10.652526803394132,0.1878438889980316,0.2409100743910134,1000000.0
None,None,Byproduct,0.0,27.328846580645163,Sewage sludge,0.0,Trough,4.210797122302158,0.0,23.0,128.0,64.0,2.889556904489127,6.657641451118711,None,0.0,Mg(OH)₂,Soil,0.0,Sulfur,43.7848250072763,2.1457865217391303,93.9528873573199,103.205525,10.104318759896946,0.3907593488693237,0.2007988502974636,25.934260253963902
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,27.0,88.0,78.16350717810505,9.205287163532349,8.0,None,0.0,DCD,Sawdust,0.0,Sulfur,21.0,2.1457865217391303,11.86831961050702,108.32938900000003,9.575338589971269,0.3632255792617798,0.2295531478643261,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,26.0,127.0,78.49510591518248,7.020776722780783,8.1470309426867,None,0.0,Biochar,Sawdust,0.0,Sulfur,19.0,2.1457865217391303,37.05371598950869,108.49548500000004,9.297472053963649,0.1435463577508926,0.2308848962178543,1000000.0
None,None,Green waste,2.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,1.0,18.0,53.0,3.3595588917915773,10.869418130053605,Continuous,1.7210081590176045,Gypsum,Byproduct,0.0,Urea,25.0,2.1457865217391303,67.14469993353005,107.08733400000004,5.770434927046298,1.245050072669983,0.2109257507612467,1000000.0
None,None,Straw,6.0,27.32884658064516,Sewage sludge,24.831890134831813,Trough,4.210797122302158,0.0,28.0,123.0,56.0,2.4259621992357365,8.786192415902173,Intermittent ,1.8148705963324312,Biochar,Green Waste,819.0,Potassium phosphate,26.0,2.1457865217391303,65.84130686791616,105.13700150000004,12.973428868293404,0.914475679397583,0.16081093120881,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,27.0,108.0,70.42739193513516,9.23027756619014,5.0,None,2.0338355910939203,DCD,Green waste,0.0,Sand,33.0,2.1457865217391303,14.048302446314755,110.38308700000005,9.282647018354076,0.5402392148971558,0.2116078311180448,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,10.0,132.0,52.0,3.506138033931115,5.0,None,0.0,Ca-superphosphate,Green Waste,0.0,Sodium salt,37.0,2.1457865217391303,68.1846673476852,107.19588200000004,10.12585816889084,1.167894721031189,0.2106444367883487,1000000.0
None,None,Straw,0.0,27.328846580645163,Sewage sludge,0.0,Trough,4.210797122302158,1.0,28.0,51.0,56.0,9.229863138383088,9.75624431273252,None,0.0,DCD,Green waste,0.0,Sodium phosphates,32.0,2.1457865217391303,79.80183782601198,108.36097900000004,10.029683952339951,0.546211302280426,0.2219034179128091,1000000.0
None,None,Mature compost,5.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,0.0,128.0,64.0,4.394549381912009,6.0,Continuous,1.69453675869396,Ca-superphosphate,None,0.0,Sand,15.0,2.1457865217391303,83.33202705872792,108.51328000000004,6.769567138660956,0.7609279155731201,0.1501758468508955,1000000.0
None,None,Byproduct,46.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,15.0,57.0,55.0,3.235637231868737,5.0,Continuous,1.9273835586033845,DCD,Woody peat,0.0,Zeolite,37.0,2.1457865217391303,72.69428584511049,107.69201000000004,9.611884533147684,0.287079781293869,0.2176882035964578,1000000.0
None,None,Byproduct,22.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,22.0,27.0,52.99999999999999,9.504643516123489,12.047642490698614,Continuous,1.1551021590910413,Calcium magnesium phosphate fertilizer,Soil,0.0,Sulfur,31.000000000000004,2.1457865217391303,30.73241097395533,109.73936600000005,9.439956032912605,0.1375041604042053,0.1923551179282603,1000000.0
None,None,Straw,11.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,14.0,119.0,55.0,6.957143293624548,11.74324990034252,Continuous,1.1386725915796347,Biochar,Husk,0.0,Sulfur,39.0,2.1457865217391303,58.06098869567288,109.87550400000002,7.895046633060958,0.0766904950141906,0.2118717348163482,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,22.0,48.0,50.0,8.032433281733557,5.0,None,0.0,Biochar,Woody peat,0.0,Urea,11.0,2.1457865217391303,43.783575535031545,108.78857500000004,9.20381871379638,0.1304919272661209,0.1872300476477979,1000000.0
None,None,Straw,17.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,25.0,33.0,82.33912564132979,4.515097145302196,7.0,Continuous,1.3301690313700136,Biochar,Green waste,0.0,Zeolite,31.0,2.1457865217391303,23.420654095331624,109.51760400000003,7.895046633060958,0.3998880088329315,0.2069068058260365,1000000.0
None,None,Byproduct,12.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,1.0,29.0,55.0,2.273782477808531,10.47879333374979,Continuous,0.4419632783944998,Gypsum,Soil,0.0,Zeolite,14.0,2.1457865217391303,42.02984641576877,107.39810000000006,6.362939079497915,0.9434268474578856,0.1462026199186892,1000000.0
None,None,Green waste,34.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,18.0,54.0,78.00739379139577,7.774171119582584,8.84278882935281,Continuous,0.6891153658046725,Calcium magnesium phosphate fertilizer,Byproduct,0.0,Sodium salt,27.0,2.1457865217391303,64.85829474982593,109.01796600000004,9.713779318318306,0.4284307360649109,0.2087394708674537,1000000.0
None,None,Poultry manure,6.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,27.0,120.0,75.4765761214,7.043255618908443,11.216304056979729,Continuous,0.062026299056294,Biochar,Plastic tube pieces,0.0,Sodium salt,14.0,2.1457865217391303,10.835667415787029,108.49548500000004,7.438915104934898,0.1204550340771675,0.1874226064172374,1000000.0
None,None,Byproduct,2.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,19.0,25.0,64.0,8.046952634220489,8.020848794237684,Continuous,0.3119443701157269,Ca-superphosphate,Woody peat,0.0,Sodium salt,21.0,2.1457865217391303,70.33727389248739,107.83969000000003,10.125770219404297,0.1363550871610641,0.254848200232768,1000000.0
