Additive_3,V4_Ventilation Day,Additive_4,Initial C/N (%),Additive_2,Application Rate (%DW),M1_is Enclosed,Turning times,Initial GI (%),Material_3,Initial Moisture Content (%),Compost volume (m3),Period (d),V2_Ventilation Interval (min),V3_Ventilation Duration (min),V5_Ventilation rate (L/min/kg iniDW),Additive_1, Composting Method,Material_Main,Material_2,Initial pH,V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
None,0.0,None,14.0,Gypsum,7.58319891966087,0.0,0.0,27.328846580645163,None,69.0,0.15181,23.0,0.0,0.0,0.0,K₂SO₄,Windrow,OFMSW,Husk,8.0,None,1.411,34.18863714999219,104.54005600000002,7.663117842194298,0.0452578626573085,0.1298618429233671,1000000.0
None,0.0,None,41.14550645123201,None,4.1018777608147285,1.0,6.0,29.150009094432672,Straw,78.80480653631501,0.15181,19.0,0.0,0.0,0.0,MgO,Windrow,OFMSW,Green waste,7.884966587736097,None,2.0545406850836407,58.05630960268837,104.62282700000002,1000000.0,1000000.0,1000000.0,1000000.0
None,0.0,None,12.0,Mg(OH)₂,2.392923530552124,1.0,4.0,27.32884658064516,Green waste,57.0,0.15181,131.0,0.0,0.0,0.0,Potassium phosphate,Windrow,OFMSW,None,8.455661624440246,None,1.411,50.32550106470969,105.01762600000004,7.00917532250195,0.2062121927738189,0.1266824572489914,1000000.0
None,0.0,None,34.0,Calcium magnesium phosphate fertilizer,7.817913752494771,1.0,3.0,27.32884658064516,Green waste,70.0,0.15181,54.0,0.0,0.0,0.0,Phosphogypsum,Windrow,OFMSW,Green waste,8.004084219582843,None,1.411,45.56437302964566,105.01762600000004,7.087111715467677,0.0422465428709983,0.1893271479582476,1000000.0
None,0.0,None,29.0,Calcium magnesium phosphate fertilizer,9.082248125581254,1.0,5.0,27.32884658064516,Green waste,65.0,0.15181,25.0,0.0,0.0,0.0,Ferric salt,Trough,OFMSW,Husk,8.0,None,1.411,38.62031811392722,101.85926200000004,7.447309680280455,0.0276745874434709,0.2292486596544277,1000000.0
None,0.0,None,40.39511799246022,Ca-superphosphate,7.464838918520314,1.0,1.0,27.32884658064516,Byproduct,68.0,0.15181,19.0,0.0,0.0,0.0,Sand,Windrow,OFMSW,None,6.0,None,1.411,56.99751148736137,105.06358600000004,7.286441237672937,0.0352045930922031,0.1679729318581379,22.28412697369629
None,0.0,None,19.0,MgO,2.9549897661765376,1.0,8.0,27.32884658064516,Green waste,73.3500657992627,0.15181,120.0,0.0,0.0,0.0,Microbiological agent,Windrow,OFMSW,None,10.719267583872517,None,1.411,17.212779399979738,103.59309000000005,6.843563131890467,0.4158743023872375,0.1592490580962432,1000000.0
None,0.0,None,40.51560839744868,MgO,2.144124386435858,0.0,4.0,27.32884658064516,Byproduct,64.0,0.15181,60.0,0.0,0.0,0.0,Lignite,Windrow,OFMSW,None,8.073950732487535,None,1.411,57.16752344880009,104.87380600000004,7.087111715467677,-0.0373192355036735,0.1638570101816673,15.224172699167031
None,0.0,None,17.0,Microbiological agent,3.792762421801463,0.0,24.0,27.32884658064516,Mature compost,66.0,0.15181,36.0,0.0,0.0,0.23902009587231,MgSO₄,Windrow,OFMSW,Husk,5.0,None,1.411,49.55684091657922,101.31562866666668,8.07628369585614,0.3364616930484772,0.179218189336798,1000000.0
None,0.0,None,25.0,None,5.4833163607591535,1.0,1.0,27.32884658064516,Mature compost,70.86567266034304,0.15181,120.0,0.0,0.0,0.0,Gypsum,Trough,OFMSW,Byproduct,5.0,None,1.411,54.63978598337526,102.97902600000003,7.826869058860523,0.313547134399414,0.1929278865753384,1000000.0
None,0.0,None,20.0,MgO,2.3942468799040952,1.0,8.0,27.32884658064516,Green waste,60.0,0.15181,123.0,0.0,0.0,0.0,Phosphogypsum,Windrow,OFMSW,Green Waste,11.65907635369934,None,1.411,13.496134455132392,103.19961200000004,6.843563131890467,0.2668999135494232,0.1905365009583075,1000000.0
None,0.0,None,24.0,Mg(OH)₂,4.946121384282013,1.0,2.0,27.32884658064516,Mature compost,61.0,0.15181,13.0,0.0,0.0,0.0,MgHPO₄,Reactor,OFMSW,Green waste,7.0,None,1.411,8.274599077313532,102.90332600000004,4.780334437910757,0.067311905324459,0.2261896255275357,1000000.0
None,0.0,None,19.0,Microbiological agent,8.483420369564794,1.0,7.0,27.32884658064516,None,52.0,0.15181,34.0,0.0,0.0,0.0,Zeolite,Windrow,OFMSW,Plastic tube pieces,12.054329747161034,None,1.411,15.57210994762326,103.49203900000003,7.013910321471506,0.2384870946407318,0.1512250035576579,1000000.0
None,0.0,None,10.0,Microbiological agent,5.128157112724286,1.0,3.0,27.32884658064516,Straw,53.0,0.15181,14.0,0.0,0.0,0.0,LB Culture,Windrow,OFMSW,Green Waste,11.69892786848669,None,1.411,27.54045046820167,104.48345700000006,7.344654439131625,0.11001917719841,0.1721516526613623,1000000.0
None,0.0,None,37.0,Mg(OH)₂,9.027581730781122,1.0,12.0,27.32884658064516,Poultry manure,76.07441549760779,0.15181,20.0,0.0,0.0,0.0,Sulfur,Windrow,OFMSW,Green waste,11.127021926244062,None,1.411,16.41291879078867,101.19465166666669,6.915173350025077,0.2467567026615142,0.1625720327227381,1000000.0
None,0.0,None,41.7886685803822,Ca-superphosphate,0.5368343976608341,1.0,7.0,27.32884658064516,Straw,57.0,0.15181,114.0,0.0,0.0,0.0,Sodium phosphates,Reactor,OFMSW,Plastic tube pieces,7.0,None,1.411,58.96381136691929,103.23057200000002,5.011688261902538,0.2204012721776962,0.225827296546021,17.904455465705684
None,0.0,None,42.21789469775963,Gypsum,6.996458617109782,0.0,4.0,27.32884658064516,Mature compost,76.36864486248501,0.15181,46.0,0.0,0.0,0.8242439521172562,MgO,Windrow,OFMSW,None,9.752050672900848,Continuous,1.411,59.569449418538845,104.82030600000004,7.087111715467677,0.6172122955322266,0.1662851289776183,19.691326092264323
None,0.0,None,40.69980651566641,Zeolite,7.226799308080564,1.0,5.0,27.32884658064516,Poultry manure,64.0,0.15181,123.0,0.0,0.0,0.0,MgCl₂,Reactor,OFMSW,None,5.0,None,1.411,57.42742699360531,103.20685600000004,4.726859462766296,0.6910340785980225,0.2191082082911889,15.58603712349965
None,0.0,None,11.0,Mg(OH)₂,6.746134403380337,1.0,5.0,27.328846580645163,None,62.0,0.15181,17.0,0.0,0.0,0.0,Lignite,Windrow,OFMSW,Green waste,6.0,None,1.411,32.037765301342176,104.71433600000005,7.062650297646414,-0.0600447207689285,0.1571946273204547,1000000.0
None,0.0,None,25.0,None,3.951182957832892,0.0,23.0,27.32884658064516,Byproduct,74.40287374705954,0.15181,16.0,0.0,0.0,0.0,Inorganic acid,Windrow,OFMSW,Husk,11.033516300005534,None,1.411,45.277165406497225,100.67628166666672,8.161601833562019,0.0848014131188392,0.1449779802731412,1000000.0
None,0.0,None,14.0,Potassium phosphate,8.828068721589844,1.0,6.0,27.328846580645163,Poultry manure,53.0,0.15181,69.0,0.0,0.0,0.0,Forsterite,Windrow,OFMSW,Plastic tube pieces,11.093359622880904,None,1.411,51.255721400996144,103.30787700000003,6.23438844857471,0.1393856704235077,0.133446458689923,1000000.0
None,0.0,None,40.0,Ca-superphosphate,2.7718851353559586,1.0,4.0,27.32884658064516,Green waste,78.50862799001479,0.15181,37.0,0.0,0.0,0.0,Zeolite,Windrow,OFMSW,Green Waste,5.0,None,1.411,7.210683438222569,105.01762600000004,7.27942586259234,0.5876340866088867,0.1600128123772358,1000000.0
None,0.0,None,37.0,Inorganic acid,7.096602737893719,1.0,4.0,27.328846580645163,Straw,65.0,0.15181,106.0,0.0,0.0,0.0,MgO,Reactor,OFMSW,None,5.401021510450973,None,1.411,37.96235333680106,103.20685600000004,4.726859462766296,0.2297332137823104,0.2189972425116613,1000000.0
None,0.0,None,24.0,Calcium magnesium phosphate fertilizer,5.932126773648797,1.0,1.0,28.31944295775451,Straw,61.0,0.15181,23.0,0.0,0.0,0.0,Microbiological agent,Windrow,OFMSW,None,8.0,None,1.411,32.60002627933238,105.87425600000002,7.381113700709087,0.2021853029727935,0.2170930937180906,1000000.0
None,0.0,None,31.0,None,3.603973107687252,1.0,27.0,27.572115725368285,Straw,77.44129423580972,0.15181,55.0,0.0,0.0,0.0,Sand,Windrow,OFMSW,Husk,11.820168247470813,None,1.411,32.23790560068074,101.35325266666668,8.21947410844983,0.1006681770086288,0.1544777837700335,1000000.0
None,0.0,None,12.0,Potassium phosphate,3.55712008596694,0.0,4.0,27.32884658064516,Green waste,55.0,0.15181,116.0,0.0,0.0,0.0,Microbiological agent,Windrow,OFMSW,Green Waste,10.2352124162654,None,1.411,21.330504274195043,105.01762600000004,7.00917532250195,0.2163340747356414,0.1289501718996527,1000000.0
None,0.0,None,18.492782782698235,None,3.3265670138400854,0.0,1.0,27.32884658064516,Green waste,55.0,0.15181,122.0,0.0,0.0,0.0,Sulfur,Windrow,OFMSW,Soil,10.459850303676454,None,1.411,53.5091047364138,101.356583,7.00917532250195,0.2273177206516266,0.1096602260757153,1000000.0
None,0.0,None,21.0,DCD,9.3686198743548,1.0,4.0,28.386515983188904,Straw,74.13922988434143,0.15181,42.0,0.0,0.0,0.0,Lignite,Windrow,OFMSW,Plastic tube pieces,7.0,None,1.411,24.09510513283424,105.82547600000004,7.087111715467677,-0.06302510201931,0.2170765617238682,1000000.0
None,0.0,None,11.0,Mg(OH)₂,6.493427551859731,1.0,16.0,27.32884658064516,Straw,55.0,0.15181,20.0,0.0,0.0,0.0,MgO,Windrow,OFMSW,Plastic tube pieces,9.083636546423204,None,1.411,55.0320178821336,101.3361886666667,7.1610067764940855,0.2296454757452011,0.1410820528658954,1000000.0
None,0.0,None,32.0,Mg(OH)₂,7.983522418552167,0.0,0.0,27.32884658064516,Straw,59.0,0.15181,133.0,0.0,0.0,0.0,Urea,Windrow,OFMSW,Husk,5.0,None,1.411,38.05834423057502,105.34146600000004,7.00917532250195,0.4770440757274627,0.1366392870057223,1000000.0
None,0.0,None,39.0,Mg(OH)₂,2.650858148051736,0.0,6.0,27.32884658064516,Green waste,62.0,0.15181,28.0,0.0,0.0,0.0,Phosphogypsum,Trough,OFMSW,Green Waste,5.0,None,1.411,52.79907517789019,101.49413200000004,7.751191104970969,0.564710795879364,0.1903462036253098,1000000.0
None,0.0,None,26.0,DCD,8.419641779537123,1.0,0.0,27.32884658064516,Green waste,83.5548127484918,0.15181,48.0,0.0,0.0,0.0,Urea,Windrow,OFMSW,Green Waste,5.0,None,1.411,45.46074198516549,105.06358600000004,7.087111715467677,0.5865800380706787,0.1168320165955479,1000000.0
None,0.0,None,26.0,DCD,3.3485598160492653,1.0,0.0,29.511578143502984,None,79.27105113795042,0.15181,88.0,0.0,0.0,0.0,Forsterite,Windrow,OFMSW,Green waste,6.0,None,1.411,7.553651436674051,104.82093600000002,6.322064246220466,-0.0332334600389003,0.1435369201102969,1000000.0
None,0.0,None,45.30902816586676,Zeolite,2.3061236762778803,0.0,2.0,27.32884658064516,Byproduct,59.0,0.15181,80.0,0.0,0.0,0.0,Mature compost,Windrow,OFMSW,Byproduct,10.527473601618922,None,1.411,63.931038742038005,103.53003500000004,7.00917532250195,0.0509683974087238,0.1516899355177677,12.730723396517442
None,0.0,None,32.0,Ca-superphosphate,9.68993554220732,0.0,8.0,27.32884658064516,Green waste,73.14369614629324,0.15181,53.0,0.0,0.0,0.0,Sulfur,Windrow,OFMSW,None,9.20478129455146,None,1.411,53.297698782262415,103.59309000000005,7.175240820745296,0.289601981639862,0.130624247983674,1000000.0
None,0.0,None,31.0,MgO,5.672376014132371,1.0,3.0,27.32884658064516,None,80.30288286128962,0.15181,111.0,0.0,0.0,0.0,Sulfur,Trough,OFMSW,Plastic tube pieces,8.06572905515659,None,1.411,51.88795963557662,103.13805700000006,7.544864917375314,0.1533833444118499,0.2108510968345037,1000000.0
None,0.0,None,39.0,DCD,7.780825316340458,0.0,6.0,27.32884658064516,None,81.4579374312907,0.15181,36.0,0.0,0.0,0.0,Forsterite,Windrow,OFMSW,Plastic tube pieces,5.0,None,1.411,49.708656486767765,102.88899700000005,6.326799245190022,0.4452705681324005,0.138762320293392,1000000.0
None,0.0,None,43.470365536818406,Organic acid,8.179221764399001,0.0,3.0,27.32884658064516,Green waste,80.52570092709266,0.15181,93.0,0.0,0.0,0.0,Zeolite,Trough,OFMSW,Byproduct,8.745037226226476,None,1.411,61.33668577245077,103.13805700000006,7.544864917375314,0.1858869045972824,0.1394583769859475,13.610075657282389
None,0.0,None,11.0,None,4.146914176114462,1.0,1.0,27.32884658064516,Mature compost,53.0,0.15181,97.0,0.0,0.0,0.0,None,Windrow,OFMSW,Green waste,9.399656822369238,None,1.411,35.968683148561105,105.06358600000004,7.00917532250195,0.2961196005344391,0.1678962627943426,1000000.0
None,0.0,None,45.319868841854216,Microbiological agent,7.547246669175514,1.0,0.0,28.58852039488448,Byproduct,72.56114873350101,0.15181,79.0,0.0,0.0,0.0,Forsterite,Reactor,OFMSW,Green Waste,9.980081583687342,None,1.411,63.9463349358563,101.93616500000005,4.039748386484812,0.2102440595626831,0.1518494967629317,12.706956309025632
None,0.0,None,24.0,Potassium phosphate,8.948396395680884,1.0,0.0,27.328846580645163,Straw,54.0,0.15181,60.0,0.0,0.0,0.0,Lime,Windrow,OFMSW,Green waste,9.11341365445482,None,1.411,26.548529754877467,105.17917600000004,7.087111715467677,0.07755608856678,0.1654329536505476,1000000.0
None,0.0,None,40.0,MgO,7.530072550375209,1.0,7.0,27.32884658064516,Poultry manure,68.0,0.15181,102.0,0.0,0.0,0.0,Sand,Windrow,OFMSW,None,8.122805543539135,None,1.411,48.852471212705424,104.16339700000005,6.843563131890467,0.1533833444118499,0.1863846479990736,1000000.0
None,0.0,None,10.0,DCD,3.848528168902997,0.0,5.0,27.32884658064516,Byproduct,75.68426358798243,0.15181,77.0,0.0,0.0,0.0,Sand,Trough,OFMSW,Husk,5.0,None,1.411,40.20604104273203,103.13805700000006,7.544864917375314,0.4766667187213897,0.1512846100219917,1000000.0
None,0.0,None,40.2778477927972,MgSO₄,9.45554946317837,1.0,5.0,27.32884658064516,Byproduct,78.77554585567843,0.15181,130.0,0.0,0.0,0.0,K₂SO₄,Windrow,OFMSW,Husk,5.0,None,1.411,56.83204323563685,104.49409600000004,7.291179463987161,0.4770440757274627,0.1505032716412927,14.83399459110632
None,0.0,None,33.0,MgSO₄,1.4832426333447837,1.0,6.0,27.32884658064516,Green waste,75.82147074636983,0.15181,133.0,0.0,0.0,0.0,Phosphogypsum,Reactor,OFMSW,Green waste,8.0,None,1.411,30.93199319414939,103.05271800000004,4.561247272154812,0.2723754346370697,0.2135004981564552,1000000.0
None,0.0,None,15.0,Ca-superphosphate,4.174442057887675,1.0,2.0,27.32884658064516,Straw,62.0,0.15181,108.0,0.0,0.0,0.0,MgHPO₄,Reactor,OFMSW,None,8.0,None,1.411,9.202785853852834,103.25281600000002,5.177300452514022,0.1790472418069839,0.182535971194232,1000000.0
None,0.0,None,22.0,Microbiological agent,4.532854513729383,1.0,5.0,27.328846580645163,Mature compost,71.54249992182683,0.15181,24.0,0.0,0.0,0.0,Urea,Trough,OFMSW,Husk,5.0,None,1.411,33.76594376606962,103.13805700000006,7.916803295582452,0.4498553574085235,0.2054577433790444,1000000.0
None,2.0,None,44.29677276080929,DCD,7.971255390798346,1.0,4.0,27.32884658064516,Green waste,60.0,0.15181,59.0,0.0,0.0,0.2254101478745061,Lignite,Windrow,OFMSW,Byproduct,5.0,Continuous,1.411,62.50274636550191,104.36904900000005,8.206688165795702,0.2706765234470367,0.1848133532285328,20.98378799963232
None,0.0,None,19.0,None,8.650905898333136,0.0,1.0,27.32884658064516,Poultry manure,57.0,0.15181,31.0,0.0,0.0,0.0,Potassium phosphate,Windrow,OFMSW,Plastic tube pieces,11.022128283658777,None,1.411,26.015674477797727,105.34146600000004,7.228756011709098,0.2560704350471496,0.1433538038899802,1000000.0
None,0.0,None,17.0,Gypsum,7.129369249322143,0.0,1.0,27.32884658064516,Mature compost,74.46690464270554,0.15181,28.0,0.0,0.0,0.0,MgSO₄,Windrow,OFMSW,Green waste,10.470164409602257,None,1.411,18.55825279935447,105.06358600000004,7.381113700709087,0.3248721361160278,0.1446989084208545,1000000.0
None,3.0,None,27.0,MgO,2.6685560535440134,1.0,1.0,27.32884658064516,Straw,72.87425533312269,0.15181,31.0,0.0,0.0,1.8528277554127857,K₂SO₄,Windrow,OFMSW,Husk,9.778117523970655,Continuous,1.411,55.518538798862814,103.18648700000006,8.630336603522334,0.3796140253543854,0.2034383481375719,1000000.0
None,0.0,None,11.0,Mg(OH)₂,4.679215712550545,1.0,3.0,27.99660257879665,Green waste,81.79546043446345,0.15181,47.0,0.0,0.0,0.0,K₂SO₄,Windrow,OFMSW,Plastic tube pieces,8.0,None,1.411,54.15041685356699,104.92040600000004,7.369115856952888,0.0036655233707278,0.1903126464504382,1000000.0
None,0.0,None,10.0,MgSO₄,9.063654150193983,1.0,2.0,27.32884658064516,Green waste,82.45737159203877,0.15181,133.0,0.0,0.0,0.0,Ferric salt,Windrow,OFMSW,None,11.408830583604937,None,1.411,15.047198541796991,103.87777100000002,6.322064246220466,0.1397630274295807,0.1507361283435375,1000000.0
None,0.0,None,31.0,Ca-superphosphate,7.070175434835639,1.0,5.0,27.32884658064516,Mature compost,83.92128795388096,0.15181,72.0,0.0,0.0,0.0,MgCl₂,Trough,OFMSW,Plastic tube pieces,6.0,None,1.411,41.58522885838544,102.94073700000008,7.798606213264413,-0.0283194668591022,0.211214997354222,1000000.0
None,0.0,None,21.0,Inorganic acid,3.0182081763091846,1.0,3.0,27.32884658064516,Mature compost,50.0,0.15181,109.0,0.0,0.0,0.0,MgSO₄,Windrow,OFMSW,Green Waste,7.0,None,1.411,48.63524151529791,105.01762600000004,7.00917532250195,0.2136420458555221,0.2008903549449399,1000000.0
None,1.0,None,11.0,MgO,7.209607541619523,1.0,0.0,27.32884658064516,Straw,76.17740614382963,0.15181,128.0,0.0,0.0,1.504603501192377,Sodium phosphates,Windrow,OFMSW,None,10.663808209383554,Continuous,1.411,33.46816227165167,104.05648700000005,8.185083075996678,0.4911509454250335,0.1357221329893671,1000000.0
None,0.0,None,28.0,MgO,4.863126603382788,0.0,2.0,27.32884658064516,Mature compost,75.33648113675896,0.15181,54.0,0.0,0.0,0.0,MgHPO₄,Windrow,OFMSW,Byproduct,6.0,None,1.411,28.417559717142307,104.70679600000004,7.087111715467677,-0.0988941341638565,0.1387042949721543,1000000.0
None,0.0,None,42.30137572451588,Potassium phosphate,7.948083238775919,0.0,4.0,27.328846580645163,Byproduct,50.0,0.15181,38.0,0.0,0.0,0.0,Zeolite,Windrow,OFMSW,Plastic tube pieces,7.0,None,1.411,59.68724114729191,105.01762600000004,7.025684566703237,0.068333700299263,0.1371916865177325,20.005481058292087
None,0.0,None,29.0,Microbiological agent,4.618471071905171,0.0,8.0,27.32884658064516,Poultry manure,64.0,0.15181,73.0,0.0,0.0,0.0,Sand,Windrow,OFMSW,Green waste,6.0,None,1.411,54.70622011815348,103.87097000000004,6.843563131890467,0.1557952463626861,0.1679911877662851,1000000.0
None,0.0,None,31.0,MgO,2.852445040336522,0.0,2.0,27.32884658064516,Green waste,56.0,0.15181,35.0,0.0,0.0,0.0,Microbiological agent,Windrow,OFMSW,Green Waste,6.0,None,1.411,38.57208091600514,105.06358600000004,7.17952251208299,0.2189196646213531,0.1730751079199624,1000000.0
None,0.0,None,19.0,Gypsum,4.709055532599669,0.0,6.0,27.328846580645163,None,56.0,0.15181,95.0,0.0,0.0,0.0,Mg(OH)₂,Windrow,OFMSW,Plastic tube pieces,8.336869285433288,None,1.411,50.20278193224051,103.54719700000004,6.843563131890467,0.1168500930070877,0.1402751927273398,1000000.0
None,0.0,None,39.0,Inorganic acid,7.868667490476857,1.0,0.0,27.32884658064516,Byproduct,54.04608721433772,0.15181,59.0,0.0,0.0,0.3214591577825871,Sodium salt,Reactor,OFMSW,Green Waste,4.331485213816163,None,1.411,10.534407716561391,103.35501600000003,4.804795855732023,0.6472995281219482,0.1565667952027996,1000000.0
None,0.0,None,40.0,Zeolite,3.5041205834759266,1.0,8.0,30.31919264086959,Byproduct,63.0,0.15181,24.0,0.0,0.0,0.0,MgO,Windrow,OFMSW,Byproduct,8.963314327369487,None,1.411,8.744138960293842,103.70292000000003,7.215501510097604,0.3643781244754791,0.1835874935606965,1000000.0
None,0.0,None,43.83002550610672,Biochar,7.004092784171338,1.0,3.0,27.32884658064516,Mature compost,83.8046658462331,0.15181,45.0,0.0,0.0,0.0,Urea,Reactor,OFMSW,None,9.574479329589185,None,1.411,61.84416598911658,102.67090000000002,5.2552368454797485,0.2948329746723175,0.1758980740290548,18.863245934936263
None,0.0,None,37.0,Potassium phosphate,2.8659525057541577,0.0,7.0,27.32884658064516,None,70.0,0.15181,17.0,0.0,0.0,0.0,Organic acid,Windrow,OFMSW,Plastic tube pieces,9.488900001697216,None,1.411,51.69886310534899,103.88551700000004,6.8970381070349305,0.2384870946407318,0.1453081930776873,1000000.0
None,0.0,None,20.0,Ca-superphosphate,4.823111120606511,1.0,2.0,27.32884658064516,Green waste,83.03658294913929,0.15181,69.0,0.0,0.0,0.0,K₂SO₄,Trough,OFMSW,Husk,9.336382474727628,None,1.411,38.231998882610405,102.89311700000005,8.15854674771535,0.1441060304641723,0.1955058234105268,1000000.0
None,6.0,None,37.0,Gypsum,8.152191038333015,0.0,19.0,29.566136669574146,None,64.0,0.15181,83.0,0.0,0.0,0.4119826459723494,Sulfur,Windrow,OFMSW,None,10.879432344900708,Continuous,1.411,51.969073331732176,100.5076826666667,7.1372433799038,0.5211963057518005,0.1617319210525677,1000000.0
None,0.0,None,34.0,Calcium magnesium phosphate fertilizer,2.4243991386642625,1.0,4.0,27.32884658064516,Byproduct,63.0,0.15181,23.0,0.0,0.0,0.0,Phosphogypsum,Reactor,OFMSW,Husk,9.03848394914376,None,1.411,22.04684593023725,103.30905600000004,5.0987978409734325,0.2917032837867737,0.2169720630850816,1000000.0
None,0.0,None,24.0,MgO,3.771612861669938,1.0,5.0,27.32884658064516,Poultry manure,70.65391488116039,0.15181,87.0,0.0,0.0,0.0,MgO,Windrow,OFMSW,Plastic tube pieces,8.092321760052151,None,1.411,25.908720643879363,105.09818600000004,7.00917532250195,0.222378671169281,0.2234962686692403,1000000.0
None,0.0,None,27.0,Potassium phosphate,6.627320313897673,1.0,4.0,27.32884658064516,Straw,74.56301228200164,0.15181,75.0,0.0,0.0,0.0,MgSO₄,Reactor,OFMSW,Byproduct,8.686660975246593,None,1.411,35.67141019218046,103.40417600000002,4.726859462766296,0.2322731763124466,0.2011792017686617,1000000.0
None,0.0,None,11.0,MgO,7.6914818548794175,0.0,1.0,27.32884658064516,Green waste,62.0,0.15181,70.0,0.0,0.0,0.0,MgO,Windrow,OFMSW,Green Waste,5.0,None,1.411,17.896706354577805,104.70679600000004,7.00917532250195,0.5372892022132874,0.1415843261059787,1000000.0
None,0.0,None,43.1174881639982,Calcium magnesium phosphate fertilizer,6.188082009294944,1.0,0.0,27.32884658064516,Mature compost,73.75307006442893,0.15181,64.0,0.0,0.0,0.0,Lime,Windrow,OFMSW,Green waste,8.0,None,1.411,60.83877579940145,104.76029600000004,7.087111715467677,-0.0458293929696083,0.161493109725037,12.52265065011968
None,0.0,None,22.0,Microbiological agent,8.63134599961952,0.0,5.0,27.32884658064516,Byproduct,70.70638300692319,0.15181,99.0,0.0,0.0,0.0,Sulfur,Trough,OFMSW,Plastic tube pieces,11.634358025277916,None,1.411,7.980965615740008,102.74457900000009,7.544864917375314,0.2273177206516266,0.1548272979059197,1000000.0
None,0.0,None,38.0,Potassium phosphate,7.652642411859717,1.0,7.0,27.32884658064516,Green waste,64.0,0.15181,38.0,0.0,0.0,0.0,Potassium phosphate,Windrow,OFMSW,Husk,7.0,None,1.411,43.112160393779234,103.88551700000004,6.860072376091754,0.050750445574522,0.1811316929583775,1000000.0
None,0.0,None,28.0,Biochar,4.032071070448352,0.0,1.0,27.32884658064516,None,60.0,0.15181,61.0,0.0,0.0,0.0,Organic acid,Windrow,OFMSW,Husk,7.0,None,1.411,16.611264175759356,103.58600900000005,7.34085301135678,-0.0550930835306644,0.1653097224550136,1000000.0
None,0.0,None,20.0,Organic acid,9.450268743549582,1.0,5.0,27.32884658064516,Straw,65.0,0.15181,18.0,0.0,0.0,0.0,Organic acid,Trough,OFMSW,Green waste,8.0,None,1.411,53.16513335815439,103.41593700000004,7.598339892519776,0.115413062274456,0.229448066866247,1000000.0
None,0.0,None,12.0,Organic acid,6.634943485930187,1.0,5.0,27.32884658064516,Byproduct,64.0,0.15181,69.0,0.0,0.0,0.0,Gypsum,Windrow,OFMSW,Green Waste,8.965561731585227,None,1.411,27.75152549996772,104.580005,7.369115856952888,0.0594066381454467,0.1709849406607494,1000000.0
None,0.0,None,20.0,Zeolite,5.190507176460678,1.0,3.0,27.32884658064516,Mature compost,82.8269001221611,0.15181,39.0,0.0,0.0,0.0,Gypsum,Reactor,OFMSW,Husk,5.0,None,1.411,30.434554004292487,102.82564500000002,5.007367438916531,0.6197175979614258,0.2003459998566364,1000000.0
None,0.0,None,23.57838797885105,Potassium phosphate,7.752524502961439,1.0,1.0,27.328846580645163,None,78.4489257053688,0.15181,65.0,0.0,0.0,0.0,Sand,Windrow,OFMSW,None,7.0,None,1.411,50.68867396331416,105.06358600000004,7.087111715467677,0.0794757753610611,0.1621442525749702,1000000.0
None,0.0,None,25.0,Microbiological agent,5.081562596503552,1.0,0.0,27.328846580645163,Mature compost,63.0,0.15181,88.0,0.0,0.0,0.0,Labile carbon source,Trough,OFMSW,None,5.0,None,1.411,54.42668458519273,103.16896700000004,7.826869058860523,0.4766667187213897,0.1912735300157972,1000000.0
None,0.0,None,21.0,Mg(OH)₂,2.8390546027575305,0.0,2.0,27.32884658064516,Poultry manure,52.0,0.15181,108.0,0.0,0.0,0.0,Sodium phosphates,Windrow,OFMSW,Green waste,8.0,None,1.411,8.596252891449803,105.34146600000004,7.00917532250195,0.1453782469034195,0.1609631513537939,1000000.0
None,0.0,None,24.0,None,9.387038439487291,1.0,7.0,27.32884658064516,None,72.93320601932001,0.15181,13.0,0.0,0.0,0.0,Sulfur,Reactor,OFMSW,None,5.0,None,1.411,43.138424878649886,101.32216600000004,4.614722247299274,0.6151539087295532,0.1766102403022275,1000000.0
None,0.0,None,16.0,Microbiological agent,3.5496444741871374,0.0,3.0,27.32884658064516,Green waste,61.0,0.15181,63.0,0.0,0.0,0.0,Potassium phosphate,Windrow,OFMSW,Plastic tube pieces,10.84235824644272,None,1.411,11.83864017606398,105.01762600000004,7.087111715467677,0.1651767194271087,0.0970605543119891,1000000.0
None,0.0,None,37.0,DCD,3.90644739318224,0.0,5.0,27.32884658064516,Straw,55.0,0.15181,112.0,0.0,0.0,0.0,Mg(OH)₂,Windrow,OFMSW,Green waste,7.0,None,1.411,46.7434629084624,104.93871600000004,7.00917532250195,-0.0086088273674249,0.1865757937901052,1000000.0
None,0.0,None,16.0,Gypsum,6.142713654059281,0.0,7.0,27.32884658064516,Poultry manure,65.0,0.15181,114.0,0.0,0.0,0.0,Zeolite,Windrow,OFMSW,Green Waste,5.0,None,1.411,41.37336093374026,104.16339700000005,6.843563131890467,0.5340049266815186,0.1510263557556199,1000000.0
None,0.0,None,40.0,Calcium magnesium phosphate fertilizer,2.674735772103717,0.0,0.0,27.32884658064516,Green waste,77.64410778353941,0.15181,102.0,0.0,0.0,0.0,MgSO₄,Windrow,OFMSW,Green Waste,9.37617278695689,None,1.411,29.018983087267618,105.06358600000004,7.00917532250195,0.2163340747356414,0.1101773378599925,1000000.0
