Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,36258.281897068024,37.00967673968704,6.463950610035796e-16,True
Period (d),20278.81292140484,13.209499157090686,0.8757299993718387,False
Turning times,24252.554883003235,22.14012206889169,4.3263374274256826e-05,False
V2_Ventilation Interval (min),917.68821144104,0.37318594083960477,1.7793307666059884e-06,False
M1_is Enclosed,3806.65696144104,8.971721951724927,0.422113917609919,False
 Composting Method,1419.9911155700684,0.7378432247743163,5.329189841673218e-06,False
Additive_3,0.0,0.0,8.681164277303113e-07,False
Additive_2,1203.2403049468994,1.1886907848087134,1.1126012776309922e-05,False
Additive_1,29685.43446693907,25.82874298998117,6.503594757338387e-10,True
Material_3,0.0,0.0,8.681164277303113e-07,False
Additive_4,0.0,0.0,8.681164277303113e-07,False
Material_2,20611.678354263306,16.50372079732458,0.013759235936328901,False
V1_Ventilation Type,5261.65895652771,3.4435912092351657,0.0004417786563405467,False
V4_Ventilation Day,14617.390743255615,7.329616527876556,0.016124135067288277,False
Compost volume (m3),17741.73871231079,6.992386175864933,0.042452252740885495,False
V3_Ventilation Duration (min),3812.5544834136963,1.9566303745844067,3.287038167567855e-05,False
Application Rate (%DW),14285.559114456177,10.345857964730687,0.12606401237732814,False
Initial Moisture Content (%),11654.20281791687,5.083696142720555,0.0013673078734762229,False
Initial C/N (%),33040.359354019165,27.624770372788188,2.71260864248271e-09,True
Initial pH,34717.43429374695,24.81443370573493,4.2912314576819466e-08,True
Initial TN (%),32336.22473859787,19.166378087380362,0.01738623634005146,True
V5_Ventilation rate (L/min/kg iniDW),30414.547325611115,27.42323785337481,8.498086839964752e-09,True
