V5_Ventilation rate (L/min/kg iniDW),Material_2,V1_Ventilation Type,Compost volume (m3),Additive_1,Additive_3,V2_Ventilation Interval (min),Material_Main,M1_is Enclosed,Additive_4, Composting Method,Initial pH,Turning times,V4_Ventilation Day,Material_3,Additive_2,Initial C/N (%),Period (d),V3_Ventilation Duration (min),Initial Moisture Content (%),Application Rate (%DW),Initial GI (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.5516352289288564,8.0,2.0,8.060539469895216,12.0,1.0,0.0,3,1.0,1.0,1.0,11.05550387329875,0.0,0.0,3.0,9.0,25.834773416539228,27.0,0.0,72.40158183166005,28.424595545126163,27.32884658064516,2.6508879737830746,56.19559880393452,107.769908,6.325373604000692,0.2234746217727661,0.16590911119390928,22.235160551123826
6.257742214040559,2.0,1.0,3.022457565655971,27.0,1.0,675.0,3,1.0,1.0,2.0,5.062380016083287,31.0,11.0,5.0,1.0,43.90892810727669,26.0,27.212014453316737,72.20965643730759,32.501421819969295,27.32884658064516,8.010022258302232,39.480175773355114,107.47187399999999,7.3207991590419175,0.41568878293037415,0.16129031308131464,22.73496735407509
1.5608390933147405,4.0,0.0,12.060323700519632,38.0,1.0,0.0,3,1.0,1.0,2.0,4.423970092320337,5.0,0.0,0.0,3.0,20.846416716803738,81.0,31.84393287392904,63.81336274882713,34.77575741023104,27.32884658064516,0.8603289668536027,30.475138770868753,108.501067,5.852851422920294,0.370705783367157,0.1977648169933831,21.908749618589592
3.340028559632071,3.0,1.0,24.367010776238715,4.0,1.0,251.0,3,1.0,1.0,1.0,7.4090656796448915,31.0,83.0,3.0,6.0,5.893861177809917,133.0,59.54787020213431,79.16513136033858,34.78120975315348,27.32884658064516,6.618326337784813,33.74532901384866,106.757814,9.24565049804214,0.36570268869400024,0.1826477036908979,22.33703550304656
0.0,4.0,2.0,12.89896768499468,17.0,1.0,0.0,3,1.0,1.0,0.0,7.136027060024965,25.0,0.0,5.0,0.0,13.02652054511507,109.0,0.0,60.72304229660058,31.313597744230634,27.32884658064516,7.329901032363573,53.959997365968476,107.20688,5.668367435787413,0.6564338207244873,0.1573567605578036,20.195530687395166
0.0,6.0,2.0,3.9195864380373626,27.0,1.0,0.0,3,1.0,1.0,0.0,7.539295681745342,28.0,0.0,5.0,8.0,45.12350782263711,39.0,0.0,63.72398385641684,31.073778370322913,27.32884658064516,5.167067640624131,32.77377088729551,107.07113799999999,4.894143336403043,0.3647941052913666,0.20348817465602898,25.056866932852575
4.286781965876313,4.0,1.0,7.342959002044161,36.0,1.0,245.0,3,1.0,1.0,2.0,6.033946804249282,21.0,14.0,9.0,13.0,9.64878172877592,61.0,24.803639857136847,59.5845539881619,34.53665558940312,27.32884658064516,6.347977217553419,48.74279330535121,106.59922699999997,5.971076202976606,0.4025976359844208,0.14870727207924234,21.45102427537636
2.1953600738982946,13.0,1.0,16.4140516028512,4.0,5.0,483.0,3,0.0,1.0,2.0,6.572795987523768,22.0,35.0,0.0,15.0,36.93307888328575,71.0,1.118727477615964,50.703699039813806,36.87907346458833,27.32884658064516,2.1036644796819672,50.01136131650377,106.72684899999996,6.063455017946088,0.8429175615310669,0.14086916865348517,22.631373902465537
7.324610029365791,0.0,1.0,25.96072701541376,25.0,3.0,1031.0,3,1.0,1.0,0.0,4.941018165468902,3.0,59.0,2.0,15.0,25.896542541320454,90.0,56.15092747374723,57.06162947469697,31.999497653014252,27.32884658064516,6.131118270759821,56.69790204672197,108.63938900000001,6.326826347524381,0.3409101665019989,0.15152793928939348,22.476762023352144
6.634893707673153,4.0,1.0,10.172083846945904,17.0,1.0,1170.0,3,1.0,1.0,1.0,7.319998086190681,0.0,1.0,5.0,8.0,29.172287179767203,24.0,19.090848421526097,56.651997147442835,37.41847135058106,27.32884658064516,3.692595477128782,39.948328062267684,108.35820700000002,5.353611037256067,0.3893614113330841,0.16795778399692202,22.32919014068915
