V5_Ventilation rate (L/min/kg iniDW),Material_2,V1_Ventilation Type,Compost volume (m3),Additive_1,Additive_3,V2_Ventilation Interval (min),Material_Main,M1_is Enclosed,Additive_4, Composting Method,Initial pH,Turning times,V4_Ventilation Day,Material_3,Additive_2,Initial C/N (%),Period (d),V3_Ventilation Duration (min),Initial Moisture Content (%),Application Rate (%DW),Initial GI (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,5.0,2.0,3.9646317760480736,18.0,4.0,0.0,4,1.0,1.0,2.0,11.214461943402654,24.0,0.0,5.0,15.0,11.989109050984284,31.0,0.0,57.82756259358226,34.85432053425781,27.32884658064516,5.5414086273765495,51.59849106201233,107.57426999999998,4.8724178573550825,0.3633950650691986,0.1261765212759824,23.94538250285069
0.0,5.0,2.0,6.321449732021427,12.0,3.0,0.0,4,0.0,1.0,2.0,6.418225407897213,8.0,0.0,3.0,5.0,36.943861393604855,28.0,0.0,74.10468958591377,37.3528058244421,27.32884658064516,6.010252178130868,55.18551596202203,106.20512699999999,3.8248837765528148,0.3633950650691986,0.14904973927217385,22.943623459304458
1.0992298458444394,5.0,1.0,16.718761858833425,10.0,3.0,1206.0,4,1.0,1.0,1.0,6.128475623591432,9.0,2.0,9.0,12.0,11.838194263988584,25.0,57.98220972421971,44.692147382689456,37.578087346429506,27.32884658064516,8.426858381492126,57.08553321804749,106.863876,6.497771250845764,0.31389278173446655,0.16054121334680588,22.318553083265858
5.789633026921264,3.0,0.0,21.590675038852176,28.0,4.0,0.0,4,1.0,1.0,0.0,5.181688976959218,25.0,1.0,9.0,12.0,44.161429794074344,32.0,59.67945453058551,61.54199434124657,34.09564441668998,27.32884658064516,7.642745793467858,35.917987642904066,108.31562300000003,9.783028056474572,0.33655834197998047,0.1944979253765883,24.607796265694276
0.0,4.0,2.0,9.282405583472297,23.0,1.0,0.0,4,1.0,1.0,2.0,11.358255585263665,27.0,0.0,5.0,0.0,18.766719808978625,52.0,0.0,66.69158026211097,30.027149163592576,27.32884658064516,8.040041403293358,61.775636306078795,107.358839,7.151394652379025,0.6564338207244873,0.1874508740666283,23.102870091084906
2.3169137927261185,3.0,1.0,4.734381733612144,17.0,5.0,838.0,4,1.0,1.0,0.0,4.831361879542708,1.0,12.0,0.0,5.0,36.09651441507591,25.0,54.551441229748946,71.79233981106881,36.73330559331072,27.32884658064516,2.240642446368602,47.573898568525095,107.32192800000001,7.239235234775939,0.3192254900932312,0.17017386751382066,20.95346373658737
0.0,2.0,2.0,2.0076444459250826,10.0,6.0,0.0,4,1.0,1.0,2.0,10.847929225471319,14.0,0.0,0.0,15.0,16.792629343086002,124.0,0.0,81.46542434784378,34.00056584343969,27.32884658064516,3.281967485945065,48.98686679210294,107.77834699999998,7.413765878068554,0.3757847249507904,0.18257897414434143,19.862187249680176
0.0,3.0,2.0,19.923303826586412,35.0,1.0,0.0,4,1.0,1.0,1.0,8.156217497626184,12.0,0.0,0.0,1.0,22.671818534176886,101.0,0.0,75.49937804173138,33.48684003259278,27.32884658064516,8.186201341949356,50.752171089889146,107.338242,6.593338488550626,0.6474752426147461,0.20371947111723096,19.74080804135642
4.883351400084161,3.0,0.0,12.617208618099438,19.0,6.0,0.0,4,1.0,1.0,2.0,4.734968079019074,16.0,0.0,9.0,15.0,33.9048817346365,112.0,57.28032805247965,74.27481220641823,2.795454484796384,27.32884658064516,6.316748039211208,58.42886058258925,107.668812,9.302868839907877,0.3492946922779083,0.1847442741951142,22.28873089896952
0.0,5.0,2.0,4.231895738205574,6.0,1.0,0.0,4,0.0,1.0,1.0,7.53743048621838,16.0,0.0,5.0,1.0,17.67517637159505,100.0,0.7491856334251906,59.07059459503081,28.526734229459542,27.32884658064516,4.8172591469401675,59.41165855968495,107.06744199999999,5.510418385769821,0.5361789464950562,0.14800741135508227,18.66217223342502
