V5_Ventilation rate (L/min/kg iniDW),Material_2,V1_Ventilation Type,Compost volume (m3),Additive_1,Additive_3,V2_Ventilation Interval (min),Material_Main,M1_is Enclosed,Additive_4, Composting Method,Initial pH,Turning times,V4_Ventilation Day,Material_3,Additive_2,Initial C/N (%),Period (d),V3_Ventilation Duration (min),Initial Moisture Content (%),Application Rate (%DW),Initial GI (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
3.9147427769598564,13.0,1.0,23.16577818621981,27.0,3.0,553.0,0,0.0,1.0,2.0,10.578896746990171,28.0,44.0,0.0,15.0,41.24562428194723,115.0,20.843812665992274,83.95762663553158,33.667374130374775,27.32884658064516,7.053449858610467,56.54358054135231,107.78079399999997,4.6827873586522015,0.9256263971328735,0.14100442951628459,24.238790302611143
0.0,5.0,2.0,9.939464271389028,2.0,1.0,0.0,0,1.0,1.0,1.0,11.979701421074044,25.0,0.0,4.0,5.0,35.07889118022274,84.0,0.0,62.61250255579098,31.764257274620995,27.32884658064516,1.0536729954103958,38.022579925001224,107.158283,4.49089130003519,0.3633950650691986,0.17346124088103762,18.620996439213236
0.0,0.0,2.0,20.243069646883725,23.0,3.0,0.0,0,0.0,1.0,2.0,11.153345921227592,11.0,0.0,0.0,2.0,34.960017767409,59.0,1.7340636930820996,73.61704957154943,36.606616585483415,27.32884658064516,3.41464988766983,61.20837720353903,106.39607999999998,5.165703695505154,0.543910026550293,0.16515829011894714,22.449235203085003
0.0,5.0,2.0,24.52367161918676,24.0,1.0,0.0,0,1.0,1.0,0.0,5.45590082063173,17.0,0.0,3.0,5.0,33.44223820757155,105.0,0.0,57.291223065029115,31.659736897185415,27.32884658064516,6.668796685011225,54.19903902431717,107.15105299999999,4.511760686605647,0.3633950650691986,0.1790427147983232,18.2700613330586
0.0,2.0,2.0,23.788005114975146,34.0,6.0,0.0,0,0.0,1.0,1.0,6.180647712774926,21.0,0.0,9.0,7.0,36.465907826491375,117.0,0.0,62.54795376661927,30.973938761564455,27.32884658064516,3.7572255008347453,40.56067367429175,106.057679,7.032239320748661,0.37074604630470276,0.16067356092974858,19.083308417806457
4.479152079522341,4.0,1.0,9.412521494741078,20.0,1.0,1179.0,0,1.0,1.0,2.0,8.634904898358789,29.0,30.0,4.0,0.0,44.124845384349754,47.0,52.38270220293225,47.42633178939112,32.99015154668636,27.32884658064516,4.467622357702764,38.541598027622115,107.07142,5.789637499117493,0.4309324622154236,0.1368155809853075,24.092409590623813
0.0,3.0,2.0,4.802446401392501,37.0,3.0,0.0,0,1.0,1.0,1.0,7.79944128343241,6.0,0.0,4.0,15.0,41.591262448386416,49.0,0.0,47.723446679302704,36.615019729432696,27.32884658064516,6.942349662157216,51.05755995757897,108.15945699999999,7.43463526463901,0.48364993929862976,0.20649237428647357,20.29273884544272
4.852270624569338,13.0,1.0,25.023142936825206,38.0,3.0,794.0,0,0.0,1.0,2.0,8.885125619113843,29.0,49.0,9.0,15.0,37.62776538025171,111.0,8.850534727121387,79.00309416921134,35.56048562822525,27.32884658064516,6.792319610839973,56.84562916467402,107.661335,4.6827873586522015,0.9869197607040405,0.15129358142049268,24.45329905111215
0.0,6.0,2.0,13.296561012431967,17.0,1.0,0.0,0,0.0,1.0,2.0,11.370748018297423,29.0,0.0,9.0,1.0,25.50803641892795,123.0,0.0,63.48363662845041,28.136146605007188,27.32884658064516,4.533213424171503,47.836913068879745,107.17215399999999,6.1505934118605,0.5375779867172241,0.15207865662092734,20.900005767331724
5.446393336689215,8.0,0.0,3.8138684323280243,21.0,6.0,0.0,0,1.0,1.0,2.0,5.389406775703299,15.0,37.0,9.0,15.0,24.469074686830808,127.0,20.827399802485168,53.62622128614405,30.649932768135983,27.32884658064516,5.993299393933112,45.40829429750026,106.71167799999998,5.005833080038167,0.35664013028144836,0.18291038298225334,23.923617800113195
