V5_Ventilation rate (L/min/kg iniDW),Material_2,V1_Ventilation Type,Compost volume (m3),Additive_1,Additive_3,V2_Ventilation Interval (min),Material_Main,M1_is Enclosed,Additive_4, Composting Method,Initial pH,Turning times,V4_Ventilation Day,Material_3,Additive_2,Initial C/N (%),Period (d),V3_Ventilation Duration (min),Initial Moisture Content (%),Application Rate (%DW),Initial GI (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.418302407773524,4.0,1.0,6.79125149183784,20.0,4.0,1133.0,6,1.0,1.0,2.0,9.898553387112564,1.0,11.0,3.0,1.0,27.416982278433785,29.0,53.80751321839225,80.2487822413001,35.50938873436066,27.32884658064516,4.010505489864501,37.91417307805445,107.6531,5.709281437306416,0.4606606364250183,0.15483936680243887,22.632955178984126
0.1719018860780952,3.0,0.0,17.13100349926169,20.0,6.0,0.0,6,1.0,1.0,2.0,12.057680796078376,20.0,0.0,2.0,2.0,16.68550110737827,15.0,12.704407454838798,84.05995655691773,33.980728426298036,27.32884658064516,7.731328402749659,51.915265567334124,107.99264900000004,7.327540675176701,0.49681705236434937,0.16840997194944746,24.90629054100379
0.6102326031288491,5.0,2.0,4.59196371944159,14.0,1.0,0.0,6,1.0,1.0,0.0,6.067184713639892,0.0,0.0,0.0,0.0,25.385795048627443,69.0,0.0,82.62806290363545,37.620804685671004,27.32884658064516,4.894159686524569,35.084813916575406,108.39666900000002,5.2687171031805295,0.3691180646419525,0.17139630094712058,16.36696418684332
5.582151998301902,3.0,1.0,15.316302258041397,24.0,1.0,136.0,6,0.0,1.0,1.0,5.245108757959191,5.0,5.0,5.0,1.0,42.66913426725382,56.0,56.95068462220354,80.18341151742248,31.78320280460544,27.32884658064516,6.383081060032346,55.40532039020965,107.52278399999999,9.91157139879879,0.42924848198890686,0.1661332175621795,18.862557271855657
5.013067506901488,0.0,0.0,22.225692480997782,37.0,3.0,0.0,6,1.0,1.0,1.0,11.23196062978305,23.0,22.0,5.0,0.0,8.301837228111403,24.0,55.5169790741314,56.370785519084855,35.936234078807054,27.32884658064516,6.683741311338638,35.18825184887368,105.71756299999997,6.9185032045940575,0.3995343744754791,0.17200316984745584,26.079856389297927
3.6209662932024766,0.0,0.0,19.701485166715358,19.0,6.0,0.0,6,0.0,1.0,1.0,7.798954369052816,3.0,81.0,4.0,15.0,28.47019524679301,117.0,19.11366965182477,76.03061005870707,34.84541966559689,27.32884658064516,6.251910768542835,40.908896553516946,106.80300099999998,5.018361411632375,0.34568366408348083,0.17494468206981104,22.206456009405525
3.7988404101282995,5.0,1.0,12.14585547299004,30.0,1.0,696.0,6,1.0,1.0,2.0,6.173871019906964,23.0,79.0,2.0,15.0,31.400963578447396,126.0,29.676715988812173,68.65066034671881,31.31226737355433,27.32884658064516,7.956114935783354,51.4633456250191,107.96859999999997,5.82136921098903,0.37212345004081726,0.15601427535040127,22.954068234573683
0.0,3.0,2.0,16.764435211443452,6.0,1.0,0.0,6,1.0,1.0,1.0,5.431837440299809,9.0,0.0,3.0,0.0,21.342253736861416,116.0,0.0,78.7700830779768,33.651868869706576,27.32884658064516,3.045171265695807,52.31122661502175,107.364542,7.810065123894002,0.5435298681259155,0.19290142504978075,17.463400505194898
0.0,3.0,2.0,21.12455855802918,22.0,1.0,0.0,6,1.0,1.0,0.0,11.631265239740173,13.0,0.0,5.0,11.0,43.23352804012931,25.0,0.0,48.39284528029386,36.008147888702126,27.32884658064516,6.948141779488646,27.21888732915791,106.4822,6.6383067904686754,0.48364993929862976,0.20140370081826223,25.18013188539473
8.469912433635129,4.0,1.0,12.443434418937857,4.0,1.0,99.0,6,1.0,1.0,1.0,11.14123012459523,4.0,12.0,9.0,15.0,27.797988028342758,87.0,58.93904832548696,60.20992528016495,36.31802020412263,27.32884658064516,3.159285516434991,42.08525326874387,108.62702899999998,7.150319485620383,0.3982609212398529,0.19461444251126442,19.532282562889396
