Additive_3,V3_Ventilation Duration (min),Initial GI (%),Initial pH,Additive_4,Additive_1,Additive_2, Composting Method,Application Rate (%DW),Compost volume (m3),Period (d),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Turning times,V1_Ventilation Type,Material_2,M1_is Enclosed,Material_3,Material_Main,Initial Moisture Content (%),Initial C/N (%),V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4,0.0,27.32884658064516,6.199748751722207,1,31.0,5.0,0.0,7.141063027994387,0.0996875,61.0,0.0,0.0,8.0,2,12.0,1.0,3.0,1,68.54225016101424,32.784989167930576,0.0,2.754411318174137,90.30334523036446,108.42384900000005,10.27800896142694,1.1066763401031494,0.15246354139323667,22.722098180163332
4,0.0,27.32884658064516,6.0,1,33.0,9.0,0.0,7.441322063524096,0.0996875,14.0,0.0,0.0,11.0,2,0.0,1.0,4.0,1,52.0,37.0,0.0,2.754411318174137,101.91321877244307,109.13431800000002,5.598308144137319,0.7579747438430786,0.13680683554440148,1000000.0
4,0.0,27.32884658064516,6.486580936873883,1,27.0,11.0,2.0,5.352315395040386,0.0996875,125.0,0.0,0.0,19.0,2,3.0,1.0,3.0,1,66.0,35.103334517406836,0.0,2.754411318174137,96.68902190039825,108.86621800000003,5.598308144137319,1.1066763401031494,0.16313845758424747,17.550109359526015
4,0.0,27.32884658064516,7.062441042545231,1,30.0,12.0,0.0,6.439965347953402,0.0996875,43.0,0.0,0.0,17.0,2,4.0,1.0,2.0,1,58.705716917629324,35.82291375549298,0.0,2.754411318174137,98.67103909810585,108.30690400000003,10.099686157463758,0.9485270977020264,0.15224110246703573,21.654378288395392
4,0.0,27.32884658064516,8.0,1,17.0,15.0,1.0,5.208010185203316,0.0996875,43.0,0.0,0.0,20.0,2,0.0,1.0,4.0,1,54.97451010840167,37.0,0.0,2.754411318174137,101.91321877244307,109.60178800000001,5.598308144137319,0.7579747438430786,0.16097377591675147,1000000.0
4,0.0,27.32884658064516,6.0,1,6.0,2.0,1.0,8.65006473723536,0.0996875,28.0,0.0,0.0,20.0,2,2.0,0.0,4.0,1,63.0,37.253851718872845,0.0,2.754411318174137,102.6124308200444,107.382284,10.540336453099517,0.9805616140365601,0.13625384425495538,21.80827875568786
4,0.0,27.32884658064516,7.0,1,18.0,8.0,2.0,8.149286074119068,0.0996875,30.0,0.0,0.0,19.0,2,14.0,0.0,2.0,1,62.23074722759721,32.922060791639616,0.0,2.754411318174137,90.68089686210915,108.15221200000002,10.75512860853255,0.8848743438720703,0.15025678392120195,27.152876572287045
4,0.0,27.32884658064516,7.56791428772436,1,33.0,8.0,1.0,9.535920632329574,0.0996875,89.0,0.0,0.0,1.0,2,2.0,0.0,4.0,1,64.0,37.145472622477726,0.0,2.754411318174137,102.31391021028018,110.80766500000003,10.514926683885731,0.9805616140365601,0.13476834280139582,11.506618162178402
4,0.0,27.32884658064516,8.0,1,7.0,11.0,0.0,5.560502921307854,0.0996875,23.0,0.0,0.0,6.0,2,13.0,1.0,4.0,1,52.79176468847308,35.00945864045345,0.0,2.754411318174137,96.43044912241433,108.64261900000002,5.63559301854637,1.1066763401031494,0.1846559272708352,25.720890526917277
4,0.0,27.32884658064516,5.012372588982223,1,13.0,15.0,1.0,7.1326659216936665,0.0996875,16.0,0.0,0.0,10.0,2,4.0,1.0,4.0,1,53.67054403066858,34.85191862823419,0.0,2.754411318174137,95.99651912969229,108.53301800000003,5.598308144137319,1.1066763401031494,0.13332793561197537,24.09869973480254
4,0.0,27.32884658064516,7.0,1,38.0,0.0,2.0,5.637852775986669,0.0996875,85.0,0.0,0.0,1.0,2,0.0,1.0,2.0,1,58.0,33.59799992106417,0.0,2.754411318174137,92.54271125059292,109.793445,10.099686157463758,0.603667676448822,0.1452640956520398,15.794291381719832
4,0.0,27.32884658064516,6.0,1,28.0,11.0,0.0,9.989922650819071,0.0996875,24.0,0.0,0.0,23.0,2,3.0,1.0,4.0,1,64.9779486436172,36.0,0.0,2.754411318174137,99.15880745426892,108.97221800000003,9.66805137975804,0.9805616140365601,0.14384549801926683,1000000.0
4,0.0,27.32884658064516,8.0,1,35.0,10.0,0.0,5.973321056873234,0.0996875,113.0,0.0,0.0,1.0,2,2.0,1.0,3.0,1,64.07352905374071,34.10869271273266,0.0,2.754411318174137,93.94936925607455,110.99686000000003,10.063915748214823,1.1066763401031494,0.17732900185073086,11.541076005159082
4,0.0,27.32884658064516,7.208435754493344,1,13.0,8.0,1.0,6.836737379898031,0.0996875,113.0,0.0,0.0,8.0,2,4.0,1.0,2.0,1,55.0,35.193535828486674,0.0,2.754411318174137,96.9374734125507,108.01900400000002,5.598308144137319,0.9485270977020264,0.14818575433286754,16.370075488970283
4,0.0,27.32884658064516,6.770632192535597,1,31.0,9.0,1.0,5.879467506562933,0.0996875,102.0,0.0,0.0,0.0,2,13.0,0.0,3.0,1,54.0,35.86848805835853,0.0,2.754411318174137,98.79656947373661,110.05285200000004,8.250517344307257,1.1007134914398193,0.10652168990776725,15.076498212257837
4,56.891932830565885,27.32884658064516,6.0,1,10.0,9.0,0.0,8.36314793961388,0.0996875,13.0,9.0,0.14944598213885585,13.0,1,6.0,1.0,2.0,1,67.0,30.7889102779352,1403.0,2.754411318174137,84.80532294379273,107.59807100000003,13.87403634548219,1.3553653955459595,0.10684374056567172,23.38004126126838
4,0.0,27.32884658064516,7.137911377270454,1,14.0,11.0,0.0,8.626506542374731,0.0996875,59.0,0.0,0.0,0.0,2,3.0,1.0,4.0,1,54.095365305414695,33.32606753755345,0.0,2.754411318174137,91.79369761567291,110.14279600000003,7.724225264470906,0.9745988845825195,0.1286425959136583,14.06064244238459
4,0.0,27.32884658064516,6.0,1,8.0,7.0,1.0,9.711790586486035,0.0996875,34.0,0.0,0.0,9.0,2,2.0,1.0,3.0,1,68.6825996411614,35.50900423716236,0.0,2.754411318174137,97.80640316793338,108.84874800000001,10.007590746640322,0.9805616140365601,0.14876144727438112,19.612492044250153
4,0.0,27.32884658064516,5.0,1,27.0,11.0,1.0,8.81611330166264,0.0996875,77.0,0.0,0.0,27.0,2,0.0,0.0,4.0,1,56.0,39.053170067907985,0.0,2.754411318174137,107.56849364562518,108.35725500000002,10.31485092460654,0.6318594217300415,0.12986663346866092,21.806551183972108
4,0.0,27.32884658064516,8.0,1,38.0,13.0,1.0,6.8186646246256455,0.0996875,45.0,0.0,0.0,2.0,2,14.0,0.0,2.0,1,62.616705852903024,39.443673835741464,0.0,2.754411318174137,108.64410164353536,107.56198,10.577621327508567,0.9579986333847046,0.13882714851560507,21.962495910610162
4,0.0,27.32884658064516,5.0,1,36.0,7.0,0.0,5.4588955996067625,0.0996875,15.0,0.0,0.0,0.0,2,2.0,1.0,4.0,1,64.7106997601242,33.44289272201035,0.0,2.754411318174137,92.11548222598877,110.77236600000002,12.101671589287298,1.1007134914398193,0.14411469035130567,21.250983196510493
4,0.0,27.32884658064516,6.485547590260464,1,35.0,10.0,0.0,8.314556770484451,0.0996875,60.0,0.0,0.0,7.0,2,5.0,1.0,4.0,1,53.16470454800877,27.0,0.0,2.754411318174137,110.17645272696548,108.14091800000001,5.598308144137319,1.0430235862731934,0.1396251119393757,1000000.0
4,0.0,27.32884658064516,8.0,1,27.0,11.0,2.0,3.047409857346133,0.0996875,112.0,0.0,0.0,3.0,2,5.0,1.0,3.0,1,61.0,35.45643493075961,0.0,2.754411318174137,97.6616056753891,108.44169600000001,10.066525335705036,1.1066763401031494,0.16566578229597032,13.287774060435677
4,0.0,27.32884658064516,7.0,1,23.0,13.0,2.0,4.545341199827991,0.0996875,36.0,0.0,0.0,19.0,2,4.0,1.0,4.0,1,67.74874366804559,35.10947165888275,0.0,2.754411318174137,96.70592611234073,108.43936600000002,10.310834839056955,1.1066763401031494,0.16736898833865035,23.67439147733657
4,0.0,27.32884658064516,7.0,1,15.0,7.0,1.0,5.4850067323332725,0.0996875,77.0,0.0,0.0,23.0,2,8.0,1.0,4.0,1,51.0,32.79657845131275,0.0,2.754411318174137,90.33526688368184,108.89454100000005,5.598308144137319,1.1066763401031494,0.16066583121356737,20.686964959308966
4,0.0,27.32884658064516,7.0,1,28.0,8.0,2.0,3.007126466707053,0.0996875,80.0,0.0,0.0,1.0,2,5.0,1.0,2.0,1,65.0,32.574619310430215,0.0,2.754411318174137,89.72390011386278,110.18466800000004,9.971295472174674,0.9485270977020264,0.1538281506388226,11.20765365189219
4,0.0,27.32884658064516,5.0,1,23.0,12.0,1.0,3.217348862913436,0.0996875,18.0,0.0,0.0,13.0,2,14.0,1.0,4.0,1,51.61260907333978,37.430061654340996,0.0,2.754411318174137,103.0977854606726,108.250519,5.6684188961763855,1.1066763401031494,0.16076203883747886,28.5381641102031
4,0.0,27.32884658064516,5.590029101145941,1,16.0,7.0,2.0,4.9293376318387025,0.0996875,64.0,0.0,0.0,15.0,2,14.0,1.0,3.0,1,66.0,38.0,0.0,2.754411318174137,104.66763009061721,107.96494899999999,9.971295472174674,1.1066763401031494,0.1621308215725847,1000000.0
4,0.0,27.32884658064516,5.83926869048158,1,31.0,15.0,1.0,9.897521282027654,0.0996875,68.0,0.0,0.0,13.0,2,12.0,1.0,4.0,1,67.0,36.11498086156414,0.0,2.754411318174137,99.47551204073461,108.78801700000005,10.007590746640322,0.9805616140365601,0.154438990863111,1000000.0
4,0.0,27.32884658064516,6.7457421642054864,1,28.0,13.0,1.0,7.983623951724342,0.0996875,74.0,0.0,0.0,23.0,2,3.0,0.0,4.0,1,53.45232414321118,33.11458293118783,0.0,2.754411318174137,91.21118202227986,108.78538700000003,5.9781903121587705,1.0430235862731934,0.13053067187584372,19.70361748648808
4,0.0,27.32884658064516,5.901357890411779,1,34.0,3.0,1.0,4.942767327571031,0.0996875,128.0,62.0,0.051803829112315736,22.0,0,14.0,1.0,4.0,1,62.41433345341842,37.08955555930799,0.0,2.754411318174137,102.15989161860641,108.85813699999999,10.066525335705036,1.133878469467163,0.16243466297845416,24.76491093836649
4,20.230184435941634,27.32884658064516,6.365994536809643,1,6.0,13.0,2.0,4.862390045917965,0.0996875,37.0,22.0,0.3188128938334911,25.0,1,13.0,1.0,2.0,1,58.0,33.02999347045915,10.0,2.754411318174137,90.97818785425052,108.13201499999995,13.233350651337021,1.308881402015686,0.1583463213656609,23.01440850151759
4,0.0,27.32884658064516,6.556446875463557,1,19.0,5.0,0.0,9.97497636918849,0.0996875,33.0,0.0,0.0,3.0,2,14.0,1.0,4.0,1,55.82732720804371,33.81433355319596,0.0,2.754411318174137,93.13858305543843,108.77445900000001,9.616535245654326,0.9805616140365601,0.14576239214719036,20.26472484753928
4,0.0,27.32884658064516,7.0,1,23.0,10.0,2.0,6.511398529522392,0.0996875,105.0,0.0,0.0,30.0,2,4.0,1.0,4.0,1,59.0,32.89618273442771,0.0,2.754411318174137,90.60961804843232,108.73115000000003,9.973051328887738,1.1066763401031494,0.16689397357502592,17.666922743751066
4,0.0,27.32884658064516,7.0,1,16.0,12.0,0.0,9.293674928123185,0.0996875,124.0,0.0,0.0,30.0,2,8.0,1.0,3.0,1,69.18590160415401,35.92156172252555,0.0,2.754411318174137,98.94275617501523,108.62127700000005,10.290637743702714,0.9805616140365601,0.15995534331709543,20.33686968419163
4,0.0,27.32884658064516,6.0,1,13.0,6.0,0.0,3.0476923340711712,0.0996875,76.0,44.0,0.07526564337847685,7.0,0,0.0,1.0,4.0,1,69.34673077197803,35.5427563602163,0.0,2.754411318174137,97.89937039768557,110.02440400000003,14.12619608697225,0.7851768136024475,0.19361701578333232,16.27756770509655
4,7.567435212881566,27.32884658064516,7.08665923137261,1,28.0,11.0,2.0,8.918673281839922,0.0996875,22.0,22.0,0.8781082799230184,0.0,1,2.0,0.0,2.0,1,67.0,31.0,1387.0,2.754411318174137,85.38675086339825,110.006289,9.70758850478497,0.8504465222358704,0.14076568593319994,1000000.0
4,0.0,27.32884658064516,6.5752492916156005,1,11.0,0.0,2.0,3.242581244927578,0.0996875,107.0,0.0,0.0,0.0,2,4.0,0.0,3.0,1,52.3954668546425,38.0,0.0,2.754411318174137,104.66763009061721,109.39188800000005,8.416129534918738,1.1007134914398193,0.09889580191180349,1000000.0
4,0.0,27.32884658064516,8.0,1,16.0,3.0,0.0,6.904393257671793,0.0996875,43.0,0.0,0.0,1.0,2,6.0,1.0,2.0,1,65.77629677678314,35.87642182937702,0.0,2.754411318174137,98.81842234242575,109.87617200000004,9.975754468953708,0.9579986333847046,0.1817286823115365,16.94111754868996
4,0.0,27.32884658064516,6.638344362253204,1,2.0,6.0,0.0,3.9343642796378857,0.0996875,61.0,0.0,0.0,0.0,2,8.0,1.0,5.0,1,59.169146455702375,30.34320511349878,0.0,2.754411318174137,83.5776675943004,108.69911000000008,15.041439072120243,1.1007134914398193,0.18032608906327027,12.801703487347277
4,9.16539600145124,27.32884658064516,5.480655858830419,1,37.0,8.0,2.0,6.891319106313513,0.0996875,63.0,55.0,0.0055325536620622895,17.0,1,6.0,1.0,3.0,1,54.0,36.605575922758774,940.0,2.754411318174137,100.82681262992945,107.48256000000003,8.860193777012665,1.360416293144226,0.12034639117876039,21.67988856209851
4,0.0,27.32884658064516,7.0,1,12.0,12.0,0.0,3.281416360931101,0.0996875,131.0,0.0,0.0,9.0,2,14.0,1.0,2.0,1,60.72772013439144,32.0,0.0,2.754411318174137,88.14116218157238,107.01613700000001,10.066525335705036,0.9485270977020264,0.1656564471712854,1000000.0
4,0.0,27.32884658064516,5.803510144851196,1,10.0,9.0,0.0,7.126797659972613,0.0996875,56.0,0.0,0.0,0.0,2,5.0,1.0,3.0,1,69.0,31.876659484301737,0.0,2.754411318174137,87.80143166914365,109.28393200000006,12.218960756183774,1.1007134914398193,0.10817352683591956,12.51790728638827
4,0.0,27.32884658064516,5.0,1,21.0,6.0,0.0,8.998668146454817,0.0996875,24.0,0.0,0.0,24.0,2,6.0,1.0,4.0,1,62.0,33.0,0.0,2.754411318174137,90.89557349974652,108.73115000000003,10.07098433248407,0.9805616140365601,0.17550620932414482,1000000.0
4,0.0,27.32884658064516,5.0,1,8.0,10.0,2.0,5.519763118486972,0.0996875,115.0,0.0,0.0,12.0,2,0.0,1.0,4.0,1,55.0,36.30765724563698,0.0,2.754411318174137,100.00622205376972,109.60178800000001,5.598308144137319,0.7579747438430786,0.14951703002317923,19.00771846898189
4,0.0,27.32884658064516,7.781476906963921,1,16.0,12.0,2.0,9.855654879425138,0.0996875,107.0,0.0,0.0,2.0,2,14.0,1.0,3.0,1,57.13273470845986,38.356748428070794,0.0,2.754411318174137,105.65026199863624,107.88748700000001,9.86655281708619,0.9805616140365601,0.14810109394918097,15.136356636742502
4,0.0,27.32884658064516,7.0,1,23.0,13.0,0.0,6.286951500527871,0.0996875,33.0,0.0,0.0,31.0,2,2.0,1.0,3.0,1,52.0,33.0,0.0,2.754411318174137,90.89557349974652,108.75898000000001,5.598308144137319,1.1066763401031494,0.16343226831931343,1000000.0
4,0.0,27.32884658064516,7.623343245418077,1,38.0,7.0,2.0,9.990388490365117,0.0996875,44.0,0.0,0.0,0.0,2,12.0,0.0,5.0,1,58.168870400979685,31.413907498382738,0.0,2.754411318174137,86.5268223616208,108.19711600000004,12.518762017256128,0.9745988845825195,0.13453414161483113,20.137082482874987
4,0.0,27.32884658064516,6.0,1,36.0,13.0,0.0,5.4313884154708205,0.0996875,120.0,44.0,1.6350703755060447,6.0,0,2.0,1.0,4.0,1,61.0,33.09084374002096,0.0,2.754411318174137,91.14579452544551,107.61484099999998,10.03369945807502,1.133878469467163,0.1757918709827283,20.613410850736564
4,0.0,28.78699112792794,5.855401324061196,1,4.0,9.0,2.0,3.2843543207138577,0.0996875,28.0,0.0,0.0,0.0,2,3.0,1.0,4.0,1,69.67310136463291,38.20501669779702,0.0,2.754411318174137,105.23233040344401,110.81969400000004,12.667619943857648,1.1007134914398193,0.12060353045262745,17.016549603343428
4,14.73479810257234,27.32884658064516,7.0,1,16.0,5.0,0.0,4.319179668851284,0.0996875,101.0,74.0,1.9910847553968904,7.0,1,3.0,1.0,4.0,1,54.50705404745548,31.703682217279415,19.0,2.754411318174137,87.32498112707054,109.00468500000001,8.327698629617599,1.404489278793335,0.18546276965337682,22.307028842885877
4,0.0,27.32884658064516,6.916044425480665,1,8.0,12.0,2.0,4.629844525255703,0.0996875,78.0,0.0,0.0,25.0,2,4.0,0.0,4.0,1,61.0,33.0,0.0,2.754411318174137,90.89557349974652,108.71154900000003,10.446407503726487,1.1066763401031494,0.1449177616265666,1000000.0
4,0.0,27.32884658064516,5.238217581704944,1,28.0,6.0,2.0,9.953386323563908,0.0996875,97.0,0.0,0.0,24.0,2,13.0,1.0,4.0,1,62.58194286273219,34.601121448386,0.0,2.754411318174137,95.3057205389523,108.56515700000001,9.54848908785537,0.9805616140365601,0.14680435336518372,22.949544332100984
4,0.0,27.32884658064516,5.569850575153104,1,36.0,12.0,1.0,9.322496968729833,0.0996875,109.0,0.0,0.0,10.0,2,0.0,1.0,2.0,1,50.78062505144366,37.0,0.0,2.754411318174137,101.91321877244307,108.62030400000002,5.279874633206554,0.4775523841381073,0.13348421572862756,1000000.0
4,0.0,27.32884658064516,6.0,1,25.0,15.0,1.0,5.8077425676802,0.0996875,79.0,0.0,0.0,0.0,2,13.0,0.0,3.0,1,51.0,39.2655793880723,0.0,2.754411318174137,108.15355628117143,110.05285200000004,8.250517344307257,1.1007134914398193,0.10307190509325484,14.735686688372892
4,0.0,27.32884658064516,7.847364943814711,1,2.0,9.0,0.0,3.4304864245516384,0.0996875,122.0,0.0,0.0,13.0,2,0.0,1.0,3.0,1,51.0,29.0,0.0,2.754411318174137,110.17645272696548,108.63621800000003,5.6684188961763855,0.7579747438430786,0.19191314441955953,1000000.0
4,0.0,27.32884658064516,7.625478916334334,1,16.0,11.0,1.0,6.6855477997741675,0.0996875,47.0,0.0,0.0,14.0,2,8.0,1.0,4.0,1,61.942445267851376,34.0,0.0,2.754411318174137,93.64998481792065,108.81707900000005,10.07098433248407,1.1066763401031494,0.17665120037858573,1000000.0
4,0.0,27.32884658064516,5.116341091855366,1,4.0,12.0,1.0,5.9916446390514855,0.0996875,34.0,13.0,0.4673252032570403,7.0,0,6.0,1.0,4.0,1,68.0,35.97436588459098,0.0,2.754411318174137,99.08820055665494,106.43718399999996,10.27800896142694,1.133878469467163,0.17805702593399964,21.95628459357714
4,0.0,27.32884658064516,6.0,1,18.0,8.0,1.0,3.739904838553354,0.0996875,96.0,0.0,0.0,30.0,2,2.0,0.0,3.0,1,51.0,32.252418371596875,0.0,2.754411318174137,88.8364262012139,109.12938700000002,6.011016189788786,1.1066763401031494,0.13271722747212877,17.93045833999342
4,0.0,27.32884658064516,6.0,1,11.0,13.0,0.0,5.216016337610671,0.0996875,84.0,0.0,0.0,23.0,2,0.0,1.0,4.0,1,60.968587744116505,30.657351476012618,0.0,2.754411318174137,84.44295589077174,107.24616600000003,10.03369945807502,0.7579747438430786,0.17014761114632693,17.57198390623843
4,0.0,27.32884658064516,7.223186252796979,1,21.0,12.0,0.0,5.435164583061068,0.0996875,47.0,0.0,0.0,10.0,2,4.0,1.0,4.0,1,67.0,36.0,0.0,2.754411318174137,99.15880745426892,108.89838000000003,10.27800896142694,1.1066763401031494,0.17417943601800023,1000000.0
4,0.0,27.32884658064516,6.0,1,16.0,7.0,1.0,9.523100488175299,0.0996875,58.0,0.0,0.0,19.0,2,2.0,1.0,3.0,1,55.0,33.326952402484444,0.0,2.754411318174137,91.7961348976539,108.75898000000001,5.279874633206554,0.9805616140365601,0.14518415197681378,20.26763731938547
4,0.0,27.32884658064516,7.747753687696734,1,20.0,6.0,1.0,5.490437844623847,0.0996875,92.0,0.0,0.0,0.0,2,0.0,0.0,3.0,1,65.0,31.0,0.0,2.754411318174137,85.38675086339825,109.93688900000002,12.969510651559725,0.7524987459182739,0.13800439049085314,1000000.0
4,0.0,27.32884658064516,5.049293791158458,1,31.0,13.0,1.0,9.852737264706569,0.0996875,72.0,0.0,0.0,0.0,2,14.0,0.0,4.0,1,51.67541686774911,31.83959504158779,0.0,2.754411318174137,87.69934094863054,109.34303600000003,7.932083833376491,0.9745988845825195,0.10005604646521576,17.498863385548393
4,0.0,27.32884658064516,7.0,1,21.0,9.0,1.0,9.866988895368527,0.0996875,61.0,0.0,0.0,20.0,2,12.0,0.0,2.0,1,66.0,36.77244495941299,0.0,2.754411318174137,101.28643859314262,108.17694000000004,10.389480530215566,0.8224118947982788,0.13716110762293796,23.724720331997386
4,0.0,27.32884658064516,7.376352905938024,1,31.0,15.0,0.0,5.5905397544699635,0.0996875,100.0,0.0,0.0,18.0,2,14.0,1.0,3.0,1,65.3586623757663,34.096056370611755,0.0,2.754411318174137,93.91456357231641,108.555181,9.938469594544658,1.1066763401031494,0.15646454794193515,1000000.0
4,28.481386124559993,27.32884658064516,8.0,1,25.0,13.0,1.0,9.49804962095379,0.0996875,21.0,21.0,1.2192016927129607,17.0,1,0.0,1.0,3.0,1,50.788836969189056,39.069046154322734,61.0,2.754411318174137,107.61222291773429,108.75543400000001,7.581712342791274,1.0941203832626343,0.1783888036802663,23.71058355915045
4,0.0,27.32884658064516,5.269258140690205,1,4.0,13.0,0.0,6.799088873252293,0.0996875,79.0,29.0,0.016703372276119177,2.0,0,3.0,1.0,4.0,1,60.94702268971915,33.150139716613005,0.0,2.754411318174137,91.30912003449284,109.08521000000002,10.03369945807502,1.1289019584655762,0.17268987514275555,16.334790188486203
4,8.798789216324662,27.32884658064516,7.0,1,7.0,3.0,1.0,5.292813631020149,0.0996875,93.0,59.0,1.8158143515245129,0.0,1,6.0,1.0,4.0,1,58.39000328827244,39.0,929.0,2.754411318174137,107.42204140879134,109.528254,14.958728989392656,1.312048077583313,0.12632632259504523,1000000.0
4,0.0,27.32884658064516,7.0,1,36.0,10.0,1.0,8.0258272267091,0.0996875,37.0,0.0,0.0,25.0,2,0.0,0.0,4.0,1,61.25809774392425,34.10623862424332,0.0,2.754411318174137,93.9426096869637,108.94748700000002,10.413581626096471,0.694321870803833,0.15281729902638383,23.81433974901634
4,0.0,27.32884658064516,6.0,1,18.0,13.0,0.0,7.382587921277156,0.0996875,96.0,0.0,0.0,19.0,2,13.0,1.0,4.0,1,55.31450248643322,33.12396663285532,0.0,2.754411318174137,91.23702859635915,108.76328900000003,9.93496875658509,1.1066763401031494,0.14787092732771517,19.94108611378576
4,0.0,27.32884658064516,6.000233692798745,1,17.0,3.0,0.0,6.5099504993372515,0.0996875,16.0,0.0,0.0,3.0,2,12.0,1.0,3.0,1,62.0,35.0,0.0,2.754411318174137,96.40439613609479,108.01340500000002,5.598308144137319,1.1066763401031494,0.1617896747052536,1000000.0
4,0.0,27.32884658064516,5.791725017817767,1,30.0,10.0,1.0,2.4598121743812866,0.0996875,67.0,0.0,0.0,0.0,2,8.0,0.0,3.0,1,51.0,36.35766939249074,0.0,2.754411318174137,100.1439760771099,109.13660000000007,8.416129534918738,0.9078419804573059,0.093383109636833,12.401344480736416
4,0.0,27.32884658064516,6.0,1,14.0,5.0,2.0,7.045070761804998,0.0996875,14.0,0.0,0.0,0.0,2,8.0,1.0,3.0,1,52.38023205378231,32.3905318023307,0.0,2.754411318174137,89.216847398019,109.96914500000007,7.724225264470906,1.1007134914398193,0.11931427009371781,21.704768087500227
4,0.0,27.32884658064516,6.612436851286125,1,28.0,3.0,2.0,5.983848007168871,0.0996875,74.0,0.0,0.0,21.0,2,2.0,1.0,3.0,1,62.0,39.0,0.0,2.754411318174137,107.42204140879134,108.43507600000001,10.03369945807502,1.1066763401031494,0.1697383375241224,1000000.0
