Material_3,V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),M1_is Enclosed,Period (d),Material_2,Additive_1,Additive_3, Composting Method,V3_Ventilation Duration (min),Compost volume (m3),Turning times,Initial Moisture Content (%),Initial GI (%),V2_Ventilation Interval (min),Additive_4,V4_Ventilation Day,Material_Main,Additive_2,Application Rate (%DW),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
9.0,2,0,25.0,1.0,36.0,8.0,37.0,4,1.0,0,0.05513157894736841,15.0,57.64305220943412,27.32884658064516,0,1,0,3,3.0,7.16222810893897,5.0,1.938857678018576,48.4714419504644,94.49136400000002,10.676609760001448,0.34602537751197815,0.17321575435691955,1000000.0
2.0,2,0,31.0,1.0,89.0,2.0,4.0,4,2.0,0,0.05513157894736841,18.0,61.0,27.32884658064516,0,1,0,3,0.0,9.922413242619399,7.3497814136862445,1.938857678018576,60.10458801857585,95.29597600000001,7.951158589900569,1.428597092628479,0.1954826604344164,1000000.0
3.0,2,0,22.459933941432304,1.0,120.0,0.0,4.0,4,2.0,0,0.05513157894736841,16.0,69.0,27.32884658064516,0,1,0,3,3.0,3.743979695691669,5.838506248913009,1.938857678018576,43.54661537013604,95.85111700000002,7.951158589900569,0.7701506614685059,0.1922530578374163,18.088155699719405
9.0,2,0,38.256662442797115,1.0,110.0,4.0,7.0,4,1.0,0,0.05513157894736841,2.0,53.0,27.32884658064516,0,1,0,3,3.0,7.208465919849147,7.220943450998476,1.938857678018576,74.17422371258208,94.18194800000003,5.452027762188003,0.1569165140390396,0.1970189186493647,12.730308355375438
4.0,2,0,34.0,1.0,38.0,8.0,31.0,4,1.0,0,0.05513157894736841,14.0,63.60960017640353,27.32884658064516,0,1,0,3,8.0,6.040022835966507,6.0,1.938857678018576,65.92116105263159,94.21588300000002,9.992847094296113,0.33573243021965027,0.1901392943486638,1000000.0
4.0,2,0,20.0,1.0,96.0,0.0,20.0,4,1.0,0,0.05513157894736841,9.0,51.0,27.32884658064516,0,1,0,3,8.0,2.5593395845895737,6.0,1.938857678018576,38.77715356037152,94.57742900000002,4.903534992833357,0.7318515777587891,0.19589372994375995,1000000.0
3.0,2,0,21.48265922126351,1.0,73.0,14.0,4.0,4,0.0,0,0.05513157894736841,24.0,63.0,27.32884658064516,0,1,0,3,8.0,4.259090785644453,7.0,1.938857678018576,41.65181877540332,94.08368300000001,8.478918865824749,1.0509064197540283,0.18643093322994234,21.385705860560993
9.0,2,0,39.870562603223824,1.0,63.0,3.0,8.0,4,0.0,0,0.05513157894736841,1.0,55.0,27.32884658064516,0,1,0,3,2.0,7.292054639637364,7.0,1.938857678018576,77.30334643018081,94.18194800000003,7.966722699527029,1.1316466331481934,0.20387880593521712,13.473467659732808
5.0,2,0,37.66515583589479,1.0,106.0,6.0,2.0,4,0.0,0,0.05513157894736841,6.0,65.0,27.32884658064516,0,1,0,3,3.0,3.108907196678277,7.9584549476560955,1.938857678018576,73.02737658619078,96.31391100000005,7.951158589900569,0.7860686182975769,0.24913895928471733,15.772544149485398
4.0,2,0,38.0,1.0,20.0,8.0,4.0,4,0.0,0,0.05513157894736841,3.0,69.66761705870576,27.32884658064516,0,1,0,3,1.0,5.801891077111703,7.142350609838359,1.938857678018576,73.67659176470589,95.34377100000003,7.951158589900569,1.209900140762329,0.1905145090869613,1000000.0
