V2_Ventilation Interval (min),Additive_2,Turning times,Initial C/N (%),Initial GI (%),V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Initial Moisture Content (%),Material_Main,Material_2,Period (d),Initial pH,Compost volume (m3),Additive_1,Application Rate (%DW),M1_is Enclosed,V3_Ventilation Duration (min), Composting Method,V4_Ventilation Day,Material_3,Additive_4,Additive_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
549.0,7.0,20.0,37.68733120833684,27.32884658064516,1.416601936417273,1,55.27244640630822,7,12.0,64.0,5.452082458543798,0.6292491869918699,6.0,3.415484718131876,0.0,43.335637594516975,1.0,62.0,9.0,1,4,2.4967368849582217,94.0953499234917,102.50918399999993,11.086584901435607,0.5638885498046875,0.1540036713153806,24.00411024245864
223.0,2.0,2.0,36.238486774086944,27.32884658064516,0.4521217088341076,1,62.0,7,14.0,104.0,6.0,0.6292491869918699,12.0,3.9407304150820446,1.0,16.73800703672895,2.0,61.0,2.0,1,4,2.4967368849582217,90.47796658393355,102.14010199999997,9.100945473398195,0.5982547402381897,0.1415180109489013,23.362920531753172
1405.0,2.0,5.0,34.82745203344769,27.32884658064516,1.1900229299856413,1,65.91167953425746,7,14.0,76.0,7.0,0.6292491869918699,14.0,8.766985026614673,1.0,52.235226762861316,0.0,58.0,9.0,1,4,2.4967368849582217,86.95498410102208,101.44194699999994,7.378439465159359,0.9519778490066528,0.16166143336124525,22.399916820180195
1389.0,7.0,22.0,21.46444791682143,27.32884658064516,0.5805752718262158,1,67.82286625037358,7,0.0,118.0,7.0,0.6292491869918699,14.0,5.804033847796792,1.0,26.9667927699434,2.0,59.0,2.0,1,4,2.4967368849582217,53.59107882919273,102.38820100000001,10.723318675227404,0.5997645854949951,0.1683685883623457,23.459102435734035
163.0,1.0,22.0,35.0,27.32884658064516,1.8067043625062384,1,58.0,7,4.0,76.0,7.0,0.6292491869918699,24.0,5.434816801658624,1.0,21.446684404138598,0.0,62.0,4.0,1,4,2.4967368849582217,87.38579097353775,101.98826800000002,7.189050173705803,0.9520331621170044,0.16984422446129274,1000000.0
116.0,0.0,24.0,13.250343079837549,27.32884658064516,0.917573661563156,1,52.0,7,5.0,117.0,6.220964774863567,0.6292491869918699,22.0,7.682381071282742,0.0,54.53484028720873,2.0,65.0,2.0,1,4,2.4967368849582217,33.08262030578133,103.03802499999998,6.808105652417789,0.5776446461677551,0.16348137974405869,25.062637027383403
242.0,3.0,26.0,21.17373128624961,27.32884658064516,0.07883203886629775,1,64.0,7,6.0,99.0,6.0,0.6292491869918699,21.0,2.6525978448199816,1.0,56.083033564709254,2.0,68.0,5.0,1,4,2.4967368849582217,52.86523589457329,103.163957,9.100945473398195,0.8349038362503052,0.15651020761909365,22.716409267717207
1211.0,3.0,25.0,35.631608862430575,27.32884658064516,1.000199176401439,1,60.0,7,12.0,127.0,7.0,0.6292491869918699,7.0,2.314593364519542,0.0,37.9396638469519,1.0,71.0,9.0,1,4,2.4967368849582217,88.96275211723467,103.05596299999996,9.636635068271556,0.5005309581756592,0.15398996375392016,24.689303015609223
1387.0,0.0,1.0,35.32809756689452,27.32884658064516,1.1185920081164342,1,63.30411831594683,7,12.0,128.0,5.0,0.6292491869918699,2.0,7.386546390374187,1.0,18.484795052346048,0.0,79.0,0.0,1,4,2.4967368849582217,88.20496427066836,102.61262799999999,5.085599644178947,0.7865379452705383,0.07440800157822718,20.693208066512263
298.0,6.0,30.0,14.255225045327457,27.32884658064516,1.2838660475479968,1,53.08058847099119,7,13.0,100.0,7.3762844502173,0.6292491869918699,10.0,6.079686595728838,1.0,41.88147723648809,1.0,58.0,5.0,1,4,2.4967368849582217,35.5915461740493,101.09480099999999,10.835315885258156,0.8352198600769043,0.16912973779984222,26.462468086350924
606.0,5.0,11.0,12.382026432132616,27.32884658064516,1.789259144159015,1,53.17877985549786,7,8.0,98.0,5.493601100582213,0.6292491869918699,8.0,3.9824257370088763,1.0,42.586563919794685,2.0,73.0,9.0,1,4,2.4967368849582217,30.91466210363315,103.78996399999994,7.056887097994075,0.8391861915588379,0.17458850193693057,25.95810663510707
414.0,5.0,19.0,38.299171964738186,27.32884658064516,0.7325916542441213,1,58.88035640922994,7,13.0,108.0,6.67692020538559,0.6292491869918699,21.0,7.8429482526326515,0.0,44.54961974272825,1.0,84.0,4.0,1,4,2.4967368849582217,95.62295530771968,101.05611399999998,7.765000061532599,0.500473141670227,0.14487439149360556,24.53784220579396
828.0,2.0,0.0,25.0,27.32884658064516,0.6851437886897027,1,66.0,7,8.0,69.0,5.0,0.6292491869918699,11.0,7.576618509803823,1.0,19.027828370302696,0.0,53.0,2.0,1,4,2.4967368849582217,62.418422123955544,101.79832699999999,7.378439465159359,1.0412285327911377,0.1620976429903385,1000000.0
1236.0,5.0,17.0,33.54050886985198,27.32884658064516,0.979937134911308,1,61.0,7,4.0,91.0,7.2111434227716975,0.6292491869918699,18.0,5.261278250896694,0.0,52.07494212757075,2.0,54.0,0.0,1,4,2.4967368849582217,83.74182563562785,102.22035499999998,7.229310466659236,0.3530217409133911,0.1697980097663815,23.02039406005389
1296.0,2.0,25.0,21.76233355415624,27.32884658064516,0.5034051874756384,1,65.0,7,4.0,109.0,6.0,0.6292491869918699,22.0,5.568204028837434,1.0,55.4749102052221,0.0,79.0,4.0,1,4,2.4967368849582217,54.334820887425835,103.67130000000002,7.378439465159359,0.950849711894989,0.15031065821145917,23.795033301194184
160.0,0.0,25.0,33.18224690553096,27.32884658064516,1.942253495646902,1,63.0,7,5.0,70.0,7.315739333683447,0.6292491869918699,18.0,2.338893172418657,1.0,50.45199945859722,2.0,53.0,3.0,1,4,2.4967368849582217,82.84733977482996,102.36054299999996,6.671345401525487,0.8381361365318298,0.17596940356141197,22.18628984186536
836.0,2.0,31.0,34.7826805053542,27.32884658064516,0.25311102472023217,1,64.327832644224,7,8.0,104.0,6.0,0.6292491869918699,6.0,6.073757557770773,1.0,46.705084347149906,0.0,68.0,5.0,1,4,2.4967368849582217,86.84320137543511,103.41848600000002,7.378439465159359,0.948484480381012,0.16209113762963198,23.034592944488804
950.0,3.0,30.0,33.0,27.32884658064516,0.6687640231324388,1,57.0,7,14.0,87.0,7.0,0.6292491869918699,12.0,4.270461836525308,1.0,27.710294646609455,2.0,71.0,9.0,1,4,2.4967368849582217,82.39231720362132,103.17795299999996,9.100945473398195,0.8372690677642822,0.16328836993325443,1000000.0
1.0,6.0,5.0,20.966199007241684,27.32884658064516,1.5336254668456584,1,67.0,7,0.0,130.0,6.0275164268112995,0.6292491869918699,30.0,6.924939590383837,1.0,18.692758906220494,0.0,65.0,3.0,1,4,2.4967368849582217,52.347082398754765,101.21786700000003,6.180461565233831,0.38946589827537537,0.19124666372019555,20.591135169801166
108.0,3.0,10.0,25.353628492936593,27.32884658064516,1.6757952079776006,1,65.86232218231439,7,12.0,70.0,8.0,0.6292491869918699,14.0,6.061304060287052,1.0,53.479786802341096,0.0,61.0,9.0,1,4,2.4967368849582217,63.30133942584252,100.79658199999996,7.2060160964941975,0.9537490606307983,0.20938903795157046,27.47514196680668
967.0,1.0,19.0,31.781231777507674,27.32884658064516,0.07327836785962893,1,52.0,7,3.0,111.0,7.0,0.6292491869918699,31.0,2.649814224274584,0.0,58.30030551389257,2.0,55.0,3.0,1,4,2.4967368849582217,79.34937362830976,103.08762499999997,9.083979550609802,0.49720364809036255,0.13943599897659956,23.677672753406632
621.0,3.0,6.0,35.882667229396134,27.32884658064516,1.2956777944785671,1,61.0,7,6.0,112.0,7.0,0.6292491869918699,8.0,9.181377057646266,0.0,28.39834455075845,1.0,83.0,9.0,1,4,2.4967368849582217,89.58957880231496,103.55945799999998,9.636635068271556,0.5006768703460693,0.1783850947779911,21.674179864296878
1052.0,6.0,17.0,32.22932048559307,27.32884658064516,1.6174649332459579,1,59.95719870340797,7,3.0,99.0,7.601083708926318,0.6292491869918699,18.0,7.163873519031052,0.0,23.219477156491106,1.0,71.0,5.0,1,4,2.4967368849582217,80.46813323351985,99.59733899999998,10.662892516592995,0.5673478245735168,0.16088205345126252,23.89991101384053
51.0,0.0,3.0,31.0,27.32884658064516,1.9812184695580113,1,54.66360992510425,7,6.0,85.0,7.593254448070589,0.6292491869918699,7.0,3.3271275750996097,1.0,59.86424747837333,2.0,62.0,5.0,1,4,2.4967368849582217,77.39884343370487,102.90476299999999,6.671345401525487,0.8386562466621399,0.18567570514541543,1000000.0
285.0,1.0,30.0,22.73764703910777,27.32884658064516,1.4454310866419129,1,67.46585047350325,7,14.0,99.0,5.557712218535385,0.6292491869918699,8.0,2.456896821271366,0.0,6.339623193700059,2.0,65.0,3.0,1,4,2.4967368849582217,56.76992203970147,99.08325,9.214359566267726,0.4996267259120941,0.1565549324669903,24.89738468007179
1198.0,7.0,31.0,31.499863164741306,27.32884658064516,0.3129445560773563,1,64.9134507835325,7,14.0,121.0,6.0,0.6292491869918699,17.0,8.729673489755017,1.0,26.919383331718308,0.0,64.0,5.0,1,4,2.4967368849582217,78.64687023454644,100.011724,8.722701086249714,0.9437077641487122,0.16073665089300115,24.04665325379059
230.0,6.0,27.0,17.899007305171555,27.32884658064516,0.32101518757104563,1,63.83607606511836,7,3.0,131.0,6.0,0.6292491869918699,33.0,3.282311421613665,1.0,29.84794295813851,0.0,63.0,0.0,1,4,2.4967368849582217,44.68911174295848,102.830923,8.797240086240757,0.7810479402542114,0.15960063953803927,23.674353404917
317.0,0.0,20.0,17.013819360742957,27.32884658064516,1.7260550228105935,1,61.17786897321274,7,3.0,90.0,6.0,0.6292491869918699,19.0,4.2690538556367486,1.0,28.28295188623667,0.0,72.0,3.0,1,4,2.4967368849582217,42.479030351983255,102.77713000000001,4.948839393286645,0.9550604224205017,0.16996083337086185,25.155844222505422
300.0,7.0,25.0,27.065226391739163,27.32884658064516,1.9652018914523874,1,51.95626112021911,7,4.0,84.0,7.0,0.6292491869918699,24.0,9.913598442208158,0.0,41.72828648780924,2.0,75.0,3.0,1,4,2.4967368849582217,67.57474903199989,100.775797,10.550895306562246,0.5635721683502197,0.17607079333329573,23.660404091848594
602.0,7.0,2.0,11.0,27.328846580645163,0.8930880793418468,1,68.0,7,0.0,114.0,5.901505401333538,0.6292491869918699,35.0,4.85386946475012,1.0,53.16804382380229,1.0,78.0,9.0,1,4,2.4967368849582217,27.46410573454044,104.58164099999996,11.259008270100765,0.8321102261543274,0.14538534611943993,1000000.0
487.0,1.0,23.0,21.231527999417573,27.32884658064516,1.451551225628387,1,60.89110710795963,7,8.0,94.0,8.0,0.6292491869918699,21.0,8.590486965550669,1.0,56.7728612057458,1.0,57.0,2.0,1,4,2.4967368849582217,53.00953908016909,101.01194099999996,9.619669145483163,0.5997573137283325,0.17681878210681826,24.21524198729644
90.0,7.0,25.0,18.12027739972287,27.32884658064516,1.4578630725260504,1,55.83963117358645,7,13.0,82.0,7.104575894090816,0.6292491869918699,30.0,5.47885916663653,1.0,48.952350579238804,2.0,55.0,9.0,1,4,2.4967368849582217,45.24156494956294,104.84841299999995,10.723318675227404,0.8319643139839172,0.18747536328705408,25.752714698578117
