Period (d),Initial pH,M1_is Enclosed, Composting Method,Turning times,Material_Main,V2_Ventilation Interval (min),Additive_1,Additive_4,Compost volume (m3),Application Rate (%DW),V3_Ventilation Duration (min),Additive_2,Material_2,Initial C/N (%),V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Additive_3,Initial GI (%),V4_Ventilation Day,Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
57.0,5.0,1.0,0.0,17.0,8,0.0,25.0,1,4.210797122302158,6.244200814603413,0.0,8.0,0.0,11.0,0,1.2958588581343122,50.40504347215647,4,27.936501527420564,47.0,5.0,2.1457865217391303,23.603651739130434,102.41392800000001,7.72170990111929,1.0406157970428467,0.2180807270198927,1000000.0
74.0,7.079679079669432,1.0,0.0,26.0,8,0.0,10.0,1,4.210797122302158,2.7686815058098864,0.0,11.0,0.0,26.0,0,0.44138648931671387,64.0,4,27.328846580645163,39.0,4.0,2.1457865217391303,55.790449565217386,100.79459699999998,4.484405237208307,1.0536470413208008,0.2471259439355395,1000000.0
58.0,6.0,1.0,1.0,29.0,8,0.0,37.0,1,4.210797122302158,3.4123728494068555,0.0,2.0,0.0,28.0,0,1.149558374121702,69.0,4,27.32884658064516,47.0,4.0,2.1457865217391303,60.08202260869565,102.17322300000002,10.201269986621925,1.022692322731018,0.20602177109072023,1000000.0
76.0,8.0,1.0,0.0,23.0,8,0.0,13.0,1,4.210797122302158,6.332398363970423,0.0,15.0,0.0,29.589086164843984,0,0.11124477345576533,65.74790562858387,4,27.32884658064516,34.0,0.0,2.1457865217391303,63.4918622831,101.01237599999999,6.601826533871126,1.076264500617981,0.22596010178118747,1000000.0
100.0,5.3558724616727575,1.0,0.0,25.0,8,0.0,13.0,1,4.210797122302158,3.8394467776569456,0.0,0.0,0.0,15.0,0,0.5887941041922802,58.0,4,27.32884658064516,73.0,0.0,2.1457865217391303,32.18679782608695,102.43787300000004,5.274090035183152,0.9679430723190308,0.21642015430780767,1000000.0
68.0,6.0,0.0,2.0,28.0,8,671.0,27.0,1,4.210797122302158,9.033085600961952,40.12517358957004,11.0,0.0,14.733034033998617,1,1.4756522128118241,55.00329782188294,4,27.32884658064516,56.0,0.0,2.1457865217391303,31.61394585447812,102.43008600000002,11.60441627647506,1.101845622062683,0.1581957445557815,27.181715781912946
35.0,6.564201688878244,1.0,1.0,30.0,8,666.0,36.0,1,4.210797122302158,9.870554963500666,58.20600159640558,6.0,0.0,39.0,1,0.07532892466899299,50.045127152264676,4,27.32884658064516,35.0,4.0,2.1457865217391303,83.68567434782608,101.22965,14.557904896813405,1.1058292388916016,0.13614128354638824,1000000.0
60.0,6.0,0.0,2.0,31.0,8,953.0,8.0,1,4.210797122302158,3.8144047780234427,16.360145902726316,8.0,0.0,30.0,1,1.2730777673199951,67.0,4,27.32884658064516,51.0,9.0,2.1457865217391303,64.3735956521739,103.27096400000002,8.466958063556472,1.0844968557357788,0.17332034585053996,1000000.0
46.0,7.302864308001242,0.0,2.0,22.0,8,816.0,7.0,1,4.210797122302158,7.333367372949609,6.526568335180185,2.0,0.0,29.622744276415396,1,1.9643179263826738,65.0,4,27.32884658064516,34.0,4.0,2.1457865217391303,63.564085405257124,102.370469,9.662401690192365,1.1063860654830933,0.17552284967601062,26.33048975444434
112.0,6.409378146212088,1.0,0.0,11.0,8,1212.0,31.0,1,4.210797122302158,4.823175404274307,52.69484063356779,8.0,0.0,11.0,1,1.334607490370246,56.0,4,27.32884658064516,72.0,5.0,2.1457865217391303,23.603651739130434,102.630039,10.286772453062895,1.0205342769622803,0.17586480120670794,1000000.0
104.0,5.002866468911993,1.0,1.0,29.0,8,211.0,13.0,1,4.210797122302158,8.576802417651361,44.04748687215607,12.0,3.0,17.221028670487005,1,1.973030593857823,59.37128569575783,4,27.32884658064516,37.0,5.0,2.1457865217391303,36.95265121161415,100.77691099999998,8.940893128234336,1.040749192237854,0.1930300572277522,25.976559310317043
128.0,6.0,0.0,2.0,3.0,8,0.0,10.0,1,4.210797122302158,4.473811705330853,0.0,7.0,0.0,20.559307137563398,0,0.5253647251704774,63.260069537243126,4,27.32884658064516,60.0,0.0,2.1457865217391303,44.115884152078635,101.77477700000001,4.855850133755215,1.0721931457519531,0.16656648885358105,25.90603861627125
53.0,7.0,0.0,1.0,31.0,8,609.0,8.0,1,4.210797122302158,8.421065408203706,51.44582834623874,12.0,6.0,29.08606866729201,1,1.2367992669840686,62.888061915594164,4,27.32884658064516,40.0,9.0,2.1457865217391303,62.412494116654024,100.476502,9.1453132233792,1.0849767923355103,0.1702662047392438,26.37382645961004
52.0,6.0,0.0,2.0,17.0,8,0.0,20.0,1,4.210797122302158,2.9393244410903705,0.0,1.0,8.0,35.99565837100816,0,1.2553351308527891,64.9855752721254,4,27.32884658064516,41.0,0.0,2.1457865217391303,77.23899857363561,99.80593899999997,9.102722595250386,1.0148106813430786,0.199800148487542,28.692665565157306
127.0,5.397744908300892,1.0,0.0,13.0,8,0.0,31.0,1,4.210797122302158,9.40893843135092,0.0,15.0,0.0,26.140095817451492,0,0.8120919712645287,51.32399184609847,4,27.32884658064516,83.0,5.0,2.1457865217391303,56.091065282056825,102.070048,9.758220747299381,1.0873723030090332,0.21218987154883376,26.208586988443994
132.0,5.566517455445512,1.0,0.0,11.0,8,0.0,20.0,1,4.210797122302158,4.546257198066064,0.0,5.0,0.0,37.59140329009447,0,0.9057441150522434,55.690272431130985,4,27.32884658064516,53.0,9.0,2.1457865217391303,80.6631265131447,101.63878000000003,8.81409221797575,0.9884465932846069,0.22248944608290672,24.46885911366096
96.0,6.859325960522015,1.0,0.0,11.0,8,57.0,7.0,1,4.210797122302158,9.857095179608134,55.16055095319332,2.0,0.0,34.088311022296324,1,0.19998447653489793,59.82591335340132,4,27.32884658064516,47.0,0.0,2.1457865217391303,73.14623834049489,102.45974600000001,5.956575093623236,1.0652077198028564,0.18196468526490667,23.93260326807911
119.0,5.811036345335454,1.0,0.0,1.0,8,0.0,12.0,1,4.210797122302158,7.925672437292136,0.0,8.0,0.0,23.0,0,1.8715184469183361,51.04321347485612,4,27.32884658064516,61.0,4.0,2.1457865217391303,49.353089999999995,102.57056399999999,8.634589192331058,0.9717546701431274,0.19513739145860287,1000000.0
105.0,5.0,1.0,0.0,5.0,8,0.0,27.0,1,4.210797122302158,6.761806814761477,0.0,11.0,0.0,22.0,0,1.236369356294174,68.48536577400037,4,27.32884658064516,69.0,0.0,2.1457865217391303,47.20730347826087,101.92263199999996,10.333735008966025,1.133581519126892,0.22469056803860632,1000000.0
117.0,6.234435075017548,1.0,1.0,8.0,8,0.0,25.0,1,4.210797122302158,9.982814089281236,0.0,1.0,0.0,26.639699669108182,0,1.0904889619266023,67.43582287478746,4,27.32884658064516,39.0,4.0,2.1457865217391303,57.16310849315071,102.30409300000001,9.978316733143304,1.072228193283081,0.21986065778916158,23.943824231611654
79.0,6.9043282811666264,1.0,1.0,22.0,8,727.0,27.0,1,4.210797122302158,2.1449275484281074,23.356593969606056,11.0,0.0,13.9789069500207,1,1.266584168241963,54.23992497211812,4,27.32884658064516,45.0,2.0,2.1457865217391303,29.995750121999873,102.03317099999998,12.177822489774947,1.0930460691452026,0.18034598327920331,27.140033843201426
77.0,7.0,1.0,2.0,28.0,8,588.0,7.0,1,4.210797122302158,2.004073074782622,37.3989849976583,9.0,0.0,37.66099110205613,1,1.865184718925416,56.45283088805134,4,27.32884658064516,47.0,4.0,2.1457865217391303,80.81244710212935,103.27980900000003,10.170539349217467,1.0629277229309082,0.1596633503646568,24.946695758188827
104.0,5.473308298511613,0.0,1.0,5.0,8,0.0,27.0,1,4.210797122302158,9.542482917671594,0.0,11.0,0.0,21.62110250039212,0,1.9675928216676766,53.0,4,27.32884658064516,44.0,2.0,2.1457865217391303,46.39427033048162,102.31869599999999,10.634877139272877,1.072228193283081,0.18760098989123508,22.023017767555984
77.0,6.0,0.0,2.0,31.0,8,1231.0,35.0,1,4.210797122302158,3.4121729990695826,54.79352541779701,2.0,0.0,29.541357984876964,1,1.5177330532089568,63.0,4,27.834268710473022,62.0,5.0,2.1457865217391303,63.38944779781962,102.63070499999999,12.79612257278591,1.0419672727584839,0.15260302643187026,26.19684848287993
92.0,6.0,1.0,1.0,31.0,8,580.0,4.0,1,4.210797122302158,9.637897763567887,47.37681784836668,3.0,0.0,12.0,1,0.5982882933467699,65.1349350495064,4,27.32884658064516,60.0,5.0,2.1457865217391303,25.749438260869564,102.797463,5.654047902057831,1.124867558479309,0.19163295324711116,1000000.0
96.0,7.0,1.0,0.0,18.0,8,850.0,4.0,1,4.210797122302158,8.928420654565583,38.225378439023,12.0,13.0,14.336937552467639,1,1.1565505697835408,52.434282857307934,4,27.32884658064516,55.0,3.0,2.1457865217391303,30.764007363100653,100.58449200000003,8.819109380959175,1.0526493787765503,0.15167933504425837,27.353543892235486
106.0,7.0,0.0,2.0,26.0,8,0.0,33.0,1,4.210797122302158,6.780238084502054,0.0,8.0,8.0,26.259187030041012,0,1.5151111371690253,59.0,4,27.32884658064516,44.0,0.0,2.1457865217391303,56.34660960088899,100.33724099999996,10.113942963071302,1.0350708961486816,0.1815855391722412,27.221904609989785
49.0,6.0,1.0,1.0,30.0,8,0.0,14.0,1,4.210797122302158,4.621816306255879,0.0,9.0,0.0,21.48890908599122,0,1.0357960928655539,53.0,4,27.32884658064516,38.0,5.0,2.1457865217391303,46.110611483597495,102.160653,9.257141457298294,1.0215356349945068,0.23579388492655967,26.408969692935685
90.0,7.4225211227220536,1.0,2.0,11.0,8,1268.0,4.0,1,4.210797122302158,3.332366302978434,23.762174609159807,6.0,0.0,25.144663800634138,1,1.1365510399629875,58.0,4,27.32884658064516,60.0,9.0,2.1457865217391303,53.95508067706255,102.791842,11.4166826890819,1.1149537563323975,0.1833637594399091,25.961131740124824
129.0,6.0,0.0,2.0,28.0,8,34.0,7.0,1,4.210797122302158,9.456549498312926,47.48878109464153,3.0,0.0,29.91089781007699,1,1.5735765123732453,58.189884269688314,4,27.32884658064516,74.0,5.0,2.1457865217391303,64.18240137397967,103.75022700000001,9.974843653072682,1.0685343742370605,0.18957371958744162,25.213126660267385
125.0,6.0,1.0,0.0,6.0,8,378.0,22.0,1,4.210797122302158,3.795047053445222,45.24424040940891,5.0,8.0,12.0,1,1.967334165077359,59.83939998310849,4,27.32884658064516,84.0,9.0,2.1457865217391303,25.749438260869564,100.34095099999999,8.78650093653618,1.0626119375228882,0.18754195392893827,1000000.0
68.0,7.619222681207036,1.0,0.0,7.0,8,888.0,2.0,1,4.210797122302158,5.949250402784138,23.796402085763923,13.0,0.0,14.360731327458637,1,0.7944550393509953,53.0,4,27.32884658064516,44.0,5.0,2.1457865217391303,30.815063724777634,102.79180299999999,10.973633449759356,0.9880712032318115,0.21187141595193668,22.77949352563852
99.0,6.0,1.0,2.0,1.0,8,93.0,21.0,1,4.210797122302158,5.8853299156512975,38.06348580006236,8.0,0.0,27.43879971296496,1,1.5368269725890389,68.0,4,27.32884658064516,76.0,2.0,2.1457865217391303,58.877806596779735,102.646078,10.605054398769349,1.0903443098068237,0.13321342091831145,25.66522994021855
90.0,6.43616589953127,1.0,1.0,25.0,8,90.0,25.0,1,4.210797122302158,6.062390667735797,50.88099472558226,3.0,0.0,34.927605762069916,1,1.546878221537043,56.0,4,27.32884658064516,61.0,5.0,2.1457865217391303,74.9471856808676,102.782388,10.334707132667004,1.1007153987884521,0.20412929944315483,26.10938589818363
73.0,6.0,0.0,2.0,31.0,8,22.0,8.0,1,4.210797122302158,8.945055473223796,35.6149067269084,12.0,6.0,14.6117192510182,1,1.769638864490281,58.99799623320971,4,27.32884658064516,71.0,3.0,2.1457865217391303,31.353630228271037,100.49656300000001,10.128788382115898,1.0897953510284424,0.17728550326006945,27.102644433326127
61.0,6.121929332556956,1.0,0.0,22.0,8,0.0,7.0,1,4.210797122302158,2.5538195868721707,0.0,0.0,0.0,18.71087026637273,0,0.19542202347801374,60.94705291427399,4,27.32884658064516,46.0,0.0,2.1457865217391303,40.14953322759205,102.986574,5.023144763365452,0.9563252925872803,0.23985480169846585,25.148185428246542
115.0,5.0,1.0,0.0,20.0,8,0.0,33.0,1,4.210797122302158,5.806634340563438,0.0,11.0,0.0,23.259530681713308,0,0.5636363418917234,68.0,4,27.32884658064516,45.0,9.0,2.1457865217391303,49.90998743879818,102.09358600000002,5.663783484003837,1.0207113027572632,0.19452400831793204,26.36162294528983
75.0,5.918423189964688,1.0,0.0,29.0,8,0.0,13.0,1,4.210797122302158,7.767327754651508,0.0,11.0,0.0,23.369930654449384,0,1.5830284743772436,56.83920225618061,4,27.32884658064516,44.0,9.0,2.1457865217391303,50.14688221229562,102.608617,8.278402623102389,0.9823236465454102,0.21976551941092642,24.688716198539492
116.0,6.0,0.0,1.0,26.0,8,0.0,13.0,1,4.210797122302158,2.6469591259761778,0.0,0.0,0.0,16.79411930917447,0,1.7100848691072796,61.48691609694828,4,27.32884658064516,52.0,2.0,2.1457865217391303,36.03659485810545,102.90840400000003,9.037607508762482,1.0033692121505737,0.2097630767652646,27.312239767826647
76.0,6.0,0.0,1.0,26.0,8,0.0,34.0,1,4.210797122302158,8.369479474611452,0.0,9.0,0.0,11.439997818580412,0,1.6128357410589167,53.56565254722159,4,27.32884658064516,65.0,9.0,2.1457865217391303,24.5477931278349,102.59929,10.113942963071302,1.0350708961486816,0.19481557214683798,27.052015251257036
117.0,7.0,1.0,0.0,21.0,8,0.0,31.0,1,4.210797122302158,6.8481748335179145,0.0,7.0,0.0,14.0,0,1.3154329877033701,63.0,4,27.32884658064516,73.0,3.0,2.1457865217391303,30.041011304347826,102.12433999999998,9.720762537259674,1.0162200927734375,0.23822639041039984,1000000.0
92.0,6.0,1.0,2.0,31.0,8,899.0,8.0,1,4.210797122302158,5.734037214200816,55.33482915947902,5.0,0.0,18.405344174658712,1,1.7589701576876298,68.0,4,27.32884658064516,76.0,2.0,2.1457865217391303,39.49393945795248,103.75721400000003,10.021483357167119,1.0866117477416992,0.17033915800627905,26.925214730172133
91.0,6.0,1.0,0.0,12.0,8,0.0,15.0,1,4.210797122302158,3.097372336114672,0.0,10.0,0.0,30.336440825722473,0,0.32857564590700594,62.0,4,27.32884658064516,65.0,4.0,2.1457865217391303,65.09552584137198,102.10708100000002,4.789428649299874,1.0815794467926025,0.22205631694053052,26.393570989056762
51.0,6.0,0.0,2.0,17.0,8,0.0,21.0,1,4.210797122302158,2.192281189533828,0.0,15.0,0.0,22.0,0,1.3847592895248364,55.0,4,27.32884658064516,50.0,5.0,2.1457865217391303,47.20730347826087,102.42325499999998,9.382346427349477,1.0368101596832275,0.20601872954652803,1000000.0
106.0,6.679969994744029,0.0,2.0,1.0,8,0.0,19.0,1,4.210797122302158,2.352819528438233,0.0,6.0,0.0,22.800860567518566,0,0.8232475395577767,57.99606196998909,4,27.32884658064516,47.0,5.0,2.1457865217391303,48.92577928983456,102.16803599999999,10.157703905499858,0.9868221879005432,0.1740924751177003,23.348047398071476
98.0,6.752773257206818,0.0,2.0,7.0,8,516.0,8.0,1,4.210797122302158,8.743559795852724,4.444860168487308,11.0,0.0,35.0,1,0.47549322946789396,56.0,4,27.32884658064516,43.0,9.0,2.1457865217391303,75.10252826086956,103.41022900000002,5.230787608952822,1.1189591884613037,0.15109464003227613,1000000.0
84.0,6.17944967655139,1.0,0.0,1.0,8,865.0,7.0,1,4.210797122302158,8.328905771717949,16.438700347026142,3.0,0.0,37.0,1,0.8242755821565739,62.0,4,27.32884658064516,54.0,9.0,2.1457865217391303,79.39410130434783,103.53641500000002,9.537993815967825,1.046616554260254,0.15522062021144434,1000000.0
116.0,6.980494342432278,1.0,1.0,31.0,8,384.0,6.0,1,4.210797122302158,3.295393722072288,34.281883318731005,15.0,0.0,34.68918232864351,1,0.2884352790266025,57.0,4,27.32884658064516,74.0,9.0,2.1457865217391303,74.43557989095447,103.04336100000002,5.850195944967145,1.1102166175842285,0.1864699541371145,25.02911883769881
125.0,7.0,1.0,0.0,6.0,8,0.0,37.0,1,4.210797122302158,3.6320125349473487,0.0,10.0,0.0,13.0,0,1.7232351853003762,69.0,4,27.32884658064516,62.0,3.0,2.1457865217391303,27.895224782608693,102.30745899999997,9.882574527384117,1.0916664600372314,0.22541909234952728,1000000.0
118.0,5.570297067280651,1.0,0.0,12.0,8,569.0,27.0,1,4.210797122302158,9.288232472047667,42.42336494899863,11.0,8.0,30.59081336222107,1,1.5001855561139406,53.0,4,27.32884658064516,76.0,0.0,2.1457865217391303,65.64135500169127,99.88717699999998,10.475981732920925,1.0687564611434937,0.1613709785708893,26.66039004035839
86.0,6.0,0.0,1.0,7.0,8,513.0,7.0,1,4.210797122302158,5.156362472443806,40.03582534628906,7.0,0.0,28.405220932919995,1,0.8462840868547616,52.600807612636544,4,27.32884658064516,43.0,2.0,2.1457865217391303,60.95154022488193,103.55587500000001,10.43110068964534,1.0771211385726929,0.13975197886534638,21.978350331673244
84.0,7.0,1.0,1.0,14.0,8,1233.0,8.0,1,4.210797122302158,6.864643651518371,29.720656198802626,12.0,0.0,25.0,1,1.2973543267040692,56.543272324287784,4,27.32884658064516,73.0,0.0,2.1457865217391303,53.64466304347826,103.17366,10.546232982646616,1.1047559976577759,0.18588028083472172,1000000.0
133.0,6.4449609054448995,0.0,1.0,19.0,8,649.0,13.0,1,4.210797122302158,9.380750490599498,29.007449426198054,10.0,0.0,17.0,1,0.9427216217584533,58.779390467434204,4,27.32884658064516,46.0,9.0,2.1457865217391303,36.47837086956522,102.204497,10.974611745229781,1.045491337776184,0.17380740676992992,1000000.0
107.0,5.0,1.0,0.0,12.0,8,468.0,13.0,1,4.210797122302158,3.6852621946876054,35.37490820771064,1.0,5.0,10.487073760594539,1,1.589362921489662,61.0,4,27.32884658064516,58.0,2.0,2.1457865217391303,22.503021527967856,100.611942,7.170581315004358,1.0099412202835083,0.18692002807963531,25.838806647012326
73.0,5.738171438174634,0.0,1.0,15.0,8,1210.0,6.0,1,4.210797122302158,7.441952873537643,29.163837418037687,10.0,3.0,23.041661106743703,1,1.5068036850594557,58.0,4,27.32884658064516,59.0,2.0,2.1457865217391303,49.44248584133137,100.77606600000001,10.420239115113118,1.0813376903533936,0.17324946272297503,1000000.0
68.0,7.0,1.0,2.0,23.0,8,492.0,4.0,1,4.210797122302158,2.8020004772042713,18.907487372184917,15.0,0.0,22.44543884764757,1,1.6013613284720098,52.0,4,27.32884658064516,68.0,3.0,2.1457865217391303,48.16312015380203,102.93751199999998,9.455308238413469,1.1145575046539307,0.17109496535267293,25.971651706407307
94.0,5.0,1.0,0.0,17.0,8,0.0,12.0,1,4.210797122302158,2.4835982493091784,0.0,2.0,0.0,33.59934799531564,0,1.1893077100604788,54.0,4,27.32884658064516,84.0,9.0,2.1457865217391303,72.09702806757096,102.15555600000002,8.572180161683344,0.9512521624565125,0.2130343671464703,26.852379246645516
