Period (d),Initial pH,M1_is Enclosed, Composting Method,Turning times,Material_Main,V2_Ventilation Interval (min),Additive_1,Additive_4,Compost volume (m3),Application Rate (%DW),V3_Ventilation Duration (min),Additive_2,Material_2,Initial C/N (%),V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Additive_3,Initial GI (%),V4_Ventilation Day,Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
93.0,5.0,1.0,2.0,5.0,8,892.0,2.0,1,4.210797122302158,6.92803214988835,31.908943816988838,8.0,0.0,16.0,1,0.8661619830297593,53.0,4,27.32884658064516,48.0,2.0,2.1457865217391303,34.332584347826085,103.00559400000002,9.654881872074169,0.8870190382003784,0.14794519778990198,1000000.0
63.0,5.0,0.0,2.0,16.0,8,0.0,8.0,1,4.210797122302158,8.847320901263329,0.0,10.0,0.0,20.3911806864939,0,0.3545069044678919,54.4200024945321,4,27.32884658064516,61.0,9.0,2.1457865217391303,43.75512067942588,102.69683800000003,4.786076439135549,1.068601131439209,0.19852735972821267,29.141946645073162
78.0,7.0,1.0,0.0,11.0,8,0.0,24.0,1,4.210797122302158,5.930253454165824,0.0,3.0,0.0,32.97027062023172,0,1.0979875880625998,67.6743071535461,4,27.32884658064516,65.0,5.0,2.1457865217391303,70.74716231498486,101.850595,9.600980650433792,1.0531387329101562,0.23655322248103325,26.35004919117865
78.0,7.0,1.0,0.0,29.0,8,980.0,37.0,1,4.210797122302158,3.682026973824147,50.091460364208295,6.0,0.0,25.0,1,1.2540213835283465,65.0,4,27.32884658064516,39.0,0.0,2.1457865217391303,53.64466304347826,101.98517099999998,11.914291230960023,1.030981183052063,0.15375630379645247,1000000.0
125.0,6.30678278097832,1.0,0.0,26.0,8,0.0,22.0,1,4.210797122302158,3.561463298478631,0.0,5.0,0.0,32.55762207224406,0,0.3276090544110646,60.79738615401629,4,27.32884658064516,52.0,2.0,2.1457865217391303,69.8617066224977,102.39669400000001,5.078085696924263,1.1313109397888184,0.23824706851776795,25.398752900977243
43.0,7.0,0.0,1.0,31.0,8,0.0,33.0,1,4.210797122302158,6.211556005273986,0.0,9.0,0.0,14.266151271077252,0,1.700791075000599,58.50447818097018,4,27.32884658064516,37.0,9.0,2.1457865217391303,30.61211511456913,102.27164899999998,10.549629854633379,1.0513800382614136,0.21314212813432987,28.47569840129509
124.0,5.0,0.0,2.0,29.0,8,0.0,4.0,1,4.210797122302158,8.813651322416689,0.0,2.0,0.0,12.0,0,0.9301636262060446,66.42507912732466,4,27.32884658064516,49.0,4.0,2.1457865217391303,25.749438260869564,102.60466499999997,9.855979687498134,1.084547758102417,0.23240866260650683,1000000.0
126.0,6.0,1.0,2.0,14.0,8,1265.0,17.0,1,4.210797122302158,2.5842404599586883,56.9197362793373,0.0,0.0,23.486242995279273,1,1.9528608666129212,60.093364993883085,4,27.32884658064516,84.0,2.0,2.1457865217391303,50.396463665560326,102.92583200000003,10.056582691164571,1.0314604043960571,0.17365069928718183,26.73448542312291
100.0,7.146314933306121,1.0,0.0,13.0,8,0.0,4.0,1,4.210797122302158,5.149075577995813,0.0,9.0,0.0,19.117051443349116,0,1.7244274725110067,59.0,4,27.32884658064516,76.0,9.0,2.1457865217391303,41.02111132253212,102.15941399999998,8.637321523893318,1.0385856628417969,0.24875856415351671,26.886856558492802
34.0,6.0,1.0,0.0,1.0,8,120.0,6.0,1,4.210797122302158,5.954034099474908,47.58935119386568,10.0,3.0,28.561381648618113,1,1.9234546199823834,69.25940103217482,4,27.32884658064516,32.0,0.0,2.1457865217391303,61.28662778385209,100.33451400000001,9.784963247967827,1.0481356382369995,0.16031117199018793,22.412194167662758
90.0,5.0,0.0,2.0,23.0,8,180.0,15.0,1,4.210797122302158,6.38329285497379,12.268956796377529,5.0,0.0,20.334085851862945,1,0.981598242342592,64.49288469081273,4,27.32884658064516,71.0,0.0,2.1457865217391303,43.63260735281385,101.67056099999996,10.378586310433471,1.089744210243225,0.1862270822757264,28.38997497763518
101.0,7.0,0.0,1.0,5.0,8,0.0,22.0,1,4.210797122302158,7.4074709559754615,0.0,3.0,0.0,18.27713293930813,0,1.349456919303399,63.0,4,27.32884658064516,75.0,0.0,2.1457865217391303,39.21882551720168,101.96139999999997,9.748259624291887,1.0862278938293457,0.1926586198427617,25.456708789128797
47.0,7.0,1.0,2.0,27.0,8,907.0,25.0,1,4.210797122302158,4.356695465444987,27.680836137220663,12.0,0.0,17.485443065838144,1,0.9941158628233042,58.0,4,27.32884658064516,41.0,4.0,2.1457865217391303,37.52002805731242,101.607629,11.960591439442814,1.1157723665237427,0.17506000540391645,28.537343300679694
124.0,6.0,1.0,2.0,6.0,8,0.0,12.0,1,4.210797122302158,8.136622727097583,0.0,6.0,0.0,34.73325413981201,0,0.6817993600707399,60.0,4,27.32884658064516,68.0,5.0,2.1457865217391303,74.53014858934847,101.09006699999996,4.4836126164550585,1.0507062673568726,0.21146374722749536,26.616433750231238
90.0,6.0,1.0,1.0,11.0,8,1113.0,8.0,1,4.210797122302158,9.72232579769295,36.41677005171105,0.0,0.0,24.408182038770754,1,0.9161853936624791,51.0,4,27.32884658064516,69.0,0.0,2.1457865217391303,52.37474803894941,104.19192000000004,9.996472560954372,1.0837608575820923,0.17055728301523734,25.668625497164165
130.0,7.0,0.0,1.0,5.0,8,800.0,17.0,1,4.210797122302158,6.824423838782176,9.809028553665783,5.0,0.0,24.0,1,1.8574494545154918,69.7130476691303,4,27.32884658064516,66.0,2.0,2.1457865217391303,51.49887652173913,102.11990999999998,9.681084725435667,1.0680015087127686,0.13058006271738,1000000.0
59.0,6.365482100779197,1.0,0.0,9.0,8,389.0,4.0,1,4.210797122302158,5.4954996898383115,45.933196805983215,6.0,0.0,38.0,1,1.1899714360290479,52.0,4,27.32884658064516,53.0,3.0,2.1457865217391303,81.53988782608695,103.974778,9.72807236895336,1.0505200624465942,0.17845669759247756,1000000.0
120.0,6.0,0.0,2.0,31.0,8,110.0,20.0,1,4.210797122302158,8.029286627315376,45.73722377192499,5.0,0.0,22.0,1,0.9262455509230958,64.85552719078431,4,27.32884658064516,55.0,4.0,2.1457865217391303,47.20730347826087,102.10691400000002,10.678350670101334,1.0484306812286377,0.19214159786814736,1000000.0
61.0,5.683363161904456,0.0,2.0,24.0,8,1249.0,35.0,1,4.210797122302158,7.886009055647608,42.63295086943688,10.0,0.0,30.297374761966893,1,1.5653810967119375,51.46014298732107,4,27.32884658064516,60.0,3.0,2.1457865217391303,65.01169840830785,102.63070499999999,1000000.0,1000000.0,1000000.0,1000000.0
112.0,7.0,1.0,0.0,30.0,8,0.0,18.0,1,4.210797122302158,9.048547944527666,0.0,2.0,0.0,20.363789826491736,0,0.61687596412657,62.25558745213171,4,27.32884658064516,69.0,0.0,2.1457865217391303,43.696345741214394,101.701628,4.789428649299874,1.0138134956359863,0.24681197028869778,28.385992239378954
56.0,5.8551402340940575,1.0,0.0,11.0,8,1177.0,30.0,1,4.210797122302158,6.812300056565894,31.773975290276304,9.0,0.0,23.826019399767322,1,1.247344369094006,62.0,4,27.32884658064516,47.0,0.0,2.1457865217391303,51.12555129471576,102.369516,11.826897749296018,1.0727840662002563,0.1580516605508042,25.22579432626036
87.0,6.0,1.0,1.0,12.0,8,980.0,37.0,1,4.210797122302158,8.577422639369413,36.23582030142812,1.0,0.0,34.0,1,1.3179661861232452,51.0,4,27.32884658064516,83.0,4.0,2.1457865217391303,72.95674173913044,101.23973999999997,12.849525181793581,1.1480917930603027,0.1725104796465426,1000000.0
97.0,6.0,1.0,0.0,12.0,8,0.0,2.0,1,4.210797122302158,8.070868111246094,0.0,12.0,0.0,17.04407097247413,0,1.8459180015825782,60.0,4,27.32884658064516,38.0,5.0,2.1457865217391303,36.57293776830014,102.967887,8.139090139059665,0.8303280472755432,0.24587990018834738,22.643042538002526
97.0,6.0,1.0,2.0,22.0,8,0.0,14.0,1,4.210797122302158,2.4686083973579764,0.0,12.0,0.0,37.733689126005565,0,0.4812524570348997,65.0,4,27.32884658064516,75.0,0.0,2.1457865217391303,80.96844154207713,101.58801100000002,4.788636028546626,1.0069053173065186,0.2057466721720725,26.509905810425646
90.0,6.0,1.0,0.0,4.0,8,1185.0,24.0,1,4.210797122302158,5.212718939552677,58.89341856908914,2.0,0.0,12.0,1,1.914104461513629,52.96478647191705,4,27.32884658064516,43.0,0.0,2.1457865217391303,25.749438260869564,102.598698,9.205378157930772,1.0672047138214111,0.13205696578319095,1000000.0
39.0,6.0,1.0,2.0,6.0,8,0.0,16.0,1,4.210797122302158,2.2807982233894526,0.0,7.0,13.0,12.129521847474685,0,1.554666678838064,61.0,4,27.32884658064516,34.0,2.0,2.1457865217391303,26.027364495451494,100.26752899999998,8.721451862424933,0.9870792031288147,0.1855304623555807,30.39398629250939
96.0,6.0,0.0,1.0,23.0,8,1285.0,11.0,1,4.210797122302158,8.413633899230813,53.92790130917252,0.0,0.0,24.838424378872013,1,0.3519194441132576,60.67001646809248,4,27.32884658064516,55.0,4.0,2.1457865217391303,53.297956253420196,102.70421800000005,6.432601360493525,1.093224048614502,0.16864036787606432,24.25827005817964
59.0,6.777863824172677,1.0,0.0,15.0,8,1377.0,11.0,1,4.210797122302158,7.978960168759322,53.45668164683762,13.0,0.0,12.588392799648645,1,0.8653225205600368,54.0,4,27.32884658064516,59.0,0.0,2.1457865217391303,27.01200359984398,102.34974900000002,9.695246491323344,1.0626978874206543,0.18384820419414521,27.34810089252605
50.0,7.194112724652374,1.0,1.0,7.0,8,867.0,16.0,1,4.210797122302158,9.181345726259007,14.38516117898863,6.0,0.0,14.296869865368507,1,1.771035055425126,57.580022763915935,4,27.32884658064516,41.0,0.0,2.1457865217391303,30.678030660166076,101.57369199999998,9.441165396026756,1.0680015087127686,0.1718138372587919,25.461514375689667
82.0,6.755203788330244,1.0,0.0,12.0,8,0.0,10.0,1,4.210797122302158,4.842929310553076,0.0,0.0,0.0,35.37226515207184,0,0.28700446782021016,53.62474158102723,4,27.32884658064516,48.0,3.0,2.1457865217391303,75.90132980669848,102.19771000000003,5.023144763365452,1.0465461015701294,0.23572872481570833,24.200283812829166
102.0,7.0,1.0,1.0,15.0,8,1079.0,28.0,1,4.210797122302158,6.822230402863014,2.7497278823911375,10.0,0.0,21.443472884739943,1,0.667412776054813,60.58431664804526,4,27.32884658064516,76.0,9.0,2.1457865217391303,46.01311509535348,102.00524700000001,5.2886909643762285,1.0965737104415894,0.16690257221412394,27.299666909415723
98.0,6.0,0.0,2.0,11.0,8,0.0,31.0,1,4.210797122302158,8.659478027844145,0.0,11.0,0.0,35.53271511351819,0,1.5931187776319855,64.0,4,27.32884658064516,53.0,0.0,2.1457865217391303,76.24562117138362,102.58165,10.113942963071302,1.0350708961486816,0.17629361457731768,26.383341994288934
69.0,5.464033408321546,1.0,1.0,22.0,8,0.0,12.0,1,4.210797122302158,3.075418456897439,0.0,15.0,0.0,31.0,0,0.3567790208187731,56.0,4,27.328846580645163,47.0,0.0,2.1457865217391303,66.51938217391304,102.10708100000002,4.4836126164550585,1.099747896194458,0.2315316211969289,1000000.0
41.0,5.0,1.0,1.0,11.0,8,0.0,31.0,1,4.210797122302158,5.1530259422709985,0.0,3.0,5.0,12.0,0,1.8847201269170377,59.0,4,27.32884658064516,36.0,5.0,2.1457865217391303,25.749438260869564,100.91325799999998,9.595806697128898,1.0350708961486816,0.2142587961327328,1000000.0
49.0,6.0,1.0,0.0,3.0,8,311.0,4.0,1,4.210797122302158,5.128477364057758,31.027410083349725,0.0,0.0,29.0,1,1.25488364494167,65.63413818733089,4,27.32884658064516,38.0,4.0,2.1457865217391303,62.22780913043478,103.91280100000003,8.597404352556927,1.0554043054580688,0.1461033653754813,1000000.0
100.0,6.0,1.0,0.0,11.0,8,0.0,34.0,1,4.210797122302158,9.919344109334347,0.0,7.0,0.0,18.547412952897567,0,1.9873107825171241,54.34867439023855,4,27.32884658064516,34.0,2.0,2.1457865217391303,39.798788727457364,102.457326,9.22253115242602,1.0013338327407837,0.21469688885910748,25.5170484052499
65.0,5.556324495154831,0.0,2.0,4.0,8,0.0,35.0,1,4.210797122302158,4.84460920463794,0.0,8.0,0.0,33.0,0,1.530608608154629,66.0,4,27.32884658064516,60.0,3.0,2.1457865217391303,70.8109552173913,102.645474,10.183716657690969,1.0363719463348389,0.15835239157226502,1000000.0
62.0,7.0,1.0,0.0,20.0,8,0.0,17.0,1,4.210797122302158,3.067024790759299,0.0,1.0,0.0,32.0,0,1.989952836105593,58.38083130311242,4,27.32884658064516,54.0,4.0,2.1457865217391303,68.66516869565217,102.47086900000001,8.287435838627687,0.9854097366333008,0.2272797999001588,1000000.0
100.0,6.0,0.0,2.0,8.0,8,61.0,19.0,1,4.210797122302158,7.2787287193270505,21.746647837437397,8.0,0.0,30.733485256241824,1,0.7197966977747268,69.23955716311367,4,27.32884658064516,37.0,4.0,2.1457865217391303,65.94749842891198,102.10977100000002,11.19222920620927,1.0634469985961914,0.1661964068612406,23.340272201232562
110.0,8.0,1.0,0.0,27.0,8,1119.0,19.0,1,4.210797122302158,5.265176687398411,50.37031402720699,13.0,0.0,37.81832199008953,1,0.8908947910121889,65.0,4,27.32884658064516,82.0,9.0,2.1457865217391303,81.15004560112467,101.53051700000003,9.033533483785153,1.0173944234848022,0.16505264406343456,26.90514059305153
81.0,5.21905752141385,0.0,1.0,5.0,8,1067.0,23.0,1,4.210797122302158,2.894473138632055,42.4171764094352,7.0,0.0,23.6494394710465,1,0.49387550864952656,68.58876195571949,4,27.32884658064516,75.0,2.0,2.1457865217391303,50.74664846365697,101.94367800000003,6.042643599781381,1.103893756866455,0.09574149231712804,26.07347878264243
99.0,5.315556316885804,1.0,1.0,24.0,8,0.0,22.0,1,4.210797122302158,4.275304608774254,0.0,5.0,0.0,22.842216592947292,0,1.0931307756262598,68.0,4,27.32884658064516,81.0,3.0,2.1457865217391303,49.01452049179222,102.042816,9.545798504922683,1.0641456842422485,0.2126885202799556,27.702511137472868
80.0,7.0,1.0,0.0,30.0,8,844.0,20.0,1,4.210797122302158,2.2407040605489197,52.45930562226976,9.0,0.0,34.36176176380955,1,1.1548249925711995,68.66917659502164,4,27.32884658064516,47.0,9.0,2.1457865217391303,73.73300525599353,102.10181700000003,9.033533483785153,0.9901547431945801,0.1603044064062109,26.072282831129
72.0,6.0,1.0,0.0,3.0,8,0.0,16.0,1,4.210797122302158,3.468714789466432,0.0,5.0,0.0,26.575915497896144,0,1.6350806325432887,53.0,4,27.32884658064516,67.0,2.0,2.1457865217391303,57.02624127826361,102.608617,8.278402623102389,0.9767161011695862,0.18358147761097132,25.962057939962364
77.0,5.0,0.0,1.0,6.0,8,0.0,20.0,1,4.210797122302158,5.49897304663626,0.0,2.0,0.0,16.0,0,1.1127702516784956,58.0,4,27.32884658064516,72.0,3.0,2.1457865217391303,34.332584347826085,101.76172999999997,10.157104161665302,1.1119153499603271,0.20370521403019215,1000000.0
65.0,6.0000798242829045,0.0,2.0,23.0,8,0.0,10.0,1,4.210797122302158,9.161546351198812,0.0,12.0,0.0,24.25336725827573,0,0.9671550680502563,51.0,4,27.32884658064516,41.0,9.0,2.1457865217391303,52.04254856959719,101.771947,9.457240612925709,1.0539315938949585,0.18944838687936277,24.561078664764214
50.0,6.0,1.0,0.0,3.0,8,328.0,7.0,1,4.210797122302158,2.030200833588526,33.34374168613589,3.0,0.0,23.181068125138196,1,1.9892986227741194,59.0,4,27.32884658064516,34.0,2.0,2.1457865217391303,49.74162354243811,103.834016,9.47284758994173,1.0076611042022705,0.14615707942132752,22.51497609540179
64.0,7.8108843963571,0.0,2.0,8.0,8,0.0,36.0,1,4.210797122302158,3.1027877926933236,0.0,5.0,0.0,16.781115596000845,0,1.6625198738774138,65.0,4,27.32884658064516,53.0,5.0,2.1457865217391303,36.008691665644925,102.14451899999996,10.711441844757822,1.1222851276397705,0.21216899393444436,27.77909430318612
40.0,8.0,0.0,1.0,3.0,8,792.0,15.0,1,4.210797122302158,4.720110237449812,38.650395490377335,13.0,6.0,23.0,1,1.7515341742685882,69.0,4,27.328846580645163,35.0,3.0,2.1457865217391303,49.353089999999995,100.694549,9.233698087233789,1.0468721389770508,0.12231109338122152,1000000.0
63.0,5.304502280970562,1.0,0.0,17.0,8,584.0,7.0,1,4.210797122302158,4.927872266133233,55.327235532141565,6.0,0.0,11.0,1,0.9377962493146097,51.0,4,27.32884658064516,57.0,9.0,2.1457865217391303,23.603651739130434,103.37274400000003,8.177790152393804,1.0365254878997803,0.17980429411220394,1000000.0
100.0,8.0,1.0,0.0,23.0,8,645.0,12.0,1,4.210797122302158,6.449781326475637,21.20668210468295,3.0,0.0,27.0,1,1.573965586965785,59.16444110637324,4,27.32884658064516,57.0,0.0,2.1457865217391303,57.93623608695652,101.98970299999995,10.310853413197641,1.0449440479278564,0.17824592432986275,1000000.0
44.0,5.41707419823747,1.0,2.0,13.0,8,769.0,35.0,1,4.210797122302158,8.759458914295635,31.438571012402004,12.0,5.0,11.0,1,1.8082021791655105,68.35661670415601,4,27.32884658064516,33.0,0.0,2.1457865217391303,23.603651739130434,100.49283299999999,10.684800906362405,1.0664504766464233,0.17119430521387305,1000000.0
33.0,7.0,1.0,1.0,25.0,8,0.0,11.0,1,4.210797122302158,5.093032728866402,0.0,0.0,0.0,18.0723331066579,0,1.3624729897790075,59.0,4,27.32884658064516,33.0,9.0,2.1457865217391303,38.77936879664639,102.536219,8.982429799097943,1.0628575086593628,0.2535025886429827,30.22321199244957
95.0,5.353678901987012,1.0,0.0,22.0,8,0.0,2.0,1,4.210797122302158,9.298822309491067,0.0,9.0,0.0,12.94544546666559,0,0.18481896601859504,63.0,4,27.32884658064516,45.0,5.0,2.1457865217391303,27.778162400279946,102.03766500000002,4.517231114838323,0.7857338786125183,0.22217413753302206,23.10393655277931
52.0,5.3627918559385135,1.0,1.0,8.0,8,830.0,13.0,1,4.210797122302158,8.17273469927207,33.63647258493984,11.0,0.0,23.120926719219415,1,1.5659992456131382,66.1763676190984,4,27.32884658064516,46.0,2.0,2.1457865217391303,49.61257292421915,102.54290300000001,9.478721175314895,1.045491337776184,0.17715287532359839,23.431795964471572
83.0,6.895598772020424,0.0,1.0,24.0,8,0.0,21.0,1,4.210797122302158,4.214416816533848,0.0,12.0,0.0,28.61894390848926,0,1.8340455860294032,59.0,4,27.32884658064516,46.0,3.0,2.1457865217391303,61.41014410524444,102.21107899999997,9.748259624291887,1.0817140340805054,0.21361878299698028,26.157758745444504
39.0,6.0,0.0,1.0,18.0,8,0.0,30.0,1,4.210797122302158,5.727741341388737,0.0,3.0,13.0,14.281025400085124,0,0.7943991010192206,58.75971761185484,4,27.32884658064516,33.0,9.0,2.1457865217391303,30.64403182011683,99.65605599999999,10.71940625256433,1.162732481956482,0.17605582983493134,1000000.0
84.0,7.0,0.0,2.0,15.0,8,0.0,8.0,1,4.210797122302158,7.78617259429257,0.0,7.0,0.0,18.79502917180652,0,1.0408991538371026,69.0,4,27.32884658064516,74.0,4.0,2.1457865217391303,40.330120272556194,102.61809299999999,9.823153809868119,1.0746773481369019,0.23129592835770985,28.285606049338224
90.0,6.910874640421137,1.0,1.0,29.0,8,378.0,18.0,1,4.210797122302158,8.321850431758458,48.07654602180033,3.0,0.0,27.0,1,0.7946079752649091,59.0,4,27.32884658064516,44.0,0.0,2.1457865217391303,57.93623608695652,101.72256899999998,10.804344537634833,1.1503291130065918,0.17599221783481467,1000000.0
70.0,6.0,0.0,1.0,24.0,8,1385.0,12.0,1,4.210797122302158,5.843203166660525,28.170064110500842,5.0,12.0,32.511724585936946,1,1.1071062078281642,67.0,4,27.32884658064516,65.0,3.0,2.1457865217391303,69.7632204149982,99.92888799999997,10.344015741272484,1.0359089374542236,0.16062198556004426,28.13011201145774
91.0,5.130337349078988,0.0,1.0,31.0,8,0.0,20.0,1,4.210797122302158,9.83944683593746,0.0,2.0,0.0,15.195968372717214,0,1.3990316597195251,68.0,4,27.32884658064516,60.0,0.0,2.1457865217391303,32.6073041189507,102.205588,9.023915685105422,1.018928050994873,0.20425248436928356,28.53913687738249
121.0,7.0,0.0,2.0,24.0,8,0.0,31.0,1,4.210797122302158,7.601358373119175,0.0,10.0,2.0,11.848319594957562,0,1.4966449497770746,67.0,4,27.32884658064516,66.0,2.0,2.1457865217391303,25.42396449211757,100.49304899999997,10.113942963071302,1.0350708961486816,0.1993021745271178,26.755264585184406
82.0,6.0,1.0,0.0,27.0,8,875.0,20.0,1,4.210797122302158,3.1897145251600696,9.427776615502088,6.0,0.0,11.731535673583021,1,1.0752881758560373,53.81953727126181,4,27.32884658064516,70.0,2.0,2.1457865217391303,25.173371127676237,102.16748400000002,9.03557436674392,1.008220911026001,0.1673099580719122,26.900414153347384
42.0,5.711632933975949,1.0,1.0,6.0,8,10.0,7.0,1,4.210797122302158,2.247858016789558,26.315128904128564,9.0,0.0,18.145390905933017,1,0.4120296636699319,52.0,4,27.32884658064516,29.0,4.0,2.1457865217391303,38.93613523763885,101.48427200000006,6.199918174495322,1.058139443397522,0.18158056042997708,23.998497861646086
76.0,6.831277276221288,1.0,0.0,23.0,8,0.0,7.0,1,4.210797122302158,3.395558805940463,0.0,7.0,0.0,38.2582951050783,0,1.195792628575594,59.14939734076516,4,27.32884658064516,34.0,2.0,2.1457865217391303,82.09413398119516,102.992151,8.64195385630301,1.0189969539642334,0.2299782481526413,24.810481240551457
113.0,5.623950290477406,1.0,1.0,14.0,8,565.0,11.0,1,4.210797122302158,2.669073029204761,12.533203126959458,15.0,14.0,12.0,1,1.5020458362004174,57.0,4,27.32884658064516,43.0,9.0,2.1457865217391303,25.749438260869564,100.39635999999997,8.9242509759498,1.073705792427063,0.18025013564580725,1000000.0
110.0,6.0,1.0,0.0,7.0,8,0.0,28.0,1,4.210797122302158,4.010347046980427,0.0,1.0,0.0,27.03635030138118,0,1.7949512595649952,66.2115392780423,4,27.32884658064516,53.0,2.0,2.1457865217391303,58.01423607372141,102.02388899999997,10.125356124960362,1.1290676593780518,0.24262022039148157,24.590985262928445
106.0,7.0,0.0,2.0,22.0,8,922.0,17.0,1,4.210797122302158,8.065270532565457,49.16477474140345,7.0,0.0,15.507501460046036,1,0.3513809860126851,68.0,4,27.32884658064516,83.0,2.0,2.1457865217391303,33.27578761881667,101.55969,6.07752705345843,1.1755915880203247,0.16282856028448595,26.789494461578542
88.0,6.0,1.0,2.0,9.0,8,1094.0,15.0,1,4.210797122302158,5.885107233837975,45.52769143693485,6.0,0.0,28.0,1,1.8467198899291593,51.0,4,27.32884658064516,38.0,0.0,2.1457865217391303,60.08202260869565,102.538128,8.940893128234336,1.0467957258224487,0.15372949009405892,1000000.0
51.0,5.877207156616712,1.0,0.0,13.0,8,828.0,15.0,1,4.210797122302158,3.7726013312081763,53.915614226663045,8.0,0.0,15.0,1,0.30683540221372096,66.06078497729906,4,27.32884658064516,34.0,5.0,2.1457865217391303,32.18679782608695,102.11954500000003,5.838400344802766,1.1158111095428467,0.17572246919460366,1000000.0
36.0,5.804523876965961,0.0,2.0,16.0,8,0.0,20.0,1,4.210797122302158,9.180288964713352,0.0,13.0,0.0,15.751840119106394,0,0.9319678153093869,57.0,4,27.32884658064516,35.0,5.0,2.1457865217391303,33.8000862201682,102.05828300000002,9.629378974598449,1.0215356349945068,0.18723955483168964,29.567265693449563
106.0,6.546633133695716,1.0,0.0,13.0,8,712.0,18.0,1,4.210797122302158,2.018661444073558,18.57046768879262,11.0,0.0,16.587294152799988,1,1.1318014228663351,52.941783895652364,4,27.32884658064516,57.0,5.0,2.1457865217391303,35.5927922252005,102.204497,9.03557436674392,0.9854952096939087,0.1747542006729373,27.898690410542457
