Material_3,Initial pH, Composting Method,V3_Ventilation Duration (min),Additive_2,M1_is Enclosed,Additive_1,V2_Ventilation Interval (min),Compost volume (m3),Initial GI (%),Material_Main,Initial C/N (%),V4_Ventilation Day,V1_Ventilation Type,Turning times,V5_Ventilation rate (L/min/kg iniDW),Additive_3,Period (d),Application Rate (%DW),Material_2,Initial Moisture Content (%),Additive_4,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
5.0,5.0,1.0,0.0,15.0,1.0,24.0,0,0.15181,27.32884658064516,6,36.23730225391268,38.0,0,30.0,1.2987920704273825,4,99.0,2.527288235877786,4.0,63.247536010333405,1,1.411,51.130833480270795,110.11122500000005,7.00823931784454,0.7725855708122253,0.2235251598889279,24.105246721824976
5.0,6.355020413702768,1.0,0.0,11.0,0.0,24.0,0,0.15181,27.32884658064516,6,22.162870864454362,61.0,0,10.0,0.48925077311990584,4,75.0,7.295637655712109,3.0,56.0,1,1.411,31.271810789745107,110.24934300000004,9.371386538361937,0.4423559904098511,0.1902221101285708,27.326777359135043
0.0,8.0,2.0,0.0,11.0,1.0,27.0,0,0.15181,27.32884658064516,6,29.645378728492936,50.0,0,24.0,1.2702035617760388,4,71.0,6.732692943427042,5.0,69.0,1,1.411,41.82962938590354,109.73585200000005,6.826566016595587,0.3556094467639923,0.20035117015875514,25.511459192497878
4.0,6.609159065958128,1.0,0.0,2.0,1.0,7.0,0,0.15181,27.32884658064516,6,33.0,34.0,0,5.0,0.3008797463753208,4,34.0,6.168045896272324,4.0,57.3087212094693,1,1.411,46.563,110.03750600000005,8.23027580116897,0.4711622893810272,0.22765052729679547,1000000.0
3.0,6.0,2.0,0.0,15.0,1.0,4.0,0,0.15181,27.32884658064516,6,13.0,64.0,0,25.0,1.1490141680614696,4,121.0,7.657313849527161,5.0,68.15610507879819,1,1.411,18.343,110.18148000000005,7.4344028807161955,0.5306783318519592,0.17656796406941977,1000000.0
2.0,5.0,2.0,0.0,3.0,0.0,28.0,0,0.15181,27.32884658064516,6,27.0,57.0,0,3.0,0.13501559840229937,4,73.0,8.866055275818235,2.0,59.0,1,1.411,38.097,110.64851000000006,7.687698282506265,0.7123872637748718,0.1272378587283041,1000000.0
2.0,6.0,1.0,0.0,15.0,1.0,7.0,0,0.15181,27.32884658064516,6,37.44222882116055,62.0,0,28.0,1.2665191630100703,4,121.0,7.775059314171828,6.0,51.47185212767889,1,1.411,52.83098486665753,110.69716300000003,5.833249500003135,0.5645419359207153,0.196135166268553,25.504566827944267
3.0,5.0,2.0,0.0,11.0,1.0,7.0,0,0.15181,27.32884658064516,6,29.950209056405253,24.0,0,12.0,0.4989430926317233,4,42.0,6.039810742091906,6.0,57.0,1,1.411,42.25974497858781,110.28464400000006,8.240523210170208,0.45985937118530273,0.2057196618251683,25.178401811900578
4.0,6.097381641812451,1.0,0.0,8.0,1.0,20.0,0,0.15181,27.32884658064516,6,34.20531511427794,27.0,0,13.0,0.1132115909097442,4,64.0,9.13942224780866,6.0,52.0,1,1.411,48.26369962624617,111.12192300000007,9.775882353530418,0.43109941482543945,0.17903450255857387,19.156491610030688
4.0,6.0,0.0,0.0,13.0,1.0,35.0,0,0.15181,27.32884658064516,6,12.0,26.0,0,14.0,0.04786929015433161,4,27.0,4.011165748016195,4.0,66.0,1,1.411,16.932000000000002,109.72359500000005,10.101495819895355,0.39454370737075806,0.16703762277374565,1000000.0
5.0,6.968117780994092,1.0,0.0,9.0,1.0,30.0,0,0.15181,27.32884658064516,6,31.48961546284265,17.0,0,3.0,0.3146809187858537,4,31.0,9.430991285157543,5.0,55.846796770235244,1,1.411,44.43184741807098,110.69793500000006,9.100471731846712,0.5360918045043945,0.21474484398189406,22.050599798540247
2.0,5.818025546992356,0.0,0.0,5.0,1.0,35.0,0,0.15181,27.32884658064516,6,11.026933897511961,8.0,0,17.0,0.4548109540293497,4,18.0,8.949369855339707,6.0,63.95272315774152,1,1.411,15.559003729389378,110.95760300000005,8.228940605741633,0.5059155821800232,0.17606875909661526,29.797437337095893
5.0,6.0,1.0,0.0,3.0,1.0,20.0,0,0.15181,27.328846580645163,6,15.494387291378516,10.0,0,13.0,1.0959230440342687,4,13.0,5.282452658641814,2.0,67.10428369993886,1,1.411,21.862580468135086,110.30306100000006,8.841390790193806,0.8129743933677673,0.22066414706515242,28.94364509010444
