Material_3,Initial pH, Composting Method,V3_Ventilation Duration (min),Additive_2,M1_is Enclosed,Additive_1,V2_Ventilation Interval (min),Compost volume (m3),Initial GI (%),Material_Main,Initial C/N (%),V4_Ventilation Day,V1_Ventilation Type,Turning times,V5_Ventilation rate (L/min/kg iniDW),Additive_3,Period (d),Application Rate (%DW),Material_2,Initial Moisture Content (%),Additive_4,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,6.0,0.0,0.0,2.0,1.0,7.0,0,0.15181,27.32884658064516,6,31.7460145238005,36.0,0,21.0,1.3578491467720295,4,40.0,9.614750284372072,6.0,64.76192549355714,1,1.411,44.793626493082506,111.02293300000005,8.39012139091454,0.5841354131698608,0.2201641459708312,27.37654454898142
2.0,6.62601775396244,1.0,0.0,8.0,0.0,31.0,0,0.15181,27.32884658064516,6,14.640168133457458,65.0,0,17.0,0.8306342720898952,4,72.0,6.01796969406301,5.0,57.13037339270713,1,1.411,20.657277236308474,109.47687600000005,8.433322887544827,0.44797375798225403,0.17039886122845793,26.75271263097968
2.0,6.0,1.0,0.0,9.0,1.0,23.0,0,0.15181,27.32884658064516,6,38.879942213612814,56.0,0,15.0,0.14523444584012357,4,97.0,7.3098549950706255,6.0,65.25075872480784,1,1.411,54.859598463407686,110.51566300000005,8.433322887544827,0.33465519547462463,0.1984213485661898,22.222943811239944
0.0,8.0,1.0,0.0,11.0,0.0,37.0,0,0.15181,27.32884658064516,6,10.627388546809764,56.0,0,29.0,1.4475917486567262,4,82.0,9.61119422285301,0.0,52.0,1,1.411,14.995245239548577,110.46927200000006,6.047370804100335,0.36938661336898804,0.1607859247574647,27.131652685209886
2.0,8.0,1.0,0.0,10.0,0.0,18.0,0,0.15181,27.32884658064516,6,12.666511485577582,71.0,0,27.0,1.2620491048984905,4,99.0,9.1473029090529,4.0,66.67518114406239,1,1.411,17.872447706149966,110.75692000000005,5.955160155781634,0.6130881309509277,0.1712608487039601,26.789458382235054
3.0,6.369112331993112,2.0,0.0,5.0,1.0,11.0,0,0.15181,27.32884658064516,6,39.0,36.0,0,31.0,1.4433994131673074,4,56.0,4.765486789571121,0.0,68.0,1,1.411,55.029,110.26396400000004,7.524561129553908,0.8685013651847839,0.19734790680731126,1000000.0
3.0,6.720680811125406,1.0,0.0,13.0,1.0,21.0,0,0.15181,27.32884658064516,6,24.068853773816645,54.0,0,14.0,0.9283281985227039,4,101.0,8.669814747104642,2.0,58.0,1,1.411,33.961152674855285,110.62487500000005,9.109178388316748,0.7972258925437927,0.2170202826833208,26.68675432104204
2.0,6.0,2.0,0.0,11.0,1.0,27.0,0,0.15181,27.32884658064516,6,20.42755612732873,62.0,0,9.0,0.27273763228548376,4,133.0,8.20690611649954,6.0,53.0,1,1.411,28.823281695660842,110.51566300000005,8.433322887544827,0.33415016531944275,0.1797968988582016,26.20513445941135
2.0,6.0,0.0,0.0,8.0,1.0,6.0,0,0.15181,27.32884658064516,6,15.65020335050993,24.0,0,31.0,1.0135317898859135,4,43.0,6.541477058220657,6.0,50.0,1,1.411,22.08243692756951,110.69023300000005,6.946499520245504,0.5236989259719849,0.194288650332696,25.17969043371934
0.0,6.3298124988680655,2.0,0.0,7.0,1.0,18.0,0,0.15181,27.32884658064516,6,37.0,62.0,0,1.0,1.1235939372864068,4,66.0,8.871056379823766,5.0,61.70373717091586,1,1.411,52.207,110.23798500000004,8.23081745751601,0.33877032995224,0.19121041647883924,1000000.0
2.0,6.0,0.0,0.0,13.0,1.0,15.0,0,0.15181,27.32884658064516,6,19.0,70.0,0,13.0,1.4746382620775396,4,96.0,5.114327431983133,0.0,54.0,1,1.411,26.809,110.09000100000007,8.680999960944037,0.8199618458747864,0.20263558562352862,1000000.0
2.0,6.0,1.0,0.0,7.0,1.0,36.0,0,0.15181,27.32884658064516,6,33.0,28.0,0,20.0,1.0745925042804132,4,42.0,6.013020315499937,6.0,66.30064997877342,1,1.411,46.563,110.16087400000006,9.100026852758498,0.5222449898719788,0.22714596828197225,1000000.0
5.0,5.623445286912312,2.0,0.0,15.0,0.0,36.0,0,0.15181,27.32884658064516,6,20.81154375502514,55.0,0,4.0,0.11387409955678995,4,106.0,2.7245766325580902,5.0,53.574249762938365,1,1.411,29.365088238340476,109.76041500000005,9.371386538361937,0.5874816179275513,0.1762393735028254,21.57356343795955
4.0,8.0,1.0,0.0,1.0,0.0,7.0,0,0.15181,27.32884658064516,6,28.776482927016872,22.0,0,0.0,1.729162073856775,4,51.0,4.1927213697192505,5.0,63.0,1,1.411,40.60361741002081,109.67778100000005,8.873152008122252,0.5536820292472839,0.19810574145748922,20.758602529391762
5.0,5.274585192050378,0.0,0.0,2.0,1.0,31.0,0,0.15181,27.32884658064516,6,19.0,77.0,0,25.0,1.3101142741605118,4,102.0,9.82063743459145,5.0,63.727414093063985,1,1.411,14.11,110.95489000000005,8.377223585852011,0.6216262578964233,0.18075642073010997,1000000.0
2.0,5.208767422939469,0.0,0.0,15.0,1.0,17.0,0,0.15181,27.32884658064516,6,34.957124692424486,11.0,0,6.0,1.5590376168213018,4,28.0,9.710735209931197,3.0,66.18746355743639,1,1.411,49.32450294101095,110.83546000000005,7.604248589366835,0.586544930934906,0.24891289550313583,25.31106027339453
5.0,6.0,1.0,0.0,11.0,1.0,27.0,0,0.15181,27.32884658064516,6,30.238285606853356,70.0,0,31.0,0.9918594489932315,4,94.0,5.723696572993717,4.0,59.0,1,1.411,42.66622099127009,110.53426100000006,7.6324264994664714,0.6104394197463989,0.21119300824202392,25.541521477312
5.0,5.694162406227156,2.0,0.0,11.0,1.0,11.0,0,0.15181,27.32884658064516,6,26.349471048970738,66.0,0,17.0,0.7901734219291456,4,100.0,8.617609722407128,6.0,63.81922031830075,1,1.411,37.179103650097716,111.18673300000006,9.371386538361937,0.5074716806411743,0.17783251108412865,26.488354250737252
5.0,5.545267365464213,1.0,0.0,12.0,1.0,6.0,0,0.15181,27.32884658064516,6,14.0,58.0,0,31.0,0.06090889381139841,4,63.0,7.184105166642599,2.0,64.0,1,1.411,19.754,110.73544000000005,7.215825053677893,0.9681110382080078,0.17143382145122704,1000000.0
2.0,6.0,0.0,0.0,1.0,1.0,23.0,0,0.15181,27.32884658064516,6,38.0,73.0,0,27.0,0.49400464615658635,4,85.0,8.092776837579173,4.0,61.00948222875747,1,1.411,53.618,110.39424000000004,7.6458240743073524,0.5016484260559082,0.20504686307174344,1000000.0
5.0,6.0,2.0,0.0,5.0,0.0,18.0,0,0.15181,27.32884658064516,6,24.051752158553903,52.0,0,10.0,0.6601271787824787,4,103.0,8.756541610007295,0.0,68.0844636176586,1,1.411,33.93702229571956,110.90748000000005,9.371386538361937,0.7132971882820129,0.191507598236563,25.486720388178146
5.0,7.0,1.0,0.0,11.0,0.0,27.0,0,0.15181,27.32884658064516,6,23.36190919016463,48.0,0,16.0,0.7404063956206386,4,52.0,8.753352581200245,3.0,66.43825646901445,1,1.411,32.96365386732229,110.34130500000005,9.630467480014843,0.5010664463043213,0.21325910601531142,27.854074186560098
4.0,7.0,2.0,0.0,3.0,1.0,33.0,0,0.15181,27.32884658064516,6,34.77773224375499,17.0,0,0.0,0.04337545426850542,4,17.0,8.583189802546134,3.0,63.0,1,1.411,49.07138019593829,110.84082000000006,7.95449062377381,0.38024255633354187,0.13833501941208548,25.09143823433709
2.0,6.490228340823274,2.0,0.0,5.0,1.0,22.0,0,0.15181,27.32884658064516,6,36.925954608903,56.0,0,29.0,0.9878817798940887,4,131.0,9.070432965555682,0.0,55.0,1,1.411,52.10252195316213,111.06069300000004,6.778721153785924,0.8470585346221924,0.17713925532106994,23.846346880041448
2.0,6.0,0.0,0.0,2.0,1.0,33.0,0,0.15181,27.32884658064516,6,23.906180101753062,43.0,0,24.0,0.9946068861795225,4,97.0,8.901967427544152,3.0,57.86713702748851,1,1.411,33.73162012357357,110.79310000000005,8.100309518027904,0.5348480343818665,0.19517561967661368,26.014750037083292
5.0,7.0,0.0,0.0,1.0,1.0,30.0,0,0.15181,27.32884658064516,6,38.899049201897874,16.0,0,11.0,1.3510305409281687,4,36.0,9.764823632508257,4.0,57.0,1,1.411,54.8865584238779,110.69257500000005,9.814869494787613,0.6159985065460205,0.21775819920550232,26.420287253182835
4.0,6.0,0.0,0.0,11.0,1.0,12.0,0,0.15181,27.32884658064516,6,20.11941476846372,76.0,0,23.0,0.9108797473251191,4,117.0,9.001698271837698,0.0,50.34029076749241,1,1.411,28.38849423830231,110.74719000000005,8.604808944506559,0.7742908000946045,0.19162402426918226,25.998966888353777
5.0,5.443342190792142,1.0,0.0,15.0,1.0,38.0,0,0.15181,27.32884658064516,6,31.55803307621608,39.0,0,29.0,0.42046323913884076,4,95.0,8.371305516064119,3.0,52.889879375424655,1,1.411,44.52838467054089,110.67346000000005,7.1590672354904,0.5271823406219482,0.17520311074001826,24.06987253871641
4.0,5.0,0.0,0.0,5.0,1.0,13.0,0,0.15181,27.32884658064516,6,33.10734643736509,83.0,0,2.0,0.14183513872779718,4,98.0,7.612325235813808,6.0,68.58979305264896,1,1.411,46.71446582312214,110.46975300000004,8.611230856677393,0.3334290683269501,0.17902087103290892,24.772110260693307
5.0,6.0,2.0,0.0,13.0,0.0,7.0,0,0.15181,27.32884658064516,6,26.567024632686735,62.0,0,1.0,1.242767092931167,4,133.0,7.5169819765720325,2.0,51.0,1,1.411,37.48607175672098,110.29586000000005,8.361659778814076,0.8688126802444458,0.17721953320747413,23.005433781560576
3.0,6.336503441003053,1.0,0.0,11.0,1.0,27.0,0,0.15181,27.32884658064516,6,37.752823344016775,29.0,0,8.0,1.362372626598253,4,76.0,4.252882515525452,6.0,57.0,1,1.411,53.26923373840767,110.09931700000007,9.775882353530418,0.5470643043518066,0.23961765868072538,21.22449487001808
4.0,5.405893923491973,0.0,0.0,3.0,1.0,28.0,0,0.15181,27.32884658064516,6,15.637074862451872,65.0,0,29.0,1.8116752857011098,4,119.0,5.245414447987517,5.0,65.25470100906827,1,1.411,22.063912630919592,110.26993100000006,7.196976930895508,0.6213634610176086,0.19595650397046427,25.686963188956252
5.0,6.8325000529165525,1.0,0.0,8.0,1.0,28.0,0,0.15181,27.32884658064516,6,22.0,45.0,0,30.0,1.5631548158947188,4,119.0,9.165380303068588,6.0,58.0,1,1.411,31.042,111.29360800000003,7.710362892432199,0.6232724785804749,0.20044372023068285,1000000.0
3.0,5.0932376189867075,1.0,0.0,7.0,1.0,35.0,0,0.15181,27.32884658064516,6,11.273169128892553,17.0,0,8.0,0.7896818685100253,4,17.0,9.272712455843816,3.0,54.720217137429884,1,1.411,15.906441640867392,110.84082000000006,7.95449062377381,0.49645861983299255,0.15728836087537468,1000000.0
0.0,5.0,1.0,0.0,13.0,1.0,7.0,0,0.15181,27.32884658064516,6,30.0,63.0,0,22.0,1.4685805309436775,4,97.0,6.2193662704042865,2.0,69.37361013050754,1,1.411,42.33,109.55074300000004,6.770156882939671,0.3256118595600128,0.20468475368781922,1000000.0
4.0,6.196939814453209,2.0,0.0,15.0,0.0,7.0,0,0.15181,27.32884658064516,6,13.4127419473235,5.0,0,11.0,1.9470888154765453,4,15.0,8.603635051320405,5.0,59.0,1,1.411,18.92537888767346,110.68906000000004,8.44769219091988,0.5969098806381226,0.13838839422711796,27.947781196385087
3.0,6.0,2.0,0.0,7.0,1.0,34.0,0,0.15181,27.32884658064516,6,23.0,28.0,0,8.0,0.3889275071241147,4,40.0,8.308606456916031,6.0,63.61524743030573,1,1.411,32.453,110.51566300000005,9.775882353530418,0.5192086100578308,0.19049433245417124,1000000.0
5.0,7.0,2.0,0.0,5.0,1.0,17.0,0,0.15181,27.32884658064516,6,36.66804070533682,65.0,0,26.0,1.124877468060864,4,103.0,8.78475416057693,2.0,51.0,1,1.411,51.738605435230255,110.59894500000004,8.96541873196215,0.8011533617973328,0.18339919732424426,1000000.0
3.0,5.103601015499844,2.0,0.0,11.0,0.0,14.0,0,0.15181,27.32884658064516,6,38.66885481293687,26.0,0,11.0,1.877270966683641,4,30.0,7.274902008920235,6.0,69.0,1,1.411,54.561754141053925,110.27208300000004,9.151190337155613,0.5990402698516846,0.18926230262442814,27.124906303065295
2.0,6.380590948004482,2.0,0.0,1.0,1.0,17.0,0,0.15181,27.32884658064516,6,22.0,16.0,0,5.0,0.32032411868053723,4,45.0,8.567707606224921,6.0,60.0,1,1.411,31.042,111.07004600000003,8.424429623843904,0.5239289999008179,0.20874296737881626,1000000.0
5.0,5.267944019388734,1.0,0.0,1.0,1.0,37.0,0,0.15181,27.32884658064516,6,22.554298064476416,38.0,0,10.0,0.8725191439769491,4,52.0,9.51580057238142,4.0,64.98667735800625,1,1.411,31.824114568976224,111.05388000000006,9.358574463258899,0.5628722310066223,0.21087185726572455,28.409360155976508
3.0,6.474510704547701,1.0,0.0,12.0,1.0,14.0,0,0.15181,27.328846580645163,6,25.99892759569791,73.0,0,5.0,0.07364258172337346,4,102.0,6.850263881283526,3.0,60.0728656360569,1,1.411,36.684486837529754,110.22859300000006,9.03124199535102,0.374006450176239,0.203748919540583,21.56900306477567
2.0,6.0,2.0,0.0,13.0,1.0,21.0,0,0.15181,27.32884658064516,6,30.0,44.0,0,30.0,1.40700543494238,4,60.0,4.095673958515478,3.0,63.33219904695178,1,1.411,42.33,109.89816500000005,6.033096548747361,0.5606625080108643,0.20578458245782646,1000000.0
4.0,7.0,2.0,0.0,2.0,0.0,7.0,0,0.15181,27.32884658064516,6,39.78835602225545,76.0,0,5.0,0.5559046080658625,4,102.0,9.275451323391072,6.0,53.50143858139147,1,1.411,56.14137034740244,110.52775800000005,8.519746620636813,0.5069738030433655,0.1594943678284576,21.925712203246032
0.0,7.0,1.0,0.0,3.0,1.0,37.0,0,0.15181,27.32884658064516,6,19.146558261672794,44.0,0,23.0,1.411432227790692,4,105.0,8.680551810378152,4.0,69.0,1,1.411,27.015793707220315,110.34211200000006,7.485192852477449,0.4036799967288971,0.20135248957646634,26.27402923132449
3.0,6.0,2.0,0.0,8.0,0.0,21.0,0,0.15181,27.32884658064516,6,24.301927504289296,73.0,0,18.0,0.07765628406395586,4,89.0,8.487897337208715,3.0,61.0,1,1.411,34.290019708552194,110.53010000000006,9.03124199535102,0.42296096682548523,0.1720697438711041,25.25007723502818
5.0,6.592504794860455,1.0,0.0,8.0,1.0,31.0,0,0.15181,27.32884658064516,6,35.868948782012595,51.0,0,25.0,1.4772101512258513,4,77.0,9.504252070920037,2.0,59.0,1,1.411,50.611086731419775,110.94294500000004,8.706337790309243,0.8226673007011414,0.18770386151234783,24.02450486012145
5.0,5.729565048854128,2.0,0.0,1.0,1.0,18.0,0,0.15181,27.32884658064516,6,21.847358838447143,69.0,0,27.0,1.2805000462734217,4,113.0,9.56540622657198,6.0,64.49075480056976,1,1.411,30.82662332104892,111.44339300000006,8.32978873955441,0.6189228892326355,0.18339390067916136,27.68488554272452
3.0,5.0,1.0,0.0,15.0,1.0,14.0,0,0.15181,27.32884658064516,6,12.0,39.0,0,12.0,1.9736758753321726,4,56.0,9.900690630477376,2.0,60.702784065717324,1,1.411,16.932000000000002,110.83546000000005,8.284121224977481,0.8544619083404541,0.1715202854255737,1000000.0
4.0,6.0,0.0,0.0,11.0,1.0,4.0,0,0.15181,27.32884658064516,6,34.0,51.0,0,31.0,0.8717713122100501,4,115.0,8.21828591870927,5.0,62.0,1,1.411,47.974000000000004,110.50631000000004,7.2792303699976415,0.5681478977203369,0.20372058779854924,1000000.0
2.0,6.185212603523882,1.0,0.0,5.0,1.0,20.0,0,0.15181,27.32884658064516,6,28.182713434326995,68.0,0,31.0,0.7016708467380255,4,91.0,9.092151068067814,2.0,57.31976514991646,1,1.411,39.76580865583539,111.11257000000005,6.778721153785924,0.783362090587616,0.19481611034396093,26.47385159587017
3.0,7.0,2.0,0.0,15.0,1.0,7.0,0,0.15181,27.32884658064516,6,16.58345062579194,35.0,0,25.0,0.2953044146223356,4,52.0,9.03345508170437,5.0,51.0,1,1.411,23.399248832992427,110.39124500000004,7.904112473501397,0.5291667580604553,0.16605822332001305,25.138759141080897
