Material_Main,V3_Ventilation Duration (min),Additive_4,Initial pH,V2_Ventilation Interval (min),M1_is Enclosed,Turning times,Compost volume (m3),Material_3,Application Rate (%DW),Additive_1,Material_2,V4_Ventilation Day,Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW), Composting Method,Initial GI (%),Period (d),Additive_3,Initial C/N (%),Additive_2,V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
2,2.5327146459132943,1,5.79034505311561,792.0,1.0,11.0,0.06,5.0,8.5483797789054,8.0,0.0,10.0,56.63375155198854,0.06905051213847657,2.0,27.32884658064516,14.0,4,15.091441255026439,9.0,1,1.775,26.78730822767193,98.20814599999999,9.393551267317024,0.41269367933273315,0.10795345530439329,24.92629550026507
2,3.877512897751223,1,5.557758314324416,831.0,1.0,27.0,0.06,3.0,9.124385367192327,2.0,2.0,38.0,64.0,1.7337954061382033,0.0,27.32884658064516,99.0,4,39.054365591873804,0.0,1,1.775,69.321498925576,98.67005599999999,10.07747662811341,0.7672140598297119,0.17577521337470964,21.73500546992805
2,2.414424013554841,1,7.0,247.0,1.0,29.0,0.06,0.0,7.81576163852668,21.0,3.0,27.0,67.0,1.117360833650487,2.0,27.32884658064516,36.0,4,17.0,6.0,1,1.775,30.174999999999997,98.20329199999998,9.393551267317024,0.4786241352558136,0.18126810282393666,1000000.0
2,4.518691804891775,1,7.0,57.0,0.0,31.0,0.06,3.0,8.15967707122145,2.0,6.0,65.0,55.0,0.30634849329089997,2.0,27.32884658064516,84.0,4,20.16449195964182,7.0,1,1.775,35.79197322836423,97.79801299999997,7.186423808839568,0.33123016357421875,0.17705347944627456,24.43820297603285
2,1.5695726044292724,1,7.867988640579389,284.0,1.0,7.0,0.06,2.0,7.723495033566668,24.0,0.0,34.0,58.0,1.5449278044339354,2.0,27.32884658064516,97.0,4,31.46450347680037,6.0,1,1.775,55.84949367132065,98.22041599999997,9.228770827590003,0.47162577509880066,0.17928345265786927,21.67539205801959
2,6.721478143213069,1,6.634368245302127,764.0,1.0,19.0,0.06,2.0,6.030268582331568,14.0,3.0,62.0,56.13814012122669,0.35905739254226465,0.0,27.32884658064516,81.0,4,20.0,6.0,1,1.775,35.5,98.77444299999999,8.385770938706623,0.42046406865119934,0.15176834601879227,1000000.0
2,0.6845342957441192,1,7.0,485.0,0.0,8.0,0.06,0.0,9.338250504514182,25.0,13.0,17.0,52.05173311596624,1.2125138982514108,2.0,27.32884658064516,27.0,4,11.466166981046229,13.0,1,1.775,20.352446391357056,99.06375699999997,6.720996473106807,0.6257510781288147,0.11947815296850481,30.526978405062973
2,5.639678750854253,1,6.0,1041.0,1.0,14.0,0.06,2.0,6.127002479158507,2.0,12.0,14.0,68.23646624276022,1.3719682824923831,0.0,27.32884658064516,24.0,4,37.0,3.0,1,1.775,65.675,98.70771699999999,9.44568366382896,0.7858754396438599,0.16590072165723302,1000000.0
2,3.0050435939295617,1,6.0,267.0,1.0,5.0,0.06,0.0,7.469180679588269,16.0,12.0,21.0,51.0,0.7670837318444208,1.0,27.32884658064516,31.0,4,15.0,13.0,1,1.775,26.625,98.57785799999998,6.489775615987314,0.5265700221061707,0.11210387532347904,1000000.0
2,6.475372279455723,1,6.0,196.0,1.0,18.0,0.06,3.0,4.77167546696071,20.0,0.0,44.0,55.482455555110455,1.4319882098725445,1.0,27.32884658064516,50.0,4,35.31974200291614,15.0,1,1.775,62.692542055176155,98.88816699999998,8.69380574287867,0.8606516122817993,0.18578222697835425,25.810467943600848
2,2.7966738285264547,1,6.423918329027423,163.0,0.0,8.0,0.06,5.0,5.34448352131418,7.0,2.0,78.0,66.0,0.7926147874612017,2.0,27.32884658064516,123.0,4,37.951563967917444,6.0,1,1.775,67.36402604305346,97.03935699999998,10.21109377952028,0.6040444374084473,0.15760166936318584,25.498988373545913
2,0.738034221265027,1,7.829315799017167,591.0,1.0,16.0,0.06,0.0,2.0544087459640687,7.0,14.0,45.0,67.5102771151196,1.2355423512879031,0.0,27.32884658064516,62.0,4,15.0,15.0,1,1.775,26.625,98.46636199999999,9.386015066870883,0.8500506281852722,0.1706156178219431,1000000.0
2,3.8333186226976435,1,6.0,1172.0,1.0,6.0,0.06,2.0,6.086490140964511,20.0,8.0,38.0,58.80132850337603,1.1930674603417861,0.0,27.32884658064516,111.0,4,27.85991842068513,11.0,1,1.775,49.4513551967161,98.06096299999999,9.263140819430498,0.6186191439628601,0.18796004678666772,23.333108030245715
2,0.0,1,6.0,0.0,1.0,12.0,0.06,2.0,4.85181573108572,27.0,8.0,0.0,68.0,0.0,0.0,27.32884658064516,16.0,4,27.33849928385563,11.0,2,1.775,48.52583622884374,95.72615799999998,11.240869288390828,0.4328550696372986,0.2073511183623103,30.354293336862312
2,0.6506047538301152,1,6.58402445262625,1207.0,1.0,29.0,0.06,3.0,4.1978168057263705,10.0,5.0,26.0,63.1496027596645,1.7517553929232383,1.0,27.32884658064516,31.0,4,14.0,0.0,1,1.775,24.849999999999998,97.36339699999996,9.016114535317193,0.9680517911911011,0.15499446945212103,1000000.0
2,1.152848392146315,1,7.0,756.0,1.0,9.0,0.06,4.0,4.181425992018454,28.0,14.0,13.0,53.126079334619405,0.6805055814844663,0.0,27.32884658064516,36.0,4,10.45687171098478,1.0,1,1.775,18.560947286997983,97.392563,11.042237029192252,0.9626352787017822,0.14698001812927491,30.71574667524076
