V3_Ventilation Duration (min), Composting Method,Additive_1,Period (d),M1_is Enclosed,Initial C/N (%),V2_Ventilation Interval (min),V5_Ventilation rate (L/min/kg iniDW),Material_3,Additive_4,Application Rate (%DW),Initial pH,V4_Ventilation Day,Material_2,Initial Moisture Content (%),Additive_3,Additive_2,Compost volume (m3),V1_Ventilation Type,Turning times,Initial GI (%),Material_Main,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,0.0,20.0,26.0,1.0,16.841340852633795,0.0,0.0,5.0,1,5.29563998992632,7.0,0.0,3.0,50.32723510566403,4,12.0,0.314,2,6.0,27.32884658064516,5,1.4280600332415827,24.05044577784504,105.86439750000007,6.848040779153841,0.28457435965538025,0.23041000257476885,22.60957387093172
0.0,0.0,28.0,29.0,1.0,36.0,0.0,0.8641301142859024,2.0,1,6.108352794151557,6.0,17.0,3.0,51.0,4,10.0,0.314,0,5.0,27.32884658064516,5,1.4280600332415827,51.410161196696976,105.98571400000006,4.344248676418769,0.28612020611763,0.23303537287607315,1000000.0
0.0,2.0,34.0,67.0,1.0,36.0,0.0,1.239089582803213,5.0,1,3.4248810334791466,5.136975302904148,61.0,3.0,51.0,4,12.0,0.314,0,0.0,27.32884658064516,5,1.4280600332415827,51.410161196696976,104.89276400000006,6.296402274693948,0.2879989445209503,0.15797609884885871,1000000.0
0.0,0.0,20.0,17.0,1.0,26.0,0.0,0.0,3.0,1,2.4699487888146407,5.0,0.0,0.0,51.0,4,11.0,0.314,2,15.0,27.32884658064516,5,1.4280600332415827,37.12956086428115,107.47820500000006,6.848040779153841,0.5230443477630615,0.24196860685120924,1000000.0
44.93036188559915,2.0,20.0,13.0,1.0,32.95607414513963,1076.0,0.4128295123159513,5.0,1,8.447191827067691,8.0,10.0,6.0,58.21661150216132,4,13.0,0.314,1,3.0,27.32884658064516,5,1.4280600332415827,47.06325233922016,105.70957300000005,6.676592438948333,1.2761601209640503,0.16088569103033531,24.371470169037
0.0,1.0,12.0,65.0,1.0,19.100035723848844,0.0,0.015364615032750661,5.0,1,6.292399798068208,7.0,51.0,0.0,67.0,4,15.0,0.314,0,1.0,27.32884658064516,5,1.4280600332415827,27.275997650715,105.83648800000003,5.854679295112589,0.27412667870521545,0.22965791160108162,19.15399247537818
0.0,0.0,30.0,59.0,1.0,25.852183233408404,0.0,0.0,3.0,1,8.698506576250628,7.0,0.0,4.0,69.0,4,15.0,0.314,2,0.0,27.32884658064516,5,1.4280600332415827,36.918469647668694,103.55178450000005,7.101278204545219,0.43101808428764343,0.16720104627656665,18.424285153024574
39.983685274659855,1.0,8.0,29.0,1.0,10.053625567436669,868.0,0.42130903047460655,3.0,1,4.86956424355581,8.0,25.0,3.0,59.0,4,15.0,0.314,1,0.0,27.32884658064516,5,1.4280600332415827,14.357180862032035,107.07043900000004,7.059729221009543,1.27067232131958,0.14694249621611544,22.721950366176557
54.19131428015939,0.0,35.0,26.0,1.0,37.7132747049585,87.0,1.319149399943538,3.0,1,7.089897903271523,5.476788685658281,14.0,0.0,68.54575376302927,4,13.0,0.314,1,0.0,27.32884658064516,5,1.4280600332415827,53.85682032881198,110.78951500000007,4.550037710153499,1.2796844244003296,0.19929059357312146,22.500872772811185
0.0,0.0,10.0,15.0,1.0,18.838840937353858,0.0,0.0,4.0,1,4.744569780061961,6.513582644183181,0.0,0.0,52.0,4,11.0,0.314,2,9.0,27.32884658064516,5,1.4280600332415827,26.90299581523044,107.15517100000005,6.848040779153841,0.49891722202301025,0.21550681056930146,26.10782955133719
