V4_Ventilation Day,V2_Ventilation Interval (min),M1_is Enclosed,Additive_4,Additive_2,Material_2,Additive_3, Composting Method,Initial C/N (%),Application Rate (%DW),Initial pH,Turning times,Initial Moisture Content (%),Additive_1,Compost volume (m3),Initial GI (%),Material_Main,Period (d),V3_Ventilation Duration (min),V1_Ventilation Type,Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
82.0,1089.0,1.0,1,7.0,0.0,4,2.0,31.277881043373828,3.2340757012178125,7.0,12.0,68.24716753530245,14.0,0.045,27.32884658064516,9,129.0,57.62040290789731,1,0.0,0.09063232981572567,1.97,61.61742565544644,95.50828099999997,7.015240049580183,1.1608786582946777,0.12768954649041295,23.98933278099018
77.0,869.0,1.0,1,8.0,6.0,4,1.0,25.0,6.0396766712416525,6.532057937087208,9.0,68.81547387325539,4.0,0.045,27.32884658064516,9,129.0,59.05850270440171,1,0.0,0.8642476737083153,1.97,49.25,95.95653999999995,7.70127906858741,1.1039670705795288,0.14549268247903177,1000000.0
22.0,0.0,1.0,1,2.0,0.0,4,2.0,28.55593779691027,9.870191603793117,6.0,15.0,60.0,21.0,0.045,27.32884658064516,9,31.0,0.0,0,3.0,0.16198338866578732,1.97,56.255197459913234,96.23961600000003,2.20445874576566,1.2948535680770874,0.21444871125222495,26.579865721060564
10.0,1176.0,0.0,1,2.0,3.0,4,1.0,35.06568157230721,8.802645488931603,6.0,5.0,66.30654380058502,37.0,0.045,27.32884658064516,9,30.0,58.61854566739023,1,3.0,1.0665736970038775,1.97,69.07939269744521,95.40950399999998,7.356722963424463,1.0859261751174927,0.15964841201476004,23.3804538186202
0.0,0.0,0.0,1,13.0,0.0,4,1.0,28.736006674597075,9.518039723709668,8.0,2.0,67.39833119376289,31.0,0.045,27.32884658064516,9,85.0,0.0,2,5.0,0.0,1.97,56.60993314895624,95.64529700000001,2.221127975167762,0.47231045365333557,0.22802441428752768,15.48019913913625
10.0,0.0,0.0,1,1.0,0.0,4,2.0,25.400147049473112,8.765053304063958,6.473195439619809,1.0,69.0,10.0,0.045,27.32884658064516,9,21.0,0.0,0,5.0,0.8553255069455643,1.97,50.03828968746203,95.76137899999999,3.223134818766013,1.293746829032898,0.214815919302933,24.21143429474396
54.0,0.0,0.0,1,7.0,0.0,4,1.0,35.86499314354359,2.7783476816110477,7.0,12.0,58.0,22.0,0.045,27.32884658064516,9,108.0,0.0,0,9.0,1.7632725183137277,1.97,70.65403649278088,95.11184200000001,1.8497784443721643,1.2105581760406494,0.2185262725986111,26.178790580994335
0.0,0.0,0.0,1,12.0,0.0,4,1.0,27.68555805111495,9.51861911477197,6.0,20.0,57.0,4.0,0.045,27.32884658064516,9,110.0,0.0,2,4.0,0.0,1.97,54.540549360696446,95.295828,2.5310766440649126,0.4190538823604584,0.1700063976649575,20.04246635786752
65.0,0.0,1.0,1,5.0,0.0,4,0.0,32.65345834138091,5.438867381549957,7.0,26.0,66.0,14.0,0.045,27.32884658064516,9,119.0,0.0,0,2.0,0.1589694842276883,1.97,64.3273129325204,95.52712200000002,1.8946874769601423,1.2951544523239136,0.19232270415571315,27.349788164587196
83.0,1141.0,0.0,1,11.0,4.0,4,1.0,23.0,9.130550577459296,5.0,12.0,52.0,34.0,0.045,27.32884658064516,9,90.0,57.682884571624115,1,2.0,0.927646575029544,1.97,45.31,96.16413099999995,5.384390030438308,1.0859261751174927,0.1612069133184142,1000000.0
18.0,1229.0,0.0,1,7.0,2.0,4,1.0,12.54037156670832,4.6322951298343105,5.0,2.0,60.0,7.0,0.045,27.32884658064516,9,53.0,57.29309432219553,1,3.0,0.36399735489422413,1.97,24.70453198641539,95.76882899999995,8.066447067093875,1.1083029508590698,0.1225980709392037,21.928311180222813
28.0,0.0,0.0,1,7.0,0.0,4,2.0,31.0,9.837702917644933,6.944324587081962,12.0,58.73972399469203,22.0,0.045,27.32884658064516,9,40.0,0.0,0,9.0,1.4299255751986104,1.97,61.07,95.89047200000003,3.054610725541975,1.2373664379119873,0.23062956391776515,1000000.0
50.0,248.0,0.0,1,9.0,8.0,4,2.0,12.058699022026943,3.8251655175723602,5.061243553756235,30.0,52.85663001389379,35.0,0.045,27.32884658064516,9,118.0,58.553509324801404,1,4.0,1.8838659762356802,1.97,23.75563707339308,95.80939999999995,5.978394072326311,1.1588376760482788,0.14799207867155365,26.893279742301758
72.0,0.0,1.0,1,9.0,0.0,4,2.0,32.61615255070243,4.213301444723542,6.0,14.0,68.24488474984614,33.0,0.045,27.32884658064516,9,81.0,0.0,0,9.0,0.09197988668082413,1.97,64.25382052488379,95.11184200000001,2.2665943680883394,1.2243437767028809,0.19260260344518157,25.328279379858646
69.0,218.0,1.0,1,6.0,12.0,4,0.0,23.211044730708714,6.160843618118245,7.0,28.0,64.92172054960079,23.0,0.045,27.32884658064516,9,90.0,58.364912142053186,1,2.0,1.6392954899304282,1.97,45.72575811949616,95.95653999999995,5.579497370905294,1.1039670705795288,0.17163775360441963,28.21371160759727
24.0,728.0,1.0,1,15.0,12.0,4,2.0,38.44473630269804,4.925352300011996,5.338260356950774,13.0,56.0,31.0,0.045,27.32884658064516,9,74.0,59.98665941345886,1,5.0,0.02505517671473556,1.97,75.73613051631514,95.53628999999995,6.799336263062078,1.0896728038787842,0.13254795382134094,1000000.0
53.0,0.0,0.0,1,13.0,0.0,4,1.0,21.311904305486298,9.85142205802471,8.0,0.0,59.16909940599858,18.0,0.045,27.32884658064516,9,87.0,0.0,0,3.0,1.2011361573647195,1.97,41.98445148180801,95.668469,2.6858803951087986,1.2948535680770874,0.17129210897122324,21.014468263634306
70.0,0.0,1.0,1,2.0,0.0,4,1.0,38.435210460936425,9.61711346592752,7.0,27.0,60.0,15.0,0.045,27.32884658064516,9,98.0,0.0,0,2.0,1.5773893963536019,1.97,75.71736460804476,95.89047200000003,1.2653855731659631,1.2948535680770874,0.22538503144529165,25.342556931266355
38.0,0.0,0.0,1,10.0,0.0,4,1.0,33.6976878130113,4.155190655941784,7.0,0.0,56.599802369590925,37.0,0.045,27.32884658064516,9,65.0,0.0,0,4.0,0.5209880581101833,1.97,66.38444499163226,95.56496900000002,3.0015090912402997,1.341092824935913,0.16661831254336115,19.77783188758584
43.0,730.0,1.0,1,10.0,12.0,4,1.0,13.76965130760438,8.750287015255047,5.359902310089238,29.0,69.0,21.0,0.045,27.32884658064516,9,71.0,55.0923990777447,1,4.0,0.7920606009273523,1.97,27.12621307598063,95.17614099999996,6.452455631717752,1.1010640859603882,0.14790823023531224,29.9893296495956
