Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4, Composting Method,M1_is Enclosed,Period (d),V1_Ventilation Type,V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),NH3-N loss (%)
6,5,3,31,13,2,0,1,1.0,70.0,2,0.0,0.0,0.0,5.0,0.0,1.2,64.0,0.0,23.7
6,5,3,31,13,2,0,1,0.0,70.0,2,0.0,0.0,0.0,0.0,0.0,1.2,64.0,0.0,12.8
6,5,3,31,13,2,0,1,1.0,70.0,2,0.0,0.0,0.0,0.0,0.0,1.2,64.0,0.0,10.3
6,0,3,31,13,2,0,2,0.0,55.0,2,0.0,0.0,0.0,7.0,0.0,11.25,60.04,0.0,4.51
6,0,3,31,13,2,0,2,0.0,55.0,2,0.0,0.0,0.0,15.0,0.0,11.25,60.04,0.0,2.5
5,0,3,31,13,2,0,2,0.76,43.24,2,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,4.44
5,0,3,31,13,2,0,2,0.76,43.24,1,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,2.18
5,5,3,31,13,2,0,0,1.0,35.0,0,35.0,0.0,0.0,5.0,0.0,0.06,72.1,0.2,21.16
6,5,3,31,13,2,0,0,1.0,56.0,2,0.0,0.0,0.0,7.0,0.0,1.2,67.6,0.0,35.7
6,5,3,40,13,2,0,0,1.0,56.0,2,0.0,0.0,0.0,7.0,3.3,1.2,67.6,0.0,27.4
6,5,3,40,13,2,0,0,1.0,56.0,2,0.0,0.0,0.0,7.0,6.6,1.2,67.6,0.0,20.7
6,5,3,40,13,2,0,0,1.0,56.0,2,0.0,0.0,0.0,7.0,9.9,1.2,67.6,0.0,15.7
6,5,3,40,13,2,0,0,1.0,56.0,2,0.0,0.0,0.0,7.0,13.2,1.2,67.6,0.0,12.9
4,5,3,31,13,2,0,0,1.0,28.0,2,0.0,0.0,0.0,9.0,0.0,0.13,61.46,0.0,36.3
4,5,3,8,13,2,0,0,1.0,28.0,2,0.0,0.0,0.0,9.0,2.0,0.13,60.66,0.0,33.2
4,5,3,8,13,2,0,0,1.0,28.0,2,0.0,0.0,0.0,9.0,4.0,0.13,59.71,0.0,26.6
4,5,3,8,13,2,0,0,1.0,28.0,2,0.0,0.0,0.0,9.0,6.0,0.13,60.45,0.0,20.4
4,5,3,8,13,2,0,0,1.0,28.0,2,0.0,0.0,0.0,9.0,8.0,0.13,60.07,0.0,14.9
4,5,3,8,13,2,0,0,1.0,28.0,2,0.0,0.0,0.0,9.0,10.0,0.13,59.45,0.0,10.7
0,5,3,31,13,2,0,1,0.0,64.0,2,0.0,0.0,0.0,12.0,0.0,1.0,74.0,0.0,8.12
0,5,3,31,13,2,0,1,1.0,64.0,2,0.0,0.0,0.0,12.0,0.0,1.0,74.0,0.0,7.47
0,5,3,31,13,2,0,1,1.0,64.0,2,0.0,0.0,0.0,12.0,0.0,1.0,74.0,0.0,16.56
0,5,3,31,13,2,0,1,1.0,64.0,0,64.0,0.0,0.0,12.0,0.0,1.0,74.0,1.16,22.51
4,5,1,31,13,2,0,0,1.0,25.0,1,25.0,30.0,30.0,0.0,0.0,0.06,60.0,0.08,0.04
4,5,1,31,13,2,0,0,1.0,25.0,1,25.0,30.0,30.0,0.0,0.0,0.06,60.0,0.83,10.76
4,5,1,31,13,2,0,0,1.0,25.0,1,25.0,30.0,30.0,0.0,0.0,0.06,60.0,1.64,19.91
6,3,3,31,13,2,0,1,0.0,77.4,2,0.0,0.0,0.0,14.8,0.0,0.4,77.53,0.0,2.6
6,0,3,31,13,2,0,1,0.0,77.4,2,0.0,0.0,0.0,19.2,0.0,0.4,66.71,0.0,1.2
6,0,3,31,13,2,0,1,0.0,77.4,2,0.0,0.0,0.0,14.8,0.0,0.4,66.36,0.0,0.55
6,0,3,31,13,2,0,1,0.0,75.7,2,0.0,0.0,0.0,11.3,0.0,4.62,67.68,0.0,0.15
6,0,3,31,13,2,0,1,0.0,74.3,2,0.0,0.0,0.0,11.1,0.0,4.72,66.26,0.0,0.25
5,4,3,31,13,2,0,0,1.0,50.0,0,50.0,0.0,0.0,0.0,0.0,0.03,72.13,0.22,19.06
5,5,3,31,13,2,0,0,1.0,50.0,0,50.0,0.0,0.0,0.0,0.0,0.03,69.74,0.21,13.7
5,2,3,31,13,2,0,0,1.0,50.0,0,50.0,0.0,0.0,0.0,0.0,0.03,71.05,0.21,11.68
6,5,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,30.0,2.0,0.0,0.07,60.0,0.86,18.35
6,5,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,30.0,2.0,0.0,0.07,60.0,0.93,20.72
6,5,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,30.0,2.0,0.0,0.07,60.0,0.9,25.05
6,5,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,30.0,2.0,0.0,0.07,60.0,0.91,25.95
1,3,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,60.0,4.0,0.0,0.06,66.9,1.21,34.9
1,0,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,60.0,4.0,0.0,0.06,58.6,0.96,18.2
1,0,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,60.0,4.0,0.0,0.06,53.1,0.86,6.5
1,0,3,31,13,2,0,0,1.0,28.0,1,28.0,30.0,60.0,4.0,0.0,0.06,47.5,0.76,1.4
0,3,3,31,13,2,0,2,0.76,43.24,2,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,16.06
0,3,3,31,13,2,0,2,0.76,43.24,2,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,7.55
4,4,3,31,13,2,0,0,1.0,50.0,0,50.0,0.0,0.0,0.0,0.0,0.02,73.67,0.2,13.53
6,3,3,31,13,2,0,1,0.0,65.0,2,0.0,0.0,0.0,18.0,0.0,13.9,80.3,0.0,35.57
6,5,3,31,13,2,0,1,0.0,65.0,2,0.0,0.0,0.0,18.0,0.0,13.87,70.4,0.0,27.93
6,5,3,31,13,2,0,1,0.0,65.0,2,0.0,0.0,0.0,18.0,0.0,13.96,71.6,0.0,25.77
6,0,3,31,13,2,0,1,0.0,65.0,2,0.0,0.0,0.0,18.0,0.0,13.87,70.1,0.0,11.03
0,5,3,31,13,2,0,2,0.0,88.0,2,0.0,0.0,0.0,1.0,0.0,10.0,72.5,0.0,11.0
0,5,3,31,13,2,0,2,0.0,88.0,2,0.0,0.0,0.0,1.0,0.0,10.0,72.5,0.0,17.0
0,5,3,31,13,2,0,2,0.0,88.0,2,0.0,0.0,0.0,3.0,0.0,10.0,72.5,0.0,18.0
0,5,3,31,13,2,0,2,0.0,85.0,2,0.0,0.0,0.0,0.0,0.0,10.0,74.8,0.0,1.0
0,5,3,31,13,2,0,2,0.0,85.0,2,0.0,0.0,0.0,1.0,0.0,10.0,74.8,0.0,2.0
0,5,3,31,13,2,0,2,0.0,85.0,2,0.0,0.0,0.0,3.0,0.0,10.0,74.8,0.0,2.0
5,0,3,31,13,2,0,1,0.0,37.0,1,37.0,20.0,40.0,5.0,0.0,1.0,65.0,0.19,19.13
5,0,3,4,13,2,0,1,0.0,37.0,1,37.0,20.0,40.0,5.0,5.0,1.0,65.0,0.19,14.06
5,0,3,4,13,2,0,1,0.0,37.0,1,37.0,20.0,40.0,5.0,10.0,1.0,65.0,0.19,16.01
0,5,3,42,13,2,0,2,0.0,51.0,2,0.0,0.0,0.0,14.0,20.2,13.72,65.0,0.0,9.75
0,5,3,31,13,2,0,2,0.0,51.0,2,0.0,0.0,0.0,14.0,0.0,21.21,65.0,0.0,6.62
0,5,3,31,13,2,0,2,0.0,51.0,2,0.0,0.0,0.0,14.0,0.0,21.21,65.0,0.0,4.66
0,5,3,31,13,2,0,2,0.0,51.0,2,0.0,0.0,0.0,14.0,0.0,21.21,65.0,0.0,4.13
0,5,3,31,13,2,0,2,0.0,51.0,2,0.0,0.0,0.0,14.0,0.0,21.21,65.0,0.0,3.11
5,0,3,31,13,2,0,1,0.0,26.0,1,26.0,20.0,40.0,0.0,0.0,1.3,70.0,0.1,11.57
5,0,3,31,13,2,0,1,0.0,26.0,1,26.0,20.0,40.0,0.0,0.0,1.3,70.0,0.1,14.24
5,0,3,31,13,2,0,1,0.0,26.0,1,26.0,20.0,40.0,0.0,0.0,1.3,70.0,0.1,18.32
5,4,4,11,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,63.45,0.54,18.38
5,4,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,62.82,0.51,18.09
5,4,4,31,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,63.53,0.55,28.35
5,4,3,11,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,61.75,0.62,20.67
5,4,4,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,62.52,0.53,13.88
5,4,3,31,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,62.08,0.46,29.42
5,5,3,31,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,60.35,0.38,22.73
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,61.11,0.41,20.33
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,62.01,0.46,17.22
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,62.56,0.53,11.78
5,0,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,61.58,0.62,14.71
5,4,3,31,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,63.18,0.54,29.84
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,57.57,0.36,9.14
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,61.18,0.41,7.92
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,60.59,0.38,5.05
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,59.92,0.38,14.82
5,5,3,38,13,2,0,0,1.0,22.0,0,22.0,0.0,0.0,0.0,0.0,0.0,61.03,0.41,23.29
5,4,3,31,13,2,0,0,0.76,43.24,1,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,2.66
5,4,3,24,13,2,0,0,0.76,43.24,1,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,1.58
5,4,3,24,5,2,0,0,0.76,43.24,1,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,1.86
5,4,3,15,13,2,0,0,0.76,43.24,1,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,3.85
6,5,3,31,13,2,0,2,1.0,56.0,0,56.0,0.0,0.0,0.0,0.0,1.37,69.4,0.11,16.5
6,5,3,42,13,2,0,2,1.0,56.0,0,56.0,0.0,0.0,0.0,1.73,1.37,71.1,0.11,27.5
6,5,3,42,13,2,0,2,1.0,56.0,0,56.0,0.0,0.0,0.0,0.32,1.37,69.2,0.11,36.2
6,5,3,39,13,2,0,2,1.0,56.0,0,56.0,0.0,0.0,0.0,0.0,1.37,70.3,0.11,24.8
6,4,4,42,13,2,0,2,1.0,56.0,0,56.0,0.0,0.0,0.0,2.84,1.18,71.8,0.11,24.9
6,3,3,31,13,2,0,0,1.0,31.6,0,31.6,0.0,0.0,2.0,0.0,0.3,68.5,0.06,4.38
4,3,3,31,13,2,0,0,1.0,31.6,0,31.6,0.0,0.0,2.0,0.0,0.3,68.8,0.07,10.21
2,4,3,31,13,2,0,0,1.0,31.7,0,31.7,0.0,0.0,2.0,0.0,0.3,49.3,0.17,0.01
2,4,3,31,13,2,0,0,1.0,31.7,0,31.7,0.0,0.0,2.0,0.0,0.3,59.3,0.15,0.01
2,4,3,31,13,2,0,0,1.0,30.9,0,30.9,0.0,0.0,2.0,0.0,0.3,44.6,0.14,0.09
5,3,3,31,13,2,0,0,1.0,30.9,0,30.9,0.0,0.0,2.0,0.0,0.3,49.4,0.16,2.09
0,3,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,72.7,0.4,23.75
0,3,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,71.7,0.4,20.79
0,3,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,71.7,0.2,17.63
0,4,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,68.8,0.2,11.46
0,4,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,69.5,0.2,9.37
0,4,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,67.3,0.2,13.16
0,3,3,31,13,2,0,0,1.0,66.0,0,66.0,0.0,0.0,11.0,0.0,0.03,71.8,0.2,19.0
0,5,3,31,13,2,0,1,0.0,64.0,2,0.0,0.0,0.0,0.0,0.0,1.1,74.27,0.0,8.84
0,5,3,31,13,2,0,1,1.0,64.0,2,0.0,0.0,0.0,0.0,0.0,1.1,74.27,0.0,8.04
0,5,3,31,13,2,0,1,1.0,64.0,2,0.0,0.0,0.0,12.0,0.0,1.1,74.27,0.0,17.69
0,5,3,31,13,2,0,1,0.76,43.24,1,23.15,2.39,8.8,5.87,5.1,1.58,64.45,0.46,24.12
