Initial pH,Initial GI (%),Turning times,V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Additive_4,Material_Main,Initial C/N (%),Initial Moisture Content (%),Material_3,Additive_3,Period (d),Additive_1,V2_Ventilation Interval (min),Compost volume (m3),Application Rate (%DW),M1_is Enclosed,Additive_2,V3_Ventilation Duration (min),Material_2,V1_Ventilation Type, Composting Method,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
9.047335423055811,27.32884658064516,4.0,28.0,1.9384150703437506,1.0,8,12.0,61.0,2.0,4.0,67.0,2.0,816.0,4.210797122302158,4.194809521463377,0.0,5.0,50.53851779469042,14.0,1.0,1.0,2.1457865217391303,65.73745555029346,95.27382899999996,10.789723085613955,1.1796886920928955,0.11209826562452568,1000000.0
10.413866414731634,27.32884658064516,8.0,0.0,0.0,1.0,8,32.69083601933446,61.0,5.0,4.0,16.0,20.0,0.0,4.210797122302158,9.822516519656162,1.0,0.0,0.0,2.0,2.0,1.0,2.1457865217391303,22.854168973437034,91.403705,5.908373527155915,1.4942195415496826,0.238889906303771,1000000.0
8.0,27.32884658064516,3.0,6.0,1.7206871353710196,1.0,8,29.0,66.0,2.0,4.0,54.0,6.0,418.0,4.210797122302158,6.504931028388223,0.0,3.0,39.12715905819806,13.0,1.0,2.0,2.1457865217391303,77.56654074714909,93.158557,11.947347165546365,1.134663462638855,0.15837188713088687,1000000.0
5.0,27.32884658064516,30.0,24.0,0.8614146073668851,1.0,8,21.0,81.97186634611798,0.0,4.0,63.0,21.0,816.0,4.210797122302158,6.326250790300035,1.0,1.0,59.719426412776386,5.0,1.0,2.0,2.1457865217391303,46.79416780769023,95.128747,11.56424221074217,0.7961158156394958,0.18165488691068304,1000000.0
10.565570857941267,27.32884658064516,20.0,2.0,0.8752270894765497,1.0,8,26.0,63.0,5.0,4.0,126.0,23.0,710.0,4.210797122302158,7.631267077859966,0.0,2.0,59.338347084212344,6.0,1.0,1.0,2.1457865217391303,83.90104621458117,97.012109,13.63255002687333,0.8097473382949829,0.16225349258027588,1000000.0
9.883304074604178,27.32884658064516,9.0,31.0,1.102535811770214,1.0,8,24.0,56.0,5.0,4.0,37.0,7.0,1295.0,4.210797122302158,2.708581984833053,1.0,10.0,59.850650417107765,0.0,1.0,1.0,2.1457865217391303,84.14632269011747,91.87761399999998,11.760052821606882,1.1441012620925903,0.1764067502970133,1000000.0
11.641012955915524,27.32884658064516,18.0,29.0,0.8289275045518063,1.0,8,38.0,83.70733727600108,5.0,4.0,60.0,14.0,319.0,4.210797122302158,4.356609098413338,0.0,5.0,36.11458144061939,8.0,1.0,2.0,2.1457865217391303,12.854020329139011,91.49028200000002,11.025586066853114,0.7930150628089905,0.17832485633618114,1000000.0
10.49771403872705,27.32884658064516,22.0,22.0,1.136114019093375,1.0,8,14.0,55.0,2.0,4.0,76.0,15.0,936.0,4.210797122302158,4.812418910060244,0.0,5.0,42.26485892479512,13.0,1.0,1.0,2.1457865217391303,83.56041595034351,92.905751,11.025586066853114,0.7929207682609558,0.12143768636684231,1000000.0
10.287328618539325,27.32884658064516,21.0,81.0,0.9053400488674526,1.0,8,31.0,55.0,9.0,4.0,110.0,35.0,1238.0,4.210797122302158,6.678625343866311,0.0,5.0,53.56410444146759,8.0,1.0,1.0,2.1457865217391303,45.52403447621292,93.965037,13.473204062424799,0.7954527735710144,0.1523990472120943,1000000.0
10.917558190950668,27.32884658064516,20.0,10.0,0.9291867582364612,1.0,8,26.0,59.0,9.0,4.0,133.0,13.0,641.0,4.210797122302158,7.221428630330951,1.0,7.0,56.38203614241503,0.0,1.0,0.0,2.1457865217391303,84.83406515192902,91.66654999999997,9.907325387259805,1.1689550876617432,0.16587094890108106,1000000.0
