Initial Moisture Content (%),Compost volume (m3),Initial C/N (%),Additive_1,V2_Ventilation Interval (min),Additive_3,V1_Ventilation Type,V4_Ventilation Day,Material_Main,Period (d),Additive_4,Initial pH,Initial GI (%),Turning times,V3_Ventilation Duration (min), Composting Method,M1_is Enclosed,Material_2,Additive_2,Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
80.30394070986208,0.045,21.45757064042603,23.0,574.0,4.0,1.0,3.0,9,92.0,1.0,8.641913065567667,27.32884658064516,30.0,50.26109275964305,2.0,1.0,0.0,12.0,4.214397153224107,0.8515689241730631,2.0,1.97,54.63526562524332,92.04251800000002,4.176550408424949,0.8709887266159058,0.1675889571271893,1000000.0
79.94385418545585,0.045,36.0,16.0,0.0,4.0,2.0,0.0,9,67.0,1.0,9.918184964269779,27.32884658064516,0.0,0.0,2.0,0.0,5.0,7.0,6.461294586255746,0.0,4.0,1.97,12.671215104985217,92.13898800000003,12.687449051577591,0.6607629060745239,0.14920677090608792,1000000.0
80.30572073024489,0.045,43.011541110140094,25.0,381.0,4.0,1.0,20.0,9,98.0,1.0,5.0,27.32884658064516,1.0,26.820402665401733,1.0,1.0,3.0,1.0,5.604452774424009,1.8962845263198638,3.0,1.97,84.73273598697598,91.68100900000002,5.789395873488465,0.8553525805473328,0.16106774095207438,18.633260220065953
59.0,0.045,12.0,21.0,0.0,4.0,2.0,0.0,9,63.0,1.0,10.847129868152866,27.32884658064516,26.0,0.0,0.0,1.0,0.0,7.0,4.5353873216735625,0.0,2.0,1.97,35.078642662918355,92.13772399999998,9.055383979398227,0.613106906414032,0.2189420680460027,1000000.0
72.51754811213081,0.045,33.0,31.0,257.0,4.0,1.0,2.0,9,109.0,1.0,10.453809466987977,27.32884658064516,17.0,57.15549214930262,2.0,0.0,3.0,8.0,5.110972101674736,1.5015826528894871,5.0,1.97,59.26592888232503,92.41059800000002,9.788175637828157,0.7020056247711182,0.15061548107753042,1000000.0
53.70970966654951,0.045,36.0,20.0,1169.0,4.0,1.0,0.0,9,93.0,1.0,6.0,27.328846580645163,14.0,29.284265544285404,2.0,0.0,0.0,0.0,6.198930422559364,1.684325087390072,0.0,1.97,53.5035878196029,93.412989,7.421403720941603,0.8122742176055908,0.15266422683066788,1000000.0
62.0,0.045,15.0,23.0,0.0,4.0,2.0,0.0,9,59.0,1.0,10.725540165549987,27.32884658064516,25.0,0.0,2.0,1.0,0.0,3.0,4.754111632760734,0.0,4.0,1.97,72.97939876250612,92.47005999999998,9.055383979398227,0.8008847832679749,0.2231419088535354,1000000.0
56.0,0.045,22.102154724769957,10.0,0.0,4.0,2.0,0.0,9,59.0,1.0,6.0,27.32884658064516,4.0,0.0,0.0,1.0,0.0,12.0,2.2419738442289807,0.0,4.0,1.97,24.299425944304716,91.81697399999997,9.055383979398227,0.5988261103630066,0.21504029691741422,1000000.0
53.0,0.045,25.9015694004267,18.0,0.0,4.0,2.0,0.0,9,14.0,1.0,10.650593924088415,27.32884658064516,0.0,0.0,0.0,1.0,3.0,5.0,6.042660061143891,0.0,0.0,1.97,51.434247664348035,93.03079700000002,11.065285507276302,0.47393661737442017,0.1957038738789778,1000000.0
63.0,0.045,29.0,28.0,0.0,4.0,2.0,0.0,9,68.0,1.0,10.245521858904533,27.32884658064516,8.0,0.0,0.0,1.0,0.0,8.0,5.118403011177697,0.0,5.0,1.97,46.52530864755848,92.23272399999998,9.055383979398227,0.6225913763046265,0.21471051349656933,1000000.0
75.45840406934144,0.045,34.0,37.0,0.0,4.0,2.0,0.0,9,33.0,1.0,9.622472164014564,27.32884658064516,5.0,0.0,0.0,1.0,0.0,10.0,3.8705701828290158,0.0,5.0,1.97,31.55040382115745,92.49867999999998,9.055383979398227,0.6125283241271973,0.19471587461896378,1000000.0
58.0,0.045,34.0,11.0,0.0,4.0,2.0,0.0,9,116.0,1.0,6.0,27.32884658064516,25.0,0.0,0.0,1.0,0.0,12.0,5.202982479387241,0.0,0.0,1.97,18.130468291625775,92.03516499999998,9.055383979398227,0.6125283241271973,0.21126533509431417,1000000.0
53.0,0.045,23.0,25.0,665.0,4.0,1.0,73.0,9,93.0,1.0,9.766150310143628,27.32884658064516,0.0,28.783119946413514,1.0,1.0,4.0,3.0,3.2681459346400015,0.9472027668202774,2.0,1.97,30.500602841635608,93.02726100000007,10.085570309638248,0.7211017608642578,0.13612705417807625,1000000.0
52.0,0.045,11.0,10.0,0.0,4.0,2.0,0.0,9,60.0,1.0,10.203547871779314,27.32884658064516,13.0,0.0,0.0,1.0,0.0,1.0,4.57013027916737,0.0,4.0,1.97,44.44884059398955,92.47005999999998,8.496121139109285,0.7153529524803162,0.21982100071228794,1000000.0
61.0,0.045,36.0,37.0,886.0,4.0,1.0,76.0,9,94.0,1.0,6.0,27.32884658064516,5.0,35.13720349741776,0.0,1.0,2.0,12.0,6.429328419601197,0.6952776595684216,2.0,1.97,17.214901160220524,89.93727600000004,8.73396005580365,0.36549630761146545,0.10045483368443275,1000000.0
59.0,0.045,20.0,36.0,740.0,4.0,1.0,5.0,9,16.0,1.0,8.304452501820776,27.32884658064516,12.0,0.06053557506024765,2.0,0.0,0.0,13.0,2.4559016604852637,0.7541174562546678,5.0,1.97,35.24987700561317,92.35331000000001,10.50247675251189,0.8657535910606384,0.14611812810173744,1000000.0
67.0,0.045,34.0,28.0,0.0,4.0,2.0,0.0,9,13.0,1.0,10.345468637102755,27.32884658064516,16.0,0.0,0.0,1.0,0.0,13.0,6.683174334753416,0.0,5.0,1.97,23.62338571688972,90.90111399999998,9.055383979398227,0.6301298141479492,0.21708518126503087,1000000.0
71.39736462271088,0.045,21.0,20.0,0.0,4.0,0.0,4.0,9,122.0,1.0,8.0,27.32884658064516,26.0,0.0,2.0,1.0,0.0,1.0,5.0042028112174375,1.77096079374365,4.0,1.97,37.73194022628537,92.31894999999997,8.416969894516997,1.046624779701233,0.26504333482836084,1000000.0
83.65062406693184,0.045,27.0,8.0,0.0,4.0,2.0,0.0,9,38.0,1.0,10.740362194923401,27.32884658064516,12.0,0.0,1.0,1.0,0.0,3.0,5.438244716823491,0.0,0.0,1.97,42.29137969857,92.56505999999997,9.055383979398227,0.7953100800514221,0.21834554918523447,1000000.0
59.0,0.045,36.0,38.0,17.0,4.0,1.0,13.0,9,54.0,1.0,9.246348581235207,27.32884658064516,6.0,11.63089722234533,2.0,0.0,0.0,2.0,3.249981318528201,1.2649925560751294,5.0,1.97,22.689090721491844,91.48945999999998,10.14694538751511,1.1628031730651855,0.17633154562310743,1000000.0
52.0,0.045,14.0,31.0,0.0,4.0,2.0,0.0,9,48.0,1.0,6.0,27.32884658064516,4.0,0.0,2.0,1.0,0.0,1.0,5.232557588923799,0.0,3.0,1.97,38.48431578182531,92.47005999999998,8.496121139109285,0.8504077196121216,0.18831540390976023,1000000.0
70.0,0.045,21.0,17.0,0.0,4.0,2.0,0.0,9,24.0,1.0,6.0,27.32884658064516,8.0,0.0,1.0,1.0,0.0,2.0,5.121489440607264,0.0,4.0,1.97,66.44262830695801,92.56505999999997,9.055383979398227,0.8448331356048584,0.2278452533822518,1000000.0
62.0,0.045,10.0,38.0,0.0,4.0,2.0,0.0,9,14.0,1.0,9.563465653150573,27.32884658064516,25.0,0.0,1.0,0.0,0.0,5.0,4.625620445013114,0.0,9.0,1.97,55.63774763907685,91.62005699999996,11.030801683413301,0.7122208476066589,0.2014317408221948,1000000.0
68.0,0.045,11.0,36.0,0.0,4.0,0.0,20.0,9,26.0,1.0,8.0,27.32884658064516,1.0,0.0,0.0,1.0,4.0,3.0,3.932768808753355,0.14942803096160095,3.0,1.97,22.89162773684154,90.112296,9.17955912491454,0.4613710045814514,0.21613209607217104,1000000.0
70.0,0.045,19.0,23.0,0.0,4.0,2.0,0.0,9,99.0,1.0,5.0,27.32884658064516,13.0,0.0,2.0,1.0,0.0,15.0,3.350919923540146,0.0,9.0,1.97,61.17291474826771,90.95160699999997,9.055383979398227,0.7083031535148621,0.2147255657913162,1000000.0
75.55912527471975,0.045,25.0,24.0,0.0,4.0,2.0,0.0,9,65.0,1.0,11.983401720213166,27.32884658064516,26.0,0.0,2.0,1.0,0.0,3.0,6.281197335666244,0.0,0.0,1.97,40.2647342764852,92.37449999999997,9.055383979398227,0.8047291040420532,0.22757595309447012,1000000.0
69.0,0.045,35.0,35.0,399.0,4.0,1.0,70.0,9,82.0,1.0,7.0,27.32884658064516,0.0,50.81741500340468,2.0,1.0,8.0,6.0,2.978035257370709,1.3405893524511037,0.0,1.97,69.2348566020325,90.69503100000003,8.28452617669576,0.7139409184455872,0.12557353441944896,1000000.0
54.0,0.045,12.0,24.0,0.0,4.0,2.0,0.0,9,73.0,1.0,10.491689807311658,27.32884658064516,27.0,0.0,2.0,1.0,0.0,2.0,5.763350823014244,0.0,4.0,1.97,65.33115912711526,92.47005999999998,9.055383979398227,0.8504077196121216,0.20737025426847952,1000000.0
50.0,0.045,19.0,37.0,0.0,4.0,2.0,0.0,9,77.0,1.0,9.054797617887045,27.32884658064516,0.0,0.0,0.0,1.0,3.0,5.0,4.16683215323485,0.0,9.0,1.97,10.184966805066779,92.75522100000002,11.065285507276302,0.4739367961883545,0.18804297689233845,1000000.0
59.0,0.045,22.0,19.0,0.0,4.0,2.0,0.0,9,13.0,1.0,7.0,27.32884658064516,29.0,0.0,0.0,1.0,0.0,3.0,3.015651110368177,0.0,2.0,1.97,77.00713689808869,92.56505999999997,9.055383979398227,0.7239450812339783,0.24519480616733458,1000000.0
