Initial pH,Period (d),V4_Ventilation Day,Initial C/N (%),Material_3,Additive_4,Material_Main,V1_Ventilation Type,M1_is Enclosed, Composting Method,V3_Ventilation Duration (min),Application Rate (%DW),Initial Moisture Content (%),Additive_3,V5_Ventilation rate (L/min/kg iniDW),Material_2,Additive_2,Compost volume (m3),Initial GI (%),Additive_1,Turning times,V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
7.0,86.0,0.0,37.0,3.0,1.0,6,2.0,0.0,2.0,0.0,2.0353816736743378,68.0,4.0,0.0,5.0,13.0,0.15181,27.32884658064516,33.0,31.0,0.0,1.411,14.646584710333935,107.8706135,2.407454707732918,1.4561761617660522,0.15397473664734876,1000000.0
10.018508004813587,74.0,18.0,35.0,9.0,1.0,6,1.0,1.0,1.0,18.79170829370904,8.789946226799588,69.0,4.0,1.530165009450858,0.0,11.0,0.15181,27.32884658064516,27.0,31.0,273.0,1.411,21.436560633493468,106.34683349999997,4.4114501268128885,1.0943564176559448,0.17186058154771094,1000000.0
10.570387032881834,87.0,26.0,27.0,2.0,1.0,6,1.0,0.0,1.0,21.05883373145452,4.117913946120619,76.25328168006433,4.0,1.8530967122311597,3.0,11.0,0.15181,27.32884658064516,22.0,30.0,57.0,1.411,45.92451589129107,107.04318049999998,4.4114501268128885,1.0930848121643066,0.16773926502388767,1000000.0
8.0,36.0,19.0,38.0,9.0,1.0,6,0.0,1.0,0.0,0.0,3.017130520119964,51.0,4.0,0.6644218221468525,6.0,13.0,0.15181,27.32884658064516,31.0,29.0,0.0,1.411,29.95814876577625,108.30742699999999,2.4937980888699474,1.1786130666732788,0.2181304496911833,1000000.0
10.505260281493616,92.0,52.0,39.0,4.0,1.0,6,0.0,1.0,1.0,0.0,5.073707232698563,53.0,4.0,1.7169086993843905,2.0,8.0,0.15181,27.32884658064516,6.0,30.0,0.0,1.411,46.31241877678001,107.81150600000001,2.586118976550512,1.0735288858413696,0.20436553478304512,1000000.0
8.0,124.0,0.0,33.0,4.0,1.0,6,2.0,1.0,2.0,0.0,9.666350867980496,67.0,4.0,0.0,13.0,13.0,0.15181,27.32884658064516,16.0,29.0,0.0,1.411,52.61579201475198,108.60101549999999,3.400966583813751,1.462595820426941,0.18064134420451514,1000000.0
8.430045265841143,120.0,0.0,43.22068800006281,5.0,1.0,6,2.0,0.0,2.0,0.0,6.602559868007752,67.0,4.0,0.0,2.0,9.0,0.15181,27.32884658064516,8.0,30.0,0.0,1.411,60.98439076808862,106.18380800000001,2.882385783046997,1.4652401208877563,0.15994740392040918,19.60550487353123
8.0,92.0,0.0,24.0,2.0,1.0,6,2.0,1.0,0.0,0.0,4.756498695396746,67.0,4.0,0.0,5.0,7.0,0.15181,27.32884658064516,6.0,29.0,0.0,1.411,24.263194998444686,105.17935500000002,2.7900648953664327,1.240496039390564,0.20805830646118528,1000000.0
7.0,65.0,0.0,16.0,9.0,1.0,6,2.0,0.0,1.0,0.0,7.244573247942178,58.0,4.0,0.0,3.0,15.0,0.15181,27.32884658064516,31.0,27.0,0.0,1.411,15.947501127179443,104.54253799999998,2.407454707732918,1.243019461631775,0.14509384862306493,1000000.0
5.0,108.0,0.0,25.0,2.0,1.0,6,2.0,0.0,2.0,0.0,5.297117039421336,78.15185232785714,4.0,0.0,8.0,12.0,0.15181,27.32884658064516,2.0,27.0,0.0,1.411,8.604896216367328,105.72873500000001,2.2679264629490627,1.5361982583999634,0.1681062938987572,1000000.0
