Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,0.0817807961445149,39.17304153831617,4.0364183174099504e-13,True
Period (d),0.05022588451300786,10.896605783922205,0.9008695263226908,False
Turning times,0.042689689064074825,9.111188409622311,0.1858618198885962,False
V2_Ventilation Interval (min),0.016360298198247053,2.4979197246274865,0.0006063175521687231,False
M1_is Enclosed,0.013935030473891387,4.056940447056018,0.00416187729219259,False
 Composting Method,0.020010877361007165,3.1289241668994734,0.0012711061313613345,False
Additive_3,0.0037493070414664686,0.29527476944251774,2.7195982326850064e-05,False
Additive_2,0.01914770295496862,3.4963237055979555,0.0011802576170854547,False
Additive_1,0.11912876637058047,55.216153844877496,6.017081246741524e-23,True
Material_3,0.005603907760974933,0.7125759636440385,4.996683328553191e-05,False
Additive_4,0.00014528262720343317,0.002515809230793309,1.8319425049423896e-05,False
Material_2,0.03589056369551446,8.954214213484345,0.16083295875242004,False
V1_Ventilation Type,0.013430628915025049,2.547276502129243,0.0003260677478482569,False
V4_Ventilation Day,0.03471075858286176,5.773232846840603,0.01971912548928457,False
Compost volume (m3),0.05164953215367296,11.068381406209923,0.6902307546068711,False
V3_Ventilation Duration (min),0.031448297376682255,8.123273039026135,0.24390564320050548,False
Application Rate (%DW),0.040369515127198385,9.00337758833707,0.1045544071261726,False
Initial Moisture Content (%),0.0620437684924644,9.778803143623332,0.24828969956548325,False
Initial C/N (%),0.09991777391317061,24.467838607845508,4.407599137816538e-06,True
Initial pH,0.08565196803794915,12.602142803357125,0.15617292133373142,True
Initial TN (%),0.08774154986504942,17.834163937142385,0.025247787278397757,True
V5_Ventilation rate (L/min/kg iniDW),0.08436810133047436,21.262412531521925,0.003063349799973027,True
